42efbe1b6ebdf8f0090439fd414c81d52245000515025cd28319eec673f49dae,740833985e90848d775292c89952f0eaf8de43f4d34f8ed274bb6925e141b89f,390fdfc5c46a33dc156a3d014e801bbfb83c0754bfb8357470258d06fcfc492d,e1f0e07448e0ae931b683e3c6e11fead524991c422193a637a6ab2de2558ac55,1d533d583126542d798611b65bc4640fba5919d85957e4102b6d5280382e1a64,685960faaf2204b6398202471c349afd954884d07d801b75dacfce02e469afd5,4a30054d708028b97a305b94f2c5ed15e56271bd8e0367b7a153e12aabb9776c,503778b3b5ead3a52981ac8403f06f835847c6b4725c709fded74c27244cbe7f,c06384e92eb249da7f8ab0d711b7d317182ad81cdbd57f4ac4126f9f441e9e91,a057ffb250ed3d4975fa3f2aff1ce1c6c6c05e1cffcfb0bf6742c184bc490772,ef6334e6a95a4feadc8d11f72931a7b3f3dad51578db4b2b8619550af66fef61,6f5354914ef7a5d1cb9116d74f7e9ca67a2670714f2c4f22a37635ff04887095,1b3e4700054aaf55bb7e5d36c4e299b4fed08ca5dc9177632a0e021d41d0dbf9,93698de31bcffbde877058bcd13a6106d18b994b53e42233d774cc6e8d338d30,bfaf8ee17d7ca8651596dbff2a4ab8e2efe6f92b55c8b43a8eb078a95f795fbd,3f4b59807b941b55eb933a6c7f578da16702b6c7617d028079a3cadbcc845b9d,ececcdd28d97f28fd324a08a6f62a38f39a830aec007f3abc0aba3a2c339dd59,217c7f94141a4109e54f7a2d4f97f0d9e2f3ea6a0e71af4483fb6453f64be889,710b04f81b935d5a38d2c9e698328a44434f6541b51eb3199d9e8437b70a9de5,3c943f85623cee8edc3116b4ad9ca2d0c098321476be24affddf26ca496e4ccb,8c54d21cff8fb5d5e6f7c6fead470e45d1cf11f6073c0259f36fcc82e3dfc796,56e2ca795d300026683082dc6302f6c62d6a2e5aec91bda8209feaf302b5b2d3,679441c7f91ece90283195ab521c8b52c7e1babc1de42fa77b722ceb005a5165,1b2cc6078f900663a586ccc8f18eec0bebe2db1317e881bd0422857570ffce51,aa9bc60b7a974ebb4346550e0b9e384029bd752229741af266f324eec46c1956,c5dc224f29c3f9c11b3d10ab6c405e13553f1b635acf8eff22b49758c7305324,732468bc8fcace0441889763e4b8a142e44195f4fe5e9c004477868a23cf3d3b,549ddefc70314be27f0fd846baf4292564e84bdd521d257aa8331669d467841d,dd0a8dfe2d4b4ac358be9b7c28d4605e75a6806d1a42fc966bf38a9c7fbd925f,de0344da2fd13b10acd8ec03ca810c9ca6e816ea28e60496eac11d387cd6e9e4,f86de294a04c5d8dfcbf37f6377fa0a8d7d0a9477f106fc8e369d21ed3892afd,80ab843dd2a5e8592243779942ebcd9957dfd19b6e720a245d719140b4f474d7,a043f172eeae446c5cbfbd6d79f853b098c5c7079ae5b76ed4c4dc409f99e733,79b8fc1c762a84290e3fac3eab3386249eb4e0c11f24faf814c8c01f99d0fb82,8ded97b56012c9dfd905d0f87b747f872d6bc0ff47dca674d9d80ae79d43b2fd,988439de3773565027f720261793bc22938d66976fa884d1472f4a297d319c8d,d1d82267a6cd5355dd983a566ecc58ad4c58ebe56b943141ad9721602cce0567,d02a6e064bee02b8ac22bbb0de7f7f1bb88e86aa5be5030c84b40a8ec3776a4f,ba3cf109433752c952eb7a69404ebbd055711dddbf7a3c3452e462577d727428,a249e4ed5678d9ff7545fec06daae30e8249d3c3cda59f7017fa5c3c6e88c9ca,d4e7da70133fd211b27abda999614b7e03a1feedbe8e39526e5054e03d91fb87,0162bd22dd9c22af8c9801eeaad540cb6ec58e2ca0cf5e42eb613fde36cfe074,d212a9b1a99d7569e41ffb272c43a52d960fd6ceaea0a096fc3d63e4553df2cd,5a5d4bafddcb2b3f8c751e472ca0a0a7c2a6c17ee33603053dbf44899d785a9a
"2","1009116","1009116","0","0","10240102","2.4","10240101","0","79","0","0","0","1009116","401044071","1009116","1024","0","0","401044081","0","3","2","401044101","401044061","10240105","0.06","1","0","1009116","2","0","10240104","0","5","10240103","710121","0","2.4","-1","4","401044091","1000000","2.6"
"1.2","1010103","1010105","0","0","10250102","1.3","10250101","0","80","0","0","0","1010104","401044321","1010102","1025","0","0","401044331","0","1","1","401044351","401044311","10250105","0.03","1","0","1010101","1.2","0","10250104","0","1","10250103","710011","0","1.4","1","1","401044341","1000000","1.5"
"1.2","1010108","1010110","0","0","10250102","1.3","10250101","0","81","0","0","0","1010109","401044371","1010107","1025","0","0","401044381","0","2","2","401044401","401044361","10250105","0.06","1","0","1010106","1.2","0","10250104","0","2","10250103","710011","0","1.4","3","2","401044391","1000000","1.5"
"1.6","1010113","1010115","0","0","10250102","1.8","10250101","0","82","0","0","0","1010114","401044421","1010112","1025","0","0","401044431","0","3","2","401044451","401044411","10250105","0.06","1","0","1010111","1.6","0","10250104","0","4","10250103","710011","0","1.9","4","4","401044441","1000000","2"
"2","1010116","1010116","0","0","10250102","2.4","10250101","0","83","0","0","0","1010116","401044421","1010116","1025","0","0","401044431","0","3","2","401044451","401044411","10250105","0.06","1","0","1010116","2","0","10250104","0","5","10250103","710011","0","2.4","-1","4","401044441","1000000","2.6"
"1.2","1011103","1011105","0","0","10260102","1.3","10260101","0","84","0","0","0","1011104","401044671","1011102","1026","0","0","401044681","0","1","1","401044701","401044661","10260105","0.03","1","0","1011101","1.2","0","10260104","0","1","10260103","710021","0","1.4","1","1","401044691","1000000","1.5"
"1.2","1011108","1011110","0","0","10260102","1.3","10260101","0","85","0","0","0","1011109","401044721","1011107","1026","0","0","401044731","0","2","2","401044751","401044711","10260105","0.06","1","0","1011106","1.2","0","10260104","0","2","10260103","710021","0","1.4","3","2","401044741","1000000","1.5"
"1.6","1011113","1011115","0","0","10260102","1.8","10260101","0","86","0","0","0","1011114","401044771","1011112","1026","0","0","401044781","0","3","2","401044801","401044761","10260105","0.06","1","0","1011111","1.6","0","10260104","0","4","10260103","710021","0","1.9","4","4","401044791","1000000","2"
"2","1011116","1011116","0","0","10260102","2.4","10260101","0","87","0","0","0","1011116","401044771","1011116","1026","0","0","401044781","0","3","2","401044801","401044761","10260105","0.06","1","0","1011116","2","0","10260104","0","5","10260103","710021","0","2.4","-1","4","401044791","1000000","2.6"
"1.2","1012103","1012105","0","0","10270102","1.3","10270101","0","88","0","0","0","1012104","401045021","1012102","1027","0","0","401045031","0","1","1","401045051","401045011","10270105","0.03","1","0","1012101","1.2","0","10270104","0","1","10270103","710031","0","1.4","1","1","401045041","1000000","1.5"
"1.2","1012108","1012110","0","0","10270102","1.3","10270101","0","89","0","0","0","1012109","401045071","1012107","1027","0","0","401045081","0","2","2","401045101","401045061","10270105","0.06","1","0","1012106","1.2","0","10270104","0","2","10270103","710031","0","1.4","3","2","401045091","1000000","1.5"
"1.6","1012113","1012115","0","0","10270102","1.8","10270101","0","90","0","0","0","1012114","401045121","1012112","1027","0","0","401045131","0","3","2","401045151","401045111","10270105","0.06","1","0","1012111","1.6","0","10270104","0","4","10270103","710031","0","1.9","4","4","401045141","1000000","2"
"2","1012116","1012116","0","0","10270102","2.4","10270101","0","91","0","0","0","1012116","401045121","1012116","1027","0","0","401045131","0","3","2","401045151","401045111","10270105","0.06","1","0","1012116","2","0","10270104","0","5","10270103","710031","0","2.4","-1","4","401045141","1000000","2.6"
"1.2","1013103","1013105","0","0","10280102","1.3","10280101","0","92","0","0","0","1013104","401045371","1013102","1028","0","0","401045381","0","1","1","401045401","401045361","10280105","0.03","1","0","1013101","1.2","0","10280104","0","1","10280103","710041","0","1.4","1","1","401045391","1000000","1.5"
"1.2","1013108","1013110","0","0","10280102","1.3","10280101","0","93","0","0","0","1013109","401045421","1013107","1028","0","0","401045431","0","2","2","401045451","401045411","10280105","0.06","1","0","1013106","1.2","0","10280104","0","2","10280103","710041","0","1.4","3","2","401045441","1000000","1.5"
"1.6","1013113","1013115","0","0","10280102","1.8","10280101","0","94","0","0","0","1013114","401045471","1013112","1028","0","0","401045481","0","3","2","401045501","401045461","10280105","0.06","1","0","1013111","1.6","0","10280104","0","4","10280103","710041","0","1.9","4","4","401045491","1000000","2"
"2","1013116","1013116","0","0","10280102","2.4","10280101","0","95","0","0","0","1013116","401045471","1013116","1028","0","0","401045481","0","3","2","401045501","401045461","10280105","0.06","1","0","1013116","2","0","10280104","0","5","10280103","710041","0","2.4","-1","4","401045491","1000000","2.6"
"1.2","1014103","1014105","0","0","10290102","1.3","10290101","0","96","0","0","0","1014104","401045721","1014102","1029","0","0","401045731","0","1","1","401045751","401045711","10290105","0.03","1","0","1014101","1.2","0","10290104","0","1","10290103","710051","0","1.4","1","1","401045741","1000000","1.5"
"1.2","1014108","1014110","0","0","10290102","1.3","10290101","0","97","0","0","0","1014109","401045771","1014107","1029","0","0","401045781","0","2","2","401045801","401045761","10290105","0.06","1","0","1014106","1.2","0","10290104","0","2","10290103","710051","0","1.4","3","2","401045791","1000000","1.5"
"1.6","1014113","1014115","0","0","10290102","1.8","10290101","0","98","0","0","0","1014114","401045821","1014112","1029","0","0","401045831","0","3","2","401045851","401045811","10290105","0.06","1","0","1014111","1.6","0","10290104","0","4","10290103","710051","0","1.9","4","4","401045841","1000000","2"
"2","1014116","1014116","0","0","10290102","2.4","10290101","0","99","0","0","0","1014116","401045821","1014116","1029","0","0","401045831","0","3","2","401045851","401045811","10290105","0.06","1","0","1014116","2","0","10290104","0","5","10290103","710051","0","2.4","-1","4","401045841","1000000","2.6"
"1.2","1015103","1015105","0","0","10300102","1.3","10300101","0","100","0","0","0","1015104","401046071","1015102","1030","0","0","401046081","0","1","1","401046101","401046061","10300105","0.03","1","0","1015101","1.2","0","10300104","0","1","10300103","710061","0","1.4","1","1","401046091","1000000","1.5"
"1.2","1015108","1015110","0","0","10300102","1.3","10300101","0","101","0","0","0","1015109","401046121","1015107","1030","0","0","401046131","0","2","2","401046151","401046111","10300105","0.06","1","0","1015106","1.2","0","10300104","0","2","10300103","710061","0","1.4","3","2","401046141","1000000","1.5"
"1.6","1015113","1015115","0","0","10300102","1.8","10300101","0","102","0","0","0","1015114","401046171","1015112","1030","0","0","401046181","0","3","2","401046201","401046161","10300105","0.06","1","0","1015111","1.6","0","10300104","0","4","10300103","710061","0","1.9","4","4","401046191","1000000","2"
"2","1015116","1015116","0","0","10300102","2.4","10300101","0","103","0","0","0","1015116","401046171","1015116","1030","0","0","401046181","0","3","2","401046201","401046161","10300105","0.06","1","0","1015116","2","0","10300104","0","5","10300103","710061","0","2.4","-1","4","401046191","1000000","2.6"
"1.2","1016103","1016105","0","0","10310102","1.3","10310101","0","104","0","0","0","1016104","401046421","1016102","1031","0","0","401046431","0","1","1","401046451","401046411","10310105","0.03","1","0","1016101","1.2","0","10310104","0","1","10310103","710071","0","1.4","1","1","401046441","1000000","1.5"
"1.2","1016108","1016110","0","0","10310102","1.3","10310101","0","105","0","0","0","1016109","401046471","1016107","1031","0","0","401046481","0","2","2","401046501","401046461","10310105","0.06","1","0","1016106","1.2","0","10310104","0","2","10310103","710071","0","1.4","3","2","401046491","1000000","1.5"
"1.6","1016113","1016115","0","0","10310102","1.8","10310101","0","106","0","0","0","1016114","401046521","1016112","1031","0","0","401046531","0","3","2","401046551","401046511","10310105","0.06","1","0","1016111","1.6","0","10310104","0","4","10310103","710071","0","1.9","4","4","401046541","1000000","2"
"2","1016116","1016116","0","0","10310102","2.4","10310101","0","107","0","0","0","1016116","401046521","1016116","1031","0","0","401046531","0","3","2","401046551","401046511","10310105","0.06","1","0","1016116","2","0","10310104","0","5","10310103","710071","0","2.4","-1","4","401046541","1000000","2.6"
"1.2","1017103","1017105","0","0","10320102","1.3","10320101","0","108","0","0","0","1017104","401046771","1017102","1032","0","0","401046781","0","1","1","401046801","401046761","10320105","0.03","1","0","1017101","1.2","0","10320104","0","1","10320103","710081","0","1.4","1","1","401046791","1000000","1.5"
"1.2","1017108","1017110","0","0","10320102","1.3","10320101","0","109","0","0","0","1017109","401046821","1017107","1032","0","0","401046831","0","2","2","401046851","401046811","10320105","0.06","1","0","1017106","1.2","0","10320104","0","2","10320103","710081","0","1.4","3","2","401046841","1000000","1.5"
"1.6","1017113","1017115","0","0","10320102","1.8","10320101","0","110","0","0","0","1017114","401046871","1017112","1032","0","0","401046881","0","3","2","401046901","401046861","10320105","0.06","1","0","1017111","1.6","0","10320104","0","4","10320103","710081","0","1.9","4","4","401046891","1000000","2"
"2","1017116","1017116","0","0","10320102","2.4","10320101","0","111","0","0","0","1017116","401046871","1017116","1032","0","0","401046881","0","3","2","401046901","401046861","10320105","0.06","1","0","1017116","2","0","10320104","0","5","10320103","710081","0","2.4","-1","4","401046891","1000000","2.6"
"1.2","1018103","1018105","0","0","10330102","1.3","10330101","0","112","0","0","0","1018104","401047121","1018102","1033","0","0","401047131","0","1","1","401047151","401047111","10330105","0.03","1","0","1018101","1.2","0","10330104","0","1","10330103","710091","0","1.4","1","1","401047141","1000000","1.5"
"1.2","1018108","1018110","0","0","10330102","1.3","10330101","0","113","0","0","0","1018109","401047171","1018107","1033","0","0","401047181","0","2","2","401047201","401047161","10330105","0.06","1","0","1018106","1.2","0","10330104","0","2","10330103","710091","0","1.4","3","2","401047191","1000000","1.5"
"1.6","1018113","1018115","0","0","10330102","1.8","10330101","0","114","0","0","0","1018114","401047221","1018112","1033","0","0","401047231","0","3","2","401047251","401047211","10330105","0.06","1","0","1018111","1.6","0","10330104","0","4","10330103","710091","0","1.9","4","4","401047241","1000000","2"
"2","1018116","1018116","0","0","10330102","2.4","10330101","0","115","0","0","0","1018116","401047221","1018116","1033","0","0","401047231","0","3","2","401047251","401047211","10330105","0.06","1","0","1018116","2","0","10330104","0","5","10330103","710091","0","2.4","-1","4","401047241","1000000","2.6"
"1.2","1019103","1019105","0","0","10340102","1.3","10340101","0","116","0","0","0","1019104","401047521","1019102","1034","0","0","401047531","0","1","1","401047551","401047511","10340105","0.03","1","0","1019101","1.2","0","10340104","0","1","10340103","710101","0","1.4","1","1","401047541","1000000","1.5"
"1.2","1019108","1019110","0","0","10340102","1.3","10340101","0","117","0","0","0","1019109","401047571","1019107","1034","0","0","401047581","0","2","2","401047601","401047561","10340105","0.06","1","0","1019106","1.2","0","10340104","0","2","10340103","710101","0","1.4","3","2","401047591","1000000","1.5"
"1.6","1019113","1019115","0","0","10340102","1.8","10340101","0","118","0","0","0","1019114","401047621","1019112","1034","0","0","401047631","0","3","2","401047651","401047611","10340105","0.06","1","0","1019111","1.6","0","10340104","0","4","10340103","710101","0","1.9","4","4","401047641","1000000","2"
"2","1019116","1019116","0","0","10340102","2.4","10340101","0","119","0","0","0","1019116","401047621","1019116","1034","0","0","401047631","0","3","2","401047651","401047611","10340105","0.06","1","0","1019116","2","0","10340104","0","5","10340103","710101","0","2.4","-1","4","401047641","1000000","2.6"
"1.2","1020103","1020105","0","0","10350102","1.3","10350101","0","120","0","0","0","1020104","401047921","1020102","1035","0","0","401047931","0","1","1","401047951","401047911","10350105","0.03","1","0","1020101","1.2","0","10350104","0","1","10350103","710111","0","1.4","1","1","401047941","1000000","1.5"
"1.2","1020108","1020110","0","0","10350102","1.3","10350101","0","121","0","0","0","1020109","401047971","1020107","1035","0","0","401047981","0","2","2","401048001","401047961","10350105","0.06","1","0","1020106","1.2","0","10350104","0","2","10350103","710111","0","1.4","3","2","401047991","1000000","1.5"
"1.6","1020113","1020115","0","0","10350102","1.8","10350101","0","122","0","0","0","1020114","401048021","1020112","1035","0","0","401048031","0","3","2","401048051","401048011","10350105","0.06","1","0","1020111","1.6","0","10350104","0","4","10350103","710111","0","1.9","4","4","401048041","1000000","2"
"2","1020116","1020116","0","0","10350102","2.4","10350101","0","123","0","0","0","1020116","401048021","1020116","1035","0","0","401048031","0","3","2","401048051","401048011","10350105","0.06","1","0","1020116","2","0","10350104","0","5","10350103","710111","0","2.4","-1","4","401048041","1000000","2.6"
"1.2","1021103","1021105","0","0","10360102","1.3","10360101","0","124","0","0","0","1021104","401048321","1021102","1036","0","0","401048331","0","1","1","401048351","401048311","10360105","0.03","1","0","1021101","1.2","0","10360104","0","1","10360103","710121","0","1.4","1","1","401048341","1000000","1.5"
"1.2","1021108","1021110","0","0","10360102","1.3","10360101","0","125","0","0","0","1021109","401048371","1021107","1036","0","0","401048381","0","2","2","401048401","401048361","10360105","0.06","1","0","1021106","1.2","0","10360104","0","2","10360103","710121","0","1.4","3","2","401048391","1000000","1.5"
"1.6","1021113","1021115","0","0","10360102","1.8","10360101","0","126","0","0","0","1021114","401048421","1021112","1036","0","0","401048431","0","3","2","401048451","401048411","10360105","0.06","1","0","1021111","1.6","0","10360104","0","4","10360103","710121","0","1.9","4","4","401048441","1000000","2"
"2","1021116","1021116","0","0","10360102","2.4","10360101","0","127","0","0","0","1021116","401048421","1021116","1036","0","0","401048431","0","3","2","401048451","401048411","10360105","0.06","1","0","1021116","2","0","10360104","0","5","10360103","710121","0","2.4","-1","4","401048441","1000000","2.6"
"1.2","1022103","1022105","0","0","10370102","1.3","10370101","0","128","0","0","0","1022104","401048721","1022102","1037","0","0","401048731","0","1","1","401048751","401048711","10370105","0.03","1","0","1022101","1.2","0","10370104","0","1","10370103","710011","0","1.4","1","1","401048741","1000000","1.5"
"1.2","1022108","1022110","0","0","10370102","1.3","10370101","0","129","0","0","0","1022109","401048771","1022107","1037","0","0","401048781","0","2","2","401048801","401048761","10370105","0.06","1","0","1022106","1.2","0","10370104","0","2","10370103","710011","0","1.4","3","2","401048791","1000000","1.5"
"1.6","1022113","1022115","0","0","10370102","1.8","10370101","0","130","0","0","0","1022114","401048821","1022112","1037","0","0","401048831","0","3","2","401048851","401048811","10370105","0.06","1","0","1022111","1.6","0","10370104","0","4","10370103","710011","0","1.9","4","4","401048841","1000000","2"
"2","1022116","1022116","0","0","10370102","2.4","10370101","0","131","0","0","0","1022116","401048821","1022116","1037","0","0","401048831","0","3","2","401048851","401048811","10370105","0.06","1","0","1022116","2","0","10370104","0","5","10370103","710011","0","2.4","-1","4","401048841","1000000","2.6"
"1.2","1023103","1023105","0","0","10380102","1.3","10380101","0","132","0","0","0","1023104","401049121","1023102","1038","0","0","401049131","0","1","1","401049151","401049111","10380105","0.03","1","0","1023101","1.2","0","10380104","0","1","10380103","710021","0","1.4","1","1","401049141","1000000","1.5"
"1.2","1023108","1023110","0","0","10380102","1.3","10380101","0","133","0","0","0","1023109","401049171","1023107","1038","0","0","401049181","0","2","2","401049201","401049161","10380105","0.06","1","0","1023106","1.2","0","10380104","0","2","10380103","710021","0","1.4","3","2","401049191","1000000","1.5"
"1.6","1023113","1023115","0","0","10380102","1.8","10380101","0","134","0","0","0","1023114","401049221","1023112","1038","0","0","401049231","0","3","2","401049251","401049211","10380105","0.06","1","0","1023111","1.6","0","10380104","0","4","10380103","710021","0","1.9","4","4","401049241","1000000","2"
"2","1023116","1023116","0","0","10380102","2.4","10380101","0","135","0","0","0","1023116","401049221","1023116","1038","0","0","401049231","0","3","2","401049251","401049211","10380105","0.06","1","0","1023116","2","0","10380104","0","5","10380103","710021","0","2.4","-1","4","401049241","1000000","2.6"
"1.2","1024103","1024105","0","0","10390102","1.3","10390101","0","136","0","0","0","1024104","401049521","1024102","1039","0","0","401049531","0","1","1","401049551","401049511","10390105","0.03","1","0","1024101","1.2","0","10390104","0","1","10390103","710031","0","1.4","1","1","401049541","1000000","1.5"
"1.2","1024108","1024110","0","0","10390102","1.3","10390101","0","137","0","0","0","1024109","401049571","1024107","1039","0","0","401049581","0","2","2","401049601","401049561","10390105","0.06","1","0","1024106","1.2","0","10390104","0","2","10390103","710031","0","1.4","3","2","401049591","1000000","1.5"
"1.6","1024113","1024115","0","0","10390102","1.8","10390101","0","138","0","0","0","1024114","401049621","1024112","1039","0","0","401049631","0","3","2","401049651","401049611","10390105","0.06","1","0","1024111","1.6","0","10390104","0","4","10390103","710031","0","1.9","4","4","401049641","1000000","2"
"2","1024116","1024116","0","0","10390102","2.4","10390101","0","139","0","0","0","1024116","401049621","1024116","1039","0","0","401049631","0","3","2","401049651","401049611","10390105","0.06","1","0","1024116","2","0","10390104","0","5","10390103","710031","0","2.4","-1","4","401049641","1000000","2.6"
"1.2","1025103","1025105","0","0","10400102","1.3","10400101","0","140","0","0","0","1025104","401049921","1025102","1040","0","0","401049931","0","1","1","401049951","401049911","10400105","0.03","1","0","1025101","1.2","0","10400104","0","1","10400103","710041","0","1.4","1","1","401049941","1000000","1.5"
"1.2","1025108","1025110","0","0","10400102","1.3","10400101","0","141","0","0","0","1025109","401049971","1025107","1040","0","0","401049981","0","2","2","401050001","401049961","10400105","0.06","1","0","1025106","1.2","0","10400104","0","2","10400103","710041","0","1.4","3","2","401049991","1000000","1.5"
"1.6","1025113","1025115","0","0","10400102","1.8","10400101","0","142","0","0","0","1025114","401050021","1025112","1040","0","0","401050031","0","3","2","401050051","401050011","10400105","0.06","1","0","1025111","1.6","0","10400104","0","4","10400103","710041","0","1.9","4","4","401050041","1000000","2"
"2","1025116","1025116","0","0","10400102","2.4","10400101","0","143","0","0","0","1025116","401050021","1025116","1040","0","0","401050031","0","3","2","401050051","401050011","10400105","0.06","1","0","1025116","2","0","10400104","0","5","10400103","710041","0","2.4","-1","4","401050041","1000000","2.6"
"1.2","1026103","1026105","0","0","10410102","1.3","10410101","0","144","0","0","0","1026104","401050321","1026102","1041","0","0","401050331","0","1","1","401050351","401050311","10410105","0.03","1","0","1026101","1.2","0","10410104","0","1","10410103","710051","0","1.4","1","1","401050341","1000000","1.5"
"1.2","1026108","1026110","0","0","10410102","1.3","10410101","0","145","0","0","0","1026109","401050371","1026107","1041","0","0","401050381","0","2","2","401050401","401050361","10410105","0.06","1","0","1026106","1.2","0","10410104","0","2","10410103","710051","0","1.4","3","2","401050391","1000000","1.5"
"1.6","1026113","1026115","0","0","10410102","1.8","10410101","0","146","0","0","0","1026114","401050421","1026112","1041","0","0","401050431","0","3","2","401050451","401050411","10410105","0.06","1","0","1026111","1.6","0","10410104","0","4","10410103","710051","0","1.9","4","4","401050441","1000000","2"
"2","1026116","1026116","0","0","10410102","2.4","10410101","0","147","0","0","0","1026116","401050421","1026116","1041","0","0","401050431","0","3","2","401050451","401050411","10410105","0.06","1","0","1026116","2","0","10410104","0","5","10410103","710051","0","2.4","-1","4","401050441","1000000","2.6"
"1.2","1027103","1027105","0","0","10420102","1.3","10420101","0","148","0","0","0","1027104","401050721","1027102","1042","0","0","401050731","0","1","1","401050751","401050711","10420105","0.03","1","0","1027101","1.2","0","10420104","0","1","10420103","710061","0","1.4","1","1","401050741","1000000","1.5"
"1.2","1027108","1027110","0","0","10420102","1.3","10420101","0","149","0","0","0","1027109","401050771","1027107","1042","0","0","401050781","0","2","2","401050801","401050761","10420105","0.06","1","0","1027106","1.2","0","10420104","0","2","10420103","710061","0","1.4","3","2","401050791","1000000","1.5"
"1.6","1027113","1027115","0","0","10420102","1.8","10420101","0","150","0","0","0","1027114","401050821","1027112","1042","0","0","401050831","0","3","2","401050851","401050811","10420105","0.06","1","0","1027111","1.6","0","10420104","0","4","10420103","710061","0","1.9","4","4","401050841","1000000","2"
"2","1027116","1027116","0","0","10420102","2.4","10420101","0","151","0","0","0","1027116","401050821","1027116","1042","0","0","401050831","0","3","2","401050851","401050811","10420105","0.06","1","0","1027116","2","0","10420104","0","5","10420103","710061","0","2.4","-1","4","401050841","1000000","2.6"
"1.2","1028103","1028105","0","0","10430102","1.3","10430101","0","152","0","0","0","1028104","401051121","1028102","1043","0","0","401051131","0","1","1","401051151","401051111","10430105","0.03","1","0","1028101","1.2","0","10430104","0","1","10430103","710071","0","1.4","1","1","401051141","1000000","1.5"
"1.2","1028108","1028110","0","0","10430102","1.3","10430101","0","153","0","0","0","1028109","401051171","1028107","1043","0","0","401051181","0","2","2","401051201","401051161","10430105","0.06","1","0","1028106","1.2","0","10430104","0","2","10430103","710071","0","1.4","3","2","401051191","1000000","1.5"
"1.6","1028113","1028115","0","0","10430102","1.8","10430101","0","154","0","0","0","1028114","401051221","1028112","1043","0","0","401051231","0","3","2","401051251","401051211","10430105","0.06","1","0","1028111","1.6","0","10430104","0","4","10430103","710071","0","1.9","4","4","401051241","1000000","2"
"2","1028116","1028116","0","0","10430102","2.4","10430101","0","155","0","0","0","1028116","401051221","1028116","1043","0","0","401051231","0","3","2","401051251","401051211","10430105","0.06","1","0","1028116","2","0","10430104","0","5","10430103","710071","0","2.4","-1","4","401051241","1000000","2.6"
"1.2","1029103","1029105","0","0","10440102","1.3","10440101","0","156","0","0","0","1029104","401051521","1029102","1044","0","0","401051531","0","1","1","401051551","401051511","10440105","0.03","1","0","1029101","1.2","0","10440104","0","1","10440103","710081","0","1.4","1","1","401051541","1000000","1.5"
"1.2","1029108","1029110","0","0","10440102","1.3","10440101","0","157","0","0","0","1029109","401051571","1029107","1044","0","0","401051581","0","2","2","401051601","401051561","10440105","0.06","1","0","1029106","1.2","0","10440104","0","2","10440103","710081","0","1.4","3","2","401051591","1000000","1.5"
"1.6","1029113","1029115","0","0","10440102","1.8","10440101","0","158","0","0","0","1029114","401051621","1029112","1044","0","0","401051631","0","3","2","401051651","401051611","10440105","0.06","1","0","1029111","1.6","0","10440104","0","4","10440103","710081","0","1.9","4","4","401051641","1000000","2"
"2","1029116","1029116","0","0","10440102","2.4","10440101","0","159","0","0","0","1029116","401051621","1029116","1044","0","0","401051631","0","3","2","401051651","401051611","10440105","0.06","1","0","1029116","2","0","10440104","0","5","10440103","710081","0","2.4","-1","4","401051641","1000000","2.6"
"1.2","1030103","1030105","0","0","10450102","1.3","10450101","0","160","0","0","0","1030104","401051921","1030102","1045","0","0","401051931","0","1","1","401051951","401051911","10450105","0.03","1","0","1030101","1.2","0","10450104","0","1","10450103","710091","0","1.4","1","1","401051941","1000000","1.5"
"1.2","1030108","1030110","0","0","10450102","1.3","10450101","0","161","0","0","0","1030109","401051971","1030107","1045","0","0","401051981","0","2","2","401052001","401051961","10450105","0.06","1","0","1030106","1.2","0","10450104","0","2","10450103","710091","0","1.4","3","2","401051991","1000000","1.5"
"1.6","1030113","1030115","0","0","10450102","1.8","10450101","0","162","0","0","0","1030114","401052021","1030112","1045","0","0","401052031","0","3","2","401052051","401052011","10450105","0.06","1","0","1030111","1.6","0","10450104","0","4","10450103","710091","0","1.9","4","4","401052041","1000000","2"
"2","1030116","1030116","0","0","10450102","2.4","10450101","0","163","0","0","0","1030116","401052021","1030116","1045","0","0","401052031","0","3","2","401052051","401052011","10450105","0.06","1","0","1030116","2","0","10450104","0","5","10450103","710091","0","2.4","-1","4","401052041","1000000","2.6"
"1.2","1031103","1031105","0","0","10460102","1.3","10460101","0","164","0","0","0","1031104","401052321","1031102","1046","0","0","401052331","0","1","1","401052351","401052311","10460105","0.03","1","0","1031101","1.2","0","10460104","0","1","10460103","710101","0","1.4","1","1","401052341","1000000","1.5"
"1.2","1031108","1031110","0","0","10460102","1.3","10460101","0","165","0","0","0","1031109","401052371","1031107","1046","0","0","401052381","0","2","2","401052401","401052361","10460105","0.06","1","0","1031106","1.2","0","10460104","0","2","10460103","710101","0","1.4","3","2","401052391","1000000","1.5"
"1.6","1031113","1031115","0","0","10460102","1.8","10460101","0","166","0","0","0","1031114","401052421","1031112","1046","0","0","401052431","0","3","2","401052451","401052411","10460105","0.06","1","0","1031111","1.6","0","10460104","0","4","10460103","710101","0","1.9","4","4","401052441","1000000","2"
"2","1031116","1031116","0","0","10460102","2.4","10460101","0","167","0","0","0","1031116","401052421","1031116","1046","0","0","401052431","0","3","2","401052451","401052411","10460105","0.06","1","0","1031116","2","0","10460104","0","5","10460103","710101","0","2.4","-1","4","401052441","1000000","2.6"
