6506cef72b039aefb71ebb9be202334017fb534da73730bad9b721e165d1f0dd,3dd6a45e726d7fd258e495f52706570908250b5eed63ece4dfa44767667955c5,5278325fc1a90db4bd4f8e402b6359397e4f6c64699becc103d503dc6952041a,3ea82eb2ccc443312279454ac32261a9e9625e22e149afe0e0c94e4dfc7ab884,ac4e7a0560666c9469dec82f613d261998c64203ae576fb9122721c3da9a5f7b,3b065df399ea93f1e501071c64addcf8badaea601604516b172c0b13fd36b379,8020f3d09a3d9c131392159cfd9cead80e95bfd87a2a080c48d4f031293e991f,28da66132e34024e475708bc43735ed62fdcc18b2ddf21095151ea4171b97e2c,ab36797e9379ed5369bbbd9944ff0ab4bc2a8944ec54c6041095aee4ecba2764
"12","299","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002039"
"2","300","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002039"
"8","301","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003028"
"12","302","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003028"
"6","303","93001","2030/12/31 23:59:59","-1","1","250","2018/01/01 05:00:00","18001005"
"6","304","93001","2030/12/31 23:59:59","-1","1","250","2018/01/01 05:00:00","18001006"
"8","305","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002032"
"8","306","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002040"
"12","307","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002040"
"2","308","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002040"
"8","309","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003029"
"12","310","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003029"
"8","311","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002033"
"8","312","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002034"
"8","313","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21003002"
"8","314","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","21103002"
"8","315","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003030"
"12","316","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003030"
"8","317","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002041"
"12","318","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002041"
"2","319","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002041"
"8","320","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003031"
"12","321","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003031"
"8","322","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003032"
"12","323","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003032"
"8","324","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003033"
"12","325","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003033"
"8","326","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003034"
"12","327","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003034"
"8","328","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002042"
"12","329","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002042"
"2","330","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002042"
"8","331","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002035"
"8","332","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002036"
"8","333","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002037"
"8","336","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005040"
"8","337","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002043"
"12","338","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002043"
"2","339","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002043"
"8","340","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002044"
"12","341","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002044"
"2","342","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002044"
"2","10001","31071","","-1","1","10","","20904001"
"2","10002","31071","","-1","1","20","","20904002"
"2","10003","31071","","-1","1","30","","20904003"
"2","10004","31071","","-1","1","40","","20904004"
"2","10005","90005","","-1","1","200","","20904005"
"2","10006","31071","","-1","1","100","","20904006"
"2","10007","31071","","-1","1","135","","20904007"
"2","10008","90005","","-1","1","25","","20903001"
"2","10009","90005","","-1","1","25","","20903002"
"2","10010","90005","","-1","1","25","","20903003"
"2","10011","90005","","-1","1","25","","20903004"
"2","10012","31071","","-1","1","150","","20903005"
"8","10013","91002","","-1","1","15000","","20905001"
"2","10014","90005","","-1","1","25","","20903006"
"2","10015","90005","","-1","1","25","","20903007"
"2","10016","90005","","-1","1","25","","20903008"
"2","10017","31081","","-1","1","150","","20903009"
"2","10018","31081","","-1","1","10","","20904008"
"2","10019","31081","","-1","1","20","","20904009"
"2","10020","31081","","-1","1","30","","20904010"
"2","10021","31081","","-1","1","40","","20904011"
"2","10022","31081","","-1","1","50","","20904012"
"2","10023","90005","","-1","1","200","","20904013"
"2","10024","31083","","-1","1","10","","20904014"
"2","10025","31083","","-1","1","20","","20904015"
"2","10026","31083","","-1","1","30","","20904016"
"2","10027","31083","","-1","1","40","","20904017"
"2","10028","31083","","-1","1","50","","20904018"
"2","10029","90005","","-1","1","200","","20904019"
"2","10030","90005","","-1","1","25","","20903010"
"2","10031","90005","","-1","1","25","","20903011"
"2","10032","90005","","-1","1","25","","20903012"
"2","10033","31083","","-1","1","150","","20903013"
"2","10034","31056","","-1","1","150","","20903014"
"2","10035","31056","","-1","1","10","","20904020"
"2","10036","31056","","-1","1","20","","20904021"
"2","10037","31056","","-1","1","30","","20904022"
"2","10038","31056","","-1","1","40","","20904023"
"2","10039","31056","","-1","1","50","","20904024"
"2","10040","31084","","-1","1","150","","20903015"
"2","10041","31084","","-1","1","10","","20904025"
"2","10042","31084","","-1","1","20","","20904026"
"2","10043","31084","","-1","1","30","","20904027"
"2","10044","31084","","-1","1","40","","20904028"
"2","10045","31084","","-1","1","50","","20904029"
"2","10046","20004","","-1","1","30","","20904030"
"6","10047","93001","","-1","1","900","","20904031"
"12","10048","94002","","-1","1","3000000","","20904032"
"4","10049","140001","","-1","1","30","","20904033"
"2","10050","90005","","-1","1","50","","20904034"
"2","10051","31086","","-1","1","150","","20903016"
"2","10052","31086","","-1","1","10","","20904035"
"2","10053","31086","","-1","1","20","","20904036"
"2","10054","31086","","-1","1","30","","20904037"
"2","10055","31086","","-1","1","40","","20904038"
"2","10056","31086","","-1","1","50","","20904039"
"8","10057","91002","","-1","1","5000","","20904040"
"8","10058","91002","","-1","1","8000","","20904041"
"8","10059","91002","","-1","1","10000","","20904042"
"2","10060","90005","","-1","1","25","","20903017"
"2","10061","31088","","-1","1","150","","20903018"
"2","10062","31088","","-1","1","10","","20904043"
"2","10063","31088","","-1","1","20","","20904044"
"2","10064","31088","","-1","1","30","","20904045"
"2","10065","31088","","-1","1","40","","20904046"
"2","10066","90005","","-1","1","200","","20904047"
"2","10067","31088","","-1","1","100","","20904048"
"2","10068","31088","","-1","1","135","","20904049"
"8","10069","91002","","-1","1","3500","","20904050"
"4","10070","140001","","-1","1","30","","20904050"
"8","10071","91002","","-1","1","7000","","20904051"
"4","10072","140001","","-1","1","100","","20904051"
"8","10073","91002","","-1","1","10000","","20904052"
"4","10074","140001","","-1","1","150","","20904052"
"2","10075","31087","","-1","1","150","","20903019"
"2","10076","31087","","-1","1","10","","20904053"
"2","10077","31087","","-1","1","20","","20904054"
"2","10078","31087","","-1","1","30","","20904055"
"2","10079","31087","","-1","1","40","","20904056"
"2","10080","31087","","-1","1","50","","20904057"
"2","10081","31091","","-1","1","150","","20903020"
"2","10082","31091","","-1","1","10","","20904058"
"2","10083","31091","","-1","1","20","","20904059"
"2","10084","31091","","-1","1","30","","20904060"
"2","10085","31091","","-1","1","40","","20904061"
"2","10086","31091","","-1","1","50","","20904062"
"2","10087","31061","","-1","1","10","","20904063"
"2","10088","31061","","-1","1","20","","20904064"
"2","10089","31061","","-1","1","30","","20904065"
"2","10090","31061","","-1","1","40","","20904066"
"2","10091","31061","","-1","1","50","","20904067"
"2","10092","31061","","-1","1","115","","20904068"
"2","10093","31061","","-1","1","150","","20904069"
"8","10094","91002","","-1","1","1500","","28006002"
"8","10095","91002","2030/04/01 14:59:59","-1","1","500","2019/07/01 16:00:00","28006003"
"2","10096","97504","","-1","1","1","","28006004"
"8","10097","91002","","-1","1","3500","","20904070"
"2","10098","90005","","-1","1","100","","20904070"
"8","10099","91002","","-1","1","7000","","20904071"
"2","10100","90005","","-1","1","200","","20904071"
"8","10101","91002","","-1","1","10000","","20904072"
"2","10102","90005","","-1","1","300","","20904072"
"2","10103","31014","","-1","1","10","","20904073"
"2","10104","31014","","-1","1","20","","20904074"
"2","10105","31014","","-1","1","30","","20904075"
"2","10106","31014","","-1","1","40","","20904076"
"2","10107","31014","","-1","1","50","","20904077"
"2","10108","31014","","-1","1","115","","20904078"
"2","10109","31014","","-1","1","150","","20904079"
"2","10110","31092","","-1","1","10","","20904080"
"2","10111","31092","","-1","1","20","","20904081"
"2","10112","31092","","-1","1","30","","20904082"
"2","10113","31092","","-1","1","40","","20904083"
"2","10114","31092","","-1","1","50","","20904084"
"2","10115","31092","","-1","1","115","","20904085"
"2","10116","31092","","-1","1","150","","20904086"
"8","10117","91002","","-1","1","5000","","20904087"
"2","10118","90005","","-1","1","150","","20904087"
"8","10119","91002","","-1","1","10000","","20904088"
"2","10120","90005","","-1","1","300","","20904088"
"8","10121","91002","","-1","1","20000","","20904089"
"2","10122","90005","","-1","1","500","","20904089"
"2","10123","31094","","-1","1","20","","20904090"
"2","10124","31094","","-1","1","30","","20904091"
"2","10125","31094","","-1","1","40","","20904092"
"2","10126","31094","","-1","1","60","","20904093"
"2","10127","31094","","-1","1","115","","20904094"
"2","10128","90005","","-1","1","1000","","20904095"
"8","10130","91002","","-1","1","3500","","20904097"
"2","10131","90005","","-1","1","100","","20904097"
"6","10132","93001","","-1","1","900","","20904097"
"8","10133","91002","","-1","1","4500","","20904098"
"2","10134","90005","","-1","1","150","","20904098"
"6","10135","93001","","-1","1","900","","20904098"
"8","10136","91002","","-1","1","5500","","20904099"
"2","10137","90005","","-1","1","200","","20904099"
"6","10138","93001","","-1","1","900","","20904099"
"8","10139","91002","","-1","1","6500","","20904100"
"2","10140","90005","","-1","1","250","","20904100"
"6","10141","93001","","-1","1","900","","20904100"
"8","10142","91002","","-1","1","7500","","20904101"
"2","10143","90005","","-1","1","300","","20904101"
"6","10144","93001","","-1","1","900","","20904101"
"2","10145","31036","","-1","1","10","","20904102"
"2","10146","31044","","-1","1","10","","20904102"
"2","10147","31014","","-1","1","10","","20904102"
"2","10148","31036","","-1","1","20","","20904103"
"2","10149","31044","","-1","1","20","","20904103"
"2","10150","31014","","-1","1","20","","20904103"
"2","10151","31036","","-1","1","30","","20904104"
"2","10152","31044","","-1","1","30","","20904104"
"2","10153","31014","","-1","1","30","","20904104"
"2","10154","31036","","-1","1","40","","20904105"
"2","10155","31044","","-1","1","40","","20904105"
"2","10156","31014","","-1","1","40","","20904105"
"2","10157","31036","","-1","1","50","","20904106"
"2","10158","31044","","-1","1","50","","20904106"
"2","10159","31014","","-1","1","50","","20904106"
"2","10160","31036","","-1","1","115","","20904107"
"2","10161","31044","","-1","1","115","","20904107"
"2","10162","31014","","-1","1","115","","20904107"
"2","10163","90005","","-1","1","1000","","20904108"
"2","10164","31095","","-1","1","20","","20904109"
"2","10165","31095","","-1","1","30","","20904110"
"2","10166","31095","","-1","1","40","","20904111"
"2","10167","31095","","-1","1","60","","20904112"
"2","10168","31095","","-1","1","115","","20904113"
"8","10169","91002","","-1","1","4500","","20904114"
"4","10170","140001","","-1","1","30","","20904114"
"8","10171","91002","","-1","1","5500","","20904115"
"4","10172","140001","","-1","1","40","","20904115"
"8","10173","91002","","-1","1","6500","","20904116"
"4","10174","140001","","-1","1","50","","20904116"
"8","10175","91002","","-1","1","7500","","20904117"
"4","10176","140001","","-1","1","60","","20904117"
"8","10177","91002","","-1","1","8500","","20904118"
"4","10178","140001","","-1","1","70","","20904118"
"8","10179","91002","","-1","1","4000","","20904119"
"2","10180","90005","","-1","1","50","","20904119"
"6","10181","93001","","-1","1","900","","20904119"
"8","10182","91002","","-1","1","4500","","20904120"
"2","10183","90005","","-1","1","100","","20904120"
"6","10184","93001","","-1","1","900","","20904120"
"8","10185","91002","","-1","1","5000","","20904121"
"2","10186","90005","","-1","1","150","","20904121"
"6","10187","93001","","-1","1","900","","20904121"
"8","10188","91002","","-1","1","5500","","20904122"
"2","10189","90005","","-1","1","200","","20904122"
"6","10190","93001","","-1","1","900","","20904122"
"8","10191","91002","","-1","1","6000","","20904123"
"2","10192","90005","","-1","1","250","","20904123"
"6","10193","93001","","-1","1","900","","20904123"
"2","10194","31096","","-1","1","20","","20904124"
"2","10195","31096","","-1","1","30","","20904125"
"2","10196","31096","","-1","1","40","","20904126"
"2","10197","31096","","-1","1","60","","20904127"
"2","10198","31096","","-1","1","115","","20904128"
"2","10199","90005","","-1","1","1000","","20904129"
"2","10200","31097","","-1","1","20","","20904130"
"2","10201","31097","","-1","1","30","","20904131"
"2","10202","31097","","-1","1","40","","20904132"
"2","10203","31097","","-1","1","60","","20904133"
"2","10204","31097","","-1","1","115","","20904134"
"2","10205","31099","","-1","1","20","","20904135"
"2","10206","31099","","-1","1","30","","20904136"
"2","10207","31099","","-1","1","40","","20904137"
"2","10208","31099","","-1","1","60","","20904138"
"2","10209","31099","","-1","1","115","","20904139"
"2","10210","31100","","-1","1","20","","20904140"
"2","10211","31100","","-1","1","30","","20904141"
"2","10212","31100","","-1","1","40","","20904142"
"2","10213","31100","","-1","1","60","","20904143"
"2","10214","31100","","-1","1","115","","20904144"
"8","10215","91002","","-1","1","2500","","20904145"
"2","10216","90005","","-1","1","50","","20904145"
"6","10217","93001","","-1","1","500","","20904145"
"8","10218","91002","","-1","1","3000","","20904146"
"2","10219","90005","","-1","1","50","","20904146"
"6","10220","93001","","-1","1","500","","20904146"
"8","10221","91002","","-1","1","2500","","20904147"
"2","10222","90005","","-1","1","75","","20904147"
"6","10223","93001","","-1","1","500","","20904147"
"8","10224","91002","","-1","1","3000","","20904148"
"2","10225","90005","","-1","1","75","","20904148"
"6","10226","93001","","-1","1","500","","20904148"
"8","10227","91002","","-1","1","2500","","20904149"
"2","10228","90005","","-1","1","100","","20904149"
"6","10229","93001","","-1","1","500","","20904149"
"8","10230","91002","","-1","1","3000","","20904150"
"2","10231","90005","","-1","1","100","","20904150"
"6","10232","93001","","-1","1","500","","20904150"
"8","10233","91002","","-1","1","2500","","20904151"
"2","10234","90005","","-1","1","125","","20904151"
"6","10235","93001","","-1","1","500","","20904151"
"8","10236","91002","","-1","1","3000","","20904152"
"2","10237","90005","","-1","1","125","","20904152"
"6","10238","93001","","-1","1","500","","20904152"
"8","10239","91002","","-1","1","2500","","20904153"
"2","10240","90005","","-1","1","150","","20904153"
"6","10241","93001","","-1","1","500","","20904153"
"8","10242","91002","","-1","1","3000","","20904154"
"2","10243","90005","","-1","1","150","","20904154"
"6","10244","93001","","-1","1","500","","20904154"
"8","10245","91002","","-1","1","2500","","20904155"
"4","10246","140001","","-1","1","30","","20904155"
"6","10247","93001","","-1","1","500","","20904155"
"8","10248","91002","","-1","1","3000","","20904156"
"4","10249","140001","","-1","1","30","","20904156"
"6","10250","93001","","-1","1","500","","20904156"
"8","10251","91002","","-1","1","2500","","20904157"
"4","10252","140001","","-1","1","35","","20904157"
"6","10253","93001","","-1","1","500","","20904157"
"8","10254","91002","","-1","1","3000","","20904158"
"4","10255","140001","","-1","1","35","","20904158"
"6","10256","93001","","-1","1","500","","20904158"
"8","10257","91002","","-1","1","2500","","20904159"
"4","10258","140001","","-1","1","40","","20904159"
"6","10259","93001","","-1","1","500","","20904159"
"8","10260","91002","","-1","1","3000","","20904160"
"4","10261","140001","","-1","1","40","","20904160"
"6","10262","93001","","-1","1","500","","20904160"
"8","10263","91002","","-1","1","2500","","20904161"
"4","10264","140001","","-1","1","45","","20904161"
"6","10265","93001","","-1","1","500","","20904161"
"8","10266","91002","","-1","1","3000","","20904162"
"4","10267","140001","","-1","1","45","","20904162"
"6","10268","93001","","-1","1","500","","20904162"
"8","10269","91002","","-1","1","2500","","20904163"
"4","10270","140001","","-1","1","50","","20904163"
"6","10271","93001","","-1","1","500","","20904163"
"8","10272","91002","","-1","1","3000","","20904164"
"4","10273","140001","","-1","1","50","","20904164"
"6","10274","93001","","-1","1","500","","20904164"
"2","10275","31103","","-1","1","20","","20904165"
"2","10276","31103","","-1","1","30","","20904166"
"2","10277","31103","","-1","1","40","","20904167"
"2","10278","31103","","-1","1","60","","20904168"
"2","10279","31103","","-1","1","115","","20904169"
"2","10280","31104","","-1","1","20","","20904170"
"2","10281","31104","","-1","1","30","","20904171"
"2","10282","31104","","-1","1","40","","20904172"
"2","10283","31104","","-1","1","60","","20904173"
"2","10284","31104","","-1","1","115","","20904174"
"8","10285","91002","","-1","1","2500","","20904175"
"2","10286","90005","","-1","1","50","","20904175"
"4","10287","140001","","-1","1","30","","20904175"
"8","10288","91002","","-1","1","3000","","20904176"
"2","10289","90005","","-1","1","50","","20904176"
"4","10290","140001","","-1","1","30","","20904176"
"8","10291","91002","","-1","1","2500","","20904177"
"2","10292","90005","","-1","1","75","","20904177"
"4","10293","140001","","-1","1","35","","20904177"
"8","10294","91002","","-1","1","3000","","20904178"
"2","10295","90005","","-1","1","75","","20904178"
"4","10296","140001","","-1","1","35","","20904178"
"8","10297","91002","","-1","1","2500","","20904179"
"2","10298","90005","","-1","1","100","","20904179"
"4","10299","140001","","-1","1","40","","20904179"
"8","10300","91002","","-1","1","3000","","20904180"
"2","10301","90005","","-1","1","100","","20904180"
"4","10302","140001","","-1","1","40","","20904180"
"8","10303","91002","","-1","1","2500","","20904181"
"2","10304","90005","","-1","1","125","","20904181"
"4","10305","140001","","-1","1","45","","20904181"
"8","10306","91002","","-1","1","3000","","20904182"
"2","10307","90005","","-1","1","125","","20904182"
"4","10308","140001","","-1","1","45","","20904182"
"8","10309","91002","","-1","1","2500","","20904183"
"2","10310","90005","","-1","1","150","","20904183"
"4","10311","140001","","-1","1","50","","20904183"
"8","10312","91002","","-1","1","3000","","20904184"
"2","10313","90005","","-1","1","150","","20904184"
"4","10314","140001","","-1","1","50","","20904184"
"2","10315","31106","","-1","1","20","","20904185"
"2","10316","31106","","-1","1","30","","20904186"
"2","10317","31106","","-1","1","40","","20904187"
"2","10318","31106","","-1","1","60","","20904188"
"2","10319","31106","","-1","1","115","","20904189"
"2","10320","31107","","-1","1","20","","20904190"
"2","10321","31107","","-1","1","30","","20904191"
"2","10322","31107","","-1","1","40","","20904192"
"2","10323","31107","","-1","1","60","","20904193"
"2","10324","31107","","-1","1","115","","20904194"
"2","10325","31108","","-1","1","20","","20904195"
"2","10326","31108","","-1","1","30","","20904196"
"2","10327","31108","","-1","1","40","","20904197"
"2","10328","31108","","-1","1","60","","20904198"
"2","10329","31108","","-1","1","115","","20904199"
"8","10330","91002","","-1","1","3000","","20904200"
"2","10331","25001","","-1","1","30","","20904200"
"6","10332","93001","","-1","1","600","","20904200"
"8","10333","91002","","-1","1","3000","","20904201"
"2","10334","90005","","-1","1","150","","20904201"
"6","10335","93001","","-1","1","600","","20904201"
"2","10336","31070","","-1","1","20","","20904202"
"2","10337","97501","","-1","1","1","","20904202"
"2","10338","31070","","-1","1","30","","20904203"
"2","10339","97501","","-1","1","1","","20904203"
"2","10340","97501","","-1","1","1","","20904204"
"2","10341","31070","","-1","1","40","","20904205"
"2","10342","97501","","-1","1","1","","20904205"
"2","10343","97501","","-1","1","1","","20904206"
"2","10344","31070","","-1","1","60","","20904207"
"2","10345","97501","","-1","1","2","","20904207"
"2","10346","97501","","-1","1","2","","20904208"
"2","10347","31070","","-1","1","115","","20904209"
"2","10348","97501","","-1","1","2","","20904209"
"2","10349","97501","","-1","1","2","","20904210"
"2","10350","90005","","-1","1","1000","","20904211"
"2","10351","97501","","-1","1","2","","20904211"
"5","10001003","0","2023/04/17 04:59:59","39","1","30","2021/02/09 05:00:00","11001001"
"12","10001004","94002","2023/04/17 04:59:59","39","1","30000","2021/02/09 05:00:00","11001001"
"8","10001005","91002","2023/04/17 04:59:59","39","1","10","2021/02/09 05:00:00","11001001"
"5","10001006","0","2023/04/17 04:59:59","39","1","40","2021/02/09 05:00:00","11003001"
"2","10001007","20002","2023/04/17 04:59:59","39","1","2","2021/02/09 05:00:00","11003001"
"8","10001008","91002","2023/04/17 04:59:59","39","1","10","2021/02/09 05:00:00","11003001"
"5","10001009","0","2023/04/17 04:59:59","39","1","20","2021/02/09 05:00:00","13002001"
"5","10001010","0","2023/04/17 04:59:59","39","1","20","2021/02/09 05:00:00","18004001"
"5","10001011","0","2023/04/17 04:59:59","39","1","25","2021/02/09 05:00:00","16006001"
"5","10001012","0","2023/04/17 04:59:59","39","1","25","2021/02/09 05:00:00","16007001"
"2","10001013","22001","2023/04/17 04:59:59","39","1","3","2021/02/09 05:00:00","16007001"
"5","10001014","0","2023/04/17 04:59:59","39","1","30","2021/02/09 05:00:00","11004001"
"2","10001015","20002","2023/04/17 04:59:59","39","1","2","2021/02/09 05:00:00","11004001"
"2","10001016","90007","2023/04/17 04:59:59","39","1","500","2021/02/09 05:00:00","11004001"
"5","10001017","0","2023/04/17 04:59:59","39","1","40","2021/02/09 05:00:00","11005001"
"12","10001018","94002","2023/04/17 04:59:59","39","1","30000","2021/02/09 05:00:00","11005001"
"2","10001019","90007","2023/04/17 04:59:59","39","1","500","2021/02/09 05:00:00","11005001"
"5","10001023","0","2030/12/31 23:59:59","39","1","60","2023/04/17 05:00:00","11001001"
"5","10001024","0","2023/04/17 04:59:59","39","1","40","2021/02/09 05:00:00","14001001"
"12","10001025","94002","2023/04/17 04:59:59","39","1","80000","2021/02/09 05:00:00","14001001"
"2","10001026","20003","2023/04/17 04:59:59","39","1","2","2021/02/09 05:00:00","14001001"
"5","10001027","0","2023/04/17 04:59:59","39","1","50","2021/02/09 05:00:00","14003001"
"12","10001028","94002","2023/04/17 04:59:59","39","1","140000","2021/02/09 05:00:00","14003001"
"2","10001029","22002","2023/04/17 04:59:59","39","1","4","2021/02/09 05:00:00","14003001"
"12","10001030","94002","2030/12/31 23:59:59","39","1","30000","2023/04/17 05:00:00","11001001"
"8","10001031","91002","2030/12/31 23:59:59","39","1","10","2023/04/17 05:00:00","11001001"
"5","10001032","0","2030/12/31 23:59:59","39","1","80","2023/04/17 05:00:00","11003001"
"2","10001033","20002","2030/12/31 23:59:59","39","1","2","2023/04/17 05:00:00","11003001"
"8","10001034","91002","2030/12/31 23:59:59","39","1","10","2023/04/17 05:00:00","11003001"
"5","10001035","0","2030/12/31 23:59:59","39","1","40","2023/04/17 05:00:00","13002001"
"5","10001036","0","2030/12/31 23:59:59","39","1","40","2023/04/17 05:00:00","18004001"
"5","10001037","0","2024/06/14 15:59:59","39","1","50","2023/04/17 05:00:00","16006001"
"5","10001038","0","2024/06/14 15:59:59","39","1","50","2023/04/17 05:00:00","16007001"
"2","10001039","22001","2024/06/14 15:59:59","39","1","3","2023/04/17 05:00:00","16007001"
"5","10001040","0","2030/12/31 23:59:59","39","1","60","2023/04/17 05:00:00","11004001"
"2","10001041","20002","2030/12/31 23:59:59","39","1","2","2023/04/17 05:00:00","11004001"
"2","10001042","90007","2030/12/31 23:59:59","39","1","500","2023/04/17 05:00:00","11004001"
"5","10001043","0","2030/12/31 23:59:59","39","1","80","2023/04/17 05:00:00","11005001"
"12","10001044","94002","2030/12/31 23:59:59","39","1","30000","2023/04/17 05:00:00","11005001"
"2","10001045","90007","2030/12/31 23:59:59","39","1","500","2023/04/17 05:00:00","11005001"
"5","10001046","0","2030/12/31 23:59:59","39","1","80","2023/04/17 05:00:00","14001001"
"12","10001047","94002","2030/12/31 23:59:59","39","1","80000","2023/04/17 05:00:00","14001001"
"2","10001048","20003","2030/12/31 23:59:59","39","1","2","2023/04/17 05:00:00","14001001"
"5","10001049","0","2030/12/31 23:59:59","39","1","100","2023/04/17 05:00:00","14003001"
"12","10001050","94002","2030/12/31 23:59:59","39","1","140000","2023/04/17 05:00:00","14003001"
"2","10001051","22002","2030/12/31 23:59:59","39","1","4","2023/04/17 05:00:00","14003001"
"5","10001114","0","2023/04/17 04:59:59","39","1","20","2021/02/09 05:00:00","11101001"
"2","10001115","20003","2023/04/17 04:59:59","39","1","2","2021/02/09 05:00:00","11101001"
"5","10001121","0","2023/04/17 04:59:59","39","1","30","2021/02/09 05:00:00","11001002"
"12","10001122","94002","2023/04/17 04:59:59","39","1","30000","2021/02/09 05:00:00","11001002"
"2","10001123","23001","2023/04/17 04:59:59","39","1","6","2021/02/09 05:00:00","11001002"
"5","10001152","0","2030/12/31 23:59:59","39","1","40","2023/04/17 05:00:00","11101001"
"2","10001153","20003","2030/12/31 23:59:59","39","1","2","2023/04/17 05:00:00","11101001"
"5","10001154","0","2030/12/31 23:59:59","39","1","60","2023/04/17 05:00:00","11001002"
"12","10001155","94002","2030/12/31 23:59:59","39","1","30000","2023/04/17 05:00:00","11001002"
"2","10001156","23001","2030/12/31 23:59:59","39","1","6","2023/04/17 05:00:00","11001002"
"5","10040003","0","2023/04/17 04:59:59","54","40","30","2021/02/09 05:00:00","11001001"
"12","10040004","94002","2023/04/17 04:59:59","54","40","40000","2021/02/09 05:00:00","11001001"
"8","10040005","91002","2023/04/17 04:59:59","54","40","10","2021/02/09 05:00:00","11001001"
"5","10040006","0","2023/04/17 04:59:59","54","40","45","2021/02/09 05:00:00","11003001"
"2","10040007","20002","2023/04/17 04:59:59","54","40","6","2021/02/09 05:00:00","11003001"
"8","10040008","91002","2023/04/17 04:59:59","54","40","10","2021/02/09 05:00:00","11003001"
"5","10040009","0","2023/04/17 04:59:59","54","40","20","2021/02/09 05:00:00","13002001"
"5","10040010","0","2023/04/17 04:59:59","54","40","20","2021/02/09 05:00:00","18004001"
"5","10040011","0","2023/04/17 04:59:59","54","40","25","2021/02/09 05:00:00","16006001"
"5","10040012","0","2023/04/17 04:59:59","54","40","25","2021/02/09 05:00:00","16007001"
"2","10040013","22001","2023/04/17 04:59:59","54","40","3","2021/02/09 05:00:00","16007001"
"5","10040014","0","2023/04/17 04:59:59","54","40","30","2021/02/09 05:00:00","11004001"
"2","10040015","20002","2023/04/17 04:59:59","54","40","6","2021/02/09 05:00:00","11004001"
"2","10040016","90007","2023/04/17 04:59:59","54","40","500","2021/02/09 05:00:00","11004001"
"5","10040017","0","2023/04/17 04:59:59","54","40","45","2021/02/09 05:00:00","11005001"
"12","10040018","94002","2023/04/17 04:59:59","54","40","40000","2021/02/09 05:00:00","11005001"
"2","10040019","90007","2023/04/17 04:59:59","54","40","500","2021/02/09 05:00:00","11005001"
"5","10040023","0","2030/12/31 23:59:59","54","40","60","2023/04/17 05:00:00","11001001"
"5","10040024","0","2023/04/17 04:59:59","54","40","45","2021/02/09 05:00:00","14001001"
