5600e29bdd64fd494c556b6c5ae6285d049747dae1c42537023472fdcdfe1164,43ba4dac9ed72ecc0bd108c9555e40320463504e6ba7aefbfacf76c0f75b93cd,651346ad2ab9b47998771690610cb89880e84abda007905cbf5ab80547d821fb,cdf70668b8e0b08d47b08d2af2bb720cd2576399adeda3c4dc635fd5fdd1a8ba,9e30fb085fbda6bade64e24fd1046083c53dccf47c2a7b4196d9edc93caeb18b,67b726240c2fa1ef47b722c0abf9717bd40dd29e82dee6a4419d0a6406e9ac9d,0d0dec92750d185f5ebd770c34ad1990e123814c81399ba2862e11840223612c
"401701606","401701603","0","雷電 第2階段 單人模式","401701604","0","401701605"
"0","401701608","0","水之里歐斯 第2階段 單人模式","401701609","0","401701610"
"401701706","401701703","0","雷電 第3階段 單人模式","401701704","0","401701705"
"0","401701708","0","水之里歐斯 第3階段 單人模式","401701709","0","401701710"
"401703105","401703102","0","頑強幽靈 第1階段","401703103","0","401703104"
"401703205","401703202","0","頑強幽靈 第2階段","401703203","0","401703204"
"401703305","401703302","0","頑強幽靈 第3階段","401703303","0","401703304"
"401703405","401703402","0","頑強幽靈 第4階段","401703403","0","401703404"
"401703505","401703502","0","頑強幽靈 第1階段 單人模式","401703503","0","401703504"
"401703605","401703602","0","頑強幽靈 第2階段 單人模式","401703603","0","401703604"
"401703705","401703702","0","頑強幽靈 第3階段 單人模式","401703703","0","401703704"
"401704104","401704101","0","冰霜獵犬 第1階段","401704102","0","401704103"
"401704204","401704201","0","冰霜獵犬 第2階段","401704202","0","401704203"
"401704304","401704301","0","冰霜獵犬 第3階段","401704302","0","401704303"
"401704404","401704401","0","冰霜獵犬 第4階段","401704402","0","401704403"
"401704504","401704501","0","冰霜獵犬 第1階段 單人模式","401704502","0","401704503"
"401704604","401704601","0","冰霜獵犬 第2階段 單人模式","401704602","0","401704603"
"401704704","401704701","0","冰霜獵犬 第3階段 單人模式","401704702","0","401704703"
"0","401705102","0","哥布林騎兵 第1階段","401705103","0","401705104"
"401705110","401705107","401705111","野豬雙胞胎 第1階段","401705108","0","401705109"
"0","401705202","0","哥布林騎兵 第2階段","401705203","0","401705204"
"401705210","401705207","401705211","野豬雙胞胎 第2階段","401705208","0","401705209"
"0","401705302","0","哥布林騎兵 第3階段","401705303","0","401705304"
"401705310","401705307","401705311","野豬雙胞胎 第3階段","401705308","0","401705309"
"0","401705402","0","哥布林騎兵 第4階段","401705403","0","401705404"
"401705410","401705407","401705411","野豬雙胞胎 第4階段","401705408","0","401705409"
"0","401705502","0","哥布林騎兵 第1階段 單人模式","401705503","0","401705504"
"401705510","401705507","401705511","野豬雙胞胎 第1階段 單人模式","401705508","0","401705509"
"0","401705602","0","哥布林騎兵 第2階段 單人模式","401705603","0","401705604"
"401705610","401705607","401705611","野豬雙胞胎 第2階段 單人模式","401705608","0","401705609"
"0","401705702","0","哥布林騎兵 第3階段 單人模式","401705703","0","401705704"
"401705710","401705707","401705711","野豬雙胞胎 第3階段 單人模式","401705708","0","401705709"
"401706107","401706104","0","泰坦龍龜 第1階段","401706105","0","401706106"
"401706207","401706204","0","泰坦龍龜 第2階段","401706205","0","401706206"
"401706307","401706304","0","泰坦龍龜 第3階段","401706305","0","401706306"
"401706407","401706404","0","泰坦龍龜 第4階段","401706405","0","401706406"
"401706507","401706504","0","泰坦龍龜 第1階段 單人模式","401706505","0","401706506"
"401706607","401706604","0","泰坦龍龜 第2階段 單人模式","401706605","0","401706606"
"401706707","401706704","0","泰坦龍龜 第3階段 單人模式","401706705","0","401706706"
"401707108","401707105","0","奧爾獅 第1階段","401707106","0","401707107"
"401707208","401707205","0","奧爾獅 第2階段","401707206","0","401707207"
"401707308","401707305","0","奧爾獅 第3階段","401707306","0","401707307"
"401707408","401707405","0","奧爾獅 第4階段","401707406","0","401707407"
"401707508","401707505","0","奧爾獅 第1階段 單人模式","401707506","0","401707507"
"401707608","401707605","0","奧爾獅 第2階段 單人模式","401707606","0","401707607"
"401707708","401707705","0","奧爾獅 第3階段 單人模式","401707706","0","401707707"
"401708105","401708102","0","頑強幽靈 第1階段","401708103","0","401708104"
"401708205","401708202","0","頑強幽靈 第2階段","401708203","0","401708204"
"401708305","401708302","0","頑強幽靈 第3階段","401708303","0","401708304"
"401708405","401708402","0","頑強幽靈 第4階段","401708403","0","401708404"
"401708505","401708502","0","頑強幽靈 第1階段 單人模式","401708503","0","401708504"
"401708605","401708602","0","頑強幽靈 第2階段 單人模式","401708603","0","401708604"
"401708705","401708702","0","頑強幽靈 第3階段 單人模式","401708703","0","401708704"
"401709108","401709105","0","大胃王 第1階段","401709106","0","401709107"
"401709208","401709205","0","大胃王 第2階段","401709206","0","401709207"
"401709308","401709305","0","大胃王 第3階段","401709306","0","401709307"
"401709408","401709405","0","大胃王 第4階段","401709406","0","401709407"
"401709508","401709505","0","大胃王 第1階段 單人模式","401709506","0","401709507"
"401709608","401709605","0","大胃王 第2階段 單人模式","401709606","0","401709607"
"401709708","401709705","0","大胃王 第3階段 單人模式","401709706","0","401709707"
"0","401710102","0","哥布林騎兵 第1階段","401710103","0","401710104"
"0","401710202","0","哥布林騎兵 第2階段","401710203","0","401710204"
"0","401710302","0","哥布林騎兵 第3階段","401710303","0","401710304"
"0","401710402","0","哥布林騎兵 第4階段","401710403","0","401710404"
"0","401710502","0","哥布林騎兵 第1階段 單人模式","401710503","0","401710504"
"0","401710602","0","哥布林騎兵 第2階段 單人模式","401710603","0","401710604"
"0","401710702","0","哥布林騎兵 第3階段 單人模式","401710703","0","401710704"
"501010604","501010601","0","狂怒綠龍","501010602","0","501010603"
"501010704","501010701","0","黑月守護像","501010702","0","501010703"
"501010708","501010705","0","白陽守護像","501010706","0","501010707"
"501010804","501010801","501010805","哥布林領主","501010802","501010806","501010803"
"501010908","501010903","0","波賽頓‧嵐擊之槍","501010906","0","501010907"
"502001117","502001114","0","黑月守護像","502001115","0","502001116"
"502001121","502001118","0","白陽守護像","502001119","0","502001120"
"502001217","502001214","0","黑月守護像","502001215","0","502001216"
"502001221","502001218","0","白陽守護像","502001219","0","502001220"
"502001317","502001314","0","黑月守護像","502001315","0","502001316"
"502001321","502001318","0","白陽守護像","502001319","0","502001320"
"502001417","502001414","0","黑月守護像","502001415","0","502001416"
"502001421","502001418","0","白陽守護像","502001419","0","502001420"
"502001517","502001514","0","黑月守護像","502001515","0","502001516"
"502001521","502001518","0","白陽守護像","502001519","0","502001520"
"502002117","502002114","0","黑月守護像","502002115","0","502002116"
"502002121","502002118","0","白陽守護像","502002119","0","502002120"
"502002217","502002214","0","黑月守護像","502002215","0","502002216"
"502002221","502002218","0","白陽守護像","502002219","0","502002220"
"502002317","502002314","0","黑月守護像","502002315","0","502002316"
"502002321","502002318","0","白陽守護像","502002319","0","502002320"
"502002417","502002414","0","黑月守護像","502002415","0","502002416"
"502002421","502002418","0","白陽守護像","502002419","0","502002420"
"502002517","502002514","0","黑月守護像","502002515","0","502002516"
"502002521","502002518","0","白陽守護像","502002519","0","502002520"
"502003117","502003114","0","黑月守護像","502003115","0","502003116"
"502003121","502003118","0","白陽守護像","502003119","0","502003120"
"502003217","502003214","0","黑月守護像","502003215","0","502003216"
"502003221","502003218","0","白陽守護像","502003219","0","502003220"
"502003317","502003314","0","黑月守護像","502003315","0","502003316"
"502003321","502003318","0","白陽守護像","502003319","0","502003320"
"502003417","502003414","0","黑月守護像","502003415","0","502003416"
"502003421","502003418","0","白陽守護像","502003419","0","502003420"
"502003517","502003514","0","黑月守護像","502003515","0","502003516"
"502003521","502003518","0","白陽守護像","502003519","0","502003520"
"502004116","502004113","0","狂怒綠龍","502004114","0","502004115"
"502004216","502004213","0","狂怒綠龍","502004214","0","502004215"
"502004316","502004313","0","狂怒綠龍","502004314","0","502004315"
"502004416","502004413","0","狂怒綠龍","502004414","0","502004415"
"502004516","502004513","0","狂怒綠龍","502004514","0","502004515"
"502005116","502005113","0","狂怒綠龍","502005114","0","502005115"
"502005216","502005213","0","狂怒綠龍","502005214","0","502005215"
"502005316","502005313","0","狂怒綠龍","502005314","0","502005315"
"502005416","502005413","0","狂怒綠龍","502005414","0","502005415"
"502005516","502005513","0","狂怒綠龍","502005514","0","502005515"
"502006116","502006113","0","狂怒綠龍","502006114","0","502006115"
"502006216","502006213","0","狂怒綠龍","502006214","0","502006215"
"502006316","502006313","0","狂怒綠龍","502006314","0","502006315"
"502006416","502006413","0","狂怒綠龍","502006414","0","502006415"
"502006516","502006513","0","狂怒綠龍","502006514","0","502006515"
"502007115","502007112","0","劍蛇 09層","502007113","0","502007114"
"502007215","502007212","0","劍蛇 19層","502007213","0","502007214"
"502007315","502007312","0","劍蛇 29層","502007313","0","502007314"
"502007415","502007412","0","劍蛇 39層","502007413","0","502007414"
"502007515","502007512","0","劍蛇 49層","502007513","0","502007514"
"0","502008111","0","哥布林騎兵 特殊地下城第1階段","502008112","0","502008113"
"502008117","502008114","0","雷電 特殊地下城第1階段","502008115","0","502008116"
"0","502008211","0","哥布林騎兵 特殊地下城第2階段","502008212","0","502008213"
"502008217","502008214","0","雷電 特殊地下城第2階段","502008215","0","502008216"
"0","502008311","0","哥布林騎兵 特殊地下城第3階段","502008312","0","502008313"
"502008317","502008314","0","雷電 特殊地下城第3階段","502008315","0","502008316"
"0","502008411","0","哥布林騎兵 特殊地下城第4階段","502008412","0","502008413"
"502008417","502008414","0","雷電 特殊地下城第4階段","502008415","0","502008416"
"0","502008511","0","哥布林騎兵 特殊地下城第5階段","502008512","0","502008513"
"502008517","502008514","0","雷電 特殊地下城第5階段","502008515","0","502008516"
"502009115","502009112","0","三重岩 第1階段","502009113","0","502009114"
"502009215","502009212","0","三重岩 第2階段","502009213","0","502009214"
"502009315","502009312","0","三重岩 第3階段","502009313","0","502009314"
"502009415","502009412","0","三重岩 第4階段","502009413","0","502009414"
"502009515","502009512","0","三重岩 第5階段","502009513","0","502009514"
"502010114","502010111","0","特殊地下城冰霜獵犬 第1階段","502010112","0","502010113"
"502010214","502010211","0","特殊地下城冰霜獵犬 第2階段","502010212","0","502010213"
"502010314","502010311","0","特殊地下城冰霜獵犬 第3階段","502010312","0","502010313"
"502010414","502010411","0","特殊地下城冰霜獵犬 第4階段","502010412","0","502010413"
"502010514","502010511","0","特殊地下城冰霜獵犬 第5階段","502010512","0","502010513"
"502011116","502011113","0","SP泰坦龍龜 第1階段","502011114","0","502011115"
"502011216","502011213","0","SP泰坦龍龜 第2階段","502011214","0","502011215"
"502011316","502011313","0","SP泰坦龍龜 第3階段","502011314","0","502011315"
"502011416","502011413","0","SP泰坦龍龜 第4階段","502011414","0","502011415"
"502011516","502011513","0","SP泰坦龍龜 第5階段","502011514","0","502011515"
"550103117","550103114","0","黑曜飛龍 第1階段（次元斷層）","550103115","0","550103116"
"550103219","550103216","0","黑曜飛龍 第2階段（次元斷層）","550103217","0","550103218"
"550103320","550103317","0","黑曜飛龍 第3階段（次元斷層）","550103318","0","550103319"
"550103420","550103417","0","黑曜飛龍 第4階段（次元斷層）","550103418","0","550103419"
"550103520","550103517","0","黑曜飛龍 第5階段（次元斷層）","550103518","0","550103519"
"550104116","550104113","0","涅普堤利昂 危險度1","550104114","0","550104115"
"550104218","550104215","0","涅普堤利昂 危險度2","550104216","0","550104217"
"550104319","550104316","0","涅普堤利昂 危險度3","550104317","0","550104318"
"550104419","550104416","0","涅普堤利昂 危險度4","550104417","0","550104418"
"550104519","550104516","0","涅普堤利昂 危險度5","550104517","0","550104518"
"550105114","550105111","0","劍蛇 第1階段","550105112","0","550105113"
"550105216","550105213","0","劍蛇 第2階段","550105214","0","550105215"
"550105318","550105315","0","劍蛇 第3階段","550105316","0","550105317"
"550105419","550105416","0","劍蛇 第4階段","550105417","0","550105418"
"550105519","550105516","0","劍蛇 第5階段","550105517","0","550105518"
"550106121","550106118","0","次元斷層三重岩 危險度1","550106119","0","550106120"
"550106223","550106220","0","次元斷層三重岩 危險度2","550106221","0","550106222"
"550106323","550106320","0","次元斷層三重岩 危險度3","550106321","0","550106322"
"550106425","550106422","0","次元斷層三重岩 危險度4","550106423","0","550106424"
"550106521","550106518","0","次元斷層三重岩 危險度5","550106519","0","550106520"
"610017104","610017101","0","貝特魯吉烏斯 NORMAL","610017102","0","610017103"
"610017204","610017201","0","貝特魯吉烏斯 HARD","610017202","0","610017203"
"610017304","610017301","0","貝特魯吉烏斯 VERY HARD","610017302","0","610017303"
"610017413","610017401","0","貝特魯吉烏斯 SP1","610017411","0","610017412"
"610017423","610017402","0","貝特魯吉烏斯 SP2","610017421","0","610017422"
"610017433","610017403","0","貝特魯吉烏斯 SP3","610017431","0","610017432"
"610036104","610036101","0","盆栽小花 NORMAL","610036102","0","610036103"
"610036204","610036201","0","盆栽小花 HARD","610036202","0","610036203"
"610036304","610036301","0","盆栽小花 VERY HARD","610036302","0","610036303"
"610036413","610036401","0","盆栽小花 SP1","610036411","0","610036412"
"610036423","610036402","0","盆栽小花 SP2","610036421","0","610036422"
"610036433","610036403","0","盆栽小花 SP3","610036431","0","610036432"
"610053104","610053101","0","貝特魯吉烏斯 NORMAL","610053102","0","610053103"
"610053204","610053201","0","貝特魯吉烏斯 HARD","610053202","0","610053203"
"610053304","610053301","0","貝特魯吉烏斯 VERY HARD","610053302","0","610053303"
"610053413","610053401","0","貝特魯吉烏斯 SP1","610053411","0","610053412"
"610053423","610053402","0","貝特魯吉烏斯 SP2","610053421","0","610053422"
"610053433","610053403","0","貝特魯吉烏斯 SP3","610053431","0","610053432"
"0","610054101","0","被操控的雪人 NORMAL","610054102","0","610054103"
"0","610054201","0","被操控的雪人 HARD","610054202","0","610054203"
"0","610054301","0","被操控的雪人 VERY HARD","610054302","0","610054303"
"0","610054401","0","被操控的雪人 SP1","610054412","0","610054413"
"0","610054402","0","被操控的雪人 SP2","610054422","0","610054423"
"0","610054403","0","被操控的雪人 SP3","610054432","0","610054433"
"610063104","610063101","0","盆栽小花 NORMAL","610063102","0","610063103"
"610063204","610063201","0","盆栽小花 HARD","610063202","0","610063203"
"610063304","610063301","0","盆栽小花 VERY HARD","610063302","0","610063303"
"610063413","610063401","0","盆栽小花 SP1","610063411","0","610063412"
"610063423","610063402","0","盆栽小花 SP2","610063421","0","610063422"
"610063433","610063403","0","盆栽小花 SP3","610063431","0","610063432"
"610066104","610066101","610066105","爆裂‧時間儀 NORMAL","610066102","0","610066103"
"610066204","610066201","610066205","爆裂‧時間儀 HARD","610066202","0","610066203"
"610066304","610066301","610066305","爆裂‧時間儀 VERY HARD","610066302","0","610066303"
"610066413","610066401","610066414","爆裂‧時間儀 SP1","610066411","0","610066412"
"610066423","610066402","610066424","爆裂‧時間儀 SP2","610066421","0","610066422"
"610066433","610066403","610066434","爆裂‧時間儀 SP3","610066431","0","610066432"
"0","610081101","0","被操控的雪人 NORMAL","610081102","0","610081103"
"0","610081201","0","被操控的雪人 HARD","610081202","0","610081203"
"0","610081301","0","被操控的雪人 VERY HARD","610081302","0","610081303"
"0","610081401","0","被操控的雪人 SP1","610081412","0","610081413"
"0","610081402","0","被操控的雪人 SP2","610081422","0","610081423"
"0","610081403","0","被操控的雪人 SP3","610081432","0","610081433"
"0","610085101","0","超載力量","610085102","0","610085103"
"0","610085201","0","超載力量","610085202","0","610085203"
"0","610085301","0","超載力量","610085302","0","610085303"
"0","610085401","0","超載力量","610085411","0","610085412"
"0","610085402","0","超載力量","610085421","0","610085422"
"0","610085403","0","超載力量","610085431","0","610085432"
"610093104","610093101","610093105","爆裂‧時間儀 NORMAL","610093102","0","610093103"
"610093204","610093201","610093205","爆裂‧時間儀 HARD","610093202","0","610093203"
"610093304","610093301","610093305","爆裂‧時間儀 VERY HARD","610093302","0","610093303"
"610093413","610093401","610093414","爆裂‧時間儀 SP1","610093411","0","610093412"
"610093423","610093402","610093424","爆裂‧時間儀 SP2","610093421","0","610093422"
"610093433","610093403","610093434","爆裂‧時間儀 SP3","610093431","0","610093432"
"610110104","610110101","610110105","樂園守護者 NORMAL","610110102","0","610110103"
"610110204","610110201","610110205","樂園守護者 HARD","610110202","0","610110203"
"610110304","610110301","610110305","樂園守護者 VERY HARD","610110302","0","610110303"
"610110413","610110401","610110414","樂園守護者 SP1","610110411","0","610110412"
"610110423","610110402","610110424","樂園守護者 SP2","610110421","0","610110422"
"610110433","610110403","610110434","樂園守護者 SP3","610110431","0","610110432"
"0","610113101","0","超載力量","610113102","0","610113103"
"0","610113201","0","超載力量","610113202","0","610113203"
"0","610113301","0","超載力量","610113302","0","610113303"
"0","610113401","0","超載力量","610113411","0","610113412"
"0","610113402","0","超載力量","610113421","0","610113422"
"0","610113403","0","超載力量","610113431","0","610113432"
"0","610137101","0","顯露苦衷 埃拉＆志那都 NORMAL","610137102","0","610137103"
"0","610137201","0","顯露苦衷 埃拉＆志那都 HARD","610137202","0","610137203"
"0","610137301","0","顯露苦衷 埃拉＆志那都 VERY HARD","610137302","0","610137303"
"0","610137401","0","顯露苦衷 埃拉＆志那都 SP1","610137411","0","610137412"
"0","610137402","0","顯露苦衷 埃拉＆志那都 SP2","610137422","0","610137421"
"0","610137403","0","顯露苦衷 埃拉＆志那都 SP3","610137431","0","610137432"
"0","610137501","0","顯露苦衷 埃拉＆志那都 EX+1","610137511","0","610137512"
"0","610137502","0","顯露苦衷 埃拉＆志那都 EX+2","610137522","0","610137521"
"0","610137503","0","顯露苦衷 埃拉＆志那都 EX+3","610137531","0","610137532"
"610138104","610138101","610138105","樂園守護者 NORMAL","610138102","0","610138103"
"610138204","610138201","610138205","樂園守護者 HARD","610138202","0","610138203"
"610138304","610138301","610138305","樂園守護者 VERY HARD","610138302","0","610138303"
"610138413","610138401","610138414","樂園守護者 SP1","610138411","0","610138412"
"610138423","610138402","610138424","樂園守護者 SP2","610138421","0","610138422"
"610138433","610138403","610138434","樂園守護者 SP3","610138431","0","610138432"
"610150104","610150101","610150105","混沌生成系統 NORMAL","610150102","0","610150103"
"610150204","610150201","610150205","混沌生成系統 HARD","610150202","0","610150203"
"610150304","610150301","610150305","混沌生成系統 VERY HARD","610150302","0","610150303"
"610150413","610150401","610150414","混沌生成系統 SP1","610150411","0","610150412"
"610150423","610150402","610150424","混沌生成系統 SP2","610150421","0","610150422"
"610150433","610150403","610150434","混沌生成系統 SP3","610150431","0","610150432"
"610150513","610150501","610150514","混沌生成系統 EX+1","610150511","0","610150512"
"610150523","610150502","610150524","混沌生成系統 EX+2","610150521","0","610150522"
"610150533","610150503","610150534","混沌生成系統 EX+3","610150531","0","610150532"
"610153104","610153101","0","貝特魯吉烏斯 NORMAL","610153102","0","610153103"
"610153204","610153201","0","貝特魯吉烏斯 HARD","610153202","0","610153203"
"610153304","610153301","0","貝特魯吉烏斯 VERY HARD","610153302","0","610153303"
"610153413","610153401","0","貝特魯吉烏斯 SP1","610153411","0","610153412"
"610153423","610153402","0","貝特魯吉烏斯 SP2","610153421","0","610153422"
"610153433","610153403","0","貝特魯吉烏斯 SP3","610153431","0","610153432"
"610154104","610154101","0","惡毒巨蛇 NORMAL","610154102","0","610154103"
"610154204","610154201","0","惡毒巨蛇 HARD","610154202","0","610154203"
"610154304","610154301","0","惡毒巨蛇 VERY HARD","610154302","0","610154303"
"610154413","610154401","0","惡毒巨蛇 SP1","610154411","0","610154412"
"610154423","610154402","0","惡毒巨蛇 SP2","610154421","0","610154422"
"610154433","610154403","0","惡毒巨蛇 SP3","610154431","0","610154432"
"610154513","610154501","0","惡毒巨蛇 EX+1","610154511","0","610154512"
"610154523","610154502","0","惡毒巨蛇 EX+2","610154521","0","610154522"
"610154533","610154503","0","惡毒巨蛇 EX+3","610154531","0","610154532"
"610158104","610158101","0","年幼鬼魂‧吐舌鬼 NORMAL","610158102","0","610158103"
"610158204","610158201","0","年幼鬼魂‧吐舌鬼 HARD","610158202","0","610158203"
"610158304","610158301","0","年幼鬼魂‧吐舌鬼 VERY HARD","610158302","0","610158303"
"610158413","610158401","0","年幼鬼魂‧吐舌鬼 SP1","610158411","0","610158412"
"610158423","610158402","0","年幼鬼魂‧吐舌鬼 SP2","610158421","0","610158422"
"610158433","610158403","0","年幼鬼魂‧吐舌鬼 SP3","610158431","0","610158432"
"610158513","610158501","0","年幼鬼魂‧吐舌鬼 EX+1","610158511","0","610158512"
"610158523","610158502","0","年幼鬼魂‧吐舌鬼 EX+2","610158521","0","610158522"
"610158533","610158503","0","年幼鬼魂‧吐舌鬼 EX+3","610158531","0","610158532"
"0","660031101","0","被操控的雪人 NORMAL","660031102","0","660031103"
"0","660031201","0","被操控的雪人 HARD","660031202","0","660031203"
"0","660031301","0","被操控的雪人 VERY HARD","660031302","0","660031303"
"660037104","660037101","660037105","爆裂‧時間儀 NORMAL","660037102","0","660037103"
"660037204","660037201","660037205","爆裂‧時間儀 HARD","660037202","0","660037203"
"660037304","660037301","660037305","爆裂‧時間儀 VERY HARD","660037302","0","660037303"
"0","660047101","0","超載力量","660047102","0","660047103"
"0","660047201","0","超載力量","660047202","0","660047203"
"0","660047301","0","超載力量","660047302","0","660047303"
"701000404","701000401","0","石像鬼‧炸裂","701000402","0","701000403"
"701000408","701000405","0","石像鬼‧炸裂","701000406","0","701000407"
"701000412","701000409","0","石像鬼‧炸裂","701000410","0","701000411"
"701000416","701000413","0","石像鬼‧炸裂","701000414","0","701000415"
"701000420","701000417","0","石像鬼‧炸裂","701000418","0","701000419"
"701000504","701000501","0","石像鬼‧魔幻","701000502","0","701000503"
"701000508","701000505","0","石像鬼‧魔幻","701000506","0","701000507"
"701000512","701000509","0","石像鬼‧魔幻","701000510","0","701000511"
"701000516","701000513","0","石像鬼‧魔幻","701000514","0","701000515"
"701000520","701000517","0","石像鬼‧魔幻","701000518","0","701000519"
"750000504","750000501","750000505","追憶卡里莎","750000502","0","750000503"
"0","750000701","0","追憶蘭法","750000702","0","750000703"
"800100214","800100203","0","機械莉瑪2020MODE3","800100212","0","800100213"
"801100243","801100213","0","霸瞳僕役（複合）","801100223","0","801100233"
"0","802100210","0","蘭法","802100211","0","802100212"
"802100233","802100230","802100234","卡里莎","802100231","0","802100232"
"0","802100241","0","蘭法","802100242","0","802100243"
"802100248","802100245","802100249","卡里莎","802100246","0","802100247"
"803100204","803100201","0","黑之王賈巴沃克","803100202","0","803100203"
"803100208","803100205","0","黑之王賈巴沃克","803100206","0","803100207"
"803100212","803100209","0","黑之王賈巴沃克","803100210","0","803100211"
"820103004","820103001","0","深域泰坦龍龜","820103002","0","820103003"
"820104004","820104001","0","深域涅普堤利昂","820104002","0","820104003"
"0","830102001","0","深域哥布林騎兵","830102002","0","830102003"
"830107004","830107001","0","深域頑強幽靈","830107002","0","830107003"
"840102004","840102001","0","深域冰霜獵犬","840102002","0","840102003"
"840105004","840105001","0","深域三重岩","840105002","0","840105003"
"850103004","850103001","0","深域雷電","850103002","0","850103003"
"850105004","850105001","0","深域劍蛇","850105002","0","850105003"
"850106004","850106001","0","深域黑曜飛龍","850106002","0","850106003"
"924072104","924072101","0","7月深淵討伐戰冰霜獵犬","924072102","0","924072103"
"924072204","924072201","0","7月深淵討伐戰冰霜獵犬","924072202","0","924072203"
"924072304","924072301","0","7月深淵討伐戰冰霜獵犬","924072302","0","924072303"
"924072404","924072401","0","7月深淵討伐戰冰霜獵犬","924072402","0","924072403"
"924082104","924082101","0","8月深淵討伐戰三重岩","924082102","0","924082103"
"924082204","924082201","0","8月深淵討伐戰三重岩","924082202","0","924082203"
"924082304","924082301","0","8月深淵討伐戰三重岩","924082302","0","924082303"
"924082404","924082401","0","8月深淵討伐戰三重岩","924082402","0","924082403"
"924092104","924092101","0","9月深淵討伐戰劍蛇","924092102","0","924092103"
"924092204","924092201","0","9月深淵討伐戰劍蛇","924092202","0","924092203"
"924092304","924092301","0","9月深淵討伐戰劍蛇","924092302","0","924092303"
"924092404","924092401","0","9月深淵討伐戰劍蛇","924092402","0","924092403"
"924102104","924102101","0","10月深淵討伐戰黑曜飛龍","924102102","0","924102103"
"924102204","924102201","0","10月深淵討伐戰黑曜飛龍","924102202","0","924102203"
"924102304","924102301","0","10月深淵討伐戰黑曜飛龍","924102302","0","924102303"
"924102404","924102401","0","10月深淵討伐戰黑曜飛龍","924102402","0","924102403"
"924112104","924112101","0","11月深淵討伐戰雷電","924112102","0","924112103"
"924112204","924112201","0","11月深淵討伐戰雷電","924112202","0","924112203"
"924112304","924112301","0","11月深淵討伐戰雷電","924112302","0","924112303"
"924112404","924112401","0","11月深淵討伐戰雷電","924112402","0","924112403"
"924122104","924122101","0","12月深淵討伐戰泰坦龍龜","924122102","0","924122103"
"924122204","924122201","0","12月深淵討伐戰泰坦龍龜","924122202","0","924122203"
"924122304","924122301","0","12月深淵討伐戰泰坦龍龜","924122302","0","924122303"
"924122404","924122401","0","12月深淵討伐戰泰坦龍龜","924122402","0","924122403"
