ec917786461fb3ed96f3be7af2c68b4a1440a79e02a3920ae5c8aebe7d337baf,bee8126e4f752d77f987a4cdee83b6434b87b6a17cfa9389164e2869ec2c8b4c,f061e584b84a07dd23f4bcc5121c5a34c4dce0498e7b0ec4b168b9687e0771e6,bfaea96e4e4f01cb9916fe7a611067d9e9679df21f70aa94159e7b8b2be12eb9,105f33992ca8198b025bb3afb06eaed60707f60873409783a0d1d18ead2b27d2,f7ab3ad553aed6ace0b32e9e02ded71d9d472f82319d078c7de918d3f45e24c1,9164e371bfbde53cc88478d655fdd759286d4f998407fa5127ead8d9863ed018,a5ddb276b442d50c74d01c1e49f3e45bc541664f17e3647ce552e689c5712fa7,e7f05dfacb5a699d42baaffab41974f7b1809ad0b3adb667ccdd70e9c4bcc618,c6540dbcee850c9ee836a7e3f0f8fb342beb3f5d8963a819c53f95984311bf73,5bf429cdebca9c5e2f2d357c101a254db465f5864238b32ceef26e861e714717
"3","","1","","0.2","204019","cgg_idle_normal","204","1","",""
"3","cgg_talk_surprise1","102811","1","0.2","204020","cgg_surprise","204","0","","0"
"12","","102811","","0.2","204021","4","204","1.4","",""
"93","","3","","","204022","0","204","","",""
"3","","102811","","0.2","204023","cgg_idle_def","204","1","",""
"3","","1","","0.2","204024","cgg_idle_reaction3","204","1","",""
"12","","1","","0.2","204025","11","204","1.4","",""
"93","","3","","","204026","0","204","","",""
"3","","1","","0.2","204027","cgg_idle_normal","204","1","",""
"3","","102811","","0.2","204028","cgg_talk_joy3_blink","204","1","",""
"12","","102811","","0.2","204029","10","204","1.4","",""
"93","","3","","","204030","0","204","","",""
"101","","204015","","","204031","0","204","","",""
"22","","0","","","204032","0.5","204","","",""
"6","1","1","0","0.1","204033","1","204","1","","0"
"6","1","102811","0","0.1","204034","1","204","1","","0"
"93","","0.1","","","204035","0","204","","",""
"3","","1","","0","204036","cgg_idle_normal","204","1","",""
"3","","102811","","0","204037","cgg_idle_def","204","1","",""
"5","-420","1","-230","160","205001","1","205","100","cgg_idle_normal","0"
"1","420","1","-230","1.6","205002","102511","205","100","cgg_idle_def","1"
"6","1","1","1","0.1","205003","1","205","1","","0"
"6","1","102511","1","0.1","205004","1","205","1","","0"
"93","","0.2","","","205005","0","205","","",""
"21","0","vo_minigame_1007","","","205006","vo_minigame_1007_top_talk_11_017","205","0","",""
"11","0","102511","0","0","205007","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？","205","5","0","0"
"3","cgg_idle_surprise2","1","1","0.2","205008","cgg_surprise2","205","0","","0"
"3","cgg_talk_surprise1","102511","1","0.2","205009","cgg_surprise","205","0","","0"
"93","","5.5","","","205010","0","205","","",""
"3","cgg_idle_shock","1","1","0.2","205011","cgg_shock","205","0","","0"
"3","","102511","1","0.2","205012","cgg_talk_sad2","205","1","","0"
"91","","205007","","","205013","","205","","",""
"93","","0.5","","","205014","0","205","","",""
"3","","102511","","0.2","205015","cgg_idle_def","205","1","",""
"3","","1","","0.2","205016","cgg_idle_reaction4","205","1","",""
"12","","1","","0.2","205017","2","205","1.4","",""
"93","","3","","","205018","0","205","","",""
"3","","1","","0.2","205019","cgg_idle_normal","205","1","",""
"3","","102511","","0.2","205020","cgg_idle_tsun","205","1","",""
"12","","102511","","0.2","205021","5","205","1.4","",""
"93","","3","","","205022","0","205","","",""
"3","","102511","","0.2","205023","cgg_idle_def","205","1","",""
"3","","1","","0.2","205024","cgg_idle_surprise_sad","205","1","",""
"12","","1","","0.2","205025","1","205","1.4","",""
"93","","3","","","205026","0","205","","",""
"3","","1","","0.2","205027","cgg_idle_normal","205","1","",""
"3","","102511","","0.2","205028","cgg_talk_sad2","205","1","",""
"12","","102511","","0.2","205029","15","205","1.4","",""
"93","","3","","","205030","0","205","","",""
"101","","205015","","","205031","0","205","","",""
"22","","0","","","205032","0.5","205","","",""
"6","1","1","0","0.1","205033","1","205","1","","0"
"6","1","102511","0","0.1","205034","1","205","1","","0"
"93","","0.1","","","205035","0","205","","",""
"3","","1","","0","205036","cgg_idle_normal","205","1","",""
"3","","102511","","0","205037","cgg_idle_def","205","1","",""
"5","-420","1","-230","160","206001","1","206","100","cgg_idle_normal","0"
"1","420","1","-230","1.6","206002","110911","206","100","cgg_idle_def","1"
"6","1","1","1","0.1","206003","1","206","1","","0"
"6","1","110911","1","0.1","206004","1","206","1","","0"
"93","","0.2","","","206005","0","206","","",""
"21","0","vo_minigame_1007","","","206006","vo_minigame_1007_top_talk_12_018","206","0","",""
"11","0","110911","0","0","206007","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！","206","6","0","0"
"3","cgg_idle_doya","1","1","0.2","206008","cgg_talk_doya","206","0","","0"
"3","","110911","","0.2","206009","cgg_talk_joy1_normal","206","1","",""
"93","","2.3","","","206010","0","206","","",""
"3","","1","","0.2","206011","cgg_idle_surprise2","206","1","",""
"3","","110911","","0.2","206012","cgg_talk_joy3_blink2","206","1","",""
"93","","3.2","","","206013","0","206","","",""
"3","cgg_idle_reaction1","1","1","0.2","206014","cgg_talk_handsup","206","0","","0"
"3","cgg_idle_guts_anger","110911","1","0.2","206015","cgg_talk_guts_anger_NoBlink","206","0","","0"
"91","","206007","","","206016","","206","","",""
"93","","0.5","","","206017","0","206","","",""
"3","","110911","","0.2","206018","cgg_idle_def","206","1","",""
"3","cgg_idle_doya","1","1","0.2","206019","cgg_talk_doya","206","0","","0"
"12","","1","","0.2","206020","10","206","1.4","",""
"93","","3","","","206021","0","206","","",""
"3","","1","","0.2","206022","cgg_idle_normal","206","1","",""
"3","","110911","","0.2","206023","cgg_talk_sad","206","1","",""
"12","","110911","","0.2","206024","5","206","1.4","",""
"93","","3","","","206025","0","206","","",""
"3","","110911","","0.2","206026","cgg_idle_def","206","1","",""
"3","cgg_idle_surprise2","1","1","0.2","206027","cgg_surprise2","206","0","","0"
"12","","1","","0.2","206028","4","206","1.4","",""
"93","","3","","","206029","0","206","","",""
"3","","1","","0.2","206030","cgg_idle_normal","206","1","",""
"3","cgg_idle_guts_anger","110911","1","0.2","206031","cgg_talk_guts_anger","206","0","","0"
"12","","110911","","0.2","206032","11","206","1.4","",""
"93","","3","","","206033","0","206","","",""
"101","","206018","","","206034","0","206","","",""
"22","","0","","","206035","0.5","206","","",""
"6","1","1","0","0.1","206036","1","206","1","","0"
"6","1","110911","0","0.1","206037","1","206","1","","0"
"93","","0.1","","","206038","0","206","","",""
"3","","1","","0","206039","cgg_idle_normal","206","1","",""
"3","","110911","","0","206040","cgg_idle_def","206","1","",""
"5","-420","1","-230","160","301001","1","301","100","cgg_idle_normal","0"
"1","420","1","-230","1.6","301002","105811","301","100","cgg_idle_def","1"
"6","1","1","1","0.1","301003","1","301","1","","0"
"6","1","105811","1","0.1","301004","1","301","1","","0"
"93","","0.2","","","301005","0","301","","",""
"21","0","vo_minigame_1007","","","301006","vo_minigame_1007_top_talk_13_019","301","0","","3"
"11","0","105811","0","0","301007","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆","301","4","0","0"
"3","","1","","0.2","301008","cgg_idle_reaction1","301","1","",""
"3","cgg_talk_surprise_kira","105811","1","0.2","301009","cgg_surprise_kira","301","0","","0"
"93","","1.7","","","301010","0","301","","",""
"3","cgg_idle_nod","1","1","0.2","301011","cgg_talk_nod","301","0","","0"
"3","","105811","","0.2","301012","cgg_talk_joy1_normal","301","1","",""
"93","","1.8","","","301013","0","301","","",""
"3","cgg_idle_reaction3","1","1","0.2","301014","cgg_joy","301","0","","0"
"3","cgg_idle_def","105811","1","0.2","301015","cgg_handclap_def_N","301","0","","0.2"
"91","","301007","","","301016","","301","","",""
"93","","0.5","","","301017","0","301","","",""
"3","cgg_idle_doya","1","1","0.2","301018","cgg_talk_doya","301","0","","0"
"12","","1","","0.2","301019","10","301","1.4","",""
"93","","3","","","301020","0","301","","",""
"3","","1","","0.2","301021","cgg_idle_normal","301","1","",""
"3","cgg_talk_surprise_kira","105811","1","0.2","301022","cgg_surprise_kira","301","0","","0"
"12","","105811","","0.2","301023","7","301","1.4","",""
"93","","3","","","301024","0","301","","",""
"3","","105811","","0.2","301025","cgg_idle_def","301","1","",""
"3","","1","","0.2","301026","cgg_idle_surprise3","301","1","",""
"12","","1","","0.2","301027","6","301","1.4","",""
"93","","3","","","301028","0","301","","",""
"3","","1","","0.2","301029","cgg_idle_normal","301","1","",""
"3","","105811","","0.1","301030","cgg_idle_joy3","301","1","",""
"12","","105811","","0.2","301031","10","301","1.4","",""
"93","","3","","","301032","0","301","","",""
"3","","105811","","0.2","301033","cgg_idle_def","301","1","",""
"101","","301018","","","301034","0","301","","",""
"22","","0","","","301035","0.5","301","","",""
"6","1","1","0","0.1","301036","1","301","1","","0"
"6","1","105811","0","0.1","301037","1","301","1","","0"
"93","","0.1","","","301038","0","301","","",""
"3","","1","","0","301039","cgg_idle_normal","301","1","",""
"3","","105811","","0","301040","cgg_idle_def","301","1","",""
"5","-420","1","-230","160","302001","1","302","100","cgg_idle_normal","0"
"1","420","1","-230","1.6","302002","105911","302","100","cgg_idle_def","1"
"6","1","1","1","0.1","302003","1","302","1","","0"
"6","1","105911","1","0.1","302004","1","302","1","","0"
"93","","0.2","","","302005","0","302","","",""
"21","0","vo_minigame_1007","","","302006","vo_minigame_1007_top_talk_14_020","302","0","",""
"11","0","105911","0","0","302007","主人……\n您的蒐集實在了得，\n真不愧是您。","302","4","0","0"
"3","","1","","0.2","302008","cgg_idle_reaction5","302","1","",""
"3","","105911","","0.2","302009","cgg_talk_joy3","302","1","",""
"93","","4.5","","","302010","0","302","","",""
"3","cgg_idle_doya","1","1","0.2","302011","cgg_talk_doya","302","0","","0"
"3","","105911","","0.2","302012","cgg_talk_wish","302","1","",""
"91","","302007","","","302013","","302","","",""
"93","","0.5","","","302014","0","302","","",""
"3","","105911","","0.2","302015","cgg_idle_def","302","1","",""
"3","cgg_idle_nod","1","1","0.2","302016","cgg_talk_nod","302","0","","0"
"12","","1","","0.2","302017","6","302","1.4","",""
"93","","3","","","302018","0","302","","",""
"3","","1","","0.2","302019","cgg_idle_normal","302","1","",""
"3","","105911","","0.2","302020","cgg_talk_joy3_blink","302","1","",""
"12","","105911","","0.2","302021","7","302","1.4","",""
"93","","3","","","302022","0","302","","",""
"3","","105911","","0.2","302023","cgg_idle_def","302","1","",""
"3","","1","","0.2","302024","cgg_idle_reaction3","302","1","",""
"12","","1","","0.2","302025","10","302","1.4","",""
"93","","3","","","302026","0","302","","",""
"3","","1","","0.2","302027","cgg_idle_normal","302","1","",""
"3","cgg_idle_guts","105911","1","0.2","302028","cgg_talk_guts","302","0","","0"
"12","","105911","","0.2","302029","11","302","1.4","",""
"93","","3","","","302030","0","302","","",""
"101","","302015","","","302031","0","302","","",""
"22","","0","","","302032","0.5","302","","",""
"6","1","1","0","0.1","302033","1","302","1","","0"
"6","1","105911","0","0.1","302034","1","302","1","","0"
"93","","0.1","","","302035","0","302","","",""
"3","","1","","0","302036","cgg_idle_normal","302","1","",""
"3","","105911","","0","302037","cgg_idle_def","302","1","",""
"5","-420","1","-230","160","303001","1","303","100","cgg_idle_normal","0"
"1","420","1","-230","1.6","303002","106011","303","100","cgg_idle_def","1"
"6","1","1","1","0.1","303003","1","303","1","","0"
"6","1","106011","1","0.1","303004","1","303","1","","0"
"93","","0.2","","","303005","0","303","","",""
"21","0","vo_minigame_1007","","","303006","vo_minigame_1007_top_talk_15_021","303","0","",""
"11","0","106011","0","0","303007","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。","303","5","0","0"
"3","cgg_idle_doya","1","1","0.2","303008","cgg_talk_doya","303","0","","0"
"3","cgg_talk_surprise1","106011","1","0.2","303009","cgg_surprise","303","0","","0"
"93","","3","","","303010","0","303","","",""
"3","","106011","","0.2","303011","cgg_talk_joy1_normal","303","1","",""
"93","","2.1","","","303012","0","303","","",""
"3","cgg_idle_reaction1","1","1","0.2","303013","cgg_talk_handsup","303","0","","0"
"3","cgg_idle_doya","106011","1","0.2","303014","cgg_talk_doya","303","0","","0"
"91","","303007","","","303015","","303","","",""
"93","","0.5","","","303016","0","303","","",""
"3","","106011","","0.2","303017","cgg_idle_def","303","1","",""
"3","cgg_idle_doya","1","1","0.2","303018","cgg_talk_doya","303","0","","0"
"12","","1","","0.2","303019","6","303","1.4","",""
"93","","3","","","303020","0","303","","",""
"3","","1","","0.2","303021","cgg_idle_normal","303","1","",""
"3","cgg_talk_surprise1","106011","1","0.2","303022","cgg_surprise","303","0","","0"
"12","","106011","","0.2","303023","4","303","1.4","",""
"93","","3","","","303024","0","303","","",""
"3","","106011","","0.2","303025","cgg_idle_def","303","1","",""
"3","cgg_idle_guts2","1","1","0.2","303026","cgg_talk_guts2","303","0","","0"
"12","","1","","0.2","303027","7","303","1.4","",""
"93","","3","","","303028","0","303","","",""
"3","","1","","0.2","303029","cgg_idle_normal","303","1","",""
"3","","106011","","0.2","303030","cgg_idle_bitter","303","1","",""
"12","","106011","","0.2","303031","1","303","1.4","",""
"93","","3","","","303032","0","303","","",""
"101","","303017","","","303033","0","303","","",""
"22","","0","","","303034","0.5","303","","",""
"6","1","1","0","0.1","303035","1","303","1","","0"
"6","1","106011","0","0.1","303036","1","303","1","","0"
"93","","0.1","","","303037","0","303","","",""
"3","","1","","0","303038","cgg_idle_normal","303","1","",""
"3","","106011","","0","303039","cgg_idle_def","303","1","",""
"5","-420","1","-230","160","304001","1","304","100","cgg_idle_normal","0"
"1","420","1","-230","1.6","304002","106411","304","100","cgg_idle_def","1"
"6","1","1","1","0.1","304003","1","304","1","","0"
"6","1","106411","1","0.1","304004","1","304","1","","0"
"93","","0.2","","","304005","0","304","","",""
"21","0","vo_minigame_1007","","","304006","vo_minigame_1007_top_talk_16_022","304","0","",""
"11","0","106411","0","0","304007","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。","304","5","0","0"
"3","cgg_idle_doya","1","1","0.2","304008","cgg_talk_doya","304","0","","0"
"3","cgg_talk_surprise_dere","106411","2","0.2","304009","cgg_surprise_dere","304","0","","0"
"93","","5.2","","","304010","0","304","","",""
"3","","106411","","0.2","304011","cgg_talk_joy3","304","1","",""
"91","","304007","","","304012","","304","","",""
"93","","0.5","","","304013","0","304","","",""
"3","","106411","","0.2","304014","cgg_idle_def","304","1","",""
"3","","1","","0.2","304015","cgg_idle_surprise3","304","1","",""
"12","","1","","0.2","304016","6","304","1.4","",""
"93","","3","","","304017","0","304","","",""
"3","","1","","0.2","304018","cgg_idle_normal","304","1","",""
"3","","106411","","0.2","304019","cgg_talk_joy1","304","1","",""
"12","","106411","","0.2","304020","10","304","1.4","",""
"93","","3","","","304021","0","304","","",""
"3","","106411","","0.2","304022","cgg_idle_def","304","1","",""
"3","cgg_idle_doya","1","1","0.2","304023","cgg_talk_doya","304","0","","0"
"12","","1","","0.2","304024","6","304","1.4","",""
"93","","3","","","304025","0","304","","",""
"3","","1","","0.2","304026","cgg_idle_normal","304","1","",""
"3","cgg_talk_surprise_kira","106411","1","0.2","304027","cgg_surprise_kira","304","0","","0"
"12","","106411","","0.2","304028","7","304","1.4","",""
"93","","3","","","304029","0","304","","",""
"101","","304015","","","304030","0","304","","",""
"22","","0","","","304031","0.5","304","","",""
"6","1","1","0","0.1","304032","1","304","1","","0"
"6","1","106411","0","0.1","304033","1","304","1","","0"
"93","","0.1","","","304034","0","304","","",""
"3","","1","","0","304035","cgg_idle_normal","304","1","",""
"3","","106411","","0","304036","cgg_idle_def","304","1","",""
"5","-420","1","-230","160","305001","1","305","100","cgg_idle_normal","0"
"1","420","1","-230","1.6","305002","110911","305","100","cgg_idle_def","1"
"6","1","1","1","0.1","305003","1","305","1","","0"
"6","1","110911","1","0.1","305004","1","305","1","","0"
"93","","0.2","","","305005","0","305","","",""
"21","0","vo_minigame_1007","","","305006","vo_minigame_1007_top_talk_17_023","305","0","",""
"11","0","110911","0","0","305007","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。","305","5","0","0"
"3","cgg_idle_doya","1","1","0.2","305008","cgg_talk_doya","305","0","","0"
"3","","110911","","0.2","305009","cgg_talk_joy1","305","1","",""
"93","","1.9","","","305010","0","305","","",""
"3","","1","","0.2","305011","cgg_idle_nod","305","1","",""
"3","","110911","","0.2","305012","cgg_talk_joy3_dere","305","1","",""
"91","","305007","","","305013","","305","","",""
"93","","0.5","","","305014","0","305","","",""
"3","","110911","","0.2","305015","cgg_idle_def","305","1","",""
"3","cgg_idle_doya","1","1","0.2","305016","cgg_talk_doya","305","0","","0"
"12","","1","","0.2","305017","6","305","1.4","",""
"93","","3","","","305018","0","305","","",""
"3","","1","","0.2","305019","cgg_idle_normal","305","1","",""
"3","","110911","","0.2","305020","cgg_talk_joy3","305","1","",""
"12","","110911","","0.2","305021","10","305","1.4","",""
"93","","3","","","305022","0","305","","",""
"3","","110911","","0.2","305023","cgg_idle_def","305","1","",""
"3","","1","","0.2","305024","cgg_idle_reaction3","305","1","",""
"12","","1","","0.2","305025","10","305","1.4","",""
"93","","3","","","305026","0","305","","",""
"3","","1","","0.2","305027","cgg_idle_normal","305","1","",""
"3","cgg_idle_arm_crossed","110911","1","0.2","305028","cgg_talk_arm_crossed","305","0","","0"
"12","","110911","","0.2","305029","7","305","1.4","",""
"93","","3","","","305030","0","305","","",""
"101","","305015","","","305031","0","305","","",""
"22","","0","","","305032","0.5","305","","",""
"6","1","1","0","0.1","305033","1","305","1","","0"
"6","1","110911","0","0.1","305034","1","305","1","","0"
"93","","0.1","","","305035","0","305","","",""
"3","","1","","0","305036","cgg_idle_normal","305","1","",""
"3","","110911","","0","305037","cgg_idle_def","305","1","",""
"5","-420","1","-230","160","306001","1","306","100","cgg_idle_normal","0"
"1","290","1","-230","1.6","306002","117211","306","100","cgg_idle_def","1"
"1","405","1","-230","1.6","306003","117311","306","101","cgg_idle_def","1"
"1","520","1","-230","1.6","306004","117411","306","102","cgg_idle_def","1"
"6","1","1","1","0.1","306005","1","306","1","","0"
"6","1","117211","1","0.1","306006","1","306","1","","0"
"6","1","117311","1","0.1","306007","1","306","1","","0"
"6","1","117411","1","0.1","306008","1","306","1","","0"
"93","","0.2","","","306009","0","306","","",""
"21","0","vo_minigame_1007","","","306010","vo_minigame_1007_top_talk_18_024","306","0","",""
"11","0","117211","0","0","306011","謝謝你蒐集了\n我們所有的周邊♪","306","4","0","0"
"3","","1","","0.2","306012","cgg_idle_reaction1","306","1","",""
"3","","117211","","0.2","306013","cgg_talk_joy1_normal","306","1","",""
"93","","2.4","","","306014","0","306","","",""
"3","cgg_idle_reaction3","1","1","0.2","306015","cgg_joy","306","0","","0"
"3","","117211","","0.2","306016","cgg_talk_surprise_nozomi","306","1","",""
"91","","306011","","","306017","","306","","",""
"3","","117211","","0.2","306018","cgg_idle_def","306","1","",""
"21","0","vo_minigame_1007","","","306019","vo_minigame_1007_top_talk_18_025","306","0","",""
"11","0","117311","0","0","306020","居然全部蒐集到了，\n我好驚訝。\n恭喜你。","306","4","0","0"
"3","cgg_idle_doya","1","1","0.2","306021","cgg_talk_doya","306","0","","0"
"3","","117311","","0.2","306022","cgg_talk_surprise1","306","1","",""
"93","","4.5","","","306023","0","306","","",""
"3","","1","","0.2","306024","cgg_idle_reaction5","306","1","",""
"3","","117311","","0.2","306025","cgg_talk_wish","306","1","",""
"91","","306020","","","306026","","306","","",""
"3","","117311","","0.2","306027","cgg_idle_def","306","1","",""
"21","0","vo_minigame_1007","","","306028","vo_minigame_1007_top_talk_18_026","306","0","",""
"11","0","117411","0","0","306029","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！","306","4","0","0"
"3","","1","","0.2","306030","cgg_idle_surprise1","306","1","",""
"3","","117411","","0.2","306031","cgg_idle_tsun","306","1","",""
"93","","4.3","","","306032","0","306","","",""
"3","cgg_idle_guts2","1","1","0.2","306033","cgg_talk_guts2","306","0","","0"
"3","","117411","","0.2","306034","cgg_talk_joy1","306","1","",""
"91","","306029","","","306035","","306","","",""
"93","","0.5","","","306036","0","306","","",""
"3","","117411","","0.2","306037","cgg_idle_def","306","1","",""
"3","","1","","0.2","306038","cgg_idle_normal","306","1","",""
"3","","117211","","0.2","306039","cgg_talk_joy1","306","1","",""
"12","","117211","","0.2","306040","10","306","1.4","",""
"93","","3","","","306041","0","306","","",""
"3","","117211","","0.2","306042","cgg_idle_def","306","1","",""
"3","","117311","","0.2","306043","cgg_talk_wish","306","1","",""
"12","","117311","","0.2","306044","7","306","1.4","",""
"93","","3","","","306045","0","306","","",""
"3","","117311","","0.2","306046","cgg_idle_def","306","1","",""
"3","cgg_idle_guts","117411","1","0.2","306047","cgg_talk_guts","306","0","","0"
"12","","117411","","0.2","306048","4","306","1.4","",""
"93","","3","","","306049","0","306","","",""
"3","","117411","","0.2","306050","cgg_idle_def","306","1","",""
"3","","1","","0.2","306051","cgg_idle_reaction3","306","1","",""
"12","","1","","0.2","306052","6","306","1.4","",""
"93","","3","","","306053","0","306","","",""
"101","","306038","","","306054","0","306","","",""
"22","","0","","","306055","0.5","306","","",""
"6","1","1","0","0.1","306056","1","306","1","","0"
"6","1","117211","0","0.1","306057","1","306","1","","0"
"6","1","117311","0","0.1","306058","1","306","1","","0"
"6","1","117411","0","0.1","306059","1","306","1","","0"
"93","","0.1","","","306060","0","306","","",""
"3","","1","","0","306061","cgg_idle_normal","306","1","",""
"3","","117211","","0","306062","cgg_idle_def","306","1","",""
"3","","117311","","0","306063","cgg_idle_def","306","1","",""
"3","","117411","","0","306064","cgg_idle_def","306","1","",""
