e5269e84fc38151bb1c5da8b9e59aac07878c8e4f575e0f57da0060d7832299b,491c567b4ed0214f0c4c699094d3332841e7918382bd928d1a3ca8e5988d028b,ef608a375a3bd4e7f4941b41b601a6f2662b57bc7b8537bf85ae79859413c036,ffea15582219506133d0055a793a1bc2c61aca5c7934294b3d989a8bd4df0a34,6d76a202219319ff6e66160c8ab1e18cbee82e9de68fe59ba7a049dcdcfa1a16,f466c651b9b2b351171236a841fcf9ac4d7e538519d7e19eec808554cfaba62e,79652d6f220af18c933b2783b3423f5030e5db88af8d0e176fd3be53c0d29337,4f93761958159a7a156011ad7008ae6b267557d0ae80ef72157586036e9ef7c8,53bbe130e57d59fb7f5bb6a32f8a2bc63019e4c9df823a793c0b7c4067317f74,155f4949bc6ba8b5aa2ea5c4ad3e1bc296221787b03bf5d91d1f72426cc1532e
"8","-1","2030/12/31 23:59:59","285","0","1","2018/01/01 05:00:00","91002","26002031","1000"
"5","-1","2030/12/31 23:59:59","286","0","1","2018/01/01 05:00:00","0","28012001","100"
"12","-1","2030/12/31 23:59:59","287","0","1","2018/01/01 05:00:00","94002","28012001","100000"
"5","-1","2030/12/31 23:59:59","288","0","1","2018/01/01 05:00:00","0","27004001","100"
"12","-1","2030/12/31 23:59:59","289","0","1","2018/01/01 05:00:00","94002","27004001","100000"
"5","-1","2030/12/31 23:59:59","290","0","1","2018/01/01 05:00:00","0","27004002","100"
"12","-1","2030/12/31 23:59:59","291","0","1","2018/01/01 05:00:00","94002","27004002","100000"
"8","-1","2030/12/31 23:59:59","292","0","1","2018/01/01 05:00:00","91002","11402001","10"
"5","199","2030/12/31 23:59:59","293","0","1","2023/04/17 05:00:00","0","15004001","60"
"2","199","2030/12/31 23:59:59","294","0","1","2023/04/17 05:00:00","90007","15004001","100"
"5","-1","2030/12/31 23:59:59","295","0","200","2023/04/17 05:00:00","0","15004001","30"
"2","-1","2030/12/31 23:59:59","296","0","200","2023/04/17 05:00:00","90007","15004001","100"
"8","-1","2030/12/31 23:59:59","297","0","1","2018/01/01 05:00:00","91002","21005039","100"
"8","-1","2030/12/31 23:59:59","298","0","1","2018/01/01 05:00:00","91002","28002039","1100"
"12","-1","2030/12/31 23:59:59","299","0","1","2018/01/01 05:00:00","94002","28002039","15000000"
"2","-1","2030/12/31 23:59:59","300","0","1","2018/01/01 05:00:00","90007","28002039","1500"
"8","-1","2030/12/31 23:59:59","301","0","1","2018/01/01 05:00:00","91002","26003028","50"
"12","-1","2030/12/31 23:59:59","302","0","1","2018/01/01 05:00:00","94002","26003028","750000"
"6","-1","2030/12/31 23:59:59","303","0","1","2018/01/01 05:00:00","93001","18001005","250"
"6","-1","2030/12/31 23:59:59","304","0","1","2018/01/01 05:00:00","93001","18001006","250"
"8","-1","2030/12/31 23:59:59","305","0","1","2018/01/01 05:00:00","91002","26002032","1000"
"8","-1","2030/12/31 23:59:59","306","0","1","2018/01/01 05:00:00","91002","28002040","1100"
"12","-1","2030/12/31 23:59:59","307","0","1","2018/01/01 05:00:00","94002","28002040","15000000"
"2","-1","2030/12/31 23:59:59","308","0","1","2018/01/01 05:00:00","90007","28002040","1500"
"8","-1","2030/12/31 23:59:59","309","0","1","2018/01/01 05:00:00","91002","26003029","50"
"12","-1","2030/12/31 23:59:59","310","0","1","2018/01/01 05:00:00","94002","26003029","750000"
"8","-1","2030/12/31 23:59:59","311","0","1","2018/01/01 05:00:00","91002","26002033","1000"
"8","-1","2030/12/31 23:59:59","312","0","1","2018/01/01 05:00:00","91002","26002034","1000"
"8","-1","2030/12/31 23:59:59","313","0","1","2018/01/01 05:00:00","91002","21003002","100"
"8","-1","2030/12/31 23:59:59","314","0","1","2018/01/01 05:00:00","91002","21103002","50"
"8","-1","2030/12/31 23:59:59","315","0","1","2018/01/01 05:00:00","91002","26003030","50"
"12","-1","2030/12/31 23:59:59","316","0","1","2018/01/01 05:00:00","94002","26003030","750000"
"8","-1","2030/12/31 23:59:59","317","0","1","2018/01/01 05:00:00","91002","28002041","1100"
"12","-1","2030/12/31 23:59:59","318","0","1","2018/01/01 05:00:00","94002","28002041","15000000"
"2","-1","2030/12/31 23:59:59","319","0","1","2018/01/01 05:00:00","90007","28002041","1500"
"8","-1","2030/12/31 23:59:59","320","0","1","2018/01/01 05:00:00","91002","26003031","50"
"12","-1","2030/12/31 23:59:59","321","0","1","2018/01/01 05:00:00","94002","26003031","750000"
"8","-1","2030/12/31 23:59:59","322","0","1","2018/01/01 05:00:00","91002","26003032","50"
"12","-1","2030/12/31 23:59:59","323","0","1","2018/01/01 05:00:00","94002","26003032","750000"
"8","-1","2030/12/31 23:59:59","324","0","1","2018/01/01 05:00:00","91002","26003033","50"
"12","-1","2030/12/31 23:59:59","325","0","1","2018/01/01 05:00:00","94002","26003033","750000"
"8","-1","2030/12/31 23:59:59","326","0","1","2018/01/01 05:00:00","91002","26003034","50"
"12","-1","2030/12/31 23:59:59","327","0","1","2018/01/01 05:00:00","94002","26003034","750000"
"8","-1","2030/12/31 23:59:59","328","0","1","2018/01/01 05:00:00","91002","28002042","1100"
"12","-1","2030/12/31 23:59:59","329","0","1","2018/01/01 05:00:00","94002","28002042","15000000"
"2","-1","2030/12/31 23:59:59","330","0","1","2018/01/01 05:00:00","90007","28002042","1500"
"8","-1","2030/12/31 23:59:59","331","0","1","2018/01/01 05:00:00","91002","26002035","1000"
"8","-1","2030/12/31 23:59:59","332","0","1","2018/01/01 05:00:00","91002","26002036","1000"
"8","-1","2030/12/31 23:59:59","333","0","1","2018/01/01 05:00:00","91002","26002037","1000"
"8","-1","2030/12/31 23:59:59","334","0","1","2018/01/01 05:00:00","91002","26002038","1000"
"8","-1","2030/12/31 23:59:59","335","0","1","2018/01/01 05:00:00","91002","26002039","1000"
"8","-1","2030/12/31 23:59:59","336","0","1","2018/01/01 05:00:00","91002","21005040","100"
"8","-1","2030/12/31 23:59:59","337","0","1","2018/01/01 05:00:00","91002","28002043","1100"
"12","-1","2030/12/31 23:59:59","338","0","1","2018/01/01 05:00:00","94002","28002043","15000000"
"2","-1","2030/12/31 23:59:59","339","0","1","2018/01/01 05:00:00","90007","28002043","1500"
"8","-1","2030/12/31 23:59:59","340","0","1","2018/01/01 05:00:00","91002","28002044","1100"
"12","-1","2030/12/31 23:59:59","341","0","1","2018/01/01 05:00:00","94002","28002044","15000000"
"2","-1","2030/12/31 23:59:59","342","0","1","2018/01/01 05:00:00","90007","28002044","1500"
"18","-1","2030/12/31 23:59:59","343","0","1","2018/01/01 05:00:00","4101404","27004003","1"
"8","-1","2030/12/31 23:59:59","344","0","1","2018/01/01 05:00:00","91002","28002045","1500"
"12","-1","2030/12/31 23:59:59","345","0","1","2018/01/01 05:00:00","94002","28002045","15000000"
"2","-1","2030/12/31 23:59:59","346","0","1","2018/01/01 05:00:00","90007","28002045","1500"
"2","-1","2030/12/31 23:59:59","350","0","1","2018/01/01 05:00:00","23003","18002001","50"
"8","-1","2030/12/31 23:59:59","351","0","1","2018/01/01 05:00:00","91002","26002040","1000"
"8","-1","2030/12/31 23:59:59","352","0","1","2018/01/01 05:00:00","91002","26002041","1000"
"8","-1","2030/12/31 23:59:59","353","0","1","2018/01/01 05:00:00","91002","26002042","1000"
"6","-1","2030/12/31 23:59:59","354","0","1","2018/01/01 05:00:00","93001","18001007","200"
"6","-1","2030/12/31 23:59:59","355","0","1","2018/01/01 05:00:00","93001","18001008","400"
"8","-1","2030/12/31 23:59:59","356","0","1","2018/01/01 05:00:00","91002","21001006","100"
"2","-1","2030/12/31 23:59:59","357","0","1","2018/01/01 05:00:00","22003","21001006","2"
"8","-1","2030/12/31 23:59:59","358","0","1","2018/01/01 05:00:00","91002","21002005","70"
"2","-1","2030/12/31 23:59:59","359","0","1","2018/01/01 05:00:00","22003","21002005","2"
"8","-1","2030/12/31 23:59:59","360","0","1","2018/01/01 05:00:00","91002","26002043","1000"
"8","-1","2030/12/31 23:59:59","1001","0","1","2018/01/01 05:00:00","91002","26003035","50"
"12","-1","2030/12/31 23:59:59","1002","0","1","2018/01/01 05:00:00","94002","26003035","750000"
"8","-1","2030/12/31 23:59:59","1003","0","1","2018/01/01 05:00:00","91002","26003036","50"
"12","-1","2030/12/31 23:59:59","1004","0","1","2018/01/01 05:00:00","94002","26003036","750000"
"8","-1","2030/12/31 23:59:59","1005","0","1","2018/01/01 05:00:00","91002","26003037","50"
"12","-1","2030/12/31 23:59:59","1006","0","1","2018/01/01 05:00:00","94002","26003037","750000"
"8","-1","2030/12/31 23:59:59","1007","0","1","2018/01/01 05:00:00","91002","26003038","50"
"12","-1","2030/12/31 23:59:59","1008","0","1","2018/01/01 05:00:00","94002","26003038","750000"
"8","-1","2030/12/31 23:59:59","1009","0","1","2018/01/01 05:00:00","91002","26003039","50"
"12","-1","2030/12/31 23:59:59","1010","0","1","2018/01/01 05:00:00","94002","26003039","750000"
"8","-1","2030/12/31 23:59:59","1011","0","1","2018/01/01 05:00:00","91002","26003040","50"
"12","-1","2030/12/31 23:59:59","1012","0","1","2018/01/01 05:00:00","94002","26003040","750000"
"8","-1","2030/12/31 23:59:59","1013","0","1","2018/01/01 05:00:00","91002","26003041","50"
"12","-1","2030/12/31 23:59:59","1014","0","1","2018/01/01 05:00:00","94002","26003041","750000"
"8","-1","2030/04/01 14:59:59","10095","0","1","2019/07/01 16:00:00","91002","28006003","500"
"5","39","2023/04/17 04:59:59","10001003","0","1","2021/02/09 05:00:00","0","11001001","30"
"12","39","2023/04/17 04:59:59","10001004","0","1","2021/02/09 05:00:00","94002","11001001","30000"
"8","39","2023/04/17 04:59:59","10001005","0","1","2021/02/09 05:00:00","91002","11001001","10"
"5","39","2023/04/17 04:59:59","10001006","0","1","2021/02/09 05:00:00","0","11003001","40"
"2","39","2023/04/17 04:59:59","10001007","0","1","2021/02/09 05:00:00","20002","11003001","2"
"8","39","2023/04/17 04:59:59","10001008","0","1","2021/02/09 05:00:00","91002","11003001","10"
"5","39","2023/04/17 04:59:59","10001009","0","1","2021/02/09 05:00:00","0","13002001","20"
"5","39","2023/04/17 04:59:59","10001010","0","1","2021/02/09 05:00:00","0","18004001","20"
"5","39","2023/04/17 04:59:59","10001011","0","1","2021/02/09 05:00:00","0","16006001","25"
"5","39","2023/04/17 04:59:59","10001012","0","1","2021/02/09 05:00:00","0","16007001","25"
"2","39","2023/04/17 04:59:59","10001013","0","1","2021/02/09 05:00:00","22001","16007001","3"
"5","39","2023/04/17 04:59:59","10001014","0","1","2021/02/09 05:00:00","0","11004001","30"
"2","39","2023/04/17 04:59:59","10001015","0","1","2021/02/09 05:00:00","20002","11004001","2"
"2","39","2023/04/17 04:59:59","10001016","0","1","2021/02/09 05:00:00","90007","11004001","500"
"5","39","2023/04/17 04:59:59","10001017","0","1","2021/02/09 05:00:00","0","11005001","40"
"12","39","2023/04/17 04:59:59","10001018","0","1","2021/02/09 05:00:00","94002","11005001","30000"
"2","39","2023/04/17 04:59:59","10001019","0","1","2021/02/09 05:00:00","90007","11005001","500"
"5","39","2030/12/31 23:59:59","10001023","0","1","2023/04/17 05:00:00","0","11001001","60"
"5","39","2023/04/17 04:59:59","10001024","0","1","2021/02/09 05:00:00","0","14001001","40"
"12","39","2023/04/17 04:59:59","10001025","0","1","2021/02/09 05:00:00","94002","14001001","80000"
"2","39","2023/04/17 04:59:59","10001026","0","1","2021/02/09 05:00:00","20003","14001001","2"
"5","39","2023/04/17 04:59:59","10001027","0","1","2021/02/09 05:00:00","0","14003001","50"
"12","39","2023/04/17 04:59:59","10001028","0","1","2021/02/09 05:00:00","94002","14003001","140000"
"2","39","2023/04/17 04:59:59","10001029","0","1","2021/02/09 05:00:00","22002","14003001","4"
"12","39","2030/12/31 23:59:59","10001030","0","1","2023/04/17 05:00:00","94002","11001001","30000"
"8","39","2030/12/31 23:59:59","10001031","0","1","2023/04/17 05:00:00","91002","11001001","10"
"5","39","2030/12/31 23:59:59","10001032","0","1","2023/04/17 05:00:00","0","11003001","80"
"2","39","2030/12/31 23:59:59","10001033","0","1","2023/04/17 05:00:00","20002","11003001","2"
"8","39","2030/12/31 23:59:59","10001034","0","1","2023/04/17 05:00:00","91002","11003001","10"
"5","39","2030/12/31 23:59:59","10001035","0","1","2023/04/17 05:00:00","0","13002001","40"
"5","39","2030/12/31 23:59:59","10001036","0","1","2023/04/17 05:00:00","0","18004001","40"
"5","39","2024/06/14 15:59:59","10001037","0","1","2023/04/17 05:00:00","0","16006001","50"
"5","39","2024/06/14 15:59:59","10001038","0","1","2023/04/17 05:00:00","0","16007001","50"
"2","39","2024/06/14 15:59:59","10001039","0","1","2023/04/17 05:00:00","22001","16007001","3"
"5","39","2030/12/31 23:59:59","10001040","0","1","2023/04/17 05:00:00","0","11004001","60"
"2","39","2030/12/31 23:59:59","10001041","0","1","2023/04/17 05:00:00","20002","11004001","2"
"2","39","2030/12/31 23:59:59","10001042","0","1","2023/04/17 05:00:00","90007","11004001","500"
"5","39","2030/12/31 23:59:59","10001043","0","1","2023/04/17 05:00:00","0","11005001","80"
"12","39","2030/12/31 23:59:59","10001044","0","1","2023/04/17 05:00:00","94002","11005001","30000"
"2","39","2030/12/31 23:59:59","10001045","0","1","2023/04/17 05:00:00","90007","11005001","500"
"5","39","2030/12/31 23:59:59","10001046","0","1","2023/04/17 05:00:00","0","14001001","80"
"12","39","2030/12/31 23:59:59","10001047","0","1","2023/04/17 05:00:00","94002","14001001","80000"
"2","39","2030/12/31 23:59:59","10001048","0","1","2023/04/17 05:00:00","20003","14001001","2"
"5","39","2030/12/31 23:59:59","10001049","0","1","2023/04/17 05:00:00","0","14003001","100"
"12","39","2030/12/31 23:59:59","10001050","0","1","2023/04/17 05:00:00","94002","14003001","140000"
"2","39","2030/12/31 23:59:59","10001051","0","1","2023/04/17 05:00:00","22002","14003001","4"
"5","39","2023/04/17 04:59:59","10001114","0","1","2021/02/09 05:00:00","0","11101001","20"
"2","39","2023/04/17 04:59:59","10001115","0","1","2021/02/09 05:00:00","20003","11101001","2"
"5","39","2023/04/17 04:59:59","10001121","0","1","2021/02/09 05:00:00","0","11001002","30"
"12","39","2023/04/17 04:59:59","10001122","0","1","2021/02/09 05:00:00","94002","11001002","30000"
"2","39","2023/04/17 04:59:59","10001123","0","1","2021/02/09 05:00:00","23001","11001002","6"
"5","39","2030/12/31 23:59:59","10001152","0","1","2023/04/17 05:00:00","0","11101001","40"
"2","39","2030/12/31 23:59:59","10001153","0","1","2023/04/17 05:00:00","20003","11101001","2"
"5","39","2030/12/31 23:59:59","10001154","0","1","2023/04/17 05:00:00","0","11001002","60"
"12","39","2030/12/31 23:59:59","10001155","0","1","2023/04/17 05:00:00","94002","11001002","30000"
"2","39","2026/03/13 04:59:59","10001156","0","1","2023/04/17 05:00:00","23001","11001002","6"
"2","39","2030/12/31 23:59:59","10001157","0","1","2026/03/13 05:00:00","23003","11001002","100"
"5","54","2023/04/17 04:59:59","10040003","0","40","2021/02/09 05:00:00","0","11001001","30"
"12","54","2023/04/17 04:59:59","10040004","0","40","2021/02/09 05:00:00","94002","11001001","40000"
"8","54","2023/04/17 04:59:59","10040005","0","40","2021/02/09 05:00:00","91002","11001001","10"
"5","54","2023/04/17 04:59:59","10040006","0","40","2021/02/09 05:00:00","0","11003001","45"
"2","54","2023/04/17 04:59:59","10040007","0","40","2021/02/09 05:00:00","20002","11003001","6"
"8","54","2023/04/17 04:59:59","10040008","0","40","2021/02/09 05:00:00","91002","11003001","10"
"5","54","2023/04/17 04:59:59","10040009","0","40","2021/02/09 05:00:00","0","13002001","20"
"5","54","2023/04/17 04:59:59","10040010","0","40","2021/02/09 05:00:00","0","18004001","20"
"5","54","2023/04/17 04:59:59","10040011","0","40","2021/02/09 05:00:00","0","16006001","25"
"5","54","2023/04/17 04:59:59","10040012","0","40","2021/02/09 05:00:00","0","16007001","25"
"2","54","2023/04/17 04:59:59","10040013","0","40","2021/02/09 05:00:00","22001","16007001","3"
"5","54","2023/04/17 04:59:59","10040014","0","40","2021/02/09 05:00:00","0","11004001","30"
"2","54","2023/04/17 04:59:59","10040015","0","40","2021/02/09 05:00:00","20002","11004001","6"
"2","54","2023/04/17 04:59:59","10040016","0","40","2021/02/09 05:00:00","90007","11004001","500"
"5","54","2023/04/17 04:59:59","10040017","0","40","2021/02/09 05:00:00","0","11005001","45"
"12","54","2023/04/17 04:59:59","10040018","0","40","2021/02/09 05:00:00","94002","11005001","40000"
"2","54","2023/04/17 04:59:59","10040019","0","40","2021/02/09 05:00:00","90007","11005001","500"
"5","54","2030/12/31 23:59:59","10040023","0","40","2023/04/17 05:00:00","0","11001001","60"
"5","54","2023/04/17 04:59:59","10040024","0","40","2021/02/09 05:00:00","0","14001001","45"
"12","54","2023/04/17 04:59:59","10040025","0","40","2021/02/09 05:00:00","94002","14001001","100000"
"2","54","2023/04/17 04:59:59","10040026","0","40","2021/02/09 05:00:00","20003","14001001","3"
"5","54","2023/04/17 04:59:59","10040027","0","40","2021/02/09 05:00:00","0","14003001","55"
"12","54","2023/04/17 04:59:59","10040028","0","40","2021/02/09 05:00:00","94002","14003001","180000"
"2","54","2023/04/17 04:59:59","10040029","0","40","2021/02/09 05:00:00","22002","14003001","4"
"12","54","2030/12/31 23:59:59","10040030","0","40","2023/04/17 05:00:00","94002","11001001","40000"
"8","54","2030/12/31 23:59:59","10040031","0","40","2023/04/17 05:00:00","91002","11001001","10"
"5","54","2030/12/31 23:59:59","10040032","0","40","2023/04/17 05:00:00","0","11003001","90"
"2","54","2030/12/31 23:59:59","10040033","0","40","2023/04/17 05:00:00","20002","11003001","6"
"8","54","2030/12/31 23:59:59","10040034","0","40","2023/04/17 05:00:00","91002","11003001","10"
"5","54","2030/12/31 23:59:59","10040035","0","40","2023/04/17 05:00:00","0","13002001","40"
"5","54","2030/12/31 23:59:59","10040036","0","40","2023/04/17 05:00:00","0","18004001","40"
"5","54","2024/06/14 15:59:59","10040037","0","40","2023/04/17 05:00:00","0","16006001","50"
"5","54","2024/06/14 15:59:59","10040038","0","40","2023/04/17 05:00:00","0","16007001","50"
"2","54","2024/06/14 15:59:59","10040039","0","40","2023/04/17 05:00:00","22001","16007001","3"
"5","54","2030/12/31 23:59:59","10040040","0","40","2023/04/17 05:00:00","0","11004001","60"
"2","54","2030/12/31 23:59:59","10040041","0","40","2023/04/17 05:00:00","20002","11004001","6"
"2","54","2030/12/31 23:59:59","10040042","0","40","2023/04/17 05:00:00","90007","11004001","500"
"5","54","2030/12/31 23:59:59","10040043","0","40","2023/04/17 05:00:00","0","11005001","90"
"12","54","2030/12/31 23:59:59","10040044","0","40","2023/04/17 05:00:00","94002","11005001","40000"
"2","54","2030/12/31 23:59:59","10040045","0","40","2023/04/17 05:00:00","90007","11005001","500"
"5","54","2030/12/31 23:59:59","10040046","0","40","2023/04/17 05:00:00","0","14001001","90"
"12","54","2030/12/31 23:59:59","10040047","0","40","2023/04/17 05:00:00","94002","14001001","100000"
"2","54","2030/12/31 23:59:59","10040048","0","40","2023/04/17 05:00:00","20003","14001001","3"
"5","54","2030/12/31 23:59:59","10040049","0","40","2023/04/17 05:00:00","0","14003001","110"
"12","54","2030/12/31 23:59:59","10040050","0","40","2023/04/17 05:00:00","94002","14003001","180000"
"2","54","2030/12/31 23:59:59","10040051","0","40","2023/04/17 05:00:00","22002","14003001","4"
"5","54","2023/04/17 04:59:59","10040114","0","40","2021/02/09 05:00:00","0","11101001","20"
"2","54","2023/04/17 04:59:59","10040115","0","40","2021/02/09 05:00:00","20003","11101001","3"
"5","54","2023/04/17 04:59:59","10040121","0","40","2021/02/09 05:00:00","0","11001002","35"
"12","54","2023/04/17 04:59:59","10040122","0","40","2021/02/09 05:00:00","94002","11001002","40000"
"2","54","2023/04/17 04:59:59","10040123","0","40","2021/02/09 05:00:00","23001","11001002","6"
"5","54","2030/12/31 23:59:59","10040152","0","40","2023/04/17 05:00:00","0","11101001","40"
"2","54","2030/12/31 23:59:59","10040153","0","40","2023/04/17 05:00:00","20003","11101001","3"
"5","54","2030/12/31 23:59:59","10040154","0","40","2023/04/17 05:00:00","0","11001002","70"
"12","54","2030/12/31 23:59:59","10040155","0","40","2023/04/17 05:00:00","94002","11001002","40000"
"2","54","2026/03/13 04:59:59","10040156","0","40","2023/04/17 05:00:00","23001","11001002","6"
"2","54","2030/12/31 23:59:59","10040157","0","40","2026/03/13 05:00:00","23003","11001002","100"
"5","74","2023/04/17 04:59:59","10055003","0","55","2021/02/09 05:00:00","0","11001001","35"
"12","74","2023/04/17 04:59:59","10055004","0","55","2021/02/09 05:00:00","94002","11001001","50000"
"8","74","2023/04/17 04:59:59","10055005","0","55","2021/02/09 05:00:00","91002","11001001","10"
"5","74","2023/04/17 04:59:59","10055006","0","55","2021/02/09 05:00:00","0","11003001","45"
"2","74","2023/04/17 04:59:59","10055007","0","55","2021/02/09 05:00:00","20002","11003001","10"
"8","74","2023/04/17 04:59:59","10055008","0","55","2021/02/09 05:00:00","91002","11003001","10"
"5","74","2023/04/17 04:59:59","10055009","0","55","2021/02/09 05:00:00","0","13002001","20"
"5","74","2023/04/17 04:59:59","10055010","0","55","2021/02/09 05:00:00","0","18004001","20"
"5","74","2023/04/17 04:59:59","10055011","0","55","2021/02/09 05:00:00","0","16006001","30"
"5","74","2023/04/17 04:59:59","10055012","0","55","2021/02/09 05:00:00","0","16007001","30"
"2","74","2023/04/17 04:59:59","10055013","0","55","2021/02/09 05:00:00","22001","16007001","3"
"5","74","2023/04/17 04:59:59","10055014","0","55","2021/02/09 05:00:00","0","11004001","35"
"2","74","2023/04/17 04:59:59","10055015","0","55","2021/02/09 05:00:00","20002","11004001","10"
"2","74","2023/04/17 04:59:59","10055016","0","55","2021/02/09 05:00:00","90007","11004001","500"
"5","74","2023/04/17 04:59:59","10055017","0","55","2021/02/09 05:00:00","0","11005001","45"
"12","74","2023/04/17 04:59:59","10055018","0","55","2021/02/09 05:00:00","94002","11005001","50000"
"2","74","2023/04/17 04:59:59","10055019","0","55","2021/02/09 05:00:00","90007","11005001","500"
"5","74","2030/12/31 23:59:59","10055023","0","55","2023/04/17 05:00:00","0","11001001","70"
"5","74","2023/04/17 04:59:59","10055024","0","55","2021/02/09 05:00:00","0","14001001","45"
"12","74","2023/04/17 04:59:59","10055025","0","55","2021/02/09 05:00:00","94002","14001001","120000"
"2","74","2023/04/17 04:59:59","10055026","0","55","2021/02/09 05:00:00","20003","14001001","4"
"5","74","2023/04/17 04:59:59","10055027","0","55","2021/02/09 05:00:00","0","14003001","60"
"12","74","2023/04/17 04:59:59","10055028","0","55","2021/02/09 05:00:00","94002","14003001","220000"
"2","74","2023/04/17 04:59:59","10055029","0","55","2021/02/09 05:00:00","22002","14003001","4"
"12","74","2030/12/31 23:59:59","10055030","0","55","2023/04/17 05:00:00","94002","11001001","50000"
"8","74","2030/12/31 23:59:59","10055031","0","55","2023/04/17 05:00:00","91002","11001001","10"
"5","74","2030/12/31 23:59:59","10055032","0","55","2023/04/17 05:00:00","0","11003001","90"
"2","74","2030/12/31 23:59:59","10055033","0","55","2023/04/17 05:00:00","20002","11003001","10"
"8","74","2030/12/31 23:59:59","10055034","0","55","2023/04/17 05:00:00","91002","11003001","10"
"5","74","2030/12/31 23:59:59","10055035","0","55","2023/04/17 05:00:00","0","13002001","40"
"5","74","2030/12/31 23:59:59","10055036","0","55","2023/04/17 05:00:00","0","18004001","40"
"5","74","2024/06/14 15:59:59","10055037","0","55","2023/04/17 05:00:00","0","16006001","60"
"5","74","2024/06/14 15:59:59","10055038","0","55","2023/04/17 05:00:00","0","16007001","60"
"2","74","2024/06/14 15:59:59","10055039","0","55","2023/04/17 05:00:00","22001","16007001","3"
"5","74","2030/12/31 23:59:59","10055040","0","55","2023/04/17 05:00:00","0","11004001","70"
"2","74","2030/12/31 23:59:59","10055041","0","55","2023/04/17 05:00:00","20002","11004001","10"
"2","74","2030/12/31 23:59:59","10055042","0","55","2023/04/17 05:00:00","90007","11004001","500"
"5","74","2030/12/31 23:59:59","10055043","0","55","2023/04/17 05:00:00","0","11005001","90"
"12","74","2030/12/31 23:59:59","10055044","0","55","2023/04/17 05:00:00","94002","11005001","50000"
"2","74","2030/12/31 23:59:59","10055045","0","55","2023/04/17 05:00:00","90007","11005001","500"
"5","74","2030/12/31 23:59:59","10055046","0","55","2023/04/17 05:00:00","0","14001001","90"
"12","74","2030/12/31 23:59:59","10055047","0","55","2023/04/17 05:00:00","94002","14001001","120000"
"2","74","2030/12/31 23:59:59","10055048","0","55","2023/04/17 05:00:00","20003","14001001","4"
"5","74","2030/12/31 23:59:59","10055049","0","55","2023/04/17 05:00:00","0","14003001","120"
"12","74","2030/12/31 23:59:59","10055050","0","55","2023/04/17 05:00:00","94002","14003001","220000"
"2","74","2030/12/31 23:59:59","10055051","0","55","2023/04/17 05:00:00","22002","14003001","4"
"5","74","2023/04/17 04:59:59","10055114","0","55","2021/02/09 05:00:00","0","11101001","20"
"2","74","2023/04/17 04:59:59","10055115","0","55","2021/02/09 05:00:00","20003","11101001","4"
"5","74","2023/04/17 04:59:59","10055121","0","55","2021/02/09 05:00:00","0","11001002","35"
"12","74","2023/04/17 04:59:59","10055122","0","55","2021/02/09 05:00:00","94002","11001002","50000"
"2","74","2023/04/17 04:59:59","10055123","0","55","2021/02/09 05:00:00","23001","11001002","6"
"5","74","2030/12/31 23:59:59","10055152","0","55","2023/04/17 05:00:00","0","11101001","40"
"2","74","2030/12/31 23:59:59","10055153","0","55","2023/04/17 05:00:00","20003","11101001","4"
"5","74","2030/12/31 23:59:59","10055154","0","55","2023/04/17 05:00:00","0","11001002","70"
"12","74","2030/12/31 23:59:59","10055155","0","55","2023/04/17 05:00:00","94002","11001002","50000"
"2","74","2026/03/13 04:59:59","10055156","0","55","2023/04/17 05:00:00","23001","11001002","6"
"2","74","2030/12/31 23:59:59","10055157","0","55","2026/03/13 05:00:00","23003","11001002","100"
"5","94","2023/04/17 04:59:59","10075003","0","75","2021/02/09 05:00:00","0","11001001","35"
"12","94","2023/04/17 04:59:59","10075004","0","75","2021/02/09 05:00:00","94002","11001001","60000"
"8","94","2023/04/17 04:59:59","10075005","0","75","2021/02/09 05:00:00","91002","11001001","10"
"5","94","2023/04/17 04:59:59","10075006","0","75","2021/02/09 05:00:00","0","11003001","50"
"2","94","2023/04/17 04:59:59","10075007","0","75","2021/02/09 05:00:00","20002","11003001","14"
"8","94","2023/04/17 04:59:59","10075008","0","75","2021/02/09 05:00:00","91002","11003001","10"
"5","94","2023/04/17 04:59:59","10075009","0","75","2021/02/09 05:00:00","0","13002001","25"
"5","94","2023/04/17 04:59:59","10075010","0","75","2021/02/09 05:00:00","0","18004001","25"
"5","94","2023/04/17 04:59:59","10075011","0","75","2021/02/09 05:00:00","0","16006001","30"
"5","94","2023/04/17 04:59:59","10075012","0","75","2021/02/09 05:00:00","0","16007001","30"
"2","94","2023/04/17 04:59:59","10075013","0","75","2021/02/09 05:00:00","22001","16007001","3"
"5","94","2023/04/17 04:59:59","10075014","0","75","2021/02/09 05:00:00","0","11004001","35"
"2","94","2023/04/17 04:59:59","10075015","0","75","2021/02/09 05:00:00","20002","11004001","14"
"2","94","2023/04/17 04:59:59","10075016","0","75","2021/02/09 05:00:00","90007","11004001","500"
"5","94","2023/04/17 04:59:59","10075017","0","75","2021/02/09 05:00:00","0","11005001","50"
"12","94","2023/04/17 04:59:59","10075018","0","75","2021/02/09 05:00:00","94002","11005001","60000"
"2","94","2023/04/17 04:59:59","10075019","0","75","2021/02/09 05:00:00","90007","11005001","500"
"5","94","2030/12/31 23:59:59","10075023","0","75","2023/04/17 05:00:00","0","11001001","70"
"5","94","2023/04/17 04:59:59","10075024","0","75","2021/02/09 05:00:00","0","14001001","45"
