e10383402e2c736423aa1ee2f15463cf5e874fc403b6f4ab7460503d45b043c5,574ed92141ff44c245eeef6dc111a498b0102d0d46fa9d0136bdc46e67dcc3c6,a4ec9ebfbdc57821545ab3d860c301b0bc4b34d9fbfca19f967610a610033857,338e98f261d7c0cf9d1f0372c331c7ece7ec3972ecb079f923ff6bcd29bbaa37,508eaf8cdcc82f7c86040025d835a55ac60c8196205f5dfc88a66c32aedba39e,3bde756f5f304b35cc2f8fe8ed0f4ef947cac4b359ea978a06886ea3ffd86402,aa79ce30a13f1b14c14ca26bcaea517b5353732e3d597267d3a41647be559327,b4aedced68dd7c24ff05145d3bdede99ee844466f309de980947fea443a6c13d,b1e56d3eb9150d153f275d9cadcabb925dd04644a9d07add7afe72badc1984a6,40463604423137b83e6b05b54a38ec00be8a964e1da2d8fc774915419e6af99a
"澱粉","糖精","0","2320009","葡萄糖漿","1","0","胺基酸","0","0"
"720","960","0","2320010","360","1","0","340","0","0"
"８分之１","２分之１","0","2320011","６分之１","1","0","４分之１","0","0"
"tan","cot","0","2320013","sin","1","0","cos","0","0"
"除法的答案","減法的答案","0","2320014","乘法的答案","1","0","加法的答案","0","0"
"碘酒","次氯酸鈉","0","2320016","氫溴酸","1","0","過氧化氫","0","0"
"克希荷夫定律","道爾頓定律","0","2320017","亨利定律","1","0","赫斯定律","0","0"
"蒼蠅座","螳螂座","0","2320018","蜻蜓座","1","0","蝴蝶座","0","0"
"太陽","月亮","0","2320020","地球","1","0","木星","0","0"
"3","9","0","2320021","11","1","0","13","0","0"
"氦","鋇","0","2320022","鉀","1","0","釷","0","0"
"氖","氮","0","2320025","氝","1","0","氰","0","0"
"整數","自然對數","0","2320026","小數","1","0","總數","0","0"
"電阻抗","電容","0","2320029","性價比","1","0","電功率","0","0"
"水銀","氫","0","2320030","銀","1","0","氦","0","0"
"２次","12次","0","2320031","１次","1","0","４次","0","0"
"月球","海流","0","2320032","魚群","1","0","地熱","0","0"
"Na","Ne","0","2320033","N","1","0","Nt","0","0"
"Ca","Ka","0","2320034","K","1","0","Cl","0","0"
"結晶","結膜","0","2320035","結冰","1","0","結節","0","0"
"１次","４次","0","2320036","２次","1","0","３次","0","0"
"分母","分姊","0","2320037","分父","1","0","分兄","0","0"
"氧氣","碳","0","2320040","氫氣","1","0","溴","0","0"
"死火山","伏火山","0","2320041","休火山","1","0","弱火山","0","0"
"大約30萬","大約31萬","0","2320042","大約33萬","1","0","大約32萬","0","0"
"Delta","Sigma","0","2320043","Gamma","1","0","Zeta","0","0"
"水瓶座","獅子座","0","2320044","天蠍座","1","0","巨蟹座","0","0"
"獅子座","巨蟹座","0","2320045","水瓶座","1","0","天蠍座","0","0"
"母線","面","0","2320046","頂點","1","0","邊","0","0"
"２","７","0","2320049","３","1","0","５","0","0"
"25公里","33公里","0","2320050","15公里","1","0","20公里","0","0"
"前線","無線","0","2320051","點線","1","0","電線","0","0"
"鋁","鈦","0","2320053","鐵","1","0","鎳","0","0"
"行星","超新星","0","2320054","恆星","1","0","衛星","0","0"
"季節","日期","0","2320056","晝夜","1","0","時間","0","0"
"Fuse","Shoes","0","2320057","Muse","1","0","Ruse","0","0"
"綠色","白色","0","2320058","紅色","1","0","藍色","0","0"
"牛頓","焦耳","0","2320059","帕斯卡","1","0","托","0","0"
"積分","交集","0","2320060","階乘","1","0","組合","0","0"
"２條","16條","0","2320061","１條","1","0","４條","0","0"
"同時著地","貪吃佩可","0","2321001","莉瑪","1","0","鏡華","0","0"
"大間","蘭德索爾","0","2321002","大江戶","1","0","珊托魯斯","0","0"
"珊托魯斯","艾爾皮斯島","0","2321003","大間","1","0","大江戶","0","0"
"大江戶","咲戀育幼院","0","2321004","大間","1","0","珊托魯斯","0","0"
"2500","1500","0","2321005","2000","1","0","1000","0","0"
"反照率","遮光率","0","2330001","流明","1","0","對比度","0","0"
"18","22","0","2330002","16","1","0","20","0","0"
"金牛座","牡羊座","0","2330004","獅子座","1","0","水瓶座","0","0"
"大角星","參宿四","0","2330005","天狼星","1","0","老人星","0","0"
"天王星","土星","0","2330007","海王星","1","0","木星","0","0"
"莫桑石","高嶺土","0","2330008","火山黏土","1","0","人造雲母","0","0"
"蝎虎座","蠑螈座","0","2330010","壁虎座","1","0","青蛙座","0","0"
"AC","DC","0","2330011","BC","1","0","CC","0","0"
"藍色會變紅","都會變白","0","2330012","紅色會變藍","1","0","都沒有變化","0","0"
"重心","內心","0","2330015","外心","1","0","中心","0","0"
"綠色","藍色","0","2330016","橘色","1","0","透明","0","0"
"９條","13條","0","2330017","５條","1","0","７條","0","0"
"第31戰","第９戰","0","2330018","第16戰","1","0","第23戰","0","0"
"南三角座","南菱形座","0","2330020","南圓形座","1","0","南四角座","0","0"
"北河三","心宿二","0","2330021","十字架二","1","0","十字架三","0","0"
"量子力學","熱力學","0","2330022","牛頓力學","1","0","流體力學","0","0"
"科氏力","摩擦力","0","2330023","磁力","1","0","萬有引力","0","0"
"示相化石","自然化石","0","2330024","指準化石","1","0","齒石化石","0","0"
"Scalar","Rear","0","2330026","Lasker","1","0","Muller","0","0"
"氨氣","鑽石","0","2330027","乙炔","1","0","銀","0","0"
"997","993","0","2330028","989","1","0","991","0","0"
"蝦紅素","鎧魨毒素","0","2330029","魚毒素","1","0","河魨毒素","0","0"
"電導","亨利","0","2330030","電感","1","0","西門子","0","0"
"Sigma","Delta","0","2330031","Lambda","1","0","Gamma","0","0"
"小熊座","大犬座","0","2330032","大熊座","1","0","小犬座","0","0"
"鈣","鎂","0","2330033","鉀","1","0","鈉","0","0"
"二疊紀","白堊紀","0","2330034","三疊紀","1","0","侏羅紀","0","0"
"鎝","銠","0","2330035","鉬","1","0","碲","0","0"
"180","270","0","2330036","90","1","0","360","0","0"
"示波器","事波器","0","2330037","是波器","1","0","式波器","0","0"
"１弧分","１角","0","2330038","１里","1","0","１公尺","0","0"
"１大氣壓","1013大氣壓","0","2330040","０大氣壓","1","0","10大氣壓","0","0"
"NaCl","SiO2","0","2330041","NaOH","1","0","MgO","0","0"
"２個","１個","0","2330042","３個","1","0","４個","0","0"
"10個","９個","0","2330043","７個","1","0","８個","0","0"
"氧氣","氫氣","0","2330045","氮氣","1","0","二氧化碳","0","0"
"金星","木星","0","2330047","地球","1","0","月球","0","0"
"布羅肯奇景","城市熱島現象","0","2330048","都市蔓延現象","1","0","蠕變現象","0","0"
"抗力點","交點","0","2330049","支點","1","0","施力點","0","0"
"焚風現象","分風現象","0","2330051","粉風現象","1","0","憤風現象","0","0"
"太陽","月","0","2330053","水星","1","0","火星","0","0"
"平流層","對流層","0","2330056","增溫層","1","0","中間層","0","0"
"金星","土星","0","2330057","水星","1","0","火星","0","0"
"假分數","偉分數","0","2330058","偽分數","1","0","倍分數","0","0"
"６分之１","７分之１","0","2330061","４分之１","1","0","５分之１","0","0"
"瑪爾傑海岸","大江戶海岸","0","2331001","神秘海岸","1","0","布里薩海岸","0","0"
"4.5","３","0","2331002","４","1","0","５","0","0"
"真琴","莫妮卡","0","2331003","秋乃","1","0","可可蘿","0","0"
"朵羅西亞溼地","朱諾溼地","0","2331004","南西溼地","1","0","塔利亞溼地","0","0"
"普洛庇那海角","弗泰拉海角","0","2331005","考達海角","1","0","埃斯塔海角","0","0"
"紡車","巴士","0","2410002","電聯車","1","0","公車","0","0"
"新幹線","潛水艇","0","2410003","腳踏車","1","0","救護車","0","0"
"代謝症候群","代卸症候群","0","2410004","帶謝症候群","1","0","代蟹症候群","0","0"
"上網","遊網","0","2410005","繞網","1","0","跑網","0","0"
"Streaming","Hacking","0","2410006","Showrooming","1","0","Suming","0","0"
"光導纖維","水導纖維","0","2410007","闇導纖維","1","0","火導纖維","0","0"
"台北101","世貿大樓","0","2410008","高雄85大樓","1","0","市府轉運站","0","0"
"康乃馨","鬱金香","0","2410009","香豌豆","1","0","高山火絨草","0","0"
"餐前小菜","擦手巾","0","2410011","水杯","1","0","筷子","0","0"
"洗髮帽","防水蓋","0","2410012","河童帽","1","0","護目鏡","0","0"
"半夜哭泣","熬夜","0","2410014","通宵","1","0","連夜逃跑","0","0"
"太平島","東沙島","0","2410015","屏東恆春燈塔路","1","0","蘭嶼","0","0"
"病歷表","計分表","0","2410016","履歷表","1","0","申請表","0","0"
"透視法","方位等距投影","0","2410017","遠遠法","1","0","近近法","0","0"
"安全帽","鎧甲","0","2410018","座位安全帶","1","0","兒童座椅","0","0"
"股東大會","緊急集會","0","2410019","股東集會","1","0","特別大會","0","0"
"天地無用","俯仰天地","0","2410020","天上天下","1","0","天地有情","0","0"
"健康檢查","健康漸查","0","2410022","健抗檢查","1","0","健康檢茶","0","0"
"駕訓班","駕訓室","0","2410024","駕訓所","1","0","駕訓會","0","0"
"直升機","熱氣球","0","2410025","飛機","1","0","滑翔機","0","0"
"Firewall","Climbing Wall","0","2410026","Great Wall","1","0","Chinese Wall","0","0"
"Summer Time","Ecology Time","0","2410027","Spring Time","1","0","Hot Time","0","0"
"博愛座","深藍座","0","2410028","黃金座","1","0","翠綠座","0","0"
"紐約","香港","0","2410030","巴黎","1","0","東京","0","0"
"待針","群針","0","2410031","村針","1","0","懸針","0","0"
"國道八號","國道六號","0","2410032","國道二號","1","0","國道一號","0","0"
"香菇","冬粉","0","2410033","牛奶","1","0","雞蛋","0","0"
"14","7","0","2410036","12","1","0","10","0","0"
"梅花","牡丹","0","2410037","菊花","1","0","百合","0","0"
"八里","五股","0","2410038","陽明山","1","0","淡水","0","0"
"賀年卡","詛咒信","0","2410039","晚夏問候","1","0","盛夏問候","0","0"
"外公","爸爸","0","2410040","奶奶","1","0","媽媽","0","0"
"幸運餅乾","神仙餅乾","0","2410041","紙張餅乾","1","0","好運餅乾","0","0"
"順時針","向南","0","2410042","逆時針","1","0","向北","0","0"
"切末","切片","0","2410048","切丁","1","0","切絲","0","0"
"柚子胡椒","鹽胡椒","0","2410050","白胡椒","1","0","黑胡椒","0","0"
"鯛魚燒","玉子燒","0","2410051","章魚燒","1","0","烤魷魚","0","0"
"滲出水分","失去味道","0","2410052","變成紅色","1","0","崩塌散開","0","0"
"移動推力","移動買力","0","2410053","移動流力","1","0","移動失力","0","0"
"百分之五","百分之七","0","2410054","百分之二十","1","0","百分之十","0","0"
"Espresso","Macchiato","0","2410055","Americano","1","0","Cappuccino","0","0"
"葛餅","水羊羹","0","2410056","年糕紅豆湯","1","0","金鍔","0","0"
"喜馬拉雅山","高加索山脈","0","2410057","阿特拉斯山脈","1","0","藍山山脈","0","0"
"炒蛋","原味歐姆蛋","0","2410058","水煮嫩蛋","1","0","太陽蛋","0","0"
"配料","香料","0","2410059","佐料","1","0","生料","0","0"
"墨丘利財團","姆謝拉爾戈貿易公司","0","2411001","瑪莉涅烏斯財團","1","0","梅肯歐魯結社","0","0"
"巡遊","Let's 提格尼亞！","0","2411002","飯糰雙六","1","0","探險","0","0"
"盧幣","太陽","0","2411003","寶石","1","0","瑪那","0","0"
"步未","璃乃","0","2411004","鈴莓","1","0","珠希","0","0"
"行程表","每日帳","0","2411005","全部跳過","1","0","預定表","0","0"
"妯娌","連襟","0","2420001","姑嫂","1","0","婆媳","0","0"
"900","950","0","2420002","500","1","0","800","0","0"
"Generic","Genesis","0","2420003","Generation","1","0","General","0","0"
"７","９","0","2420004","１","1","0","３","0","0"
"杯墊","袴","0","2420005","茶杯碟","1","0","茶托","0","0"
"連襟","妹婿","0","2420006","妯娌","1","0","弟媳","0","0"
"七福神","八部眾","0","2420008","四天王","1","0","十二神將","0","0"
"WC","WT","0","2420009","TW","1","0","TO","0","0"
"終身壽險","延長壽險","0","2420011","終末壽險","1","0","終期壽險","0","0"
"捐贈者","餽贈者","0","2420012","受贈者","1","0","移植者","0","0"
"茶餐廳","居酒屋","0","2420013","西餐廳","1","0","快餐廳","0","0"
"雪山主峰","雪山北稜角","0","2420014","玉山東峰","1","0","玉山北峰","0","0"
"谷灣","股灣","0","2420016","古灣","1","0","穀灣","0","0"
"空梅","清梅","0","2420017","鬆梅","1","0","散梅","0","0"
"冷害","寒害","0","2420018","水害","1","0","冰害","0","0"
"行李員","球僮","0","2420019","桿弟","1","0","牛仔","0","0"
"甜甜圈","冰淇淋","0","2420020","蛋糕","1","0","可麗餅","0","0"
"2000","100","0","2420021","1000","1","0","500","0","0"
"Inflation","Denomination","0","2420023","Deflation","1","0","Stagnation","0","0"
"司法考試","忍法考試","0","2420025","憲法考試","1","0","違法考試","0","0"
"下雪較多的地區","乾燥地區","0","2420028","氣溫較高的地區","1","0","靠近海的地區","0","0"
"人口減少的狀態","會發生地震的狀態","0","2420029","氣溫較低的狀態","1","0","面積狹小的狀態","0","0"
"洗手碗","清洗碗","0","2420030","洗臉盆","1","0","沙拉盤","0","0"
"！","※","0","2420031","？","1","0","！？","0","0"
"大匙","都一樣","0","2420032","小匙","1","0","茶匙","0","0"
"國道一號","國道四號","0","2420033","國道二號","1","0","國道三號","0","0"
"彩繪玻璃","布簾","0","2420035","太陽眼鏡","1","0","小雙筒望遠鏡","0","0"
"太白粉","葛粉","0","2420036","麵粉","1","0","糯米粉","0","0"
"臭魚乾","鯡魚乾","0","2420039","鹽魚汁","1","0","鳀魚","0","0"
"牛","羊","0","2420040","豬","1","0","雞","0","0"
"8,849公尺","8,611公尺","0","2420042","8,953公尺","1","0","8,586公尺","0","0"
"水餃","蒸餃","0","2420046","炸餃子","1","0","煎餃","0","0"
"檸檬草","皮草","0","2420048","貓草","1","0","木天蓼","0","0"
"米","大豆","0","2420049","馬鈴薯","1","0","小麥","0","0"
"雞肉","羊肉","0","2420051","牛肉","1","0","豬肉","0","0"
"蛋","蔥","0","2420052","雞肉","1","0","炸牡蠣","0","0"
"夏","秋","0","2420053","冬","1","0","春","0","0"
"5cc","12cc","0","2420054","10cc","1","0","3cc","0","0"
"太陽餅","鴨賞","0","2420055","阿給","1","0","臭豆腐","0","0"
"卡布奇諾","愛爾蘭咖啡","0","2420056","美式咖啡","1","0","摩卡","0","0"
"巴拿馬運河","基爾運河","0","2420057","蘇伊士運河","1","0","尼加拉瓜運河","0","0"
"軍艦壽司","氣球捲壽司","0","2420058","客船捲壽司","1","0","馬車捲壽司","0","0"
"綠茶","日本酒","0","2420059","麥茶","1","0","燒酎","0","0"
"Rare","Medium","0","2420060","Well Done","1","0","Medium Rare","0","0"
"生奶油","草莓果醬","0","2420061","棉花糖","1","0","香腸","0","0"
"Mirage Game","Connecting Happy!!","0","2421001","Precious Journey","1","0","Lost Princess","0","0"
"晚霞色的漫步","緊緊相連","0","2421002","Precious Journey","1","0","Connecting Happy!!","0","0"
"５人","２人","0","2421003","３人","1","0","４人","0","0"
"和正","漁夫‧吉克","0","2421004","正和","1","0","和彥","0","0"
"點心","魔物","0","2421005","鐵","1","0","木才","0","0"
"CPU","DOS","0","2430001","GPS","1","0","SSD","0","0"
"六三三四","六三一四","0","2430002","五二三四","1","0","五二一一","0","0"
"3.3平方公尺","6.6平方公尺","0","2430003","4.4平方公尺","1","0","5.5平方公尺","0","0"
"六等親","十等親","0","2430004","三等親","1","0","九等親","0","0"
"B5","B4","0","2430005","A3","1","0","A4","0","0"
"受贈者","餽贈者","0","2430006","捐贈者","1","0","移植者","0","0"
"特留分","遺愛分","0","2430007","遺訓分","1","0","遺令分","0","0"
"CNC","C#","0","2430008","C","1","0","C++","0","0"
"強制汽車責任險","火災險 ","0","2430009","個人年金保險","1","0","車體險","0","0"
"莫哈維沙漠","南極洲荒漠","0","2430010","大盆地沙漠","1","0","撒哈拉沙漠","0","0"
"以糖膜包裹的藥","要去醫院取得的藥","0","2430011","會立即起效果的藥","1","0","價格昂貴難以獲得的藥","0","0"
"流動資產","確定資產","0","2430015","固定資產","1","0","行動資產","0","0"
"成人禮","銀婚典禮","0","2430016","生日","1","0","敬老節","0","0"
"老鼠會","螳螂會","0","2430017","烏鴉會","1","0","水母會","0","0"
"A3","B5","0","2430018","A4","1","0","B4","0","0"
"交通號誌","指示標誌","0","2430019","室內標誌","1","0","警戒標誌","0","0"
"海底","洞穴","0","2430020","平原","1","0","高山","0","0"
"維他命K","維他命A","0","2430021","維他命D ","1","0","維他命C","0","0"
"宜蘭","台東","0","2430022","台南","1","0","桃園","0","0"
"一天中16小時禁食，8小時進食。","一天中6小時禁食，18小時進食。","0","2430023","一天中8小時禁食，16小時進食。","1","0","一天中18小時禁食，6小時進食。","0","0"
"２人","０人","0","2430024","１人","1","0","３人","0","0"
"３人","沒有規定","0","2430025","２人","1","0","１人","0","0"
"戶口名簿","印鑑登記證明書","0","2430026","住民票","1","0","納稅證明書","0","0"
"御手洗","御內儀","0","2430027","御不淨","1","0","御洗淨","0","0"
"衣錦還鄉","創業興家","0","2430028","告老還鄉","1","0","故地重遊","0","0"
"六","三","0","2430029","七","1","0","五","0","0"
"西北","東","0","2430030","東北","1","0","北","0","0"
"占星","印刷","0","2430031","火藥","1","0","指南針","0","0"
"澳洲","義大利","0","2430032","菲律賓","1","0","德國","0","0"
"沒有毒","晚上會自動閉合","0","2430034","受到觸碰時小葉片會閉合","1","0","原產於中南美洲","0","0"
"麵糊","免糊","0","2430041","眠糊","1","0","緬糊","0","0"
"壽喜燒","成吉思汗羊肉","0","2430042","涮涮鍋","1","0","馬鈴薯燉肉","0","0"
"曇花","百合","0","2430043","馬櫻丹","1","0","玫瑰","0","0"
"75","60","0","2430044","70","1","0","65","0","0"
"蒟蒻","芋頭","0","2430046","蕃薯","1","0","馬鈴薯","0","0"
"20歲以上，最高年齡不超過65歲","19歲以上，最高年齡不超過65歲","0","2430047","18歲以上，最高年齡不超過65歲","1","0","22歲以上，最高年齡不超過65歲","0","0"
"鯊魚","海豚","0","2430048","魟魚","1","0","鮪魚","0","0"
"蔥","秋葵","0","2430049","白蘿蔔","1","0","大白菜","0","0"
"鹽水","泥水","0","2430052","真水","1","0","醋","0","0"
"皮蛋","長山核桃","0","2430053","彼得潘","1","0","皮塔餅","0","0"
"新加坡","挪威","0","2430054","荷蘭","1","0","西班牙","0","0"
"麵包丁","果仁糖","0","2430056","法式凍派","1","0","火蔥","0","0"
"桂剝刀法","樫剝刀法","0","2430058","杉剝刀法","1","0","松剝刀法","0","0"
"外郎糕","金鍔","0","2430060","羊羹","1","0","蕨餅","0","0"
"西班牙大鍋飯","馬賽魚湯","0","2430061","千層麵","1","0","歐姆蛋","0","0"
"冒險的啟程","赤裸冒險者","0","2431001","剛出發的冒險者","1","0","冒險的開始","0","0"
"雪的審美會","美之傳教者","0","2431002","美的饗宴","1","0","雪的美麗檢查","0","0"
"毒瘴闇稜","斷崖遺跡","0","2431003","綠龍骸嶺","1","0","蒼海孤塔","0","0"
"回想重組","諾維姆的過往日常","0","2431004","矛依未的回憶","1","0","追憶的回憶","0","0"
"我的色彩STORY","童話故事就在夢中","0","2431005","GREEDY LOVE","1","0","Seize The Day！","0","0"
"Forte","Fox","0","2510003","Fine","1","0","Free","0","0"
"低音提琴","中提琴","0","2510004","大提琴","1","0","小提琴","0","0"
"f","i","0","2510005","g","1","0","d","0","0"
"指揮家","第一小提琴","0","2510006","作曲家","1","0","最年長","0","0"
"10個","20個","0","2510007","５個","1","0","30個","0","0"
"Character Voice","Create Voice","0","2510008","Cuter Voice","1","0","Commercial Voice","0","0"
"首發遊戲","附贈遊戲","0","2510009","殺戮遊戲","1","0","開始遊戲","0","0"
"呆毛","分岔毛","0","2510010","豎捲髮","1","0","華麗髮型","0","0"
"黑白棋","都一樣","0","2510012","將棋","1","0","西洋棋","0","0"
"甲殼素","蛋白質","0","2510013","葉綠素","1","0","葉黃素","0","0"
"秋風","暴風","0","2510014","微風","1","0","北風","0","0"
"颮","季風","0","2510015","颶風","1","0","颱風","0","0"
"頭部","尾部","0","2510016","腹部","1","0","腳","0","0"
"線軸","圓軸","0","2510018","滾筒","1","0","滾輪","0","0"
"喀什米爾","克里米亞","0","2510019","波希米亞","1","0","烏魯木齊","0","0"
"護髮霜","沐浴乳","0","2510022","洗髮精","1","0","潤髮乳","0","0"
"眼睫毛膏","眉筆","0","2510023","腮紅","1","0","眼線筆","0","0"
"Stitch","Scud","0","2510025","Step","1","0","Space","0","0"
"Buyer","Bite","0","2510027","Binder","1","0","Supporting Actor","0","0"
"甲烷","臭氧","0","2510028","氮氣","1","0","二氧化碳","0","0"
"騷靈現象","轉世","0","2510029","引誘","1","0","外質","0","0"
"防曬","除臭","0","2510030","驅蟲","1","0","保濕","0","0"
"圍棋","五子棋","0","2510031","將棋","1","0","麻雀","0","0"
"道德危機","生活危機","0","2510032","生化危機","1","0","金錢危機","0","0"
"山形葉","甘藍菜","0","2510033","花草葉","1","0","地瓜葉","0","0"
"稍微加熱菜刀","讓菜刀生鏽","0","2510035","稍微冷卻菜刀","1","0","讓菜刀沾滿油","0","0"
"７次","６次","0","2510038","９次","1","0","８次","0","0"
"Denier","Pleats","0","2510039","Panir","1","0","Stole","0","0"
"去光水","除法水","0","2510040","去溫水","1","0","除名水","0","0"
"胭脂","香料","0","2510041","醃漬","1","0","菸草","0","0"
"抗老","抗痘","0","2510042","控油","1","0","抗氧化","0","0"
"一對","葫蘆","0","2510043","三條","1","0","同花","0","0"
"自摸","吃","0","2510044","榮","1","0","碰","0","0"
"８月８日","５月５日","0","2510046","７月７日","1","0","６月６日","0","0"
"Caries","Canker","0","2510047","Caribou","1","0","Corrode","0","0"
"平衡氣壓","可以呼吸","0","2510048","裝飾用","1","0","避免造成裂縫","0","0"
"地球到月球","木星到木衛一","0","2510050","火星到火衛二","1","0","土星到土衛六","0","0"
"蛇","鴿子","0","2510051","老鷹","1","0","老虎","0","0"
"以含量多到少","以價格貴到低","0","2510053","以氣味重到輕","1","0","以卡洛里高到低","0","0"
"表演曲目","氣炸鍋","0","2510054","吹風機","1","0","玩家","0","0"
"Disc Jockey","Dream Justice","0","2510056","Digital Joker","1","0","Dance Job","0","0"
"畫面轉暗","後空翻","0","2510057","側翻","1","0","迴轉","0","0"
"Brass Band","Broadband","0","2510058","Big Band","1","0","Husband","0","0"
"鳳梨","榴槤","0","2510059","葡萄","1","0","西瓜","0","0"
"靈異聲音","遭遇聲","0","2510060","爵士聲","1","0","上鎖聲","0","0"
"游泳池","體育館","0","2511001","教職員室","1","0","保健室","0","0"
"５周年","３周年","0","2511002","４周年","1","0","６周年","0","0"
"日和","咲戀","0","2511003","怜","1","0","栞","0","0"
"切嚕～☆","凱留凱留～♪","0","2511004","咕嚕靈波～","1","0","嘟嚕嚕嚕嚕～★","0","0"
"克蕾琪塔之塔","Tower Of 克蕾琪塔","0","2511005","里士滿工之塔","1","0","克蕾琪塔大廈","0","0"
"中指","小拇指","0","2520001","大拇指","1","0","食指","0","0"
"斷骨","剪髮","0","2520002","削皮","1","0","削身","0","0"
"猜子","搶子","0","2520004","摸子","1","0","擲骰","0","0"
"窖","窯","0","2520006","灶","1","0","爐","0","0"
"醋","小蘇打水","0","2520007","酒精","1","0","肥皂水","0","0"
"飛蠅釣","拖竿釣","0","2520009","垂釣","1","0","底釣","0","0"
"古羅馬時代","古希臘時代","0","2520010","新石器時代","1","0","青銅時代","0","0"
"星期日","星期三","0","2520011","星期一","1","0","星期四","0","0"
"野點","支點","0","2520012","露點","1","0","屋點","0","0"
"流蘇","脫線","0","2520013","瀏海","1","0","辮子","0","0"
"無機鹽","鐳","0","2520015","磷","1","0","氚","0","0"
"Pullover","Skort","0","2520016","Leggings","1","0","Over Knee Socks","0","0"
"穀麥","餬","0","2520018","玉米片","1","0","燕麥片","0","0"
"含硫胺基酸","芳香族胺基酸","0","2520020","含碘胺基酸","1","0","脂肪族胺基酸","0","0"
"潛意識廣告","專家推薦廣告","0","2520022","片段廣告","1","0","感官刺激廣告","0","0"
"４根","６根","0","2520023","５根","1","0","８根","0","0"
"畫沙畫","親吻","0","2520024","跳舞","1","0","磨蹭","0","0"
"次女高音","男高音","0","2520025","女中低音","1","0","男中音","0","0"
"液壓","熱力","0","2520026","肌肉爆發力","1","0","彈簧","0","0"
"全身骨頭","全身的毛","0","2520028","全身肌肉","1","0","全身內臟","0","0"
"R Season","U Season","0","2520029","S Season","1","0","T Season","0","0"
"圍棋","將棋","0","2520033","麻將","1","0","花牌","0","0"
"讓手的觸覺更敏感","保持濕潤","0","2520034","愛乾淨","1","0","洗掉寄身蟲","0","0"
"腳底","膝蓋","0","2520035","眼皮","1","0","屁股","0","0"
"0.3公分","0.05公分","0","2520037","0.8公分","1","0","１公分","0","0"
"Speech Balloons","Photo Frame","0","2520038","Cloud Ballons","1","0","Picture Frame","0","0"
"紅心國王","梅花國王","0","2520039","鑽石國王","1","0","黑桃魔王","0","0"
"紫水晶","青金岩","0","2520040","紅寶石","1","0","綠松色","0","0"
"太陽曆 ","御化曆","0","2520042","地球曆 ","1","0","太陰曆","0","0"
"１周年","31周年","0","2520043","11周年","1","0","21周年","0","0"
"平針編織","鎖針編織","0","2520044","長針編織","1","0","短針編織","0","0"
"天和","四暗刻","0","2520045","字一色","1","0","大三元","0","0"
"同花","五同點","0","2520047","順子","1","0","葫蘆","0","0"
"磨墨","磨紙","0","2520048","磨石","1","0","磨筆","0","0"
"香包","花苞","0","2520049","草包","1","0","花包","0","0"
"東北","西南","0","2520050","東南","1","0","西北","0","0"
"圓領套頭衫","轉轉領套頭衫","0","2520051","船領套頭衫","1","0","拳頭領套頭衫","0","0"
"大地色","人偶色系","0","2520052","桃色","1","0","珍珠色","0","0"
"刮痧","熱石按摩","0","2520054","刮骨","1","0","刀療","0","0"
"體香劑","洗碗精","0","2520055","排汗劑","1","0","清潔劑","0","0"
"Choker","Stalker","0","2520056","Woofer","1","0","Sidecar","0","0"
"26組","20組","0","2520058","24組","1","0","30組","0","0"
" Quartet ","Solo","0","2520059","Trio","1","0","Quintet","0","0"
"節拍器","示波器","0","2520060","計時碼錶","1","0","氣壓錶","0","0"
"飛龍","金將","0","2520061","王將","1","0","角行","0","0"
"黃金無限飯糰","頂級的龍尾關東煮","0","2521001","天露金甘水","1","0","雲海的魔物肉","0","0"
"蛋","蜜","0","2521002","白飯","1","0","肉","0","0"
"陶鍋","弓","0","2521003","露營道具","1","0","有我在喔好朋友1號","0","0"
"龍之卵","隆之翼","0","2521004","隆之卵","1","0","龍之翼","0","0"
"在帆稀的房間拍照","和嘉夜一起打掃","0","2521005","從賭場王手中偷出龍之卵","1","0","對帆稀惡作劇","0","0"
"加拉巴哥環企鵝","沒有住在熱帶的企鵝","0","2530001","阿德利企鵝","1","0","國王企鵝","0","0"
"Tide Pool","River","0","2530002","Swimming Pool","1","0","Pond","0","0"
"Houndstooth","Sharktooth","0","2530003","Cattooth","1","0","Cameltooth","0","0"
"龍蝦扣","鴛鴦扣","0","2530004","牛角扣","1","0","琵琶扣","0","0"
"天元","天命","0","2530005","天王","1","0","天心","0","0"
"鑽石","水晶","0","2530006","紅寶石","1","0","藍寶石","0","0"
"Pigeon Blood","Stoke Blood","0","2530009","Crane Blood","1","0","Canary Blood","0","0"
"前調","無調","0","2530010","中調","1","0","後調","0","0"
"Train","Hallen","0","2530012","Brain","1","0","Crane","0","0"
"清湯","醃漬物","0","2530013","生魚片","1","0","白飯","0","0"
"比馬龍效應","巴納姆效應","0","2530014","蔡加尼克效應","1","0","鄧寧-克魯格效應","0","0"
"PA值","PS值","0","2530016","PK值","1","0","PQ值","0","0"
"知情同意","解說同意","0","2530018","知情執行","1","0","解說執行","0","0"
"湯花","湯實","0","2530020","湯草","1","0","湯莖","0","0"
"汞","鎘","0","2530021","鉛","1","0","砷","0","0"
"星位","地圍","0","2530022","八星","1","0","地元","0","0"
"361","289","0","2530023","324","1","0","256","0","0"
"48張","72張","0","2530024","52張","1","0","108張","0","0"
"11月","９月","0","2530025","１月","1","0","５月","0","0"
"舌頭","耳","0","2530028","鼻子","1","0","眼睛","0","0"
