e2ba602177706c417dd858f344e4ffffd3d770fcd11112ec084f733f1f20f49a,021dfb9c473e0c4011378e0310ad65cca874d607c203847f5901131b82f294d8,f90aaaf873df2311908043ee4de95ed57ea37eb1dd59aa33b49c41ab56443f69,6250f826514e615afa11ab7b142208df6665003178b0d02c7d0b22dadfa5d422,033c9f3a0a2651a4693ceaf9b8947e6fbc66a926673613776ab67a4b136919b0,2a63165b2bfe088291100201bda18bcda79a08a2394a9ca982cd36ffb23e2ad0,7c15da98ea50b54f3b90c38edd83518ddb7d4f37e1b82dff29aa02fbfb7cc7d8,c351da0dc935da64c01c9b1945cf432b5803f9531e074b50dd3c73a14a7470fd,1da7391c6db4d03e113b70a66fc40c7a498887330f6cd6e10858e59706371ccc,aed741f3d379b43e0df9c7dd102d1e8aa99667f30a80e9d7644bd8fbe0e2ca14,13e0d331cf15ca2886b44a99a71ec5d26f1c9483cc7ebcd56fe19e454bf49546,d32c715acecd808d29a58fc040c11c3ec0e97f4ca26ad2175cab7dc4566d6890,fe82e3d54bfd1cc2f8595a7f8324edd40bfca1db64e71ec197f7bb75ba5b0cf3
"vo_minigame_1012_start_104","0","0","1102","1","1","1","別放棄！","0","0","3","13110202","0"
"vo_minigame_1012_start_105","0","0","1102","1","1","1","要挽回劣勢！","0","0","3","13110203","0"
"vo_minigame_1012_start_106","2","0","1103","1","1","1","來，下一題！","4","0","3","13110301","0"
"vo_minigame_1012_start_107","2","0","1103","1","1","1","冷靜點！","4","0","3","13110302","0"
"vo_minigame_1012_start_108","2","0","1103","1","7","7","這題會回答嗎？","4","0","3","13110303","0"
"vo_minigame_1012_start_109","5","0","1103","1","2","2","還不能鬆懈！","7","0","3","13110304","0"
"vo_minigame_1012_start_110","5","0","1103","1","1","1","好了，下一題！","7","0","3","13110305","0"
"vo_minigame_1012_start_111","5","0","1103","1","8","8","還沒完喔！","7","0","3","13110306","0"
"vo_minigame_1012_start_112","8","0","1103","1","2","2","集中精神到最後一刻！","10","0","3","13110307","0"
"vo_minigame_1012_start_113","8","0","1103","1","8","8","最後衝刺！","10","0","1","13110308","0"
"vo_minigame_1012_start_114","8","0","1103","1","1","1","撐到最後！","10","0","1","13110309","0"
"vo_minigame_1012_start_115","2","0","1104","1","2","2","這可不能隨便選！","2","0","3","13110401","0"
"vo_minigame_1012_start_116","2","0","1104","1","7","7","哪個是正確答案呢？","2","0","3","13110402","0"
"vo_minigame_1012_start_117","2","0","1104","1","1","1","正解只有一個！","2","0","3","13110403","0"
"vo_minigame_1012_start_118","1","0","1104","1","3","3","是哪個呢？","1","0","3","13110404","0"
"vo_minigame_1012_start_119","1","0","1104","1","2","2","猶豫的時候就靠運氣！","1","0","3","13110405","0"
"vo_minigame_1012_start_120","1","0","1104","1","5","5","〇？還是×？","1","0","3","13110406","0"
"vo_minigame_1012_start_121","3","0","1104","1","1","1","請選擇幾個答案。","3","0","3","13110407","0"
"vo_minigame_1012_start_122","3","0","1104","1","0","0","有複數個答案！","3","0","3","13110408","0"
"vo_minigame_1012_start_123","3","0","1104","1","3","3","答案有幾個呢？","3","0","3","13110409","0"
"vo_minigame_1012_start_127","0","0","1105","1","1","1","看來你準備好了。","0","0","3","13110501","0"
"vo_minigame_1012_start_128","0","0","1105","1","10","10","好熟悉的題目呢！","0","0","3","13110502","0"
"vo_minigame_1012_start_129","0","0","1105","1","8","8","之前有答對喔。","0","0","3","13110503","0"
"vo_minigame_1012_start_124","0","0","1106","1","3","3","這題會回答嗎？","0","0","3","13110601","0"
"vo_minigame_1012_start_125","0","0","1106","1","3","3","還沒答對呢。","0","0","3","13110602","0"
"vo_minigame_1012_start_126","0","0","1106","1","1","1","挑戰，首次答對！","0","0","3","13110603","0"
"vo_minigame_1012_start_130","0","0","1107","1","8","8","到目前為止都很完美喔！","0","0","3","13110701","0"
"vo_minigame_1012_start_131","0","0","1107","1","7","7","最後就俐落地解決吧！","0","0","3","13110702","0"
"vo_minigame_1012_start_132","0","0","1108","1","3","3","下一題再錯的話……","0","0","3","13110801","0"
"vo_minigame_1012_start_133","0","0","1108","1","2","2","都最後了，答對一題吧！","0","0","3","13110802","0"
"vo_minigame_1012_correct_100","0","0","1201","1","1","1","答對了！","0","0","3","13120101","0"
"vo_minigame_1012_correct_101","0","0","1201","1","7","7","很行嘛！","0","0","3","13120102","0"
"vo_minigame_1012_correct_102","0","0","1201","1","8","8","不錯喔！","0","0","3","13120103","0"
"vo_minigame_1012_correct_103","0","0","1201","1","1","1","就是那個！","0","0","3","13120104","0"
"vo_minigame_1012_correct_104","0","0","1201","1","1","1","可以的！","0","0","3","13120105","0"
"vo_minigame_1012_correct_105","0","0","1201","1","8","8","很好！","0","0","3","13120106","0"
"vo_minigame_1012_correct_106","0","0","1201","1","7","7","完美！","0","0","3","13120107","0"
"vo_minigame_1012_correct_110","0","8","1202","1","5","5","好快！","3000","0.01","3","13120201","0"
"vo_minigame_1012_correct_111","0","0","1202","1","5","5","厲害！","3000","0","3","13120202","0"
"vo_minigame_1012_correct_112","3001","0","1202","1","7","7","節奏不錯喔！","6000","0","3","13120203","0"
"vo_minigame_1012_correct_113","3001","0","1202","1","1","1","速度真快！","6000","0","3","13120204","0"
"vo_minigame_1012_correct_114","3001","0","1202","1","8","8","太棒了！","6000","0","3","13120205","0"
"vo_minigame_1012_correct_116","13333","0","1202","1","1","1","有點猶豫了嗎？","-1","0","3","13120206","0"
"vo_minigame_1012_correct_120","0","8","1203","1","5","5","你是天才嗎！？","0","0.01","3","13120301","0"
"vo_minigame_1012_correct_124","0","0","1204","1","1","1","你記得呢！","0","0","3","13120401","0"
"vo_minigame_1012_correct_126","0","0","1204","1","7","7","好像很完美喔！","0","0","3","13120402","0"
"vo_minigame_1012_correct_121","0","0","1205","1","8","8","答對了呢！","0","0","3","13120501","0"
"vo_minigame_1012_correct_122","0","0","1205","1","8","8","那就是正確答案！","0","0","3","13120502","0"
"vo_minigame_1012_correct_127","3","0","1206","1","5","5","又答對了！","-1","0","3","13120601","0"
"vo_minigame_1012_correct_130","3","0","1207","1","1","1","勝負現在開始！","-1","0","3","13120701","0"
"vo_minigame_1012_incorrect_100","0","0","1301","1","4","4","答錯了！","0","0","3","13130101","0"
"vo_minigame_1012_incorrect_101","0","0","1301","1","2","2","不對！","0","0","3","13130102","0"
"vo_minigame_1012_incorrect_102","0","0","1301","1","3","3","不對耶……！","0","0","3","13130103","0"
"vo_minigame_1012_incorrect_103","0","0","1301","1","4","4","搞砸了……！","0","0","3","13130104","0"
"vo_minigame_1012_incorrect_104","0","0","1301","1","4","4","唉呀……！","0","0","3","13130105","0"
"vo_minigame_1012_incorrect_105","0","6","1301","1","3","3","可惜……！","0","0.01","3","13130106","0"
"vo_minigame_1012_incorrect_106","0","0","1301","1","2","2","下一題一定可以！","0","0","3","13130107","0"
"vo_minigame_1012_incorrect_110","0","0","1302","1","3","3","冷靜點！？","3000","0","3","13130201","0"
"vo_minigame_1012_incorrect_111","0","8","1302","1","6","6","剛才是怎麼了！？","3000","0.01","3","13130202","0"
"vo_minigame_1012_incorrect_112","3001","0","1302","1","3","3","不要急！","6000","0","3","13130203","0"
"vo_minigame_1012_incorrect_113","3001","0","1302","1","2","2","慢慢來就行了！","6000","0","3","13130204","0"
"vo_minigame_1012_incorrect_114","3001","0","1302","1","2","2","比起速度，答對更重要！","6000","0","3","13130205","0"
"vo_minigame_1012_incorrect_115","20000","0","1302","1","5","5","想太多了嗎？","-1","0","3","13130206","0"
"vo_minigame_1012_incorrect_120","0","0","1303","1","9","9","這樣沒辦法……","0","0","3","13130301","0"
"vo_minigame_1012_incorrect_121","0","6","1304","1","3","3","是你之前答對的題目喔？","0","0.01","3","13130401","0"
"vo_minigame_1012_incorrect_122","0","2","1304","1","6","6","有好好複習嗎？","0","0.01","3","13130402","0"
"vo_minigame_1012_incorrect_124","0","0","1305","1","1","1","有一部分對了！","0","0","3","13130501","0"
"vo_minigame_1012_incorrect_125","0","0","1305","1","5","5","嗯～真可惜！","0","0","3","13130502","0"
"vo_minigame_1012_hint_100","0","0","1401","1","3","3","如何……？","0","0","3","13140101","0"
"vo_minigame_1012_hint_101","0","0","1401","1","10","10","會回答嗎？","0","0","3","13140102","0"
"vo_minigame_1012_hint_102","0","2","1401","1","3","3","唔～嗯……","0","0.01","3","13140103","0"
"vo_minigame_1012_hint_103","0","0","1401","1","1","1","來，是哪個？","0","0","3","13140104","0"
"vo_minigame_1012_hint_104","0","0","1401","1","1","1","想一想……","0","0","3","13140105","0"
"vo_minigame_1012_hint_105","0","0","1401","1","6","6","你睡著了？","0","0","3","13140106","0"
"vo_minigame_1012_hint_106","0","0","1401","1","2","2","喂～","0","0","3","13140107","0"
"vo_minigame_1012_hint_107","0","0","1401","1","2","2","最差就是靠運氣了！","0","0","3","13140108","0"
"vo_minigame_1012_hint_108","0","0","1401","1","2","2","別分心啦！","0","0","3","13140109","0"
"vo_minigame_1012_hint_110","0","6","1402","1","3","3","好難啊……","0","0.01","3","13140201","0"
"vo_minigame_1012_hint_111","0","0","1402","1","3","3","好難啊……","0","0","3","13140202","0"
"vo_minigame_1012_hint_112","0","0","1402","1","9","9","要靠直覺嗎……？","0","0","3","13140203","0"
"vo_minigame_1012_hint_113","3001","11","1501","1","7","7","給你提示！","20000","0.01","3","13150101","0"
"vo_minigame_1012_hint_114","3001","0","1501","1","1","1","這樣能曉得嗎？","20000","0","3","13150102","0"
"vo_minigame_1012_hint_115","3001","11","1501","1","7","7","這可是特別服務！","20000","0.01","3","13150103","0"
"vo_minigame_1012_hint_116","0","0","1501","1","5","5","已經要求助了？","3000","0","3","13150104","0"
"vo_minigame_1012_hint_117","0","0","1501","1","9","9","真拿你沒辦法～","3000","0","3","13150105","0"
"vo_minigame_1012_tap_100","1","5","1601","1","10","10","什麼啦？","4","0.01","3","13160101","0"
"vo_minigame_1012_tap_101","1","5","1601","1","10","10","要我借你橡皮擦嗎？","4","0.01","3","13160102","0"
"vo_minigame_1012_tap_102","5","0","1601","1","4","4","這到底是怎樣啦？","9","0","3","13160103","0"
"vo_minigame_1012_tap_103","5","0","1601","1","6","6","沾到灰塵了嗎？","9","0","3","13160104","0"
"vo_minigame_1012_tap_104","10","1","1601","1","2","2","我差不多要發火了喔！","-1","0.01","3","13160105","0"
"vo_minigame_1012_tap_105","10","1","1601","1","2","2","你是要摸幾次！！","-1","0.01","3","13160106","0"
"vo_minigame_1012_select_100","0","0","2001","1","1","1","要學習哪個科目呢？\n請選擇吧！","0","0","3","13200101","0"
"vo_minigame_1012_select_101","0","0","2001","1","8","8","你很勤奮學習呢！\n那麼要選哪科呢？","0","0","3","13200102","0"
"vo_minigame_1012_select_102","0","7","2001","1","8","4","學習，學習，真有趣～♪\n……！快、快選啦！","0","3.03","3","13200103","0"
"vo_minigame_1012_archive_100","0","0","4001","1","1","1","可以回顧之前學過的內容喔，\n答錯的題目也能在這裡複習！","0","0","3","13400101","0"
"vo_minigame_1012_correct_207","0","4","1201","2","2","2","太好了，得到〇了～♪","0","0.01","1","21120101","0"
"vo_minigame_1012_correct_208","0","4","1201","2","2","2","太好了，秀才♪","0","0.01","1","21120102","0"
"vo_minigame_1012_correct_209","0","4","1201","2","3","3","不愧是秀才♪","0","0.01","1","21120103","0"
"vo_minigame_1012_correct_215","13333","0","1202","2","5","5","答對了……！","-1","0","1","21120201","0"
"vo_minigame_1012_correct_217","13333","0","1202","2","6","6","喔，答對了？","-1","0","1","21120202","0"
"vo_minigame_1012_correct_218","0","0","1203","2","6","6","好厲害～！","0","0","1","21120301","0"
"vo_minigame_1012_correct_219","0","4","1203","2","2","2","答對了～♪","0","0.01","1","21120302","0"
"vo_minigame_1012_correct_225","0","0","1204","2","2","2","記起來了～","0","0","1","21120401","0"
"vo_minigame_1012_correct_223","0","0","1205","2","4","4","終於答對了～！","0","0","1","21120501","0"
"vo_minigame_1012_correct_228","3","4","1206","2","2","2","超嗨～♪","-1","0.01","1","21120601","0"
"vo_minigame_1012_correct_231","3","0","1207","2","3","3","開始逆轉！","-1","0","1","21120701","0"
"vo_minigame_1012_incorrect_207","0","6","1301","2","9","9","氣氛低迷～","0","0.01","1","21130101","0"
"vo_minigame_1012_incorrect_208","0","0","1301","2","4","4","不對嗎？","0","0","1","21130102","0"
"vo_minigame_1012_incorrect_209","0","0","1301","2","4","4","好像不對吧？","0","0","1","21130103","0"
"vo_minigame_1012_incorrect_216","20000","0","1302","2","4","4","太慢了嗎？","-1","0","1","21130201","0"
"vo_minigame_1012_incorrect_217","20000","0","1302","2","8","8","我發呆了……！","-1","0","1","21130202","0"
"vo_minigame_1012_incorrect_218","0","6","1303","2","4","4","太嚴苛了～","0","0.01","1","21130301","0"
"vo_minigame_1012_incorrect_219","0","0","1303","2","8","8","難到翻呢～","0","0","1","21130302","0"
"vo_minigame_1012_incorrect_223","0","0","1304","2","6","6","咦？答錯了……？","0","0","1","21130401","0"
"vo_minigame_1012_incorrect_226","0","0","1305","2","8","8","就只差一點點了……！","0","0","1","21130501","0"
"vo_minigame_1012_result_2000","10","0","3001","2","6","0","厲害，全是〇嘛……！\n維持這個步調教人家的話，\n感覺人家腦袋也會變好～！","10","3.32","1","21300101","1"
"vo_minigame_1012_result_2001","10","3","3001","2","6","2","咦？只有〇……？\n原來真的有人考得到滿分……\n秀才真的好厲害……！","10","6.5","1","21300102","1"
"vo_minigame_1012_result_2002","10","5","3001","2","3","6","滿分嘛！好讚～！\n這對秀才來說\n該不會太簡單了？","10","3.1","1","21300103","1"
"vo_minigame_1012_result_2003","10","11","3001","2","3","2","很俐落地解決了呢！\n秀才，謝謝你教人家讀書～♪","10","2.06","1","21300104","2"
"vo_minigame_1012_result_2004","10","0","3001","2","3","7","即使是很難的題目也全對！\n太讓人激動了！\n秀才頭腦超好～","10","4.45","1","21300105","2"
"vo_minigame_1012_result_2005","10","11","3001","2","2","2","呀哈，考滿分耶！\n連一起讀書的人家都心情好好！","10","0.01","1","21300106","2"
"vo_minigame_1012_result_2006","10","11","3001","2","2","3","秀才，完美的滿分！\n這根本是最強的了！\n來吧，擊掌～！","10","6.64","1","21300107","3"
"vo_minigame_1012_result_2007","10","0","3001","2","6","6","秀才太完美了，\n變得好耀眼啊！\n只有〇是怎麼回事！？","10","0","1","21300108","3"
"vo_minigame_1012_result_2008","10","0","3001","2","6","7","題目超難也考了滿分嘛……！\n秀才老師真的很厲害！\n之後也要拜託你囉～","10","5.76","1","21300109","3"
"vo_minigame_1012_result_2009","7","0","3001","2","6","6","秀才，\n這該不會對你來說很輕鬆？\n都是答對的耶！","9","0","1","21300110","1"
"vo_minigame_1012_result_2010","7","0","3001","2","2","7","好多個〇，笑死～\n話說秀才好會教！\n超級淺顯易懂的♪","9","2.59","1","21300111","1"
"vo_minigame_1012_result_2011","7","11","3001","2","2","3","有這麼多〇的話，\n心情就很好呢♪\n下次來拿滿分吧～！","9","4.09","1","21300112","1"
"vo_minigame_1012_result_2012","7","0","3001","2","2","3","距離滿分只差一點了嘛！\n不愧是秀才！\n心情都嗨起來了～","9","2.47","1","21300113","2"
"vo_minigame_1012_result_2013","7","11","3001","2","3","3","呀哈，答對好多～\n真是的，下次就滿分了吧！\n心情都嗨起來了呢♪","9","0.01","1","21300114","2"
"vo_minigame_1012_result_2014","7","0","3001","2","2","2","多虧秀才，\n人家也更懂了一些！","9","0","1","21300115","2"
"vo_minigame_1012_result_2015","7","0","3001","2","6","2","雖然題目超難，\n但也都是〇嘛……！\n秀才真的好可靠！","9","3.45","1","21300116","3"
"vo_minigame_1012_result_2016","7","0","3001","2","3","3","要追上秀才老師，\n並追過他！\n人家也要加油～！","9","0","1","21300117","3"
"vo_minigame_1012_result_2017","7","0","3001","2","2","3","雖然題目超難，\n但只差一點就滿分了！\n真是的～都這麼高分了，\n那也只能繼續拚了吧！","9","4","1","21300118","3"
"vo_minigame_1012_result_2018","4","0","3001","2","6","0","喔！還有一半，\n人家也\n再繼續加油一下吧！","6","0.92","1","21300119","1"
"vo_minigame_1012_result_2019","4","0","3001","2","0","3","雖然還有搞不懂的題目，\n但分數不差吧？\n心情也嗨起來了，\n下次能考更高分吧？","6","4.36","1","21300120","1"
"vo_minigame_1012_result_2020","4","0","3001","2","6","2","大概一半吧？\n那好戲現在才上場呢！\n專心，專心！","6","2.35","1","21300121","1"
"vo_minigame_1012_result_2021","4","0","3001","2","0","2","這樣是一半左右？\n好，總之避開不及格了！\n好耶～！","6","2.13","1","21300122","2"
"vo_minigame_1012_result_2022","4","0","3001","2","0","2","還有一半呢！\n加油加油，秀才！\n人家也在努力～！","6","2.38","1","21300123","2"
"vo_minigame_1012_result_2023","4","0","3001","2","4","0","唔嗯～果然很難呢。\n不過有一半是〇，\n感覺可以呢！","6","3.5","1","21300124","2"
"vo_minigame_1012_result_2024","4","0","3001","2","0","6","大概答對一半？\n這就表示，\n再一半就滿分了嘛！","6","2.25","1","21300125","3"
"vo_minigame_1012_result_2025","4","0","3001","2","3","6","秀才，你很行嘛！\n咦？目標是更高分？\n那人家也要加油！","6","2.14","1","21300126","3"
"vo_minigame_1012_result_2026","4","0","3001","2","6","2","題目難到翻，\n卻答對了一半……！？\n秀才狀況真棒！","6","3.75","1","21300127","3"
"vo_minigame_1012_result_2027","1","5","3001","2","4","10","難到爆呢～\n……咦？這算簡單的嗎？\n嘿嘿，騙人～？","3","2.53","1","21300128","1"
"vo_minigame_1012_result_2028","1","9","3001","2","4","4","那個那個，秀才，\n你不用配合人家，\n故意考低分喔？","3","0.01","1","21300129","1"
"vo_minigame_1012_result_2029","1","0","3001","2","0","3","暖身就到此結束……\n秀才，接下來要認真囉！","3","2.93","1","21300130","1"
"vo_minigame_1012_result_2030","1","4","3001","2","0","3","啊，秀才，\n你分數跟人家一樣嘛！\n我們一起被當吧～♪","3","4.26","1","21300131","2"
"vo_minigame_1012_result_2031","1","0","3001","2","10","10","我看看……\n再教人家一次的話，\n感覺下次就能考更高喔！","3","0","1","21300132","2"
"vo_minigame_1012_result_2032","1","5","3001","2","9","0","人家也完全看不懂～\n哪裡錯了呢……？\n要再學習一次看看嗎？","3","4.98","1","21300133","2"
"vo_minigame_1012_result_2033","1","9","3001","2","4","4","題目難到爆真的完全不懂……\n怎麼辦……\n秀才，救救人家～","3","0.01","1","21300134","3"
"vo_minigame_1012_result_2034","1","6","3001","2","4","4","好像不及格了？\n唔嗯～機會難得，\n就跟人家一起加油吧！","3","0.01","1","21300135","3"
"vo_minigame_1012_result_2035","1","11","3001","2","4","10","果然很難呢……\n不過也不是0分，\n沒關係的吧！","3","2.51","1","21300136","3"
"vo_minigame_1012_result_2036","0","0","3001","2","0","6","好，結果是……\n呃，0分是真的假的！？\n秀才，你怎麼了？","0","2.54","1","21300137","1"
"vo_minigame_1012_result_2037","0","5","3001","2","2","10","秀才是故意拿0分的吧？\n不是嗎？真的～？","0","4.08","1","21300138","1"
"vo_minigame_1012_result_2038","0","0","3001","2","6","4","秀才，你是0分呢……\n乾脆換人家來教你讀書吧……？","0","3.41","1","21300139","1"
"vo_minigame_1012_result_2039","0","0","3001","2","10","8","嗯……\n完全搞不懂！\n不過讀書這回事，\n老是這樣吧！","0","4.1","1","21300140","2"
"vo_minigame_1012_result_2040","0","4","3001","2","6","2","這些我們學過嗎？\n秀才也不記得？\n那就沒辦法了吧！\n繼續考吧，繼續！","0","5.8","1","21300141","2"
"vo_minigame_1012_result_2041","0","3","3001","2","10","8","那個那個，全部是×的狀況，\n這也很稀有吧？\n不能開心嗎？","0","4.6","1","21300142","2"
"vo_minigame_1012_result_2042","0","0","3001","2","10","2","人家知道題目很難了！\n這也算有前進一步了……對吧？\n下次再加油吧！","0","6.04","1","21300143","3"
"vo_minigame_1012_result_2043","0","4","3001","2","9","3","0分……！不過不過，\n我們的心情是滿分嘛♪\n秀才，再挑戰一次吧！","0","1.92","1","21300144","3"
"vo_minigame_1012_result_2044","0","0","3001","2","7","7","跟秀才同分，\n人家好像有點高興喔？\n一起從0開始加油吧～！","0","0","1","21300145","3"
"vo_minigame_1012_correct_232","0","0","1201","2","2","2","欸嘿嘿～","0","0","2","22120101","0"
"vo_minigame_1012_correct_233","0","0","1201","2","6","6","哦～","0","0","2","22120102","0"
"vo_minigame_1012_correct_234","0","0","1201","2","3","3","答對～♪","0","0","2","22120103","0"
"vo_minigame_1012_correct_235","0","0","1202","2","2","2","咻～！","3000","0","2","22120201","0"
"vo_minigame_1012_correct_236","0","0","1202","2","2","2","真行～！","3000","0","2","22120202","0"
"vo_minigame_1012_correct_237","3001","0","1202","2","3","3","好耶～","6000","0","2","22120203","0"
"vo_minigame_1012_correct_238","13333","0","1202","2","6","6","千鈞一髮～！","-1","0","2","22120204","0"
"vo_minigame_1012_correct_239","0","0","1203","2","7","7","怎麼樣啊！","0","0","2","22120301","0"
"vo_minigame_1012_correct_241","0","4","1204","2","3","3","對吧♪","0","0.01","2","22120401","0"
"vo_minigame_1012_correct_240","0","0","1205","2","6","6","答對了！","0","0","2","22120501","0"
"vo_minigame_1012_correct_242","3","0","1206","2","2","2","超強～","-1","0","2","22120601","0"
"vo_minigame_1012_correct_243","3","0","1207","2","5","5","可不會輸的～","-1","0","2","22120701","0"
"vo_minigame_1012_incorrect_227","0","0","1301","2","4","4","不行嗎？","0","0","2","22130101","0"
"vo_minigame_1012_incorrect_228","0","6","1301","2","4","4","失望……！","0","0.01","2","22130102","0"
"vo_minigame_1012_incorrect_229","0","0","1301","2","5","5","嗯嗯……！","0","0","2","22130103","0"
"vo_minigame_1012_incorrect_231","0","0","1302","2","6","6","咦咦……！？","3000","0","2","22130202","0"
"vo_minigame_1012_incorrect_232","3001","0","1302","2","4","4","唉呀～","6000","0","2","22130203","0"
"vo_minigame_1012_incorrect_233","20000","0","1302","2","4","4","等等人家～","-1","0","2","22130204","0"
"vo_minigame_1012_incorrect_234","0","0","1303","2","9","9","難到翻～","0","0","2","22130301","0"
"vo_minigame_1012_incorrect_235","0","0","1304","2","10","10","是什麼來著？","0","0","2","22130401","0"
"vo_minigame_1012_incorrect_236","0","0","1305","2","5","5","不甘心～","0","0","2","22130501","0"
"vo_minigame_1012_time_200","20000","3","1701","2","6","6","好像快結束了！","30000","0.01","2","22170101","0"
"vo_minigame_1012_time_201","20000","9","1701","2","5","5","得加快腳步……！","30000","0.01","2","22170102","0"
"vo_minigame_1012_result_2045","20","4","3001","2","2","3","〇超多的，笑死～\n秀才很順地一直答題，\n真的好帥喔♪","-1","2.81","2","22300101","1"
"vo_minigame_1012_result_2046","20","11","3001","2","3","2","分數很好看嘛！\n這對秀才來說，\n該不會太簡單了吧？","-1","2.31","2","22300102","1"
"vo_minigame_1012_result_2047","20","11","3001","2","3","3","呀哈，已經很完美了呢♪\n希望你也能教人家其他題目～\n接著要不要挑戰難一點的？","-1","0.01","2","22300103","1"
"vo_minigame_1012_result_2048","20","11","3001","2","6","7","都是些難題，\n但有好多〇耶……！\n不愧是秀才老師～！","-1","4.33","2","22300104","2"
"vo_minigame_1012_result_2049","20","0","3001","2","6","2","只不過是一起讀書，\n人家就感覺\n自己也變聰明了……！\n真的很感謝！","-1","5.73","2","22300105","2"
"vo_minigame_1012_result_2050","20","8","3001","2","6","6","這是很難的題目吧？\n為什麼那麼輕鬆就答出來了？\n秀才太厲害了！","-1","0.01","2","22300106","2"
"vo_minigame_1012_result_2051","20","0","3001","2","6","3","明明難翻天了，\n卻一瞬間就回答出來……！\n秀才你的頭腦太好了吧？","-1","4.02","2","22300107","3"
"vo_minigame_1012_result_2052","20","11","3001","2","2","3","答對，答對，全都答對～\n呀哈哈，好厲害！\n不愧是秀才！\n擊掌～！","-1","5.24","2","22300108","3"
"vo_minigame_1012_result_2053","20","4","3001","2","2","3","你教了人家這麼多，\n考試已經很輕鬆了吧！\n秀才，真的很謝謝你♪","-1","4.6","2","22300109","3"
"vo_minigame_1012_result_2054","20","0","3001","2","6","10","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","-1","5.57","2","22300110","1"
"vo_minigame_1012_result_2054","20","0","3001","2","6","10","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","-1","5.57","2","22300112","2"
"vo_minigame_1012_result_2054","20","0","3001","2","6","10","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","-1","5.57","2","22300114","3"
"vo_minigame_1012_result_2056","15","0","3001","2","2","2","題目超多的，\n秀才卻俐落地一一回答了出來，\n超級可靠的！","19","0","2","22300116","1"
"vo_minigame_1012_result_2057","15","11","3001","2","6","3","喔～不愧是秀才！\n〇的數量也超秀才的呢♪\n耶～！","19","5.23","2","22300117","1"
"vo_minigame_1012_result_2058","15","11","3001","2","3","2","秀才，你拿了好多〇嘛♪\n你教人家的東西，\n人家好像也記了很多喔？","19","3.23","2","22300118","1"
"vo_minigame_1012_result_2059","15","10","3001","2","3","7","狠嗨的分數嘛！\n總之先來個驕傲的表情吧？\n預備～怎麼樣啊……！","19","6","2","22300119","2"
"vo_minigame_1012_result_2060","15","0","3001","2","7","7","漸漸開始能答出很難的題目，\n好開心喔～\n有點感動～","19","0","2","22300120","2"
"vo_minigame_1012_result_2061","15","0","3001","2","6","6","回答了這麼多題，\n秀才的腦筋都不會秀逗嗎？\n厲害……！","19","0","2","22300121","2"
"vo_minigame_1012_result_2062","15","3","3001","2","6","2","哇哇，都是〇……！\n狀態這麼好的話，\n下次可以拿到20分吧？","19","3.06","2","22300122","3"
"vo_minigame_1012_result_2063","15","0","3001","2","6","5","〇竟然有15個以上……！\n這難翻天了說，超厲害～\n人家也得多努力！","19","5.74","2","22300123","3"
"vo_minigame_1012_result_2064","15","0","3001","2","6","3","好厲害的集中力……！\n對秀才來說，\n越難的題目\n該不會越能燃起鬥志？","19","2.67","2","22300124","3"
"vo_minigame_1012_result_2067","10","0","3001","2","3","3","呀哈，感覺不錯！\n答出了很多題目，\n這就是人家說的……\n讀書的成果吧♪","14","0","2","22300131","1"
"vo_minigame_1012_result_2068","10","0","3001","2","2","2","〇有10個以上呢♪\n多虧有秀才，\n人家的腦袋，\n也稍微變好了一些吧？","14","0","2","22300132","1"
"vo_minigame_1012_result_2069","10","0","3001","2","10","2","答對了很多吧？\n果然〇越多的話，\n心情就會越嗨呢～","14","2.28","2","22300133","1"
"vo_minigame_1012_result_2070","10","0","3001","2","2","2","讀書這回事啊，\n一發現自己懂了之後，\n就還蠻開心的呢！","14","0","2","22300134","2"
"vo_minigame_1012_result_2071","10","0","3001","2","6","2","答對了10題以上！？\n步調很不錯嘛？\n很順利，很順利～","14","2.1","2","22300135","2"
"vo_minigame_1012_result_2072","10","0","3001","2","2","3","答對了好多！\n就算是困難的題目，\n只要和秀才在一起就不可怕♪","14","2.13","2","22300136","2"
"vo_minigame_1012_result_2073","10","0","3001","2","7","7","這種難翻天的題目也能教會人家，\n秀才超貼心的，真的很謝謝你！\n我們一起加油吧♪","14","0","2","22300137","3"
"vo_minigame_1012_result_2074","10","0","3001","2","6","6","題目明明難翻天了，\n卻有好多〇，\n秀才太厲害了吧？","14","0","2","22300138","3"
"vo_minigame_1012_result_2075","10","0","3001","2","6","5","題目難翻天還能這麼快答完，\n很厲害嘛……？\n人家也要加油追上你！","14","4.21","2","22300139","3"
"vo_minigame_1012_result_2078","5","0","3001","2","0","3","還不錯嘛？\n不過不過，\n秀才和人家的話，\n感覺還能表現得更好！","9","1.94","2","22300146","1"
"vo_minigame_1012_result_2079","5","0","3001","2","4","0","好想要更多〇呢……\n看來也只能腳踏實地學習了，\n能再教人家一次嗎？","9","2.28","2","22300147","1"
