8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"106582","19","106132","106551","106131","106133","106282","104001"
"106583","20","106133","106552","106132","107131","106343","104001"
"107581","21","107131","106553","106133","107132","107341","104001"
"107582","22","107132","107551","107131","107133","107342","104001"
"107583","23","107133","107552","107132","108131","107343","104001"
"108581","24","108131","107553","107133","108132","108281","104001"
"108582","25","108132","108551","108131","108133","108492","104001"
"108583","26","108133","108552","108132","108134","108283","104001"
"108584","27","108134","108553","108133","109131","108284","104001"
"109551","28","109131","108554","108134","109132","109281","104001"
"109552","29","109132","109551","109131","109133","109282","104001"
"109553","30","109133","109552","109132","109134","109283","104001"
"109554","31","109134","109553","109133","10013032","109284","104001"
"10055032","32","10013032","109554","109134","10013033","10028032","104001"
"10055033","33","10013033","10055032","10013032","10013034","10028033","104001"
"10055034","34","10013034","10055033","10013033","999999","10028034","104001"
"101611","1","101251","101611","101521","101251","101371","104201"
"101611","2","102251","101611","102461","102252","102371","104201"
"102612","3","102252","102611","102521","103251","102372","104201"
"102614","4","103251","102613","103521","103252","103521","104201"
"103612","5","103252","103611","103461","103222","103371","104201"
"103613","6","103222","103613","103522","104251","103372","104201"
"103583","7","104521","103613","103614","104252","104371","104201"
"104581","8","104252","103614","104461","104253","104372","104201"
"104582","9","104253","104611","104372","104254","104523","104201"
"104613","10","104254","104612","104462","105251","104373","104201"
"105581","11","105251","104613","104463","105252","105371","104201"
"105582","12","105252","105611","105521","105253","105522","104201"
"105583","13","105253","105612","105522","105254","105462","104201"
"105584","14","105254","105613","105462","105255","105374","104201"
"105585","15","105255","105614","105374","105256","105463","104201"
"105586","16","105256","105615","105463","105257","105376","104201"
"105587","17","105257","105616","105376","106251","105464","104201"
"106581","18","106251","105617","105464","106252","106461","104201"
"106582","19","106252","106611","106461","106253","106521","104201"
"106583","20","106253","106612","106372","107251","106462","104201"
"107581","21","107251","106613","106462","107252","107461","104201"
"107582","22","107252","107611","107461","107253","107462","104201"
"107583","23","107253","107612","107462","108251","107463","104201"
"108581","24","108251","107613","107463","108252","108371","104201"
"108582","25","108252","108611","108371","108253","108372","104201"
"108583","26","108253","108612","108372","108254","108373","104201"
"108584","27","108254","108613","108373","109251","108374","104201"
"109581","28","109251","108614","108374","109252","109371","104201"
"109582","29","109252","109611","109371","109253","109372","104201"
"109583","30","109253","109612","109372","109254","109373","104201"
"109584","31","109254","109613","109373","10025032","109374","104201"
"10058032","32","10025032","109614","109374","10025033","10037032","104201"
"10058033","33","10025033","10061032","10037032","10025034","10037033","104201"
"10058034","34","10025034","10061033","10037033","999999","10037034","104201"
"101011","1","101011","101551","101401","101011","101281","104301"
"101011","2","102011","101551","102493","102041","102281","104301"
"102011","3","102041","102551","102401","103011","102282","104301"
"102041","4","103011","102552","103551","103041","103281","104301"
"103011","5","103041","103551","103401","103042","103282","104301"
"103041","6","103042","103552","103401","104041","103283","104301"
"103042","7","104041","103552","103583","104042","104281","104301"
"104551","8","104042","103553","104041","104043","104282","104301"
"104552","9","104043","104551","104042","104044","104313","104301"
"104554","10","104044","104552","104043","105041","104344","104301"
"105551","11","105041","104553","104044","105042","105281","104301"
"105552","12","105042","105551","105041","105043","105282","104301"
"105553","13","105043","105552","105042","105044","105283","104301"
"105554","14","105044","105553","105043","105045","105284","104301"
"105555","15","105045","105554","105044","105046","105285","104301"
"105556","16","105046","105555","105045","105047","105286","104301"
"105557","17","105047","105556","105046","106041","105287","104301"
"106551","18","106041","105557","105047","106042","106281","104301"
"106552","19","106042","106551","106041","106043","106282","104301"
"106553","20","106043","106552","106042","107041","106283","104301"
"107551","21","107041","106553","106043","107042","107491","104301"
"107552","22","107042","107551","107041","107043","107492","104301"
"107553","23","107043","107552","107042","108041","107493","104301"
"108551","24","108041","107553","107043","108042","108431","104301"
"108552","25","108042","108551","108041","108043","108342","104301"
"108553","26","108043","108552","108042","108044","108343","104301"
"108554","27","108044","108553","108043","109041","108434","104301"
"109551","28","109041","108554","108044","109042","109341","104301"
"109552","29","109042","109551","109041","109043","109432","104301"
"109553","30","109043","109552","109042","109044","109493","104301"
"109554","31","109044","109553","109043","10004032","109434","104301"
"10055032","32","10004032","109554","109044","10004033","10034032","104301"
"10055033","33","10004033","10055032","10004032","10004034","10043033","104301"
"10055034","34","10004034","10055033","10004033","999999","10034034","104301"
"101611","1","101251","101611","101521","101251","101371","104401"
"101611","2","102221","101611","102461","102222","102371","104401"
"102611","3","102222","102611","102521","103221","102372","104401"
"102613","4","103521","102613","103611","103252","103251","104401"
"103611","5","103252","103611","103522","103222","103371","104401"
"103371","6","103222","103613","103522","104221","103372","104401"
"103614","7","104221","103613","103614","104222","104371","104401"
"104611","8","104222","103614","104221","104223","104522","104401"
"104612","9","104223","104611","104222","104224","104462","104401"
"104613","10","104224","104612","104223","105221","104463","104401"
"105611","11","105221","104613","104224","105222","105521","104401"
"105612","12","105222","105611","105221","105223","105372","104401"
"105613","13","105223","105612","105222","105224","105373","104401"
"105614","14","105224","105613","105223","105225","105523","104401"
"105615","15","105225","105614","105224","105226","105375","104401"
"105616","16","105226","105615","105225","105227","105376","104401"
"105617","17","105227","105616","105226","106221","105377","104401"
"106611","18","106221","105617","105227","106222","106371","104401"
"106612","19","106222","106611","106221","106223","106372","104401"
"106613","20","106223","106612","106222","107221","106373","104401"
"107611","21","107221","106613","106223","107222","107371","104401"
"107612","22","107222","107611","107221","107223","107372","104401"
"107613","23","107223","107612","107222","108221","107373","104401"
"108611","24","108221","107613","107223","108222","108521","104401"
"108612","25","108222","108611","108221","108223","108462","104401"
"108613","26","108223","108612","108222","108224","108523","104401"
"108614","27","108224","108613","108223","109221","108524","104401"
"109611","28","109221","108614","108224","109222","109461","104401"
"109612","29","109222","109611","109221","109223","109522","104401"
"109613","30","109223","109612","109222","109224","109463","104401"
"109614","31","109224","109613","109223","10022032","109524","104401"
"10061032","32","10022032","109614","109224","10022033","10046032","104401"
"10061033","33","10022033","10061032","10022032","10022034","10046033","104401"
"10061034","34","10022034","10061033","10022033","999999","10052034","104401"
"101581","1","101521","101581","101431","101071","101281","104501"
"101581","2","102071","101581","102431","102521","102371","104501"
"102581","3","102521","102581","102432","103071","102372","104501"
"102582","4","103521","102582","103581","103101","103521","104501"
"103581","5","103522","103581","103461","103072","103371","104501"
"103371","6","103583","103582","103461","104071","103372","104501"
"103583","7","104371","103582","103583","104072","104461","104501"
"104581","8","104072","103583","104461","104073","104372","104501"
"104582","9","104073","104581","104372","104074","104523","104501"
"104583","10","104074","104582","104462","105071","104373","104501"
"105581","11","105071","104583","104463","105072","105521","104501"
"105582","12","105072","105581","105371","105073","105342","104501"
"105583","13","105073","105582","105372","105074","105373","104501"
"105584","14","105074","105583","105373","105075","105374","104501"
"105585","15","105075","105584","105374","105076","105463","104501"
"105586","16","105076","105585","105463","105077","105524","104501"
"105587","17","105077","105586","105524","106071","105464","104501"
"106581","18","106071","105587","105464","106072","106461","104501"
"106582","19","106072","106581","106461","106073","106521","104501"
"106583","20","106073","106582","106372","107071","106491","104501"
"107581","21","107071","106583","106491","107072","107461","104501"
"107582","22","107072","107581","107461","107073","107462","104501"
"107583","23","107073","107582","107462","108071","107463","104501"
"108581","24","108071","107583","107463","108072","108401","104501"
"108582","25","108072","108581","108401","108073","108282","104501"
"108583","26","108073","108582","108282","108074","108403","104501"
"108584","27","108074","108583","108403","109071","108284","104501"
"109581","28","109071","108584","108284","109072","109311","104501"
"109582","29","109072","109581","109311","109073","109312","104501"
"109583","30","109073","109582","109312","109074","109313","104501"
"109584","31","109074","109583","109313","10007032","109314","104501"
"10058032","32","10007032","109584","109314","10007033","10031032","104501"
"10058033","33","10007033","10058032","10031032","10007034","10031033","104501"
"10058034","34","10007034","10058033","10031033","999999","10031034","104501"
"101551","1","101071","101551","101431","101071","101281","104601"
"101551","2","102071","101551","102431","102041","102431","104601"
"102551","3","102041","102551","102432","103071","102342","104601"
"102552","4","103431","102552","103431","103041","103341","104601"
"103551","5","103041","103551","103432","103072","103342","104601"
"103552","6","103072","103552","103432","104071","103343","104601"
"103072","7","104071","103552","103553","104072","104341","104601"
"104551","8","104072","103553","104431","104073","104342","104601"
"104582","9","104073","104551","104342","104074","104343","104601"
"104553","10","104074","104552","104343","105071","104433","104601"
"105551","11","105071","104554","104344","105072","105401","104601"
"105552","12","105072","105551","105341","105073","105282","104601"
"105553","13","105073","105552","105342","105074","105343","104601"
"105554","14","105074","105553","105343","105075","105344","104601"
"105555","15","105075","105554","105344","105076","105345","104601"
"105556","16","105076","105555","105345","105077","105346","104601"
"105557","17","105077","105556","105346","106071","105347","104601"
"106551","18","106071","105557","105347","106072","106341","104601"
"106552","19","106072","106551","106341","106073","106342","104601"
"106553","20","106073","106552","106342","107071","106343","104601"
"107551","21","107071","106553","106343","107072","107341","104601"
"107552","22","107072","107551","107341","107073","107492","104601"
"107553","23","107073","107552","107492","108071","107493","104601"
"108551","24","108071","107553","107493","108072","108431","104601"
"108552","25","108072","108551","108431","108073","108492","104601"
"108553","26","108073","108552","108492","108074","108343","104601"
"108554","27","108074","108553","108343","109071","108494","104601"
"109551","28","109071","108554","108494","109072","109401","104601"
"109552","29","109072","109551","109401","109073","109432","104601"
"109553","30","109073","109552","109432","109074","109343","104601"
"109554","31","109074","109553","109343","10007032","109434","104601"
"10055032","32","10007032","109554","109434","10007033","10034032","104601"
"10055033","33","10007033","10055032","10034032","10007034","10043033","104601"
"10055034","34","10007034","10055033","10043033","999999","10034034","104601"
"101551","1","101401","101581","101401","101011","101281","104701"
"101551","2","102491","101581","102493","102014","102281","104701"
"102162","3","102401","102581","102401","103011","102282","104701"
"102163","4","103431","102582","103431","103012","103311","104701"
"103551","5","103401","103581","103401","103013","103282","104701"
"103552","6","103583","103582","103401","104011","103283","104701"
"103583","7","104401","103582","103583","104012","104311","104701"
"104581","8","104012","103583","104491","104013","104432","104701"
"104582","9","104013","104581","104312","104014","104313","104701"
"104553","10","104014","104582","104402","105011","104284","104701"
"105581","11","105011","104583","104433","105012","105311","104701"
"105582","12","105012","105581","105401","105013","105431","104701"
"105583","13","105013","105582","105431","105014","105313","104701"
"105584","14","105014","105583","105491","105015","105284","104701"
"105585","15","105015","105584","105432","105016","105315","104701"
"105586","16","105016","105585","105315","105017","105316","104701"
"105587","17","105017","105586","105316","106011","105317","104701"
"106581","18","106011","105587","105317","106012","106311","104701"
"106582","19","106012","106581","106311","106013","106312","104701"
"106583","20","106013","106582","106312","107011","106313","104701"
"107581","21","107011","106583","106313","107012","107311","104701"
"107582","22","107012","107581","107311","107013","107312","104701"
"107583","23","107013","107582","107312","108011","107313","104701"
"108581","24","108011","107583","107313","108012","108311","104701"
"108582","25","108012","108581","108311","108013","108282","104701"
"108583","26","108013","108582","108282","108014","108283","104701"
"108584","27","108014","108583","108283","109011","108314","104701"
"109581","28","109011","108584","108314","109012","109311","104701"
"109582","29","109012","109581","109311","109013","109312","104701"
"109583","30","109013","109582","109312","109014","109313","104701"
"109584","31","109014","109583","109313","10001032","109314","104701"
"10058032","32","10001032","109584","109314","10001033","10031032","104701"
"10058033","33","10001033","10058032","10031032","10001034","10031033","104701"
"10058034","34","10001034","10058033","10031033","999999","10031034","104701"
"101161","1","101191","101581","101431","101161","101281","104801"
"101161","2","102191","101581","102493","102163","102311","104801"
"102162","3","102192","102581","102401","103161","102282","104801"
"102163","4","103191","102582","103431","103162","103281","104801"
"103161","5","103162","103581","103491","103193","103282","104801"
"103162","6","103193","103582","103432","104161","103283","104801"
"103583","7","104191","103401","103553","104162","104311","104801"
"104581","8","104192","103553","104491","104163","104432","104801"
"104552","9","104193","104551","104432","104164","104402","104801"
"104553","10","104194","104552","104402","105161","104314","104801"
"105551","11","105191","104553","104433","105162","105311","104801"
"105582","12","105192","105551","105401","105163","105431","104801"
"105583","13","105193","105552","105431","105164","105313","104801"
"105584","14","105194","105553","105491","105165","105314","104801"
"105585","15","105195","105554","105432","105166","105315","104801"
"105586","16","105196","105555","105315","105167","105316","104801"
"105587","17","105197","105556","105316","106161","105317","104801"
"106581","18","106191","105557","105317","106192","106311","104801"
"106582","19","106192","106551","106311","106163","106312","104801"
"106583","20","106193","106552","106312","107161","106313","104801"
"107581","21","107191","106553","106313","107162","107311","104801"
"107582","22","107192","107551","107311","107163","107312","104801"
"107583","23","107193","107552","107312","108161","107313","104801"
"108581","24","108191","107553","107313","108162","108281","104801"
"108582","25","108192","108551","108281","108163","108282","104801"
"108583","26","108193","108552","108282","108164","108283","104801"
"108584","27","108194","108553","108283","109161","108284","104801"
"109581","28","109191","108554","108284","109162","109281","104801"
"109582","29","109192","109551","109281","109163","109282","104801"
"109583","30","109193","109552","109282","109164","109283","104801"
"109584","31","109194","109553","109283","10016032","109284","104801"
"10058032","32","10019032","109554","109284","10016033","10028032","104801"
"10058033","33","10019033","10055032","10028032","10016034","10028033","104801"
"10058034","34","10019034","10055033","10028033","999999","10028034","104801"
"101551","1","101011","101581","101401","101011","101281","104901"
"101551","2","102011","101551","102493","102014","102281","104901"
"102551","3","102014","102581","102401","103011","102282","104901"
"102552","4","103011","102552","103431","103012","103311","104901"
"103551","5","103012","103581","103491","103013","103282","104901"
"103552","6","103013","103582","103491","104011","103283","104901"
"103583","7","104491","103552","103553","104012","104311","104901"
"104581","8","104012","103553","104401","104013","104432","104901"
"104582","9","104013","104551","104432","104014","104283","104901"
"104583","10","104014","104552","104402","105011","104314","104901"
"105581","11","105011","104583","104433","105012","105311","104901"
"105582","12","105012","105581","105401","105013","105342","104901"
"105583","13","105013","105582","105431","105014","105313","104901"
"105584","14","105014","105583","105491","105015","105314","104901"
"105585","15","105015","105584","105432","105016","105315","104901"
"105586","16","105016","105585","105315","105017","105316","104901"
"105587","17","105017","105586","105316","106011","105317","104901"
"106581","18","106011","105587","105317","106012","106311","104901"
"106582","19","106012","106581","106311","106013","106312","104901"
"106583","20","106013","106582","106312","107011","106313","104901"
"107581","21","107011","106583","106313","107012","107311","104901"
"107582","22","107012","107581","107311","107013","107312","104901"
"107583","23","107013","107582","107312","108011","107313","104901"
"108581","24","108011","107583","107313","108012","108311","104901"
"108582","25","108012","108581","108311","108013","108282","104901"
"108583","26","108013","108582","108282","108014","108283","104901"
"108584","27","108014","108583","108283","109011","108314","104901"
"109581","28","109011","108584","108314","109012","109311","104901"
"109582","29","109012","109581","109311","109013","109312","104901"
"109583","30","109013","109582","109312","109014","109313","104901"
"109584","31","109014","109583","109313","10001032","109314","104901"
"10058032","32","10001032","109584","109314","10001033","10031032","104901"
"10058033","33","10001033","10058032","10031032","10001034","10031033","104901"
"10058034","34","10001034","10058033","10031033","999999","10031034","104901"
"101611","1","101251","101611","101521","101251","101371","105001"
"101611","2","102221","101611","102461","102222","102371","105001"
"102611","3","102222","102611","102521","103221","102372","105001"
"102613","4","103221","102613","103611","103252","103521","105001"
"103611","5","103252","103611","103522","103222","103371","105001"
"103371","6","103222","103613","103522","104221","103372","105001"
"103222","7","104221","103613","103614","104222","104371","105001"
"104611","8","104222","103614","104221","104223","104522","105001"
"104612","9","104223","104611","104222","104224","104462","105001"
"104613","10","104224","104612","104223","105221","104463","105001"
"105611","11","105221","104613","104224","105222","105521","105001"
"105612","12","105222","105611","105221","105223","105372","105001"
"105613","13","105223","105612","105222","105224","105373","105001"
"105614","14","105224","105613","105223","105225","105523","105001"
"105615","15","105225","105614","105224","105226","105375","105001"
"105616","16","105226","105615","105225","105227","105376","105001"
"105617","17","105227","105616","105226","106221","105377","105001"
"106611","18","106221","105617","105227","106222","106371","105001"
"106612","19","106222","106611","106221","106223","106372","105001"
"106613","20","106223","106612","106222","107221","106373","105001"
"107611","21","107221","106613","106223","107222","107371","105001"
"107612","22","107222","107611","107221","107223","107372","105001"
"107613","23","107223","107612","107222","108221","107373","105001"
"108611","24","108221","107613","107223","108222","108521","105001"
"108612","25","108222","108611","108221","108223","108462","105001"
"108613","26","108223","108612","108222","108224","108523","105001"
"108614","27","108224","108613","108223","109221","108524","105001"
"109611","28","109221","108614","108224","109222","109461","105001"
"109612","29","109222","109611","109221","109223","109522","105001"
"109613","30","109223","109612","109222","109224","109463","105001"
"109614","31","109224","109613","109223","10022032","109524","105001"
"10061032","32","10022032","109614","109224","10022033","10046032","105001"
"10061033","33","10022033","10061032","10022032","10022034","10046033","105001"
"10061034","34","10022034","10061033","10022033","999999","10052034","105001"
"101551","1","101011","101551","101401","101011","101011","105101"
"101551","2","102011","101551","102493","102013","102281","105101"
"102551","3","102013","102551","102401","103011","102013","105101"
"102552","4","103011","102552","103431","103012","103311","105101"
"103551","5","103012","103551","103401","103013","103282","105101"
"103552","6","103013","103552","103401","104011","103283","105101"
"103583","7","104011","103552","103553","104012","104281","105101"
"104581","8","104012","103553","104491","104013","104312","105101"
"104582","9","104013","104551","104282","104014","104402","105101"
"104583","10","104014","104552","104283","105011","104314","105101"
"105581","11","105011","104553","104284","105012","105311","105101"
"105552","12","105012","105551","105281","105013","105431","105101"
"105553","13","105013","105552","105282","105014","105313","105101"
"105554","14","105014","105553","105283","105015","105314","105101"
"105555","15","105015","105554","105284","105016","105402","105101"
"105556","16","105016","105555","105402","105017","105433","105101"
"105557","17","105017","105556","105433","106011","105403","105101"
"106551","18","106011","105557","105403","106012","106401","105101"
"106552","19","106012","106551","106401","106013","106431","105101"
"106553","20","106013","106552","106431","107011","106343","105101"
"107551","21","107011","106553","106343","107012","107341","105101"
"107552","22","107012","107551","107341","107013","107342","105101"
"107553","23","107013","107552","107342","108011","107343","105101"
"108551","24","108011","107553","107343","108012","108431","105101"
"108552","25","108012","108551","108431","108013","108492","105101"
"108553","26","108013","108552","108492","108014","108343","105101"
"108554","27","108014","108553","108343","109011","108494","105101"
"109551","28","109011","108554","108494","109012","109401","105101"
"109552","29","109012","109551","109401","109013","109402","105101"
"109553","30","109013","109552","109402","109014","109283","105101"
"109554","31","109014","109553","109283","10001032","109284","105101"
"10055032","32","10001032","109554","109284","10001033","10040032","105101"
"10055033","33","10001033","10055032","10040032","10001034","10040033","105101"
"10055034","34","10001034","10055033","10040033","999999","10028034","105101"
"101431","1","101161","101581","101401","101011","101281","105201"
"101401","2","102162","101581","102493","102013","102311","105201"
"102581","3","102163","102581","102401","103011","102312","105201"
"102401","4","103161","102582","103431","103012","103311","105201"
"103581","5","103162","103581","103491","103013","103282","105201"
"103401","6","103193","103552","103491","104011","103283","105201"
"103583","7","104161","103491","103583","104012","104311","105201"
"104581","8","104162","103583","104401","104013","104312","105201"
"104582","9","104163","104581","104312","104014","104283","105201"
"104583","10","104164","104582","104313","105011","104314","105201"
"105581","11","105161","104583","104314","105012","105311","105201"
"105582","12","105162","105581","105311","105013","105312","105201"
"105583","13","105163","105582","105312","105014","105313","105201"
"105584","14","105164","105583","105313","105015","105314","105201"
"105585","15","105165","105584","105314","105016","105315","105201"
"105586","16","105166","105585","105315","105017","105316","105201"
"105587","17","105167","105586","105316","106011","105317","105201"
"106581","18","106161","105587","105317","106162","106311","105201"
"106582","19","106162","106581","106311","106163","106312","105201"
"106583","20","106163","106582","106312","107161","106313","105201"
"107581","21","107161","106583","106313","107162","107311","105201"
"107582","22","107162","107581","107311","107163","107312","105201"
"107583","23","107163","107582","107312","108161","107313","105201"
"108581","24","108161","107583","107313","108162","108311","105201"
"108582","25","108162","108581","108311","108163","108492","105201"
"108583","26","108163","108582","108492","108164","108313","105201"
"108584","27","108164","108583","108313","109161","108314","105201"
"109581","28","109161","108584","108314","109162","109311","105201"
"109582","29","109162","109581","109311","109163","109312","105201"
"109583","30","109163","109582","109312","109164","109313","105201"
"109584","31","109164","109583","109313","10016032","109314","105201"
"10058032","32","10016032","109584","109314","10016033","10031032","105201"
"10058033","33","10016033","10058032","10031032","10016034","10031033","105201"
"10058034","34","10016034","10058033","10031033","999999","10031034","105201"
"101011","1","101071","101581","101401","101011","101281","105301"
"101011","2","102071","101581","102491","102013","102281","105301"
"102581","3","102013","102581","102401","103071","102282","105301"
"102013","4","103011","102582","103431","103012","103281","105301"
"103011","5","103012","103581","103401","103072","103282","105301"
"103012","6","103072","103582","103401","104011","103343","105301"
"103013","7","104071","103582","103553","104012","104281","105301"
"104551","8","104072","103583","104401","104013","104342","105301"
"104552","9","104073","104581","104342","104014","104343","105301"
"104554","10","104074","104582","104343","105011","104344","105301"
"105551","11","105071","104583","104344","105012","105341","105301"
"105552","12","105072","105581","105341","105013","105312","105301"
"105553","13","105073","105582","105342","105014","105283","105301"
"105554","14","105074","105583","105343","105015","105284","105301"
"105555","15","105075","105584","105344","105016","105402","105301"
"105556","16","105076","105585","105402","105017","105433","105301"
"105557","17","105077","105586","105433","106011","105403","105301"
"106551","18","106071","105587","105403","106012","106401","105301"
"106552","19","106072","106581","106401","106013","106431","105301"
"106553","20","106073","106582","106431","107011","106343","105301"
"107551","21","107071","106583","106343","107012","107281","105301"
"107552","22","107072","107581","107281","107013","107342","105301"
"107553","23","107073","107582","107342","108011","107343","105301"
"108551","24","108071","107583","107343","108012","108431","105301"
"108552","25","108072","108581","108431","108013","108492","105301"
"108553","26","108073","108582","108492","108014","108343","105301"
"108554","27","108074","108583","108343","109011","108494","105301"
"109551","28","109071","108584","108494","109012","109401","105301"
"109552","29","109072","109581","109401","109013","109402","105301"
"109553","30","109073","109582","109402","109014","109343","105301"
"109554","31","109074","109583","109343","10001032","109494","105301"
"10055032","32","10007032","109584","109494","10001033","10034032","105301"
"10055033","33","10007033","10058032","10034032","10001034","10040033","105301"
"10055034","34","10007034","10058033","10040033","999999","10034034","105301"
"101581","1","101101","101551","101431","101101","101281","105401"
"101581","2","102071","101551","102491","102101","102341","105401"
"102581","3","102101","102551","102432","103071","102342","105401"
"102582","4","103071","102552","103431","103101","103341","105401"
"103581","5","103101","103551","103432","103072","103342","105401"
"103552","6","103072","103342","103401","104101","103343","105401"
"103553","7","104101","103582","103583","104102","104341","105401"
"104581","8","104102","103583","104491","104103","104432","105401"
"104582","9","104103","104551","104102","104104","104343","105401"
"104553","10","104104","104552","104343","105101","104344","105401"
"105551","11","105101","104553","104344","105102","105341","105401"
"105582","12","105102","105551","105341","105103","105342","105401"
"105583","13","105103","105552","105342","105104","105283","105401"
"105584","14","105104","105553","105343","105105","105284","105401"
"105585","15","105105","105554","105344","105106","105345","105401"
"105586","16","105106","105555","105345","105107","105346","105401"
"105587","17","105107","105556","105346","106101","105347","105401"
"106581","18","106101","105557","105347","106102","106281","105401"
"106582","19","106102","106551","106281","106103","106342","105401"
"106583","20","106103","106552","106342","107101","106491","105401"
"107581","21","107101","106553","106491","107102","107281","105401"
"107582","22","107102","107551","107281","107103","107342","105401"
"107583","23","107103","107552","107342","108101","107343","105401"
"108581","24","108101","107553","107343","108102","108281","105401"
"108582","25","108102","108551","108281","108103","108312","105401"
"108583","26","108103","108552","108312","108104","108313","105401"
"108584","27","108104","108553","108313","109101","108314","105401"
"109581","28","109101","108554","108314","109102","109401","105401"
"109582","29","109102","109551","109401","109103","109402","105401"
"109583","30","109103","109552","109402","109104","109343","105401"
"109584","31","109104","109553","109343","10010032","109494","105401"
"10058032","32","10010032","109554","109494","10010033","10040032","105401"
"10058033","33","10010033","10055032","10040032","10010034","10040033","105401"
"10058034","34","10010034","10055033","10040033","999999","10049034","105401"
"101581","1","101161","101551","101431","101161","101281","105501"
"101581","2","102162","101551","102491","102163","102341","105501"
"102581","3","102163","102551","102432","103161","102342","105501"
"102582","4","103161","102552","103431","103162","103341","105501"
"103581","5","103162","103551","103432","103193","103342","105501"
"103552","6","103193","103342","103401","104161","103343","105501"
"103553","7","104161","103582","103583","104162","104281","105501"
"104581","8","104162","103583","104491","104163","104432","105501"
"104582","9","104163","104581","104282","104164","104283","105501"
"104583","10","104164","104582","104283","105161","104433","105501"
"105581","11","105161","104583","104433","105162","105281","105501"
"105582","12","105162","105581","105401","105163","105282","105501"
"105583","13","105163","105582","105431","105164","105491","105501"
"105584","14","105164","105583","105491","105165","105432","105501"
"105585","15","105165","105584","105432","105166","105402","105501"
"105586","16","105166","105585","105402","105167","105433","105501"
"105587","17","105167","105586","105433","106161","105403","105501"
"106581","18","106161","105587","105403","106162","106401","105501"
"106582","19","106162","106581","106401","106163","106431","105501"
"106583","20","106163","106582","106431","107161","106491","105501"
"107581","21","107161","106583","106491","107162","107281","105501"
"107582","22","107162","107581","107281","107163","107342","105501"
"107583","23","107163","107582","107342","108161","107343","105501"
"108581","24","108161","107583","107343","108162","108281","105501"
"108582","25","108162","108581","108281","108163","108282","105501"
"108583","26","108163","108582","108282","108164","108283","105501"
"108584","27","108164","108583","108283","109161","108314","105501"
"109581","28","109161","108584","108314","109162","109311","105501"
"109582","29","109162","109581","109311","109163","109312","105501"
"109583","30","109163","109582","109312","109164","109313","105501"
"109584","31","109164","109583","109313","10016032","109314","105501"
"10058032","32","10016032","109584","109314","10016033","10028032","105501"
"10058033","33","10016033","10058032","10028032","10016034","10028033","105501"
"10058034","34","10016034","10058033","10028033","999999","10028034","105501"
"101581","1","101011","101581","101431","101011","101281","105601"
"101581","2","102071","101581","102431","102041","102341","105601"
"102581","3","102041","102581","102432","103071","102342","105601"
"102582","4","103071","102582","103431","103041","103341","105601"
"103581","5","103041","103581","103432","103042","103342","105601"
"103582","6","103042","103582","103432","104041","103343","105601"
"103583","7","104041","103582","103583","104042","104341","105601"
"104581","8","104042","103583","104431","104043","104342","105601"
"104582","9","104043","104581","104432","104044","104343","105601"
"104583","10","104044","104582","104402","105041","104344","105601"
"105581","11","105041","104583","104433","105042","105341","105601"
"105582","12","105042","105581","105401","105043","105342","105601"
"105583","13","105043","105582","105431","105044","105283","105601"
"105584","14","105044","105583","105491","105045","105344","105601"
"105585","15","105045","105584","105344","105046","105402","105601"
"105586","16","105046","105585","105402","105047","105433","105601"
"105587","17","105047","105586","105433","106041","105403","105601"
"106581","18","106041","105587","105403","106042","106401","105601"
"106582","19","106042","106581","106401","106043","106431","105601"
"106583","20","106043","106582","106431","107041","106491","105601"
"107581","21","107041","106583","106491","107042","107281","105601"
"107582","22","107042","107581","107281","107043","107342","105601"
"107583","23","107043","107582","107342","108041","107343","105601"
"108581","24","108041","107583","107343","108042","108281","105601"
"108582","25","108042","108581","108281","108043","108312","105601"
"108583","26","108043","108582","108312","108044","108313","105601"
"108584","27","108044","108583","108313","109041","108314","105601"
"109581","28","109041","108584","108314","109042","109311","105601"
"109582","29","109042","109581","109311","109043","109312","105601"
"109583","30","109043","109582","109312","109044","109313","105601"
"109584","31","109044","109583","109313","10004032","109314","105601"
"10058032","32","10004032","109584","109314","10004033","10031032","105601"
"10058033","33","10004033","10058032","10031032","10004034","10031033","105601"
"10058034","34","10004034","10058033","10031033","999999","10031034","105601"
"101011","1","101011","101551","101401","101011","101281","105701"
"101551","2","102011","101551","102493","102013","102281","105701"
"102011","3","102013","102551","102401","103011","102282","105701"
"102552","4","103011","102552","103431","103012","103281","105701"
"103071","5","103012","103551","103401","103013","103282","105701"
"103552","6","103013","103552","103401","104011","103283","105701"
"103013","7","104011","103552","103553","104012","104281","105701"
"104551","8","104012","103553","104011","104013","104282","105701"
"104552","9","104013","104551","104012","104014","104402","105701"
