9795ccd1bedb8d8c2dc68780453451a4ec02003224aec1f788d8391a50bbd855,5c3b7fba4c8bfea396aa7de1c8811da2bfcb6c31a95bfe40a9d9a7d45fcff358,1e6f98660aff3efc38151ddbdf96735f5d54470317b113b3e1cb01c35bbe9788,787ce7a50338202b7257f827fef369f532df30735c63cb6ed0729520a64dc937,d7009b3ab56bf749208b36c911700fe989aaf2b7d6eee861d7e1d32b89438457,d4706bd0a7c0ccac688108dc08ff1509378566ca7022ea42fe81bc94aa6db628,723b15dd0c3e0b29a80d902ae4a675ab59b48f75771dd1da6e9cd222b3ba711e,aefd0c1ab2efe034c1dd9e3009e3e050e08cea8278dbffb6285a444a5bbe14d8,b4e5dd52a4c597818544c2499a631c4fb692f1a569c1e2f612174e238cee4406,933969fea7e28ab3b47526a8c2281a6ccd2211649959e4da58860f1119440b08,799dd79512bb0623b03c06364fb41d04e95c800b5d1c1f61af14ad8affb9873e
"empty","1","","","0.2","","","63066","5152063","3","1"
"doya_in_sad","0","1","0","0.2","doya_talk_sad","","63067","5152063","3","132011"
"vo_rag_5009","0","","","","0","","63068","5152063","21","vo_rag"
"這就是偶像……非常嚴峻。\n話說回來……還有\n其他不同種的體操吧？","7","1","0","0","1","0","63069","5152063","11","132011"
"","0","","","","0","","63070","5152063","91","0"
"doya_talk","1","","","0.2","","","63071","5152063","3","132011"
"vo_rag_5010","0","","","","0","","63072","5152063","21","vo_rag"
"那部分也請務必傳授給我。\n啊啊，我在旁邊看著\n就好了。","7","1","0","0","1","0","63073","5152063","11","132011"
"","0","","","","0","","63074","5152063","91","0"
"doya_idle","1","","","0.2","","","63075","5152063","3","132011"
"sad_talk_anger","1","","","0.2","","","63076","5152063","3","131711"
"vo_rag_5011","0","","","","0","","63077","5152063","21","vo_rag"
"真不愧是「強欲的魔女」。\n即使體力低落到不行，\n但求知慾卻是無限的呢。","9","1","0","0","1","0","63078","5152063","11","131711"
"","0","","","","0","","63079","5152063","91","0"
"doya_to_doya","0","1","0","0.2","doya_idle_normal2","","63080","5152063","3","132011"
"cool_in_joy2","0","1","0","0.2","cool_talk_joy2","","63081","5152063","3","131711"
"se_10058300_emotion_isekai_1","0","","","","","","63082","5152063","23","se_10058300"
"10","0.8","0","","","0","","63083","5152063","12","131711"
"0","","","","","","","63084","5152063","93","1.5"
"sad_idle_surprise1","1","","","0.2","","","63085","5152063","3","132011"
"ames_idol_dance","0","","","0.2","","","63086","5152063","3","131711"
"0","","","","","","","63087","5152063","93","1.8"
"echidna_interest_in","0","1","0","0.2","echidna_interest_talk","","63088","5152063","3","132011"
"se_10058300_emotion_isekai_2","0","","","","","","63089","5152063","23","se_10058300"
"7","2","0","","","0","","63090","5152063","12","132011"
"0","","","","","","","63091","5152063","93","1.1"
"0","","","","","","","63092","5152063","93","0.5"
"","","","","","","","63093","5152063","101","63094"
"bgm_MC173B","","","","","","","63094","5152063","25","bgm_MC173B"
"0","","","","","","","63095","5152063","22","0"
"102611","110","-295","1","1.55","410","idle_normal","64001","5152064","1","1"
"107811","105","-114","0","1.45","176","cool_idle","64002","5152064","1","1"
"102311","106","-179","0","1.5","12","joy_idle_normal","64003","5152064","1","1"
"110311","105","-116","0","1.45","-177","idle_normal","64004","5152064","1","1"
"102111","107","-258","0","1.55","-226","wish_idle","64005","5152064","1","1"
"131911","107","-260","0","1.55","115","idle_normal","64006","5152064","1","1"
"122811","106","-178","0","1.5","-350","doya_idle","64007","5152064","1","1"
"122911","108","-334","0","1.6","-391","idle_normal","64008","5152064","1","1"
"122711","108","-330","0","1.6","-60","idle_normal","64009","5152064","1","1"
"210","","","","","","","64010","5152064","13","102611"
"207","","","","","","","64011","5152064","13","131911"
"205","","","","","","","64012","5152064","13","110311"
"208","","","","","","","64013","5152064","13","122711"
"206","","","","","","","64014","5152064","13","122811"
"208","","","","","","","64015","5152064","13","122911"
"207","","","","","","","64016","5152064","13","102111"
"206","","","","","","","64017","5152064","13","102311"
"205","","","","","","","64018","5152064","13","107811"
"11","115","-295","1","1.55","410","empty","64019","5152064","5","1"
"61","131","-260","0","1.55","115","empty","64020","5152064","5","1"
"62","131","-134","0","1.55","146","empty","64021","5152064","5","1"
"63","132","-295","0","1.55","410","empty","64022","5152064","5","1"
"64","132","-136","0","1.55","-177","empty","64023","5152064","5","1"
"1","0","1.3","","1","40","","64024","5152064","31","1"
"13","385","1","","0","-235","","64025","5152064","31","13"
"2","0","1","","0","0","","64026","5152064","31","2"
"3","0","1","","1","0","","64027","5152064","31","3"
"0","","","","","","","64028","5152064","91","0"
"telop_4","","","","","","","64029","5152064","37","3"
"0","0","","","","","","64030","5152064","102","0"
"0","","","","","","","64031","5152064","93","1"
"sad_talk_dead","1","","","0.2","","","64032","5152064","3","102611"
"vo_rag_3001","0","","","","0","","64033","5152064","21","vo_rag"
"咦咦……騙人，來了一堆人啊……\n這麼早就過來，真是辛苦了啊……","8","1","0","0","1","0","64034","5152064","11","102611"
"","0","","","","0","","64035","5152064","91","0"
"talk_normal_surprise","1","","","0.2","","","64036","5152064","3","102611"
"vo_rag_3002","0","","","","0","","64037","5152064","21","vo_rag"
"雖然我其實並不想做，\n不過要開始做體操囉～","8","1","0","0","1","0","64038","5152064","11","102611"
"","0","","","","0","","64039","5152064","91","0"
"idle_normal","1","","","0.2","","","64040","5152064","3","102611"
"bgm_MC175B","","","","","","","64041","5152064","25","bgm_MC175B"
"1","","","","","","","64042","5152064","32","2"
"vo_rag_3003","0","","","","0","","64043","5152064","21","vo_rag"
"首先是原地跳躍～\n一、二、三……","9","0","0","0","1","2.2","64044","5152064","11","102611"
"","0","","","","0","","64045","5152064","93","3.2"
"gutara_jump3time","0","1","0.2","0.2","tired_idle","","64046","5152064","3","11"
"gutara_jump3time","0","1","0.2","0.2","tired_idle","","64047","5152064","3","102611"
"","0","","","","0","","64048","5152064","93","0.1"
"jump3time","0","1","0.2","0.2","idle_normal","","64049","5152064","3","131911"
"jump3time","0","1","0.2","0.2","idle_normal","","64050","5152064","3","122911"
"jump3time","0","1","0.2","0.2","joy_idle_normal","","64051","5152064","3","102311"
"","0","","","","0","","64052","5152064","93","0.1"
"jump3time","0","1","0.2","0.2","idle_normal","","64053","5152064","3","107811"
"jump3time","0","1","0.2","0.2","idle_normal","","64054","5152064","3","110311"
"jump3time","0","1","0.2","0.2","wish_idle","","64055","5152064","3","102111"
"","0","","","","0","","64056","5152064","93","0.1"
"jump3time","0","1","0.2","0.2","doya_idle","","64057","5152064","3","122811"
"jump3time","0","1","0.2","0.2","idle_normal","","64058","5152064","3","122711"
"0","","","","","","","64059","5152064","93","2.1"
"se_10058300_isekai_breath","0","","","","","","64060","5152064","23","se_10058300"
"0","","","","","","","64061","5152064","93","1.7"
"","0","","","","0","","64062","5152064","91","64044"
"bgm_MC173B","0.5","0","1","0","0.5","","64063","5152064","27","bgm_MC173B"
"out","","","","","","","64064","5152064","37","2"
"vo_rag_3004","0","","","","0","","64065","5152064","21","vo_rag"
"……呼，稍微休息一下吧。","8","1","","0","1","0","64066","5152064","11","102611"
"","0","","","","0","","64067","5152064","91","0"
"talk_normal_shy","1","","","0.2","","","64068","5152064","3","107811"
"vo_rag_3005","0","","","","0","","64069","5152064","21","vo_rag"
"再怎麼說也太快了吧！？","7","1","","0","1","0","64070","5152064","11","107811"
"","0","","","","0","","64071","5152064","91","0"
"idle_normal_shy","1","","","0.2","","","64072","5152064","3","107811"
"0.3","","","","","","","64073","5152064","24","se_10058300_isekai_breath"
"empty","1","","","0.2","","","64074","5152064","3","11"
"talk_normal_joy","1","","","0.2","","","64075","5152064","3","102611"
"vo_rag_3006","0","","","","0","","64076","5152064","21","vo_rag"
"那麼接著就躺下來深呼吸～","7","1","","0","1","0","64077","5152064","11","102611"
"","0","","","","0","","64078","5152064","91","0"
"idle_to_layLongHair","0","1","0","0.2","gutara_sleepy_idle","","64079","5152064","3","102611"
"","0","","","","0","","64080","5152064","93","0.2"
"idle_to_layLongHair","0","1","0","0.2","gutara_breathLongHair_idle","","64081","5152064","3","131911"
"idle_to_layShortHair","0","1","0","0.2","gutara_breathShortHair_idle","","64082","5152064","3","122911"
"idle_to_layShortHair","0","1","0","0.2","gutara_breathShortHair_idle","","64083","5152064","3","102311"
"","0","","","","0","","64084","5152064","93","0.2"
"idle_to_layLongHair","0","1","0","0.2","gutara_breathLongHair_idle","","64085","5152064","3","110311"
"idle_to_layShortHair","0","1","0","0.2","gutara_breathShortHair_idle","","64086","5152064","3","122711"
"idle_to_layLongHair","0","1","0","0.2","gutara_breathLongHair_idle","","64087","5152064","3","107811"
"","0","","","","0","","64088","5152064","93","0.1"
"idle_to_layShortHair","0","1","0","0.2","gutara_breathShortHair_idle","","64089","5152064","3","102111"
"idle_to_layShortHair","0","1","0","0.2","gutara_breathShortHair_idle","","64090","5152064","3","122811"
"105","1","2.8","","12","1","","64091","5152064","121","0"
"","0","","","","0","","64092","5152064","93","2"
"12","1.5","0","-120","50","0","","64093","5152064","12","102611"
"","0","","","","0","","64094","5152064","93","1.5"
"gutara_sleep2_in","0","1","0","0.2","gutara_sleep2_idle","","64095","5152064","3","102611"
"","0","","","","0","","64096","5152064","93","1.5"
"1","","","","","","","64097","5152064","32","13"
"vo_rag_3007","0","","","","0","","64098","5152064","21","vo_rag"
"呼……唔嗯唔嗯……","9","1","-100","15","1","0","64099","5152064","11","102611"
"","0","","","","0","","64100","5152064","91","0"
"se_10058300_gutara_sleep","0","","","","","","64101","5152064","23","se_10058300"
"0","","","","","","","64102","5152064","4","11"
"460","-310","0","","","0","","64103","5152064","2","11"
"gutara_sleep","0","","","","","","64104","5152064","3","11"
"gutara_surprise","0","1","0","0.2","gutara_sleep1_idle","","64105","5152064","3","107811"
"vo_rag_3008","0","","","","0","","64106","5152064","21","vo_rag"
"騙人的吧？睡著了！？\n討厭，連我都變得想睡了……","8","0","-40","-15","1","1.5","64107","5152064","11","107811"
"0","","","","","","","64108","5152064","93","6.8"
"0","","","","","","","64109","5152064","93","0.5"
"se_10058300_gutara_sleep","0","","","","","","64110","5152064","23","se_10058300"
"gutara_sleep2","0","","","","","","64111","5152064","3","62"
"","0","","","","0","","64112","5152064","91","64107"
"gutara_sleep1ShortHair_in","0","1","0","0.2","gutara_sleep1_idle","","64113","5152064","3","122911"
"","0","","","","0","","64114","5152064","93","0.2"
"gutara_sleep1ShortHair_in","0","1","0","0.2","gutara_sleep1_idle","","64115","5152064","3","102311"
"","0","","","","0","","64116","5152064","93","0.2"
"gutara_sleep1ShortHair_in","0","1","0","0.2","gutara_sleep1_idle","","64117","5152064","3","122811"
"","0","","","","0","","64118","5152064","93","1.5"
"gutara_sleepy_in","0","1","0","0.2","gutara_sleep1_idle","","64119","5152064","3","110311"
"vo_rag_3009","0","","","","0","","64120","5152064","21","vo_rag"
"畢竟今天起得早……\n我也……呼啊……","8","0","-110","-40","1","1.5","64121","5152064","11","110311"
"0","","","","","","","64122","5152064","93","7.4"
"se_10058300_gutara_sleep","0","","","","","","64123","5152064","23","se_10058300"
"gutara_sleep","0","","","","","","64124","5152064","3","64"
"","0","","","","0","","64125","5152064","91","64121"
"gutara_sleep1ShortHair_in","0","1","0","0.2","gutara_sleep1_idle","","64126","5152064","3","102111"
"","0","","","","0","","64127","5152064","93","0.2"
"gutara_sleep1ShortHair_in","0","1","0","0.2","gutara_sleep1_idle","","64128","5152064","3","122711"
"","0","","","","0","","64129","5152064","93","4"
"gutara_notice_in","0","1","0","0.2","gutara_notice_talk_shy","","64130","5152064","3","131911"
"vo_rag_3010","0","","","","0","","64131","5152064","21","vo_rag"
"咦，大家都睡著了！？\n太讓人吃驚了。\n得把大家叫醒才行……","8","1","-50","-15","1","0","64132","5152064","11","131911"
"","0","","","","0","","64133","5152064","91","0"
"gutara_notice_to_notice","0","1","0","0.2","gutara_notice_talk_dead","","64134","5152064","3","131911"
"vo_rag_3011","0","","","","0","","64135","5152064","21","vo_rag"
"呼哈……\n咦，這是怎麼回事，\n連我都突然想睡了……呼","8","1","-50","-15","1","0","64136","5152064","11","131911"
"","0","","","","0","","64137","5152064","91","0"
"gutara_notice_out","0","1","0","0.2","gutara_sleep1_idle","","64138","5152064","3","131911"
"","0","","","","0","","64139","5152064","93","0.5"
"se_10058300_gutara_sleep","0","","","","","","64140","5152064","23","se_10058300"
"gutara_sleep","0","","","","","","64141","5152064","3","61"
"","0","","","","0","","64142","5152064","93","1.3"
"se_10058300_gutara_sleep","0","","","","","","64143","5152064","23","se_10058300"
"-205","-305","0","","","0","","64144","5152064","2","64"
"gutara_sleep2","0","","","","","","64145","5152064","3","64"
"","0","","","","0","","64146","5152064","93","1.3"
"se_10058300_gutara_sleep","0","","","","","","64147","5152064","23","se_10058300"
"-300","-190","0","","","0","","64148","5152064","2","62"
"gutara_sleep","0","","","","","","64149","5152064","3","62"
"","0","","","","0","","64150","5152064","93","2"
"0","","","","","","","64151","5152064","93","0.5"
"","","","","","","","64152","5152064","101","64153"
"bgm_MC173B","","","","","","","64153","5152064","25","bgm_MC173B"
"0","","","","","","","64154","5152064","22","0"
"127111","109","-280","1","1.55","335","idle_normal","65001","5152065","1","1"
"132111","105","-179","0","1.5","-252","wish_idle_normal","65002","5152065","1","1"
"4","104","-163","0","1.5","-74","doya_idle","65003","5152065","5","4"
"131911","107","-264","0","1.55","29","idle_normal","65004","5152065","1","1"
"126911","109","-304","0","1.55","-346","wish_idle_normal","65005","5152065","1","1"
"113111","108","-285","0","1.55","-150","idle_normal","65006","5152065","1","1"
"6","110","-280","1","1.5","1000","ghost_dokuro_idle","65007","5152065","5","6"
"1","1","0","0","0","1","","65008","5152065","6","6"
"7","106","-178","0","1.5","-507","idle_normal","65009","5152065","5","7"
"1","1","0","0","0","1","","65010","5152065","6","7"
"209","","","","","","","65011","5152065","13","127111"
"205","","","","","","","65012","5152065","13","132111"
"204","","","","","","","65013","5152065","13","4"
"207","","","","","","","65014","5152065","13","131911"
"209","","","","","","","65015","5152065","13","126911"
"208","","","","","","","65016","5152065","13","113111"
"1","0","1.03","","1","0","","65017","5152065","31","1"
"14","-507","1","","0","-178","","65018","5152065","31","14"
"16","0","1.03","","0","0","","65019","5152065","31","16"
"2","0","1","","0","0","","65020","5152065","31","2"
"3","0","1","","1","0","","65021","5152065","31","3"
"15","1000","1","","0","-130","","65022","5152065","31","15"
"0","","","","","","","65023","5152065","91","0"
"telop_5","","","","","","","65024","5152065","37","3"
"0","0","","","","","","65025","5152065","102","0"
"0","","","","","","","65026","5152065","93","1"
"talk_normal","1","","","0.2","","","65027","5152065","3","127111"
"vo_rag_4001","0","","","","0","","65028","5152065","21","vo_rag"
"我是今天負責\n示範體操的忍。","5","1","0","0","1","0","65029","5152065","11","127111"
"","0","","","","0","","65030","5152065","91","0"
"talk_normal","1","","","0.2","","","65031","5152065","3","127111"
"vo_rag_4002","0","","","","0","","65032","5152065","21","vo_rag"
"那邊的妳也請一起做吧。\n那麼就開始吧。一二、一……","7","1","0","0","1","0","65033","5152065","11","127111"
"","0","","","","0","","65034","5152065","91","0"
"1","","","","","","","65035","5152065","32","2"
"bgm_MC175C","","","","","","","65036","5152065","25","bgm_MC175C"
"0","","","","","","","65037","5152065","93","0.5"
"radio_stretch1_loop","1","","","0.3","","","65038","5152065","3","127111"
"0","","","","","","","65039","5152065","93","0.1"
"radio_stretch1_loop","1","","","0.2","","","65040","5152065","3","132111"
"radio_stretch1_loop","1","","","0.2","","","65041","5152065","3","4"
"radio_stretch1_loop","1","","","0.2","","","65042","5152065","3","131911"
"radio_stretch1_loop","1","","","0.2","","","65043","5152065","3","126911"
"radio_stretch1_loop","1","","","0.2","","","65044","5152065","3","113111"
"radio_stretch1_loop","1","","","0.2","","","65045","5152065","3","7"
"0","","","","","","","65046","5152065","93","1"
"1","","","","","","","65047","5152065","32","16"
"1","","","","","","","65048","5152065","32","14"
"0","","","","","","","65049","5152065","93","0.7"
"0","1","2.8","","12","1","","65050","5152065","121","65"
"0","","","","","","","65051","5152065","93","1"
"1","1","1","0","1","1","","65052","5152065","6","7"
"0","","","","","","","65053","5152065","93","2.2"
"ghost_stretch1_turn","0","1","0","0.2","sad_talkR","","65054","5152065","3","131911"
"vo_rag_4003","0","","","","0","","65055","5152065","21","vo_rag"
"那個，那邊沒有任何人……\n呀啊！","6","0","50","0","1","0.5","65056","5152065","11","131911"
"0","","","","","","","65057","5152065","93","2.5"
"shock_inR","0","1","0","0.2","shock_loopR","","65058","5152065","3","131911"
"0","","","","","","","65059","5152065","93","2.1"
"","0","","","","0","","65060","5152065","91","65056"
"ghost_stretch2_turn","0","","","0.2","","","65061","5152065","3","131911"
"0","","","","","","","65062","5152065","93","0.4"
"radio_stretch2R_loop","1","","","0.2","","","65063","5152065","3","127111"
"0","","","","","","","65064","5152065","93","0.1"
"radio_stretch2_loop","1","","","0.2","","","65065","5152065","3","132111"
"radio_stretch2_loop","1","","","0.2","","","65066","5152065","3","4"
"radio_stretch2_loop_faceBlue","1","","","0.2","","","65067","5152065","3","131911"
"radio_stretch2_loop","1","","","0.2","","","65068","5152065","3","126911"
"radio_stretch2_loop_faceBlue","1","","","0.2","","","65069","5152065","3","113111"
"radio_stretch2_loop","1","","","0.2","","","65070","5152065","3","7"
"vo_rag_4004","0","","","","0","","65071","5152065","21","vo_rag"
"喂、喂喂，饒了我吧……","7","0","50","0","1","0.5","65072","5152065","11","113111"
"0","","","","","","","65073","5152065","93","6.6"
"vo_rag_4005","0","","","","0","","65074","5152065","21","vo_rag"
"沒錯，就是這樣。","8","0","0","0","1","0.5","65075","5152065","11","127111"
"0","","","","","","","65076","5152065","93","3.4"
"spread","","","","","","","65077","5152065","37","14"
"0","","","","","","","65078","5152065","93","0.3"
"radio_stretch1_loop_surprise1","1","","","0.2","","","65079","5152065","3","127111"
"0","","","","","","","65080","5152065","93","0.1"
"radio_stretch1_loop_faceBlue","1","","","0.2","","","65081","5152065","3","132111"
"radio_stretch1_loop","1","","","0.2","","","65082","5152065","3","4"
"radio_stretch1_loop_faceBlue","1","","","0.2","","","65083","5152065","3","131911"
"radio_stretch1_loop","1","","","0.2","","","65084","5152065","3","126911"
"radio_stretch1_loop_faceBlue","1","","","0.2","","","65085","5152065","3","113111"
"radio_stretch1_loop","1","","","0.2","","","65086","5152065","3","7"
"se_10058300_ghost_cold","0","","","","","","65087","5152065","23","se_10058300"
"0","","","","","","","65088","5152065","93","1"
"vo_rag_4006","0","","","","0","","65089","5152065","21","vo_rag"
"呀！姊、姊姊……","8","0","0","0","1","0.5","65090","5152065","11","132111"
"0","","","","","","","65091","5152065","93","4.6"
"vo_rag_4007","0","","","","0","","65092","5152065","21","vo_rag"
"二二、三四……","8","0","0","0","1","0.5","65093","5152065","11","127111"
"0","","","","","","","65094","5152065","93","3.7"
"0","","","","","","","65095","5152065","93","1.1"
"","0","","","","0","","65096","5152065","91","0"
"radio_stretch2R_loop","1","","","0.2","","","65097","5152065","3","127111"
"0","","","","","","","65098","5152065","93","0.1"
"radio_stretch2_loop_faceBlue","1","","","0.2","","","65099","5152065","3","132111"
"radio_stretch2_loop","1","","","0.2","","","65100","5152065","3","4"
"radio_stretch2_loop_faceBlue","1","","","0.2","","","65101","5152065","3","131911"
"radio_stretch2_loop","1","","","0.2","","","65102","5152065","3","126911"
"radio_stretch2_loop_faceBlue","1","","","0.2","","","65103","5152065","3","113111"
"radio_stretch2_loop","1","","","0.2","","","65104","5152065","3","7"
"vo_rag_4008","0","","","","0","","65105","5152065","21","vo_rag"
"是風。\n絕對是風造成的。\n集中精神在體操上，雷姆。","8","0","0","0","1","0.5","65106","5152065","11","4"
"0","","","","","","","65107","5152065","93","5.1"
"0","","","","","","","65108","5152065","93","0"
"1","","","","","","","65109","5152065","32","15"
"197","-130","11","","","0.8","","65110","5152065","33","15"
"197","-280","11","","","0.8","","65111","5152065","2","6"
"se_10058300_ghost_soul","0","","","","","","65112","5152065","23","se_10058300"
"0","","","","","","","65113","5152065","93","0.5"
"shock_jump","0","1","0","0.2","escape","","65114","5152065","3","131911"
"shock_jump","0","1","0","0.2","escape","","65115","5152065","3","113111"
"vo_rag_4010","0","","","","0","","65116","5152065","21","vo_rag"
"呀啊啊啊──！","20","0","80","20","0","0.8","65117","5152065","11","131911"
"vo_rag_4011","1","","","","0","","65118","5152065","21","vo_rag"
"咿、咿咿咿咿──！？","18","0","80","-20","0","0","65119","5152065","11","113111"
"0","","","","","","","65120","5152065","93","0.3"
"0","","","","","","","65121","5152065","4","6"
"0","","","","","","","65122","5152065","93","0.7"
"-1050","-264","0","","","2","","65123","5152065","2","131911"
"-1229","-285","0","","","2","","65124","5152065","2","113111"
"out","","","","","","","65125","5152065","37","2"
"out","","","","","","","65126","5152065","37","16"
"out","","","","","","","65127","5152065","37","14"
"bgm_MC173B","0.5","0","1","0","0.5","","65128","5152065","27","bgm_MC173B"
"idle_normal","1","","","0.2","","","65129","5152065","3","7"
"1","1","0","0","1.2","1","","65130","5152065","6","7"
"sad_idle_normal","1","","","0.2","","","65131","5152065","3","127111"
"0","","","","","","","65132","5152065","93","0.1"
"idle_normal_surprise1","1","","","0.2","","","65133","5152065","3","132111"
"idle_normal_surprise1","1","","","0.2","","","65134","5152065","3","4"
"idle_normal","1","","","0.2","","","65135","5152065","3","126911"
"0","","","","","","","65136","5152065","93","0.1"
"1","1","1","0","1","1","","65137","5152065","6","6"
"0","","","","","","","65138","5152065","93","2"
"vo_rag_4009","0","","","","0","","65139","5152065","21","vo_rag"
"喂──忍……\n我可找到妳了。","8","1","20","0","1","0","65140","5152065","11","6"
"","","","","","","","65141","5152065","91","0"
"sad_talk_talk2","1","","","0.2","","","65142","5152065","3","127111"
"ghost_dokuro_turn","0","1","0","0.2","ghost_dokuro_idleR","","65143","5152065","3","6"
"vo_rag_4012","0","","","","0","","65144","5152065","21","vo_rag"
"那麼，大家打起精神，\n繼續做體操吧。","8","1","0","0","1","0","65145","5152065","11","127111"
"","0","","","","0","","65146","5152065","91","65145"
"radio_stretch1_loop_surprise1","1","","","0.2","","","65147","5152065","3","127111"
"0","","","","","","","65148","5152065","93","0.1"
"radio_stretch1_loop","1","","","0.2","","","65149","5152065","3","132111"
"radio_stretch1_loop","1","","","0.2","","","65150","5152065","3","4"
"radio_stretch1_loop","1","","","0.2","","","65151","5152065","3","126911"
"0","","","","","","","65152","5152065","93","2.5"
"0","","","","","","","65153","5152065","93","0.5"
"","","","","","","","65154","5152065","101","65155"
"bgm_MC173B","","","","","","","65155","5152065","25","bgm_MC173B"
"0","","","","","","","65156","5152065","22","0"
"0","","","","","","","65157","5152065","22","1"
"131911","108","-259","0","1.55","-151","idle_normal","66001","5152066","1","1"
"132111","110","-295","0","1.55","-460","wish_idle_normal","66002","5152066","1","1"
"4","109","-277","0","1.55","-305","doya_idle","66003","5152066","5","4"
"107511","105","-258","1","1.55","89","idle_normal","66004","5152066","1","1"
"107611","107","-297","1","1.55","407","wish_idle_normal","66005","5152066","1","1"
"107811","106","-278","1","1.55","245","cool_idle","66006","5152066","1","1"
"126911","103","-142","1","1.45","329","wish_idle_normal","66007","5152066","1","1"
"110311","104","-158","1","1.45","479","idle_normal","66008","5152066","1","1"
"113511","102","-132","1","1.45","178","sad_idle_normal","66009","5152066","1","1"
"5","107","-259","0","1.55","-151","empty","66010","5152066","5","5"
"2","210","120","0","0.75","15","empty","66011","5152066","5","2"
"208","","","","","","","66012","5152066","13","131911"
"210","","","","","","","66013","5152066","13","132111"
"209","","","","","","","66014","5152066","13","4"
"205","","","","","","","66015","5152066","13","107511"
"207","","","","","","","66016","5152066","13","107611"
"206","","","","","","","66017","5152066","13","107811"
"203","","","","","","","66018","5152066","13","126911"
"204","","","","","","","66019","5152066","13","110311"
"202","","","","","","","66020","5152066","13","113511"
"1","0","1","","1","0","","66021","5152066","31","1"
"4","0","1","","0","0","","66022","5152066","31","4"
"2","0","1","","0","0","","66023","5152066","31","2"
"3","0","1","","1","0","","66024","5152066","31","3"
"17","0","1","","0","0","","66025","5152066","31","17"
"0","","","","","","","66026","5152066","91","0"
"telop_6","","","","","","","66027","5152066","37","3"
"0","0","","","","","","66028","5152066","102","0"
"0","","","","","","","66029","5152066","93","1"
"talk_normal_joy","1","","","0.2","","","66030","5152066","3","131911"
"vo_rag_1001","0","","","","0","","66031","5152066","21","vo_rag"
"那麼各位，\n廣播體操要開始囉！","6","1","5","-10","1","0","66032","5152066","11","131911"
"","0","","","","0","","66033","5152066","91","66032"
"idle_normal_joy","1","","","0.2","","","66034","5152066","3","131911"
"gutsB_in","0","1","0","0.2","gutsB_idle","","66035","5152066","3","132111"
"cool_in_talk2","0","1","0","0.2","cool_talk_talk2","","66036","5152066","3","4"
"handsup_in","0","1","0","0.2","handsup_loop","","66037","5152066","3","107511"
"wish_talk","1","","","0.2","","","66038","5152066","3","107611"
"wish2_idle","1","","","0.2","","","66039","5152066","3","126911"
"joy_idle","1","","","0.2","","","66040","5152066","3","110311"
"doya_in","0","1","0","0.2","doya_idle_normal2","","66041","5152066","3","107811"
"wish_talk_joy_shy","1","","","0.2","","","66042","5152066","3","113511"
"","0","","","","0","","66043","5152066","93","2.5"
"bgm_MC175A","","","","","","","66044","5152066","25","bgm_MC175A"
"1","","","","","","","66045","5152066","32","2"
"wish_idle_normal","1","","","0.2","","","66046","5152066","3","132111"
"doya_idle","1","","","0.2","","","66047","5152066","3","4"
"idle_normal","1","","","0.2","","","66048","5152066","3","107511"
"wish_idle_normal","1","","","0.2","","","66049","5152066","3","107611"
"cool_idle","1","","","0.2","","","66050","5152066","3","126911"
"wish_idle_normal","1","","","0.2","","","66051","5152066","3","110311"
"idle_normal","1","","","0.2","","","66052","5152066","3","107811"
"sad_idle_normal","1","","","0.2","","","66053","5152066","3","113511"
"vo_rag_1002","0","","","","0","","66054","5152066","21","vo_rag"
"首先先蹦蹦地跳起來，\n放鬆全身。","4","0","5","-10","1","0.5","66055","5152066","11","131911"
"0","","","","","","","66056","5152066","93","0.5"
"radio_jump_loop_normal2","1","","","0.2","","","66057","5152066","3","131911"
"","0","","","","0","","66058","5152066","93","1.6"
"radio_jump_loop","1","","","0.2","","","66059","5152066","3","132111"
"radio_jump_loop_talk2","1","","","0.2","","","66060","5152066","3","4"
"","0","","","","0","","66061","5152066","93","0.1"
"radio_jump_loop","1","","","0.2","","","66062","5152066","3","107511"
"radio_jump_loop","1","","","0.2","","","66063","5152066","3","107611"
"radio_jump_loop","1","","","0.2","","","66064","5152066","3","126911"
"radio_jump_loop","1","","","0.2","","","66065","5152066","3","110311"
"radio_jump_loop","1","","","0.2","","","66066","5152066","3","107811"
"radio_jump_loop","1","","","0.2","","","66067","5152066","3","113511"
"0","","","","","","","66068","5152066","93","3"
"","0","","","","0","","66069","5152066","91","66055"
"vo_rag_1003","0","","","","0","","66070","5152066","21","vo_rag"
"即便只是跳躍\n也意外地累人呢。","7","0","5","-10","1","0.5","66071","5152066","11","4"
"0","","","","","","","66072","5152066","93","3.2"
"","0","","","","0","","66073","5152066","91","66071"
"0","","","","","","","66074","5152066","93","1.5"
"idle_normal","1","","","0.3","","","66075","5152066","3","131911"
"wish_talk","1","","","0.3","","","66076","5152066","3","132111"
"cool_idle","1","","","0.3","","","66077","5152066","3","4"
"0","","","","","","","66078","5152066","93","0.1"
"idle_normal","1","","","0.3","","","66079","5152066","3","107511"
"wish_idle","1","","","0.3","","","66080","5152066","3","107611"
"wish_idle_normal","1","","","0.3","","","66081","5152066","3","126911"
"idle_normal","1","","","0.3","","","66082","5152066","3","110311"
"cool_idle","1","","","0.3","","","66083","5152066","3","107811"
"sad_idle_normal","1","","","0.3","","","66084","5152066","3","113511"
"vo_rag_1004","0","","","","0","","66085","5152066","21","vo_rag"
