ab988b3e7782e33a91f6fabb61629b7105b70e3f403c6da66aae48a9bc23f245,c4c56180e5417e2d196fcf3f9d45dcea0cadb508277b8123fac32a068bc48fa8,553cb05cb781cc1e94a87b5cf8723aca656b93ca324503674619aab382e35b22,70de9088b87232839cf5791e18748d8b4c0c432c7c531ef3cb3548392067d1be,c3e9f2e7a08206f21c181279f14b5f7d804c15528941b26511a5eac50098ed34,b4323a442b4013578627cf53f7f8be8a8ce97656a62a4bac52d9c65d2daaefd4,33090e459c1efb16279320345a12db09b91ceaf579bbbfdf8c081a4cd524a83f,ee394152238efc78327918a25eb9d5b3d5c924d677012a514d5bea088b2eff2c,5da3f86cb287af442b4fcca7f1a148507246a1a247732850602c2a46a584b20e,817d69fb0bd9a76b05dae6bc61bdded0bfbaab1242763df3bf882e6b97a1806e,fcdf4ec59b4fe884b70dd6c7cbf533908aa358839188501c11230d9caba7cf0f
"2","12","2","124531","","1010804","-345","1010804034","","-219",""
"2","12","2","2","","1010804","130","1010804035","","-360",""
"","","93","2.5","","1010804","0","1010804036","","",""
"","","3","124531","0.3","1010804","dsb_idle_surprise1","1010804037","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4002","1010804038","","0",""
"1","1","11","124531","0","1010804","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）","1010804039","0","10","0.2"
"","","91","0","","1010804","","1010804040","","",""
"","","3","124531","0.2","1010804","dsb_talk_wish","1010804041","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4003","1010804042","","0",""
"1","1","11","124531","0","1010804","客人～\n水溫和電擊程度如何呢～","1010804043","0","10","0.2"
"","","91","0","","1010804","","1010804044","","",""
"","","3","124531","0.2","1010804","dsb_idle_wish","1010804045","","1",""
"","","3","2","0.5","1010804","dsb_kuka_idle_relax","1010804046","","1",""
"","","22","0","","1010804","0","1010804047","","",""
"0.9","","21","vo_dsb_1010804","","1010804","vo_dsb_4004","1010804048","","0",""
"1","1","11","2","0","1010804","……太、","1010804049","0","10","0.2"
"","","91","0","","1010804","","1010804050","","",""
"","","3","124531","0.2","1010804","dsb_idle_wish_normal2","1010804051","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4005","1010804052","","0",""
"1","1","11","124531","0","1010804","太？","1010804053","0","10","0.2"
"","","91","0","","1010804","","1010804054","","",""
"","","3","124531","0.2","1010804","dsb_idle_wish_surprise","1010804055","","1",""
"dsb_kuka_idle_dere2","1","3","2","0.3","1010804","dsb_kuka_ecstasy","1010804056","0.3","0",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4006","1010804057","","0",""
"1","1","11","2","0","1010804","太舒服了～～！！","1010804058","0","10","0.2"
"","","91","0","","1010804","","1010804059","","",""
"","","3","124531","0.2","1010804","dsb_idle_wish","1010804060","","1",""
"","","3","2","0.5","1010804","dsb_kuka_talk_sad_dere","1010804061","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4007","1010804062","","0",""
"1","1","11","2","0","1010804","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！","1010804063","0","10","0.2"
"","","93","6.2","","1010804","1","1010804064","","",""
"dsb_talk_sad2","1","3","2","0","1010804","dsb_kuka_electric","1010804065","0.5","0",""
"","","91","1010804063","","1010804","","1010804066","","",""
"","","3","124531","0.2","1010804","dsb_talk_joy3_nervous","1010804067","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4008","1010804068","","0",""
"1","1","11","124531","0","1010804","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆","1010804069","0","10","0.2"
"","","91","0","","1010804","","1010804070","","",""
"","","3","124531","0.2","1010804","dsb_idle_joy3","1010804071","","1",""
"","","3","2","0.5","1010804","dsb_kuka_wish1","1010804072","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4009","1010804073","","0",""
"1","1","11","2","0","1010804","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！","1010804074","0","10","0.2"
"","","93","5","","1010804","1","1010804075","","",""
"","","3","2","0.2","1010804","dsb_kuka_wish2","1010804076","","1",""
"","","91","1010804074","","1010804","","1010804077","","",""
"","","3","124531","0.2","1010804","dsb_talk_joy3","1010804078","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4010","1010804079","","0",""
"1","1","11","124531","0","1010804","我明白了～♪\n嘿～☆","1010804080","0","10","0.2"
"","","91","0","","1010804","","1010804081","","",""
"","","22","0","","1010804","0","1010804082","","",""
"","","23","se_10044200","","1010804","se_10044200_homare_movement","1010804083","","0",""
"","","3","2","0.2","1010804","dsb_kuka_wish3","1010804084","","1",""
"dsb_attack_loop","1","3","124531","0.1","1010804","dsb_attack_in","1010804085","0","0",""
"dsb_attack_loop","1","3","99","0","1010804","dsb_attack_in","1010804086","0","0",""
"","","32","44","","1010804","1","1010804087","","",""
"","","93","1.4","","1010804","0","1010804088","","",""
"","","32","30","","1010804","0","1010804089","","",""
"","","32","43","","1010804","0","1010804090","","",""
"","","32","45","","1010804","1","1010804091","","",""
"","","32","43","","1010804","0","1010804092","","",""
"","","32","46","","1010804","1","1010804093","","",""
"","","122","20","","1010804","20","1010804094","","3.1",""
"","","23","se_10044200","","1010804","se_10044200_thunder","1010804095","","0",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4011","1010804096","","0",""
"0","0","11","2","0","1010804","啊啊啊啊啊嗯！！","1010804097","0","5","0"
"","","93","0.1","","1010804","0","1010804098","","",""
"","","3","2","0","1010804","dsb_empty","1010804099","","0",""
"","","93","3","","1010804","0","1010804100","","",""
"","","122","20","","1010804","20","1010804101","","0.5",""
"","","32","30","","1010804","1","1010804102","","",""
"","","32","43","","1010804","1","1010804103","","",""
"","","32","45","","1010804","0","1010804104","","",""
"","","32","47","","1010804","1","1010804105","","",""
"","","23","se_10044200","","1010804","se_10044200_poof","1010804106","","0",""
"","","3","2","0","1010804","dsb_kuka_damage_gaku","1010804107","","1",""
"","","93","1","","1010804","0","1010804108","","",""
"dsb_talk_surprise","1","3","124531","0.1","1010804","dsb_attack_out","1010804109","0.2","0",""
"dsb_empty","0","3","99","0.1","1010804","dsb_attack_out","1010804110","0","0",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4012","1010804111","","0",""
"1","1","11","124531","0","1010804","啊。\n服務有～點過頭了……\n是嗎？","1010804112","0","10","0.2"
"","","91","0","","1010804","","1010804113","","",""
"","","22","0","","1010804","0","1010804114","","",""
"","","3","124531","0.2","1010804","dsb_idle_surprise1","1010804115","","1",""
"dsb_kuka_damage_dere2_loop","1","3","2","0.1","1010804","dsb_kuka_damage_dere2_in","1010804116","0","0",""
"","","93","0.3","","1010804","0","1010804117","","",""
"","","32","47","","1010804","0","1010804118","","",""
"","","32","48","","1010804","1","1010804119","","",""
"","","23","se_adv_emote_heart_01","","1010804","se_adv_emote_heart_01","1010804120","","0",""
"","","93","1","","1010804","0","1010804121","","",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4013","1010804122","","0",""
"1","1","11","2","0","1010804","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。","1010804123","0","10","0.2"
"","","91","0","","1010804","","1010804124","","",""
"","","3","2","0.2","1010804","dsb_kuka_damage_dead","1010804125","","1",""
"","","3","124531","0.2","1010804","dsb_talk_joy3","1010804126","","1",""
"0","","21","vo_dsb_1010804","","1010804","vo_dsb_4014","1010804127","","0",""
"1","1","11","124531","0","1010804","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪","1010804128","0","10","0.2"
"","","91","0","","1010804","","1010804129","","",""
"","","3","124531","0.2","1010804","dsb_idle_joy3","1010804130","","1",""
"","","93","0.3","","1010804","0","1010804131","","",""
"-165","-345","5","12","2","1010805","1","1010805001","0","70","dsb_idle_normal"
"165","-345","5","3","2","1010805","2","1010805002","1","70","dsb_idle_normal_joy"
"0","1","31","1","1","1010805","1","1010805003","","0",""
"0","1","31","3","1","1010805","3","1010805004","","0",""
"0","1","31","4","1","1010805","4","1010805005","","0",""
"0","1","31","13","1","1010805","10","1010805006","","0",""
"0","1","31","23","1","1010805","20","1010805007","","0",""
"-168","1","31","33","1","1010805","30","1010805008","","155",""
"-168","1","31","33","1","1010805","31","1010805009","","-155",""
"","","13","1","","1010805","170","1010805010","","",""
"","","13","2","","1010805","170","1010805011","","",""
"","","91","0","","1010805","","1010805012","","",""
"","","23","se_10044200","","1010805","se_10044200_cmn_amb","1010805013","","1",""
"","","23","se_10044200","","1010805","se_10044200_cmn_steam","1010805014","","0",""
"","","93","6.1","","1010805","0","1010805015","","",""
"","","23","se_10044200","","1010805","se_10044200_hotspring_03","1010805016","","1",""
"","","93","1.4","","1010805","0","1010805017","","",""
"dsb_talk_arm_crossed_joy_loop","1","3","2","0.5","1010805","dsb_talk_arm_crossed_joy","1010805018","0.5","0",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5001","1010805019","","0",""
"1","1","11","2","0","1010805","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。","1010805020","0","10","0.2"
"","","91","0","","1010805","","1010805021","","",""
"","","3","2","0.5","1010805","dsb_idle_arm_joy_crossed","1010805022","","1",""
"","","3","1","0.5","1010805","dsb_talk_joy3","1010805023","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5002","1010805024","","0",""
"1","1","11","1","0","1010805","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。","1010805025","0","10","0.2"
"","","91","0","","1010805","","1010805026","","",""
"","","3","1","0.5","1010805","dsb_idle_normal","1010805027","","1",""
"","","3","2","0.5","1010805","dsb_talk_arm_crossed_normal2_loop","1010805028","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5003","1010805029","","0",""
"1","1","11","2","0","1010805","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！","1010805030","0","10","0.2"
"","","91","0","","1010805","","1010805031","","",""
"","","3","2","0.5","1010805","dsb_talk_doya_Ex1_loop","1010805032","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5004","1010805033","","0",""
"1","1","11","2","0","1010805","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！","1010805034","0","10","0.2"
"","","91","0","","1010805","","1010805035","","",""
"","","23","se_10044200","","1010805","se_10044200_get_out_water","1010805036","","0",""
"dsb_stand_up_loop","1","3","2","0.2","1010805","dsb_stand_up_in","1010805037","0.2","0",""
"","","3","1","0.5","1010805","dsb_talk_surprise1_misato","1010805038","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5005","1010805039","","0",""
"1","1","11","1","0","1010805","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？","1010805040","0","10","0.2"
"","","91","0","","1010805","","1010805041","","",""
"","","3","1","0.5","1010805","dsb_idle_surprise1_misato","1010805042","","1",""
"","","3","2","0.5","1010805","dsb_stand_talk_normal2","1010805043","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5006","1010805044","","0",""
"1","1","11","2","0","1010805","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！","1010805045","0","10","0.2"
"","","91","0","","1010805","","1010805046","","",""
"","","3","2","0.5","1010805","dsb_stand_up_loop","1010805047","","1",""
"","","3","1","0.5","1010805","dsb_talk_sad2_blink2","1010805048","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5007","1010805049","","0",""
"1","1","11","1","0","1010805","時間就是金錢……\n是呀，\n這樣想也對呢～","1010805050","0","10","0.2"
"","","91","0","","1010805","","1010805051","","",""
"","","3","1","0.5","1010805","dsb_talk_worry_misato","1010805052","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5008","1010805053","","0",""
"1","1","11","1","0","1010805","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？","1010805054","0","10","0.2"
"","","91","0","","1010805","","1010805055","","",""
"","","3","2","0.2","1010805","dsb_stand_wish_surprise_idle","1010805056","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5009","1010805057","","0",""
"1","1","11","2","0","1010805","咦？","1010805058","0","10","0.2"
"","","91","0","","1010805","","1010805059","","",""
"","","3","1","0.2","1010805","dsb_talk_wish_nervous","1010805060","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5010","1010805061","","0",""
"1","1","11","1","0","1010805","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。","1010805062","0","10","0.2"
"","","91","0","","1010805","","1010805063","","",""
"","","3","1","0.5","1010805","dsb_misato_talk_sad2_dere","1010805064","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5011","1010805065","","0",""
"1","1","11","1","0","1010805","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪","1010805066","0","10","0.2"
"","","91","0","","1010805","","1010805067","","",""
"","","3","1","0.5","1010805","dsb_idle_normal_misato","1010805068","","1",""
"","","3","2","0.2","1010805","dsb_stand_thinking","1010805069","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5012","1010805070","","0",""
"1","1","11","2","0","1010805","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……","1010805071","0","10","0.2"
"","","91","0","","1010805","","1010805072","","",""
"dsb_stand_talk_guts_loop","1","3","2","0.2","1010805","dsb_stand_talk_guts","1010805073","0.5","0",""
"","","22","0","","1010805","0","1010805074","","",""
"0.9","","21","vo_dsb_1010805","","1010805","vo_dsb_5013","1010805075","","0",""
"1","1","11","2","0","1010805","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！","1010805076","0","10","0.2"
"","","91","0","","1010805","","1010805077","","",""
"","","23","se_10044200","","1010805","se_10044200_get_out_water","1010805078","","0",""
"dsb_stand_sitdown_loop","1","3","2","0.5","1010805","dsb_stand_sitdown_in","1010805079","0.5","0",""
"","","3","1","0.5","1010805","dsb_talk_joy3","1010805080","","1",""
"0","","21","vo_dsb_1010805","","1010805","vo_dsb_5014","1010805081","","0",""
"1","1","11","1","0","1010805","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪","1010805082","0","10","0.2"
"","","91","0","","1010805","","1010805083","","",""
"","","93","0.3","","1010805","0","1010805084","","",""
"-165","-345","5","11","2","1010806","1","1010806001","0","70","dsb_idle_normal"
"165","-345","5","8","2","1010806","2","1010806002","1","70","dsb_idle_relax"
"0","1","31","1","1","1010806","1","1010806003","","0",""
"0","1","31","3","1","1010806","3","1010806004","","0",""
"0","1","31","4","1","1010806","4","1010806005","","0",""
"0","1","31","18","1","1010806","10","1010806006","","0",""
"0","1","31","28","1","1010806","20","1010806007","","0",""
"-168","1","31","38","1","1010806","30","1010806008","","155",""
"-168","1","31","38","1","1010806","31","1010806009","","-155",""
"","","13","1","","1010806","170","1010806010","","",""
"","","13","2","","1010806","170","1010806011","","",""
"","","91","0","","1010806","","1010806012","","",""
"","","23","se_10044200","","1010806","se_10044200_cmn_amb","1010806013","","1",""
"","","23","se_10044200","","1010806","se_10044200_cmn_steam","1010806014","","0",""
"","","93","6","","1010806","0","1010806015","","",""
"","","23","se_10044200","","1010806","se_10044200_hotspring_08","1010806016","","1",""
"","","93","1.5","","1010806","0","1010806017","","",""
"","","3","2","0.5","1010806","dsb_talk_memory_nervous","1010806018","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6001","1010806019","","0",""
"1","1","11","2","0","1010806","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！","1010806020","0","10","0.2"
"","","91","0","","1010806","","1010806021","","",""
"dsb_talk_guts_pain_loop","1","3","2","0.5","1010806","dsb_talk_guts_pain","1010806022","0.5","0",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6002","1010806023","","0",""
"1","1","11","2","0","1010806","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！","1010806024","0","10","0.2"
"","","91","0","","1010806","","1010806025","","",""
"","","3","2","0.5","1010806","dsb_idle_guts_pain","1010806026","","1",""
"","","3","1","0.5","1010806","dsb_talk_normal_joy","1010806027","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6003","1010806028","","0",""
"1","1","11","1","0","1010806","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。","1010806029","0","10","0.2"
"","","91","0","","1010806","","1010806030","","",""
"","","3","1","0.5","1010806","dsb_idle_normal","1010806031","","1",""
"","","3","2","0.5","1010806","dsb_talk_normal","1010806032","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6004","1010806033","","0",""
"1","1","11","2","0","1010806","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。","1010806034","0","10","0.2"
"","","91","0","","1010806","","1010806035","","",""
"","","3","2","0.5","1010806","dsb_idle_normal","1010806036","","1",""
"","","3","1","0.5","1010806","dsb_talk_sad2_surprise","1010806037","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6005","1010806038","","0",""
"1","1","11","1","0","1010806","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。","1010806039","0","10","0.2"
"","","91","0","","1010806","","1010806040","","",""
"","","3","1","0.5","1010806","dsb_idle_sad_talk1","1010806041","","1",""
"","","3","2","0.5","1010806","dsb_talk_normal_dere2","1010806042","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6006","1010806043","","0",""
"1","1","11","2","0","1010806","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。","1010806044","0","10","0.2"
"","","91","0","","1010806","","1010806045","","",""
"","","3","2","0.5","1010806","dsb_idle_normal","1010806046","","1",""
"","","3","1","0.5","1010806","dsb_talk_normal_suprise1","1010806047","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6007","1010806048","","0",""
"1","1","11","1","0","1010806","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。","1010806049","0","10","0.2"
"","","91","0","","1010806","","1010806050","","",""
"","","3","1","0.5","1010806","dsb_idle_normal","1010806051","","1",""
"","","3","2","0.5","1010806","dsb_talk_thinking_dere","1010806052","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6008","1010806053","","0",""
"1","1","11","2","0","1010806","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？","1010806054","0","10","0.2"
"","","91","0","","1010806","","1010806055","","",""
"","","3","2","0.3","1010806","dsb_talk_worry_anger","1010806056","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6009","1010806057","","0",""
"1","1","11","2","0","1010806","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……","1010806058","0","10","0.2"
"","","91","0","","1010806","","1010806059","","",""
"","","3","2","0.5","1010806","dsb_talk_surprise3","1010806060","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6010","1010806061","","0",""
"1","1","11","2","0","1010806","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……","1010806062","0","10","0.2"
"","","91","0","","1010806","","1010806063","","",""
"","","3","2","0.5","1010806","dsb_idle_surprise1_sjhy2","1010806064","","1",""
"","","3","1","0.5","1010806","dsb_talk_nerrvous","1010806065","","1",""
"","","22","0","","1010806","0","1010806066","","",""
"0.9","","21","vo_dsb_1010806","","1010806","vo_dsb_6011","1010806067","","0",""
"1","1","11","1","0","1010806","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？","1010806068","0","10","0.2"
"","","91","0","","1010806","","1010806069","","",""
"","","3","1","0.5","1010806","dsb_idle_normal","1010806070","","1",""
"dsb_shock_credita_loop","1","3","2","0.5","1010806","dsb_shock_credita_in","1010806071","0.5","0",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6012","1010806072","","0",""
"1","1","11","2","0","1010806","唔唔唔唔呃？\n妳怎麼知道！？","1010806073","0","10","0.2"
"","","91","0","","1010806","","1010806074","","",""
"","","3","2","0.5","1010806","dsb_idle_joy_sad","1010806075","","1",""
"","","3","1","0.5","1010806","dsb_talk_normal_joy","1010806076","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6013","1010806077","","0",""
"1","1","11","1","0","1010806","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……","1010806078","0","10","0.2"
"","","91","0","","1010806","","1010806079","","",""
"","","3","1","0.5","1010806","dsb_talk_sad2_talkjoy2","1010806080","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6014","1010806081","","0",""
"1","1","11","1","0","1010806","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。","1010806082","0","10","0.2"
"","","91","0","","1010806","","1010806083","","",""
"","","3","1","0.5","1010806","dsb_idle_sad_talkjoy2","1010806084","","1",""
"dsb_talk_surprise_credita","1","3","2","0.5","1010806","dsb_surprise_credita","1010806085","0.5","0",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6015","1010806086","","0",""
"1","1","11","2","0","1010806","什麼……！？\n妳居然放了那種東西～！！","1010806087","0","10","0.2"
"","","91","0","","1010806","","1010806088","","",""
"","","3","2","0.5","1010806","dsb_idle_joy_sad","1010806089","","1",""
"","","3","1","0.5","1010806","dsb_talk_surprise1_normal2","1010806090","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6016","1010806091","","0",""
"1","1","11","1","0","1010806","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。","1010806092","0","10","0.2"
"","","91","0","","1010806","","1010806093","","",""
"","","3","1","0.5","1010806","dsb_idle_surprise1_sjhy","1010806094","","1",""
"","","3","2","0.3","1010806","dsb_hot_dead","1010806095","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6017","1010806096","","0",""
"1","1","11","2","0","1010806","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！","1010806097","0","10","0.2"
"","","91","0","","1010806","","1010806098","","",""
"","","3","1","0.3","1010806","dsb_talk_thinking_surprise","1010806099","","1",""
"0","","21","vo_dsb_1010806","","1010806","vo_dsb_6018","1010806100","","0",""
"1","1","11","1","0","1010806","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！","1010806101","0","10","0.2"
"","","91","0","","1010806","","1010806102","","",""
"","","93","0.3","","1010806","0","1010806103","","",""
"-165","-345","5","10","2","1010807","1","1010807001","0","70","dsb_idle_normal"
"165","-345","5","1","2","1010807","2","1010807002","1","70","dsb_idle_relax_dere2"
"-215","-350","5","10","2","1010807","99","1010807003","0","70","dsb_lago"
"0","1","31","1","1","1010807","1","1010807004","","0",""
"0","1","31","3","1","1010807","3","1010807005","","0",""
"0","1","31","4","1","1010807","4","1010807006","","0",""
"0","1","31","11","1","1010807","10","1010807007","","0",""
"0","1","31","21","1","1010807","20","1010807008","","0",""
"-168","1","31","31","1","1010807","30","1010807009","","155",""
"-168","1","31","31","1","1010807","31","1010807010","","-155",""
"-175","1","31","41","1","1010807","32","1010807011","","-222",""
"","","13","1","","1010807","170","1010807012","","",""
"","","13","2","","1010807","170","1010807013","","",""
"","","91","0","","1010807","","1010807014","","",""
"","","23","se_10044200","","1010807","se_10044200_cmn_amb","1010807015","","1",""
"","","23","se_10044200","","1010807","se_10044200_cmn_steam","1010807016","","0",""
"","","93","6","","1010807","0","1010807017","","",""
"","","23","se_10044200","","1010807","se_10044200_hotspring_01","1010807018","","1",""
"","","93","1.5","","1010807","0","1010807019","","",""
"","","3","2","0.5","1010807","dsb_talk_relax_nervous","1010807020","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7001","1010807021","","0",""
"1","1","11","2","0","1010807","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～","1010807022","0","10","0.2"
"","","91","0","","1010807","","1010807023","","",""
"","","3","2","0.5","1010807","dsb_idle_relax_dere2","1010807024","","1",""
"","","3","1","0.5","1010807","dsb_talk_joy3","1010807025","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7002","1010807026","","0",""
"1","1","11","1","0","1010807","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪","1010807027","0","10","0.2"
"","","91","0","","1010807","","1010807028","","",""
"","","3","1","0.5","1010807","dsb_idle_normal","1010807029","","1",""
"","","3","2","0.5","1010807","dsb_talk_surprise1_joy2","1010807030","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7003","1010807031","","0",""
"1","1","11","2","0","1010807","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？","1010807032","0","10","0.2"
"","","93","3.2","","1010807","1","1010807033","","",""
"","","3","2","0.5","1010807","dsb_talk_surprise2","1010807034","","1",""
"","","91","1010807032","","1010807","","1010807035","","",""
"","","3","2","0.5","1010807","dsb_idle_surprise2","1010807036","","1",""
"","","3","1","0.5","1010807","dsb_talk_joy3","1010807037","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7004","1010807038","","0",""
"1","1","11","1","0","1010807","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆","1010807039","0","10","0.2"
"","","91","0","","1010807","","1010807040","","",""
"","","3","1","0.5","1010807","dsb_idle_normal","1010807041","","1",""
"","","3","2","0.5","1010807","dsb_talk_sad_shy","1010807042","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7005","1010807043","","0",""
"1","1","11","2","0","1010807","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。","1010807044","0","10","0.2"
"","","91","0","","1010807","","1010807045","","",""
"","","3","2","0.5","1010807","dsb_idle_sad","1010807046","","1",""
"","","3","1","0.5","1010807","dsb_talk_thinking_joy","1010807047","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7006","1010807048","","0",""
"1","1","11","1","0","1010807","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？","1010807049","0","10","0.2"
"","","91","0","","1010807","","1010807050","","",""
"","","3","1","0.5","1010807","dsb_idle_arm_crossed","1010807051","","1",""
"dsb_talk_arm_crossed_normal2_loop","1","3","2","0.3","1010807","dsb_talk_arm_crossed_normal2","1010807052","0.5","0",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7007","1010807053","","0",""
"1","1","11","2","0","1010807","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。","1010807054","0","10","0.2"
"","","93","5.9","","1010807","1","1010807055","","",""
"","","3","2","0.5","1010807","dsb_talk_arm_crossed_surprise_loop","1010807056","","1",""
"","","91","1010807054","","1010807","","1010807057","","",""
"","","3","2","0.5","1010807","dsb_talk_arm_crossed_joy_loop","1010807058","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7008","1010807059","","0",""
"1","1","11","2","0","1010807","的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。","1010807060","0","10","0.2"
"","","91","0","","1010807","","1010807061","","",""
