92614989473cca7801420fedf0d7758a0422835091a4a58bafd795bbe6edc8dd,6cc687140683be89949d3cf538d2923f8eccdb77167c7f20c8f1d905347adb2b,29bc73daf7bac237c974c8de5e31c31f7e2768759a5137b1a7e7035ca9c0fece,e9c09d9b3b8e07cc28fb26571a44a3ac70bd19f12262b3f3414d469ab2c9eb45,307f97452e1c4b8606b8d2458c1cd48f0a7b2139c2250379adeb4eb84bb64329,4d01abe19b6d9a98aa3a1abd88ec57928903d0c0f2ac22e4d9516af4dd2438b7,4486eb24ecf96894eb9d675c30b24eb1e000c0f5680a7a446c655714dcb58ecb,0c7c582059591026d29a88248f75b2bde9104c8e6f2d5a229f769b92545509ec,cfed201d344b24d10d6b5219462e41f6c95f683b0aa726a0057210a386482cfe,807e52f62c907b166f65ab71ffee9a88d2c0479dc41556f5eabf1fd47716a05c,9e7b3dfef3d0f1d64ac23908219c3f5fbb04ded15800dcef8d583f41cb2b45ee
"1070050","","21","vo_omp_7007_007","0","0","","vo_omp_7007","","","7"
"1070051","","11","小凜……！","10","1","","112411","","1","7"
"1070052","","91","","","","","0","","","7"
"1070053","","4","0","","","","112611","","","7"
"1070054","","3","omp_psn_20","1","","0","112411","","","7"
"1070055","","3","omp_talk_joy1","1","","0","112611","","","7"
"1070056","","21","vo_omp_7007_008","0","0","","vo_omp_7007","","","7"
"1070057","","11","嘿嘿，澀凜凜真是的，\n裝得那麼酷，卻很熱血呢♪\n我和島村村要給這樣的澀凜凜\n緊～緊地抱一個哦～！","10","1","","112611","","1","7"
"1070058","","93","1","","","","10","","","7"
"1070059","","4","0","1","","","112611","","","7"
"1070060","","2","120","-205","0","","112611","","1","7"
"1070061","","2","420","-205","0","","112411","","1","7"
"1070062","","3","omp_psn_13","0","omp_psn_13_loop","0","112611","0.1","1","7"
"1070063","","3","omp_psn_13","0","omp_psn_13_loop","0","112411","0.1","1","7"
"1070064","","3","omp_psn_15","0","omp_psn_15_loop","0","112511","0","1","7"
"1070065","","93","1","","","","1","","","7"
"1070066","","3","omp_surprise","0","omp_idle_surprise1","0","105831","","1","7"
"1070067","","3","omp_surprise","0","omp_idle_surprise1","0","105931","","1","7"
"1070068","","3","omp_surprise","0","omp_idle_surprise2","0","106031","0.2","1","7"
"1070069","","91","","","","","1070057","","","7"
"1070070","","21","vo_omp_7007_009","0","0","","vo_omp_7007","","","7"
"1070071","","11","等等，快、快住手啦……！","10","1","","112511","","1","7"
"1070072","","91","","","","","0","","","7"
"1070073","","4","1","1","","","105831","","","7"
"1070074","","3","omp_talk_joy1","1","","0","105831","","","7"
"1070075","","21","vo_omp_7007_010","0","0","","vo_omp_7007","","","7"
"1070076","","11","小凱留，\n我們也來抱抱吧♪","10","1","","105831","","1","7"
"1070077","","91","","","","","0","","","7"
"1070078","","3","omp_idle_joy1","1","","0","105831","","","7"
"1070079","","3","omp_talk_tsun","1","","0","106031","","","7"
"1070080","","21","vo_omp_7007_011","0","0","","vo_omp_7007","","","7"
"1070081","","11","啊！？為什麼啊，不要，我拒絕啦！\n喂，為什麼要靠過來啊！？\n可蘿仔，快救我啊！？","10","1","","106031","","1","7"
"1070082","","93","1","","","","4","","","7"
"1070083","","3","omp_walk","1","","0","105831","","","7"
"1070084","","2","-120","-205","1","","105831","","1","7"
"1070085","","91","","","","","0","","","7"
"1070086","","3","omp_idle_joy1","1","","0.2","105831","","","7"
"1070087","","91","","","","","1070081","","","7"
"1070088","","3","omp_idle_joy1","1","","0","105831","","","7"
"1070089","","3","omp_idle_tsun","1","","0","106031","","","7"
"1070090","","3","omp_talk_normal","1","","0","105931","","","7"
"1070091","","21","vo_omp_7007_012","0","0","","vo_omp_7007","","","7"
"1070092","","11","凱留小姐，\n您無處可逃了。\n雖然有些冒味，\n但在下也要加入了……♪","10","1","","105931","","1","7"
"1070093","","91","","","","","0","","","7"
"1070094","","2","-120","-205","0","","105831","","1","7"
"1070095","","2","-440","-205","0","","105931","","1","7"
"1070096","","3","omp_psn_14","0","omp_psn_14_loop","0","105831","0.1","1","7"
"1070097","","3","omp_psn_14","0","omp_psn_14_loop","0","105931","0.1","1","7"
"1070098","","3","omp_psn_15","0","omp_psn_15_loop","0","106031","0","1","7"
"1070099","","21","vo_omp_7007_013","0","0","","vo_omp_7007","","","7"
"1070100","","11","抱抱～♪","10","1","","105831","","1","7"
"1070101","","91","","","","","0","","","7"
"1070102","","3","omp_psn_16_loop","1","","0","106031","","","7"
"1070103","","21","vo_omp_7007_014","0","0","","vo_omp_7007","","","7"
"1070104","","11","喂，別鬧……呃唔！？\n貪吃佩可……妳的力道！\n是想把我絞成一半嗎！？\n等一下，搞什麼啦～！？","10","1","","106031","","1","7"
"1070105","","91","","","","","0","","","7"
"1070106","","3","omp_psn_13_loop","1","","0","112611","","","7"
"1070107","","21","vo_omp_7007_015","0","0","","vo_omp_7007","","","7"
"1070108","","11","哇～！\n凱留凱留～！","10","1","","112611","","1","7"
"1070109","","91","","","","","0","","","7"
"1070110","","3","omp_psn_13_loop","1","","0","112611","","","7"
"1070111","","3","omp_psn_13_loop","1","","0","112411","","","7"
"1070112","","21","vo_omp_7007_016","0","0","","vo_omp_7007","","","7"
"1070113","","11","哈哈哈♪\n【美食殿堂】的各位\n肢體接觸還真大膽呢！","10","1","","112411","","1","7"
"1070114","","91","","","","","0","","","7"
"1070115","","3","omp_psn_13_loop","1","","0","112411","","","7"
"1070116","","3","omp_psn_15_loop","1","","0","112511","","","7"
"1070117","","21","vo_omp_7007_017","0","0","","vo_omp_7007","","","7"
"1070118","","11","我倒覺得已經超越\n大膽的程度了……！？\n等等，快住手……呀啊啊！","10","1","","112511","","1","7"
"1070119","","93","1","","","","5.5","","","7"
"1070120","","3","omp_psn_16_loop","1","","0.1","112511","","","7"
"1070121","","91","","","","","1070118","","","7"
"1070122","","93","","","","","0.4","","","7"
"1080001","omp_idle_normal","1","105831","1600","200","1.8","1","1","-195","8"
"1080002","omp_talk_normal","1","105931","1500","0","1.8","1","0","-185","8"
"1080003","omp_idle_normal","1","106031","1600","-200","1.8","1","0","-205","8"
"1080004","","31","1","0","0","1","1","","1","8"
"1080005","","93","","","","","1","","","8"
"1080006","","21","vo_omp_7008_000","0","0","","vo_omp_7008","","","8"
"1080007","","11","繆思小鎮……雖然是初次造訪，\n不過是一座很棒的城市呢。","10","1","","105931","","1","8"
"1080008","","91","","","","","0","","","8"
"1080009","","3","omp_idle_normal","1","","0","105931","","","8"
"1080010","","3","omp_talk_joy1","1","","0","105831","","","8"
"1080011","","21","vo_omp_7008_001","0","0","","vo_omp_7008","","","8"
"1080012","","11","是的♪整座城市不僅充滿了活力，\n更重要的是有很多美味的特產品，\n太讚了吧☆","10","1","","105831","","1","8"
"1080013","","91","","","","","0","","","8"
"1080014","","3","omp_idle_joy1","1","","0","105831","","","8"
"1080015","","3","omp_talk_sad","1","","0","106031","","","8"
"1080016","","21","vo_omp_7008_002","0","0","","vo_omp_7008","","","8"
"1080017","","11","唉……妳的腦袋裡\n真的都只想著吃呢。","10","1","","106031","","1","8"
"1080018","","91","","","","","0","","","8"
"1080019","","3","omp_idle_sad","1","","0","106031","","","8"
"1080020","","3","omp_talk_normal","1","","0","105931","","","8"
"1080021","","21","vo_omp_7008_003","0","0","","vo_omp_7008","","","8"
"1080022","","11","呵呵，那麼等一下\n要不要來邊走邊吃呢？\n在下也覺得餓了。","10","1","","105931","","1","8"
"1080023","","91","","","","","0","","","8"
"1080024","","3","omp_idle_normal","1","","0","105931","","","8"
"1080025","","3","omp_talk_surprise1","1","","0","106031","","","8"
"1080026","","21","vo_omp_7008_004","0","0","","vo_omp_7008","","","8"
"1080027","","11","連可蘿仔也是！？","10","1","","106031","","1","8"
"1080028","","91","","","","","0","","","8"
"1080029","","3","omp_idle_surprise1","1","","0","106031","","","8"
"1080030","","3","omp_talk_normal","1","","0","105831","","","8"
"1080031","","21","vo_omp_7008_005","0","0","","vo_omp_7008","","","8"
"1080032","","11","小凱留打算怎麼做呢～？","10","1","","105831","","1","8"
"1080033","","91","","","","","0","","","8"
"1080034","","4","1","","","","105931","","","8"
"1080035","","3","omp_idle_normal","1","","0","105831","","","8"
"1080036","","3","omp_talk_tsun","1","","0","106031","","","8"
"1080037","","21","vo_omp_7008_006","0","0","","vo_omp_7008","","","8"
"1080038","","11","我也想吃\n美味的食物啊！\n……不要是魔物料理就好。","10","1","","106031","","1","8"
"1080039","","91","","","","","0","","","8"
"1080040","","3","omp_idle_tsun","1","","0","106031","","","8"
"1080041","","3","omp_talk_normal","1","","0","105931","","","8"
"1080042","","21","vo_omp_7008_007","0","0","","vo_omp_7008","","","8"
"1080043","","11","呵呵，我們都想著同一件事情，\n真不愧是【美食殿堂】呢♪","10","1","","105931","","1","8"
"1080044","","91","","","","","0","","","8"
"1080045","","4","0","","","","105931","","","8"
"1080046","","3","omp_idle_normal","1","","0","105931","","","8"
"1080047","","3","omp_talk_joy1","1","","0","105831","","","8"
"1080048","","21","vo_omp_7008_008","0","0","","vo_omp_7008","","","8"
"1080049","","11","欸嘿嘿～♪\n那麼，我們出發吧！\n小可蘿！小凱留！","10","1","","105831","","1","8"
"1080050","","91","","","","","0","","","8"
"1080051","","93","","","","","0.4","","","8"
"1090001","omp_idle_normal","1","105831","1600","300","1.8","1","1","-270","9"
"1090002","omp_idle_normal","1","105931","1700","450","1.8","1","1","-285","9"
"1090003","omp_idle_normal","1","106031","1600","-310","1.8","1","1","-230","9"
"1090004","omp_idle_normal","1","112511","1500","-45","1.8","1","1","-190","9"
"1090005","omp_idle_normal","1","112411","1600","65","1.8","1","1","-240","9"
"1090006","omp_idle_normal","1","112611","1500","205","1.8","1","1","-192","9"
"1090007","","31","1","0","0","1","1","","1","9"
"1090008","","93","","","","","0.2","","","9"
"1090009","","3","omp_idle_normal","1","","0.1","112611","","","9"
"1090010","","3","omp_talk_sad","1","","0","106031","","","9"
"1090011","","3","omp_idle_normal","1","","0.1","112511","","","9"
"1090012","","3","omp_idle_normal","1","","0.1","105831","","","9"
"1090013","","93","","","","","0.1","","","9"
"1090014","","93","","","","","1","","","9"
"1090015","","21","vo_omp_7009_000","0","0","","vo_omp_7009","","","9"
"1090016","","11","我實在不願想起在這裡發生的事，\n為什麼會做出那種事呢……\n唉。真的是糟透了！","10","1","","106031","","1","9"
"1090017","","91","","","","","0","","","9"
"1090018","","3","omp_psn_17","0","","0","106031","","","9"
"1090019","","21","vo_omp_7009_001","0","0","","vo_omp_7009","","","9"
"1090020","","11","……凱留凱留\n說笑的喵。","10","1","","106031","","1","9"
"1090021","","93","1","","","","2","","","9"
"1090022","","3","omp_talk_sad","1","","0.2","106031","","","9"
"1090023","","91","","","","","1090020","","","9"
"1090024","","3","omp_idle_sad","1","","0","106031","","","9"
"1090025","","3","omp_psn_17","0","omp_idle_joy1","0","105831","0.2","1","9"
"1090026","","21","vo_omp_7009_002","0","0","","vo_omp_7009","","","9"
"1090027","","11","凱留凱留♪","10","1","","105831","","1","9"
"1090028","","91","","","","","0","","","9"
"1090029","","3","omp_psn_17","1","omp_idle_normal","0","105931","0.2","","9"
"1090030","","21","vo_omp_7009_003","0","0","","vo_omp_7009","","","9"
"1090031","","11","凱留凱留喵。","10","1","","105931","","1","9"
"1090032","","91","","","","","0","","","9"
"1090033","","4","0","","","","106031","","","9"
"1090034","","3","omp_surprise","0","omp_idle_surprise1","0","106031","0","1","9"
"1090035","","21","vo_omp_7009_004","0","0","","vo_omp_7009","","","9"
"1090036","","11","妳、妳們幾個！？\n看、看到剛才的……！？","10","1","","106031","","1","9"
"1090037","","91","","","","","0","","","9"
"1090038","","3","omp_psn_17_other","1","omp_idle_joy1","0","112611","0.2","","9"
"1090039","","21","vo_omp_7009_005","0","0","","vo_omp_7009","","","9"
"1090040","","11","凱留凱留～♪\n華麗登場喵☆","10","1","","112611","","1","9"
"1090041","","91","","","","","0","","","9"
"1090042","","3","omp_talk_anger2","1","","0","106031","","","9"
"1090043","","21","vo_omp_7009_006","0","0","","vo_omp_7009","","","9"
"1090044","","11","宰了妳們！我要宰了妳們！\n我要宰了所有看到人，\n也要宰了做出那種事的我！\n我要讓大家都消失～！","10","1","","106031","","1","9"
"1090045","","91","","","","","0","","","9"
"1090046","","3","omp_idle_anger2","1","","0","106031","","","9"
"1090047","","3","omp_talk_sad","1","","0","112411","","","9"
"1090048","","21","vo_omp_7009_007","0","0","","vo_omp_7009","","","9"
"1090049","","11","凱、凱留。呃，那個……","10","1","","112411","","1","9"
"1090050","","91","","","","","0","","","9"
"1090051","","3","omp_idle_sad","1","","0","112411","","","9"
"1090052","","3","omp_talk_normal","1","","0","112511","","","9"
"1090053","","21","vo_omp_7009_008","0","0","","vo_omp_7009","","","9"
"1090054","","11","妳很辛苦呢。","10","1","","112511","","1","9"
"1090055","","91","","","","","0","","","9"
"1090056","","3","omp_idle_normal","1","","0","112511","","","9"
"1090057","","3","omp_talk_tsun","1","","0","106031","","","9"
"1090058","","21","vo_omp_7009_009","0","0","","vo_omp_7009","","","9"
"1090059","","11","我、我饒妳們一命……！\n可是她們不行！\n不讓她們從世上消失，\n我就無法放心……！","10","1","","106031","","1","9"
"1090060","","91","","","","","0","","","9"
"1090061","","3","omp_idle_tsun","1","","0","106031","","","9"
"1090062","","3","omp_talk_normal","1","","0","112511","","","9"
"1090063","","21","vo_omp_7009_010","0","0","","vo_omp_7009","","","9"
"1090064","","11","可是我覺得那個很可愛耶。","10","1","","112511","","1","9"
"1090065","","91","","","","","0","","","9"
"1090066","","3","omp_idle_normal","1","","0","112511","","","9"
"1090067","","3","omp_talk_joy2","1","","0","112411","","","9"
"1090068","","21","vo_omp_7009_011","0","0","","vo_omp_7009","","","9"
"1090069","","11","是啊！　非常棒喔！","10","1","","112411","","1","9"
"1090070","","91","","","","","0","","","9"
"1090071","","3","omp_psn_20","1","","0","112411","","","9"
"1090072","","3","omp_talk_tsun","1","","0","106031","","","9"
"1090073","","21","vo_omp_7009_012","0","0","","vo_omp_7009","","","9"
"1090074","","11","聽到那種話我才不覺得開心啦～！？","10","1","","106031","","1","9"
"1090075","","91","","","","","0","","","9"
"1090076","","3","omp_idle_tsun","1","","0","106031","","","9"
"1090077","","3","omp_psn_17","0","omp_idle_joy1","0","105831","0.2","1","9"
"1090078","","3","omp_psn_17","0","omp_idle_normal","0","105931","0.2","1","9"
"1090079","","3","omp_psn_17_other","0","omp_idle_joy1","0","112611","0.2","1","9"
"1090080","","21","vo_omp_7009_013","0","0","","vo_omp_7009","","","9"
"1090081","","11","凱留凱留♪","10","1","","105831","","1","9"
"1090082","","91","","","","","0","","","9"
"1090083","","3","omp_talk_anger2","1","","0","106031","","","9"
"1090084","","21","vo_omp_7009_014","0","0","","vo_omp_7009","","","9"
"1090085","","11","我一定要宰了妳們～～～～～～～！","10","1","","106031","","1","9"
"1090086","","91","","","","","0","","","9"
"1090087","","93","","","","","0.4","","","9"
