69bcb0ed754c41f3c686b0a782bb05f254e86849cfbfd7899c7303a411d499d8,21b4e5ed46a14b225325bfbb8f6cb9246e36c2d941cec39677df94a7f3d02c99,975fa7512e62c4c003df5d75e950f8a0b1305d94ce81daeee61fe223261346a6,7ad86a9057439dab8af0c5e030c732120048646718f8bac08b4010cd5ab1753c,d42d50db2495dcf5f760061ade9d80e58bce834930a4115ead1fbfb450b01133,a3472bc378c6c8ec61c649b98d9a7176ac8c19db1afa924881a2ea2314389bd8,8db8c485abf3c915c310650f687348d101a7aa59c5a999c5977f36fd45afa924,af19795347366397c2cd684f4a7da96d452ecf6bfa5625ed28bf4cb10b940a6a,4d3fd0310e420e80c652057a73ea464c7a83b89d0fd9aa88109c07990eb45cbc,8fc5e7a8d489a9a5365776ac0256346fe50a7717c63ccaa2aecb6d7b8347f050,eb300eacf24c57aa12f920c9dd9d66e290491612894609ec53db7ceb595be11d
"1011501","6","0","","0","1","","1","1011501035","31","6"
"1011501","101111","0","","blb_wish_02","0","","1","1011501036","3","blb_joy_02"
"1011501","2","","","","","","","1011501037","93",""
"1011501","vo_adv_1011501","0","","0","","","","1011501038","21","vo_adv_1011501_000"
"1011501","101111","","","","","","","1011501039","13","870"
"1011501","101111","5","","1","0","0","1","1011501040","11","哇，好棒的蛋糕！\n謝謝哥哥！"
"1011501","0","","","","","","","1011501041","91",""
"1011501","vo_adv_1011501","0","","0","","","","1011501042","21","vo_adv_1011501_001"
"1011501","101111","6","","1","0","0","1","1011501043","11","能近距離收到\n你的祝福，\n是身為妹妹的特權吧！"
"1011501","0","","","","","","","1011501044","91",""
"1011501","vo_adv_1011501","0","","0","","","","1011501045","21","vo_adv_1011501_002"
"1011501","101111","6","","1","0","0","1","1011501046","11","今後我也會多收成一些胡蘿蔔，\n快快長大的！"
"1011501","0","","","","","","","1011501047","91",""
"1011501","vo_adv_1011501","0","","0","","","","1011501048","21","vo_adv_1011501_003"
"1011501","101111","6","","1","0","0","1","1011501049","11","哥哥也要\n在我的身邊好好看著，\n不要錯過妹妹的成長喔！"
"1011501","0","","","","","","","1011501050","91",""
"1011501","9","0","","0","1","","1","1011501051","31","9"
"1011501","0","","","","","","","1011501052","131",""
"1011501","0","0","","0","","","","1011501053","22","1"
"1011501","","","","","","","","1011501054","111",""
"1011501","0","","","","","","","1011501055","91",""
"1012501","1","850","cmn_talk_def_N","400","1.5","1","-220","1012501001","1","101211"
"1012501","8","0","","0","1","","1","1012501002","31","8"
"1012501","7","0","","0","1","","1","1012501003","31","7"
"1012501","69","0","","0","1","","1","1012501004","31","69"
"1012501","3","0","","0","1","","1","1012501005","31","3"
"1012501","2","0","","0","1","","1","1012501006","31","2"
"1012501","1","0","","0","1","","1","1012501007","31","1"
"1012501","12","0","","0","0","","1","1012501008","31","12"
"1012501","101211","1","","","0.3","","","1012501009","3","blb_run_01"
"1012501","101211","-220","","1.3","","","0","1012501010","2","90"
"1012501","bgm_M321","0","","0","","","","1012501011","25","bgm_M321_2C"
"1012501","0","1.25","","1.25","0","","0","1012501012","121","0"
"1012501","12","0","","0","1","","1","1012501013","32","1"
"1012501","se_common","0","","0","","","","1012501014","23","se_sys_login_birthday_new_01"
"1012501","1.3","","","","","","","1012501015","93",""
"1012501","101211","0","","blb_idle","0.05","0.3","0","1012501016","3","blb_stop"
"1012501","101211","-220","","0.25","","","0","1012501017","2","80"
"1012501","1.4","","","","","","","1012501018","93",""
"1012501","0","1.4","","1.4","3","","1","1012501019","121","0"
"1012501","1","","","","","","","1012501020","131",""
"1012501","101211","0","","blb_idle","0.3","0.3","1","1012501021","3","blb_blowout_02"
"1012501","0.7","","","","","","","1012501022","93",""
"1012501","12","0","","0","1","","1","1012501023","32","0"
"1012501","13","0","","0","1","","1","1012501024","31","13"
"1012501","0.2","","","","","","","1012501025","93",""
"1012501","se_common","0","","0","","","","1012501026","23","se_sys_login_birthday_blow_candle"
"1012501","1.2","","","","","","","1012501027","93",""
"1012501","se_adv_tickle_02","0","","0","","","","1012501028","23","se_adv_tickle_02"
"1012501","4","0","","0","1","","1","1012501029","31","4"
"1012501","1","","","","","","","1012501030","93",""
"1012501","se_common","0","","0","","","","1012501031","23","se_sys_login_birthday_02"
"1012501","101211","1","","","0.3","","0","1012501032","3","blb_idle"
"1012501","1.05","","","","","","","1012501033","93",""
"1012501","se_common","0","","0","","","","1012501034","23","se_sys_login_birthday_cracker"
"1012501","6","0","","0","1","","1","1012501035","31","6"
"1012501","101211","0","","blb_wish_03","0","","1","1012501036","3","blb_joy_03"
"1012501","2","","","","","","","1012501037","93",""
"1012501","vo_adv_1012501","0","","0","","","","1012501038","21","vo_adv_1012501_000"
"1012501","101211","","","","","","","1012501039","13","870"
"1012501","101211","5","","1","0","0","1","1012501040","11","Yeah！祝我生日快樂☆\n收到這麼多祝福我好開心。\n嘿嘿♪"
"1012501","0","","","","","","","1012501041","91",""
"1012501","vo_adv_1012501","0","","0","","","","1012501042","21","vo_adv_1012501_001"
"1012501","101211","6","","1","0","0","1","1012501043","11","這麼豪華又可愛的蛋糕\n是你親手做的吧？\n我還以為是出自專業的甜點店之手呢！\n你真的好厲害！"
"1012501","0","","","","","","","1012501044","91",""
"1012501","vo_adv_1012501","0","","0","","","","1012501045","21","vo_adv_1012501_002"
"1012501","101211","5","","1","0","0","1","1012501046","11","咦？還有蛋糕以外的禮物嗎？\n這是……\n「百依百順券」？\n真的任何事情都可以嗎？"
"1012501","0","","","","","","","1012501047","91",""
"1012501","vo_adv_1012501","0","","0","","","","1012501048","21","vo_adv_1012501_003"
"1012501","101211","5","","1","0","0","1","1012501049","11","我今天其實也想要找小栞過來\n然後陪我玩一整天……\n可以嗎！？真的？\n太好了☆"
"1012501","0","","","","","","","1012501050","91",""
"1012501","vo_adv_1012501","0","","0","","","","1012501051","21","vo_adv_1012501_004"
"1012501","101211","6","","1","0","0","1","1012501052","11","畢竟今天是難得的日子，\n我一直想跟重要的人一起過呢☆\n那我趕快去找小栞過來！\n我們今天要很幸福地度過喔♪"
"1012501","0","","","","","","","1012501053","91",""
"1012501","9","0","","0","1","","1","1012501054","31","9"
"1012501","0","","","","","","","1012501055","131",""
"1012501","0","0","","0","","","","1012501056","22","1"
"1012501","","","","","","","","1012501057","111",""
"1012501","0","","","","","","","1012501058","91",""
"1013501","1","850","cmn_talk_def_N","400","1.5","1","-220","1013501001","1","101311"
"1013501","8","0","","0","1","","1","1013501002","31","8"
"1013501","7","0","","0","1","","1","1013501003","31","7"
"1013501","45","0","","0","1","","1","1013501004","31","45"
"1013501","3","0","","0","1","","1","1013501005","31","3"
"1013501","2","0","","0","1","","1","1013501006","31","2"
"1013501","1","0","","0","1","","1","1013501007","31","1"
"1013501","12","0","","0","0","","1","1013501008","31","12"
"1013501","101311","1","","","0.3","","","1013501009","3","blb_run_01"
"1013501","101311","-220","","1.3","","","0","1013501010","2","90"
"1013501","bgm_M321","0","","0","","","","1013501011","25","bgm_M321_2C"
"1013501","0","1.25","","1.25","0","","0","1013501012","121","0"
"1013501","12","0","","0","1","","1","1013501013","32","1"
"1013501","se_common","0","","0","","","","1013501014","23","se_sys_login_birthday_new_01"
"1013501","1.3","","","","","","","1013501015","93",""
"1013501","101311","0","","blb_idle","0.05","0.3","0","1013501016","3","blb_stop"
"1013501","101311","-220","","0.25","","","0","1013501017","2","80"
"1013501","1.4","","","","","","","1013501018","93",""
"1013501","0","1.4","","1.4","3","","1","1013501019","121","0"
"1013501","1","","","","","","","1013501020","131",""
"1013501","101311","0","","blb_idle","0.3","0.3","1","1013501021","3","blb_blowout_02"
"1013501","0.7","","","","","","","1013501022","93",""
"1013501","12","0","","0","1","","1","1013501023","32","0"
"1013501","13","0","","0","1","","1","1013501024","31","13"
"1013501","0.2","","","","","","","1013501025","93",""
"1013501","se_common","0","","0","","","","1013501026","23","se_sys_login_birthday_blow_candle"
"1013501","1.2","","","","","","","1013501027","93",""
"1013501","se_adv_tickle_02","0","","0","","","","1013501028","23","se_adv_tickle_02"
"1013501","4","0","","0","1","","1","1013501029","31","4"
"1013501","1","","","","","","","1013501030","93",""
"1013501","se_common","0","","0","","","","1013501031","23","se_sys_login_birthday_02"
"1013501","101311","1","","","0.3","","0","1013501032","3","blb_idle"
"1013501","1.05","","","","","","","1013501033","93",""
"1013501","se_common","0","","0","","","","1013501034","23","se_sys_login_birthday_cracker"
"1013501","6","0","","0","1","","1","1013501035","31","6"
"1013501","101311","0","","blb_wish_03","0","","1","1013501036","3","blb_joy_03"
"1013501","2","","","","","","","1013501037","93",""
"1013501","vo_adv_1013501","0","","0","","","","1013501038","21","vo_adv_1013501_000"
"1013501","101311","","","","","","","1013501039","13","870"
"1013501","101311","6","","1","0","0","1","1013501040","11","嗚～\n居然能想出生日驚喜派對，\n還真有你的！"
"1013501","0","","","","","","","1013501041","91",""
"1013501","vo_adv_1013501","0","","0","","","","1013501042","21","vo_adv_1013501_001"
"1013501","101311","7","","1","0","0","1","1013501043","11","咦？我、我我我我才沒有害羞！\n什麼因為驚喜讓我的胸口一緊，\n還因為太開心了所以笑個不停，\n這些反應我才……唔、唔唔……"
"1013501","0","","","","","","","1013501044","91",""
"1013501","vo_adv_1013501","0","","0","","","","1013501045","21","vo_adv_1013501_002"
"1013501","101311","6","","1","0","0","1","1013501046","11","不過！我早就在美少女遊戲裡學過\n如何面對這種基本情況！\n可愛到爆的魔法少女是沒有敵人的！\n接下來是七七香的回合！"
"1013501","0","","","","","","","1013501047","91",""
"1013501","vo_adv_1013501","0","","0","","","","1013501048","21","vo_adv_1013501_003"
"1013501","101311","6","","1","0","0","1","1013501049","11","我要在這裡發動生日願望！\n你要陪我一整天！\n不論是動畫、遊戲還是漫畫……\n我要讓你玩到眼睛受不了喔～！"
"1013501","0","","","","","","","1013501050","91",""
"1013501","9","0","","0","1","","1","1013501051","31","9"
"1013501","0","","","","","","","1013501052","131",""
"1013501","0","0","","0","","","","1013501053","22","1"
"1013501","","","","","","","","1013501054","111",""
"1013501","0","","","","","","","1013501055","91",""
"1014501","1","850","cmn_talk_def_N","400","1.5","1","-220","1014501001","1","101411"
"1014501","8","0","","0","1","","1","1014501002","31","8"
"1014501","7","0","","0","1","","1","1014501003","31","7"
"1014501","59","0","","0","1","","1","1014501004","31","59"
"1014501","3","0","","0","1","","1","1014501005","31","3"
"1014501","2","0","","0","1","","1","1014501006","31","2"
"1014501","1","0","","0","1","","1","1014501007","31","1"
"1014501","12","0","","0","0","","1","1014501008","31","12"
"1014501","101411","1","","","0.3","","","1014501009","3","blb_run_01"
"1014501","101411","-220","","1.3","","","0","1014501010","2","90"
"1014501","bgm_M321","0","","0","","","","1014501011","25","bgm_M321_2C"
"1014501","0","1.25","","1.25","0","","0","1014501012","121","0"
"1014501","12","0","","0","1","","1","1014501013","32","1"
"1014501","se_common","0","","0","","","","1014501014","23","se_sys_login_birthday_new_01"
"1014501","1.3","","","","","","","1014501015","93",""
"1014501","101411","0","","blb_idle","0.05","0.3","0","1014501016","3","blb_stop"
"1014501","101411","-220","","0.25","","","0","1014501017","2","80"
"1014501","1.4","","","","","","","1014501018","93",""
"1014501","0","1.4","","1.4","3","","1","1014501019","121","0"
"1014501","1","","","","","","","1014501020","131",""
"1014501","101411","0","","blb_idle","0.3","0.3","1","1014501021","3","blb_blowout_01"
"1014501","0.7","","","","","","","1014501022","93",""
"1014501","12","0","","0","1","","1","1014501023","32","0"
"1014501","13","0","","0","1","","1","1014501024","31","13"
"1014501","0.2","","","","","","","1014501025","93",""
"1014501","se_common","0","","0","","","","1014501026","23","se_sys_login_birthday_blow_candle"
"1014501","1.2","","","","","","","1014501027","93",""
"1014501","se_adv_tickle_02","0","","0","","","","1014501028","23","se_adv_tickle_02"
"1014501","4","0","","0","1","","1","1014501029","31","4"
"1014501","1","","","","","","","1014501030","93",""
"1014501","se_common","0","","0","","","","1014501031","23","se_sys_login_birthday_02"
"1014501","101411","1","","","0.3","","0","1014501032","3","blb_idle"
"1014501","1.05","","","","","","","1014501033","93",""
"1014501","se_common","0","","0","","","","1014501034","23","se_sys_login_birthday_cracker"
"1014501","6","0","","0","1","","1","1014501035","31","6"
"1014501","101411","0","","blb_wish_01","0","","1","1014501036","3","blb_joy_01"
"1014501","2","","","","","","","1014501037","93",""
"1014501","vo_adv_1014501","0","","0","","","","1014501038","21","vo_adv_1014501_000"
"1014501","101411","","","","","","","1014501039","13","870"
"1014501","101411","5","","1","0","0","1","1014501040","11","生日蛋糕嗎？\n助手先生，\n謝謝你幫我慶生。"
"1014501","0","","","","","","","1014501041","91",""
"1014501","vo_adv_1014501","0","","0","","","","1014501042","21","vo_adv_1014501_001"
"1014501","101411","6","","1","0","0","1","1014501043","11","準備手工蛋糕\n很辛苦吧？\n有你這麼棒的助手，我很幸福呢。"
"1014501","0","","","","","","","1014501044","91",""
"1014501","vo_adv_1014501","0","","0","","","","1014501045","21","vo_adv_1014501_002"
"1014501","101411","5","","1","0","0","1","1014501046","11","咦？你要餵我吃？\n不、不用啦！\n你不用做到這種地步……！\n雖然今天確實是特別的日子……！"
"1014501","0","","","","","","","1014501047","91",""
"1014501","vo_adv_1014501","0","","0","","","","1014501048","21","vo_adv_1014501_003"
"1014501","101411","4","","1","0","0","1","1014501049","11","特別的……嗯，你說的沒錯。\n生日這天撒撒嬌也是可以的吧。\n既然如此，這是我跟助手先生的祕密喔！\n啊～呣……太、太害羞了啦……"
"1014501","0","","","","","","","1014501050","91",""
"1014501","9","0","","0","1","","1","1014501051","31","9"
"1014501","0","","","","","","","1014501052","131",""
"1014501","0","0","","0","","","","1014501053","22","1"
"1014501","","","","","","","","1014501054","111",""
"1014501","0","","","","","","","1014501055","91",""
"1015501","1","850","cmn_talk_def_N","400","1.5","1","-220","1015501001","1","101511"
"1015501","8","0","","0","1","","1","1015501002","31","8"
"1015501","7","0","","0","1","","1","1015501003","31","7"
"1015501","50","0","","0","1","","1","1015501004","31","50"
"1015501","3","0","","0","1","","1","1015501005","31","3"
"1015501","2","0","","0","1","","1","1015501006","31","2"
"1015501","1","0","","0","1","","1","1015501007","31","1"
"1015501","12","0","","0","0","","1","1015501008","31","12"
"1015501","101511","1","","","0.3","","","1015501009","3","blb_run_01"
"1015501","101511","-220","","1.3","","","0","1015501010","2","90"
"1015501","bgm_M321","0","","0","","","","1015501011","25","bgm_M321_2C"
"1015501","0","1.25","","1.25","0","","0","1015501012","121","0"
"1015501","12","0","","0","1","","1","1015501013","32","1"
"1015501","se_common","0","","0","","","","1015501014","23","se_sys_login_birthday_new_01"
"1015501","1.3","","","","","","","1015501015","93",""
"1015501","101511","0","","blb_idle","0.05","0.3","0","1015501016","3","blb_stop"
"1015501","101511","-220","","0.25","","","0","1015501017","2","80"
"1015501","1.4","","","","","","","1015501018","93",""
"1015501","0","1.4","","1.4","3","","1","1015501019","121","0"
"1015501","1","","","","","","","1015501020","131",""
"1015501","101511","0","","blb_idle_02","0.3","0.3","1","1015501021","3","blb_blowout_03"
"1015501","0.7","","","","","","","1015501022","93",""
"1015501","12","0","","0","1","","1","1015501023","32","0"
"1015501","13","0","","0","1","","1","1015501024","31","13"
"1015501","0.2","","","","","","","1015501025","93",""
"1015501","se_common","0","","0","","","","1015501026","23","se_sys_login_birthday_blow_candle"
"1015501","1.2","","","","","","","1015501027","93",""
"1015501","se_adv_tickle_02","0","","0","","","","1015501028","23","se_adv_tickle_02"
"1015501","4","0","","0","1","","1","1015501029","31","4"
"1015501","1","","","","","","","1015501030","93",""
"1015501","se_common","0","","0","","","","1015501031","23","se_sys_login_birthday_02"
"1015501","101511","1","","","0.3","","0","1015501032","3","blb_idle_02"
"1015501","1.05","","","","","","","1015501033","93",""
"1015501","se_common","0","","0","","","","1015501034","23","se_sys_login_birthday_cracker"
"1015501","6","0","","0","1","","1","1015501035","31","6"
"1015501","101511","0","","blb_wish_04","0","","1","1015501036","3","blb_joy_04"
"1015501","2","","","","","","","1015501037","93",""
"1015501","vo_adv_1015501","0","","0","","","","1015501038","21","vo_adv_1015501_000"
"1015501","101511","","","","","","","1015501039","13","870"
"1015501","101511","5","","1","0","0","1","1015501040","11","哎呀哎呀～！\n沒想到你會幫\n老師慶生，真是個好孩子呢♪\n我很開心喔～！"
"1015501","0","","","","","","","1015501041","91",""
"1015501","vo_adv_1015501","0","","0","","","","1015501042","21","vo_adv_1015501_001"
"1015501","101511","5","","1","0","0","1","1015501043","11","有溫柔你的陪在身邊，\n對老師來說\n就是最棒的禮物了～！"
"1015501","0","","","","","","","1015501044","91",""
"1015501","vo_adv_1015501","0","","0","","","","1015501045","21","vo_adv_1015501_002"
"1015501","101511","4","","1","0","0","1","1015501046","11","話說回來，這個蛋糕也太棒了♪\n你和老師一起吃吧～！\n來，嘴巴張開一點。\n啊～嗯，你做的非常好～♪"
"1015501","0","","","","","","","1015501047","91",""
"1015501","vo_adv_1015501","0","","0","","","","1015501048","21","vo_adv_1015501_003"
"1015501","101511","4","","1","0","0","1","1015501049","11","呵呵，今後你也要在我身邊\n當個好孩子喔。\n抱緊……今天真的很謝謝你♪"
"1015501","0","","","","","","","1015501050","91",""
"1015501","9","0","","0","1","","1","1015501051","31","9"
"1015501","0","","","","","","","1015501052","131",""
"1015501","0","0","","0","","","","1015501053","22","1"
"1015501","","","","","","","","1015501054","111",""
"1015501","0","","","","","","","1015501055","91",""
"1016501","1","850","cmn_talk_def_N","400","1.5","1","-220","1016501001","1","101611"
"1016501","8","0","","0","1","","1","1016501002","31","8"
"1016501","7","0","","0","1","","1","1016501003","31","7"
"1016501","24","0","","0","1","","1","1016501004","31","24"
"1016501","3","0","","0","1","","1","1016501005","31","3"
"1016501","2","0","","0","1","","1","1016501006","31","2"
"1016501","1","0","","0","1","","1","1016501007","31","1"
"1016501","12","0","","0","0","","1","1016501008","31","12"
"1016501","101611","1","","","0.3","","","1016501009","3","blb_run_01"
"1016501","101611","-220","","1.3","","","0","1016501010","2","90"
"1016501","bgm_M321","0","","0","","","","1016501011","25","bgm_M321_2C"
"1016501","0","1.25","","1.25","0","","0","1016501012","121","0"
"1016501","12","0","","0","1","","1","1016501013","32","1"
"1016501","se_common","0","","0","","","","1016501014","23","se_sys_login_birthday_new_01"
"1016501","1.3","","","","","","","1016501015","93",""
"1016501","101611","0","","blb_idle","0.05","0.3","0","1016501016","3","blb_stop"
"1016501","101611","-220","","0.25","","","0","1016501017","2","80"
"1016501","1.4","","","","","","","1016501018","93",""
"1016501","0","1.4","","1.4","3","","1","1016501019","121","0"
"1016501","1","","","","","","","1016501020","131",""
"1016501","101611","0","","blb_idle","0.3","0.3","1","1016501021","3","blb_blowout_02"
"1016501","0.7","","","","","","","1016501022","93",""
"1016501","12","0","","0","1","","1","1016501023","32","0"
"1016501","13","0","","0","1","","1","1016501024","31","13"
"1016501","0.2","","","","","","","1016501025","93",""
"1016501","se_common","0","","0","","","","1016501026","23","se_sys_login_birthday_blow_candle"
"1016501","1.2","","","","","","","1016501027","93",""
"1016501","se_adv_tickle_02","0","","0","","","","1016501028","23","se_adv_tickle_02"
"1016501","4","0","","0","1","","1","1016501029","31","4"
"1016501","1","","","","","","","1016501030","93",""
"1016501","se_common","0","","0","","","","1016501031","23","se_sys_login_birthday_02"
"1016501","101611","1","","","0.3","","0","1016501032","3","blb_idle"
"1016501","1.05","","","","","","","1016501033","93",""
"1016501","se_common","0","","0","","","","1016501034","23","se_sys_login_birthday_cracker"
"1016501","6","0","","0","1","","1","1016501035","31","6"
"1016501","101611","0","","blb_wish_03","0","","1","1016501036","3","blb_joy_03"
"1016501","2","","","","","","","1016501037","93",""
"1016501","vo_adv_1016501","0","","0","","","","1016501038","21","vo_adv_1016501_000"
"1016501","101611","","","","","","","1016501039","13","870"
"1016501","101611","5","","1","0","0","1","1016501040","11","哈嚕！\n你要幫我過生日嗎？\n呀哈！真的謝謝你喔！"
"1016501","0","","","","","","","1016501041","91",""
"1016501","vo_adv_1016501","0","","0","","","","1016501042","21","vo_adv_1016501_001"
"1016501","101611","6","","1","0","0","1","1016501043","11","這蛋糕看起來超好吃的！\n該不會是秀才做的？"
"1016501","0","","","","","","","1016501044","91",""
"1016501","vo_adv_1016501","0","","0","","","","1016501045","21","vo_adv_1016501_002"
"1016501","101611","5","","1","0","0","1","1016501046","11","……咦？真的是呀？\n好讚讚讚讚！太厲害了吧！？"
"1016501","0","","","","","","","1016501047","91",""
"1016501","vo_adv_1016501","0","","0","","","","1016501048","21","vo_adv_1016501_003"
"1016501","101611","4","","1","0","0","1","1016501049","11","欸欸欸！\n這麼難得就陪人家一起吃嘛！\n秀才先吃第一口吧？\n來，啊～～♪"
"1016501","0","","","","","","","1016501050","91",""
"1016501","vo_adv_1016501","0","","0","","","","1016501051","21","vo_adv_1016501_004"
"1016501","101611","4","","1","0","0","1","1016501052","11","……開～玩笑的！\n奇怪？你一臉認真期待的樣子？\n你太配合了吧，超好笑！\n好啦，這次是真的……啊～～♪"
"1016501","0","","","","","","","1016501053","91",""
"1016501","vo_adv_1016501","0","","0","","","","1016501054","21","vo_adv_1016501_005"
"1016501","101611","5","","1","0","0","1","1016501055","11","真的很謝謝你幫人家過生日喔！\n不過人家還沒吃飽！\n所以今天的後續也要\n請你再更──努力地幫人家慶祝囉♪"
"1016501","0","","","","","","","1016501056","91",""
"1016501","9","0","","0","1","","1","1016501057","31","9"
"1016501","0","","","","","","","1016501058","131",""
"1016501","0","0","","0","","","","1016501059","22","1"
"1016501","","","","","","","","1016501060","111",""
"1016501","0","","","","","","","1016501061","91",""
"1017501","1","850","cmn_talk_def_N","400","1.5","1","-220","1017501001","1","101711"
"1017501","8","0","","0","1","","1","1017501002","31","8"
"1017501","7","0","","0","1","","1","1017501003","31","7"
"1017501","34","0","","0","1","","1","1017501004","31","34"
"1017501","3","0","","0","1","","1","1017501005","31","3"
"1017501","2","0","","0","1","","1","1017501006","31","2"
"1017501","1","0","","0","1","","1","1017501007","31","1"
"1017501","12","0","","0","0","","1","1017501008","31","12"
"1017501","101711","1","","","0.3","","","1017501009","3","blb_run_01"
"1017501","101711","-220","","1.3","","","0","1017501010","2","90"
"1017501","bgm_M321","0","","0","","","","1017501011","25","bgm_M321_2C"
"1017501","0","1.25","","1.25","0","","0","1017501012","121","0"
"1017501","12","0","","0","1","","1","1017501013","32","1"
"1017501","se_common","0","","0","","","","1017501014","23","se_sys_login_birthday_new_01"
"1017501","1.3","","","","","","","1017501015","93",""
"1017501","101711","0","","blb_idle","0.05","0.3","0","1017501016","3","blb_stop"
"1017501","101711","-220","","0.25","","","0","1017501017","2","80"
"1017501","1.4","","","","","","","1017501018","93",""
"1017501","0","1.4","","1.4","3","","1","1017501019","121","0"
"1017501","1","","","","","","","1017501020","131",""
"1017501","101711","0","","blb_idle","0.3","0.3","1","1017501021","3","blb_blowout_02"
"1017501","0.7","","","","","","","1017501022","93",""
"1017501","12","0","","0","1","","1","1017501023","32","0"
"1017501","13","0","","0","1","","1","1017501024","31","13"
"1017501","0.2","","","","","","","1017501025","93",""
"1017501","se_common","0","","0","","","","1017501026","23","se_sys_login_birthday_blow_candle"
"1017501","1.2","","","","","","","1017501027","93",""
"1017501","se_adv_tickle_02","0","","0","","","","1017501028","23","se_adv_tickle_02"
"1017501","4","0","","0","1","","1","1017501029","31","4"
"1017501","1","","","","","","","1017501030","93",""
"1017501","se_common","0","","0","","","","1017501031","23","se_sys_login_birthday_02"
"1017501","101711","1","","","0.3","","0","1017501032","3","blb_idle"
"1017501","1.05","","","","","","","1017501033","93",""
"1017501","se_common","0","","0","","","","1017501034","23","se_sys_login_birthday_cracker"
"1017501","6","0","","0","1","","1","1017501035","31","6"
"1017501","101711","0","","blb_wish_02","0","","1","1017501036","3","blb_joy_02"
"1017501","2","","","","","","","1017501037","93",""
"1017501","vo_adv_1017501","0","","0","","","","1017501038","21","vo_adv_1017501_000"
"1017501","101711","","","","","","","1017501039","13","870"
"1017501","101711","5","","1","0","0","1","1017501040","11","啊哈～♪\n這蛋糕好大呢～！\n謝謝你\n幫我慶祝生日～！"
"1017501","0","","","","","","","1017501041","91",""
"1017501","vo_adv_1017501","0","","0","","","","1017501042","21","vo_adv_1017501_001"
"1017501","101711","5","","1","0","0","1","1017501043","11","你也一起吃嘛～\n只要一同分享喜悅的心情，\n就會大～家都開心～♪"
"1017501","0","","","","","","","1017501044","91",""
"1017501","vo_adv_1017501","0","","0","","","","1017501045","21","vo_adv_1017501_002"
"1017501","101711","5","","1","0","0","1","1017501046","11","唔～～～！\n慶祝生日時\n果然會需要唱歌跟跳舞對吧～！\n就交給我吧～！"
"1017501","0","","","","","","","1017501047","91",""
"1017501","vo_adv_1017501","0","","0","","","","1017501048","21","vo_adv_1017501_003"
"1017501","101711","5","","1","0","0","1","1017501049","11","快點，你也一起跳吧！\n你不知道怎麼跳？\n那就貼著我吧～♪"
"1017501","0","","","","","","","1017501050","91",""
"1017501","vo_adv_1017501","0","","0","","","","1017501051","21","vo_adv_1017501_004"
"1017501","101711","6","","1","0","0","1","1017501052","11","只要像這樣跳，\n身體就會自己動起來了～♪\n別害羞，你再貼緊一點～\n……欸嘿嘿，不可以放開我喔～♪"
"1017501","0","","","","","","","1017501053","91",""
"1017501","9","0","","0","1","","1","1017501054","31","9"
"1017501","0","","","","","","","1017501055","131",""
"1017501","0","0","","0","","","","1017501056","22","1"
"1017501","","","","","","","","1017501057","111",""
"1017501","0","","","","","","","1017501058","91",""
"1018501","1","850","cmn_talk_def_N","400","1.5","1","-220","1018501001","1","101811"
"1018501","8","0","","0","1","","1","1018501002","31","8"
"1018501","7","0","","0","1","","1","1018501003","31","7"
"1018501","44","0","","0","1","","1","1018501004","31","44"
"1018501","3","0","","0","1","","1","1018501005","31","3"
"1018501","2","0","","0","1","","1","1018501006","31","2"
"1018501","1","0","","0","1","","1","1018501007","31","1"
"1018501","12","0","","0","0","","1","1018501008","31","12"
"1018501","101811","1","","","0.3","","","1018501009","3","blb_run_01"
"1018501","101811","-220","","1.3","","","0","1018501010","2","90"
"1018501","bgm_M321","0","","0","","","","1018501011","25","bgm_M321_2C"
"1018501","0","1.25","","1.25","0","","0","1018501012","121","0"
"1018501","12","0","","0","1","","1","1018501013","32","1"
"1018501","se_common","0","","0","","","","1018501014","23","se_sys_login_birthday_new_01"
"1018501","1.3","","","","","","","1018501015","93",""
"1018501","101811","0","","blb_idle","0.05","0.3","0","1018501016","3","blb_stop"
"1018501","101811","-220","","0.25","","","0","1018501017","2","80"
"1018501","1.4","","","","","","","1018501018","93",""
"1018501","0","1.4","","1.4","3","","1","1018501019","121","0"
"1018501","1","","","","","","","1018501020","131",""
"1018501","101811","0","","blb_idle","0.3","0.3","1","1018501021","3","blb_blowout_01"
"1018501","0.7","","","","","","","1018501022","93",""
"1018501","12","0","","0","1","","1","1018501023","32","0"
"1018501","13","0","","0","1","","1","1018501024","31","13"
"1018501","0.2","","","","","","","1018501025","93",""
"1018501","se_common","0","","0","","","","1018501026","23","se_sys_login_birthday_blow_candle"
"1018501","1.2","","","","","","","1018501027","93",""
"1018501","se_adv_tickle_02","0","","0","","","","1018501028","23","se_adv_tickle_02"
"1018501","4","0","","0","1","","1","1018501029","31","4"
"1018501","1","","","","","","","1018501030","93",""
"1018501","se_common","0","","0","","","","1018501031","23","se_sys_login_birthday_02"
"1018501","101811","1","","","0.3","","0","1018501032","3","blb_idle"
"1018501","1.05","","","","","","","1018501033","93",""
"1018501","se_common","0","","0","","","","1018501034","23","se_sys_login_birthday_cracker"
"1018501","6","0","","0","1","","1","1018501035","31","6"
"1018501","101811","0","","blb_wish_01","0","","1","1018501036","3","blb_joy_01"
"1018501","2","","","","","","","1018501037","93",""
"1018501","vo_adv_1018501","0","","0","","","","1018501038","21","vo_adv_1018501_000"
