fe25a1811ca5690a72b658bda891d40dffdef4b0cfd7a0403d95dc54331e72f1,1516f0885f15275b75b20961c5e0f1285a5c715f5e5ee3c7c8f76ba8d8c2e1ad,f477287ae6f599bf93f8866e68d19086353bcfd77f83aea35f41f48bd2a4c62d,a969fe7a492be00def6a7dda7bd45a2d3ea7c663c85ec4448410491c2dd51681,d7d75fef84711d4d2a494d2bc8b59cb15ef3b8e8e8d71a3a5a06f49039e0ae29,567d648ec29a1ae075ee9b04c1b4605e0aa2501785cc550505877bfa8ae56aa6,b50227ce5adcc2203a1758680cec00bcab4fd5b293e4806261847b1ca982a1fc,fc7ac13f0ce9dea1c79243ebca05dc1f18504925e6a120b3ef25a4069e0df9c9,69cfac68c06fe8136c0ce19b17bda564091e67dcb7bb0c93af16eca74d9ef069,828b3e18cffc630645b23b4053ce7adadff3d6806dee8c84be20b27fb8de4704,c6b320c3db536ab9922d1b223758c842afec521348aa0d3df3f504afc5c03fb1,f2f010666c0b24d77298d1cb0752d8facaa398fa1a26c7ab0bde499f9a95ebf6,92e500c095bf53cc72821de77c31ee516fb2cbad4e8f3fa6b65f042772a5cd65,5076932edc880306ff57acf14c0155246aa2a47d19030c2b31eb2097cfc5a453,6e0d28f6d3c4dc6645f84fedcc1a07bd856664d3bfac268bbe5247f0f14c406b,393e0c708e93d2002a78ae8558490ba7eb2013637c5b2d8822ce7d9856fe74ae,04678e7de4847258b54d15dc46c1a9bcc9a6e4323bb1cb744204303fa7ed2b20,b62982a9b44bdb754f99dff0f7ac4d732fa2cf585179d124f699b5d215e9f395,ccd7a17728a7d47989823bda7dd6a53bfba7309b16c87172de0bf2605ec81bac
"10103","5076323","1.5","610103402","2.4","","0","178","0","2","-40","1","610103005","0","5","0","0","97","1"
"10103","0","1.5","0","2.4","","0","178","0","3","-55","1","610103006","0","5","0","0","0","1"
"10104","5104322","5.5","610104401","1.3","","3","238","0","1","0","1","610104004","0","5","5104321","600","0","2"
"10104","5104323","1.5","0","1.5","","0","238","0","2","-40","1","610104005","0","5","0","600","40","1"
"10104","0","1.5","0","1.5","","0","238","0","3","-40","1","610104006","0","5","0","0","0","1"
"10105","5078322","1.5","0","1.55","","0","181","0","1","-45","1","610105004","0","5","5078321","0","62","1"
"10105","5078323","1.5","0","1.55","","0","181","0","2","-45","1","610105005","490","5","0","0","0","4"
"10105","0","1.5","0","1.55","","0","181","0","3","-45","1","610105006","0","5","0","0","0","1"
"10106","5106322","5.5","610106401","1.2","","3","240","0","1","0","1","610106004","12","5","5106321","600","0","3"
"10106","5106323","1.5","610106402","1.2","","0","240","0","2","0","1","610106005","0","5","0","600","60","1"
"10106","0","1.5","0","1.2","","0","240","0","3","0","1","610106006","0","5","0","0","0","1"
"10107","5080322","5.5","610107401","1.4","","3","184","0","1","-70","1","610107004","0","5","5080321","600","0","2"
"10107","5080323","1.5","610107402","1.5","","0","184","0","2","-70","1","610107005","0","5","0","0","60","1"
"10107","0","1.5","0","1.5","","0","184","0","3","-70","1","610107006","0","5","0","0","0","1"
"10108","5108322","5.5","610108401","1.55","","3","243","0","1","-35","1","610108004","0","5","5108321","600","80","1"
"10108","5108323","1.5","610108402","1.55","","0","243","0","2","-35","1","610108005","0","5","0","600","60","1"
"10108","0","1.5","0","1.55","","0","243","0","3","-35","1","610108006","0","5","0","0","0","1"
"10109","5082322","5.5","610109401","2","","3","187","0","1","-20","1","610109004","20","5","5082321","600","0","3"
"10109","5082323","1.5","0","2","","0","187","0","2","-20","1","610109005","0","5","0","0","69","1"
"10109","0","1.5","0","2","","0","187","0","3","-20","1","610109006","0","5","0","0","0","1"
"10110","5110322","5.5","610110401","1","","3","246","0","1","-50","1","610110004","10000000","5","5110321","600","69","5"
"10110","5110323","1.5","610110402","0.85","","0","246","0","2","-50","1","610110005","0","5","0","600","0","2"
"10110","0","1.5","0","1","","0","246","0","3","-50","1","610110006","0","5","0","0","0","1"
"10111","5111322","5.5","610111401","1.35","","3","246","0","1","-78","1","610111004","0","5","5111321","600","60","1"
"10111","5111323","1.5","610111402","1.2","","0","246","0","2","-55","1","610111005","0","5","0","600","0","2"
"10111","0","1.5","0","1.35","","0","246","0","3","-78","1","610111006","0","5","0","0","0","1"
"10112","5084322","5.5","610112401","1.35","","3","190","0","1","5","1","610112004","0","5","5084321","600","0","2"
"10112","5084323","1.5","0","1.35","","0","190","0","2","5","1","610112005","10","5","0","600","0","3"
"10112","0","1.5","0","1.35","","0","190","0","3","5","1","610112006","0","5","0","0","0","1"
"10113","5085322","5.5","610113401","0.95","","3","190","0","1","-20","1","610113004","0","5","5085321","600","0","2"
"10113","5085323","1.5","0","1.2","","0","190","0","2","-20","1","610113005","0","5","0","600","68","1"
"10113","0","1.5","0","1.2","","0","190","0","3","-20","1","610113006","0","5","0","0","0","1"
"10114","5114322","5.5","610114401","1.25","","3","249","0","1","20","1","610114004","16","5","5114321","600","0","3"
"10114","5114323","1.5","610114402","1.25","","0","249","0","2","20","1","610114005","0","5","0","600","58","1"
"10114","0","1.5","0","1.25","","0","249","0","3","20","1","610114006","0","5","0","0","0","1"
"10115","5088322","5.5","610115401","1.4","","3","193","0","1","-70","1","610115004","15","5","5088321","600","0","3"
"10115","5088323","1.5","610115402","1.5","","0","193","0","2","-70","1","610115005","0","5","0","0","72","1"
"10115","0","1.5","0","1.5","","0","193","0","3","-70","1","610115006","0","5","0","0","0","1"
"10116","5116322","5.5","610116401","1.85","","3","252","0","1","-25","1","610116004","0","5","5116321","600","74","1"
"10116","5116323","1.5","610116402","1.85","","0","252","0","2","-25","1","610116005","0","5","0","0","53","1"
"10116","0","1.5","0","1.85","","0","252","0","3","-25","1","610116006","0","5","0","0","0","1"
"10117","5090322","5.5","0","1.18","","3","196","0","1","-45","1","610117004","0","5","5090321","600","86","1"
"10117","5090323","1.5","0","1.18","","0","196","0","2","-45","1","610117005","300","5","0","0","0","4"
"10117","0","1.5","0","1.18","","0","196","0","3","-45","1","610117006","0","5","0","0","0","1"
"10118","5118322","5.5","610118401","1.25","","3","255","0","1","-20","1","610118004","0","5","5118321","600","69","1"
"10118","5118323","1.5","610118402","1.25","","0","255","0","2","-20","1","610118005","0","5","0","600","42","1"
"10118","0","1.5","0","1.25","","0","255","0","3","-20","1","610118006","0","5","0","0","0","1"
"10119","5092322","5.5","0","1.4","","3","199","0","1","-50","1","610119004","0","5","5092321","600","70","1"
"10119","5092323","1.5","610119402","1.15","","0","199","0","2","-20","1","610119005","0","5","0","600","0","2"
"10119","0","1.5","0","1.4","","0","199","0","3","-50","1","610119006","0","5","0","0","0","1"
"10120","5120322","5.5","610120401","1.55","","3","255","0","1","-35","1","610120004","0","5","5120321","600","71","1"
"10120","5120323","1.5","610120402","1.2","","0","255","0","2","-35","1","610120005","0","5","0","600","0","2"
"10120","0","1.5","0","1.55","","0","255","0","3","-35","1","610120006","0","5","0","0","0","1"
"10121","5094322","5.5","610121401","2.2","","3","200","0","1","-50","1","610121004","10","5","5094321","600","0","3"
"10121","5094323","1.5","0","2.2","","0","200","0","2","-50","1","610121005","0","5","0","0","68","1"
"10121","0","1.5","0","2.2","","0","200","0","3","-50","1","610121006","0","5","0","0","0","1"
"10122","5122322","5.5","610122401","1.7","","3","255","0","1","40","1","610122004","0","5","5122321","600","68","1"
"10122","5122323","1.5","610122402","1","","4.5","255","0","2","20","1","610122005","0","5","0","600","0","2"
"10122","0","1.5","0","1.7","","0","255","0","3","40","1","610122006","0","5","0","0","0","1"
"10123","5096322","5.5","0","1.3","","3","200","0","1","-120","1","610123004","0","5","5096321","600","80","1"
"10123","5096323","1.5","610123402","1","","0","200","0","2","-80","1","610123005","0","5","0","600","0","2"
"10123","0","1.5","0","1.3","","0","200","0","3","-120","1","610123006","0","5","0","0","0","1"
"10124","5124322","5.5","610124401","0.83","","3","255","0","1","-20","1","610124004","0","5","5124321","600","0","2"
"10124","5124323","1.5","0","0.83","","0","255","0","2","-20","1","610124005","0","5","0","600","66","1"
"10124","0","1.5","0","0.83","","0","255","0","3","-20","1","610124006","0","5","0","0","0","1"
"10125","5098322","5.5","610125401","1.3","","3","200","0","1","-120","1","610125004","0","5","5098321","600","0","2"
"10125","5098323","1.5","610125402","1.1","","0","200","0","2","-80","1","610125005","0","5","0","600","0","2"
"10125","0","1.5","0","1.3","","0","200","0","3","-85","1","610125006","0","5","0","0","0","1"
"10126","5126322","5.5","610126401","1.5","","3","255","0","1","-25","1","610126004","0","5","5126321","600","83","1"
"10126","5126323","1.5","610126402","1.3","","3","255","0","2","-25","1","610126005","0","5","0","600","0","2"
"10126","0","1.5","0","1.5","","0","255","0","3","-25","1","610126006","0","5","0","0","0","1"
"10127","5100322","5.5","610127401","1.1","","3","200","0","1","-50","1","610127004","0","5","5100321","600","0","2"
"10127","5100323","1.5","0","1.5","","0","200","0","2","-70","1","610127005","0","5","0","600","64","1"
"10127","0","1.5","0","1.5","","0","200","0","3","-70","1","610127006","0","5","0","0","0","1"
"10128","5128322","5.5","610128401","1.85","","3","255","0","1","-25","1","610128004","15","5","5128321","600","0","3"
"10128","5128323","1.5","610128402","1.85","","0","255","0","2","-25","1","610128005","0","5","0","0","62","1"
"10128","0","1.5","0","1.85","","0","255","0","3","-25","1","610128006","0","5","0","0","0","1"
"10129","5102322","5.5","0","1.25","","3","200","0","1","-85","1","610129004","0","5","5102321","600","66","1"
"10129","5102323","1.5","610129402","1.1","","0","200","0","2","-80","1","610129005","0","5","0","600","0","2"
"10129","0","1.5","0","1.25","","0","200","0","3","-85","1","610129006","0","5","0","0","0","1"
"10130","5130322","5.5","0","1.2","","3","255","0","1","0","1","610130004","0","5","5130321","600","78","1"
"10130","5130323","1.5","610130402","1","","0","255","0","2","0","1","610130005","0","5","0","600","0","2"
"10130","0","1.5","0","1.2","","0","255","0","3","0","1","610130006","0","5","0","0","0","1"
"10131","5104322","5.5","610131401","1.3","","3","200","0","1","0","1","610131004","0","5","5104321","600","0","2"
"10131","5104323","1.5","0","1.5","","0","200","0","2","-40","1","610131005","0","5","0","600","40","1"
"10131","0","1.5","0","1.5","","0","200","0","3","-40","1","610131006","0","5","0","0","0","1"
"10132","5132322","5.5","610132401","1","","3","255","0","1","-60","1","610132004","15","5","5132321","600","0","3"
"10132","5132323","1.5","610132402","1","","0","255","0","2","-60","1","610132005","0","5","0","0","70","1"
"10132","0","1.5","0","1","","0","255","0","3","-60","1","610132006","0","5","0","0","0","1"
"10133","5106322","5.5","610133401","1.2","","3","200","0","1","0","1","610133004","12","5","5106321","600","0","3"
"10133","5106323","1.5","610133402","1.2","","0","200","0","2","0","1","610133005","0","5","0","600","60","1"
"10133","0","1.5","0","1.2","","0","200","0","3","0","1","610133006","0","5","0","0","0","1"
"10134","5134322","5.5","0","1.85","","3","255","0","1","-50","1","610134004","0","5","5134321","600","55","1"
"10134","5134323","1.5","610134402","1.85","","3","255","0","2","-50","1","610134005","30","5","0","600","0","3"
"10134","0","1.5","0","1.85","","0","255","0","3","-50","1","610134006","0","5","0","0","0","1"
"10135","5108322","5.5","610135401","1.55","","3","200","0","1","-35","1","610135004","0","5","5108321","600","85","1"
"10135","5108323","1.5","610135402","1.55","","0","200","0","2","-35","1","610135005","0","5","0","600","70","1"
"10135","0","1.5","0","1.55","","0","200","0","3","-35","1","610135006","0","5","0","0","0","1"
"10136","5136322","5.5","610136401","1.1","","3","255","0","1","0","1","610136004","0","5","5136321","600","0","2"
"10136","5136323","1.5","0","1.5","","0","255","0","2","-50","1","610136005","0","5","0","600","84","1"
"10136","0","1.5","0","1.5","","0","255","0","3","-50","1","610136006","0","5","0","0","0","1"
"10137","5137322","5.5","0","0.85","","0","255","0","1","0","1","610137004","0","5","5137321","0","75","1"
"10137","5137323","1.5","0","0.85","","0","255","0","2","0","1","610137005","0","5","0","0","50","1"
"10137","0","1.5","0","0.85","","0","255","0","3","0","1","610137006","0","5","0","0","0","1"
"10138","5110322","5.5","610138401","1","","3","200","0","1","-50","1","610138004","2000000","5","5110321","600","69","5"
"10138","5110323","1.5","610138402","0.85","","0","200","0","2","-50","1","610138005","0","5","0","600","0","2"
"10138","0","1.5","0","1","","0","200","0","3","-50","1","610138006","0","5","0","0","0","1"
"10139","5111322","5.5","610139401","1.35","","3","200","0","1","-78","1","610139004","0","5","5111321","600","62","1"
"10139","5111323","1.5","610139402","1.2","","0","200","0","2","-55","1","610139005","0","5","0","600","0","2"
"10139","0","1.5","0","1.35","","0","200","0","3","-78","1","610139006","0","5","0","0","0","1"
"10140","5140322","5.5","0","1.4","","3","255","0","1","0","1","610140004","0","5","5140321","600","86","1"
"10140","5140323","1.5","0","1.4","","0","255","0","2","0","1","610140005","0","5","0","0","52","1"
"10140","0","1.5","0","1.4","","0","255","0","3","0","1","610140006","0","5","0","0","0","1"
"10141","5114322","5.5","610141401","1.25","","3","200","0","1","20","1","610141004","16","5","5114321","600","0","3"
"10141","5114323","1.5","610141402","1.25","","0","200","0","2","20","1","610141005","0","5","0","600","58","1"
"10141","0","1.5","0","1.25","","0","200","0","3","20","1","610141006","0","5","0","0","0","1"
"10142","5142322","5.5","0","1.45","","3","255","0","1","-33","1","610142004","0","5","5142321","600","76","1"
"10142","5142323","1.5","610142402","1.23","","3","255","0","2","-40","1","610142005","0","5","0","600","0","2"
"10142","0","1.5","0","1.45","","0","255","0","3","-33","1","610142006","0","5","0","0","0","1"
"10143","5116322","5.5","610143401","1.85","","3","200","0","1","-25","1","610143004","0","5","5116321","600","72","1"
"10143","5116323","1.5","610143402","1.85","","0","200","0","2","-25","1","610143005","0","5","0","0","52","1"
"10143","0","1.5","0","1.85","","0","200","0","3","-25","1","610143006","0","5","0","0","0","1"
"10144","5144322","5.5","0","1","","3","255","0","1","-33","1","610144004","0","5","5144321","600","65","1"
"10144","5144323","1.5","610144402","1","","3","255","0","2","-40","1","610144005","0","5","0","600","0","2"
"10144","0","1.5","0","1","","0","255","0","3","-33","1","610144006","0","5","0","0","0","1"
"10145","5118322","5.5","610145401","1.25","","3","200","0","1","-20","1","610145004","0","5","5118321","600","74","1"
"10145","5118323","1.5","610145402","1.25","","0","200","0","2","-20","1","610145005","0","5","0","600","52","1"
"10145","0","1.5","0","1.25","","0","200","0","3","-20","1","610145006","0","5","0","0","0","1"
"10146","5146322","5.5","610146401","0.87","","3","255","0","1","-45","1","610146004","0","5","5146321","600","0","2"
"10146","5146323","1.5","0","1.18","","0","255","0","2","-45","1","610146005","0","5","0","0","58","1"
"10146","0","1.5","0","1.18","","0","255","0","3","-45","1","610146006","0","5","0","0","0","1"
"10147","5120322","5.5","610147401","1.55","","0","200","0","1","-35","1","610147004","0","5","5120321","600","76","1"
"10147","5120323","1.5","610147402","1.2","","4","200","0","2","-35","1","610147005","0","5","0","600","0","2"
"10147","0","1.5","0","1.55","","0","200","0","3","-35","1","610147006","0","5","0","0","0","1"
"10148","5148322","5.5","610148401","1.4","","3","255","0","1","-50","1","610148004","0","5","5148321","600","0","2"
"10148","5148323","1.5","0","1.7","","0","255","0","2","-50","1","610148005","0","5","0","0","72","1"
"10148","0","1.5","0","1.7","","0","255","0","3","-50","1","610148006","0","5","0","0","0","1"
"10149","5122322","5.5","610149401","1.7","","3","200","0","1","40","1","610149004","0","5","5122321","600","68","1"
"10149","5122323","1.5","610149402","1","","4.5","200","0","2","20","1","610149005","0","5","0","600","0","2"
"10149","0","1.5","0","1.7","","0","200","0","3","40","1","610149006","0","5","0","0","0","1"
"10150","5150322","5.5","0","1.35","","0","255","0","1","-33","1","610150004","0","5","5150321","0","71","1"
"10150","5150323","1.5","0","1.35","","0","255","0","2","-33","1","610150005","0","5","0","0","50","1"
"10150","0","1.5","0","1.35","","0","255","0","3","-33","1","610150006","0","5","0","0","0","1"
"10151","5124322","5.5","610151401","0.83","","3","200","0","1","-20","1","610151004","0","5","5124321","600","0","2"
"10151","5124323","1.5","0","0.83","","0","200","0","2","-20","1","610151005","0","5","0","600","66","1"
"10151","0","1.5","0","0.83","","0","200","0","3","-20","1","610151006","0","5","0","0","0","1"
"10152","5152322","5.5","610152401","0.7","","4.8","255","0","1","20","1","610152004","0","5","5152321","600","0","2"
"10152","5152323","1.5","0","0.96","","0","255","0","2","30","1","610152005","0","5","0","0","81","1"
"10152","0","1.5","0","0.96","","0","255","0","3","30","1","610152006","0","5","0","0","0","1"
"10153","5017321","1.5","610153401","0.9","","3","200","0","1","50","1","610153004","0","5","0","600","0","2"
"10153","5017322","1.5","0","1","","0","200","0","2","84","1","610153005","0","5","0","0","69","1"
"10153","0","1.5","0","1","","0","200","0","3","84","1","610153006","0","5","0","0","0","1"
"10154","5154322","5.5","0","1.25","","3","255","0","1","-33","1","610154004","0","5","5154321","600","68","1"
"10154","5154323","1.5","610154402","1","","3","255","0","2","-10","1","610154005","0","5","0","600","0","2"
"10154","0","1.5","0","1.25","","0","255","0","3","-33","1","610154006","0","5","0","0","0","1"
"10155","5126322","5.5","610126401","1.5","","3","255","0","1","-25","1","610126004","0","5","5126321","600","83","1"
"10155","5126323","1.5","610126402","1.3","","3","255","0","2","-25","1","610126005","0","5","0","600","0","2"
"10155","0","1.5","0","1.5","","0","255","0","3","-25","1","610126006","0","5","0","0","0","1"
"10156","5156322","5.5","610156401","0.85","","3","255","0","1","5","1","610156004","0","5","5156321","600","0","2"
"10156","5156323","1.5","0","1.11","","3","255","0","2","-10","1","610156005","0","5","0","600","75","1"
"10156","0","1.5","0","1.11","","0","255","0","3","-10","1","610156006","0","5","0","0","0","1"
"10157","5128322","5.5","610128401","1.85","","3","255","0","1","-25","1","610128004","15","5","5128321","600","0","3"
"10157","5128323","1.5","610128402","1.85","","0","255","0","2","-25","1","610128005","0","5","0","0","62","1"
"10157","0","1.5","0","1.85","","0","255","0","3","-25","1","610128006","0","5","0","0","0","1"
"10158","5158322","5.5","610158401","1.5","","3","255","0","1","-40","1","610158004","0","5","5158321","600","0","2"
"10158","5158323","1.5","0","1.75","","0","255","0","2","-33","1","610158005","0","5","0","0","65","1"
"10158","0","1.5","0","1.75","","0","255","0","3","-33","1","610158006","0","5","0","0","0","1"
"10159","5130322","5.5","0","1.2","","3","255","0","1","0","1","610130004","0","5","5130321","600","78","1"
"10159","5130323","1.5","610130402","1","","4.5","255","0","2","0","1","610130005","0","5","0","600","0","2"
"10159","0","1.5","0","1.2","","0","255","0","3","0","1","610130006","0","5","0","0","0","1"
