0872fe8e66ec21216ff545a51dba6593ac8ff2aa664ea058e543e47d144bbd4f,b33f569876cffddce8930446bbde9b86615a62235daa2a1b62fbf2218fce8ecf,b92f65d722777a5a46b47edcfacbd17bd209b587a5b5a6aacb01e9906909804d,17cc51ff88cdb03467513554e24fb07b3c7b6c2d7bbe8279efcd3955c5c11ddb,c9a39488f044dfc81bb6d86c3046d8933c73ad5a00741f881864675b62b74826,197cc421259186504cf7000d233b512993a81165166f22b3d2b3165352f2b6e0,9479d20b1212f4063a673a982e71fc0ad4e07cdfa31460f32fda9bab050005a9,fd877cc3218b9218f94bf3025daa2e8119e89534141eb7bd466c98c98f07b617,7536c81fac2644f001dc5f7b115f79c0c1b7454153318dbdefe85fb09800e47b,5aa90016233c92224a700ec8bbee7db67d5f90e9f9f1d573ba763cb37b4445bd,6ea473da97cb22c2c08331d54bdbcbd0fb72acaa99a74771f0fab7d21187249f
"doya_in_sad","doya_talk_sad","","63067","5152063","132011","0","3","0.2","0","1"
"vo_rag_5009","0","","63068","5152063","vo_rag","0","21","","",""
"這就是偶像……非常嚴峻。\n話說回來……還有\n其他不同種的體操吧？","1","0","63069","5152063","132011","7","11","0","0","1"
"","0","","63070","5152063","0","0","91","","",""
"doya_talk","","","63071","5152063","132011","1","3","0.2","",""
"vo_rag_5010","0","","63072","5152063","vo_rag","0","21","","",""
"那部分也請務必傳授給我。\n啊啊，我在旁邊看著\n就好了。","1","0","63073","5152063","132011","7","11","0","0","1"
"","0","","63074","5152063","0","0","91","","",""
"doya_idle","","","63075","5152063","132011","1","3","0.2","",""
"sad_talk_anger","","","63076","5152063","131711","1","3","0.2","",""
"vo_rag_5011","0","","63077","5152063","vo_rag","0","21","","",""
"真不愧是「強欲的魔女」。\n即使體力低落到不行，\n但求知慾卻是無限的呢。","1","0","63078","5152063","131711","9","11","0","0","1"
"","0","","63079","5152063","0","0","91","","",""
"doya_to_doya","doya_idle_normal2","","63080","5152063","132011","0","3","0.2","0","1"
"cool_in_joy2","cool_talk_joy2","","63081","5152063","131711","0","3","0.2","0","1"
"se_10058300_emotion_isekai_1","","","63082","5152063","se_10058300","0","23","","",""
"10","0","","63083","5152063","131711","0.8","12","","","0"
"0","","","63084","5152063","1.5","","93","","",""
"sad_idle_surprise1","","","63085","5152063","132011","1","3","0.2","",""
"ames_idol_dance","","","63086","5152063","131711","0","3","0.2","",""
"0","","","63087","5152063","1.8","","93","","",""
"echidna_interest_in","echidna_interest_talk","","63088","5152063","132011","0","3","0.2","0","1"
"se_10058300_emotion_isekai_2","","","63089","5152063","se_10058300","0","23","","",""
"7","0","","63090","5152063","132011","2","12","","","0"
"0","","","63091","5152063","1.1","","93","","",""
"0","","","63092","5152063","0.5","","93","","",""
"","","","63093","5152063","63094","","101","","",""
"bgm_MC173B","","","63094","5152063","bgm_MC173B","","25","","",""
"0","","","63095","5152063","0","","22","","",""
"102611","410","idle_normal","64001","5152064","1","110","1","1.55","1","-295"
"107811","176","cool_idle","64002","5152064","1","105","1","1.45","0","-114"
"102311","12","joy_idle_normal","64003","5152064","1","106","1","1.5","0","-179"
"110311","-177","idle_normal","64004","5152064","1","105","1","1.45","0","-116"
"102111","-226","wish_idle","64005","5152064","1","107","1","1.55","0","-258"
"131911","115","idle_normal","64006","5152064","1","107","1","1.55","0","-260"
"122811","-350","doya_idle","64007","5152064","1","106","1","1.5","0","-178"
"122911","-391","idle_normal","64008","5152064","1","108","1","1.6","0","-334"
"122711","-60","idle_normal","64009","5152064","1","108","1","1.6","0","-330"
"210","","","64010","5152064","102611","","13","","",""
"207","","","64011","5152064","131911","","13","","",""
"205","","","64012","5152064","110311","","13","","",""
"208","","","64013","5152064","122711","","13","","",""
"206","","","64014","5152064","122811","","13","","",""
"208","","","64015","5152064","122911","","13","","",""
"207","","","64016","5152064","102111","","13","","",""
"206","","","64017","5152064","102311","","13","","",""
"205","","","64018","5152064","107811","","13","","",""
"11","410","empty","64019","5152064","1","115","5","1.55","1","-295"
"61","115","empty","64020","5152064","1","131","5","1.55","0","-260"
"62","146","empty","64021","5152064","1","131","5","1.55","0","-134"
"63","410","empty","64022","5152064","1","132","5","1.55","0","-295"
"64","-177","empty","64023","5152064","1","132","5","1.55","0","-136"
"1","40","","64024","5152064","1","0","31","1","","1.3"
"13","-235","","64025","5152064","13","385","31","0","","1"
"2","0","","64026","5152064","2","0","31","0","","1"
"3","0","","64027","5152064","3","0","31","1","","1"
"0","","","64028","5152064","0","","91","","",""
"telop_4","","","64029","5152064","3","","37","","",""
"0","","","64030","5152064","0","0","102","","",""
"0","","","64031","5152064","1","","93","","",""
"sad_talk_dead","","","64032","5152064","102611","1","3","0.2","",""
"vo_rag_3001","0","","64033","5152064","vo_rag","0","21","","",""
"咦咦……騙人，來了一堆人啊……\n這麼早就過來，真是辛苦了啊……","1","0","64034","5152064","102611","8","11","0","0","1"
"","0","","64035","5152064","0","0","91","","",""
"talk_normal_surprise","","","64036","5152064","102611","1","3","0.2","",""
"vo_rag_3002","0","","64037","5152064","vo_rag","0","21","","",""
"雖然我其實並不想做，\n不過要開始做體操囉～","1","0","64038","5152064","102611","8","11","0","0","1"
"","0","","64039","5152064","0","0","91","","",""
"idle_normal","","","64040","5152064","102611","1","3","0.2","",""
"bgm_MC175B","","","64041","5152064","bgm_MC175B","","25","","",""
"1","","","64042","5152064","2","","32","","",""
"vo_rag_3003","0","","64043","5152064","vo_rag","0","21","","",""
"首先是原地跳躍～\n一、二、三……","1","2.2","64044","5152064","102611","9","11","0","0","0"
"","0","","64045","5152064","3.2","0","93","","",""
"gutara_jump3time","tired_idle","","64046","5152064","11","0","3","0.2","0.2","1"
"gutara_jump3time","tired_idle","","64047","5152064","102611","0","3","0.2","0.2","1"
"","0","","64048","5152064","0.1","0","93","","",""
"jump3time","idle_normal","","64049","5152064","131911","0","3","0.2","0.2","1"
"jump3time","idle_normal","","64050","5152064","122911","0","3","0.2","0.2","1"
"jump3time","joy_idle_normal","","64051","5152064","102311","0","3","0.2","0.2","1"
"","0","","64052","5152064","0.1","0","93","","",""
"jump3time","idle_normal","","64053","5152064","107811","0","3","0.2","0.2","1"
"jump3time","idle_normal","","64054","5152064","110311","0","3","0.2","0.2","1"
"jump3time","wish_idle","","64055","5152064","102111","0","3","0.2","0.2","1"
"","0","","64056","5152064","0.1","0","93","","",""
"jump3time","doya_idle","","64057","5152064","122811","0","3","0.2","0.2","1"
"jump3time","idle_normal","","64058","5152064","122711","0","3","0.2","0.2","1"
"0","","","64059","5152064","2.1","","93","","",""
"se_10058300_isekai_breath","","","64060","5152064","se_10058300","0","23","","",""
"0","","","64061","5152064","1.7","","93","","",""
"","0","","64062","5152064","64044","0","91","","",""
"bgm_MC173B","0.5","","64063","5152064","bgm_MC173B","0.5","27","0","1","0"
"out","","","64064","5152064","2","","37","","",""
"vo_rag_3004","0","","64065","5152064","vo_rag","0","21","","",""
"……呼，稍微休息一下吧。","1","0","64066","5152064","102611","8","11","0","","1"
"","0","","64067","5152064","0","0","91","","",""
"talk_normal_shy","","","64068","5152064","107811","1","3","0.2","",""
"vo_rag_3005","0","","64069","5152064","vo_rag","0","21","","",""
"再怎麼說也太快了吧！？","1","0","64070","5152064","107811","7","11","0","","1"
"","0","","64071","5152064","0","0","91","","",""
"idle_normal_shy","","","64072","5152064","107811","1","3","0.2","",""
"0.3","","","64073","5152064","se_10058300_isekai_breath","","24","","",""
"empty","","","64074","5152064","11","1","3","0.2","",""
"talk_normal_joy","","","64075","5152064","102611","1","3","0.2","",""
"vo_rag_3006","0","","64076","5152064","vo_rag","0","21","","",""
"那麼接著就躺下來深呼吸～","1","0","64077","5152064","102611","7","11","0","","1"
"","0","","64078","5152064","0","0","91","","",""
"idle_to_layLongHair","gutara_sleepy_idle","","64079","5152064","102611","0","3","0.2","0","1"
"","0","","64080","5152064","0.2","0","93","","",""
"idle_to_layLongHair","gutara_breathLongHair_idle","","64081","5152064","131911","0","3","0.2","0","1"
"idle_to_layShortHair","gutara_breathShortHair_idle","","64082","5152064","122911","0","3","0.2","0","1"
"idle_to_layShortHair","gutara_breathShortHair_idle","","64083","5152064","102311","0","3","0.2","0","1"
"","0","","64084","5152064","0.2","0","93","","",""
"idle_to_layLongHair","gutara_breathLongHair_idle","","64085","5152064","110311","0","3","0.2","0","1"
"idle_to_layShortHair","gutara_breathShortHair_idle","","64086","5152064","122711","0","3","0.2","0","1"
"idle_to_layLongHair","gutara_breathLongHair_idle","","64087","5152064","107811","0","3","0.2","0","1"
"","0","","64088","5152064","0.1","0","93","","",""
"idle_to_layShortHair","gutara_breathShortHair_idle","","64089","5152064","102111","0","3","0.2","0","1"
"idle_to_layShortHair","gutara_breathShortHair_idle","","64090","5152064","122811","0","3","0.2","0","1"
"105","1","","64091","5152064","0","1","121","12","","2.8"
"","0","","64092","5152064","2","0","93","","",""
"12","0","","64093","5152064","102611","1.5","12","50","-120","0"
"","0","","64094","5152064","1.5","0","93","","",""
"gutara_sleep2_in","gutara_sleep2_idle","","64095","5152064","102611","0","3","0.2","0","1"
"","0","","64096","5152064","1.5","0","93","","",""
"1","","","64097","5152064","13","","32","","",""
"vo_rag_3007","0","","64098","5152064","vo_rag","0","21","","",""
"呼……唔嗯唔嗯……","1","0","64099","5152064","102611","9","11","15","-100","1"
"","0","","64100","5152064","0","0","91","","",""
"se_10058300_gutara_sleep","","","64101","5152064","se_10058300","0","23","","",""
"0","","","64102","5152064","11","","4","","",""
"460","0","","64103","5152064","11","-310","2","","","0"
"gutara_sleep","","","64104","5152064","11","0","3","","",""
"gutara_surprise","gutara_sleep1_idle","","64105","5152064","107811","0","3","0.2","0","1"
"vo_rag_3008","0","","64106","5152064","vo_rag","0","21","","",""
"騙人的吧？睡著了！？\n討厭，連我都變得想睡了……","1","1.5","64107","5152064","107811","8","11","-15","-40","0"
"0","","","64108","5152064","6.8","","93","","",""
"0","","","64109","5152064","0.5","","93","","",""
"se_10058300_gutara_sleep","","","64110","5152064","se_10058300","0","23","","",""
"gutara_sleep2","","","64111","5152064","62","0","3","","",""
"","0","","64112","5152064","64107","0","91","","",""
"gutara_sleep1ShortHair_in","gutara_sleep1_idle","","64113","5152064","122911","0","3","0.2","0","1"
"","0","","64114","5152064","0.2","0","93","","",""
"gutara_sleep1ShortHair_in","gutara_sleep1_idle","","64115","5152064","102311","0","3","0.2","0","1"
"","0","","64116","5152064","0.2","0","93","","",""
"gutara_sleep1ShortHair_in","gutara_sleep1_idle","","64117","5152064","122811","0","3","0.2","0","1"
"","0","","64118","5152064","1.5","0","93","","",""
"gutara_sleepy_in","gutara_sleep1_idle","","64119","5152064","110311","0","3","0.2","0","1"
"vo_rag_3009","0","","64120","5152064","vo_rag","0","21","","",""
"畢竟今天起得早……\n我也……呼啊……","1","1.5","64121","5152064","110311","8","11","-40","-110","0"
"0","","","64122","5152064","7.4","","93","","",""
"se_10058300_gutara_sleep","","","64123","5152064","se_10058300","0","23","","",""
"gutara_sleep","","","64124","5152064","64","0","3","","",""
"","0","","64125","5152064","64121","0","91","","",""
"gutara_sleep1ShortHair_in","gutara_sleep1_idle","","64126","5152064","102111","0","3","0.2","0","1"
"","0","","64127","5152064","0.2","0","93","","",""
"gutara_sleep1ShortHair_in","gutara_sleep1_idle","","64128","5152064","122711","0","3","0.2","0","1"
"","0","","64129","5152064","4","0","93","","",""
"gutara_notice_in","gutara_notice_talk_shy","","64130","5152064","131911","0","3","0.2","0","1"
"vo_rag_3010","0","","64131","5152064","vo_rag","0","21","","",""
"咦，大家都睡著了！？\n太讓人吃驚了。\n得把大家叫醒才行……","1","0","64132","5152064","131911","8","11","-15","-50","1"
"","0","","64133","5152064","0","0","91","","",""
"gutara_notice_to_notice","gutara_notice_talk_dead","","64134","5152064","131911","0","3","0.2","0","1"
"vo_rag_3011","0","","64135","5152064","vo_rag","0","21","","",""
"呼哈……\n咦，這是怎麼回事，\n連我都突然想睡了……呼","1","0","64136","5152064","131911","8","11","-15","-50","1"
"","0","","64137","5152064","0","0","91","","",""
"gutara_notice_out","gutara_sleep1_idle","","64138","5152064","131911","0","3","0.2","0","1"
"","0","","64139","5152064","0.5","0","93","","",""
"se_10058300_gutara_sleep","","","64140","5152064","se_10058300","0","23","","",""
"gutara_sleep","","","64141","5152064","61","0","3","","",""
"","0","","64142","5152064","1.3","0","93","","",""
"se_10058300_gutara_sleep","","","64143","5152064","se_10058300","0","23","","",""
"-205","0","","64144","5152064","64","-305","2","","","0"
"gutara_sleep2","","","64145","5152064","64","0","3","","",""
"","0","","64146","5152064","1.3","0","93","","",""
"se_10058300_gutara_sleep","","","64147","5152064","se_10058300","0","23","","",""
"-300","0","","64148","5152064","62","-190","2","","","0"
"gutara_sleep","","","64149","5152064","62","0","3","","",""
"","0","","64150","5152064","2","0","93","","",""
"0","","","64151","5152064","0.5","","93","","",""
"","","","64152","5152064","64153","","101","","",""
"bgm_MC173B","","","64153","5152064","bgm_MC173B","","25","","",""
"0","","","64154","5152064","0","","22","","",""
"127111","335","idle_normal","65001","5152065","1","109","1","1.55","1","-280"
"132111","-252","wish_idle_normal","65002","5152065","1","105","1","1.5","0","-179"
"4","-74","doya_idle","65003","5152065","4","104","5","1.5","0","-163"
"131911","29","idle_normal","65004","5152065","1","107","1","1.55","0","-264"
"126911","-346","wish_idle_normal","65005","5152065","1","109","1","1.55","0","-304"
"113111","-150","idle_normal","65006","5152065","1","108","1","1.55","0","-285"
"6","1000","ghost_dokuro_idle","65007","5152065","6","110","5","1.5","1","-280"
"1","1","","65008","5152065","6","1","6","0","0","0"
"7","-507","idle_normal","65009","5152065","7","106","5","1.5","0","-178"
"1","1","","65010","5152065","7","1","6","0","0","0"
"209","","","65011","5152065","127111","","13","","",""
"205","","","65012","5152065","132111","","13","","",""
"204","","","65013","5152065","4","","13","","",""
"207","","","65014","5152065","131911","","13","","",""
"209","","","65015","5152065","126911","","13","","",""
"208","","","65016","5152065","113111","","13","","",""
"1","0","","65017","5152065","1","0","31","1","","1.03"
"14","-178","","65018","5152065","14","-507","31","0","","1"
"16","0","","65019","5152065","16","0","31","0","","1.03"
"2","0","","65020","5152065","2","0","31","0","","1"
"3","0","","65021","5152065","3","0","31","1","","1"
"15","-130","","65022","5152065","15","1000","31","0","","1"
"0","","","65023","5152065","0","","91","","",""
"telop_5","","","65024","5152065","3","","37","","",""
"0","","","65025","5152065","0","0","102","","",""
"0","","","65026","5152065","1","","93","","",""
"talk_normal","","","65027","5152065","127111","1","3","0.2","",""
"vo_rag_4001","0","","65028","5152065","vo_rag","0","21","","",""
"我是今天負責\n示範體操的忍。","1","0","65029","5152065","127111","5","11","0","0","1"
"","0","","65030","5152065","0","0","91","","",""
"talk_normal","","","65031","5152065","127111","1","3","0.2","",""
"vo_rag_4002","0","","65032","5152065","vo_rag","0","21","","",""
"那邊的妳也請一起做吧。\n那麼就開始吧。一二、一……","1","0","65033","5152065","127111","7","11","0","0","1"
"","0","","65034","5152065","0","0","91","","",""
"1","","","65035","5152065","2","","32","","",""
"bgm_MC175C","","","65036","5152065","bgm_MC175C","","25","","",""
"0","","","65037","5152065","0.5","","93","","",""
"radio_stretch1_loop","","","65038","5152065","127111","1","3","0.3","",""
"0","","","65039","5152065","0.1","","93","","",""
"radio_stretch1_loop","","","65040","5152065","132111","1","3","0.2","",""
"radio_stretch1_loop","","","65041","5152065","4","1","3","0.2","",""
"radio_stretch1_loop","","","65042","5152065","131911","1","3","0.2","",""
"radio_stretch1_loop","","","65043","5152065","126911","1","3","0.2","",""
"radio_stretch1_loop","","","65044","5152065","113111","1","3","0.2","",""
"radio_stretch1_loop","","","65045","5152065","7","1","3","0.2","",""
"0","","","65046","5152065","1","","93","","",""
"1","","","65047","5152065","16","","32","","",""
"1","","","65048","5152065","14","","32","","",""
"0","","","65049","5152065","0.7","","93","","",""
"0","1","","65050","5152065","65","1","121","12","","2.8"
"0","","","65051","5152065","1","","93","","",""
"1","1","","65052","5152065","7","1","6","1","0","1"
"0","","","65053","5152065","2.2","","93","","",""
"ghost_stretch1_turn","sad_talkR","","65054","5152065","131911","0","3","0.2","0","1"
"vo_rag_4003","0","","65055","5152065","vo_rag","0","21","","",""
"那個，那邊沒有任何人……\n呀啊！","1","0.5","65056","5152065","131911","6","11","0","50","0"
"0","","","65057","5152065","2.5","","93","","",""
"shock_inR","shock_loopR","","65058","5152065","131911","0","3","0.2","0","1"
"0","","","65059","5152065","2.1","","93","","",""
"","0","","65060","5152065","65056","0","91","","",""
"ghost_stretch2_turn","","","65061","5152065","131911","0","3","0.2","",""
"0","","","65062","5152065","0.4","","93","","",""
"radio_stretch2R_loop","","","65063","5152065","127111","1","3","0.2","",""
"0","","","65064","5152065","0.1","","93","","",""
"radio_stretch2_loop","","","65065","5152065","132111","1","3","0.2","",""
"radio_stretch2_loop","","","65066","5152065","4","1","3","0.2","",""
"radio_stretch2_loop_faceBlue","","","65067","5152065","131911","1","3","0.2","",""
"radio_stretch2_loop","","","65068","5152065","126911","1","3","0.2","",""
"radio_stretch2_loop_faceBlue","","","65069","5152065","113111","1","3","0.2","",""
"radio_stretch2_loop","","","65070","5152065","7","1","3","0.2","",""
"vo_rag_4004","0","","65071","5152065","vo_rag","0","21","","",""
"喂、喂喂，饒了我吧……","1","0.5","65072","5152065","113111","7","11","0","50","0"
"0","","","65073","5152065","6.6","","93","","",""
"vo_rag_4005","0","","65074","5152065","vo_rag","0","21","","",""
"沒錯，就是這樣。","1","0.5","65075","5152065","127111","8","11","0","0","0"
"0","","","65076","5152065","3.4","","93","","",""
"spread","","","65077","5152065","14","","37","","",""
"0","","","65078","5152065","0.3","","93","","",""
"radio_stretch1_loop_surprise1","","","65079","5152065","127111","1","3","0.2","",""
"0","","","65080","5152065","0.1","","93","","",""
"radio_stretch1_loop_faceBlue","","","65081","5152065","132111","1","3","0.2","",""
"radio_stretch1_loop","","","65082","5152065","4","1","3","0.2","",""
"radio_stretch1_loop_faceBlue","","","65083","5152065","131911","1","3","0.2","",""
"radio_stretch1_loop","","","65084","5152065","126911","1","3","0.2","",""
"radio_stretch1_loop_faceBlue","","","65085","5152065","113111","1","3","0.2","",""
"radio_stretch1_loop","","","65086","5152065","7","1","3","0.2","",""
"se_10058300_ghost_cold","","","65087","5152065","se_10058300","0","23","","",""
"0","","","65088","5152065","1","","93","","",""
"vo_rag_4006","0","","65089","5152065","vo_rag","0","21","","",""
"呀！姊、姊姊……","1","0.5","65090","5152065","132111","8","11","0","0","0"
"0","","","65091","5152065","4.6","","93","","",""
"vo_rag_4007","0","","65092","5152065","vo_rag","0","21","","",""
"二二、三四……","1","0.5","65093","5152065","127111","8","11","0","0","0"
"0","","","65094","5152065","3.7","","93","","",""
"0","","","65095","5152065","1.1","","93","","",""
"","0","","65096","5152065","0","0","91","","",""
"radio_stretch2R_loop","","","65097","5152065","127111","1","3","0.2","",""
"0","","","65098","5152065","0.1","","93","","",""
"radio_stretch2_loop_faceBlue","","","65099","5152065","132111","1","3","0.2","",""
"radio_stretch2_loop","","","65100","5152065","4","1","3","0.2","",""
"radio_stretch2_loop_faceBlue","","","65101","5152065","131911","1","3","0.2","",""
"radio_stretch2_loop","","","65102","5152065","126911","1","3","0.2","",""
"radio_stretch2_loop_faceBlue","","","65103","5152065","113111","1","3","0.2","",""
"radio_stretch2_loop","","","65104","5152065","7","1","3","0.2","",""
"vo_rag_4008","0","","65105","5152065","vo_rag","0","21","","",""
"是風。\n絕對是風造成的。\n集中精神在體操上，雷姆。","1","0.5","65106","5152065","4","8","11","0","0","0"
"0","","","65107","5152065","5.1","","93","","",""
"0","","","65108","5152065","0","","93","","",""
"1","","","65109","5152065","15","","32","","",""
"197","0.8","","65110","5152065","15","-130","33","","","11"
"197","0.8","","65111","5152065","6","-280","2","","","11"
"se_10058300_ghost_soul","","","65112","5152065","se_10058300","0","23","","",""
"0","","","65113","5152065","0.5","","93","","",""
"shock_jump","escape","","65114","5152065","131911","0","3","0.2","0","1"
"shock_jump","escape","","65115","5152065","113111","0","3","0.2","0","1"
"vo_rag_4010","0","","65116","5152065","vo_rag","0","21","","",""
"呀啊啊啊──！","0","0.8","65117","5152065","131911","20","11","20","80","0"
"vo_rag_4011","0","","65118","5152065","vo_rag","1","21","","",""
"咿、咿咿咿咿──！？","0","0","65119","5152065","113111","18","11","-20","80","0"
"0","","","65120","5152065","0.3","","93","","",""
"0","","","65121","5152065","6","","4","","",""
"0","","","65122","5152065","0.7","","93","","",""
"-1050","2","","65123","5152065","131911","-264","2","","","0"
"-1229","2","","65124","5152065","113111","-285","2","","","0"
"out","","","65125","5152065","2","","37","","",""
"out","","","65126","5152065","16","","37","","",""
"out","","","65127","5152065","14","","37","","",""
"bgm_MC173B","0.5","","65128","5152065","bgm_MC173B","0.5","27","0","1","0"
"idle_normal","","","65129","5152065","7","1","3","0.2","",""
"1","1","","65130","5152065","7","1","6","1.2","0","0"
"sad_idle_normal","","","65131","5152065","127111","1","3","0.2","",""
"0","","","65132","5152065","0.1","","93","","",""
"idle_normal_surprise1","","","65133","5152065","132111","1","3","0.2","",""
"idle_normal_surprise1","","","65134","5152065","4","1","3","0.2","",""
"idle_normal","","","65135","5152065","126911","1","3","0.2","",""
"0","","","65136","5152065","0.1","","93","","",""
"1","1","","65137","5152065","6","1","6","1","0","1"
"0","","","65138","5152065","2","","93","","",""
"vo_rag_4009","0","","65139","5152065","vo_rag","0","21","","",""
"喂──忍……\n我可找到妳了。","1","0","65140","5152065","6","8","11","0","20","1"
"","","","65141","5152065","0","","91","","",""
"sad_talk_talk2","","","65142","5152065","127111","1","3","0.2","",""
"ghost_dokuro_turn","ghost_dokuro_idleR","","65143","5152065","6","0","3","0.2","0","1"
"vo_rag_4012","0","","65144","5152065","vo_rag","0","21","","",""
"那麼，大家打起精神，\n繼續做體操吧。","1","0","65145","5152065","127111","8","11","0","0","1"
"","0","","65146","5152065","65145","0","91","","",""
"radio_stretch1_loop_surprise1","","","65147","5152065","127111","1","3","0.2","",""
"0","","","65148","5152065","0.1","","93","","",""
"radio_stretch1_loop","","","65149","5152065","132111","1","3","0.2","",""
"radio_stretch1_loop","","","65150","5152065","4","1","3","0.2","",""
"radio_stretch1_loop","","","65151","5152065","126911","1","3","0.2","",""
"0","","","65152","5152065","2.5","","93","","",""
"0","","","65153","5152065","0.5","","93","","",""
"","","","65154","5152065","65155","","101","","",""
"bgm_MC173B","","","65155","5152065","bgm_MC173B","","25","","",""
"0","","","65156","5152065","0","","22","","",""
"0","","","65157","5152065","1","","22","","",""
"131911","-151","idle_normal","66001","5152066","1","108","1","1.55","0","-259"
"132111","-460","wish_idle_normal","66002","5152066","1","110","1","1.55","0","-295"
"4","-305","doya_idle","66003","5152066","4","109","5","1.55","0","-277"
"107511","89","idle_normal","66004","5152066","1","105","1","1.55","1","-258"
"107611","407","wish_idle_normal","66005","5152066","1","107","1","1.55","1","-297"
"107811","245","cool_idle","66006","5152066","1","106","1","1.55","1","-278"
"126911","329","wish_idle_normal","66007","5152066","1","103","1","1.45","1","-142"
"110311","479","idle_normal","66008","5152066","1","104","1","1.45","1","-158"
"113511","178","sad_idle_normal","66009","5152066","1","102","1","1.45","1","-132"
"5","-151","empty","66010","5152066","5","107","5","1.55","0","-259"
"2","15","empty","66011","5152066","2","210","5","0.75","0","120"
"208","","","66012","5152066","131911","","13","","",""
"210","","","66013","5152066","132111","","13","","",""
"209","","","66014","5152066","4","","13","","",""
"205","","","66015","5152066","107511","","13","","",""
"207","","","66016","5152066","107611","","13","","",""
"206","","","66017","5152066","107811","","13","","",""
"203","","","66018","5152066","126911","","13","","",""
"204","","","66019","5152066","110311","","13","","",""
"202","","","66020","5152066","113511","","13","","",""
"1","0","","66021","5152066","1","0","31","1","","1"
"4","0","","66022","5152066","4","0","31","0","","1"
"2","0","","66023","5152066","2","0","31","0","","1"
"3","0","","66024","5152066","3","0","31","1","","1"
"17","0","","66025","5152066","17","0","31","0","","1"
"0","","","66026","5152066","0","","91","","",""
"telop_6","","","66027","5152066","3","","37","","",""
"0","","","66028","5152066","0","0","102","","",""
"0","","","66029","5152066","1","","93","","",""
"talk_normal_joy","","","66030","5152066","131911","1","3","0.2","",""
"vo_rag_1001","0","","66031","5152066","vo_rag","0","21","","",""
"那麼各位，\n廣播體操要開始囉！","1","0","66032","5152066","131911","6","11","-10","5","1"
"","0","","66033","5152066","66032","0","91","","",""
"idle_normal_joy","","","66034","5152066","131911","1","3","0.2","",""
"gutsB_in","gutsB_idle","","66035","5152066","132111","0","3","0.2","0","1"
"cool_in_talk2","cool_talk_talk2","","66036","5152066","4","0","3","0.2","0","1"
"handsup_in","handsup_loop","","66037","5152066","107511","0","3","0.2","0","1"
"wish_talk","","","66038","5152066","107611","1","3","0.2","",""
"wish2_idle","","","66039","5152066","126911","1","3","0.2","",""
"joy_idle","","","66040","5152066","110311","1","3","0.2","",""
"doya_in","doya_idle_normal2","","66041","5152066","107811","0","3","0.2","0","1"
"wish_talk_joy_shy","","","66042","5152066","113511","1","3","0.2","",""
"","0","","66043","5152066","2.5","0","93","","",""
"bgm_MC175A","","","66044","5152066","bgm_MC175A","","25","","",""
"1","","","66045","5152066","2","","32","","",""
"wish_idle_normal","","","66046","5152066","132111","1","3","0.2","",""
"doya_idle","","","66047","5152066","4","1","3","0.2","",""
"idle_normal","","","66048","5152066","107511","1","3","0.2","",""
"wish_idle_normal","","","66049","5152066","107611","1","3","0.2","",""
"cool_idle","","","66050","5152066","126911","1","3","0.2","",""
"wish_idle_normal","","","66051","5152066","110311","1","3","0.2","",""
"idle_normal","","","66052","5152066","107811","1","3","0.2","",""
"sad_idle_normal","","","66053","5152066","113511","1","3","0.2","",""
"vo_rag_1002","0","","66054","5152066","vo_rag","0","21","","",""
"首先先蹦蹦地跳起來，\n放鬆全身。","1","0.5","66055","5152066","131911","4","11","-10","5","0"
"0","","","66056","5152066","0.5","","93","","",""
"radio_jump_loop_normal2","","","66057","5152066","131911","1","3","0.2","",""
"","0","","66058","5152066","1.6","0","93","","",""
"radio_jump_loop","","","66059","5152066","132111","1","3","0.2","",""
"radio_jump_loop_talk2","","","66060","5152066","4","1","3","0.2","",""
"","0","","66061","5152066","0.1","0","93","","",""
"radio_jump_loop","","","66062","5152066","107511","1","3","0.2","",""
"radio_jump_loop","","","66063","5152066","107611","1","3","0.2","",""
"radio_jump_loop","","","66064","5152066","126911","1","3","0.2","",""
"radio_jump_loop","","","66065","5152066","110311","1","3","0.2","",""
"radio_jump_loop","","","66066","5152066","107811","1","3","0.2","",""
"radio_jump_loop","","","66067","5152066","113511","1","3","0.2","",""
"0","","","66068","5152066","3","","93","","",""
"","0","","66069","5152066","66055","0","91","","",""
"vo_rag_1003","0","","66070","5152066","vo_rag","0","21","","",""
"即便只是跳躍\n也意外地累人呢。","1","0.5","66071","5152066","4","7","11","-10","5","0"
"0","","","66072","5152066","3.2","","93","","",""
"","0","","66073","5152066","66071","0","91","","",""
"0","","","66074","5152066","1.5","","93","","",""
"idle_normal","","","66075","5152066","131911","1","3","0.3","",""
"wish_talk","","","66076","5152066","132111","1","3","0.3","",""
"cool_idle","","","66077","5152066","4","1","3","0.3","",""
"0","","","66078","5152066","0.1","","93","","",""
"idle_normal","","","66079","5152066","107511","1","3","0.3","",""
"wish_idle","","","66080","5152066","107611","1","3","0.3","",""
"wish_idle_normal","","","66081","5152066","126911","1","3","0.3","",""
"idle_normal","","","66082","5152066","110311","1","3","0.3","",""
"cool_idle","","","66083","5152066","107811","1","3","0.3","",""
"sad_idle_normal","","","66084","5152066","113511","1","3","0.3","",""
"vo_rag_1004","0","","66085","5152066","vo_rag","0","21","","",""
"接下來要伸展手腳喔。\n打起精神來做吧。","1","0.5","66086","5152066","132111","7","11","10","5","0"
