af7061edbf91b2ccf299ded68a7e8578c89315fcda557480a9064fe0e0e913b1,cd6f30bb5f6c7d1d27c2311ea36bccf16fbc3629f98f56cbe907b8320c59a9dd,cdcbf9c00e15dc0e2fc196cbbdc4efc9ecf750d16fc36e48f70ab92203168d7d,df77ed4d873493d6fac53be911a4f968c692f04555cc1d311d1bc0b2acf0efe7
"0","50","800","500019"
"0","50","800","500020"
"0","50","800","500021"
"0","50","800","500022"
"0","50","800","500023"
"0","50","800","500024"
"0","50","800","500025"
"0","50","800","500026"
"0","50","800","500027"
"0","50","800","500028"
"0","50","800","500029"
"0","50","800","500030"
"0","50","800","500031"
"0","50","800","500032"
"0","50","800","500033"
"0","50","800","500034"
"0","50","800","500035"
"0","50","800","500036"
"0","50","800","500037"
"0","50","800","500038"
"0","50","800","500039"
"0","50","800","500040"
"0","50","800","500041"
"0","50","800","500042"
"0","50","800","500043"
"0","50","800","500044"
"0","50","800","500045"
"0","50","800","500046"
"0","50","800","500047"
"0","50","800","500048"
"0","50","800","500049"
"0","50","800","500050"
"0","50","800","500051"
"0","50","800","500052"
"0","50","800","500053"
"0","50","800","500054"
"0","50","800","500055"
"0","50","800","500056"
"0","50","800","500057"
"0","50","800","500058"
"0","50","800","500059"
"0","50","800","500060"
"0","50","800","500061"
"0","50","800","500062"
"0","50","800","500063"
"0","50","800","500064"
"0","50","800","500065"
"0","50","800","500066"
"0","50","800","500067"
"0","50","800","500068"
"0","50","800","500069"
"0","50","800","500070"
"0","50","800","500071"
"0","50","800","500072"
"0","50","800","500073"
"0","50","800","500074"
"0","50","800","500075"
"0","50","800","500076"
"0","50","800","500077"
"0","50","800","500078"
"0","50","800","500079"
"0","50","800","500080"
"0","50","800","500081"
"0","50","900","500089"
"0","50","900","500091"
"0","50","900","500092"
"0","50","900","500093"
"0","50","900","500094"
"-35","35","700","500095"
"-35","35","700","500096"
