21ef62196f79f4bca76b3943dc19e9a321110ec640e562f8b6ee540c021e3a9a,71e284122b0207a303803deb12d032af17c3621b38d9883a5e6af7515d59468c,89b03ae98fcec0120e48e0e18efbdef77e5795fb274e8ea24665594d3dc236e0,5038e8dd4f5229cb79e2e37f301274de4ad51796ee5306a0fa123f3e9f8da33e,30c458e40ee3cc72c30748c27b43e80e7f913c9acd5db1da92529e21bf832452,f1489da4246608e08e1f0c314254f459ce81b88d72e9ff73ab1efe71a2ffafcc,c1f0ce18dc8cf121a5c17fb15f916666090f953d646f6aea35d176b7147f6542,779b3577da5884e551a6c72c67c05830a3bf84e833207563144666662c1e78f6,ffb60e8e49f01a07d5729a44519b46c2bff50edd88d5f83f20d7c71269b65075,c065ad29a87051825832b548ec4c217aa57331ed09ee186637885b8dbaed8fdb,92cf009f7cc49f033056c68b70c466ff3d4652b8dd0d3145fbcc1fa1e95c9bcf,676edecb737dabf5e83920c9ab72ea44af3133fef07b5a8d80fa4270360c9352,5b146b6efca45755a37ced8a2836989961ef93b332341c62cf4c4a0d0b393b32,57dca58aa7605a374007d56ab580d109045a62d4d6a3120617116f8c762fa417,a5eba1bb8786fba9fa8f729c7d2bbe8acad3546e15b272bd1ee53277b60abe12,72b11922dbadeedb8cbbff5bd78fce47b919389eba691320746681be449fb36b,dc2d17189c17bb53fc1a14ae6ceec619285d05c5706a039fff8cc8b887fb2d0a,7becec8150635b0754d2ef2eb2541e05e85796d22874cd16ee96403dca05cfec,760c89d6be0e4a99bd1369977f2d08e2c67a2dea1f3b31984cf494078fe6079a,f84fe22cdf5987625552dd40da85be0f86f326daceb6b3ebe55d83320dff0b2e,97b8395745501209e5de618b05ce9a7b55fd292f0538df676795d63cb66c7f72,fae8a4e166bd50929e65d0bd6f03afe26aca5b0e59a84c911d1c615eca048223,44a7e9ecb6f924c7056a663e4f80bc2d3ebdc94fc7df2ab9933d37ee53b96a4e,e10edb69057e6d14de993f00ee16f860e9286bc8a28104fc25852f0351ca6780,e77ea1382fdf0b7c9c4a1b55e1e8cac8a79458907d6168f69ffcb5fa7c86ed00,bf34dc13859d38227fde653e2a3f8583e9a72a2e0718fb5c37eae51700ed64c0,79f58839ebf62d5524e07c0481c12f151832c7edf74b6e7feb956b1dbb475681,3997b645c8b25d4eeced67cc55e3816f91e1712db6bc029bb4c91cd2fac15672,ef63782896792c4bea2e50b6d80de4fda024af0204132a0aafb57b7bd7bf8d7c,365b987c1a9306e19baf5a04c72df68352675914e0db5ce0a2ac42dc90741c14,1e80bb4c61ea0ec5f82e789cb7170a7ec9e9d17df61ececfc73e18e811b1c4c1,1b61189d0e452596770a4eb6834227827e6231edd2f40b0eed7cc1dd14b51465,96f1a51d6dee6b88f4df78335eb1ca5ef7456e256b8ac3a94f95e4997d237385,28a29a8f0dc61b06c185591fdde8e4605bb64639929d9e6b32056a13a640b3b0,290d16c88f47aaa6e6645c018463c5150d27fe13a94090d1cab4e442a8a07e11,d2fcb889d41f3cd40e5b52a47773131755cf07a105a62a562904e4d7a6ef68ad,cfdf4d07399e78dc79fc0e31cb8c1cdb4656ee5c6c5c7a3f541cf52b120ce484,cf0ae9271cef2d394deb8a87c02b898c9724b0e65f7f1894787f5327f912e58c,6f8cd3b84ace3bdb12bffb3692157480d50abf10c9e6780e7475d73f4f09abde,54572feca8b5d3863c2605c58e78aa121cc288681c3ce81804330deaea0798bc
"50","1","50","0","0","50","10","50","50","50","50","22324","670040050","50","30","50","0","200400","0","50","0","0","200000001","0","50","0","50","48","0","1781","50","44","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","23324","670040051","51","30","51","0","200400","0","51","0","0","200000001","0","51","0","51","48","0","1870","51","44","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","23319","670040052","52","30","52","0","200400","0","52","0","0","200000001","0","52","0","52","81","0","1926","52","66","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","24762","670040053","53","30","53","0","200400","0","53","0","0","200000001","0","53","0","53","84","0","1997","53","69","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","26706","670040054","54","30","54","0","200400","0","54","0","0","200000001","0","54","0","54","87","0","2070","54","73","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","27648","670040055","55","30","55","0","200400","0","55","0","0","200000001","0","55","0","55","92","0","2143","55","75","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","29091","670040056","56","30","56","0","200400","0","56","0","0","200000001","0","56","0","56","95","0","2214","56","79","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","30548","670040057","57","30","57","0","200400","0","57","0","0","200000001","0","57","0","57","99","0","2309","57","81","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","32005","670040058","58","30","58","0","200400","0","58","0","0","200000001","0","58","0","58","102","0","2404","58","84","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","33464","670040059","59","30","59","0","200400","0","59","0","0","200000001","0","59","0","59","106","0","2500","59","88","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","34921","670040060","60","30","60","0","200400","0","60","0","0","200000001","0","60","0","60","109","0","2595","60","91","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","36378","670040061","61","30","61","0","200400","0","61","0","0","200000001","0","61","0","61","114","0","2691","61","94","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","36692","670040062","62","30","62","0","200400","0","62","0","0","200000001","0","62","0","62","115","0","2787","62","95","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","37006","670040063","63","30","63","0","200400","0","63","0","0","200000001","0","63","0","63","116","0","2882","63","96","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","37321","670040064","64","30","64","0","200400","0","64","0","0","200000001","0","64","0","64","116","0","2978","64","97","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","37635","670040065","65","30","65","0","200400","0","65","0","0","200000001","0","65","0","65","117","0","3074","65","98","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","37949","670040066","66","30","66","0","200400","0","66","0","0","200000001","0","66","0","66","118","0","3169","66","99","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","38263","670040067","67","30","67","0","200400","0","67","0","0","200000001","0","67","0","67","119","0","3265","67","100","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","38578","670040068","68","30","68","0","200400","0","68","0","0","200000001","0","68","0","68","120","0","3361","68","101","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","38892","670040069","69","30","69","0","200400","0","69","0","0","200000001","0","69","0","69","121","0","3456","69","102","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","39206","670040070","70","30","70","0","200400","0","70","0","0","200000001","0","70","0","70","121","0","3552","70","103","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","39520","670040071","71","30","71","0","200400","0","71","0","0","200000001","0","71","0","71","122","0","3648","71","103","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","320","670050001","1","30","1","0","200500","0","1","0","0","200000001","0","1","0","1","3","0","40","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","419","670050002","2","30","2","0","200500","0","2","0","0","200000001","0","2","0","2","4","0","44","2","3","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","700","670050003","3","30","3","0","200500","0","3","0","0","200000001","0","3","0","3","5","0","48","3","3","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","617","670050004","4","30","4","0","200500","0","4","0","0","200000001","0","4","0","4","5","0","70","4","3","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","685","670050005","5","30","5","0","200500","0","5","0","0","200000001","0","5","0","5","6","0","104","5","4","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","752","670050006","6","30","6","0","200500","0","6","0","0","200000001","0","6","0","6","7","0","136","6","5","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","926","670050007","7","30","7","0","200500","0","7","0","0","200000001","0","7","0","7","8","0","169","7","6","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","1591","670050008","8","30","8","0","200500","0","8","0","0","200000001","0","8","0","8","9","0","186","8","7","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","1634","670050009","9","30","9","0","200500","0","9","0","0","200000001","0","9","0","9","10","0","194","9","8","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","1677","670050010","10","30","10","0","200500","0","10","0","0","200000001","0","10","0","10","10","0","201","10","8","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","1677","670050011","11","30","11","0","200500","0","11","0","0","200000001","0","11","0","11","10","0","211","11","8","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","1711","670050012","12","30","12","0","200500","0","12","0","0","200000001","0","12","0","12","13","0","231","12","10","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","1745","670050013","13","30","13","0","200500","0","13","0","0","200000001","0","13","0","13","15","0","250","13","11","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","2555","670050014","14","30","14","0","200500","0","14","0","0","200000001","0","14","0","14","17","0","322","14","12","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","2132","670050015","15","30","15","0","200500","0","15","0","0","200000001","0","15","0","15","16","0","292","15","12","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","2290","670050016","16","30","16","0","200500","0","16","0","0","200000001","0","16","0","16","16","0","301","16","12","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","2398","670050017","17","30","17","0","200500","0","17","0","0","200000001","0","17","0","17","16","0","368","17","12","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","2880","670050018","18","30","18","0","200500","0","18","0","0","200000001","0","18","0","18","17","0","396","18","13","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","3362","670050019","19","30","19","0","200500","0","19","0","0","200000001","0","19","0","19","17","0","424","19","13","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","3871","670050020","20","30","20","0","200500","0","20","0","0","200000001","0","20","0","20","18","0","446","20","13","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","3943","670050021","21","30","21","0","200500","0","21","0","0","200000001","0","21","0","21","21","0","488","21","16","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","4016","670050022","22","30","22","0","200500","0","22","0","0","200000001","0","22","0","22","23","0","530","22","18","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","4088","670050023","23","30","23","0","200500","0","23","0","0","200000001","0","23","0","23","26","0","572","23","21","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","4471","670050024","24","30","24","0","200500","0","24","0","0","200000001","0","24","0","24","26","0","595","24","21","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","4855","670050025","25","30","25","0","200500","0","25","0","0","200000001","0","25","0","25","27","0","618","25","22","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","5238","670050026","26","30","26","0","200500","0","26","0","0","200000001","0","26","0","26","27","0","641","26","22","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","5622","670050027","27","30","27","0","200500","0","27","0","0","200000001","0","27","0","27","28","0","664","27","23","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","6005","670050028","28","30","28","0","200500","0","28","0","0","200000001","0","28","0","28","28","0","687","28","23","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","6405","670050029","29","30","29","0","200500","0","29","0","0","200000001","0","29","0","29","28","0","682","29","23","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","6626","670050030","30","30","30","0","200500","0","30","0","0","200000001","0","30","0","30","29","0","702","30","23","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","6848","670050031","31","30","31","0","200500","0","31","0","0","200000001","0","31","0","31","29","0","722","31","22","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","7069","670050032","32","30","32","0","200500","0","32","0","0","200000001","0","32","0","32","29","0","769","32","23","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","7393","670050033","33","30","33","0","200500","0","33","0","0","200000001","0","33","0","33","29","0","804","33","23","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","7717","670050034","34","30","34","0","200500","0","34","0","0","200000001","0","34","0","34","29","0","838","34","23","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","8874","670050035","35","30","35","0","200500","0","35","0","0","200000001","0","35","0","35","31","0","940","35","25","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","10031","670050036","36","30","36","0","200500","0","36","0","0","200000001","0","36","0","36","34","0","1043","36","27","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","11188","670050037","37","30","37","0","200500","0","37","0","0","200000001","0","37","0","37","36","0","1145","37","29","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","12345","670050038","38","30","38","0","200500","0","38","0","0","200000001","0","38","0","38","38","0","1247","38","30","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","13502","670050039","39","30","39","0","200500","0","39","0","0","200000001","0","39","0","39","40","0","1349","39","32","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","14659","670050040","40","30","40","0","200500","0","40","0","0","200000001","0","40","0","40","43","0","1452","40","34","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","15816","670050041","41","30","41","0","200500","0","41","0","0","200000001","0","41","0","41","45","0","1554","41","36","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","17140","670050042","42","30","42","0","200500","0","42","0","0","200000001","0","42","0","42","45","0","1508","42","36","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","18010","670050043","43","30","43","0","200500","0","43","0","0","200000001","0","43","0","43","48","0","1853","43","38","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","17210","670050044","44","30","44","0","200500","0","44","0","0","200000001","0","44","0","44","48","0","1453","44","38","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","17709","670050045","45","30","45","0","200500","0","45","0","0","200000001","0","45","0","45","48","0","1406","45","38","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","19643","670050046","46","30","46","0","200500","0","46","0","0","200000001","0","46","0","46","51","0","1477","46","40","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","21574","670050047","47","30","47","0","200500","0","47","0","0","200000001","0","47","0","47","54","0","1548","47","43","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","23508","670050048","48","30","48","0","200500","0","48","0","0","200000001","0","48","0","48","57","0","1670","48","46","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","25441","670050049","49","30","49","0","200500","0","49","0","0","200000001","0","49","0","49","60","0","1691","49","49","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","27375","670050050","50","30","50","0","200500","0","50","0","0","200000001","0","50","0","50","63","0","1761","50","51","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","29307","670050051","51","30","51","0","200500","0","51","0","0","200000001","0","51","0","51","66","0","1832","51","53","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","31240","670050052","52","30","52","0","200500","0","52","0","0","200000001","0","52","0","52","70","0","1903","52","56","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","33174","670050053","53","30","53","0","200500","0","53","0","0","200000001","0","53","0","53","72","0","1973","53","58","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","35107","670050054","54","30","54","0","200500","0","54","0","0","200000001","0","54","0","54","75","0","2045","54","61","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","37039","670050055","55","30","55","0","200500","0","55","0","0","200000001","0","55","0","55","79","0","2117","55","63","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","38973","670050056","56","30","56","0","200500","0","56","0","0","200000001","0","56","0","56","82","0","2187","56","66","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","40925","670050057","57","30","57","0","200500","0","57","0","0","200000001","0","57","0","57","85","0","2281","57","68","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","42877","670050058","58","30","58","0","200500","0","58","0","0","200000001","0","58","0","58","88","0","2375","58","71","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","44831","670050059","59","30","59","0","200500","0","59","0","0","200000001","0","59","0","59","91","0","2470","59","74","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","46783","670050060","60","30","60","0","200500","0","60","0","0","200000001","0","60","0","60","94","0","2564","60","77","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","48735","670050061","61","30","61","0","200500","0","61","0","0","200000001","0","61","0","61","98","0","2659","61","79","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","50687","670050062","62","30","62","0","200500","0","62","0","0","200000001","0","62","0","62","99","0","2755","62","80","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","52639","670050063","63","30","63","0","200500","0","63","0","0","200000001","0","63","0","63","100","0","2851","63","82","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","54591","670050064","64","30","64","0","200500","0","64","0","0","200000001","0","64","0","64","101","0","2946","64","83","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","56543","670050065","65","30","65","0","200500","0","65","0","0","200000001","0","65","0","65","103","0","3042","65","85","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","58495","670050066","66","30","66","0","200500","0","66","0","0","200000001","0","66","0","66","104","0","3138","66","86","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","60447","670050067","67","30","67","0","200500","0","67","0","0","200000001","0","67","0","67","105","0","3234","67","87","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","62399","670050068","68","30","68","0","200500","0","68","0","0","200000001","0","68","0","68","106","0","3330","68","89","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","64351","670050069","69","30","69","0","200500","0","69","0","0","200000001","0","69","0","69","107","0","3425","69","90","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","66303","670050070","70","30","70","0","200500","0","70","0","0","200000001","0","70","0","70","108","0","3521","70","91","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","68255","670050071","71","30","71","0","200500","0","71","0","0","200000001","0","71","0","71","110","0","3617","71","93","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","185","670050101","1","30","1","0","200501","0","1","0","0","200000008","0","1","0","1","3","0","31","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","243","670050102","2","30","2","0","200501","0","2","0","0","200000008","0","2","0","2","4","0","34","2","2","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","405","670050103","3","30","3","0","200501","0","3","0","0","200000008","0","3","0","3","5","0","37","3","3","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","357","670050104","4","30","4","0","200501","0","4","0","0","200000008","0","4","0","4","5","0","54","4","3","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","396","670050105","5","30","5","0","200501","0","5","0","0","200000008","0","5","0","5","6","0","80","5","4","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","435","670050106","6","30","6","0","200501","0","6","0","0","200000008","0","6","0","6","7","0","105","6","5","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","535","670050107","7","30","7","0","200501","0","7","0","0","200000008","0","7","0","7","8","0","131","7","5","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","635","670050108","8","30","8","0","200501","0","8","0","0","200000008","0","8","0","8","8","0","156","8","6","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","653","670050109","9","30","9","0","200501","0","9","0","0","200000008","0","9","0","9","8","0","168","9","6","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","672","670050110","10","30","10","0","200501","0","10","0","0","200000008","0","10","0","10","9","0","179","10","7","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","690","670050111","11","30","11","0","200501","0","11","0","0","200000008","0","11","0","11","9","0","191","11","7","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","708","670050112","12","30","12","0","200501","0","12","0","0","200000008","0","12","0","12","9","0","202","12","7","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","839","670050113","13","30","13","0","200501","0","13","0","0","200000008","0","13","0","13","10","0","223","13","8","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","970","670050114","14","30","14","0","200501","0","14","0","0","200000008","0","14","0","14","11","0","244","14","8","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","1101","670050115","15","30","15","0","200501","0","15","0","0","200000008","0","15","0","15","11","0","264","15","8","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","1232","670050116","16","30","16","0","200501","0","16","0","0","200000008","0","16","0","16","11","0","285","16","9","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","1363","670050117","17","30","17","0","200501","0","17","0","0","200000008","0","17","0","17","13","0","305","17","10","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","1494","670050118","18","30","18","0","200501","0","18","0","0","200000008","0","18","0","18","14","0","326","18","11","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","1624","670050119","19","30","19","0","200501","0","19","0","0","200000008","0","19","0","19","14","0","347","19","11","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","1755","670050120","20","30","20","0","200501","0","20","0","0","200000008","0","20","0","20","15","0","368","20","11","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","1851","670050121","21","30","21","0","200501","0","21","0","0","200000008","0","21","0","21","15","0","379","21","11","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","1947","670050122","22","30","22","0","200501","0","22","0","0","200000008","0","22","0","22","15","0","391","22","11","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","2043","670050123","23","30","23","0","200501","0","23","0","0","200000008","0","23","0","23","15","0","402","23","11","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","2030","670050124","24","30","24","0","200501","0","24","0","0","200000008","0","24","0","24","23","0","465","24","18","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","2203","670050125","25","30","25","0","200501","0","25","0","0","200000008","0","25","0","25","23","0","489","25","18","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","2375","670050126","26","30","26","0","200501","0","26","0","0","200000008","0","26","0","26","23","0","512","26","18","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","2548","670050127","27","30","27","0","200501","0","27","0","0","200000008","0","27","0","27","23","0","536","27","19","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","2720","670050128","28","30","28","0","200501","0","28","0","0","200000008","0","28","0","28","23","0","560","28","19","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","2892","670050129","29","30","29","0","200501","0","29","0","0","200000008","0","29","0","29","24","0","584","29","19","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","3065","670050130","30","30","30","0","200501","0","30","0","0","200000008","0","30","0","30","24","0","607","30","19","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","3652","670050131","31","30","31","0","200501","0","31","0","0","200000008","0","31","0","31","25","0","656","31","20","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","4238","670050132","32","30","32","0","200501","0","32","0","0","200000008","0","32","0","32","27","0","705","32","21","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","4825","670050133","33","30","33","0","200501","0","33","0","0","200000008","0","33","0","33","28","0","754","33","22","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","5412","670050134","34","30","34","0","200501","0","34","0","0","200000008","0","34","0","34","29","0","803","34","23","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","5998","670050135","35","30","35","0","200501","0","35","0","0","200000008","0","35","0","35","30","0","852","35","24","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","6585","670050136","36","30","36","0","200501","0","36","0","0","200000008","0","36","0","36","32","0","902","36","25","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","7171","670050137","37","30","37","0","200501","0","37","0","0","200000008","0","37","0","37","33","0","951","37","27","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","7758","670050138","38","30","38","0","200501","0","38","0","0","200000008","0","38","0","38","34","0","1001","38","27","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","8345","670050139","39","30","39","0","200501","0","39","0","0","200000008","0","39","0","39","35","0","1049","39","28","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","8931","670050140","40","30","40","0","200501","0","40","0","0","200000008","0","40","0","40","37","0","1098","40","30","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","9518","670050141","41","30","41","0","200501","0","41","0","0","200000008","0","41","0","41","38","0","1148","41","30","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","10270","670050142","42","30","42","0","200501","0","42","0","0","200000008","0","42","0","42","41","0","1211","42","33","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","11021","670050143","43","30","43","0","200501","0","43","0","0","200000008","0","43","0","43","44","0","1273","43","36","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","11773","670050144","44","30","44","0","200501","0","44","0","0","200000008","0","44","0","44","47","0","1336","44","38","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","12524","670050145","45","30","45","0","200501","0","45","0","0","200000008","0","45","0","45","50","0","1398","45","41","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","13892","670050146","46","30","46","0","200501","0","46","0","0","200000008","0","46","0","46","53","0","1468","46","43","46","0","46","1","46","10","1","46"
