585c737161abf1703276e2bd8e36cc656ba0f6dbfdf732f6ab8ff8ccb18ce228,a2e33ada9c762b6503c2f9a7a903e81b0794cf726e50901c9044d8abdc603374,4359cff77ef2c1e62ae52c0557750df85ef4233cb9194b0b255963a4f9c31f24,d30093f3fbd2a326f3c07c6c62d79cefaa002a605a7d2233d80f1af8cf0a95b5,0be1b4aafdc5de9d545948052bb812a86f9e326e78baadb0b15097b7357d3a4f,8114597db9112e09694e5328c8d80c8bc73672697e0896cdc1e2126b89d83bd3,b1bca91c7c0cbd843b15db9b89bc8505506a9b6fd81866f2554ddf80cff2fed1,ffb5261e3514b2c1da7d3d99872de30f17ab2090d6d590f86be47fe54fa67d89,e6d0e52bbc1ef5198f9444af861fdbe4a53c73e7fd0f2aa0058942ecc14b8968,861c84cd5d1f096a7f4fadee6715e32a182549cad8276a10756cb52eac5048a2,ae7e1afe277f1195fc9b1a231b29085aa5c6d6f4b93aedd0cb033436a3691173
"","120","-183","30","2","33","12","1010804","","","1010804032"
"","130","0","43","2","33","12","1010804","","","1010804033"
"","-345","-219","124531","2","2","12","1010804","","","1010804034"
"","130","-360","2","2","2","12","1010804","","","1010804035"
"","0","","2.5","","93","","1010804","","","1010804036"
"0.3","dsb_idle_surprise1","1","124531","","3","","1010804","","","1010804037"
"","vo_dsb_4002","0","vo_dsb_1010804","0","21","","1010804","","","1010804038"
"0","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）","10","124531","1","11","1","1010804","0.2","0","1010804039"
"","","","0","","91","","1010804","","","1010804040"
"0.2","dsb_talk_wish","1","124531","","3","","1010804","","","1010804041"
"","vo_dsb_4003","0","vo_dsb_1010804","0","21","","1010804","","","1010804042"
"0","客人～\n水溫和電擊程度如何呢～","10","124531","1","11","1","1010804","0.2","0","1010804043"
"","","","0","","91","","1010804","","","1010804044"
"0.2","dsb_idle_wish","1","124531","","3","","1010804","","","1010804045"
"0.5","dsb_kuka_idle_relax","1","2","","3","","1010804","","","1010804046"
"","0","","0","","22","","1010804","","","1010804047"
"","vo_dsb_4004","0","vo_dsb_1010804","0.9","21","","1010804","","","1010804048"
"0","……太、","10","2","1","11","1","1010804","0.2","0","1010804049"
"","","","0","","91","","1010804","","","1010804050"
"0.2","dsb_idle_wish_normal2","1","124531","","3","","1010804","","","1010804051"
"","vo_dsb_4005","0","vo_dsb_1010804","0","21","","1010804","","","1010804052"
"0","太？","10","124531","1","11","1","1010804","0.2","0","1010804053"
"","","","0","","91","","1010804","","","1010804054"
"0.2","dsb_idle_wish_surprise","1","124531","","3","","1010804","","","1010804055"
"0.3","dsb_kuka_ecstasy","0","2","dsb_kuka_idle_dere2","3","1","1010804","","0.3","1010804056"
"","vo_dsb_4006","0","vo_dsb_1010804","0","21","","1010804","","","1010804057"
"0","太舒服了～～！！","10","2","1","11","1","1010804","0.2","0","1010804058"
"","","","0","","91","","1010804","","","1010804059"
"0.2","dsb_idle_wish","1","124531","","3","","1010804","","","1010804060"
"0.5","dsb_kuka_talk_sad_dere","1","2","","3","","1010804","","","1010804061"
"","vo_dsb_4007","0","vo_dsb_1010804","0","21","","1010804","","","1010804062"
"0","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！","10","2","1","11","1","1010804","0.2","0","1010804063"
"","1","","6.2","","93","","1010804","","","1010804064"
"0","dsb_kuka_electric","0","2","dsb_talk_sad2","3","1","1010804","","0.5","1010804065"
"","","","1010804063","","91","","1010804","","","1010804066"
"0.2","dsb_talk_joy3_nervous","1","124531","","3","","1010804","","","1010804067"
"","vo_dsb_4008","0","vo_dsb_1010804","0","21","","1010804","","","1010804068"
"0","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆","10","124531","1","11","1","1010804","0.2","0","1010804069"
"","","","0","","91","","1010804","","","1010804070"
"0.2","dsb_idle_joy3","1","124531","","3","","1010804","","","1010804071"
"0.5","dsb_kuka_wish1","1","2","","3","","1010804","","","1010804072"
"","vo_dsb_4009","0","vo_dsb_1010804","0","21","","1010804","","","1010804073"
"0","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！","10","2","1","11","1","1010804","0.2","0","1010804074"
"","1","","5","","93","","1010804","","","1010804075"
"0.2","dsb_kuka_wish2","1","2","","3","","1010804","","","1010804076"
"","","","1010804074","","91","","1010804","","","1010804077"
"0.2","dsb_talk_joy3","1","124531","","3","","1010804","","","1010804078"
"","vo_dsb_4010","0","vo_dsb_1010804","0","21","","1010804","","","1010804079"
"0","我明白了～♪\n嘿～☆","10","124531","1","11","1","1010804","0.2","0","1010804080"
"","","","0","","91","","1010804","","","1010804081"
"","0","","0","","22","","1010804","","","1010804082"
"","se_10044200_homare_movement","0","se_10044200","","23","","1010804","","","1010804083"
"0.2","dsb_kuka_wish3","1","2","","3","","1010804","","","1010804084"
"0.1","dsb_attack_in","0","124531","dsb_attack_loop","3","1","1010804","","0","1010804085"
"0","dsb_attack_in","0","99","dsb_attack_loop","3","1","1010804","","0","1010804086"
"","1","","44","","32","","1010804","","","1010804087"
"","0","","1.4","","93","","1010804","","","1010804088"
"","0","","30","","32","","1010804","","","1010804089"
"","0","","43","","32","","1010804","","","1010804090"
"","1","","45","","32","","1010804","","","1010804091"
"","0","","43","","32","","1010804","","","1010804092"
"","1","","46","","32","","1010804","","","1010804093"
"","20","3.1","20","","122","","1010804","","","1010804094"
"","se_10044200_thunder","0","se_10044200","","23","","1010804","","","1010804095"
"","vo_dsb_4011","0","vo_dsb_1010804","0","21","","1010804","","","1010804096"
"0","啊啊啊啊啊嗯！！","5","2","0","11","0","1010804","0","0","1010804097"
"","0","","0.1","","93","","1010804","","","1010804098"
"0","dsb_empty","0","2","","3","","1010804","","","1010804099"
"","0","","3","","93","","1010804","","","1010804100"
"","20","0.5","20","","122","","1010804","","","1010804101"
"","1","","30","","32","","1010804","","","1010804102"
"","1","","43","","32","","1010804","","","1010804103"
"","0","","45","","32","","1010804","","","1010804104"
"","1","","47","","32","","1010804","","","1010804105"
"","se_10044200_poof","0","se_10044200","","23","","1010804","","","1010804106"
"0","dsb_kuka_damage_gaku","1","2","","3","","1010804","","","1010804107"
"","0","","1","","93","","1010804","","","1010804108"
"0.1","dsb_attack_out","0","124531","dsb_talk_surprise","3","1","1010804","","0.2","1010804109"
"0.1","dsb_attack_out","0","99","dsb_empty","3","0","1010804","","0","1010804110"
"","vo_dsb_4012","0","vo_dsb_1010804","0","21","","1010804","","","1010804111"
"0","啊。\n服務有～點過頭了……\n是嗎？","10","124531","1","11","1","1010804","0.2","0","1010804112"
"","","","0","","91","","1010804","","","1010804113"
"","0","","0","","22","","1010804","","","1010804114"
"0.2","dsb_idle_surprise1","1","124531","","3","","1010804","","","1010804115"
"0.1","dsb_kuka_damage_dere2_in","0","2","dsb_kuka_damage_dere2_loop","3","1","1010804","","0","1010804116"
"","0","","0.3","","93","","1010804","","","1010804117"
"","0","","47","","32","","1010804","","","1010804118"
"","1","","48","","32","","1010804","","","1010804119"
"","se_adv_emote_heart_01","0","se_adv_emote_heart_01","","23","","1010804","","","1010804120"
"","0","","1","","93","","1010804","","","1010804121"
"","vo_dsb_4013","0","vo_dsb_1010804","0","21","","1010804","","","1010804122"
"0","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。","10","2","1","11","1","1010804","0.2","0","1010804123"
"","","","0","","91","","1010804","","","1010804124"
"0.2","dsb_kuka_damage_dead","1","2","","3","","1010804","","","1010804125"
"0.2","dsb_talk_joy3","1","124531","","3","","1010804","","","1010804126"
"","vo_dsb_4014","0","vo_dsb_1010804","0","21","","1010804","","","1010804127"
"0","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪","10","124531","1","11","1","1010804","0.2","0","1010804128"
"","","","0","","91","","1010804","","","1010804129"
"0.2","dsb_idle_joy3","1","124531","","3","","1010804","","","1010804130"
"","0","","0.3","","93","","1010804","","","1010804131"
"2","1","70","12","-165","5","-345","1010805","dsb_idle_normal","0","1010805001"
"2","2","70","3","165","5","-345","1010805","dsb_idle_normal_joy","1","1010805002"
"1","1","0","1","0","31","1","1010805","","","1010805003"
"1","3","0","3","0","31","1","1010805","","","1010805004"
"1","4","0","4","0","31","1","1010805","","","1010805005"
"1","10","0","13","0","31","1","1010805","","","1010805006"
"1","20","0","23","0","31","1","1010805","","","1010805007"
"1","30","155","33","-168","31","1","1010805","","","1010805008"
"1","31","-155","33","-168","31","1","1010805","","","1010805009"
"","170","","1","","13","","1010805","","","1010805010"
"","170","","2","","13","","1010805","","","1010805011"
"","","","0","","91","","1010805","","","1010805012"
"","se_10044200_cmn_amb","1","se_10044200","","23","","1010805","","","1010805013"
"","se_10044200_cmn_steam","0","se_10044200","","23","","1010805","","","1010805014"
"","0","","6.1","","93","","1010805","","","1010805015"
"","se_10044200_hotspring_03","1","se_10044200","","23","","1010805","","","1010805016"
"","0","","1.4","","93","","1010805","","","1010805017"
"0.5","dsb_talk_arm_crossed_joy","0","2","dsb_talk_arm_crossed_joy_loop","3","1","1010805","","0.5","1010805018"
"","vo_dsb_5001","0","vo_dsb_1010805","0","21","","1010805","","","1010805019"
"0","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。","10","2","1","11","1","1010805","0.2","0","1010805020"
"","","","0","","91","","1010805","","","1010805021"
"0.5","dsb_idle_arm_joy_crossed","1","2","","3","","1010805","","","1010805022"
"0.5","dsb_talk_joy3","1","1","","3","","1010805","","","1010805023"
"","vo_dsb_5002","0","vo_dsb_1010805","0","21","","1010805","","","1010805024"
"0","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。","10","1","1","11","1","1010805","0.2","0","1010805025"
"","","","0","","91","","1010805","","","1010805026"
"0.5","dsb_idle_normal","1","1","","3","","1010805","","","1010805027"
"0.5","dsb_talk_arm_crossed_normal2_loop","1","2","","3","","1010805","","","1010805028"
"","vo_dsb_5003","0","vo_dsb_1010805","0","21","","1010805","","","1010805029"
"0","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！","10","2","1","11","1","1010805","0.2","0","1010805030"
"","","","0","","91","","1010805","","","1010805031"
"0.5","dsb_talk_doya_Ex1_loop","1","2","","3","","1010805","","","1010805032"
"","vo_dsb_5004","0","vo_dsb_1010805","0","21","","1010805","","","1010805033"
"0","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！","10","2","1","11","1","1010805","0.2","0","1010805034"
"","","","0","","91","","1010805","","","1010805035"
"","se_10044200_get_out_water","0","se_10044200","","23","","1010805","","","1010805036"
"0.2","dsb_stand_up_in","0","2","dsb_stand_up_loop","3","1","1010805","","0.2","1010805037"
"0.5","dsb_talk_surprise1_misato","1","1","","3","","1010805","","","1010805038"
"","vo_dsb_5005","0","vo_dsb_1010805","0","21","","1010805","","","1010805039"
"0","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？","10","1","1","11","1","1010805","0.2","0","1010805040"
"","","","0","","91","","1010805","","","1010805041"
"0.5","dsb_idle_surprise1_misato","1","1","","3","","1010805","","","1010805042"
"0.5","dsb_stand_talk_normal2","1","2","","3","","1010805","","","1010805043"
"","vo_dsb_5006","0","vo_dsb_1010805","0","21","","1010805","","","1010805044"
"0","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！","10","2","1","11","1","1010805","0.2","0","1010805045"
"","","","0","","91","","1010805","","","1010805046"
"0.5","dsb_stand_up_loop","1","2","","3","","1010805","","","1010805047"
"0.5","dsb_talk_sad2_blink2","1","1","","3","","1010805","","","1010805048"
"","vo_dsb_5007","0","vo_dsb_1010805","0","21","","1010805","","","1010805049"
"0","時間就是金錢……\n是呀，\n這樣想也對呢～","10","1","1","11","1","1010805","0.2","0","1010805050"
"","","","0","","91","","1010805","","","1010805051"
"0.5","dsb_talk_worry_misato","1","1","","3","","1010805","","","1010805052"
"","vo_dsb_5008","0","vo_dsb_1010805","0","21","","1010805","","","1010805053"
"0","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？","10","1","1","11","1","1010805","0.2","0","1010805054"
"","","","0","","91","","1010805","","","1010805055"
"0.2","dsb_stand_wish_surprise_idle","1","2","","3","","1010805","","","1010805056"
"","vo_dsb_5009","0","vo_dsb_1010805","0","21","","1010805","","","1010805057"
"0","咦？","10","2","1","11","1","1010805","0.2","0","1010805058"
"","","","0","","91","","1010805","","","1010805059"
"0.2","dsb_talk_wish_nervous","1","1","","3","","1010805","","","1010805060"
"","vo_dsb_5010","0","vo_dsb_1010805","0","21","","1010805","","","1010805061"
"0","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。","10","1","1","11","1","1010805","0.2","0","1010805062"
"","","","0","","91","","1010805","","","1010805063"
"0.5","dsb_misato_talk_sad2_dere","1","1","","3","","1010805","","","1010805064"
"","vo_dsb_5011","0","vo_dsb_1010805","0","21","","1010805","","","1010805065"
"0","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪","10","1","1","11","1","1010805","0.2","0","1010805066"
"","","","0","","91","","1010805","","","1010805067"
"0.5","dsb_idle_normal_misato","1","1","","3","","1010805","","","1010805068"
"0.2","dsb_stand_thinking","1","2","","3","","1010805","","","1010805069"
"","vo_dsb_5012","0","vo_dsb_1010805","0","21","","1010805","","","1010805070"
"0","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……","10","2","1","11","1","1010805","0.2","0","1010805071"
"","","","0","","91","","1010805","","","1010805072"
"0.2","dsb_stand_talk_guts","0","2","dsb_stand_talk_guts_loop","3","1","1010805","","0.5","1010805073"
"","0","","0","","22","","1010805","","","1010805074"
"","vo_dsb_5013","0","vo_dsb_1010805","0.9","21","","1010805","","","1010805075"
"0","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！","10","2","1","11","1","1010805","0.2","0","1010805076"
"","","","0","","91","","1010805","","","1010805077"
"","se_10044200_get_out_water","0","se_10044200","","23","","1010805","","","1010805078"
"0.5","dsb_stand_sitdown_in","0","2","dsb_stand_sitdown_loop","3","1","1010805","","0.5","1010805079"
"0.5","dsb_talk_joy3","1","1","","3","","1010805","","","1010805080"
"","vo_dsb_5014","0","vo_dsb_1010805","0","21","","1010805","","","1010805081"
"0","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪","10","1","1","11","1","1010805","0.2","0","1010805082"
"","","","0","","91","","1010805","","","1010805083"
"","0","","0.3","","93","","1010805","","","1010805084"
"2","1","70","11","-165","5","-345","1010806","dsb_idle_normal","0","1010806001"
"2","2","70","8","165","5","-345","1010806","dsb_idle_relax","1","1010806002"
"1","1","0","1","0","31","1","1010806","","","1010806003"
"1","3","0","3","0","31","1","1010806","","","1010806004"
"1","4","0","4","0","31","1","1010806","","","1010806005"
"1","10","0","18","0","31","1","1010806","","","1010806006"
"1","20","0","28","0","31","1","1010806","","","1010806007"
"1","30","155","38","-168","31","1","1010806","","","1010806008"
"1","31","-155","38","-168","31","1","1010806","","","1010806009"
"","170","","1","","13","","1010806","","","1010806010"
"","170","","2","","13","","1010806","","","1010806011"
"","","","0","","91","","1010806","","","1010806012"
"","se_10044200_cmn_amb","1","se_10044200","","23","","1010806","","","1010806013"
"","se_10044200_cmn_steam","0","se_10044200","","23","","1010806","","","1010806014"
"","0","","6","","93","","1010806","","","1010806015"
"","se_10044200_hotspring_08","1","se_10044200","","23","","1010806","","","1010806016"
"","0","","1.5","","93","","1010806","","","1010806017"
"0.5","dsb_talk_memory_nervous","1","2","","3","","1010806","","","1010806018"
"","vo_dsb_6001","0","vo_dsb_1010806","0","21","","1010806","","","1010806019"
"0","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！","10","2","1","11","1","1010806","0.2","0","1010806020"
"","","","0","","91","","1010806","","","1010806021"
"0.5","dsb_talk_guts_pain","0","2","dsb_talk_guts_pain_loop","3","1","1010806","","0.5","1010806022"
"","vo_dsb_6002","0","vo_dsb_1010806","0","21","","1010806","","","1010806023"
"0","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！","10","2","1","11","1","1010806","0.2","0","1010806024"
"","","","0","","91","","1010806","","","1010806025"
"0.5","dsb_idle_guts_pain","1","2","","3","","1010806","","","1010806026"
"0.5","dsb_talk_normal_joy","1","1","","3","","1010806","","","1010806027"
"","vo_dsb_6003","0","vo_dsb_1010806","0","21","","1010806","","","1010806028"
"0","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。","10","1","1","11","1","1010806","0.2","0","1010806029"
"","","","0","","91","","1010806","","","1010806030"
"0.5","dsb_idle_normal","1","1","","3","","1010806","","","1010806031"
"0.5","dsb_talk_normal","1","2","","3","","1010806","","","1010806032"
"","vo_dsb_6004","0","vo_dsb_1010806","0","21","","1010806","","","1010806033"
"0","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。","10","2","1","11","1","1010806","0.2","0","1010806034"
"","","","0","","91","","1010806","","","1010806035"
"0.5","dsb_idle_normal","1","2","","3","","1010806","","","1010806036"
"0.5","dsb_talk_sad2_surprise","1","1","","3","","1010806","","","1010806037"
"","vo_dsb_6005","0","vo_dsb_1010806","0","21","","1010806","","","1010806038"
"0","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。","10","1","1","11","1","1010806","0.2","0","1010806039"
"","","","0","","91","","1010806","","","1010806040"
"0.5","dsb_idle_sad_talk1","1","1","","3","","1010806","","","1010806041"
"0.5","dsb_talk_normal_dere2","1","2","","3","","1010806","","","1010806042"
"","vo_dsb_6006","0","vo_dsb_1010806","0","21","","1010806","","","1010806043"
"0","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。","10","2","1","11","1","1010806","0.2","0","1010806044"
"","","","0","","91","","1010806","","","1010806045"
"0.5","dsb_idle_normal","1","2","","3","","1010806","","","1010806046"
"0.5","dsb_talk_normal_suprise1","1","1","","3","","1010806","","","1010806047"
"","vo_dsb_6007","0","vo_dsb_1010806","0","21","","1010806","","","1010806048"
"0","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。","10","1","1","11","1","1010806","0.2","0","1010806049"
"","","","0","","91","","1010806","","","1010806050"
"0.5","dsb_idle_normal","1","1","","3","","1010806","","","1010806051"
"0.5","dsb_talk_thinking_dere","1","2","","3","","1010806","","","1010806052"
"","vo_dsb_6008","0","vo_dsb_1010806","0","21","","1010806","","","1010806053"
"0","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？","10","2","1","11","1","1010806","0.2","0","1010806054"
"","","","0","","91","","1010806","","","1010806055"
"0.3","dsb_talk_worry_anger","1","2","","3","","1010806","","","1010806056"
"","vo_dsb_6009","0","vo_dsb_1010806","0","21","","1010806","","","1010806057"
"0","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……","10","2","1","11","1","1010806","0.2","0","1010806058"
"","","","0","","91","","1010806","","","1010806059"
"0.5","dsb_talk_surprise3","1","2","","3","","1010806","","","1010806060"
"","vo_dsb_6010","0","vo_dsb_1010806","0","21","","1010806","","","1010806061"
"0","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……","10","2","1","11","1","1010806","0.2","0","1010806062"
"","","","0","","91","","1010806","","","1010806063"
"0.5","dsb_idle_surprise1_sjhy2","1","2","","3","","1010806","","","1010806064"
"0.5","dsb_talk_nerrvous","1","1","","3","","1010806","","","1010806065"
"","0","","0","","22","","1010806","","","1010806066"
"","vo_dsb_6011","0","vo_dsb_1010806","0.9","21","","1010806","","","1010806067"
"0","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？","10","1","1","11","1","1010806","0.2","0","1010806068"
"","","","0","","91","","1010806","","","1010806069"
"0.5","dsb_idle_normal","1","1","","3","","1010806","","","1010806070"
"0.5","dsb_shock_credita_in","0","2","dsb_shock_credita_loop","3","1","1010806","","0.5","1010806071"
"","vo_dsb_6012","0","vo_dsb_1010806","0","21","","1010806","","","1010806072"
"0","唔唔唔唔呃？\n妳怎麼知道！？","10","2","1","11","1","1010806","0.2","0","1010806073"
"","","","0","","91","","1010806","","","1010806074"
"0.5","dsb_idle_joy_sad","1","2","","3","","1010806","","","1010806075"
"0.5","dsb_talk_normal_joy","1","1","","3","","1010806","","","1010806076"
"","vo_dsb_6013","0","vo_dsb_1010806","0","21","","1010806","","","1010806077"
"0","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……","10","1","1","11","1","1010806","0.2","0","1010806078"
"","","","0","","91","","1010806","","","1010806079"
"0.5","dsb_talk_sad2_talkjoy2","1","1","","3","","1010806","","","1010806080"
"","vo_dsb_6014","0","vo_dsb_1010806","0","21","","1010806","","","1010806081"
"0","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。","10","1","1","11","1","1010806","0.2","0","1010806082"
"","","","0","","91","","1010806","","","1010806083"
"0.5","dsb_idle_sad_talkjoy2","1","1","","3","","1010806","","","1010806084"
"0.5","dsb_surprise_credita","0","2","dsb_talk_surprise_credita","3","1","1010806","","0.5","1010806085"
"","vo_dsb_6015","0","vo_dsb_1010806","0","21","","1010806","","","1010806086"
"0","什麼……！？\n妳居然放了那種東西～！！","10","2","1","11","1","1010806","0.2","0","1010806087"
"","","","0","","91","","1010806","","","1010806088"
"0.5","dsb_idle_joy_sad","1","2","","3","","1010806","","","1010806089"
"0.5","dsb_talk_surprise1_normal2","1","1","","3","","1010806","","","1010806090"
"","vo_dsb_6016","0","vo_dsb_1010806","0","21","","1010806","","","1010806091"
"0","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。","10","1","1","11","1","1010806","0.2","0","1010806092"
"","","","0","","91","","1010806","","","1010806093"
"0.5","dsb_idle_surprise1_sjhy","1","1","","3","","1010806","","","1010806094"
"0.3","dsb_hot_dead","1","2","","3","","1010806","","","1010806095"
"","vo_dsb_6017","0","vo_dsb_1010806","0","21","","1010806","","","1010806096"
"0","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！","10","2","1","11","1","1010806","0.2","0","1010806097"
"","","","0","","91","","1010806","","","1010806098"
"0.3","dsb_talk_thinking_surprise","1","1","","3","","1010806","","","1010806099"
"","vo_dsb_6018","0","vo_dsb_1010806","0","21","","1010806","","","1010806100"
"0","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！","10","1","1","11","1","1010806","0.2","0","1010806101"
"","","","0","","91","","1010806","","","1010806102"
"","0","","0.3","","93","","1010806","","","1010806103"
"2","1","70","10","-165","5","-345","1010807","dsb_idle_normal","0","1010807001"
"2","2","70","1","165","5","-345","1010807","dsb_idle_relax_dere2","1","1010807002"
"2","99","70","10","-215","5","-350","1010807","dsb_lago","0","1010807003"
"1","1","0","1","0","31","1","1010807","","","1010807004"
"1","3","0","3","0","31","1","1010807","","","1010807005"
"1","4","0","4","0","31","1","1010807","","","1010807006"
"1","10","0","11","0","31","1","1010807","","","1010807007"
"1","20","0","21","0","31","1","1010807","","","1010807008"
"1","30","155","31","-168","31","1","1010807","","","1010807009"
"1","31","-155","31","-168","31","1","1010807","","","1010807010"
"1","32","-222","41","-175","31","1","1010807","","","1010807011"
"","170","","1","","13","","1010807","","","1010807012"
"","170","","2","","13","","1010807","","","1010807013"
"","","","0","","91","","1010807","","","1010807014"
"","se_10044200_cmn_amb","1","se_10044200","","23","","1010807","","","1010807015"
"","se_10044200_cmn_steam","0","se_10044200","","23","","1010807","","","1010807016"
"","0","","6","","93","","1010807","","","1010807017"
"","se_10044200_hotspring_01","1","se_10044200","","23","","1010807","","","1010807018"
"","0","","1.5","","93","","1010807","","","1010807019"
"0.5","dsb_talk_relax_nervous","1","2","","3","","1010807","","","1010807020"
"","vo_dsb_7001","0","vo_dsb_1010807","0","21","","1010807","","","1010807021"
"0","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～","10","2","1","11","1","1010807","0.2","0","1010807022"
"","","","0","","91","","1010807","","","1010807023"
"0.5","dsb_idle_relax_dere2","1","2","","3","","1010807","","","1010807024"
"0.5","dsb_talk_joy3","1","1","","3","","1010807","","","1010807025"
"","vo_dsb_7002","0","vo_dsb_1010807","0","21","","1010807","","","1010807026"
"0","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪","10","1","1","11","1","1010807","0.2","0","1010807027"
"","","","0","","91","","1010807","","","1010807028"
"0.5","dsb_idle_normal","1","1","","3","","1010807","","","1010807029"
"0.5","dsb_talk_surprise1_joy2","1","2","","3","","1010807","","","1010807030"
"","vo_dsb_7003","0","vo_dsb_1010807","0","21","","1010807","","","1010807031"
"0","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？","10","2","1","11","1","1010807","0.2","0","1010807032"
"","1","","3.2","","93","","1010807","","","1010807033"
"0.5","dsb_talk_surprise2","1","2","","3","","1010807","","","1010807034"
"","","","1010807032","","91","","1010807","","","1010807035"
"0.5","dsb_idle_surprise2","1","2","","3","","1010807","","","1010807036"
"0.5","dsb_talk_joy3","1","1","","3","","1010807","","","1010807037"
"","vo_dsb_7004","0","vo_dsb_1010807","0","21","","1010807","","","1010807038"
"0","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆","10","1","1","11","1","1010807","0.2","0","1010807039"
"","","","0","","91","","1010807","","","1010807040"
"0.5","dsb_idle_normal","1","1","","3","","1010807","","","1010807041"
"0.5","dsb_talk_sad_shy","1","2","","3","","1010807","","","1010807042"
"","vo_dsb_7005","0","vo_dsb_1010807","0","21","","1010807","","","1010807043"
"0","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。","10","2","1","11","1","1010807","0.2","0","1010807044"
"","","","0","","91","","1010807","","","1010807045"
"0.5","dsb_idle_sad","1","2","","3","","1010807","","","1010807046"
"0.5","dsb_talk_thinking_joy","1","1","","3","","1010807","","","1010807047"
"","vo_dsb_7006","0","vo_dsb_1010807","0","21","","1010807","","","1010807048"
"0","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？","10","1","1","11","1","1010807","0.2","0","1010807049"
"","","","0","","91","","1010807","","","1010807050"
"0.5","dsb_idle_arm_crossed","1","1","","3","","1010807","","","1010807051"
"0.3","dsb_talk_arm_crossed_normal2","0","2","dsb_talk_arm_crossed_normal2_loop","3","1","1010807","","0.5","1010807052"
"","vo_dsb_7007","0","vo_dsb_1010807","0","21","","1010807","","","1010807053"
"0","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。","10","2","1","11","1","1010807","0.2","0","1010807054"
"","1","","5.9","","93","","1010807","","","1010807055"
"0.5","dsb_talk_arm_crossed_surprise_loop","1","2","","3","","1010807","","","1010807056"
"","","","1010807054","","91","","1010807","","","1010807057"
"0.5","dsb_talk_arm_crossed_joy_loop","1","2","","3","","1010807","","","1010807058"
"","vo_dsb_7008","0","vo_dsb_1010807","0","21","","1010807","","","1010807059"
