833f407a7ca78d3e74b0411fd109e01315b10e551d6714f5dc379e075e219ee8,1bc7354fd99ec1737ea9d0bf7beb44aeec313ad22f2f19b513d90d9caf489255,847654285d93566ae4404c394bbaef630361988bed565bbf7cbfa6e0b5ec5129,30190f8b85d6e8655016804ff7b0bd64026b627350ad123213a61d2a61d1ce32,021631736212a6d4edbaa40812196e33078d0ab1c02f3fd6b0ee1a7edb88a33d,5f1c9502d70e6f0d318c41283a2514dc04e7c0ff9dc146136875b9e49646d0f7,474ef03d42812ea902ed36c88deaaf70426aabb6bdffd9bccbd416d6a4b88f32,d1b84d50269c6faf44413e37ed0b7e3dfa26e62034909207477d528ecae8261e
"33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","33.法斯奇亞森林‧東部","2023/01/10 16:00:00","bgm_M339","13033","102","bgm_M339"
"34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","34.迪克斯提亞岩崖‧西壁","2023/03/09 16:00:00","bgm_M374","13034","102","bgm_M374"
"35.迪克斯提亞\n　　　　　岩崖‧東壁","2030/12/17 14:59:59","35.迪克斯提亞岩崖‧東壁","2023/06/08 16:00:00","bgm_M374","13035","102","bgm_M374"
"63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","63.阿帕雷尤街道‧西側","2023/09/08 16:00:00","bgm_MC001","13063","103","bgm_MC001"
"64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","64.阿帕雷尤街道‧東側","2023/12/07 16:00:00","bgm_MC001","13064","103","bgm_MC001"
"65.芭菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","65.芭菲之城　城鎮","2015/12/17 15:00:00","bgm_MC001","13065","103","bgm_MC001"
"67.渦炎密林","2030/12/17 14:59:59","67.渦炎密林","2015/12/17 15:00:00","bgm_MC079","13067","104","bgm_MC079"
"68.思索樹海","2030/12/17 14:59:59","68.思索樹海","2015/12/17 15:00:00","bgm_MC079","13068","104","bgm_MC079"
"聖跡調查冒險","2030/12/17 14:59:59","聖跡調查冒險","2019/03/06 16:00:00","","18001","0",""
"神殿調查冒險","2030/12/17 14:59:00","神殿調查冒險","2020/01/02 16:00:00","","19001","0",""
"瑪那冒險","2030/12/17 14:59:59","瑪那冒險","2015/12/17 15:00:00","","21001","0",""
"經驗值冒險","2030/12/17 14:59:59","經驗值冒險","2015/12/17 15:00:00","","21002","0",""
