8baf8b2a92c05c8f3911248cbf016394b249ac4346f2f7ccacd55dc750188430,c0c0878660f81b2c481e9d3c337ed117b681c26817a597f7a256354bfc791abb,1495569d0e2532a7a06ce5773a4b00c86635a64de0d1eca56cec24a5c8068084,1ba98bd6028867bdbe9a9147395c108f04c4861e00039a8df31e0edf93f27e95,bfb4291605f51755bb7feabb342c308106a46412130b891ee2a06baae2168a74,c7ad383ae30efb99f8064344ae5528728f02b346a50b929d6634f676235a56b8,d59245ae1468ec30abbd243fe1e41c4c2bb4b1ca34fa9d3f75c37e63bc334cd2,d39b26fc41c21053e047079c21b7e68d8bd31f830d28da83eb417ec91f3407b6,5ee0c7d3466ae4972d2ecb87ace3e67a3840fe71b195836c042435b0288a264e,642b500894846a55b86ef123db13d84dab141d52e07a5c951d5f95d29ded17d1,7e4813ce62d7c2d4d4f87a7984ffed4b09d80815ab309e0ceb811d449fd19c48,722b0710c05ea091b0e07d674355d7caed06ac3b84178d1560b2fd7ec07ded2c,2f83fcacb7e4f04abcb7aa1fa0bada4c5d57ea208ee7734ac8092566e1057cff,8f045da49ca9f709a2704924ea4b74f0deadc44db7861c527e1c46f0c95ca873,89c114d2b37fc90c824eae9614814c4f0dcd964fb8514f9ba37c9d58795634bc,a4dcf744ccc84861226cb9d33e86390119ab514af1ccaf0ed8ebacf3c3d22270,d5770b5365060c0e11bb8f07d51c2c9a829e46d9255c3093d6f651f49e5f0903,e940f653f3d7de5000e7e8a5d8b068c7d39755d71535f56d2f9c36ae0c4ef2c8,4d2bdf18b175364671001fb68feb73f23d21c9dbbaaa8c6d260fe4aa46bf90fe
"0","0","abyss_reward_icon_hiseki","92417","2","0","20","0","0","0","0","0","0","0","0","35000000000","241716","0","90005"
"0","0","abyss_reward_icon_hiseki","92417","2","0","30","0","0","0","0","0","0","0","0","40000000000","241717","0","90005"
"0","0","abyss_reward_icon_hiseki","92417","2","0","50","0","0","0","0","0","0","0","0","50000000000","241718","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92417","4","0","50","0","0","0","0","0","0","0","0","60000000000","241719","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92417","4","0","50","0","0","0","0","0","0","0","0","70000000000","241720","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92418","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","241801","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92418","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","241802","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92418","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","241803","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92418","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","241804","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92418","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","241805","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92418","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","241806","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92418","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241807","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92418","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241808","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92418","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241809","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92418","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241810","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92418","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241811","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92418","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241812","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92418","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241813","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92418","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241814","0","25021"
"0","0","abyss_reward_icon_hiseki","92418","2","0","10","0","0","0","0","0","0","0","0","30000000000","241815","0","90005"
"0","0","abyss_reward_icon_hiseki","92418","2","0","20","0","0","0","0","0","0","0","0","35000000000","241816","0","90005"
"0","0","abyss_reward_icon_hiseki","92418","2","0","30","0","0","0","0","0","0","0","0","40000000000","241817","0","90005"
"0","0","abyss_reward_icon_hiseki","92418","2","0","50","0","0","0","0","0","0","0","0","50000000000","241818","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92418","4","0","50","0","0","0","0","0","0","0","0","60000000000","241819","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92418","4","0","50","0","0","0","0","0","0","0","0","70000000000","241820","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92419","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","241901","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92419","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","241902","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92419","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","241903","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92419","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","241904","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92419","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","241905","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92419","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","241906","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92419","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241907","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92419","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241908","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92419","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241909","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92419","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241910","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92419","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241911","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92419","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241912","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92419","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241913","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92419","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241914","0","25021"
"0","0","abyss_reward_icon_hiseki","92419","2","0","10","0","0","0","0","0","0","0","0","30000000000","241915","0","90005"
"0","0","abyss_reward_icon_hiseki","92419","2","0","20","0","0","0","0","0","0","0","0","35000000000","241916","0","90005"
"0","0","abyss_reward_icon_hiseki","92419","2","0","30","0","0","0","0","0","0","0","0","40000000000","241917","0","90005"
"0","0","abyss_reward_icon_hiseki","92419","2","0","50","0","0","0","0","0","0","0","0","50000000000","241918","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92419","4","0","50","0","0","0","0","0","0","0","0","60000000000","241919","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92419","4","0","50","0","0","0","0","0","0","0","0","70000000000","241920","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92420","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","242001","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92420","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","242002","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92420","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","242003","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92420","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","242004","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92420","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","242005","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92420","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","242006","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92420","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","242007","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92420","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","242008","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92420","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","242009","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92420","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","242010","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92420","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","242011","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92420","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","242012","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92420","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","242013","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92420","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","242014","0","25021"
"0","0","abyss_reward_icon_hiseki","92420","2","0","10","0","0","0","0","0","0","0","0","30000000000","242015","0","90005"
"0","0","abyss_reward_icon_hiseki","92420","2","0","20","0","0","0","0","0","0","0","0","35000000000","242016","0","90005"
"0","0","abyss_reward_icon_hiseki","92420","2","0","30","0","0","0","0","0","0","0","0","40000000000","242017","0","90005"
"0","0","abyss_reward_icon_hiseki","92420","2","0","50","0","0","0","0","0","0","0","0","50000000000","242018","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92420","4","0","50","0","0","0","0","0","0","0","0","60000000000","242019","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92420","4","0","50","0","0","0","0","0","0","0","0","70000000000","242020","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92421","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","242101","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92421","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","242102","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92421","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","242103","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92421","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","242104","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92421","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","242105","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92421","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","242106","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92421","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","242107","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92421","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","242108","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92421","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","242109","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92421","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","242110","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92421","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","242111","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92421","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","242112","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92421","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","242113","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92421","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","242114","0","25021"
"0","0","abyss_reward_icon_hiseki","92421","2","0","10","0","0","0","0","0","0","0","0","30000000000","242115","0","90005"
"0","0","abyss_reward_icon_hiseki","92421","2","0","20","0","0","0","0","0","0","0","0","35000000000","242116","0","90005"
"0","0","abyss_reward_icon_hiseki","92421","2","0","30","0","0","0","0","0","0","0","0","40000000000","242117","0","90005"
"0","0","abyss_reward_icon_hiseki","92421","2","0","50","0","0","0","0","0","0","0","0","50000000000","242118","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92421","4","0","50","0","0","0","0","0","0","0","0","60000000000","242119","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92421","4","0","50","0","0","0","0","0","0","0","0","70000000000","242120","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92422","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","242201","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92422","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","242202","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92422","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","242203","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92422","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","242204","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92422","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","242205","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92422","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","242206","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92422","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","242207","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92422","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","242208","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92422","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","242209","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92422","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","242210","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92422","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","242211","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92422","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","242212","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92422","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","242213","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92422","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","242214","0","25021"
"0","0","abyss_reward_icon_hiseki","92422","2","0","10","0","0","0","0","0","0","0","0","30000000000","242215","0","90005"
"0","0","abyss_reward_icon_hiseki","92422","2","0","20","0","0","0","0","0","0","0","0","35000000000","242216","0","90005"
"0","0","abyss_reward_icon_hiseki","92422","2","0","30","0","0","0","0","0","0","0","0","40000000000","242217","0","90005"
"0","0","abyss_reward_icon_hiseki","92422","2","0","50","0","0","0","0","0","0","0","0","50000000000","242218","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92422","4","0","50","0","0","0","0","0","0","0","0","60000000000","242219","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92422","4","0","50","0","0","0","0","0","0","0","0","70000000000","242220","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92423","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","242301","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92423","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","242302","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92423","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","242303","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92423","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","242304","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92423","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","242305","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92423","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","242306","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92423","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","242307","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92423","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","242308","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92423","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","242309","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92423","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","242310","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92423","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","242311","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92423","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","242312","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92423","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","242313","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92423","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","242314","0","25021"
"0","0","abyss_reward_icon_hiseki","92423","2","0","10","0","0","0","0","0","0","0","0","30000000000","242315","0","90005"
"0","0","abyss_reward_icon_hiseki","92423","2","0","20","0","0","0","0","0","0","0","0","35000000000","242316","0","90005"
"0","0","abyss_reward_icon_hiseki","92423","2","0","30","0","0","0","0","0","0","0","0","40000000000","242317","0","90005"
"0","0","abyss_reward_icon_hiseki","92423","2","0","50","0","0","0","0","0","0","0","0","50000000000","242318","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92423","4","0","50","0","0","0","0","0","0","0","0","60000000000","242319","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92423","4","0","50","0","0","0","0","0","0","0","0","70000000000","242320","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92424","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","242401","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92424","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","242402","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92424","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","242403","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92424","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","242404","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92424","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","242405","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92424","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","242406","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92424","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","242407","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92424","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","242408","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92424","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","242409","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92424","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","242410","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92424","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","242411","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92424","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","242412","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92424","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","242413","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92424","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","242414","0","25021"
"0","0","abyss_reward_icon_hiseki","92424","2","0","10","0","0","0","0","0","0","0","0","30000000000","242415","0","90005"
"0","0","abyss_reward_icon_hiseki","92424","2","0","20","0","0","0","0","0","0","0","0","35000000000","242416","0","90005"
"0","0","abyss_reward_icon_hiseki","92424","2","0","30","0","0","0","0","0","0","0","0","40000000000","242417","0","90005"
"0","0","abyss_reward_icon_hiseki","92424","2","0","50","0","0","0","0","0","0","0","0","50000000000","242418","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92424","4","0","50","0","0","0","0","0","0","0","0","60000000000","242419","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92424","4","0","50","0","0","0","0","0","0","0","0","70000000000","242420","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92425","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","242501","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92425","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","242502","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92425","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","242503","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92425","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","242504","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92425","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","242505","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92425","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","242506","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92425","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","242507","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92425","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","242508","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92425","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","242509","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92425","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","242510","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92425","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","242511","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92425","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","242512","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92425","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","242513","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92425","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","242514","0","25021"
"0","0","abyss_reward_icon_hiseki","92425","2","0","10","0","0","0","0","0","0","0","0","30000000000","242515","0","90005"
"0","0","abyss_reward_icon_hiseki","92425","2","0","20","0","0","0","0","0","0","0","0","35000000000","242516","0","90005"
"0","0","abyss_reward_icon_hiseki","92425","2","0","30","0","0","0","0","0","0","0","0","40000000000","242517","0","90005"
"0","0","abyss_reward_icon_hiseki","92425","2","0","50","0","0","0","0","0","0","0","0","50000000000","242518","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92425","4","0","50","0","0","0","0","0","0","0","0","60000000000","242519","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92425","4","0","50","0","0","0","0","0","0","0","0","70000000000","242520","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92426","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","242601","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92426","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","242602","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92426","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","242603","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92426","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","242604","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92426","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","242605","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92426","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","242606","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92426","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","242607","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92426","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","242608","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92426","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","242609","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92426","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","242610","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92426","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","242611","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92426","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","242612","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92426","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","242613","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92426","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","242614","0","25021"
"0","0","abyss_reward_icon_hiseki","92426","2","0","10","0","0","0","0","0","0","0","0","30000000000","242615","0","90005"
"0","0","abyss_reward_icon_hiseki","92426","2","0","20","0","0","0","0","0","0","0","0","35000000000","242616","0","90005"
"0","0","abyss_reward_icon_hiseki","92426","2","0","30","0","0","0","0","0","0","0","0","40000000000","242617","0","90005"
"0","0","abyss_reward_icon_hiseki","92426","2","0","50","0","0","0","0","0","0","0","0","50000000000","242618","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92426","4","0","50","0","0","0","0","0","0","0","0","60000000000","242619","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92426","4","0","50","0","0","0","0","0","0","0","0","70000000000","242620","0","140001"
"25202","500","abyss_reward_icon_masterpieces_piece","92427","2","25014","10","10","25015","2","25021","2","2","1250","2","1000000000","242701","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_2","92427","2","25012","5","500","25013","2","25011","2","2","1250","2","2000000000","242702","1250","25204"
"25202","500","abyss_reward_icon_masterpieces_piece","92427","2","25014","10","20","25015","2","25021","2","2","1250","2","3000000000","242703","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_2","92427","2","25012","5","500","25013","2","25011","2","2","1250","2","4000000000","242704","1250","25204"
"25206","1000","abyss_reward_icon_masterpieces_piece","92427","2","25014","10","5","25015","2","25021","2","2","1250","2","5000000000","242705","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_1","92427","2","25012","20","1000","25013","2","25011","2","2","1250","2","6000000000","242706","1250","25202"
"25204","1000","abyss_reward_icon_masterpieces_piece","92427","2","25014","10","10","25015","2","25021","2","2","3000","2","7000000000","242707","3000","25102"
"25021","3000","abyss_reward_icon_connectpiece_3","92427","2","25012","5","1000","25013","2","25011","2","2","3000","2","8000000000","242708","3000","25206"
"25202","1000","abyss_reward_icon_masterpieces_piece","92427","2","25014","10","30","25015","2","25021","2","2","3000","2","9000000000","242709","3000","25102"
"25204","1000","abyss_reward_icon_masterpieces_piece","92427","2","25011","10","20","25012","2","25021","2","2","3000","2","10000000000","242710","3000","25102"
"25206","1000","abyss_reward_icon_masterpieces_piece","92427","2","25013","10","5","25015","2","25021","2","2","3000","2","12000000000","242711","3000","25102"
"25021","3000","abyss_reward_icon_connectpiece_1","92427","2","25012","40","1000","25014","2","25011","2","2","3000","2","16000000000","242712","3000","25202"
"25021","3000","abyss_reward_icon_connectpiece_2","92427","2","25014","30","1000","25015","2","25013","2","2","3000","2","20000000000","242713","3000","25204"
"25021","3000","abyss_reward_icon_connectpiece_3","92427","2","25012","5","1000","25013","2","25011","2","2","3000","2","25000000000","242714","3000","25206"
"0","0","abyss_reward_icon_hiseki","92427","2","0","10","0","0","0","0","0","0","0","0","30000000000","242715","0","90005"
"0","0","abyss_reward_icon_hiseki","92427","2","0","20","0","0","0","0","0","0","0","0","35000000000","242716","0","90005"
"0","0","abyss_reward_icon_hiseki","92427","2","0","30","0","0","0","0","0","0","0","0","40000000000","242717","0","90005"
