ffeb60de9453ac41206c30ea90bcfb5ab5a8cf5b71dacea80326236e0a5ee4a4,7babb46d42bc1f2b89b978ca60c3d2d3f320269907a0b0b128acb1fc30d60ba2,bb52a01f1f10fc350efbdb0b19542932b02de0a606a300a3f70f4587bf57464d,f2df6e411b205621ada61781ccd5b4f1b4793e2f97ef58b59c0fd9311ea63678,0718ba1b2d7d81b8c8c08e844fca0b916c85888503ae8302279aeb08feafff17,330fd01773fddd395a6b999705d660b9a4ad0684d87a4ef5b49d990a03e50ecf,fc9bad8b12f1457c2e2aeb7785149acb73c37cad3e5c32f24465dfba27195572,f59e4e11e5c45496a57f58d23bee5a69060381b845cce3a325a1989a1fd27a0f,80217f8dd7f0790a0e737b631f06817b553c00cf93ddb261b406631c378e7c22,7cb42a0e48504e009a2cc6eccb99303c805247fddcb8a63fa0ce029876e36bd3
"澱粉","2320009","0","1","糖精","0","胺基酸","0","葡萄糖漿","0"
"720","2320010","0","1","960","0","340","0","360","0"
"８分之１","2320011","0","1","２分之１","0","４分之１","0","６分之１","0"
"tan","2320013","0","1","cot","0","cos","0","sin","0"
"除法的答案","2320014","0","1","減法的答案","0","加法的答案","0","乘法的答案","0"
"碘酒","2320016","0","1","次氯酸鈉","0","過氧化氫","0","氫溴酸","0"
"克希荷夫定律","2320017","0","1","道爾頓定律","0","赫斯定律","0","亨利定律","0"
"蒼蠅座","2320018","0","1","螳螂座","0","蝴蝶座","0","蜻蜓座","0"
"太陽","2320020","0","1","月亮","0","木星","0","地球","0"
"3","2320021","0","1","9","0","13","0","11","0"
"氦","2320022","0","1","鋇","0","釷","0","鉀","0"
"氖","2320025","0","1","氮","0","氰","0","氝","0"
"整數","2320026","0","1","自然對數","0","總數","0","小數","0"
"電阻抗","2320029","0","1","電容","0","電功率","0","性價比","0"
"水銀","2320030","0","1","氫","0","氦","0","銀","0"
"２次","2320031","0","1","12次","0","４次","0","１次","0"
"月球","2320032","0","1","海流","0","地熱","0","魚群","0"
"Na","2320033","0","1","Ne","0","Nt","0","N","0"
"Ca","2320034","0","1","Ka","0","Cl","0","K","0"
"結晶","2320035","0","1","結膜","0","結節","0","結冰","0"
"１次","2320036","0","1","４次","0","３次","0","２次","0"
"分母","2320037","0","1","分姊","0","分兄","0","分父","0"
"氧氣","2320040","0","1","碳","0","溴","0","氫氣","0"
"死火山","2320041","0","1","伏火山","0","弱火山","0","休火山","0"
"大約30萬","2320042","0","1","大約31萬","0","大約32萬","0","大約33萬","0"
"Delta","2320043","0","1","Sigma","0","Zeta","0","Gamma","0"
"水瓶座","2320044","0","1","獅子座","0","巨蟹座","0","天蠍座","0"
"獅子座","2320045","0","1","巨蟹座","0","天蠍座","0","水瓶座","0"
"母線","2320046","0","1","面","0","邊","0","頂點","0"
"２","2320049","0","1","７","0","５","0","３","0"
"25公里","2320050","0","1","33公里","0","20公里","0","15公里","0"
"前線","2320051","0","1","無線","0","電線","0","點線","0"
"鋁","2320053","0","1","鈦","0","鎳","0","鐵","0"
"行星","2320054","0","1","超新星","0","衛星","0","恆星","0"
"季節","2320056","0","1","日期","0","時間","0","晝夜","0"
"Fuse","2320057","0","1","Shoes","0","Ruse","0","Muse","0"
"綠色","2320058","0","1","白色","0","藍色","0","紅色","0"
"牛頓","2320059","0","1","焦耳","0","托","0","帕斯卡","0"
"積分","2320060","0","1","交集","0","組合","0","階乘","0"
"２條","2320061","0","1","16條","0","４條","0","１條","0"
"同時著地","2321001","0","1","貪吃佩可","0","鏡華","0","莉瑪","0"
"大間","2321002","0","1","蘭德索爾","0","珊托魯斯","0","大江戶","0"
"珊托魯斯","2321003","0","1","艾爾皮斯島","0","大江戶","0","大間","0"
"大江戶","2321004","0","1","咲戀育幼院","0","珊托魯斯","0","大間","0"
"2500","2321005","0","1","1500","0","1000","0","2000","0"
"反照率","2330001","0","1","遮光率","0","對比度","0","流明","0"
"18","2330002","0","1","22","0","20","0","16","0"
"金牛座","2330004","0","1","牡羊座","0","水瓶座","0","獅子座","0"
"大角星","2330005","0","1","參宿四","0","老人星","0","天狼星","0"
"天王星","2330007","0","1","土星","0","木星","0","海王星","0"
"莫桑石","2330008","0","1","高嶺土","0","人造雲母","0","火山黏土","0"
"蝎虎座","2330010","0","1","蠑螈座","0","青蛙座","0","壁虎座","0"
"AC","2330011","0","1","DC","0","CC","0","BC","0"
"藍色會變紅","2330012","0","1","都會變白","0","都沒有變化","0","紅色會變藍","0"
"重心","2330015","0","1","內心","0","中心","0","外心","0"
"綠色","2330016","0","1","藍色","0","透明","0","橘色","0"
"９條","2330017","0","1","13條","0","７條","0","５條","0"
"第31戰","2330018","0","1","第９戰","0","第23戰","0","第16戰","0"
"南三角座","2330020","0","1","南菱形座","0","南四角座","0","南圓形座","0"
"北河三","2330021","0","1","心宿二","0","十字架三","0","十字架二","0"
"量子力學","2330022","0","1","熱力學","0","流體力學","0","牛頓力學","0"
"科氏力","2330023","0","1","摩擦力","0","萬有引力","0","磁力","0"
"示相化石","2330024","0","1","自然化石","0","齒石化石","0","指準化石","0"
"Scalar","2330026","0","1","Rear","0","Muller","0","Lasker","0"
"氨氣","2330027","0","1","鑽石","0","銀","0","乙炔","0"
"997","2330028","0","1","993","0","991","0","989","0"
"蝦紅素","2330029","0","1","鎧魨毒素","0","河魨毒素","0","魚毒素","0"
"電導","2330030","0","1","亨利","0","西門子","0","電感","0"
"Sigma","2330031","0","1","Delta","0","Gamma","0","Lambda","0"
"小熊座","2330032","0","1","大犬座","0","小犬座","0","大熊座","0"
"鈣","2330033","0","1","鎂","0","鈉","0","鉀","0"
"二疊紀","2330034","0","1","白堊紀","0","侏羅紀","0","三疊紀","0"
"鎝","2330035","0","1","銠","0","碲","0","鉬","0"
"180","2330036","0","1","270","0","360","0","90","0"
"示波器","2330037","0","1","事波器","0","式波器","0","是波器","0"
"１弧分","2330038","0","1","１角","0","１公尺","0","１里","0"
"１大氣壓","2330040","0","1","1013大氣壓","0","10大氣壓","0","０大氣壓","0"
"NaCl","2330041","0","1","SiO2","0","MgO","0","NaOH","0"
"２個","2330042","0","1","１個","0","４個","0","３個","0"
"10個","2330043","0","1","９個","0","８個","0","７個","0"
"氧氣","2330045","0","1","氫氣","0","二氧化碳","0","氮氣","0"
"金星","2330047","0","1","木星","0","月球","0","地球","0"
"布羅肯奇景","2330048","0","1","城市熱島現象","0","蠕變現象","0","都市蔓延現象","0"
"抗力點","2330049","0","1","交點","0","施力點","0","支點","0"
"焚風現象","2330051","0","1","分風現象","0","憤風現象","0","粉風現象","0"
"太陽","2330053","0","1","月","0","火星","0","水星","0"
"平流層","2330056","0","1","對流層","0","中間層","0","增溫層","0"
"金星","2330057","0","1","土星","0","火星","0","水星","0"
"假分數","2330058","0","1","偉分數","0","倍分數","0","偽分數","0"
"６分之１","2330061","0","1","７分之１","0","５分之１","0","４分之１","0"
"瑪爾傑海岸","2331001","0","1","大江戶海岸","0","布里薩海岸","0","神秘海岸","0"
"4.5","2331002","0","1","３","0","５","0","４","0"
"真琴","2331003","0","1","莫妮卡","0","可可蘿","0","秋乃","0"
"朵羅西亞溼地","2331004","0","1","朱諾溼地","0","塔利亞溼地","0","南西溼地","0"
"普洛庇那海角","2331005","0","1","弗泰拉海角","0","埃斯塔海角","0","考達海角","0"
"紡車","2410002","0","1","巴士","0","公車","0","電聯車","0"
"新幹線","2410003","0","1","潛水艇","0","救護車","0","腳踏車","0"
"代謝症候群","2410004","0","1","代卸症候群","0","代蟹症候群","0","帶謝症候群","0"
"上網","2410005","0","1","遊網","0","跑網","0","繞網","0"
"Streaming","2410006","0","1","Hacking","0","Suming","0","Showrooming","0"
"光導纖維","2410007","0","1","水導纖維","0","火導纖維","0","闇導纖維","0"
"台北101","2410008","0","1","世貿大樓","0","市府轉運站","0","高雄85大樓","0"
"康乃馨","2410009","0","1","鬱金香","0","高山火絨草","0","香豌豆","0"
"餐前小菜","2410011","0","1","擦手巾","0","筷子","0","水杯","0"
"洗髮帽","2410012","0","1","防水蓋","0","護目鏡","0","河童帽","0"
"半夜哭泣","2410014","0","1","熬夜","0","連夜逃跑","0","通宵","0"
"太平島","2410015","0","1","東沙島","0","蘭嶼","0","屏東恆春燈塔路","0"
"病歷表","2410016","0","1","計分表","0","申請表","0","履歷表","0"
"透視法","2410017","0","1","方位等距投影","0","近近法","0","遠遠法","0"
"安全帽","2410018","0","1","鎧甲","0","兒童座椅","0","座位安全帶","0"
"股東大會","2410019","0","1","緊急集會","0","特別大會","0","股東集會","0"
"天地無用","2410020","0","1","俯仰天地","0","天地有情","0","天上天下","0"
"健康檢查","2410022","0","1","健康漸查","0","健康檢茶","0","健抗檢查","0"
"駕訓班","2410024","0","1","駕訓室","0","駕訓會","0","駕訓所","0"
"直升機","2410025","0","1","熱氣球","0","滑翔機","0","飛機","0"
"Firewall","2410026","0","1","Climbing Wall","0","Chinese Wall","0","Great Wall","0"
"Summer Time","2410027","0","1","Ecology Time","0","Hot Time","0","Spring Time","0"
"博愛座","2410028","0","1","深藍座","0","翠綠座","0","黃金座","0"
"紐約","2410030","0","1","香港","0","東京","0","巴黎","0"
"待針","2410031","0","1","群針","0","懸針","0","村針","0"
"國道八號","2410032","0","1","國道六號","0","國道一號","0","國道二號","0"
"香菇","2410033","0","1","冬粉","0","雞蛋","0","牛奶","0"
"14","2410036","0","1","7","0","10","0","12","0"
"梅花","2410037","0","1","牡丹","0","百合","0","菊花","0"
"八里","2410038","0","1","五股","0","淡水","0","陽明山","0"
"賀年卡","2410039","0","1","詛咒信","0","盛夏問候","0","晚夏問候","0"
"外公","2410040","0","1","爸爸","0","媽媽","0","奶奶","0"
"幸運餅乾","2410041","0","1","神仙餅乾","0","好運餅乾","0","紙張餅乾","0"
"順時針","2410042","0","1","向南","0","向北","0","逆時針","0"
"切末","2410048","0","1","切片","0","切絲","0","切丁","0"
"柚子胡椒","2410050","0","1","鹽胡椒","0","黑胡椒","0","白胡椒","0"
"鯛魚燒","2410051","0","1","玉子燒","0","烤魷魚","0","章魚燒","0"
"滲出水分","2410052","0","1","失去味道","0","崩塌散開","0","變成紅色","0"
"移動推力","2410053","0","1","移動買力","0","移動失力","0","移動流力","0"
"百分之五","2410054","0","1","百分之七","0","百分之十","0","百分之二十","0"
"Espresso","2410055","0","1","Macchiato","0","Cappuccino","0","Americano","0"
"葛餅","2410056","0","1","水羊羹","0","金鍔","0","年糕紅豆湯","0"
"喜馬拉雅山","2410057","0","1","高加索山脈","0","藍山山脈","0","阿特拉斯山脈","0"
"炒蛋","2410058","0","1","原味歐姆蛋","0","太陽蛋","0","水煮嫩蛋","0"
"配料","2410059","0","1","香料","0","生料","0","佐料","0"
"墨丘利財團","2411001","0","1","姆謝拉爾戈貿易公司","0","梅肯歐魯結社","0","瑪莉涅烏斯財團","0"
"巡遊","2411002","0","1","Let's 提格尼亞！","0","探險","0","飯糰雙六","0"
"盧幣","2411003","0","1","太陽","0","瑪那","0","寶石","0"
"步未","2411004","0","1","璃乃","0","珠希","0","鈴莓","0"
"行程表","2411005","0","1","每日帳","0","預定表","0","全部跳過","0"
"妯娌","2420001","0","1","連襟","0","婆媳","0","姑嫂","0"
"900","2420002","0","1","950","0","800","0","500","0"
"Generic","2420003","0","1","Genesis","0","General","0","Generation","0"
"７","2420004","0","1","９","0","３","0","１","0"
"杯墊","2420005","0","1","袴","0","茶托","0","茶杯碟","0"
"連襟","2420006","0","1","妹婿","0","弟媳","0","妯娌","0"
"七福神","2420008","0","1","八部眾","0","十二神將","0","四天王","0"
"WC","2420009","0","1","WT","0","TO","0","TW","0"
"終身壽險","2420011","0","1","延長壽險","0","終期壽險","0","終末壽險","0"
"捐贈者","2420012","0","1","餽贈者","0","移植者","0","受贈者","0"
"茶餐廳","2420013","0","1","居酒屋","0","快餐廳","0","西餐廳","0"
"雪山主峰","2420014","0","1","雪山北稜角","0","玉山北峰","0","玉山東峰","0"
"谷灣","2420016","0","1","股灣","0","穀灣","0","古灣","0"
"空梅","2420017","0","1","清梅","0","散梅","0","鬆梅","0"
"冷害","2420018","0","1","寒害","0","冰害","0","水害","0"
"行李員","2420019","0","1","球僮","0","牛仔","0","桿弟","0"
"甜甜圈","2420020","0","1","冰淇淋","0","可麗餅","0","蛋糕","0"
"2000","2420021","0","1","100","0","500","0","1000","0"
"Inflation","2420023","0","1","Denomination","0","Stagnation","0","Deflation","0"
"司法考試","2420025","0","1","忍法考試","0","違法考試","0","憲法考試","0"
"下雪較多的地區","2420028","0","1","乾燥地區","0","靠近海的地區","0","氣溫較高的地區","0"
"人口減少的狀態","2420029","0","1","會發生地震的狀態","0","面積狹小的狀態","0","氣溫較低的狀態","0"
"洗手碗","2420030","0","1","清洗碗","0","沙拉盤","0","洗臉盆","0"
"！","2420031","0","1","※","0","！？","0","？","0"
"大匙","2420032","0","1","都一樣","0","茶匙","0","小匙","0"
"國道一號","2420033","0","1","國道四號","0","國道三號","0","國道二號","0"
"彩繪玻璃","2420035","0","1","布簾","0","小雙筒望遠鏡","0","太陽眼鏡","0"
"太白粉","2420036","0","1","葛粉","0","糯米粉","0","麵粉","0"
"臭魚乾","2420039","0","1","鯡魚乾","0","鳀魚","0","鹽魚汁","0"
"牛","2420040","0","1","羊","0","雞","0","豬","0"
"8,849公尺","2420042","0","1","8,611公尺","0","8,586公尺","0","8,953公尺","0"
"水餃","2420046","0","1","蒸餃","0","煎餃","0","炸餃子","0"
"檸檬草","2420048","0","1","皮草","0","木天蓼","0","貓草","0"
"米","2420049","0","1","大豆","0","小麥","0","馬鈴薯","0"
"雞肉","2420051","0","1","羊肉","0","豬肉","0","牛肉","0"
"蛋","2420052","0","1","蔥","0","炸牡蠣","0","雞肉","0"
"夏","2420053","0","1","秋","0","春","0","冬","0"
"5cc","2420054","0","1","12cc","0","3cc","0","10cc","0"
"太陽餅","2420055","0","1","鴨賞","0","臭豆腐","0","阿給","0"
"卡布奇諾","2420056","0","1","愛爾蘭咖啡","0","摩卡","0","美式咖啡","0"
"巴拿馬運河","2420057","0","1","基爾運河","0","尼加拉瓜運河","0","蘇伊士運河","0"
"軍艦壽司","2420058","0","1","氣球捲壽司","0","馬車捲壽司","0","客船捲壽司","0"
"綠茶","2420059","0","1","日本酒","0","燒酎","0","麥茶","0"
"Rare","2420060","0","1","Medium","0","Medium Rare","0","Well Done","0"
"生奶油","2420061","0","1","草莓果醬","0","香腸","0","棉花糖","0"
"Mirage Game","2421001","0","1","Connecting Happy!!","0","Lost Princess","0","Precious Journey","0"
"晚霞色的漫步","2421002","0","1","緊緊相連","0","Connecting Happy!!","0","Precious Journey","0"
"５人","2421003","0","1","２人","0","４人","0","３人","0"
"和正","2421004","0","1","漁夫‧吉克","0","和彥","0","正和","0"
"點心","2421005","0","1","魔物","0","木才","0","鐵","0"
"CPU","2430001","0","1","DOS","0","SSD","0","GPS","0"
"六三三四","2430002","0","1","六三一四","0","五二一一","0","五二三四","0"
"3.3平方公尺","2430003","0","1","6.6平方公尺","0","5.5平方公尺","0","4.4平方公尺","0"
"六等親","2430004","0","1","十等親","0","九等親","0","三等親","0"
"B5","2430005","0","1","B4","0","A4","0","A3","0"
"受贈者","2430006","0","1","餽贈者","0","移植者","0","捐贈者","0"
"特留分","2430007","0","1","遺愛分","0","遺令分","0","遺訓分","0"
"CNC","2430008","0","1","C#","0","C++","0","C","0"
"強制汽車責任險","2430009","0","1","火災險 ","0","車體險","0","個人年金保險","0"
"莫哈維沙漠","2430010","0","1","南極洲荒漠","0","撒哈拉沙漠","0","大盆地沙漠","0"
"以糖膜包裹的藥","2430011","0","1","要去醫院取得的藥","0","價格昂貴難以獲得的藥","0","會立即起效果的藥","0"
"流動資產","2430015","0","1","確定資產","0","行動資產","0","固定資產","0"
"成人禮","2430016","0","1","銀婚典禮","0","敬老節","0","生日","0"
"老鼠會","2430017","0","1","螳螂會","0","水母會","0","烏鴉會","0"
"A3","2430018","0","1","B5","0","B4","0","A4","0"
"交通號誌","2430019","0","1","指示標誌","0","警戒標誌","0","室內標誌","0"
"海底","2430020","0","1","洞穴","0","高山","0","平原","0"
"維他命K","2430021","0","1","維他命A","0","維他命C","0","維他命D ","0"
"宜蘭","2430022","0","1","台東","0","桃園","0","台南","0"
"一天中16小時禁食，8小時進食。","2430023","0","1","一天中6小時禁食，18小時進食。","0","一天中18小時禁食，6小時進食。","0","一天中8小時禁食，16小時進食。","0"
"２人","2430024","0","1","０人","0","３人","0","１人","0"
"３人","2430025","0","1","沒有規定","0","１人","0","２人","0"
"戶口名簿","2430026","0","1","印鑑登記證明書","0","納稅證明書","0","住民票","0"
"御手洗","2430027","0","1","御內儀","0","御洗淨","0","御不淨","0"
"衣錦還鄉","2430028","0","1","創業興家","0","故地重遊","0","告老還鄉","0"
"六","2430029","0","1","三","0","五","0","七","0"
"西北","2430030","0","1","東","0","北","0","東北","0"
"占星","2430031","0","1","印刷","0","指南針","0","火藥","0"
"澳洲","2430032","0","1","義大利","0","德國","0","菲律賓","0"
"沒有毒","2430034","0","1","晚上會自動閉合","0","原產於中南美洲","0","受到觸碰時小葉片會閉合","0"
"麵糊","2430041","0","1","免糊","0","緬糊","0","眠糊","0"
"壽喜燒","2430042","0","1","成吉思汗羊肉","0","馬鈴薯燉肉","0","涮涮鍋","0"
"曇花","2430043","0","1","百合","0","玫瑰","0","馬櫻丹","0"
"75","2430044","0","1","60","0","65","0","70","0"
"蒟蒻","2430046","0","1","芋頭","0","馬鈴薯","0","蕃薯","0"
"20歲以上，最高年齡不超過65歲","2430047","0","1","19歲以上，最高年齡不超過65歲","0","22歲以上，最高年齡不超過65歲","0","18歲以上，最高年齡不超過65歲","0"
"鯊魚","2430048","0","1","海豚","0","鮪魚","0","魟魚","0"
"蔥","2430049","0","1","秋葵","0","大白菜","0","白蘿蔔","0"
"鹽水","2430052","0","1","泥水","0","醋","0","真水","0"
"皮蛋","2430053","0","1","長山核桃","0","皮塔餅","0","彼得潘","0"
"新加坡","2430054","0","1","挪威","0","西班牙","0","荷蘭","0"
"麵包丁","2430056","0","1","果仁糖","0","火蔥","0","法式凍派","0"
"桂剝刀法","2430058","0","1","樫剝刀法","0","松剝刀法","0","杉剝刀法","0"
"外郎糕","2430060","0","1","金鍔","0","蕨餅","0","羊羹","0"
"西班牙大鍋飯","2430061","0","1","馬賽魚湯","0","歐姆蛋","0","千層麵","0"
"冒險的啟程","2431001","0","1","赤裸冒險者","0","冒險的開始","0","剛出發的冒險者","0"
"雪的審美會","2431002","0","1","美之傳教者","0","雪的美麗檢查","0","美的饗宴","0"
"毒瘴闇稜","2431003","0","1","斷崖遺跡","0","蒼海孤塔","0","綠龍骸嶺","0"
"回想重組","2431004","0","1","諾維姆的過往日常","0","追憶的回憶","0","矛依未的回憶","0"
"我的色彩STORY","2431005","0","1","童話故事就在夢中","0","Seize The Day！","0","GREEDY LOVE","0"
"Forte","2510003","0","1","Fox","0","Free","0","Fine","0"
"低音提琴","2510004","0","1","中提琴","0","小提琴","0","大提琴","0"
"f","2510005","0","1","i","0","d","0","g","0"
"指揮家","2510006","0","1","第一小提琴","0","最年長","0","作曲家","0"
"10個","2510007","0","1","20個","0","30個","0","５個","0"
"Character Voice","2510008","0","1","Create Voice","0","Commercial Voice","0","Cuter Voice","0"
"首發遊戲","2510009","0","1","附贈遊戲","0","開始遊戲","0","殺戮遊戲","0"
"呆毛","2510010","0","1","分岔毛","0","華麗髮型","0","豎捲髮","0"
"黑白棋","2510012","0","1","都一樣","0","西洋棋","0","將棋","0"
"甲殼素","2510013","0","1","蛋白質","0","葉黃素","0","葉綠素","0"
"秋風","2510014","0","1","暴風","0","北風","0","微風","0"
"颮","2510015","0","1","季風","0","颱風","0","颶風","0"
"頭部","2510016","0","1","尾部","0","腳","0","腹部","0"
"線軸","2510018","0","1","圓軸","0","滾輪","0","滾筒","0"
"喀什米爾","2510019","0","1","克里米亞","0","烏魯木齊","0","波希米亞","0"
"護髮霜","2510022","0","1","沐浴乳","0","潤髮乳","0","洗髮精","0"
"眼睫毛膏","2510023","0","1","眉筆","0","眼線筆","0","腮紅","0"
"Stitch","2510025","0","1","Scud","0","Space","0","Step","0"
"Buyer","2510027","0","1","Bite","0","Supporting Actor","0","Binder","0"
"甲烷","2510028","0","1","臭氧","0","二氧化碳","0","氮氣","0"
"騷靈現象","2510029","0","1","轉世","0","外質","0","引誘","0"
"防曬","2510030","0","1","除臭","0","保濕","0","驅蟲","0"
"圍棋","2510031","0","1","五子棋","0","麻雀","0","將棋","0"
"道德危機","2510032","0","1","生活危機","0","金錢危機","0","生化危機","0"
"山形葉","2510033","0","1","甘藍菜","0","地瓜葉","0","花草葉","0"
"稍微加熱菜刀","2510035","0","1","讓菜刀生鏽","0","讓菜刀沾滿油","0","稍微冷卻菜刀","0"
"７次","2510038","0","1","６次","0","８次","0","９次","0"
"Denier","2510039","0","1","Pleats","0","Stole","0","Panir","0"
"去光水","2510040","0","1","除法水","0","除名水","0","去溫水","0"
"胭脂","2510041","0","1","香料","0","菸草","0","醃漬","0"
"抗老","2510042","0","1","抗痘","0","抗氧化","0","控油","0"
"一對","2510043","0","1","葫蘆","0","同花","0","三條","0"
"自摸","2510044","0","1","吃","0","碰","0","榮","0"
"８月８日","2510046","0","1","５月５日","0","６月６日","0","７月７日","0"
"Caries","2510047","0","1","Canker","0","Corrode","0","Caribou","0"
"平衡氣壓","2510048","0","1","可以呼吸","0","避免造成裂縫","0","裝飾用","0"
"地球到月球","2510050","0","1","木星到木衛一","0","土星到土衛六","0","火星到火衛二","0"
"蛇","2510051","0","1","鴿子","0","老虎","0","老鷹","0"
"以含量多到少","2510053","0","1","以價格貴到低","0","以卡洛里高到低","0","以氣味重到輕","0"
"表演曲目","2510054","0","1","氣炸鍋","0","玩家","0","吹風機","0"
"Disc Jockey","2510056","0","1","Dream Justice","0","Dance Job","0","Digital Joker","0"
"畫面轉暗","2510057","0","1","後空翻","0","迴轉","0","側翻","0"
"Brass Band","2510058","0","1","Broadband","0","Husband","0","Big Band","0"
"鳳梨","2510059","0","1","榴槤","0","西瓜","0","葡萄","0"
"靈異聲音","2510060","0","1","遭遇聲","0","上鎖聲","0","爵士聲","0"
"游泳池","2511001","0","1","體育館","0","保健室","0","教職員室","0"
"５周年","2511002","0","1","３周年","0","６周年","0","４周年","0"
"日和","2511003","0","1","咲戀","0","栞","0","怜","0"
"切嚕～☆","2511004","0","1","凱留凱留～♪","0","嘟嚕嚕嚕嚕～★","0","咕嚕靈波～","0"
"克蕾琪塔之塔","2511005","0","1","Tower Of 克蕾琪塔","0","克蕾琪塔大廈","0","里士滿工之塔","0"
"中指","2520001","0","1","小拇指","0","食指","0","大拇指","0"
"斷骨","2520002","0","1","剪髮","0","削身","0","削皮","0"
"猜子","2520004","0","1","搶子","0","擲骰","0","摸子","0"
"窖","2520006","0","1","窯","0","爐","0","灶","0"
"醋","2520007","0","1","小蘇打水","0","肥皂水","0","酒精","0"
"飛蠅釣","2520009","0","1","拖竿釣","0","底釣","0","垂釣","0"
"古羅馬時代","2520010","0","1","古希臘時代","0","青銅時代","0","新石器時代","0"
"星期日","2520011","0","1","星期三","0","星期四","0","星期一","0"
"野點","2520012","0","1","支點","0","屋點","0","露點","0"
"流蘇","2520013","0","1","脫線","0","辮子","0","瀏海","0"
"無機鹽","2520015","0","1","鐳","0","氚","0","磷","0"
"Pullover","2520016","0","1","Skort","0","Over Knee Socks","0","Leggings","0"
"穀麥","2520018","0","1","餬","0","燕麥片","0","玉米片","0"
"含硫胺基酸","2520020","0","1","芳香族胺基酸","0","脂肪族胺基酸","0","含碘胺基酸","0"
"潛意識廣告","2520022","0","1","專家推薦廣告","0","感官刺激廣告","0","片段廣告","0"
"４根","2520023","0","1","６根","0","８根","0","５根","0"
"畫沙畫","2520024","0","1","親吻","0","磨蹭","0","跳舞","0"
"次女高音","2520025","0","1","男高音","0","男中音","0","女中低音","0"
"液壓","2520026","0","1","熱力","0","彈簧","0","肌肉爆發力","0"
"全身骨頭","2520028","0","1","全身的毛","0","全身內臟","0","全身肌肉","0"
"R Season","2520029","0","1","U Season","0","T Season","0","S Season","0"
"圍棋","2520033","0","1","將棋","0","花牌","0","麻將","0"
"讓手的觸覺更敏感","2520034","0","1","保持濕潤","0","洗掉寄身蟲","0","愛乾淨","0"
"腳底","2520035","0","1","膝蓋","0","屁股","0","眼皮","0"
"0.3公分","2520037","0","1","0.05公分","0","１公分","0","0.8公分","0"
"Speech Balloons","2520038","0","1","Photo Frame","0","Picture Frame","0","Cloud Ballons","0"
"紅心國王","2520039","0","1","梅花國王","0","黑桃魔王","0","鑽石國王","0"
"紫水晶","2520040","0","1","青金岩","0","綠松色","0","紅寶石","0"
"太陽曆 ","2520042","0","1","御化曆","0","太陰曆","0","地球曆 ","0"
"１周年","2520043","0","1","31周年","0","21周年","0","11周年","0"
"平針編織","2520044","0","1","鎖針編織","0","短針編織","0","長針編織","0"
"天和","2520045","0","1","四暗刻","0","大三元","0","字一色","0"
"同花","2520047","0","1","五同點","0","葫蘆","0","順子","0"
"磨墨","2520048","0","1","磨紙","0","磨筆","0","磨石","0"
"香包","2520049","0","1","花苞","0","花包","0","草包","0"
"東北","2520050","0","1","西南","0","西北","0","東南","0"
"圓領套頭衫","2520051","0","1","轉轉領套頭衫","0","拳頭領套頭衫","0","船領套頭衫","0"
"大地色","2520052","0","1","人偶色系","0","珍珠色","0","桃色","0"
"刮痧","2520054","0","1","熱石按摩","0","刀療","0","刮骨","0"
"體香劑","2520055","0","1","洗碗精","0","清潔劑","0","排汗劑","0"
"Choker","2520056","0","1","Stalker","0","Sidecar","0","Woofer","0"
"26組","2520058","0","1","20組","0","30組","0","24組","0"
" Quartet ","2520059","0","1","Solo","0","Quintet","0","Trio","0"
"節拍器","2520060","0","1","示波器","0","氣壓錶","0","計時碼錶","0"
"飛龍","2520061","0","1","金將","0","角行","0","王將","0"
"黃金無限飯糰","2521001","0","1","頂級的龍尾關東煮","0","雲海的魔物肉","0","天露金甘水","0"
"蛋","2521002","0","1","蜜","0","肉","0","白飯","0"
"陶鍋","2521003","0","1","弓","0","有我在喔好朋友1號","0","露營道具","0"
"龍之卵","2521004","0","1","隆之翼","0","龍之翼","0","隆之卵","0"
"在帆稀的房間拍照","2521005","0","1","和嘉夜一起打掃","0","對帆稀惡作劇","0","從賭場王手中偷出龍之卵","0"
"加拉巴哥環企鵝","2530001","0","1","沒有住在熱帶的企鵝","0","國王企鵝","0","阿德利企鵝","0"
"Tide Pool","2530002","0","1","River","0","Pond","0","Swimming Pool","0"
"Houndstooth","2530003","0","1","Sharktooth","0","Cameltooth","0","Cattooth","0"
"龍蝦扣","2530004","0","1","鴛鴦扣","0","琵琶扣","0","牛角扣","0"
"天元","2530005","0","1","天命","0","天心","0","天王","0"
"鑽石","2530006","0","1","水晶","0","藍寶石","0","紅寶石","0"
"Pigeon Blood","2530009","0","1","Stoke Blood","0","Canary Blood","0","Crane Blood","0"
"前調","2530010","0","1","無調","0","後調","0","中調","0"
"Train","2530012","0","1","Hallen","0","Crane","0","Brain","0"
"清湯","2530013","0","1","醃漬物","0","白飯","0","生魚片","0"
"比馬龍效應","2530014","0","1","巴納姆效應","0","鄧寧-克魯格效應","0","蔡加尼克效應","0"
"PA值","2530016","0","1","PS值","0","PQ值","0","PK值","0"
"知情同意","2530018","0","1","解說同意","0","解說執行","0","知情執行","0"
"湯花","2530020","0","1","湯實","0","湯莖","0","湯草","0"
"汞","2530021","0","1","鎘","0","砷","0","鉛","0"
"星位","2530022","0","1","地圍","0","地元","0","八星","0"
"361","2530023","0","1","289","0","256","0","324","0"
"48張","2530024","0","1","72張","0","108張","0","52張","0"
"11月","2530025","0","1","９月","0","５月","0","１月","0"
