1ead401c597fe4a226268bba79daa3b1d01cd04cb495b3aa7f8f60a8f7a6032b,172b58daadaca6e326bdc017c308fb89999b35d04cbb7c934f2a55aa41027eae,290672c1f7a21050b72f666cf7284c0e4fbdf6ead98ac8aa5563f8f0119386e3,eae8a7a553710140c0926520c760226db3726354cd9cd9d2bc2f465e241ba918,a296049e017a652e6d43bb602526e51b0603fa71137d719df2118c063c8feed2,b83ee51e9c5b137c65688bee75633b3b8934e19afc1cdf8f5cf83c6e9d3f18bc,6784a4249bd999132e41de400b38f78089ebd485797117e739f6086ad6055edb,2e0b5902c30178c45cc6ffbd3a5a8ce8bda298e6e4d5cea2c8c7ffe5852d1833
"5106007","1","","5106","1","1","","510600701"
"5106007","1","","5106","1","1","","510600702"
"5108000","1","","5108","1","1","","510800001"
"5108007","1","","5108","1","1","","510800701"
"5108007","1","","5108","1","1","","510800702"
"5108501","1","","5108","0","1","","510850101"
"5110005","1","","5110","1","1","","511000501"
"5111004","1","","5111","1","1","","511100401"
"5111004","1","","5111","1","1","","511100402"
"5111005","1","","5111","1","1","","511100501"
"5114003","1","","5114","1","1","","511400301"
"5114007","1","","5114","1","1","","511400701"
"5114007","1","","5114","1","1","","511400702"
"5116001","1","","5116","1","1","","511600101"
"5116006","1","bgm_MC019_emt5116_006","5116","1","1","","511600601"
"5116007","1","","5116","1","1","","511600701"
"5118000","1","bgm_MC027_emt5118_000","5118","1","1","","511800001"
"5118005","1","","5118","1","1","","511800501"
"5118007","1","","5118","1","1","","511800701"
"5120005","1","","5120","1","1","","512000501"
"5120006","1","","5120","1","1","","512000601"
"5120007","1","","5120","1","1","","512000701"
"5122002","1","","5122","1","1","","512200201"
"5122006","1","","5122","1","1","","512200601"
"5122007","1","","5122","1","1","","512200701"
"5124003","1","","5124","1","1","","512400301"
"5124007","1","","5124","1","1","","512400701"
"5124007","1","","5124","1","1","","512400702"
"5126000","1","","5126","1","1","","512600001"
"5126006","1","","5126","1","1","","512600601"
"5126007","1","","5126","1","1","","512600701"
"5128001","1","","5128","1","1","","512800101"
"5128006","1","","5128","1","1","","512800601"
"5128007","1","","5128","1","1","","512800701"
"5130006","1","","5130","1","1","","513000601"
"5130007","1","","5130","1","1","","513000701"
"5132005","1","","5132","1","1","","513200501"
"5132006","1","","5132","1","1","","513200601"
"5132007","1","","5132","1","1","","513200701"
"5134001","1","","5134","1","1","","513400101"
"5134006","1","","5134","1","1","","513400601"
"5134007","1","","5134","1","1","","513400701"
"5134501","1","","5134","0","1","","513450101"
"5136001","1","","5136","1","1","","513600101"
"5137002","1","","5137","1","1","","513700201"
"5137004","1","","5137","1","1","","513700401"
"5137005","1","","5137","1","1","","513700501"
"5140002","1","","5140","1","1","","514000201"
"5140007","1","","5140","1","1","","514000701"
"5140007","1","","5140","1","1","","514000702"
"5142003","1","","5142","1","1","","514200301"
"5142007","1","","5142","1","1","","514200701"
"5142007","1","","5142","1","1","","514200702"
"5144006","1","","5144","1","1","","514400601"
"5144007","1","","5144","1","1","","514400701"
"5146007","1","","5146","1","1","","514600701"
"5146007","1","","5146","1","1","","514600702"
"5148001","1","","5148","1","1","","514800101"
"5148003","1","","5148","1","1","","514800301"
"5148006","1","","5148","1","1","","514800601"
"5148007","1","","5148","1","1","","514800701"
"5150001","1","","5150","1","1","","515000101"
"5150006","1","","5150","1","1","","515000601"
"5150007","1","","5150","1","1","","515000701"
"5152000","1","bgm_RZ01_emt5152_00","5152","1","1","","515200001"
"5152000","1","bgm_MC173B_emt5152_00","5152","1","1","","515200002"
"5152006","1","","5152","1","1","","515200601"
"5152007","1","","5152","1","1","","515200701"
"5154000","1","","5154","1","1","","515400001"
"5154007","1","","5154","1","1","","515400701"
"5156000","1","bgm_M417","5156","1","1","","515600001"
"5156005","1","","5156","1","1","","515600501"
"5156007","1","","5156","1","1","","515600701"
"5158006","1","","5158","1","1","","515800601"
"5158007","1","","5158","1","1","","515800701"
"7001000","1","","7001","0","1","","700100001"
