5a44fbe81c97f2ec577249cd42e72fb41015dfe577b2f48b3314322ad79c1ee0,8044c4894a2924c271e9f886cfe33656ede64291f56e5e0b9053dac300aa9fe6,954c45dfe20fb46d372fd698b79a1fdbd44663c012c26f031e34fba2f9792395,ae921b037741804497f1a190b140849db6eb1291055a2a06b310ef870c515fa1,07950c48f00436f43b66e69a92bed1570c4fcca0b5701e5de4c609432ee82d70,8d3238170c1f11c37768130741fb1193107faddda74ab437ae31df6580973710,76dd953e3ad15352e261558892be8000d0a6ff95d25bcd8a50e2a9fdf7e77175,b32b2bc493ca633e5e150a03399aca52e7b6e0875b5e3a39c5e8cf1102d5d964,feb69d29636d59c32b51f214a98e6e1af391f9a1aa292a7923187daead2855a0,ada1b0a7f8a04c5562145795de2702e94e03076e36b61e42ef318be061cf263a,1dd6fdd9ff39e5b9b4b5e21a6bde3bcc571f641ee4d793c85b50211aa5cc7131,5cd1d5742eda22e9f7fc870f660b4592f8bb7682755bcb2a7e480742bc4379b3,9f7294515978c08708f905bf322c54e8ee9f80022b63b2fd0909a3d8b394f893,ed96d930cb44264a0e15e3c7a48f31890006ab2d4a45b46b8d76580609447f7f,5871b75476154256f21af073ee41b6b9acaefcdbf28930a06545be46bd610b49
"2621","0","2816","0","263","10","26212","500","9103803","410","26213","2023/11/03 05:00:00","103801","0","26211"
"2622","0","2816","0","264","10","26222","500","9101403","310","26223","2023/11/03 05:00:00","101401","0","26221"
"2623","0","2816","0","265","10","26232","500","9109403","220","26233","2023/11/03 05:00:00","109401","0","26231"
"2631","0","2816","0","266","10","26312","500","0","564","26313","2023/11/04 05:00:00","0","0","26311"
"2641","0","2816","0","267","10","26412","500","0","499","26413","2023/11/05 05:00:00","0","0","26411"
"2651","0","2816","0","268","10","26512","500","0","435","26513","2023/11/06 05:00:00","0","0","26511"
"2661","0","2816","0","269","10","26612","500","0","372","26613","2023/11/07 05:00:00","0","0","26611"
"2671","0","2816","0","270","10","26712","500","0","309","26713","2023/11/08 05:00:00","0","0","26711"
"2681","0","2816","0","271","10","26812","500","0","246","26813","2023/11/09 05:00:00","0","0","26811"
"2691","0","2816","0","272","10","26912","500","0","183","26913","2023/11/10 05:00:00","0","0","26911"
"2701","0","2816","0","273","10","27012","500","9104803","85","27013","2023/11/11 05:00:00","104801","0","27011"
"2711","0","2816","0","274","10","27112","500","0","120","27113","2023/11/12 05:00:00","0","0","27111"
"2721","0","2816","0","275","10","27212","500","0","57","27213","2023/11/13 05:00:00","0","0","27211"
"2731","0","2816","0","276","10","27312","500","0","-6","27313","2023/11/14 05:00:00","0","0","27311"
"2741","0","2816","0","277","10","27412","500","0","-69","27413","2023/11/15 05:00:00","0","0","27411"
"2751","0","2816","0","278","10","27512","500","0","-132","27513","2023/11/16 05:00:00","0","0","27511"
"2761","0","2816","0","279","10","27612","500","0","-195","27613","2023/11/17 05:00:00","0","0","27611"
"2771","0","2816","0","280","10","27712","500","0","-258","27713","2023/11/18 05:00:00","0","0","27711"
"2781","0","2816","0","281","10","27812","500","9104503","-75","27813","2023/11/19 05:00:00","104501","0","27811"
"2791","0","2816","0","282","10","27912","500","0","-20","27913","2023/11/20 05:00:00","0","0","27911"
"2801","0","2816","0","283","10","28012","500","0","-60","28013","2023/11/21 05:00:00","0","0","28011"
"2811","0","2816","100601","284","10","28112","500","9100603","-235","28113","2023/11/22 05:00:00","102201","0","28111"
"2821","0","2816","0","285","10","28212","500","0","-210","28213","2023/11/23 05:00:00","0","0","28211"
"2831","0","2816","0","286","10","28312","500","0","-240","28313","2023/11/24 05:00:00","0","0","28311"
"2841","0","2816","0","287","10","28412","500","9100503","-445","28413","2023/11/25 05:00:00","100501","0","28411"
"2851","0","2816","0","288","10","28512","500","0","-321","28513","2023/11/26 05:00:00","0","0","28511"
"2861","0","2816","0","289","10","28612","500","0","-384","28613","2023/11/27 05:00:00","0","0","28611"
"2871","0","2816","0","290","10","28712","500","0","-448","28713","2023/11/28 05:00:00","0","0","28711"
"2881","0","2816","0","291","10","28812","500","0","-513","28813","2023/11/29 05:00:00","0","0","28811"
"2891","1","2816","0","292","10","28912","500","0","-579","28913","2023/11/30 05:00:00","0","0","28911"
"2901","0","2816","0","293","11","29012","600","9109203","330","29013","2023/12/01 05:00:00","109201","4","29011"
"2911","0","2816","0","294","11","29112","600","0","395","29113","2023/12/02 05:00:00","0","4","29111"
"2921","0","2816","0","295","11","29212","600","0","360","29213","2023/12/03 05:00:00","0","4","29211"
"2931","0","2816","0","296","11","29312","600","0","325","29313","2023/12/04 05:00:00","0","4","29311"
"2941","0","2816","0","297","11","29412","600","0","290","29413","2023/12/05 05:00:00","0","4","29411"
"2951","0","2816","0","298","11","29512","600","0","255","29513","2023/12/06 05:00:00","0","4","29511"
"2961","0","2816","0","299","11","29612","600","0","220","29613","2023/12/07 05:00:00","0","4","29611"
"2971","0","2816","0","300","11","29712","600","0","185","29713","2023/12/08 05:00:00","0","4","29711"
"2981","0","2816","0","301","11","29812","600","0","150","29813","2023/12/09 05:00:00","0","4","29811"
"2991","0","2816","0","302","11","29912","600","0","115","29913","2023/12/10 05:00:00","0","4","29911"
"3001","0","2816","0","303","11","30012","600","0","80","30013","2023/12/11 05:00:00","0","4","30011"
"3011","0","2816","0","304","11","30112","600","9102503","250","30113","2023/12/12 05:00:00","102501","4","30111"
"3021","0","2816","0","305","11","30212","600","0","45","30213","2023/12/13 05:00:00","0","4","30211"
"3031","0","2816","0","306","11","30312","600","9106403","95","30313","2023/12/14 05:00:00","106401","4","30311"
"3041","0","2816","0","307","11","30412","600","0","10","30413","2023/12/15 05:00:00","0","4","30411"
"3051","0","2816","0","308","11","30512","600","0","-25","30513","2023/12/16 05:00:00","0","4","30511"
"3061","0","2816","0","309","11","30612","600","0","-60","30613","2023/12/17 05:00:00","0","4","30611"
"3071","0","2816","0","310","11","30712","600","0","-95","30713","2023/12/18 05:00:00","0","4","30711"
"3081","0","2816","0","311","11","30812","600","0","-130","30813","2023/12/19 05:00:00","0","4","30811"
"3091","0","2816","0","312","11","30912","600","0","-165","30913","2023/12/20 05:00:00","0","4","30911"
"3101","0","2816","0","313","11","31012","600","0","-200","31013","2023/12/21 05:00:00","0","4","31011"
"3111","0","2816","0","314","11","31112","600","9103103","-30","31113","2023/12/22 05:00:00","103101","4","31111"
"3121","0","2816","0","315","11","31212","600","0","-235","31213","2023/12/23 05:00:00","0","4","31211"
"3131","0","2816","0","316","11","31312","600","9101203","-190","31313","2023/12/24 05:00:00","101201","4","31311"
"3141","0","2816","0","317","11","31412","600","0","-115","31413","2023/12/25 05:00:00","0","4","31411"
"3151","0","2816","0","318","11","31512","600","0","-160","31513","2023/12/26 05:00:00","0","4","31511"
"3161","0","2816","0","319","11","31612","600","0","-270","31613","2023/12/27 05:00:00","0","4","31611"
"3171","0","2816","0","320","11","31712","600","9118103","-260","31713","2023/12/28 05:00:00","118101","4","31711"
"3181","0","2816","0","321","11","31812","600","0","-305","31813","2023/12/29 05:00:00","0","4","31811"
"3191","0","2816","0","322","11","31912","600","0","-340","31913","2023/12/30 05:00:00","0","4","31911"
"3201","1","2816","0","323","11","32012","600","0","-378","32013","2023/12/31 05:00:00","0","4","32011"
"3211","0","2816","0","324","12","32112","600","9102603","204","32113","2024/01/01 05:00:00","102601","4","32111"
"3221","0","2816","0","325","12","32212","600","0","323","32213","2024/01/02 05:00:00","0","4","32211"
"3231","0","2816","0","326","12","32312","600","9105003","167","32313","2024/01/03 05:00:00","105001","4","32311"
"3241","0","2816","0","327","12","32412","600","0","387","32413","2024/01/04 05:00:00","0","4","32411"
"3251","0","2816","0","328","12","32512","600","0","343","32513","2024/01/05 05:00:00","0","4","32511"
"3261","0","2816","0","329","12","32612","600","0","301","32613","2024/01/06 05:00:00","0","4","32611"
"3271","0","2816","0","330","12","32712","600","0","258","32713","2024/01/07 05:00:00","0","4","32711"
"3281","0","2816","0","331","12","32812","600","0","216","32813","2024/01/08 05:00:00","0","4","32811"
"3291","0","2816","0","332","12","32912","600","0","174","32913","2024/01/09 05:00:00","0","4","32911"
"3301","0","2816","0","333","12","33012","600","0","133","33013","2024/01/10 05:00:00","0","4","33011"
"3311","0","2816","0","334","12","33112","600","0","91","33113","2024/01/11 05:00:00","0","4","33111"
"3321","0","2816","0","335","12","33212","600","9100303","0","33213","2024/01/12 05:00:00","100301","4","33211"
"3331","0","2816","0","336","12","33312","600","0","49","33313","2024/01/13 05:00:00","0","4","33311"
"3341","0","2816","0","337","12","33412","600","0","6","33413","2024/01/14 05:00:00","0","4","33411"
"3351","0","2816","0","338","12","33512","600","0","-36","33513","2024/01/15 05:00:00","0","4","33511"
"3361","0","2816","0","339","12","33612","600","0","-76","33613","2024/01/16 05:00:00","0","4","33611"
"3371","0","2816","0","340","12","33712","600","0","-119","33713","2024/01/17 05:00:00","0","4","33711"
"3381","0","2816","0","341","12","33812","600","0","-100","33813","2024/01/18 05:00:00","0","4","33811"
"3391","0","2816","0","342","12","33912","600","0","-81","33913","2024/01/19 05:00:00","0","4","33911"
"3401","0","2816","0","343","12","34012","600","0","-161","34013","2024/01/20 05:00:00","0","4","34011"
"3411","0","2816","0","344","12","34112","600","0","-203","34113","2024/01/21 05:00:00","0","4","34111"
"3421","0","2816","0","345","12","34212","600","0","-246","34213","2024/01/22 05:00:00","0","4","34211"
"3431","0","2816","0","346","12","34312","600","9100703","-78","34313","2024/01/23 05:00:00","100701","4","34311"
"3441","0","2816","0","347","12","34412","600","9102903","-209","34413","2024/01/24 05:00:00","102901","4","34411"
"3451","0","2816","0","348","12","34512","600","0","-288","34513","2024/01/25 05:00:00","0","4","34511"
"3461","0","2816","0","349","12","34612","600","0","-290","34613","2024/01/26 05:00:00","0","4","34611"
"3471","0","2816","0","350","12","34712","600","0","-308","34713","2024/01/27 05:00:00","0","4","34711"
"3481","0","2816","0","351","12","34812","600","0","-332","34813","2024/01/28 05:00:00","0","4","34811"
"3491","0","2816","0","352","12","34912","600","0","-330","34913","2024/01/29 05:00:00","0","4","34911"
"3501","0","2816","0","353","12","35012","600","0","-320","35013","2024/01/30 05:00:00","0","4","35011"
"3511","1","2816","0","354","12","35112","600","0","-378","35113","2024/01/31 05:00:00","0","4","35111"
"3521","0","2816","0","355","13","35212","600","0","382","35213","2024/02/01 05:00:00","0","4","35211"
"3531","0","2816","0","356","13","35312","600","9103603","323","35313","2024/02/02 05:00:00","103601","4","35311"
"3541","0","2816","0","357","13","35412","600","0","381","35413","2024/02/03 05:00:00","0","4","35411"
"3551","0","2816","0","358","13","35512","600","9109303","185","35513","2024/02/04 05:00:00","109301","4","35511"
"3561","0","2816","0","359","13","35612","600","0","191","35613","2024/02/05 05:00:00","0","4","35611"
"3571","0","2816","0","360","13","35712","600","0","72","35713","2024/02/06 05:00:00","0","4","35711"
"3581","0","2816","0","361","13","35812","600","9107103","7","35813","2024/02/07 05:00:00","107101","4","35811"
"3591","0","2816","0","362","13","35912","600","0","332","35913","2024/02/08 05:00:00","0","4","35911"
"3601","0","2816","0","363","13","36012","600","0","285","36013","2024/02/09 05:00:00","0","4","36011"
"3611","0","2816","0","364","13","36112","600","0","237","36113","2024/02/10 05:00:00","0","4","36111"
"3621","0","2816","0","365","13","36212","600","0","192","36213","2024/02/11 05:00:00","0","4","36211"
"3631","0","2816","0","366","13","36312","600","0","144","36313","2024/02/12 05:00:00","0","4","36311"
"3641","0","2816","0","367","13","36412","600","0","97","36413","2024/02/13 05:00:00","0","4","36411"
"3651","0","2816","0","368","13","36512","600","0","50","36513","2024/02/14 05:00:00","0","4","36511"
"3661","0","2816","0","369","13","36612","600","0","3","36613","2024/02/15 05:00:00","0","4","36611"
"3671","0","2816","0","370","13","36712","600","0","-43","36713","2024/02/16 05:00:00","0","4","36711"
"3681","0","2816","0","371","13","36812","600","0","-90","36813","2024/02/17 05:00:00","0","4","36811"
"3691","0","2816","0","372","13","36912","600","9123003","-153","36913","2024/02/18 05:00:00","123001","4","36911"
"3701","0","2816","0","373","13","37012","600","0","-93","37013","2024/02/19 05:00:00","0","4","37011"
"3711","0","2816","0","374","13","37112","600","0","-137","37113","2024/02/20 05:00:00","0","4","37111"
"3721","0","2816","0","375","13","37212","600","0","-185","37213","2024/02/21 05:00:00","0","4","37211"
"3731","0","2816","0","376","13","37312","600","0","-232","37313","2024/02/22 05:00:00","0","4","37311"
"3741","0","2816","0","377","13","37412","600","0","-225","37413","2024/02/23 05:00:00","0","4","37411"
"3751","0","2816","0","378","13","37512","600","0","-256","37513","2024/02/24 05:00:00","0","4","37511"
"3761","0","2816","0","379","13","37612","600","0","-280","37613","2024/02/25 05:00:00","0","4","37611"
"3771","0","2816","0","380","13","37712","600","0","-329","37713","2024/02/26 05:00:00","0","4","37711"
"3781","0","2816","0","381","13","37812","600","0","-379","37813","2024/02/27 05:00:00","0","4","37811"
"3791","1","2816","0","382","13","37912","600","9111003","-250","37913","2024/02/28 05:00:00","111001","4","37911"
"3801","0","2816","0","383","14","38012","100","9104603","480","38013","2024/03/01 05:00:00","104601","1","38011"
"3811","0","2816","0","384","14","38112","100","0","560","38113","2024/03/02 05:00:00","0","1","38111"
"3821","0","2816","0","385","14","38212","100","9103303","370","38213","2024/03/03 05:00:00","103301","1","38211"
"3831","0","2816","0","386","14","38312","100","0","553","38313","2024/03/04 05:00:00","0","1","38311"
"3841","0","2816","0","387","14","38412","100","0","476","38413","2024/03/05 05:00:00","0","1","38411"
"3851","0","2816","0","388","14","38512","100","0","400","38513","2024/03/06 05:00:00","0","1","38511"
"3861","0","2816","0","389","14","38612","100","9105103","330","38613","2024/03/07 05:00:00","105101","1","38611"
"3871","0","2816","0","390","14","38712","100","0","325","38713","2024/03/08 05:00:00","0","1","38711"
"3881","0","2816","0","391","14","38812","100","0","250","38813","2024/03/09 05:00:00","0","1","38811"
"3891","0","2816","0","392","14","38912","100","9105703","185","38913","2024/03/10 05:00:00","105701","1","38911"
"3901","0","2816","0","393","14","39012","100","0","175","39013","2024/03/11 05:00:00","0","1","39011"
"3911","0","2816","0","394","14","39112","100","9103203","205","39113","2024/03/12 05:00:00","103201","1","39111"
"3921","0","2816","0","395","14","39212","100","0","110","39213","2024/03/13 05:00:00","0","1","39211"
"3931","0","2816","0","396","14","39312","100","9105203","30","39313","2024/03/14 05:00:00","105201","1","39311"
"3941","0","2816","0","397","14","39412","100","0","-45","39413","2024/03/15 05:00:00","0","1","39411"
"3951","0","2816","0","398","14","39512","100","9103403","-250","39513","2024/03/16 05:00:00","103401","1","39511"
"3961","0","2816","0","399","14","39612","100","0","-50","39613","2024/03/17 05:00:00","0","1","39611"
"3971","0","2816","0","400","14","39712","100","0","-90","39713","2024/03/18 05:00:00","0","1","39711"
"3981","0","2816","0","401","14","39812","100","0","100","39813","2024/03/19 05:00:00","0","1","39811"
"3991","0","2816","0","402","14","39912","100","0","25","39913","2024/03/20 05:00:00","0","1","39911"
"4001","0","2816","0","403","14","40012","100","0","-50","40013","2024/03/21 05:00:00","0","1","40011"
"4011","0","2816","0","404","14","40112","100","0","-125","40113","2024/03/22 05:00:00","0","1","40111"
"4021","0","2816","0","405","14","40212","100","0","-370","40213","2024/03/23 05:00:00","0","1","40211"
"4031","0","2816","0","406","14","40312","100","9107003","-460","40313","2024/03/24 05:00:00","107001","1","40311"
"4041","0","2816","0","407","14","40412","100","0","-200","40413","2024/03/25 05:00:00","0","1","40411"
"4051","0","2816","0","408","14","40512","100","0","-275","40513","2024/03/26 05:00:00","0","1","40511"
"4061","0","2816","0","409","14","40612","100","0","-350","40613","2024/03/27 05:00:00","0","1","40611"
"4071","0","2816","0","410","14","40712","100","0","-425","40713","2024/03/28 05:00:00","0","1","40711"
"4081","0","2816","0","411","14","40812","100","0","-501","40813","2024/03/29 05:00:00","0","1","40811"
"4091","1","2816","0","412","14","40912","100","0","-579","40913","2024/03/30 05:00:00","0","1","40911"
"4092","1","2816","0","413","1","40922","100","0","0","40923","2024/03/30 05:00:00","0","1","40921"
