cf80f7efed4499064c6494df75a089abd2319ac2c5a4f87f0408ec6cc6da1cfb,91805696ae67b44c360e16f621155b5301316aaf758ee68d210d4e0e174ce540,3280481ebc683fea9015360f07f994f40e89b516406421d5240d238663dcb1fe,436f8288007481a41b30d176bea14f18b6cb4fc38208ef23365bae464d69cec4,8b6ac55018641c1ec07426970dc8ef290392999d3b43ad4caf66d19ba7483ba7,846459866a43efb26eac01aef1c1eee8517d9e7d42226a624ad8ee968b7d31eb,0af22c51613a3dd6cf4e57ec849be9da3289651a1382f864dfcb00c17dddd0e4,77f33c09688dc8fd03418ebe71f208c48160f38fa2391dc7ba942b520dc969ff,e6ba031e6f32d378108fb576aa42449a362d6c694dbfc756b65dd842d4381ef7,00cfbb138545b39ae86dc1595e9d6c45169c475c7e355300ba1125d789299b87,f7113d9dc2b568b060256f2a4d6992514159df127b46a06505dd00d5444822f9,bcd8ea626fc5a257f513050916c13828ab375fb4c12da8766e69680f3fd213f0,c84b142ec44890824a0c45221a56702b9651f0a16c6fdc9aa004a94fad4d726c,1c410010978d00204a87e916ae2f66555056d4ef14f9664298e2619b0f475669,5065945d23699498496d5d41e1c191559a3e64fdf077ad98c1bd2414b6aff8e3,91befca92b8117b0ff1fd95168e3213172b668ef204572b1e92e48c6daa7b6fa,47c5e6726c8a14dd0c94c82a064f4270a64f4e18f38f9d3e09d02f18ee9ae733,47fa86e9b436ed56175cb2c845d1cc57b98252baffe1983e3199096316eb9eca,3e871f6f7de30be5353c0f6cb8b4879caf9ea12dce774573a1e55ab5636c1183,435d1dfccd51f06c60dca0debb3fcd6e2b90308c02d073de7cf8f834278608eb,fd5cf60460659c115f5647e81b27bc36fa3bd897a8541aced64f8218ced2306a,6129fc67002819ea86747b2a70edc5e2029954a080e539b93f84811ed2f2e4b4,43929728c9d56d8ea6302e2bd77d85a455f94d73ced8fb046b1948282f0f8f5e,41e834d5007da50ee6f5cdd8e89b9071ac6e507b0b51c3b3346be3514e588066,98af98e94766e919c4f07c68a499399ef910405160cd8a84b9d0bf21e3f208c2,ddb3c72464efd695b2b17c3f9693e4417adccb349fec1032161b2ed61a132ce9,c0f09e910b2d9022d18585027681bf4db5f7ab0bb74651d81fe97973912d50ca,65d231477410b15e41ea3ebe4b9c8a16b3048651271a7ab9b009e2bf0175b630,8198fc2330c657e183aaee13e815378980cd3bee24b438d0e33a570ba4d256d9,40391a6c6f62b24ee66b97e2fd80abb26c8131de6d0c7f5944bec4d2bac48980,29bb120778112e724822b190a99be34de3e19c20f14dcb6581d4dc8578376fe4
"1","1003740104","100","1003740107","1003740106","1003740101","6","1","1003740110","1","1","100","100","1","100","1","100","100","1003740102","100","100","10037401","1003740108","1003740105","1003740103","1","1","100","1003740109","1","100"
"0","1003810103","0","0","0","1003810101","1","0","0","1","0","0","0","1","0","1","33","100","1003810103","34","100","10038101","0","1003810102","1003810103","1","0","100","0","0","0"
"1","1003820105","100","1003820105","1003820105","1003820101","6","1","1003820104","6","1","33","34","1","100","1","100","100","1003820102","100","3","10038201","1003820105","1003820105","1003820103","1","1","3","1003820105","1","100"
"1","1003830104","100","1003830104","1003830104","1003830101","6","1","0","1","0","100","33","1","0","1","100","100","1003830102","100","100","10038301","1003830104","1003830104","1003830104","1","1","100","1003830103","1","34"
"1","1003840104","100","1003840107","1003840106","1003840101","6","1","1003840110","1","1","100","100","1","100","1","100","100","1003840102","100","100","10038401","1003840108","1003840105","1003840103","1","1","100","1003840109","1","100"
"0","1003910103","0","0","0","1003910101","1","0","0","1","0","0","0","1","0","1","33","100","1003910103","34","100","10039101","0","1003910102","1003910103","1","0","100","0","0","0"
"1","1003920105","100","1003920105","1003920105","1003920101","6","1","1003920104","6","1","33","34","1","100","1","100","100","1003920102","100","3","10039201","1003920105","1003920105","1003920103","1","1","3","1003920105","1","100"
"1","1003930104","100","1003930104","1003930104","1003930101","6","1","0","1","0","100","33","1","0","1","100","100","1003930102","100","100","10039301","1003930104","1003930104","1003930104","1","1","100","1003930103","1","34"
"1","1003940104","100","1003940107","1003940106","1003940101","6","1","1003940110","1","1","100","100","1","100","1","100","100","1003940102","100","100","10039401","1003940108","1003940105","1003940103","1","1","100","1003940109","1","100"
"0","1004010103","0","0","0","1004010101","1","0","0","1","0","0","0","1","0","1","33","100","1004010103","34","100","10040101","0","1004010102","1004010103","1","0","100","0","0","0"
"1","1004020105","100","1004020105","1004020105","1004020101","6","1","1004020104","6","1","33","34","1","100","1","100","100","1004020102","100","3","10040201","1004020105","1004020105","1004020103","1","1","3","1004020105","1","100"
"1","1004030104","100","1004030104","1004030104","1004030101","6","1","0","1","0","100","33","1","0","1","100","100","1004030102","100","100","10040301","1004030104","1004030104","1004030104","1","1","100","1004030103","1","34"
"1","1004040104","100","1004040107","1004040106","1004040101","6","1","1004040110","1","1","100","100","1","100","1","100","100","1004040102","100","100","10040401","1004040108","1004040105","1004040103","1","1","100","1004040109","1","100"
"0","1004110103","0","0","0","1004110101","1","0","0","1","0","0","0","1","0","1","33","100","1004110103","34","100","10041101","0","1004110102","1004110103","1","0","100","0","0","0"
"1","1004120105","100","1004120105","1004120105","1004120101","6","1","1004120104","6","1","33","34","1","100","1","100","100","1004120102","100","3","10041201","1004120105","1004120105","1004120103","1","1","3","1004120105","1","100"
"1","1004130104","100","1004130104","1004130104","1004130101","6","1","0","1","0","100","33","1","0","1","100","100","1004130102","100","100","10041301","1004130104","1004130104","1004130104","1","1","100","1004130103","1","34"
"1","1004140104","100","1004140107","1004140106","1004140101","6","1","1004140110","1","1","100","100","1","100","1","100","100","1004140102","100","100","10041401","1004140108","1004140105","1004140103","1","1","100","1004140109","1","100"
"0","1004210103","0","0","0","1004210101","1","0","0","1","0","0","0","1","0","1","33","100","1004210103","34","100","10042101","0","1004210102","1004210103","1","0","100","0","0","0"
"1","1004220105","100","1004220105","1004220105","1004220101","6","1","1004220104","6","1","33","34","1","100","1","100","100","1004220102","100","3","10042201","1004220105","1004220105","1004220103","1","1","3","1004220105","1","100"
"1","1004230104","100","1004230104","1004230104","1004230101","6","1","0","1","0","100","33","1","0","1","100","100","1004230102","100","100","10042301","1004230104","1004230104","1004230104","1","1","100","1004230103","1","34"
"1","1004240104","100","1004240107","1004240106","1004240101","6","1","1004240110","1","1","100","100","1","100","1","100","100","1004240102","100","100","10042401","1004240108","1004240105","1004240103","1","1","100","1004240109","1","100"
"0","1004310103","0","0","0","1004310101","1","0","0","1","0","0","0","1","0","1","33","100","1004310103","34","100","10043101","0","1004310102","1004310103","1","0","100","0","0","0"
"1","1004320105","100","1004320105","1004320105","1004320101","6","1","1004320104","6","1","33","34","1","100","1","100","100","1004320102","100","3","10043201","1004320105","1004320105","1004320103","1","1","3","1004320105","1","100"
"1","1004330104","100","1004330104","1004330104","1004330101","6","1","0","1","0","100","33","1","0","1","100","100","1004330102","100","100","10043301","1004330104","1004330104","1004330104","1","1","100","1004330103","1","34"
"1","1004340104","100","1004340107","1004340106","1004340101","6","1","1004340110","1","1","100","100","1","100","1","100","100","1004340102","100","100","10043401","1004340108","1004340105","1004340103","1","1","100","1004340109","1","100"
"0","1004410103","0","0","0","1004410101","1","0","0","1","0","0","0","1","0","1","33","100","1004410103","34","100","10044101","0","1004410102","1004410103","1","0","100","0","0","0"
"1","1004420105","100","1004420105","1004420105","1004420101","6","1","1004420104","6","1","33","34","1","100","1","100","100","1004420102","100","3","10044201","1004420105","1004420105","1004420103","1","1","3","1004420105","1","100"
"1","1004430104","100","1004430104","1004430104","1004430101","6","1","0","1","0","100","33","1","0","1","100","100","1004430102","100","100","10044301","1004430104","1004430104","1004430104","1","1","100","1004430103","1","34"
"1","1004440104","100","1004440107","1004440106","1004440101","6","1","1004440110","1","1","100","100","1","100","1","100","100","1004440102","100","100","10044401","1004440108","1004440105","1004440103","1","1","100","1004440109","1","100"
"0","1004510103","0","0","0","1004510101","1","0","0","1","0","0","0","1","0","1","33","100","1004510103","34","100","10045101","0","1004510102","1004510103","1","0","100","0","0","0"
"1","1004520105","100","1004520105","1004520105","1004520101","6","1","1004520104","6","1","33","34","1","100","1","100","100","1004520102","100","3","10045201","1004520105","1004520105","1004520103","1","1","3","1004520105","1","100"
"1","1004530104","100","1004530104","1004530104","1004530101","6","1","0","1","0","100","33","1","0","1","100","100","1004530102","100","100","10045301","1004530104","1004530104","1004530104","1","1","100","1004530103","1","34"
"1","1004540104","100","1004540107","1004540106","1004540101","6","1","1004540110","1","1","100","100","1","100","1","100","100","1004540102","100","100","10045401","1004540108","1004540105","1004540103","1","1","100","1004540109","1","100"
"0","1004610103","0","0","0","1004610101","1","0","0","1","0","0","0","1","0","1","33","100","1004610103","34","100","10046101","0","1004610102","1004610103","1","0","100","0","0","0"
"1","1004620105","100","1004620105","1004620105","1004620101","6","1","1004620104","6","1","33","34","1","100","1","100","100","1004620102","100","3","10046201","1004620105","1004620105","1004620103","1","1","3","1004620105","1","100"
"1","1004630104","100","1004630104","1004630104","1004630101","6","1","0","1","0","100","33","1","0","1","100","100","1004630102","100","100","10046301","1004630104","1004630104","1004630104","1","1","100","1004630103","1","34"
"1","1004640104","100","1004640107","1004640106","1004640101","6","1","1004640110","1","1","100","100","1","100","1","100","100","1004640102","100","100","10046401","1004640108","1004640105","1004640103","1","1","100","1004640109","1","100"
"0","1004710103","0","0","0","1004710101","1","0","0","1","0","0","0","1","0","1","33","100","1004710103","34","100","10047101","0","1004710102","1004710103","1","0","100","0","0","0"
"1","1004720105","100","1004720105","1004720105","1004720101","6","1","1004720104","6","1","33","34","1","100","1","100","100","1004720102","100","3","10047201","1004720105","1004720105","1004720103","1","1","3","1004720105","1","100"
"1","1004730104","100","1004730104","1004730104","1004730101","6","1","0","1","0","100","33","1","0","1","100","100","1004730102","100","100","10047301","1004730104","1004730104","1004730104","1","1","100","1004730103","1","34"
"1","1004740104","100","1004740107","1004740106","1004740101","6","1","1004740110","1","1","100","100","1","100","1","100","100","1004740102","100","100","10047401","1004740108","1004740105","1004740103","1","1","100","1004740109","1","100"
"0","1004810103","0","0","0","1004810101","1","0","0","1","0","0","0","1","0","1","33","100","1004810103","34","100","10048101","0","1004810102","1004810103","1","0","100","0","0","0"
"1","1004820105","100","1004820105","1004820105","1004820101","6","1","1004820104","6","1","33","34","1","100","1","100","100","1004820102","100","3","10048201","1004820105","1004820105","1004820103","1","1","3","1004820105","1","100"
"1","1004830104","100","1004830104","1004830104","1004830101","6","1","0","1","0","100","33","1","0","1","100","100","1004830102","100","100","10048301","1004830104","1004830104","1004830104","1","1","100","1004830103","1","34"
"1","1004840104","100","1004840107","1004840106","1004840101","6","1","1004840110","1","1","100","100","1","100","1","100","100","1004840102","100","100","10048401","1004840108","1004840105","1004840103","1","1","100","1004840109","1","100"
"0","1004910103","0","0","0","1004910101","1","0","0","1","0","0","0","1","0","1","33","100","1004910103","34","100","10049101","0","1004910102","1004910103","1","0","100","0","0","0"
"1","1004920105","100","1004920105","1004920105","1004920101","6","1","1004920104","6","1","33","34","1","100","1","100","100","1004920102","100","3","10049201","1004920105","1004920105","1004920103","1","1","3","1004920105","1","100"
"1","1004930104","100","1004930104","1004930104","1004930101","6","1","0","1","0","100","33","1","0","1","100","100","1004930102","100","100","10049301","1004930104","1004930104","1004930104","1","1","100","1004930103","1","34"
"1","1004940104","100","1004940107","1004940106","1004940101","6","1","1004940110","1","1","100","100","1","100","1","100","100","1004940102","100","100","10049401","1004940108","1004940105","1004940103","1","1","100","1004940109","1","100"
"0","1005010103","0","0","0","1005010101","1","0","0","1","0","0","0","1","0","1","33","100","1005010103","34","100","10050101","0","1005010102","1005010103","1","0","100","0","0","0"
"1","1005020105","100","1005020105","1005020105","1005020101","6","1","1005020104","6","1","33","34","1","100","1","100","100","1005020102","100","3","10050201","1005020105","1005020105","1005020103","1","1","3","1005020105","1","100"
"1","1005030104","100","1005030104","1005030104","1005030101","6","1","0","1","0","100","33","1","0","1","100","100","1005030102","100","100","10050301","1005030104","1005030104","1005030104","1","1","100","1005030103","1","34"
"1","1005040104","100","1005040107","1005040106","1005040101","6","1","1005040110","1","1","100","100","1","100","1","100","100","1005040102","100","100","10050401","1005040108","1005040105","1005040103","1","1","100","1005040109","1","100"
"0","1005110103","0","0","0","1005110101","1","0","0","1","0","0","0","1","0","1","33","100","1005110103","34","100","10051101","0","1005110102","1005110103","1","0","100","0","0","0"
"1","1005120105","100","1005120105","1005120105","1005120101","6","1","1005120104","6","1","33","34","1","100","1","100","100","1005120102","100","3","10051201","1005120105","1005120105","1005120103","1","1","3","1005120105","1","100"
"1","1005130104","100","1005130104","1005130104","1005130101","6","1","0","1","0","100","33","1","0","1","100","100","1005130102","100","100","10051301","1005130104","1005130104","1005130104","1","1","100","1005130103","1","34"
"1","1005140104","100","1005140107","1005140106","1005140101","6","1","1005140110","1","1","100","100","1","100","1","100","100","1005140102","100","100","10051401","1005140108","1005140105","1005140103","1","1","100","1005140109","1","100"
"0","1005210103","0","0","0","1005210101","1","0","0","1","0","0","0","1","0","1","33","100","1005210103","34","100","10052101","0","1005210102","1005210103","1","0","100","0","0","0"
"1","1005220105","100","1005220105","1005220105","1005220101","6","1","1005220104","6","1","33","34","1","100","1","100","100","1005220102","100","3","10052201","1005220105","1005220105","1005220103","1","1","3","1005220105","1","100"
"1","1005230104","100","1005230104","1005230104","1005230101","6","1","0","1","0","100","33","1","0","1","100","100","1005230102","100","100","10052301","1005230104","1005230104","1005230104","1","1","100","1005230103","1","34"
"1","1005240104","100","1005240107","1005240106","1005240101","6","1","1005240110","1","1","100","100","1","100","1","100","100","1005240102","100","100","10052401","1005240108","1005240105","1005240103","1","1","100","1005240109","1","100"
"0","1005310103","0","0","0","1005310101","1","0","0","1","0","0","0","1","0","1","33","100","1005310103","34","100","10053101","0","1005310102","1005310103","1","0","100","0","0","0"
"1","1005320105","100","1005320105","1005320105","1005320101","6","1","1005320104","6","1","33","34","1","100","1","100","100","1005320102","100","3","10053201","1005320105","1005320105","1005320103","1","1","3","1005320105","1","100"
"1","1005330104","100","1005330104","1005330104","1005330101","6","1","0","1","0","100","33","1","0","1","100","100","1005330102","100","100","10053301","1005330104","1005330104","1005330104","1","1","100","1005330103","1","34"
"1","1005340104","100","1005340107","1005340106","1005340101","6","1","1005340110","1","1","100","100","1","100","1","100","100","1005340102","100","100","10053401","1005340108","1005340105","1005340103","1","1","100","1005340109","1","100"
"0","1005410103","0","0","0","1005410101","1","0","0","1","0","0","0","1","0","1","33","100","1005410103","34","100","10054101","0","1005410102","1005410103","1","0","100","0","0","0"
"1","1005420105","100","1005420105","1005420105","1005420101","6","1","1005420104","6","1","33","34","1","100","1","100","100","1005420102","100","3","10054201","1005420105","1005420105","1005420103","1","1","3","1005420105","1","100"
"1","1005430104","100","1005430104","1005430104","1005430101","6","1","0","1","0","100","33","1","0","1","100","100","1005430102","100","100","10054301","1005430104","1005430104","1005430104","1","1","100","1005430103","1","34"
"1","1005440104","100","1005440107","1005440106","1005440101","6","1","1005440110","1","1","100","100","1","100","1","100","100","1005440102","100","100","10054401","1005440108","1005440105","1005440103","1","1","100","1005440109","1","100"
"0","1005510103","0","0","0","1005510101","1","0","0","1","0","0","0","1","0","1","33","100","1005510103","34","100","10055101","0","1005510102","1005510103","1","0","100","0","0","0"
"1","1005520105","100","1005520105","1005520105","1005520101","6","1","1005520104","6","1","33","34","1","100","1","100","100","1005520102","100","3","10055201","1005520105","1005520105","1005520103","1","1","3","1005520105","1","100"
"1","1005530104","100","1005530104","1005530104","1005530101","6","1","0","1","0","100","33","1","0","1","100","100","1005530102","100","100","10055301","1005530104","1005530104","1005530104","1","1","100","1005530103","1","34"
"1","1005540104","100","1005540107","1005540106","1005540101","6","1","1005540110","1","1","100","100","1","100","1","100","100","1005540102","100","100","10055401","1005540108","1005540105","1005540103","1","1","100","1005540109","1","100"
"0","1005610103","0","0","0","1005610101","1","0","0","1","0","0","0","1","0","1","33","100","1005610103","34","100","10056101","0","1005610102","1005610103","1","0","100","0","0","0"
"1","1005620105","100","1005620105","1005620105","1005620101","6","1","1005620104","6","1","33","34","1","100","1","100","100","1005620102","100","3","10056201","1005620105","1005620105","1005620103","1","1","3","1005620105","1","100"
"1","1005630104","100","1005630104","1005630104","1005630101","6","1","0","1","0","100","33","1","0","1","100","100","1005630102","100","100","10056301","1005630104","1005630104","1005630104","1","1","100","1005630103","1","34"
"1","1005640104","100","1005640107","1005640106","1005640101","6","1","1005640110","1","1","100","100","1","100","1","100","100","1005640102","100","100","10056401","1005640108","1005640105","1005640103","1","1","100","1005640109","1","100"
"0","1005710103","0","0","0","1005710101","1","0","0","1","0","0","0","1","0","1","33","100","1005710103","34","100","10057101","0","1005710102","1005710103","1","0","100","0","0","0"
"1","1005720105","100","1005720105","1005720105","1005720101","6","1","1005720104","6","1","33","34","1","100","1","100","100","1005720102","100","3","10057201","1005720105","1005720105","1005720103","1","1","3","1005720105","1","100"
"1","1005730104","100","1005730104","1005730104","1005730101","6","1","0","1","0","100","33","1","0","1","100","100","1005730102","100","100","10057301","1005730104","1005730104","1005730104","1","1","100","1005730103","1","34"
"1","1005740104","100","1005740107","1005740106","1005740101","6","1","1005740110","1","1","100","100","1","100","1","100","100","1005740102","100","100","10057401","1005740108","1005740105","1005740103","1","1","100","1005740109","1","100"
"0","1005810103","0","0","0","1005810101","1","0","0","1","0","0","0","1","0","1","33","100","1005810103","34","100","10058101","0","1005810102","1005810103","1","0","100","0","0","0"
"1","1005820105","100","1005820105","1005820105","1005820101","6","1","1005820104","6","1","33","34","1","100","1","100","100","1005820102","100","3","10058201","1005820105","1005820105","1005820103","1","1","3","1005820105","1","100"
"1","1005830104","100","1005830104","1005830104","1005830101","6","1","0","1","0","100","33","1","0","1","100","100","1005830102","100","100","10058301","1005830104","1005830104","1005830104","1","1","100","1005830103","1","34"
"1","1005840104","100","1005840107","1005840106","1005840101","6","1","1005840110","1","1","100","100","1","100","1","100","100","1005840102","100","100","10058401","1005840108","1005840105","1005840103","1","1","100","1005840109","1","100"
"0","1005910103","0","0","0","1005910101","1","0","0","1","0","0","0","1","0","1","33","100","1005910103","34","100","10059101","0","1005910102","1005910103","1","0","100","0","0","0"
"1","1005920105","100","1005920105","1005920105","1005920101","6","1","1005920104","6","1","33","34","1","100","1","100","100","1005920102","100","3","10059201","1005920105","1005920105","1005920103","1","1","3","1005920105","1","100"
"1","1005930104","100","1005930104","1005930104","1005930101","6","1","0","1","0","100","33","1","0","1","100","100","1005930102","100","100","10059301","1005930104","1005930104","1005930104","1","1","100","1005930103","1","34"
"1","1005940104","100","1005940107","1005940106","1005940101","6","1","1005940110","1","1","100","100","1","100","1","100","100","1005940102","100","100","10059401","1005940108","1005940105","1005940103","1","1","100","1005940109","1","100"
"0","1006010103","0","0","0","1006010101","1","0","0","1","0","0","0","1","0","1","33","100","1006010103","34","100","10060101","0","1006010102","1006010103","1","0","100","0","0","0"
"1","1006020105","100","1006020105","1006020105","1006020101","6","1","1006020104","6","1","33","34","1","100","1","100","100","1006020102","100","3","10060201","1006020105","1006020105","1006020103","1","1","3","1006020105","1","100"
"1","1006030104","100","1006030104","1006030104","1006030101","6","1","0","1","0","100","33","1","0","1","100","100","1006030102","100","100","10060301","1006030104","1006030104","1006030104","1","1","100","1006030103","1","34"
"1","1006040104","100","1006040107","1006040106","1006040101","6","1","1006040110","1","1","100","100","1","100","1","100","100","1006040102","100","100","10060401","1006040108","1006040105","1006040103","1","1","100","1006040109","1","100"
"0","1006110103","0","0","0","1006110101","1","0","0","1","0","0","0","1","0","1","33","100","1006110103","34","100","10061101","0","1006110102","1006110103","1","0","100","0","0","0"
"1","1006120105","100","1006120105","1006120105","1006120101","6","1","1006120104","6","1","33","34","1","100","1","100","100","1006120102","100","3","10061201","1006120105","1006120105","1006120103","1","1","3","1006120105","1","100"
"1","1006130104","100","1006130104","1006130104","1006130101","6","1","0","1","0","100","33","1","0","1","100","100","1006130102","100","100","10061301","1006130104","1006130104","1006130104","1","1","100","1006130103","1","34"
"1","1006140104","100","1006140107","1006140106","1006140101","6","1","1006140110","1","1","100","100","1","100","1","100","100","1006140102","100","100","10061401","1006140108","1006140105","1006140103","1","1","100","1006140109","1","100"
"0","1006210103","0","0","0","1006210101","1","0","0","1","0","0","0","1","0","1","33","100","1006210103","34","100","10062101","0","1006210102","1006210103","1","0","100","0","0","0"
"1","1006220105","100","1006220105","1006220105","1006220101","6","1","1006220104","6","1","33","34","1","100","1","100","100","1006220102","100","3","10062201","1006220105","1006220105","1006220103","1","1","3","1006220105","1","100"
"1","1006230104","100","1006230104","1006230104","1006230101","6","1","0","1","0","100","33","1","0","1","100","100","1006230102","100","100","10062301","1006230104","1006230104","1006230104","1","1","100","1006230103","1","34"
"1","1006240104","100","1006240107","1006240106","1006240101","6","1","1006240110","1","1","100","100","1","100","1","100","100","1006240102","100","100","10062401","1006240108","1006240105","1006240103","1","1","100","1006240109","1","100"
"0","1006310103","0","0","0","1006310101","1","0","0","1","0","0","0","1","0","1","33","100","1006310103","34","100","10063101","0","1006310102","1006310103","1","0","100","0","0","0"
"1","1006320105","100","1006320105","1006320105","1006320101","6","1","1006320104","6","1","33","34","1","100","1","100","100","1006320102","100","3","10063201","1006320105","1006320105","1006320103","1","1","3","1006320105","1","100"
"1","1006330104","100","1006330104","1006330104","1006330101","6","1","0","1","0","100","33","1","0","1","100","100","1006330102","100","100","10063301","1006330104","1006330104","1006330104","1","1","100","1006330103","1","34"
"1","1006340104","100","1006340107","1006340106","1006340101","6","1","1006340110","1","1","100","100","1","100","1","100","100","1006340102","100","100","10063401","1006340108","1006340105","1006340103","1","1","100","1006340109","1","100"
"0","1006410103","0","0","0","1006410101","1","0","0","1","0","0","0","1","0","1","33","100","1006410103","34","100","10064101","0","1006410102","1006410103","1","0","100","0","0","0"
"1","1006420105","100","1006420105","1006420105","1006420101","6","1","1006420104","6","1","33","34","1","100","1","100","100","1006420102","100","3","10064201","1006420105","1006420105","1006420103","1","1","3","1006420105","1","100"
"1","1006430104","100","1006430104","1006430104","1006430101","6","1","0","1","0","100","33","1","0","1","100","100","1006430102","100","100","10064301","1006430104","1006430104","1006430104","1","1","100","1006430103","1","34"
"1","1006440104","100","1006440107","1006440106","1006440101","6","1","1006440110","1","1","100","100","1","100","1","100","100","1006440102","100","100","10064401","1006440108","1006440105","1006440103","1","1","100","1006440109","1","100"
"0","1006510103","0","0","0","1006510101","1","0","0","1","0","0","0","1","0","1","33","100","1006510103","34","100","10065101","0","1006510102","1006510103","1","0","100","0","0","0"
"1","1006520105","100","1006520105","1006520105","1006520101","6","1","1006520104","6","1","33","34","1","100","1","100","100","1006520102","100","3","10065201","1006520105","1006520105","1006520103","1","1","3","1006520105","1","100"
"1","1006530104","100","1006530104","1006530104","1006530101","6","1","0","1","0","100","33","1","0","1","100","100","1006530102","100","100","10065301","1006530104","1006530104","1006530104","1","1","100","1006530103","1","34"
"1","1006540104","100","1006540107","1006540106","1006540101","6","1","1006540110","1","1","100","100","1","100","1","100","100","1006540102","100","100","10065401","1006540108","1006540105","1006540103","1","1","100","1006540109","1","100"
"0","1006610103","0","0","0","1006610101","1","0","0","1","0","0","0","1","0","1","33","100","1006610103","34","100","10066101","0","1006610102","1006610103","1","0","100","0","0","0"
"1","1006620105","100","1006620105","1006620105","1006620101","6","1","1006620104","6","1","33","34","1","100","1","100","100","1006620102","100","3","10066201","1006620105","1006620105","1006620103","1","1","3","1006620105","1","100"
"1","1006630104","100","1006630104","1006630104","1006630101","6","1","0","1","0","100","33","1","0","1","100","100","1006630102","100","100","10066301","1006630104","1006630104","1006630104","1","1","100","1006630103","1","34"
"1","1006640104","100","1006640107","1006640106","1006640101","6","1","1006640110","1","1","100","100","1","100","1","100","100","1006640102","100","100","10066401","1006640108","1006640105","1006640103","1","1","100","1006640109","1","100"
"0","1006710103","0","0","0","1006710101","1","0","0","1","0","0","0","1","0","1","33","100","1006710103","34","100","10067101","0","1006710102","1006710103","1","0","100","0","0","0"
"1","1006720105","100","1006720105","1006720105","1006720101","6","1","1006720104","6","1","33","34","1","100","1","100","100","1006720102","100","3","10067201","1006720105","1006720105","1006720103","1","1","3","1006720105","1","100"
"1","1006730104","100","1006730104","1006730104","1006730101","6","1","0","1","0","100","33","1","0","1","100","100","1006730102","100","100","10067301","1006730104","1006730104","1006730104","1","1","100","1006730103","1","34"
"1","1006740104","100","1006740107","1006740106","1006740101","6","1","1006740110","1","1","100","100","1","100","1","100","100","1006740102","100","100","10067401","1006740108","1006740105","1006740103","1","1","100","1006740109","1","100"
"0","1006810103","0","0","0","1006810101","1","0","0","1","0","0","0","1","0","1","33","100","1006810103","34","100","10068101","0","1006810102","1006810103","1","0","100","0","0","0"
"1","1006820105","100","1006820105","1006820105","1006820101","6","1","1006820104","6","1","33","34","1","100","1","100","100","1006820102","100","3","10068201","1006820105","1006820105","1006820103","1","1","3","1006820105","1","100"
"1","1006830104","100","1006830104","1006830104","1006830101","6","1","0","1","0","100","33","1","0","1","100","100","1006830102","100","100","10068301","1006830104","1006830104","1006830104","1","1","100","1006830103","1","34"
"1","1006840104","100","1006840107","1006840106","1006840101","6","1","1006840110","1","1","100","100","1","100","1","100","100","1006840102","100","100","10068401","1006840108","1006840105","1006840103","1","1","100","1006840109","1","100"
"0","1006910103","0","0","0","1006910101","1","0","0","1","0","0","0","1","0","1","33","100","1006910103","34","100","10069101","0","1006910102","1006910103","1","0","100","0","0","0"
"1","1006920105","100","1006920105","1006920105","1006920101","6","1","1006920104","6","1","33","34","1","100","1","100","100","1006920102","100","3","10069201","1006920105","1006920105","1006920103","1","1","3","1006920105","1","100"
"1","1006930104","100","1006930104","1006930104","1006930101","6","1","0","1","0","100","33","1","0","1","100","100","1006930102","100","100","10069301","1006930104","1006930104","1006930104","1","1","100","1006930103","1","34"
"1","1006940104","100","1006940107","1006940106","1006940101","6","1","1006940110","1","1","100","100","1","100","1","100","100","1006940102","100","100","10069401","1006940108","1006940105","1006940103","1","1","100","1006940109","1","100"
"0","1007010103","0","0","0","1007010101","1","0","0","1","0","0","0","1","0","1","33","100","1007010103","34","100","10070101","0","1007010102","1007010103","1","0","100","0","0","0"
"1","1007020105","100","1007020105","1007020105","1007020101","6","1","1007020104","6","1","33","34","1","100","1","100","100","1007020102","100","3","10070201","1007020105","1007020105","1007020103","1","1","3","1007020105","1","100"
"1","1007030104","100","1007030104","1007030104","1007030101","6","1","0","1","0","100","33","1","0","1","100","100","1007030102","100","100","10070301","1007030104","1007030104","1007030104","1","1","100","1007030103","1","34"
"1","1007040104","100","1007040107","1007040106","1007040101","6","1","1007040110","1","1","100","100","1","100","1","100","100","1007040102","100","100","10070401","1007040108","1007040105","1007040103","1","1","100","1007040109","1","100"
"0","1007110103","0","0","0","1007110101","1","0","0","1","0","0","0","1","0","1","33","100","1007110103","34","100","10071101","0","1007110102","1007110103","1","0","100","0","0","0"
"1","1007120105","100","1007120105","1007120105","1007120101","6","1","1007120104","6","1","33","34","1","100","1","100","100","1007120102","100","3","10071201","1007120105","1007120105","1007120103","1","1","3","1007120105","1","100"
"1","1007130104","100","1007130104","1007130104","1007130101","6","1","0","1","0","100","33","1","0","1","100","100","1007130102","100","100","10071301","1007130104","1007130104","1007130104","1","1","100","1007130103","1","34"
"1","1007140104","100","1007140107","1007140106","1007140101","6","1","1007140110","1","1","100","100","1","100","1","100","100","1007140102","100","100","10071401","1007140108","1007140105","1007140103","1","1","100","1007140109","1","100"
"0","1007210103","100","0","1007210104","1007210101","1","0","0","1","0","0","0","1","0","1","33","100","1007210103","34","100","10072101","0","1007210102","1007210103","1","1","100","0","0","0"
