e8f742ce4dbb002451abecaf1aaa1eb7fa4c9611ca217adbc075ae6ff3f6456e,82672d6575d0dba270511195360c2d46e826a8d9d411b6894dbaf16cb6f051a4,788d2f1402b75a5d6926ee9a908c4f2cbbf9495509554685bd082dea54445120,94dfb496c62c0c91d1100539a145dbf7812d5c6688f8a83c9609ff1a89136427,28c202be1277253f9f390cabb9e9ce631fbe7c6fe76ecf0393097aee37b23dac,bf74ae2615a636a35b5079eeaf833a13ec8608e5a500811a28cb5a2db41626f9,c871c35b7d267179264e5b5c3d439e1eac80b41f807a2405dfa52097a255aaac,d4f8c53075319ee337b2641bf6f56e14e6b06f948b397df7ad2be8a235432f36,b25f94ee6d962c81340ffde8a854daf02d023e70aac8d13631020bd4adda7308,67e7ec60ba83e4830d2759eae7a14f100fa905d9bfdb38fa14b6ea89b6d3a5f3,8ba5402da24156e7a7eb572df6b01bce10ff7c816fbe428dc7c5fffe797be48b
"wish_talk_joy","3","","0.2","5146062","62157","","1","","","131011"
"vo_apg_0214","21","","","5146062","62158","","0","0","","vo_apg"
"雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","11","0","0","5146062","62159","0","9","1","1","131011"
"","91","","","5146062","62160","","","","","0"
"0","22","","","5146062","62161","","","","","0"
"wish_idle_joy","3","","0.2","5146062","62162","","1","","","131011"
"10","12","0","-30","5146062","62163","0","2","0","0","100911"
"7","12","0","0","5146062","62164","0","2","0","0","131011"
"0","93","","","5146062","62165","","","","","2"
"","101","","","5146062","62166","","","","","62167"
"0.2","22","","","5146062","62167","","","","","0"
"106611","1","1","1.8","5146063","63001","walk_surprise_sad_blue","110","-10","-288","1"
"1066","5","1","1.8","5146063","63002","walk_surprise_sad_blue","111","-10","-288","3"
"130911","1","1","1.8","5146063","63003","idle_normal_noface","100","260","-288","1"
"99","5","1","1.8","5146063","63004","idle_normal_kururu","101","260","-288","1"
"126411","1","0","1.8","5146063","63005","empty","103","-420","-268","1"
"98","5","0","1.8","5146063","63006","empty","113","-420","-268","1"
"210","13","","","5146063","63007","","","","","106611"
"200","13","","","5146063","63008","","","","","130911"
"203","13","","","5146063","63009","","","","","126411"
"7","5","0","0.85","5146063","63010","idle","15","0","-174","7"
"20","5","0","1","5146063","63011","empty","210","0","156","20"
"22","5","0","1","5146063","63012","empty","211","0","66","22"
"211","5","0","1","5146063","63013","empty","60","0","153","21"
"212","5","0","1","5146063","63014","empty","190","0","0","21"
"1","31","","1","5146063","63015","","0","0","1","1"
"2","31","","1","5146063","63016","","0","-57.7","1","2"
"black","37","","","5146063","63017","","","","","2"
"10","31","","0","5146063","63018","","0","0","1","10"
"16","31","","0","5146063","63019","","-420","-268","1","16"
"20","31","","1","5146063","63020","","0","0","1","20"
"20","36","","","5146063","63021","","","","","20"
"22","36","","","5146063","63022","","","","","20"
"0","91","","","5146063","63023","","","","","0"
"0","102","","","5146063","63024","","0","","","0"
"0","93","","","5146063","63025","","","","","0.4"
"iris_out","37","","","5146063","63026","","","","","2"
"-260","2","","","5146063","63027","","-288","2.5","0","106611"
"-260","2","","","5146063","63028","","-288","2.5","0","1066"
"0","93","","","5146063","63029","","","","","2.5"
"sad_idle_blue","3","","0.2","5146063","63030","","1","","","106611"
"sad_idle_blue","3","","0.2","5146063","63031","","1","","0","1066"
"0","93","","","5146063","63032","","","","","0.1"
"tired_talk1","3","","0.2","5146063","63033","","1","","","106611"
"tired_talk1","3","","0.2","5146063","63034","","1","","","1066"
"vo_apg_0301","21","","","5146063","63035","","0","0","","vo_apg"
"嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","11","0","0","5146063","63036","0","10","1","1","106611"
"","91","","","5146063","63037","","","","","0"
"tired_talk2","3","","0.2","5146063","63038","","1","","","106611"
"tired_talk2","3","","0.2","5146063","63039","","1","","","1066"
"vo_apg_0302","21","","","5146063","63040","","0","0","","vo_apg"
"我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","11","0","0","5146063","63041","0","10","1","1","106611"
"","91","","","5146063","63042","","","","","0"
"tired_idle","3","","0.2","5146063","63043","","1","","","106611"
"tired_idle","3","","0.2","5146063","63044","","1","","","1066"
"talk_normal","3","","0.2","5146063","63045","","1","","","130911"
"talk_normal","3","","0.2","5146063","63046","","1","","","99"
"vo_apg_0303","21","","","5146063","63047","","0","0","","vo_apg"
"祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","11","0","0","5146063","63048","0","10","1","1","130911"
"","91","","","5146063","63049","","","","","0"
"idle_normal","3","","0.2","5146063","63050","","1","","","130911"
"coaster_3_in","3","","0","5146063","63051","","0","","","211"
"0","4","","","5146063","63052","","","","","106611"
"0","4","","","5146063","63053","","","","","1066"
"doya_in_nervous_furimuki","3","0","0","5146063","63054","","0","doya_talk_nervous_furimuki","1","106611"
"doya_in_nervous_furimuki","3","0","0","5146063","63055","","0","doya_talk_nervous_furimuki","1","1066"
"vo_apg_0304","21","","","5146063","63056","","0","0","","vo_apg"
"哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","11","0","0","5146063","63057","0","10","1","1","106611"
"","91","","","5146063","63058","","","","","0"
"cool_talk_dere","3","","0.2","5146063","63059","","1","","","106611"
"cool_talk_dere","3","","0.2","5146063","63060","","1","","","1066"
"vo_apg_0305","21","","","5146063","63061","","0","0","","vo_apg"
"雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","11","0","0","5146063","63062","0","10","1","1","106611"
"","91","","","5146063","63063","","","","","0"
"cool_idle_doya","3","","0.2","5146063","63064","","1","","","106611"
"cool_idle_doya","3","","0.2","5146063","63065","","1","","","1066"
"coaster_3_out","3","","0","5146063","63066","","0","","","211"
"kururu_sad_talk","3","","0.2","5146063","63067","","1","","","130911"
"kururu_sad_talk","3","","0.2","5146063","63068","","1","","","99"
"vo_apg_0306","21","","","5146063","63069","","0","0","","vo_apg"
"這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","11","0","0","5146063","63070","0","10","1","1","130911"
"","91","","","5146063","63071","","","","","0"
"0","22","","","5146063","63072","","","","","0"
"idle_normal_noface","3","","0.2","5146063","63073","","1","","","130911"
"idle_normal_kururu","3","","0.2","5146063","63074","","1","","","99"
"cool_idle_surprise","3","","0.2","5146063","63075","","1","","","106611"
"cool_idle_surprise","3","","0.2","5146063","63076","","1","","","1066"
"kuroche_appear","3","0","0","5146063","63077","","0","kuroche_pose_talk_anger","1","126411"
"kuroche_appear","3","0","0","5146063","63078","","0","kuroche_pose_talk_anger","1","98"
"0","93","","","5146063","63079","","","","","0.5"
"15","122","","","5146063","63080","","0.5","","","15"
"1","32","","","5146063","63081","","","","","16"
"inori_dodge_in","3","","0","5146063","63082","","0","","","106611"
"inori_dodge_in","3","","0","5146063","63083","","0","","","1066"
"0","93","","","5146063","63084","","","","","0.6"
"vo_apg_0307","21","","","5146063","63085","","0","0","","vo_apg"
"好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","11","0","20","5146063","63086","0","10","1","1","126411"
"","91","","","5146063","63087","","","","","0"
"kuroche_pose_idle_doya","3","","0.2","5146063","63088","","1","","","126411"
"inori_dodge_out","3","0","0.1","5146063","63089","","0","inori_anger_talk","1","106611"
"inori_dodge_out","3","0","0.1","5146063","63090","","0","inori_anger_talk","1","1066"
"vo_apg_0308","21","","","5146063","63091","","0","0","","vo_apg"
"啥？不是，我完全不懂\n妳們想做什麼……","11","0","0","5146063","63092","0","10","1","1","106611"
"","91","","","5146063","63093","","","","","0"
"inori_anger_idle","3","","0.2","5146063","63094","","1","","","106611"
"inori_anger_idle","3","","0.2","5146063","63095","","1","","","1066"
"kururu_guid_talk","3","","0.2","5146063","63096","","1","","","130911"
"kururu_guid_talk","3","","0.2","5146063","63097","","1","","","99"
"vo_apg_0309","21","","","5146063","63098","","0","0","","vo_apg"
"那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","11","0","0","5146063","63099","0","10","1","1","130911"
"","91","","","5146063","63100","","","","","0"
"idle_normal_noface","3","","0.2","5146063","63101","","1","","","130911"
"idle_normal_kururu","3","","0.2","5146063","63102","","1","","","99"
"low","37","","","5146063","63103","","","","","16"
"se_10055900_chroche_01","23","","","5146063","63104","","1","","","se_10055900"
"inori_jitabata_in","3","0","0.2","5146063","63105","","0","inori_jitabata_loop","1","106611"
"inori_jitabata_in","3","0","0.2","5146063","63106","","0","inori_jitabata_loop","1","1066"
"kuroche_catch_in","3","0","0.2","5146063","63107","","0","kuroche_catch_loop","1","126411"
"kuroche_catch_in","3","0","0.2","5146063","63108","","0","kuroche_catch_loop","1","98"
"vo_apg_0310","21","","","5146063","63109","","0","0","","vo_apg"
"那麼那麼♪\n請牢牢抓住我喔～♪","11","-27","112","5146063","63110","0","10","1","1","126411"
"","91","","","5146063","63111","","","","","0"
"0","22","","","5146063","63112","","","","","0"
"0.2","24","","","5146063","63113","","","","","se_10055900_chroche_01"
"se_10055900_chroche_02","23","","","5146063","63114","","0","","","se_10055900"
"high","37","","","5146063","63115","","","","","16"
"5","122","","","5146063","63116","","1","","","5"
"0","93","","","5146063","63117","","","","","1"
"inori_jitabata_takeoff","3","","0","5146063","63118","","0","","","106611"
"inori_jitabata_takeoff","3","","0","5146063","63119","","0","","","1066"
"kuroche_catch_takeoff","3","","0","5146063","63120","","0","","","126411"
"kuroche_catch_takeoff","3","","0","5146063","63121","","0","","","98"
"100","122","","","5146063","63122","","0.5","","","100"
"0","93","","","5146063","63123","","","","","0.4"
"0","4","","","5146063","63124","","","","","130911"
"kururu_furimuki_watch","3","","0","5146063","63125","","0","","","130911"
"empty","3","","0","5146063","63126","","0","","","99"
"0","93","","","5146063","63127","","","","","1.5"
"fade_in","37","","","5146063","63128","","","","","2"
"0","93","","","5146063","63129","","","","","1.5"
"empty","3","","0","5146063","63130","","0","","","98"
"se_10055900_chroche_03","23","","","5146063","63131","","1","","","se_10055900"
"coaster_4_in","3","","0","5146063","63132","","0","","","212"
"se_10055900_photo","23","","","5146063","63133","","0","","","se_10055900"
"0","93","","","5146063","63134","","","","","0.3"
"30","122","","","5146063","63135","","0.5","","","30"
"vo_apg_0311","21","","","5146063","63136","","0","0","","vo_apg"
"0311_in","3","","0","5146063","63137","","0","","","20"
"1","93","","","5146063","63138","","","","","3.6"
"0311_mid","3","","0","5146063","63139","","0","","","20"
"","92","","","5146063","63140","","","","",""
"0311_out","3","","0","5146063","63141","","0","","","20"
"0","93","","","5146063","63142","","","","","0.2"
"30","122","","","5146063","63143","","0.5","","","30"
"vo_apg_0312","21","","","5146063","63144","","0","0","","vo_apg"
"0312_in","3","","0","5146063","63145","","0","","","20"
"1","93","","","5146063","63146","","","","","2.4"
"0312_mid","3","","0","5146063","63147","","0","","","20"
"","92","","","5146063","63148","","","","",""
"0312_out","3","","0","5146063","63149","","0","","","20"
"0","93","","","5146063","63150","","","","","0.2"
"scale15","37","","","5146063","63151","","","","","20"
"coaster_4_change","3","","0","5146063","63152","","0","","","212"
"vo_apg_0313","21","","","5146063","63153","","0","0","","vo_apg"
"0","2","","","5146063","63154","","76","0","0","20"
"empty","3","","0","5146063","63155","","1","","","20"
"0313_in","3","","0","5146063","63156","","0","","","22"
"1","93","","","5146063","63157","","","","","2.4"
"0313_mid","3","","0","5146063","63158","","1","","","22"
"","92","","","5146063","63159","","","","",""
"0313_out","3","","0","5146063","63160","","0","","","22"
"0","93","","","5146063","63161","","","","","0.2"
"0","22","","","5146063","63162","","","","","0"
"0.5","24","","","5146063","63163","","","","","se_10055900_chroche_03"
"white","37","","","5146063","63164","","","","","2"
"0","93","","","5146063","63165","","","","","2"
"scale1","37","","","5146063","63166","","","","","20"
"empty","3","","0","5146063","63167","","0","","","212"
"kururu_wish_idle_joy","3","","0.2","5146063","63168","","1","","","130911"
"idle_normal","3","","0.2","5146063","63169","","1","","","99"
"see_guru","3","","0.2","5146063","63170","","1","","","106611"
"see_guru","3","","0.2","5146063","63171","","1","","","1066"
"idle_normal_joy","3","","0.2","5146063","63172","","1","","","126411"
"1","4","","","5146063","63173","","","","","130911"
"225","2","","","5146063","63174","","-278","0","0","130911"
"0","2","","","5146063","63175","","-288","0","0","106611"
"0","2","","","5146063","63176","","-288","0","0","1066"
"-225","2","","","5146063","63177","","-278","0","0","126411"
"0","93","","","5146063","63178","","","","","2"
"joy_talk","3","","0.2","5146063","63179","","1","","","126411"
"vo_apg_0314","21","","","5146063","63180","","0","0","","vo_apg"
"好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","11","0","0","5146063","63181","0","10","1","1","126411"
"","91","","","5146063","63182","","","","","0"
"idle_normal_joy","3","","0.2","5146063","63183","","1","","","126411"
"23","33","","","5146063","63184","","-108","0","0","2"
"iris_end_1","37","","","5146063","63185","","","","","2"
"gakkari","3","","0.2","5146063","63186","","0","","","106611"
"gakkari","3","","0.2","5146063","63187","","0","","","1066"
"vo_apg_0315","21","","","5146063","63188","","0","0","","vo_apg"
"嗚噗……我已經受夠了啦……","11","-31","23","5146063","63189","1.1","4","0","0","106611"
"0","93","","","5146063","63190","","","","","6"
"iris_end_2","37","","","5146063","63191","","","","","2"
"0","93","","","5146063","63192","","","","","1"
"","101","","","5146063","63193","","","","","63194"
"0.2","22","","","5146063","63194","","","","","0"
"105811","1","1","1.8","5146064","64001","walk_normal","106","-130","-480","1"
"1058","5","1","1.8","5146064","64002","walk_normal","107","-130","-480","6"
"131511","1","1","1.8","5146064","64003","walk_normal","103","130","-480","1"
"130911","1","1","1.8","5146064","64004","idle_normal_noface","100","290","-278","1"
"99","5","1","1.8","5146064","64005","idle_normal_kururu","101","290","-278","1"
"206","13","","","5146064","64006","","","","","105811"
"203","13","","","5146064","64007","","","","","131511"
"200","13","","","5146064","64008","","","","","130911"
"8","5","0","0.85","5146064","64009","idle","15","0","-174","8"
"20","5","0","1","5146064","64010","empty","210","-242","-53","20"
"22","5","0","1","5146064","64011","empty","211","-128","-194","22"
"1","31","","1","5146064","64012","","0","0","1","1"
"2","31","","0","5146064","64013","","0","-57.7","1","2"
"12","31","","0","5146064","64014","","0","0","1","12"
"13","31","","0","5146064","64015","","0","0","1","13"
"20","31","","1","5146064","64016","","0","0","1","20"
"105811","36","","","5146064","64017","","","","","20"
"131511","36","","","5146064","64018","","","","","20"
"20","36","","","5146064","64019","","","","","20"
"22","36","","","5146064","64020","","","","","20"
"0","91","","","5146064","64021","","","","","0"
"0","102","","","5146064","64022","","0","","","0"
"1","32","","","5146064","64023","","","","","13"
"scale15","37","","","5146064","64024","","","","","20"
"","93","","","5146064","64025","","","","","2"
"vo_apg_0401","21","","","5146064","64026","","0","0","","vo_apg"
"0401_in","3","","0","5146064","64027","","0","","","22"
"1","93","","","5146064","64028","","","","","2.7"
"0401_mid","3","","0","5146064","64029","","0","","","22"
"","92","","","5146064","64030","","","","",""
"0401_out","3","","0","5146064","64031","","0","","","22"
"0","93","","","5146064","64032","","","","","0.2"
"129","2","","","5146064","64033","","-194","0","0","22"
"vo_apg_0402","21","","","5146064","64034","","0","0","","vo_apg"
"0402_in","3","","0","5146064","64035","","0","","","22"
"1","93","","","5146064","64036","","","","","2.9"
"0402_mid","3","","0","5146064","64037","","0","","","22"
"","92","","","5146064","64038","","","","",""
"0402_out","3","","0","5146064","64039","","0","","","22"
"0","93","","","5146064","64040","","","","","0.2"
"0","22","","","5146064","64041","","","","","0"
"empty","3","","0","5146064","64042","","1","","","22"
"0","93","","","5146064","64043","","","","","0.5"
"1","32","","","5146064","64044","","","","","2"
"fade_in","37","","","5146064","64045","","","","","2"
"0","93","","","5146064","64046","","","","","1"
"0","32","","","5146064","64047","","","","","13"
"scale1","37","","","5146064","64048","","","","","20"
"-194","2","","","5146064","64049","","-298","0","0","105811"
"-194","2","","","5146064","64050","","-298","0","0","1058"
"-34","2","","","5146064","64051","","-288","0","0","131511"
"iris_out","37","","","5146064","64052","","","","","2"
"-385","2","","","5146064","64053","","-298","2","0","105811"
"-385","2","","","5146064","64054","","-298","2","0","1058"
"-225","2","","","5146064","64055","","-288","2","0","131511"
"0","93","","","5146064","64056","","","","","2"
"0","4","","","5146064","64057","","","","","105811"
"0","4","","","5146064","64058","","","","","1058"
"0","4","","","5146064","64059","","","","","131511"
"idle_normal","3","","0.2","5146064","64060","","1","","","105811"
"idle_normal","3","","0.2","5146064","64061","","1","","0","1058"
"idle_normal","3","","0.2","5146064","64062","","1","","","131511"
"0","93","","","5146064","64063","","","","","0.5"
"talk_normal","3","","0.2","5146064","64064","","1","","","130911"
"talk_normal","3","","0.2","5146064","64065","","1","","","99"
"vo_apg_0403","21","","","5146064","64066","","0","0","","vo_apg"
"好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","11","0","0","5146064","64067","0","7","1","1","130911"
"","91","","","5146064","64068","","","","","0"
"kururu_wish_talk_joy","3","","0.2","5146064","64069","","1","","","130911"
"kururu_wish_talk_joy","3","","0.2","5146064","64070","","1","","","99"
"vo_apg_0404","21","","","5146064","64071","","0","0","","vo_apg"
"摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","11","0","0","5146064","64072","0","8","1","1","130911"
"","91","","","5146064","64073","","","","","0"
"idle_normal_noface","3","","0.2","5146064","64074","","1","","","130911"
"idle_normal_kururu","3","","0.2","5146064","64075","","1","","","99"
"guts2_in_joy","3","0","0.2","5146064","64076","","0","guts2_talk_joy","1","105811"
"guts2_in_joy","3","0","0.2","5146064","64077","","0","guts2_talk_joy","1","1058"
"vo_apg_0405","21","","","5146064","64078","","0","0","","vo_apg"
"是的！看上去\n非常美味☆","11","0","0","5146064","64079","0","7","1","1","105811"
"","91","","","5146064","64080","","","","","0"
"guts2_idle_joy","3","","0.2","5146064","64081","","1","","","105811"
"guts2_idle_joy","3","","0.2","5146064","64082","","1","","","1058"
"memory_talk","3","","0.5","5146064","64083","","1","","","131511"
"vo_apg_0406","21","","","5146064","64084","","0","0","","vo_apg"
"肚子。\n咕嚕嚕……","11","0","0","5146064","64085","0","10","1","1","131511"
"","91","","","5146064","64086","","","","","0"
"memory_idle","3","","0.2","5146064","64087","","1","","","131511"
"joy_talk","3","","0.2","5146064","64088","","1","","","130911"
"joy_talk","3","","0.2","5146064","64089","","1","","","99"
"vo_apg_0407","21","","","5146064","64090","","0","0","","vo_apg"
"就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","11","0","0","5146064","64091","0","9","1","1","130911"
"","91","","","5146064","64092","","","","","0"
"kururu_joy_slow","3","","0.5","5146064","64093","","1","","","130911"
"anger_idle_anger","3","","0.5","5146064","64094","","1","","","131511"
"vo_apg_0408","21","","","5146064","64095","","0","0","","vo_apg"
"衝刺。","11","0","0","5146064","64096","0","8","1","1","131511"
"","91","","","5146064","64097","","","","","0"
"walk_jog_dere","3","","0.2","5146064","64098","","1","","","131511"
"1100","2","","","5146064","64099","","-288","3","0","131511"
"0","93","","","5146064","64100","","","","","0.5"
"notice_in_normal2","3","0.2","0.2","5146064","64101","","0","anger_talk_normal2","1","105811"
"notice_in_normal2","3","0.2","0.2","5146064","64102","","0","anger_talk_normal2","1","1058"
"vo_apg_0409","21","","","5146064","64103","","0","0","","vo_apg"
"啊，請等一下\n普蕾西亞～！\n我也要去！","11","0","0","5146064","64104","0","7","1","1","105811"
"","91","","","5146064","64105","","","","","0"
"0","22","","","5146064","64106","","","","","0"
"run_dash_doya","3","","0.2","5146064","64107","","1","","","105811"
"run_dash_doya","3","","0.2","5146064","64108","","1","","","1058"
"1100","2","","","5146064","64109","","-298","1.8","0","105811"
"1100","2","","","5146064","64110","","-298","1.8","0","1058"
"0","93","","","5146064","64111","","","","","1.8"
"0","4","","","5146064","64112","","","","","130911"
"hawawa","3","0.2","0","5146064","64113","","0","anger_talk_surprise2_shy","1","130911"
"vo_apg_0410","21","","","5146064","64114","","0","0","","vo_apg"
"哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","11","0","0","5146064","64115","0","9","1","1","130911"
"","91","","","5146064","64116","","","","","0"
"0","22","","","5146064","64117","","","","","0"
"0","93","","","5146064","64118","","","","","0.1"
"alter","37","","","5146064","64119","","","","","1"
"1","32","","","5146064","64120","","","","","12"
"0","93","","","5146064","64121","","","","","0.4"
"1","6","0","0","5146064","64122","","1","1","0","8"
"-725","2","","","5146064","64123","","-278","0","0","105811"
"-725","2","","","5146064","64124","","-278","0","0","1058"
"-925","2","","","5146064","64125","","-278","0","0","131511"
"run_dash_peko","3","","0","5146064","64126","","1","","","105811"
"run_dash_peko","3","","0","5146064","64127","","1","","","1058"
"run_dash_presia","3","","0","5146064","64128","","1","","","131511"
"empty","3","","0","5146064","64129","","1","","","130911"
"1185","2","","","5146064","64130","","-278","10","0","105811"
"1185","2","","","5146064","64131","","-278","10","0","1058"
"985","2","","","5146064","64132","","-278","10","0","131511"
"0","93","","","5146064","64133","","","","","0.3"
"0","93","","","5146064","64134","","","","","0.8"
"vo_apg_0411","21","","","5146064","64135","","0","0","","vo_apg"
"首先就從那間攤販開始～☆","11","0","40","5146064","64136","1","11","0","0","105811"
"0","93","","","5146064","64137","","","","","3"
"vo_apg_0412","21","","","5146064","64138","","0","0","","vo_apg"
"全部，\n都要吃喔。","11","0","40","5146064","64139","1.3","9","0","0","131511"
"0","93","","","5146064","64140","","","","","0.3"
"0","93","","","5146064","64141","","","","","3.6"
"","101","","","5146064","64142","","","","","64143"
"0.2","22","","","5146064","64143","","","","","0"
"131011","1","0","1.8","5146065","65001","wish_idle_normal_lookup","110","-225","-278","1"
"99","5","0","1.8","5146065","65002","idle_normal","111","-225","-278","1"
"98","5","0","1.8","5146065","65003","idle_normal","109","-225","-278","1"
"130911","1","1","1.8","5146065","65004","idle_normal_noface","101","225","-278","1"
"97","5","1","1.8","5146065","65005","idle_normal_kururu","102","225","-278","1"
"96","5","1","1.8","5146065","65006","idle_normal","100","225","-278","1"
"106011","1","0","1.85","5146065","65007","empty","105","-920","-305","1"
"1060","5","0","1.85","5146065","65008","empty","106","-920","-305","4"
"210","13","","","5146065","65009","","","","","131011"
"201","13","","","5146065","65010","","","","","130911"
"205","13","","","5146065","65011","","","","","106011"
"8","5","0","0.85","5146065","65012","idle","15","0","-174","8"
"1","31","","1","5146065","65013","","0","0","1","1"
"0","91","","","5146065","65014","","","","","0"
"0","102","","","5146065","65015","","0","","","0"
"0","93","","","5146065","65016","","","","","1"
"wish_idle_joy_lookup","3","","0.2","5146065","65017","","1","","","131011"
"vo_apg_0501","21","","","5146065","65018","","0","0","","vo_apg"
"咕嚕轉～\n咕嚕轉～","11","0","0","5146065","65019","0","13","1","1","131011"
"","91","","","5146065","65020","","","","","0"
"talk_normal_surprise","3","","0.2","5146065","65021","","1","","","130911"
"talk_normal_surprise","3","","0.2","5146065","65022","","1","","","97"
"vo_apg_0502","21","","","5146065","65023","","0","0","","vo_apg"
"真步小小姐，\n怎麼了嗎？","11","0","0","5146065","65024","0","7","1","1","130911"
"","91","","","5146065","65025","","","","","0"
"idle_normal_noface","3","","0.2","5146065","65026","","1","","","130911"
"idle_normal_kururu","3","","0.2","5146065","65027","","1","","","97"
"sad_talk_normalR","3","","0.2","5146065","65028","","1","","","131011"
"vo_apg_0503","21","","","5146065","65029","","0","0","","vo_apg"
"嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","11","0","0","5146065","65030","0","10","1","1","131011"
"","91","","","5146065","65031","","","","","0"
"notice_in_normal2","3","0","0.2","5146065","65032","","0","notice_loop_normal2","1","131011"
"vo_apg_0504","21","","","5146065","65033","","0","0","","vo_apg"
"對了♪","11","0","0","5146065","65034","0","10","1","1","131011"
"","91","","","5146065","65035","","","","","0"
"kururu_wish_idle_light","3","","0.2","5146065","65036","","1","","","130911"
"kururu_wish_idle_light","3","","0.2","5146065","65037","","1","","","97"
"maho_kururinpa_in","3","0","0","5146065","65038","","0","maho_kururinpa_loop","1","131011"
"maho_kururinpa_inF","3","0","0","5146065","65039","","0","maho_kururinpa_loopF","1","99"
"maho_kururinpa_inB","3","0","0","5146065","65040","","0","maho_kururinpa_loopB","1","98"
"vo_apg_0505","21","","","5146065","65041","","0","0","","vo_apg"
"神奇真步魔法靈咕嚕靈波～♪","11","0","0","5146065","65042","0","9","1","1","131011"
"","91","","","5146065","65043","","","","","0"
"kururu_wish_talk_joy","3","","0.2","5146065","65044","","1","","","130911"
"vo_apg_0506","21","","","5146065","65045","","0","0","","vo_apg"
"哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","11","0","0","5146065","65046","0","8","1","1","130911"
"","91","","","5146065","65047","","","","","0"
"maho_kururinpa_out","3","0.2","0","5146065","65048","","0","idle_normal","1","131011"
"maho_kururinpa_outF","3","0.2","0","5146065","65049","","0","idle_normal","1","99"
"maho_kururinpa_outB","3","0.2","0","5146065","65050","","0","idle_normal","1","98"
"kururu_sad_talk_surprise_to_kururinpa","3","0","0.2","5146065","65051","","0","kururu_kururinpa_loop","0","130911"
"kururu_sad_talk_surprise_to_kururinpaF","3","0","0.2","5146065","65052","","0","kururu_kururinpa_loopF","0","97"
"kururu_sad_talk_surprise_to_kururinpaB","3","0","0.2","5146065","65053","","0","kururu_kururinpa_loopB","0","96"
"vo_apg_0507","21","","","5146065","65054","","0","0","","vo_apg"
"我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","11","0","0","5146065","65055","0","9","1","1","130911"
"","91","","","5146065","65056","","","","","0"
"kururu_kururinpa_out","3","0","0","5146065","65057","","0","idle_normal_noface","1","130911"
"kururu_kururinpa_outF","3","0","0","5146065","65058","","0","idle_normal_kururu","1","97"
"kururu_kururinpa_outB","3","0","0","5146065","65059","","0","idle_normal","1","96"
"joy_talk","3","","0.2","5146065","65060","","1","","","131011"
"vo_apg_0508","21","","","5146065","65061","","0","0","","vo_apg"
"妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","11","0","0","5146065","65062","0","11","1","1","131011"
"","91","","","5146065","65063","","","","","0"
"idle_normal","3","","0.2","5146065","65064","","1","","","131011"
"kururu_hello_fast_to_kururinpa","3","0","0.2","5146065","65065","","0","kururu_kururinpa_loop","0","130911"
"kururu_hello_fast_to_kururinpaF","3","0","0.2","5146065","65066","","0","kururu_kururinpa_loopF","0","97"
"kururu_hello_fast_to_kururinpaB","3","0","0.2","5146065","65067","","0","kururu_kururinpa_loopB","0","96"
"vo_apg_0509","21","","","5146065","65068","","0","0","","vo_apg"
"好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","11","0","0","5146065","65069","0","9","1","1","130911"
"","91","","","5146065","65070","","","","","0"
"kururu_kururinpa_out","3","0","0","5146065","65071","","0","idle_normal_noface","1","130911"
"kururu_kururinpa_outF","3","0","0","5146065","65072","","0","idle_normal_kururu","1","97"
"kururu_kururinpa_outB","3","0","0","5146065","65073","","0","idle_normal","1","96"
"smile2","3","0.2","0.2","5146065","65074","","0","sad_talk_normalR","1","131011"
"smile2","3","0.2","0.2","5146065","65075","","0","sad_talk_normalR","1","99"
"smile2","3","0.2","0.2","5146065","65076","","0","sad_talk_normalR","1","98"
"vo_apg_0510","21","","","5146065","65077","","0","0","","vo_apg"
"呵呵♪\n好像在繞口令呢♪","11","0","0","5146065","65078","0","10","1","1","131011"
"","91","","","5146065","65079","","","","","0"
"maho_kurukuru_in","3","0","0.2","5146065","65080","","0","maho_kurukuru_loop","1","131011"
"maho_kurukuru_inF","3","0","0.2","5146065","65081","","0","maho_kurukuru_loopF","1","99"
