c7703a7755506af7a82285cff18a0d3a1de11de00c2bf35d9d20b02f5ee67a14,aea25a31bff5a9c071a2efcf9495195e9d7f6b8057094ce92f37a925cd03e8b8,275e765c836a95e1ff0769dd2fd275daa35140f4f1c906c5c3c2753bdd26f140,7f404d59e24a83bbc6d259a8590270ba0938b35630d0b93b6faaeeffbd127501,7821b09e1b51e9ddb8274726517ea9012b84ab03be99a7292cb82d80a1395b3c,d033b825a4be25527f14e8bf5bd4b5d5e7bd689119b17d1236c08d47579ea453,adbff9b4a424018a68748bf89c34e22b51dd398e4b4a96c24078e8fc5162ff30,ff8ab0359a36aaf8ac99a52a52eade5c782ffd74e6494541d038287b13af0e4a,80a7786a500ec096f0b9474d5f3189c0c806a8c50833e0e0d444ff44fd8bfaea,16483701fdd67cb26548a88f501bbe3c87a250250f0458be73a24f79120217d4,f1ab938215c5d9d6a5f2f0df13ca3dd6c4ae4acb983dea3388b16b1505f75530
"","empty","","63066","1","0.2","","5152063","3","","1"
"","doya_in_sad","1","63067","132011","0.2","0","5152063","3","doya_talk_sad","0"
"","vo_rag_5009","","63068","vo_rag","","","5152063","21","0","0"
"0","這就是偶像……非常嚴峻。\n話說回來……還有\n其他不同種的體操吧？","1","63069","132011","0","0","5152063","11","1","7"
"","","","63070","0","","","5152063","91","0","0"
"","doya_talk","","63071","132011","0.2","","5152063","3","","1"
"","vo_rag_5010","","63072","vo_rag","","","5152063","21","0","0"
"0","那部分也請務必傳授給我。\n啊啊，我在旁邊看著\n就好了。","1","63073","132011","0","0","5152063","11","1","7"
"","","","63074","0","","","5152063","91","0","0"
"","doya_idle","","63075","132011","0.2","","5152063","3","","1"
"","sad_talk_anger","","63076","131711","0.2","","5152063","3","","1"
"","vo_rag_5011","","63077","vo_rag","","","5152063","21","0","0"
"0","真不愧是「強欲的魔女」。\n即使體力低落到不行，\n但求知慾卻是無限的呢。","1","63078","131711","0","0","5152063","11","1","9"
"","","","63079","0","","","5152063","91","0","0"
"","doya_to_doya","1","63080","132011","0.2","0","5152063","3","doya_idle_normal2","0"
"","cool_in_joy2","1","63081","131711","0.2","0","5152063","3","cool_talk_joy2","0"
"","se_10058300_emotion_isekai_1","","63082","se_10058300","","","5152063","23","","0"
"","10","0","63083","131711","","","5152063","12","0","0.8"
"","0","","63084","1.5","","","5152063","93","",""
"","sad_idle_surprise1","","63085","132011","0.2","","5152063","3","","1"
"","ames_idol_dance","","63086","131711","0.2","","5152063","3","","0"
"","0","","63087","1.8","","","5152063","93","",""
"","echidna_interest_in","1","63088","132011","0.2","0","5152063","3","echidna_interest_talk","0"
"","se_10058300_emotion_isekai_2","","63089","se_10058300","","","5152063","23","","0"
"","7","0","63090","132011","","","5152063","12","0","2"
"","0","","63091","1.1","","","5152063","93","",""
"","0","","63092","0.5","","","5152063","93","",""
"","","","63093","63094","","","5152063","101","",""
"","bgm_MC173B","","63094","bgm_MC173B","","","5152063","25","",""
"","0","","63095","0","","","5152063","22","",""
"idle_normal","102611","-295","64001","1","1.55","1","5152064","1","410","110"
"cool_idle","107811","-114","64002","1","1.45","0","5152064","1","176","105"
"joy_idle_normal","102311","-179","64003","1","1.5","0","5152064","1","12","106"
"idle_normal","110311","-116","64004","1","1.45","0","5152064","1","-177","105"
"wish_idle","102111","-258","64005","1","1.55","0","5152064","1","-226","107"
"idle_normal","131911","-260","64006","1","1.55","0","5152064","1","115","107"
"doya_idle","122811","-178","64007","1","1.5","0","5152064","1","-350","106"
"idle_normal","122911","-334","64008","1","1.6","0","5152064","1","-391","108"
"idle_normal","122711","-330","64009","1","1.6","0","5152064","1","-60","108"
"","210","","64010","102611","","","5152064","13","",""
"","207","","64011","131911","","","5152064","13","",""
"","205","","64012","110311","","","5152064","13","",""
"","208","","64013","122711","","","5152064","13","",""
"","206","","64014","122811","","","5152064","13","",""
"","208","","64015","122911","","","5152064","13","",""
"","207","","64016","102111","","","5152064","13","",""
"","206","","64017","102311","","","5152064","13","",""
"","205","","64018","107811","","","5152064","13","",""
"empty","11","-295","64019","1","1.55","1","5152064","5","410","115"
"empty","61","-260","64020","1","1.55","0","5152064","5","115","131"
"empty","62","-134","64021","1","1.55","0","5152064","5","146","131"
"empty","63","-295","64022","1","1.55","0","5152064","5","410","132"
"empty","64","-136","64023","1","1.55","0","5152064","5","-177","132"
"","1","1.3","64024","1","1","","5152064","31","40","0"
"","13","1","64025","13","0","","5152064","31","-235","385"
"","2","1","64026","2","0","","5152064","31","0","0"
"","3","1","64027","3","1","","5152064","31","0","0"
"","0","","64028","0","","","5152064","91","",""
"","telop_4","","64029","3","","","5152064","37","",""
"","0","","64030","0","","","5152064","102","","0"
"","0","","64031","1","","","5152064","93","",""
"","sad_talk_dead","","64032","102611","0.2","","5152064","3","","1"
"","vo_rag_3001","","64033","vo_rag","","","5152064","21","0","0"
"0","咦咦……騙人，來了一堆人啊……\n這麼早就過來，真是辛苦了啊……","1","64034","102611","0","0","5152064","11","1","8"
"","","","64035","0","","","5152064","91","0","0"
"","talk_normal_surprise","","64036","102611","0.2","","5152064","3","","1"
"","vo_rag_3002","","64037","vo_rag","","","5152064","21","0","0"
"0","雖然我其實並不想做，\n不過要開始做體操囉～","1","64038","102611","0","0","5152064","11","1","8"
"","","","64039","0","","","5152064","91","0","0"
"","idle_normal","","64040","102611","0.2","","5152064","3","","1"
"","bgm_MC175B","","64041","bgm_MC175B","","","5152064","25","",""
"","1","","64042","2","","","5152064","32","",""
"","vo_rag_3003","","64043","vo_rag","","","5152064","21","0","0"
"2.2","首先是原地跳躍～\n一、二、三……","0","64044","102611","0","0","5152064","11","1","9"
"","","","64045","3.2","","","5152064","93","0","0"
"","gutara_jump3time","1","64046","11","0.2","0.2","5152064","3","tired_idle","0"
"","gutara_jump3time","1","64047","102611","0.2","0.2","5152064","3","tired_idle","0"
"","","","64048","0.1","","","5152064","93","0","0"
"","jump3time","1","64049","131911","0.2","0.2","5152064","3","idle_normal","0"
"","jump3time","1","64050","122911","0.2","0.2","5152064","3","idle_normal","0"
"","jump3time","1","64051","102311","0.2","0.2","5152064","3","joy_idle_normal","0"
"","","","64052","0.1","","","5152064","93","0","0"
"","jump3time","1","64053","107811","0.2","0.2","5152064","3","idle_normal","0"
"","jump3time","1","64054","110311","0.2","0.2","5152064","3","idle_normal","0"
"","jump3time","1","64055","102111","0.2","0.2","5152064","3","wish_idle","0"
"","","","64056","0.1","","","5152064","93","0","0"
"","jump3time","1","64057","122811","0.2","0.2","5152064","3","doya_idle","0"
"","jump3time","1","64058","122711","0.2","0.2","5152064","3","idle_normal","0"
"","0","","64059","2.1","","","5152064","93","",""
"","se_10058300_isekai_breath","","64060","se_10058300","","","5152064","23","","0"
"","0","","64061","1.7","","","5152064","93","",""
"","","","64062","64044","","","5152064","91","0","0"
"","bgm_MC173B","0","64063","bgm_MC173B","0","1","5152064","27","0.5","0.5"
"","out","","64064","2","","","5152064","37","",""
"","vo_rag_3004","","64065","vo_rag","","","5152064","21","0","0"
"0","……呼，稍微休息一下吧。","1","64066","102611","0","","5152064","11","1","8"
"","","","64067","0","","","5152064","91","0","0"
"","talk_normal_shy","","64068","107811","0.2","","5152064","3","","1"
"","vo_rag_3005","","64069","vo_rag","","","5152064","21","0","0"
"0","再怎麼說也太快了吧！？","1","64070","107811","0","","5152064","11","1","7"
"","","","64071","0","","","5152064","91","0","0"
"","idle_normal_shy","","64072","107811","0.2","","5152064","3","","1"
"","0.3","","64073","se_10058300_isekai_breath","","","5152064","24","",""
"","empty","","64074","11","0.2","","5152064","3","","1"
"","talk_normal_joy","","64075","102611","0.2","","5152064","3","","1"
"","vo_rag_3006","","64076","vo_rag","","","5152064","21","0","0"
"0","那麼接著就躺下來深呼吸～","1","64077","102611","0","","5152064","11","1","7"
"","","","64078","0","","","5152064","91","0","0"
"","idle_to_layLongHair","1","64079","102611","0.2","0","5152064","3","gutara_sleepy_idle","0"
"","","","64080","0.2","","","5152064","93","0","0"
"","idle_to_layLongHair","1","64081","131911","0.2","0","5152064","3","gutara_breathLongHair_idle","0"
"","idle_to_layShortHair","1","64082","122911","0.2","0","5152064","3","gutara_breathShortHair_idle","0"
"","idle_to_layShortHair","1","64083","102311","0.2","0","5152064","3","gutara_breathShortHair_idle","0"
"","","","64084","0.2","","","5152064","93","0","0"
"","idle_to_layLongHair","1","64085","110311","0.2","0","5152064","3","gutara_breathLongHair_idle","0"
"","idle_to_layShortHair","1","64086","122711","0.2","0","5152064","3","gutara_breathShortHair_idle","0"
"","idle_to_layLongHair","1","64087","107811","0.2","0","5152064","3","gutara_breathLongHair_idle","0"
"","","","64088","0.1","","","5152064","93","0","0"
"","idle_to_layShortHair","1","64089","102111","0.2","0","5152064","3","gutara_breathShortHair_idle","0"
"","idle_to_layShortHair","1","64090","122811","0.2","0","5152064","3","gutara_breathShortHair_idle","0"
"","105","2.8","64091","0","12","","5152064","121","1","1"
"","","","64092","2","","","5152064","93","0","0"
"","12","0","64093","102611","50","-120","5152064","12","0","1.5"
"","","","64094","1.5","","","5152064","93","0","0"
"","gutara_sleep2_in","1","64095","102611","0.2","0","5152064","3","gutara_sleep2_idle","0"
"","","","64096","1.5","","","5152064","93","0","0"
"","1","","64097","13","","","5152064","32","",""
"","vo_rag_3007","","64098","vo_rag","","","5152064","21","0","0"
"0","呼……唔嗯唔嗯……","1","64099","102611","15","-100","5152064","11","1","9"
"","","","64100","0","","","5152064","91","0","0"
"","se_10058300_gutara_sleep","","64101","se_10058300","","","5152064","23","","0"
"","0","","64102","11","","","5152064","4","",""
"","460","0","64103","11","","","5152064","2","0","-310"
"","gutara_sleep","","64104","11","","","5152064","3","","0"
"","gutara_surprise","1","64105","107811","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","vo_rag_3008","","64106","vo_rag","","","5152064","21","0","0"
"1.5","騙人的吧？睡著了！？\n討厭，連我都變得想睡了……","0","64107","107811","-15","-40","5152064","11","1","8"
"","0","","64108","6.8","","","5152064","93","",""
"","0","","64109","0.5","","","5152064","93","",""
"","se_10058300_gutara_sleep","","64110","se_10058300","","","5152064","23","","0"
"","gutara_sleep2","","64111","62","","","5152064","3","","0"
"","","","64112","64107","","","5152064","91","0","0"
"","gutara_sleep1ShortHair_in","1","64113","122911","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","","","64114","0.2","","","5152064","93","0","0"
"","gutara_sleep1ShortHair_in","1","64115","102311","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","","","64116","0.2","","","5152064","93","0","0"
"","gutara_sleep1ShortHair_in","1","64117","122811","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","","","64118","1.5","","","5152064","93","0","0"
"","gutara_sleepy_in","1","64119","110311","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","vo_rag_3009","","64120","vo_rag","","","5152064","21","0","0"
"1.5","畢竟今天起得早……\n我也……呼啊……","0","64121","110311","-40","-110","5152064","11","1","8"
"","0","","64122","7.4","","","5152064","93","",""
"","se_10058300_gutara_sleep","","64123","se_10058300","","","5152064","23","","0"
"","gutara_sleep","","64124","64","","","5152064","3","","0"
"","","","64125","64121","","","5152064","91","0","0"
"","gutara_sleep1ShortHair_in","1","64126","102111","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","","","64127","0.2","","","5152064","93","0","0"
"","gutara_sleep1ShortHair_in","1","64128","122711","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","","","64129","4","","","5152064","93","0","0"
"","gutara_notice_in","1","64130","131911","0.2","0","5152064","3","gutara_notice_talk_shy","0"
"","vo_rag_3010","","64131","vo_rag","","","5152064","21","0","0"
"0","咦，大家都睡著了！？\n太讓人吃驚了。\n得把大家叫醒才行……","1","64132","131911","-15","-50","5152064","11","1","8"
"","","","64133","0","","","5152064","91","0","0"
"","gutara_notice_to_notice","1","64134","131911","0.2","0","5152064","3","gutara_notice_talk_dead","0"
"","vo_rag_3011","","64135","vo_rag","","","5152064","21","0","0"
"0","呼哈……\n咦，這是怎麼回事，\n連我都突然想睡了……呼","1","64136","131911","-15","-50","5152064","11","1","8"
"","","","64137","0","","","5152064","91","0","0"
"","gutara_notice_out","1","64138","131911","0.2","0","5152064","3","gutara_sleep1_idle","0"
"","","","64139","0.5","","","5152064","93","0","0"
"","se_10058300_gutara_sleep","","64140","se_10058300","","","5152064","23","","0"
"","gutara_sleep","","64141","61","","","5152064","3","","0"
"","","","64142","1.3","","","5152064","93","0","0"
"","se_10058300_gutara_sleep","","64143","se_10058300","","","5152064","23","","0"
"","-205","0","64144","64","","","5152064","2","0","-305"
"","gutara_sleep2","","64145","64","","","5152064","3","","0"
"","","","64146","1.3","","","5152064","93","0","0"
"","se_10058300_gutara_sleep","","64147","se_10058300","","","5152064","23","","0"
"","-300","0","64148","62","","","5152064","2","0","-190"
"","gutara_sleep","","64149","62","","","5152064","3","","0"
"","","","64150","2","","","5152064","93","0","0"
"","0","","64151","0.5","","","5152064","93","",""
"","","","64152","64153","","","5152064","101","",""
"","bgm_MC173B","","64153","bgm_MC173B","","","5152064","25","",""
"","0","","64154","0","","","5152064","22","",""
"idle_normal","127111","-280","65001","1","1.55","1","5152065","1","335","109"
"wish_idle_normal","132111","-179","65002","1","1.5","0","5152065","1","-252","105"
"doya_idle","4","-163","65003","4","1.5","0","5152065","5","-74","104"
"idle_normal","131911","-264","65004","1","1.55","0","5152065","1","29","107"
"wish_idle_normal","126911","-304","65005","1","1.55","0","5152065","1","-346","109"
"idle_normal","113111","-285","65006","1","1.55","0","5152065","1","-150","108"
"ghost_dokuro_idle","6","-280","65007","6","1.5","1","5152065","5","1000","110"
"","1","0","65008","6","0","0","5152065","6","1","1"
"idle_normal","7","-178","65009","7","1.5","0","5152065","5","-507","106"
"","1","0","65010","7","0","0","5152065","6","1","1"
"","209","","65011","127111","","","5152065","13","",""
"","205","","65012","132111","","","5152065","13","",""
"","204","","65013","4","","","5152065","13","",""
"","207","","65014","131911","","","5152065","13","",""
"","209","","65015","126911","","","5152065","13","",""
"","208","","65016","113111","","","5152065","13","",""
"","1","1.03","65017","1","1","","5152065","31","0","0"
"","14","1","65018","14","0","","5152065","31","-178","-507"
"","16","1.03","65019","16","0","","5152065","31","0","0"
"","2","1","65020","2","0","","5152065","31","0","0"
"","3","1","65021","3","1","","5152065","31","0","0"
"","15","1","65022","15","0","","5152065","31","-130","1000"
"","0","","65023","0","","","5152065","91","",""
"","telop_5","","65024","3","","","5152065","37","",""
"","0","","65025","0","","","5152065","102","","0"
"","0","","65026","1","","","5152065","93","",""
"","talk_normal","","65027","127111","0.2","","5152065","3","","1"
"","vo_rag_4001","","65028","vo_rag","","","5152065","21","0","0"
"0","我是今天負責\n示範體操的忍。","1","65029","127111","0","0","5152065","11","1","5"
"","","","65030","0","","","5152065","91","0","0"
"","talk_normal","","65031","127111","0.2","","5152065","3","","1"
"","vo_rag_4002","","65032","vo_rag","","","5152065","21","0","0"
"0","那邊的妳也請一起做吧。\n那麼就開始吧。一二、一……","1","65033","127111","0","0","5152065","11","1","7"
"","","","65034","0","","","5152065","91","0","0"
"","1","","65035","2","","","5152065","32","",""
"","bgm_MC175C","","65036","bgm_MC175C","","","5152065","25","",""
"","0","","65037","0.5","","","5152065","93","",""
"","radio_stretch1_loop","","65038","127111","0.3","","5152065","3","","1"
"","0","","65039","0.1","","","5152065","93","",""
"","radio_stretch1_loop","","65040","132111","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65041","4","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65042","131911","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65043","126911","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65044","113111","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65045","7","0.2","","5152065","3","","1"
"","0","","65046","1","","","5152065","93","",""
"","1","","65047","16","","","5152065","32","",""
"","1","","65048","14","","","5152065","32","",""
"","0","","65049","0.7","","","5152065","93","",""
"","0","2.8","65050","65","12","","5152065","121","1","1"
"","0","","65051","1","","","5152065","93","",""
"","1","1","65052","7","1","0","5152065","6","1","1"
"","0","","65053","2.2","","","5152065","93","",""
"","ghost_stretch1_turn","1","65054","131911","0.2","0","5152065","3","sad_talkR","0"
"","vo_rag_4003","","65055","vo_rag","","","5152065","21","0","0"
"0.5","那個，那邊沒有任何人……\n呀啊！","0","65056","131911","0","50","5152065","11","1","6"
"","0","","65057","2.5","","","5152065","93","",""
"","shock_inR","1","65058","131911","0.2","0","5152065","3","shock_loopR","0"
"","0","","65059","2.1","","","5152065","93","",""
"","","","65060","65056","","","5152065","91","0","0"
"","ghost_stretch2_turn","","65061","131911","0.2","","5152065","3","","0"
"","0","","65062","0.4","","","5152065","93","",""
"","radio_stretch2R_loop","","65063","127111","0.2","","5152065","3","","1"
"","0","","65064","0.1","","","5152065","93","",""
"","radio_stretch2_loop","","65065","132111","0.2","","5152065","3","","1"
"","radio_stretch2_loop","","65066","4","0.2","","5152065","3","","1"
"","radio_stretch2_loop_faceBlue","","65067","131911","0.2","","5152065","3","","1"
"","radio_stretch2_loop","","65068","126911","0.2","","5152065","3","","1"
"","radio_stretch2_loop_faceBlue","","65069","113111","0.2","","5152065","3","","1"
"","radio_stretch2_loop","","65070","7","0.2","","5152065","3","","1"
"","vo_rag_4004","","65071","vo_rag","","","5152065","21","0","0"
"0.5","喂、喂喂，饒了我吧……","0","65072","113111","0","50","5152065","11","1","7"
"","0","","65073","6.6","","","5152065","93","",""
"","vo_rag_4005","","65074","vo_rag","","","5152065","21","0","0"
"0.5","沒錯，就是這樣。","0","65075","127111","0","0","5152065","11","1","8"
"","0","","65076","3.4","","","5152065","93","",""
"","spread","","65077","14","","","5152065","37","",""
"","0","","65078","0.3","","","5152065","93","",""
"","radio_stretch1_loop_surprise1","","65079","127111","0.2","","5152065","3","","1"
"","0","","65080","0.1","","","5152065","93","",""
"","radio_stretch1_loop_faceBlue","","65081","132111","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65082","4","0.2","","5152065","3","","1"
"","radio_stretch1_loop_faceBlue","","65083","131911","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65084","126911","0.2","","5152065","3","","1"
"","radio_stretch1_loop_faceBlue","","65085","113111","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65086","7","0.2","","5152065","3","","1"
"","se_10058300_ghost_cold","","65087","se_10058300","","","5152065","23","","0"
"","0","","65088","1","","","5152065","93","",""
"","vo_rag_4006","","65089","vo_rag","","","5152065","21","0","0"
"0.5","呀！姊、姊姊……","0","65090","132111","0","0","5152065","11","1","8"
"","0","","65091","4.6","","","5152065","93","",""
"","vo_rag_4007","","65092","vo_rag","","","5152065","21","0","0"
"0.5","二二、三四……","0","65093","127111","0","0","5152065","11","1","8"
"","0","","65094","3.7","","","5152065","93","",""
"","0","","65095","1.1","","","5152065","93","",""
"","","","65096","0","","","5152065","91","0","0"
"","radio_stretch2R_loop","","65097","127111","0.2","","5152065","3","","1"
"","0","","65098","0.1","","","5152065","93","",""
"","radio_stretch2_loop_faceBlue","","65099","132111","0.2","","5152065","3","","1"
"","radio_stretch2_loop","","65100","4","0.2","","5152065","3","","1"
"","radio_stretch2_loop_faceBlue","","65101","131911","0.2","","5152065","3","","1"
"","radio_stretch2_loop","","65102","126911","0.2","","5152065","3","","1"
"","radio_stretch2_loop_faceBlue","","65103","113111","0.2","","5152065","3","","1"
"","radio_stretch2_loop","","65104","7","0.2","","5152065","3","","1"
"","vo_rag_4008","","65105","vo_rag","","","5152065","21","0","0"
"0.5","是風。\n絕對是風造成的。\n集中精神在體操上，雷姆。","0","65106","4","0","0","5152065","11","1","8"
"","0","","65107","5.1","","","5152065","93","",""
"","0","","65108","0","","","5152065","93","",""
"","1","","65109","15","","","5152065","32","",""
"","197","11","65110","15","","","5152065","33","0.8","-130"
"","197","11","65111","6","","","5152065","2","0.8","-280"
"","se_10058300_ghost_soul","","65112","se_10058300","","","5152065","23","","0"
"","0","","65113","0.5","","","5152065","93","",""
"","shock_jump","1","65114","131911","0.2","0","5152065","3","escape","0"
"","shock_jump","1","65115","113111","0.2","0","5152065","3","escape","0"
"","vo_rag_4010","","65116","vo_rag","","","5152065","21","0","0"
"0.8","呀啊啊啊──！","0","65117","131911","20","80","5152065","11","0","20"
"","vo_rag_4011","","65118","vo_rag","","","5152065","21","0","1"
"0","咿、咿咿咿咿──！？","0","65119","113111","-20","80","5152065","11","0","18"
"","0","","65120","0.3","","","5152065","93","",""
"","0","","65121","6","","","5152065","4","",""
"","0","","65122","0.7","","","5152065","93","",""
"","-1050","0","65123","131911","","","5152065","2","2","-264"
"","-1229","0","65124","113111","","","5152065","2","2","-285"
"","out","","65125","2","","","5152065","37","",""
"","out","","65126","16","","","5152065","37","",""
"","out","","65127","14","","","5152065","37","",""
"","bgm_MC173B","0","65128","bgm_MC173B","0","1","5152065","27","0.5","0.5"
"","idle_normal","","65129","7","0.2","","5152065","3","","1"
"","1","0","65130","7","1.2","0","5152065","6","1","1"
"","sad_idle_normal","","65131","127111","0.2","","5152065","3","","1"
"","0","","65132","0.1","","","5152065","93","",""
"","idle_normal_surprise1","","65133","132111","0.2","","5152065","3","","1"
"","idle_normal_surprise1","","65134","4","0.2","","5152065","3","","1"
"","idle_normal","","65135","126911","0.2","","5152065","3","","1"
"","0","","65136","0.1","","","5152065","93","",""
"","1","1","65137","6","1","0","5152065","6","1","1"
"","0","","65138","2","","","5152065","93","",""
"","vo_rag_4009","","65139","vo_rag","","","5152065","21","0","0"
"0","喂──忍……\n我可找到妳了。","1","65140","6","0","20","5152065","11","1","8"
"","","","65141","0","","","5152065","91","",""
"","sad_talk_talk2","","65142","127111","0.2","","5152065","3","","1"
"","ghost_dokuro_turn","1","65143","6","0.2","0","5152065","3","ghost_dokuro_idleR","0"
"","vo_rag_4012","","65144","vo_rag","","","5152065","21","0","0"
"0","那麼，大家打起精神，\n繼續做體操吧。","1","65145","127111","0","0","5152065","11","1","8"
"","","","65146","65145","","","5152065","91","0","0"
"","radio_stretch1_loop_surprise1","","65147","127111","0.2","","5152065","3","","1"
"","0","","65148","0.1","","","5152065","93","",""
"","radio_stretch1_loop","","65149","132111","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65150","4","0.2","","5152065","3","","1"
"","radio_stretch1_loop","","65151","126911","0.2","","5152065","3","","1"
"","0","","65152","2.5","","","5152065","93","",""
"","0","","65153","0.5","","","5152065","93","",""
"","","","65154","65155","","","5152065","101","",""
"","bgm_MC173B","","65155","bgm_MC173B","","","5152065","25","",""
"","0","","65156","0","","","5152065","22","",""
"","0","","65157","1","","","5152065","22","",""
"idle_normal","131911","-259","66001","1","1.55","0","5152066","1","-151","108"
"wish_idle_normal","132111","-295","66002","1","1.55","0","5152066","1","-460","110"
"doya_idle","4","-277","66003","4","1.55","0","5152066","5","-305","109"
"idle_normal","107511","-258","66004","1","1.55","1","5152066","1","89","105"
"wish_idle_normal","107611","-297","66005","1","1.55","1","5152066","1","407","107"
"cool_idle","107811","-278","66006","1","1.55","1","5152066","1","245","106"
"wish_idle_normal","126911","-142","66007","1","1.45","1","5152066","1","329","103"
"idle_normal","110311","-158","66008","1","1.45","1","5152066","1","479","104"
"sad_idle_normal","113511","-132","66009","1","1.45","1","5152066","1","178","102"
"empty","5","-259","66010","5","1.55","0","5152066","5","-151","107"
"empty","2","120","66011","2","0.75","0","5152066","5","15","210"
"","208","","66012","131911","","","5152066","13","",""
"","210","","66013","132111","","","5152066","13","",""
"","209","","66014","4","","","5152066","13","",""
"","205","","66015","107511","","","5152066","13","",""
"","207","","66016","107611","","","5152066","13","",""
"","206","","66017","107811","","","5152066","13","",""
"","203","","66018","126911","","","5152066","13","",""
"","204","","66019","110311","","","5152066","13","",""
"","202","","66020","113511","","","5152066","13","",""
"","1","1","66021","1","1","","5152066","31","0","0"
"","4","1","66022","4","0","","5152066","31","0","0"
"","2","1","66023","2","0","","5152066","31","0","0"
"","3","1","66024","3","1","","5152066","31","0","0"
"","17","1","66025","17","0","","5152066","31","0","0"
"","0","","66026","0","","","5152066","91","",""
"","telop_6","","66027","3","","","5152066","37","",""
"","0","","66028","0","","","5152066","102","","0"
"","0","","66029","1","","","5152066","93","",""
"","talk_normal_joy","","66030","131911","0.2","","5152066","3","","1"
"","vo_rag_1001","","66031","vo_rag","","","5152066","21","0","0"
"0","那麼各位，\n廣播體操要開始囉！","1","66032","131911","-10","5","5152066","11","1","6"
"","","","66033","66032","","","5152066","91","0","0"
"","idle_normal_joy","","66034","131911","0.2","","5152066","3","","1"
"","gutsB_in","1","66035","132111","0.2","0","5152066","3","gutsB_idle","0"
"","cool_in_talk2","1","66036","4","0.2","0","5152066","3","cool_talk_talk2","0"
"","handsup_in","1","66037","107511","0.2","0","5152066","3","handsup_loop","0"
"","wish_talk","","66038","107611","0.2","","5152066","3","","1"
"","wish2_idle","","66039","126911","0.2","","5152066","3","","1"
"","joy_idle","","66040","110311","0.2","","5152066","3","","1"
"","doya_in","1","66041","107811","0.2","0","5152066","3","doya_idle_normal2","0"
"","wish_talk_joy_shy","","66042","113511","0.2","","5152066","3","","1"
"","","","66043","2.5","","","5152066","93","0","0"
"","bgm_MC175A","","66044","bgm_MC175A","","","5152066","25","",""
"","1","","66045","2","","","5152066","32","",""
"","wish_idle_normal","","66046","132111","0.2","","5152066","3","","1"
"","doya_idle","","66047","4","0.2","","5152066","3","","1"
"","idle_normal","","66048","107511","0.2","","5152066","3","","1"
"","wish_idle_normal","","66049","107611","0.2","","5152066","3","","1"
"","cool_idle","","66050","126911","0.2","","5152066","3","","1"
"","wish_idle_normal","","66051","110311","0.2","","5152066","3","","1"
"","idle_normal","","66052","107811","0.2","","5152066","3","","1"
"","sad_idle_normal","","66053","113511","0.2","","5152066","3","","1"
"","vo_rag_1002","","66054","vo_rag","","","5152066","21","0","0"
"0.5","首先先蹦蹦地跳起來，\n放鬆全身。","0","66055","131911","-10","5","5152066","11","1","4"
"","0","","66056","0.5","","","5152066","93","",""
"","radio_jump_loop_normal2","","66057","131911","0.2","","5152066","3","","1"
"","","","66058","1.6","","","5152066","93","0","0"
"","radio_jump_loop","","66059","132111","0.2","","5152066","3","","1"
"","radio_jump_loop_talk2","","66060","4","0.2","","5152066","3","","1"
"","","","66061","0.1","","","5152066","93","0","0"
"","radio_jump_loop","","66062","107511","0.2","","5152066","3","","1"
"","radio_jump_loop","","66063","107611","0.2","","5152066","3","","1"
"","radio_jump_loop","","66064","126911","0.2","","5152066","3","","1"
"","radio_jump_loop","","66065","110311","0.2","","5152066","3","","1"
"","radio_jump_loop","","66066","107811","0.2","","5152066","3","","1"
"","radio_jump_loop","","66067","113511","0.2","","5152066","3","","1"
"","0","","66068","3","","","5152066","93","",""
"","","","66069","66055","","","5152066","91","0","0"
"","vo_rag_1003","","66070","vo_rag","","","5152066","21","0","0"
"0.5","即便只是跳躍\n也意外地累人呢。","0","66071","4","-10","5","5152066","11","1","7"
"","0","","66072","3.2","","","5152066","93","",""
"","","","66073","66071","","","5152066","91","0","0"
"","0","","66074","1.5","","","5152066","93","",""
"","idle_normal","","66075","131911","0.3","","5152066","3","","1"
"","wish_talk","","66076","132111","0.3","","5152066","3","","1"
"","cool_idle","","66077","4","0.3","","5152066","3","","1"
"","0","","66078","0.1","","","5152066","93","",""
"","idle_normal","","66079","107511","0.3","","5152066","3","","1"
"","wish_idle","","66080","107611","0.3","","5152066","3","","1"
"","wish_idle_normal","","66081","126911","0.3","","5152066","3","","1"
"","idle_normal","","66082","110311","0.3","","5152066","3","","1"
"","cool_idle","","66083","107811","0.3","","5152066","3","","1"
"","sad_idle_normal","","66084","113511","0.3","","5152066","3","","1"
"","vo_rag_1004","","66085","vo_rag","","","5152066","21","0","0"
