30380df964836201420a2654e28c57fc686a5e065ac670a226f30d61a5271b4a,f51c74e225c3e7718a1585b67173cb4b825a0f1306b6e3ae31c9b0dd14b03893,ce860a1f6416946233e2d1fd0cd5e639c4f08309025814f989493c67ef6e2147,8a28976e5c094db4115e36446788c2852dd303a1c25d5278f77bf2d7cabe1351,69bece732a198fa95415fc3980203f8455b3bb872ee12f3864dcb6224a4f2bee,3822367adf1e2e7f35fdf1f91c531d36b6f411171d37b26c3646cb644d11b345,1b8afaaf76a2e59ceb69075a82f2c225a0df0df3e42c46220ff9416a93aa7098,672ecb4897bcb16db03c153ab6ee556075b77a48e579c00e44398a0fe55edbcf,857375a8a7cbe2b8aafbfda0aa5f177c953af6637acf5380cf3abe11abfcdb85,dbff9dd073ea3686596975039e68165eff348d4c7f1121abc381ff93dc5d69f2,3edc1eaafa59ce93da99ae2e01c27f510bf6c95728961a3daaa632cb93dbb642,3a023e2a1d7635aede598dc415e5c2685e3d8dc165f105a4baa7b2146290b2f1
"100590153","0","0","1005901","vo_ske","0","0","vo_ske_0608","0","2","53","0"
"100590154","0","2","1005901","0","0","0","0","10","1","54","221"
"100590155","0","0","1005901","0","2.7","1","0","0","4","55","0"
"100590156","221","1","1005901","0","0","0","0","10","1","56","385"
"100590157","0","0","1005901","0","1","1","0","0","4","57","0"
"100590158","0","0.7","1005901","0","0","0","0","11","1","58","0"
"100590159","0","0","1005901","0","1.9","1","0","0","4","59","0"
"100590160","0","1.6","1005901","0","0","0","0","11","1","60","400"
"100590161","0","0","1005901","0","4","1","0","0","4","61","0"
"100590162","0","0","1005901","vo_ske","0","0","vo_ske_0609","0","2","62","0"
"100590163","0","2","1005901","0","0","0","0","12","1","63","288"
"100590164","0","0","1005901","0","3.8","1","0","0","4","64","0"
"100590165","0","0","1005901","vo_ske","0","0","vo_ske_0610","0","2","65","0"
"100590166","0","0.7","1005901","0","0","0","0","13","1","66","189"
"100590167","0","0","1005901","0","1.4","1","0","0","4","67","0"
"100590168","189","1.7","1005901","0","0","0","0","13","1","68","340"
"100590169","0","0","1005901","0","4.2","1","0","0","4","69","0"
"100590201","0","0","1005902","0","0.8","1","0","0","4","1","0"
"100590202","0","0","1005902","vo_ske","0","0","vo_ske_0701","0","2","2","0"
"100590203","0","2.3","1005902","0","0","0","0","1","1","3","310"
"100590204","0","0","1005902","0","3.6","1","0","0","4","4","0"
"100590205","0","0","1005902","vo_ske","0","0","vo_ske_0702","0","2","5","0"
"100590206","0","0.9","1005902","0","0","0","0","2","1","6","215"
"100590207","0","0","1005902","0","1.6","1","0","0","4","7","0"
"100590208","215","0.7","1005902","0","0","0","0","2","1","8","316"
"100590209","0","0","1005902","0","1.6","1","0","0","4","9","0"
"100590210","0","0.9","1005902","0","0","0","0","3","1","10","86"
"100590211","0","0","1005902","0","1.5","1","0","0","4","11","0"
"100590212","86","1.9","1005902","0","0","0","0","3","1","12","250"
"100590213","0","0","1005902","0","3.5","1","0","0","4","13","0"
"100590214","0","0","1005902","vo_ske","0","0","vo_ske_0703","0","2","14","0"
"100590215","0","1.2","1005902","0","0","0","0","4","1","15","180"
"100590216","0","0","1005902","0","2.1","1","0","0","4","16","0"
"100590217","180","1.6","1005902","0","0","0","0","4","1","17","410"
"100590218","0","0","1005902","0","1.6","1","0","0","4","18","0"
"100590219","0","0.6","1005902","0","0","0","0","5","1","19","88"
"100590220","0","0","1005902","0","2.5","1","0","0","4","20","0"
"100590221","0","0","1005902","vo_ske","0","0","vo_ske_0704","0","2","21","0"
"100590222","88","0.7","1005902","0","0","0","0","5","1","22","194"
"100590223","0","0","1005902","0","2.4","1","0","0","4","23","0"
"100590224","194","1.1","1005902","0","0","0","0","5","1","24","410"
"100590225","0","0","1005902","0","1.1","1","0","0","4","25","0"
"100590226","0","1.5","1005902","0","0","0","0","6","1","26","119"
"100590227","0","0","1005902","0","2","1","0","0","4","27","0"
"100590228","119","1.4","1005902","0","0","0","0","6","1","28","410"
"100590229","0","0","1005902","0","2.9","1","0","0","4","29","0"
"100590230","0","0","1005902","vo_ske","0","0","vo_ske_0705","0","2","30","0"
"100590231","0","0.6","1005902","0","0","0","0","7","1","31","105"
"100590232","0","0","1005902","0","1.4","1","0","0","4","32","0"
"100590233","105","2","1005902","0","0","0","0","7","1","33","390"
"100590234","0","0","1005902","0","5.2","1","0","0","4","34","0"
"100590235","0","0","1005902","vo_ske","0","0","vo_ske_0706","0","2","35","0"
"100590236","0","1.226","1005902","0","0","0","0","8","1","36","167"
"100590237","0","0","1005902","0","1.934","1","0","0","4","37","0"
"100590238","167","1.42","1005902","0","0","0","0","8","1","38","247"
"100590239","0","0","1005902","0","1.552","1","0","0","4","39","0"
"100590240","247","0.6","1005902","0","0","0","0","8","1","40","410"
"100590241","0","0","1005902","0","0.6","1","0","0","4","41","0"
"100590242","0","1.2","1005902","0","0","0","0","9","1","42","149"
"100590243","0","0","1005902","0","3","1","0","0","4","43","0"
"100590244","0","0","1005902","vo_ske","0","0","vo_ske_0707","0","2","44","0"
"100590245","149","1","1005902","0","0","0","0","9","1","45","269"
"100590246","0","0","1005902","0","2","1","0","0","4","46","0"
"100590247","269","0.9","1005902","0","0","0","0","9","1","47","402"
"100590248","0","0","1005902","0","3.1","1","0","0","4","48","0"
"100590249","0","0","1005902","vo_ske","0","0","vo_ske_0708","0","2","49","0"
"100590250","0","1.1","1005902","0","0","0","0","10","1","50","200"
"100590251","0","0","1005902","0","2.4","1","0","0","4","51","0"
"100590252","0","0","1005902","vo_ske","0","0","vo_ske_0709","0","2","52","0"
"100590253","0","2.5","1005902","0","0","0","0","11","1","53","236"
"100590254","0","0","1005902","0","3.4","1","0","0","4","54","0"
"100590255","0","0","1005902","vo_ske","0","0","vo_ske_0710","0","2","55","0"
"100590256","236","1.4","1005902","0","0","0","0","11","1","56","410"
"100590257","0","0","1005902","0","2.1","1","0","0","4","57","0"
"100590258","0","1.3","1005902","0","0","0","0","12","1","58","302"
"100590259","0","0","1005902","0","3.2","1","0","0","4","59","0"
"100590260","0","0","1005902","vo_ske","0","0","vo_ske_0711","0","2","60","0"
"100590261","0","0.8","1005902","0","0","0","0","13","1","61","88"
"100590262","0","0","1005902","0","1.9","1","0","0","4","62","0"
"100590263","88","1.7","1005902","0","0","0","0","13","1","63","305"
"100590264","0","0","1005902","0","3.5","1","0","0","4","64","0"
"100590265","0","0","1005902","vo_ske","0","0","vo_ske_0712","0","2","65","0"
"100590266","0","1","1005902","0","0","0","0","14","1","66","188"
"100590267","0","0","1005902","0","1.9","1","0","0","4","67","0"
"100590268","188","1.6","1005902","0","0","0","0","14","1","68","420"
"100590269","0","0","1005902","0","4.1","1","0","0","4","69","0"
"100590301","0","0","1005903","0","0.8","1","0","0","4","1","0"
"100590302","0","0","1005903","vo_ske","0","0","vo_ske_0801","0","2","2","0"
"100590303","0","2.2","1005903","0","0","0","0","1","1","3","231"
"100590304","0","0","1005903","0","3.4","1","0","0","4","4","0"
"100590305","0","0","1005903","vo_ske","0","0","vo_ske_0802","0","2","5","0"
"100590306","0","0.465","1005903","0","0","0","0","2","1","6","50"
"100590307","0","0","1005903","0","0.998","1","0","0","4","7","0"
"100590308","50","1.722","1005903","0","0","0","0","2","1","8","226"
"100590309","0","0","1005903","0","3.024","1","0","0","4","9","0"
"100590310","226","0.8","1005903","0","0","0","0","2","1","10","388"
"100590311","0","0","1005903","0","0.8","1","0","0","4","11","0"
"100590312","0","0.9","1005903","0","0","0","0","3","1","12","136"
"100590313","0","0","1005903","0","2.5","1","0","0","4","13","0"
"100590314","136","1","1005903","0","0","0","0","3","1","14","263"
"100590315","0","0","1005903","0","1.8","1","0","0","4","15","0"
"100590316","263","1.2","1005903","0","0","0","0","3","1","16","388"
"100590317","0","0","1005903","0","1.2","1","0","0","4","17","0"
"100590318","0","0.828","1005903","0","0","0","0","4","1","18","0"
"100590319","0","0","1005903","0","3.156","1","0","0","4","19","0"
"100590320","0","0","1005903","vo_ske","0","0","vo_ske_0803","0","2","20","0"
"100590321","0","1.2","1005903","0","0","0","0","4","1","21","71"
"100590322","0","0","1005903","0","2.3","1","0","0","4","22","0"
"100590323","71","1.8","1005903","0","0","0","0","4","1","23","347"
"100590324","0","0","1005903","0","3.4","1","0","0","4","24","0"
"100590325","0","1.9","1005903","0","0","0","0","5","1","25","350"
"100590326","0","0","1005903","0","4.3","1","0","0","4","26","0"
"100590327","0","0","1005903","vo_ske","0","0","vo_ske_0804","0","2","27","0"
"100590328","0","1.067","1005903","0","0","0","0","6","1","28","117"
"100590329","0","0","1005903","0","1.523","1","0","0","4","29","0"
"100590330","117","0.674","1005903","0","0","0","0","6","1","30","235"
"100590331","0","0","1005903","0","2.337","1","0","0","4","31","0"
"100590332","0","0","1005903","vo_ske","0","0","vo_ske_0805","0","2","32","0"
"100590333","0","1.1","1005903","0","0","0","0","7","1","33","235"
"100590334","0","0","1005903","0","1.1","1","0","0","4","34","0"
"100590335","0","0.675","1005903","0","0","0","0","8","1","35","0"
"100590336","0","0","1005903","0","1.662","1","0","0","4","36","0"
"100590337","0","2","1005903","0","0","0","0","8","1","37","350"
"100590338","0","0","1005903","0","4.3","1","0","0","4","38","0"
"100590339","0","0","1005903","vo_ske","0","0","vo_ske_0806","0","2","39","0"
"100590340","0","1.3","1005903","0","0","0","0","9","1","40","125"
"100590341","0","0","1005903","0","2.5","1","0","0","4","41","0"
"100590342","125","1.7","1005903","0","0","0","0","9","1","42","358"
"100590343","0","0","1005903","0","1.7","1","0","0","4","43","0"
"100590344","358","0.5","1005903","0","0","0","0","9","1","44","400"
"100590345","0","0","1005903","0","3.5","1","0","0","4","45","0"
"100590346","0","0","1005903","vo_ske","0","0","vo_ske_0807","0","2","46","0"
"100590347","0","2","1005903","0","0","0","0","10","1","47","199"
"100590348","0","0","1005903","0","3.2","1","0","0","4","48","0"
"100590349","199","1.1","1005903","0","0","0","0","10","1","49","400"
"100590350","0","0","1005903","0","1.1","1","0","0","4","50","0"
"100590351","0","0.8","1005903","0","0","0","0","11","1","51","0"
"100590352","0","0","1005903","0","2.4","1","0","0","4","52","0"
"100590353","0","1.7","1005903","0","0","0","0","11","1","53","328"
"100590354","0","0","1005903","0","4.6","1","0","0","4","54","0"
"100590355","0","0","1005903","vo_ske","0","0","vo_ske_0808","0","2","55","0"
"100590356","0","0.4","1005903","0","0","0","0","12","1","56","95"
"100590357","0","0","1005903","0","2","1","0","0","4","57","0"
"100590358","95","2.3","1005903","0","0","0","0","12","1","58","250"
"100590359","0","0","1005903","0","3.2","1","0","0","4","59","0"
"100590360","250","0.9","1005903","0","0","0","0","12","1","60","380"
"100590361","0","0","1005903","0","3.2","1","0","0","4","61","0"
"100590362","0","0","1005903","vo_ske","0","0","vo_ske_0809","0","2","62","0"
"100590363","0","0.8","1005903","0","0","0","0","13","1","63","318"
"100590364","0","0","1005903","0","3.3","1","0","0","4","64","0"
"100590401","0","0","1005904","0","0.8","1","0","0","4","1","0"
"100590402","0","0","1005904","vo_ske","0","0","vo_ske_0901","0","2","2","0"
"100590403","0","1.325","1005904","0","0","0","0","1","1","3","158"
"100590404","0","0","1005904","0","2.008","1","0","0","4","4","0"
"100590405","158","1.863","1005904","0","0","0","0","1","1","5","365"
"100590406","0","0","1005904","0","3.699","1","0","0","4","6","0"
"100590407","0","0","1005904","vo_ske","0","0","vo_ske_0902","0","2","7","0"
"100590408","0","1.3","1005904","0","0","0","0","2","1","8","175"
"100590409","0","0","1005904","0","2.1","1","0","0","4","9","0"
"100590410","0","1.8","1005904","0","0","0","0","3","1","10","242"
"100590411","0","0","1005904","0","1.8","1","0","0","4","11","0"
"100590412","242","0.7","1005904","0","0","0","0","3","1","12","320"
"100590413","0","0","1005904","0","1.6","1","0","0","4","13","0"
"100590414","320","2.2","1005904","0","0","0","0","3","1","14","320"
"100590415","0","0","1005904","0","4.8","1","0","0","4","15","0"
"100590416","0","0","1005904","vo_ske","0","0","vo_ske_0903","0","2","16","0"
"100590417","0","2.3","1005904","0","0","0","0","4","1","17","252"
"100590418","0","0","1005904","0","3","1","0","0","4","18","0"
"100590419","252","0.8","1005904","0","0","0","0","4","1","19","415"
"100590420","0","0","1005904","0","1.3","1","0","0","4","20","0"
"100590421","0","2.8","1005904","0","0","0","0","5","1","21","415"
"100590422","0","0","1005904","0","4.9","1","0","0","4","22","0"
"100590423","0","0","1005904","vo_ske","0","0","vo_ske_0904","0","2","23","0"
"100590424","0","0.9","1005904","0","0","0","0","6","1","24","99"
"100590425","0","0","1005904","0","1.9","1","0","0","4","25","0"
"100590426","99","0.8","1005904","0","0","0","0","6","1","26","315"
"100590427","0","0","1005904","0","1.4","1","0","0","4","27","0"
"100590428","315","1.7","1005904","0","0","0","0","6","1","28","395"
"100590429","0","0","1005904","0","1.7","1","0","0","4","29","0"
"100590430","0","0.3","1005904","0","0","0","0","7","1","30","0"
"100590431","0","0","1005904","0","1.2","1","0","0","4","31","0"
"100590432","0","2.1","1005904","0","0","0","0","7","1","32","317"
"100590433","0","0","1005904","0","4.1","1","0","0","4","33","0"
"100590434","0","0","1005904","vo_ske","0","0","vo_ske_0905","0","2","34","0"
"100590435","0","1.3","1005904","0","0","0","0","8","1","35","123"
"100590436","0","0","1005904","0","1.9","1","0","0","4","36","0"
"100590437","123","0.59","1005904","0","0","0","0","8","1","37","311"
"100590438","0","0","1005904","0","2.656","1","0","0","4","38","0"
"100590439","0","0","1005904","vo_ske","0","0","vo_ske_0906","0","2","39","0"
"100590440","0","0.8","1005904","0","0","0","0","9","1","40","115"
"100590441","0","0","1005904","0","1.7","1","0","0","4","41","0"
"100590442","115","2.1","1005904","0","0","0","0","9","1","42","400"
"100590443","0","0","1005904","0","2.1","1","0","0","4","43","0"
"100590444","0","1.4","1005904","0","0","0","0","10","1","44","147"
"100590445","0","0","1005904","0","3.3","1","0","0","4","45","0"
"100590446","147","1.1","1005904","0","0","0","0","10","1","46","252"
"100590447","0","0","1005904","0","2.2","1","0","0","4","47","0"
"100590448","252","0.6","1005904","0","0","0","0","10","1","48","420"
"100590449","0","0","1005904","0","0.6","1","0","0","4","49","0"
"100590450","0","2.1","1005904","0","0","0","0","11","1","50","253"
"100590451","0","0","1005904","0","4.7","1","0","0","4","51","0"
"100590452","0","0","1005904","vo_ske","0","0","vo_ske_0907","0","2","52","0"
"100590453","0","0.8","1005904","0","0","0","0","12","1","53","95"
"100590454","0","0","1005904","0","1.7","1","0","0","4","54","0"
"100590455","95","1.34","1005904","0","0","0","0","12","1","55","272"
"100590456","0","0","1005904","0","1.874","1","0","0","4","56","0"
"100590457","272","0.776","1005904","0","0","0","0","12","1","57","410"
"100590458","0","0","1005904","0","2.613","1","0","0","4","58","0"
"100590459","0","0","1005904","vo_ske","0","0","vo_ske_0908","0","2","59","0"
"100590460","0","1.5","1005904","0","0","0","0","13","1","60","283"
"100590461","0","0","1005904","0","2.6","1","0","0","4","61","0"
"100590462","283","2","1005904","0","0","0","0","13","1","62","399"
"100590463","0","0","1005904","0","4.5","1","0","0","4","63","0"
"100590501","0","0","1005905","0","0.8","1","0","0","4","1","0"
"100590502","0","0","1005905","vo_ske","0","0","vo_ske_1001","0","2","2","0"
"100590503","0","0.5","1005905","0","0","0","0","1","1","3","114"
"100590504","0","0","1005905","0","1.1","1","0","0","4","4","0"
"100590505","114","1.4","1005905","0","0","0","0","1","1","5","235"
"100590506","0","0","1005905","0","2.8","1","0","0","4","6","0"
"100590507","0","0","1005905","vo_ske","0","0","vo_ske_1002","0","2","7","0"
"100590508","0","1.8","1005905","0","0","0","0","2","1","8","155"
"100590509","0","0","1005905","0","2.4","1","0","0","4","9","0"
"100590510","155","1.4","1005905","0","0","0","0","2","1","10","400"
"100590511","0","0","1005905","0","3.3","1","0","0","4","11","0"
"100590512","0","0","1005905","vo_ske","0","0","vo_ske_1003","0","2","12","0"
"100590513","0","2.224","1005905","0","0","0","0","3","1","13","264"
"100590514","0","0","1005905","0","2.769","1","0","0","4","14","0"
"100590515","264","0.869","1005905","0","0","0","0","3","1","15","415"
"100590516","0","0","1005905","0","1.635","1","0","0","4","16","0"
"100590517","0","0.6","1005905","0","0","0","0","4","1","17","99"
"100590518","0","0","1005905","0","2.2","1","0","0","4","18","0"
"100590519","0","0","1005905","vo_ske","0","0","vo_ske_1004","0","2","19","0"
"100590520","99","1.3","1005905","0","0","0","0","4","1","20","260"
"100590521","0","0","1005905","0","1.8","1","0","0","4","21","0"
"100590522","260","0.9","1005905","0","0","0","0","4","1","22","415"
"100590523","0","0","1005905","0","0.9","1","0","0","4","23","0"
"100590524","0","0.9","1005905","0","0","0","0","5","1","24","242"
"100590525","0","0","1005905","0","2.7","1","0","0","4","25","0"
"100590526","242","1.059","1005905","0","0","0","0","5","1","26","370"
"100590527","0","0","1005905","0","3","1","0","0","4","27","0"
"100590528","0","0","1005905","vo_ske","0","0","vo_ske_1005","0","2","28","0"
"100590529","0","1.2","1005905","0","0","0","0","6","1","29","261"
"100590530","0","0","1005905","0","1.7","1","0","0","4","30","0"
"100590531","261","2.1","1005905","0","0","0","0","6","1","31","397"
"100590532","0","0","1005905","0","4.5","1","0","0","4","32","0"
"100590533","0","0","1005905","vo_ske","0","0","vo_ske_1006","0","2","33","0"
"100590534","0","0.566","1005905","0","0","0","0","7","1","34","47"
"100590535","0","0","1005905","0","1.552","1","0","0","4","35","0"
"100590536","47","2.318","1005905","0","0","0","0","7","1","36","362"
"100590537","0","0","1005905","0","3.724","1","0","0","4","37","0"
"100590538","0","2.077","1005905","0","0","0","0","8","1","38","242"
"100590539","0","0","1005905","0","2.729","1","0","0","4","39","0"
"100590540","242","0.66","1005905","0","0","0","0","8","1","40","327"
"100590541","0","0","1005905","0","2.832","1","0","0","4","41","0"
"100590542","0","0","1005905","vo_ske","0","0","vo_ske_1007","0","2","42","0"
"100590543","0","0.608","1005905","0","0","0","0","9","1","43","94"
"100590544","0","0","1005905","0","1.363","1","0","0","4","44","0"
"100590545","94","1.493","1005905","0","0","0","0","9","1","45","338"
"100590546","0","0","1005905","0","2.007","1","0","0","4","46","0"
"100590547","338","0.237","1005905","0","0","0","0","9","1","47","415"
"100590548","0","0","1005905","0","0.4","1","0","0","4","48","0"
"100590549","0","1.2","1005905","0","0","0","0","10","1","49","121"
"100590550","0","0","1005905","0","2.82","1","0","0","4","50","0"
"100590551","0","0","1005905","vo_ske","0","0","vo_ske_1008","0","2","51","0"
"100590552","121","1.2","1005905","0","0","0","0","10","1","52","260"
"100590553","0","0","1005905","0","2.4","1","0","0","4","53","0"
"100590554","260","1.5","1005905","0","0","0","0","10","1","54","415"
"100590555","0","0","1005905","0","1.5","1","0","0","4","55","0"
"100590556","0","1.2","1005905","0","0","0","0","11","1","56","203"
"100590557","0","0","1005905","0","2.7","1","0","0","4","57","0"
"100590558","203","1.6","1005905","0","0","0","0","11","1","58","390"
"100590559","0","0","1005905","0","3.7","1","0","0","4","59","0"
"100590560","0","0","1005905","vo_ske","0","0","vo_ske_1009","0","2","60","0"
"100590561","0","2.9","1005905","0","0","0","0","12","1","61","345"
"100590562","0","0","1005905","0","4","1","0","0","4","62","0"
"100590563","0","1.6","1005905","0","0","0","0","13","1","63","335"
"100590564","0","0","1005905","0","3.6","1","0","0","4","64","0"
"100590565","0","0","1005905","vo_ske","0","0","vo_ske_1010","0","2","65","0"
"100590566","0","0.7","1005905","0","0","0","0","14","1","66","94"
"100590567","0","0","1005905","0","2.1","1","0","0","4","67","0"
"100590568","94","1.9","1005905","0","0","0","0","14","1","68","360"
"100590569","0","0","1005905","0","4.4","1","0","0","4","69","0"
"100590601","0","0","1005906","0","0.8","1","0","0","4","1","0"
"100590602","0","0","1005906","vo_ske","0","0","vo_ske_1101","0","2","2","0"
"100590603","0","1","1005906","0","0","0","0","1","1","3","163"
"100590604","0","0","1005906","0","1.7","1","0","0","4","4","0"
"100590605","163","0.6","1005906","0","0","0","0","1","1","5","253"
"100590606","0","0","1005906","0","1.5","1","0","0","4","6","0"
"100590607","253","0.9","1005906","0","0","0","0","1","1","7","393"
"100590608","0","0","1005906","0","1.5","1","0","0","4","8","0"
"100590609","0","1.6","1005906","0","0","0","0","2","1","9","146"
"100590610","0","0","1005906","0","3.6","1","0","0","4","10","0"
"100590611","0","0","1005906","vo_ske","0","0","vo_ske_1102","0","2","11","0"
"100590612","146","0.9","1005906","0","0","0","0","2","1","12","308"
"100590613","0","0","1005906","0","1.8","1","0","0","4","13","0"
"100590614","308","0.7","1005906","0","0","0","0","2","1","14","415"
"100590615","0","0","1005906","0","1.9","1","0","0","4","15","0"
"100590616","415","0.2","1005906","0","0","0","0","2","1","16","415"
"100590617","0","0","1005906","0","1.5","1","0","0","4","17","0"
"100590618","0","2.1","1005906","0","0","0","0","3","1","18","165"
"100590619","0","0","1005906","0","4.1","1","0","0","4","19","0"
"100590620","0","0","1005906","vo_ske","0","0","vo_ske_1103","0","2","20","0"
"100590621","165","1.7","1005906","0","0","0","0","3","1","21","387"
"100590622","0","0","1005906","0","2.5","1","0","0","4","22","0"
"100590623","0","1.197","1005906","0","0","0","0","4","1","23","179"
"100590624","0","0","1005906","0","1.72","1","0","0","4","24","0"
"100590625","179","1.735","1005906","0","0","0","0","4","1","25","347"
"100590626","0","0","1005906","0","4.154","1","0","0","4","26","0"
"100590627","0","0","1005906","vo_ske","0","0","vo_ske_1104","0","2","27","0"
"100590628","0","2.4","1005906","0","0","0","0","5","1","28","230"
"100590629","0","0","1005906","0","3.1","1","0","0","4","29","0"
"100590630","230","0.7","1005906","0","0","0","0","5","1","30","415"
"100590631","0","0","1005906","0","0.7","1","0","0","4","31","0"
"100590632","0","1.2","1005906","0","0","0","0","6","1","32","163"
"100590633","0","0","1005906","0","1.8","1","0","0","4","33","0"
"100590634","163","1.2","1005906","0","0","0","0","6","1","34","360"
"100590635","0","0","1005906","0","3.8","1","0","0","4","35","0"
"100590636","0","0","1005906","vo_ske","0","0","vo_ske_1105","0","2","36","0"
"100590637","0","0.8","1005906","0","0","0","0","7","1","37","274"
"100590638","0","0","1005906","0","1.4","1","0","0","4","38","0"
"100590639","0","1.1","1005906","0","0","0","0","8","1","39","290"
"100590640","0","0","1005906","0","2.1","1","0","0","4","40","0"
"100590641","290","1.3","1005906","0","0","0","0","8","1","41","415"
"100590642","0","0","1005906","0","1.3","1","0","0","4","42","0"
"100590643","415","0.4","1005906","0","0","0","0","8","1","43","415"
"100590644","0","0","1005906","0","1.9","1","0","0","4","44","0"
"100590645","415","1.152","1005906","0","0","0","0","8","1","45","415"
"100590646","0","0","1005906","0","1.561","1","0","0","4","46","0"
"100590647","415","1.273","1005906","0","0","0","0","8","1","47","415"
"100590648","0","0","1005906","0","3.32","1","0","0","4","48","0"
"100590649","0","0","1005906","vo_ske","0","0","vo_ske_1106","0","2","49","0"
"100590650","0","2.7","1005906","0","0","0","0","9","1","50","300"
"100590651","0","0","1005906","0","3.8","1","0","0","4","51","0"
"100590652","0","0.894","1005906","0","0","0","0","10","1","52","157"
"100590653","0","0","1005906","0","1.455","1","0","0","4","53","0"
"100590654","157","1.334","1005906","0","0","0","0","10","1","54","263"
"100590655","0","0","1005906","0","3.699","1","0","0","4","55","0"
"100590656","0","0","1005906","vo_ske","0","0","vo_ske_1107","0","2","56","0"
"100590657","0","1.7","1005906","0","0","0","0","11","1","57","210"
"100590658","0","0","1005906","0","2.8","1","0","0","4","58","0"
"100590659","0","1.364","1005906","0","0","0","0","12","1","59","218"
"100590660","0","0","1005906","0","3.365","1","0","0","4","60","0"
"100590661","0","0","1005906","vo_ske","0","0","vo_ske_1108","0","2","61","0"
"100590662","0","0.6","1005906","0","0","0","0","13","1","62","85"
"100590663","0","0","1005906","0","2.4","1","0","0","4","63","0"
"100590664","0","0","1005906","vo_ske","0","0","vo_ske_1109","0","2","64","0"
"100590665","0","1","1005906","0","0","0","0","14","1","65","125"
"100590666","0","0","1005906","0","2","1","0","0","4","66","0"
"100590667","125","1","1005906","0","0","0","0","14","1","67","266"
"100590668","0","0","1005906","0","3.5","1","0","0","4","68","0"
