cd768d365918e98f7e88ed56a212e49651d2dcedfa800b92a81ed93e94b183a2,d313c4dd1e3f8b7a5036e388c62016d9385c7081b1b3d4478b4602d7d03c5471,402846457fbbcf075aaa2658421a44b9800c5a4aef01bd4629ccf178a265d596,87c7a6e31288c1a4cccd684e75dd68f0c22d3ad59a0e24aa3ee2d4051d280fc4,ca1273cd2046f01081e09f64da167c0148f8bf206f64514d545447949ae58dc2,af92ecc098b6f57e2474de527f866f9c8004b1b3a0d8334b5b50406bc82ea7d5
"10501081","1","對沙威瑪附加<1>HP+81%","81","5","1"
"10501082","1","對沙威瑪附加<1>HP+82%","82","5","1"
"10501083","1","對沙威瑪附加<1>HP+83%","83","5","1"
"10501084","1","對沙威瑪附加<1>HP+84%","84","5","1"
"10501085","1","對沙威瑪附加<1>HP+85%","85","5","1"
"10501086","1","對沙威瑪附加<1>HP+86%","86","5","1"
"10501087","1","對沙威瑪附加<1>HP+87%","87","5","1"
"10501088","1","對沙威瑪附加<1>HP+88%","88","5","1"
"10501089","1","對沙威瑪附加<1>HP+89%","89","5","1"
"10501090","1","對沙威瑪附加<1>HP+90%","90","5","1"
"10501091","1","對沙威瑪附加<1>HP+91%","91","5","1"
"10501092","1","對沙威瑪附加<1>HP+92%","92","5","1"
"10501093","1","對沙威瑪附加<1>HP+93%","93","5","1"
"10501094","1","對沙威瑪附加<1>HP+94%","94","5","1"
"10501095","1","對沙威瑪附加<1>HP+95%","95","5","1"
"10501096","1","對沙威瑪附加<1>HP+96%","96","5","1"
"10501097","1","對沙威瑪附加<1>HP+97%","97","5","1"
"10501098","1","對沙威瑪附加<1>HP+98%","98","5","1"
"10501099","1","對沙威瑪附加<1>HP+99%","99","5","1"
"10501100","1","對沙威瑪附加<1>HP+100%","100","5","1"
"20101010","1","對輪胎（特大）附加<1>HP+10%","10","1","2"
"20101011","1","對輪胎（特大）附加<1>HP+11%","11","1","2"
"20101012","1","對輪胎（特大）附加<1>HP+12%","12","1","2"
"20101013","1","對輪胎（特大）附加<1>HP+13%","13","1","2"
"20101014","1","對輪胎（特大）附加<1>HP+14%","14","1","2"
"20101015","1","對輪胎（特大）附加<1>HP+15%","15","1","2"
"20101016","1","對輪胎（特大）附加<1>HP+16%","16","1","2"
"20101017","1","對輪胎（特大）附加<1>HP+17%","17","1","2"
"20101018","1","對輪胎（特大）附加<1>HP+18%","18","1","2"
"20101019","1","對輪胎（特大）附加<1>HP+19%","19","1","2"
"20101020","1","對輪胎（特大）附加<1>HP+20%","20","1","2"
"20101021","1","對輪胎（特大）附加<1>HP+21%","21","1","2"
"20101022","1","對輪胎（特大）附加<1>HP+22%","22","1","2"
"20101023","1","對輪胎（特大）附加<1>HP+23%","23","1","2"
"20101024","1","對輪胎（特大）附加<1>HP+24%","24","1","2"
"20101025","1","對輪胎（特大）附加<1>HP+25%","25","1","2"
"20101026","1","對輪胎（特大）附加<1>HP+26%","26","1","2"
"20101027","1","對輪胎（特大）附加<1>HP+27%","27","1","2"
"20101028","1","對輪胎（特大）附加<1>HP+28%","28","1","2"
"20101029","1","對輪胎（特大）附加<1>HP+29%","29","1","2"
"20101030","1","對輪胎（特大）附加<1>HP+30%","30","1","2"
"20101031","1","對輪胎（特大）附加<1>HP+31%","31","1","2"
"20101032","1","對輪胎（特大）附加<1>HP+32%","32","1","2"
"20101033","1","對輪胎（特大）附加<1>HP+33%","33","1","2"
"20101034","1","對輪胎（特大）附加<1>HP+34%","34","1","2"
"20101035","1","對輪胎（特大）附加<1>HP+35%","35","1","2"
"20101036","1","對輪胎（特大）附加<1>HP+36%","36","1","2"
"20101037","1","對輪胎（特大）附加<1>HP+37%","37","1","2"
"20101038","1","對輪胎（特大）附加<1>HP+38%","38","1","2"
"20101039","1","對輪胎（特大）附加<1>HP+39%","39","1","2"
"20101040","1","對輪胎（特大）附加<1>HP+40%","40","1","2"
"20101041","1","對輪胎（特大）附加<1>HP+41%","41","1","2"
"20101042","1","對輪胎（特大）附加<1>HP+42%","42","1","2"
"20101043","1","對輪胎（特大）附加<1>HP+43%","43","1","2"
"20101044","1","對輪胎（特大）附加<1>HP+44%","44","1","2"
"20101045","1","對輪胎（特大）附加<1>HP+45%","45","1","2"
"20101046","1","對輪胎（特大）附加<1>HP+46%","46","1","2"
"20101047","1","對輪胎（特大）附加<1>HP+47%","47","1","2"
"20101048","1","對輪胎（特大）附加<1>HP+48%","48","1","2"
"20101049","1","對輪胎（特大）附加<1>HP+49%","49","1","2"
"20101050","1","對輪胎（特大）附加<1>HP+50%","50","1","2"
"20101051","1","對輪胎（特大）附加<1>HP+51%","51","1","2"
"20101052","1","對輪胎（特大）附加<1>HP+52%","52","1","2"
"20101053","1","對輪胎（特大）附加<1>HP+53%","53","1","2"
"20101054","1","對輪胎（特大）附加<1>HP+54%","54","1","2"
"20101055","1","對輪胎（特大）附加<1>HP+55%","55","1","2"
"20101056","1","對輪胎（特大）附加<1>HP+56%","56","1","2"
"20101057","1","對輪胎（特大）附加<1>HP+57%","57","1","2"
"20101058","1","對輪胎（特大）附加<1>HP+58%","58","1","2"
"20101059","1","對輪胎（特大）附加<1>HP+59%","59","1","2"
"20101060","1","對輪胎（特大）附加<1>HP+60%","60","1","2"
"20101061","1","對輪胎（特大）附加<1>HP+61%","61","1","2"
"20101062","1","對輪胎（特大）附加<1>HP+62%","62","1","2"
"20101063","1","對輪胎（特大）附加<1>HP+63%","63","1","2"
"20101064","1","對輪胎（特大）附加<1>HP+64%","64","1","2"
"20101065","1","對輪胎（特大）附加<1>HP+65%","65","1","2"
"20101066","1","對輪胎（特大）附加<1>HP+66%","66","1","2"
"20101067","1","對輪胎（特大）附加<1>HP+67%","67","1","2"
"20101068","1","對輪胎（特大）附加<1>HP+68%","68","1","2"
"20101069","1","對輪胎（特大）附加<1>HP+69%","69","1","2"
"20101070","1","對輪胎（特大）附加<1>HP+70%","70","1","2"
"20101071","1","對輪胎（特大）附加<1>HP+71%","71","1","2"
"20101072","1","對輪胎（特大）附加<1>HP+72%","72","1","2"
"20101073","1","對輪胎（特大）附加<1>HP+73%","73","1","2"
"20101074","1","對輪胎（特大）附加<1>HP+74%","74","1","2"
"20101075","1","對輪胎（特大）附加<1>HP+75%","75","1","2"
"20101076","1","對輪胎（特大）附加<1>HP+76%","76","1","2"
"20101077","1","對輪胎（特大）附加<1>HP+77%","77","1","2"
"20101078","1","對輪胎（特大）附加<1>HP+78%","78","1","2"
"20101079","1","對輪胎（特大）附加<1>HP+79%","79","1","2"
"20101080","1","對輪胎（特大）附加<1>HP+80%","80","1","2"
"20101081","1","對輪胎（特大）附加<1>HP+81%","81","1","2"
"20101082","1","對輪胎（特大）附加<1>HP+82%","82","1","2"
"20101083","1","對輪胎（特大）附加<1>HP+83%","83","1","2"
"20101084","1","對輪胎（特大）附加<1>HP+84%","84","1","2"
"20101085","1","對輪胎（特大）附加<1>HP+85%","85","1","2"
"20101086","1","對輪胎（特大）附加<1>HP+86%","86","1","2"
"20101087","1","對輪胎（特大）附加<1>HP+87%","87","1","2"
"20101088","1","對輪胎（特大）附加<1>HP+88%","88","1","2"
"20101089","1","對輪胎（特大）附加<1>HP+89%","89","1","2"
"20101090","1","對輪胎（特大）附加<1>HP+90%","90","1","2"
"20101091","1","對輪胎（特大）附加<1>HP+91%","91","1","2"
"20101092","1","對輪胎（特大）附加<1>HP+92%","92","1","2"
"20101093","1","對輪胎（特大）附加<1>HP+93%","93","1","2"
"20101094","1","對輪胎（特大）附加<1>HP+94%","94","1","2"
"20101095","1","對輪胎（特大）附加<1>HP+95%","95","1","2"
"20101096","1","對輪胎（特大）附加<1>HP+96%","96","1","2"
"20101097","1","對輪胎（特大）附加<1>HP+97%","97","1","2"
"20101098","1","對輪胎（特大）附加<1>HP+98%","98","1","2"
"20101099","1","對輪胎（特大）附加<1>HP+99%","99","1","2"
"20101100","1","對輪胎（特大）附加<1>HP+100%","100","1","2"
"20201010","1","對輪胎（大）附加<1>HP+10%","10","2","2"
"20201011","1","對輪胎（大）附加<1>HP+11%","11","2","2"
"20201012","1","對輪胎（大）附加<1>HP+12%","12","2","2"
"20201013","1","對輪胎（大）附加<1>HP+13%","13","2","2"
"20201014","1","對輪胎（大）附加<1>HP+14%","14","2","2"
"20201015","1","對輪胎（大）附加<1>HP+15%","15","2","2"
"20201016","1","對輪胎（大）附加<1>HP+16%","16","2","2"
"20201017","1","對輪胎（大）附加<1>HP+17%","17","2","2"
"20201018","1","對輪胎（大）附加<1>HP+18%","18","2","2"
"20201019","1","對輪胎（大）附加<1>HP+19%","19","2","2"
"20201020","1","對輪胎（大）附加<1>HP+20%","20","2","2"
"20201021","1","對輪胎（大）附加<1>HP+21%","21","2","2"
"20201022","1","對輪胎（大）附加<1>HP+22%","22","2","2"
"20201023","1","對輪胎（大）附加<1>HP+23%","23","2","2"
"20201024","1","對輪胎（大）附加<1>HP+24%","24","2","2"
"20201025","1","對輪胎（大）附加<1>HP+25%","25","2","2"
"20201026","1","對輪胎（大）附加<1>HP+26%","26","2","2"
"20201027","1","對輪胎（大）附加<1>HP+27%","27","2","2"
"20201028","1","對輪胎（大）附加<1>HP+28%","28","2","2"
"20201029","1","對輪胎（大）附加<1>HP+29%","29","2","2"
"20201030","1","對輪胎（大）附加<1>HP+30%","30","2","2"
"20201031","1","對輪胎（大）附加<1>HP+31%","31","2","2"
"20201032","1","對輪胎（大）附加<1>HP+32%","32","2","2"
"20201033","1","對輪胎（大）附加<1>HP+33%","33","2","2"
"20201034","1","對輪胎（大）附加<1>HP+34%","34","2","2"
"20201035","1","對輪胎（大）附加<1>HP+35%","35","2","2"
"20201036","1","對輪胎（大）附加<1>HP+36%","36","2","2"
"20201037","1","對輪胎（大）附加<1>HP+37%","37","2","2"
"20201038","1","對輪胎（大）附加<1>HP+38%","38","2","2"
"20201039","1","對輪胎（大）附加<1>HP+39%","39","2","2"
"20201040","1","對輪胎（大）附加<1>HP+40%","40","2","2"
"20201041","1","對輪胎（大）附加<1>HP+41%","41","2","2"
"20201042","1","對輪胎（大）附加<1>HP+42%","42","2","2"
"20201043","1","對輪胎（大）附加<1>HP+43%","43","2","2"
"20201044","1","對輪胎（大）附加<1>HP+44%","44","2","2"
"20201045","1","對輪胎（大）附加<1>HP+45%","45","2","2"
"20201046","1","對輪胎（大）附加<1>HP+46%","46","2","2"
"20201047","1","對輪胎（大）附加<1>HP+47%","47","2","2"
"20201048","1","對輪胎（大）附加<1>HP+48%","48","2","2"
"20201049","1","對輪胎（大）附加<1>HP+49%","49","2","2"
"20201050","1","對輪胎（大）附加<1>HP+50%","50","2","2"
"20201051","1","對輪胎（大）附加<1>HP+51%","51","2","2"
"20201052","1","對輪胎（大）附加<1>HP+52%","52","2","2"
"20201053","1","對輪胎（大）附加<1>HP+53%","53","2","2"
"20201054","1","對輪胎（大）附加<1>HP+54%","54","2","2"
"20201055","1","對輪胎（大）附加<1>HP+55%","55","2","2"
"20201056","1","對輪胎（大）附加<1>HP+56%","56","2","2"
"20201057","1","對輪胎（大）附加<1>HP+57%","57","2","2"
"20201058","1","對輪胎（大）附加<1>HP+58%","58","2","2"
"20201059","1","對輪胎（大）附加<1>HP+59%","59","2","2"
"20201060","1","對輪胎（大）附加<1>HP+60%","60","2","2"
"20201061","1","對輪胎（大）附加<1>HP+61%","61","2","2"
"20201062","1","對輪胎（大）附加<1>HP+62%","62","2","2"
"20201063","1","對輪胎（大）附加<1>HP+63%","63","2","2"
"20201064","1","對輪胎（大）附加<1>HP+64%","64","2","2"
"20201065","1","對輪胎（大）附加<1>HP+65%","65","2","2"
"20201066","1","對輪胎（大）附加<1>HP+66%","66","2","2"
"20201067","1","對輪胎（大）附加<1>HP+67%","67","2","2"
"20201068","1","對輪胎（大）附加<1>HP+68%","68","2","2"
"20201069","1","對輪胎（大）附加<1>HP+69%","69","2","2"
"20201070","1","對輪胎（大）附加<1>HP+70%","70","2","2"
"20201071","1","對輪胎（大）附加<1>HP+71%","71","2","2"
"20201072","1","對輪胎（大）附加<1>HP+72%","72","2","2"
"20201073","1","對輪胎（大）附加<1>HP+73%","73","2","2"
"20201074","1","對輪胎（大）附加<1>HP+74%","74","2","2"
"20201075","1","對輪胎（大）附加<1>HP+75%","75","2","2"
"20201076","1","對輪胎（大）附加<1>HP+76%","76","2","2"
"20201077","1","對輪胎（大）附加<1>HP+77%","77","2","2"
"20201078","1","對輪胎（大）附加<1>HP+78%","78","2","2"
"20201079","1","對輪胎（大）附加<1>HP+79%","79","2","2"
"20201080","1","對輪胎（大）附加<1>HP+80%","80","2","2"
"20201081","1","對輪胎（大）附加<1>HP+81%","81","2","2"
"20201082","1","對輪胎（大）附加<1>HP+82%","82","2","2"
"20201083","1","對輪胎（大）附加<1>HP+83%","83","2","2"
"20201084","1","對輪胎（大）附加<1>HP+84%","84","2","2"
"20201085","1","對輪胎（大）附加<1>HP+85%","85","2","2"
"20201086","1","對輪胎（大）附加<1>HP+86%","86","2","2"
"20201087","1","對輪胎（大）附加<1>HP+87%","87","2","2"
"20201088","1","對輪胎（大）附加<1>HP+88%","88","2","2"
"20201089","1","對輪胎（大）附加<1>HP+89%","89","2","2"
"20201090","1","對輪胎（大）附加<1>HP+90%","90","2","2"
"20201091","1","對輪胎（大）附加<1>HP+91%","91","2","2"
"20201092","1","對輪胎（大）附加<1>HP+92%","92","2","2"
"20201093","1","對輪胎（大）附加<1>HP+93%","93","2","2"
"20201094","1","對輪胎（大）附加<1>HP+94%","94","2","2"
"20201095","1","對輪胎（大）附加<1>HP+95%","95","2","2"
"20201096","1","對輪胎（大）附加<1>HP+96%","96","2","2"
"20201097","1","對輪胎（大）附加<1>HP+97%","97","2","2"
"20201098","1","對輪胎（大）附加<1>HP+98%","98","2","2"
"20201099","1","對輪胎（大）附加<1>HP+99%","99","2","2"
"20201100","1","對輪胎（大）附加<1>HP+100%","100","2","2"
"20301010","1","對輪胎（中）附加<1>HP+10%","10","3","2"
"20301011","1","對輪胎（中）附加<1>HP+11%","11","3","2"
"20301012","1","對輪胎（中）附加<1>HP+12%","12","3","2"
"20301013","1","對輪胎（中）附加<1>HP+13%","13","3","2"
"20301014","1","對輪胎（中）附加<1>HP+14%","14","3","2"
"20301015","1","對輪胎（中）附加<1>HP+15%","15","3","2"
"20301016","1","對輪胎（中）附加<1>HP+16%","16","3","2"
"20301017","1","對輪胎（中）附加<1>HP+17%","17","3","2"
"20301018","1","對輪胎（中）附加<1>HP+18%","18","3","2"
"20301019","1","對輪胎（中）附加<1>HP+19%","19","3","2"
"20301020","1","對輪胎（中）附加<1>HP+20%","20","3","2"
"20301021","1","對輪胎（中）附加<1>HP+21%","21","3","2"
"20301022","1","對輪胎（中）附加<1>HP+22%","22","3","2"
"20301023","1","對輪胎（中）附加<1>HP+23%","23","3","2"
"20301024","1","對輪胎（中）附加<1>HP+24%","24","3","2"
"20301025","1","對輪胎（中）附加<1>HP+25%","25","3","2"
"20301026","1","對輪胎（中）附加<1>HP+26%","26","3","2"
"20301027","1","對輪胎（中）附加<1>HP+27%","27","3","2"
"20301028","1","對輪胎（中）附加<1>HP+28%","28","3","2"
"20301029","1","對輪胎（中）附加<1>HP+29%","29","3","2"
"20301030","1","對輪胎（中）附加<1>HP+30%","30","3","2"
"20301031","1","對輪胎（中）附加<1>HP+31%","31","3","2"
"20301032","1","對輪胎（中）附加<1>HP+32%","32","3","2"
"20301033","1","對輪胎（中）附加<1>HP+33%","33","3","2"
"20301034","1","對輪胎（中）附加<1>HP+34%","34","3","2"
"20301035","1","對輪胎（中）附加<1>HP+35%","35","3","2"
"20301036","1","對輪胎（中）附加<1>HP+36%","36","3","2"
"20301037","1","對輪胎（中）附加<1>HP+37%","37","3","2"
"20301038","1","對輪胎（中）附加<1>HP+38%","38","3","2"
"20301039","1","對輪胎（中）附加<1>HP+39%","39","3","2"
"20301040","1","對輪胎（中）附加<1>HP+40%","40","3","2"
"20301041","1","對輪胎（中）附加<1>HP+41%","41","3","2"
"20301042","1","對輪胎（中）附加<1>HP+42%","42","3","2"
"20301043","1","對輪胎（中）附加<1>HP+43%","43","3","2"
"20301044","1","對輪胎（中）附加<1>HP+44%","44","3","2"
"20301045","1","對輪胎（中）附加<1>HP+45%","45","3","2"
"20301046","1","對輪胎（中）附加<1>HP+46%","46","3","2"
"20301047","1","對輪胎（中）附加<1>HP+47%","47","3","2"
"20301048","1","對輪胎（中）附加<1>HP+48%","48","3","2"
"20301049","1","對輪胎（中）附加<1>HP+49%","49","3","2"
"20301050","1","對輪胎（中）附加<1>HP+50%","50","3","2"
"20301051","1","對輪胎（中）附加<1>HP+51%","51","3","2"
"20301052","1","對輪胎（中）附加<1>HP+52%","52","3","2"
"20301053","1","對輪胎（中）附加<1>HP+53%","53","3","2"
"20301054","1","對輪胎（中）附加<1>HP+54%","54","3","2"
"20301055","1","對輪胎（中）附加<1>HP+55%","55","3","2"
"20301056","1","對輪胎（中）附加<1>HP+56%","56","3","2"
"20301057","1","對輪胎（中）附加<1>HP+57%","57","3","2"
"20301058","1","對輪胎（中）附加<1>HP+58%","58","3","2"
"20301059","1","對輪胎（中）附加<1>HP+59%","59","3","2"
"20301060","1","對輪胎（中）附加<1>HP+60%","60","3","2"
"20301061","1","對輪胎（中）附加<1>HP+61%","61","3","2"
"20301062","1","對輪胎（中）附加<1>HP+62%","62","3","2"
"20301063","1","對輪胎（中）附加<1>HP+63%","63","3","2"
"20301064","1","對輪胎（中）附加<1>HP+64%","64","3","2"
"20301065","1","對輪胎（中）附加<1>HP+65%","65","3","2"
"20301066","1","對輪胎（中）附加<1>HP+66%","66","3","2"
"20301067","1","對輪胎（中）附加<1>HP+67%","67","3","2"
"20301068","1","對輪胎（中）附加<1>HP+68%","68","3","2"
"20301069","1","對輪胎（中）附加<1>HP+69%","69","3","2"
"20301070","1","對輪胎（中）附加<1>HP+70%","70","3","2"
"20301071","1","對輪胎（中）附加<1>HP+71%","71","3","2"
"20301072","1","對輪胎（中）附加<1>HP+72%","72","3","2"
"20301073","1","對輪胎（中）附加<1>HP+73%","73","3","2"
"20301074","1","對輪胎（中）附加<1>HP+74%","74","3","2"
"20301075","1","對輪胎（中）附加<1>HP+75%","75","3","2"
"20301076","1","對輪胎（中）附加<1>HP+76%","76","3","2"
"20301077","1","對輪胎（中）附加<1>HP+77%","77","3","2"
"20301078","1","對輪胎（中）附加<1>HP+78%","78","3","2"
"20301079","1","對輪胎（中）附加<1>HP+79%","79","3","2"
"20301080","1","對輪胎（中）附加<1>HP+80%","80","3","2"
"20301081","1","對輪胎（中）附加<1>HP+81%","81","3","2"
"20301082","1","對輪胎（中）附加<1>HP+82%","82","3","2"
"20301083","1","對輪胎（中）附加<1>HP+83%","83","3","2"
"20301084","1","對輪胎（中）附加<1>HP+84%","84","3","2"
"20301085","1","對輪胎（中）附加<1>HP+85%","85","3","2"
"20301086","1","對輪胎（中）附加<1>HP+86%","86","3","2"
"20301087","1","對輪胎（中）附加<1>HP+87%","87","3","2"
"20301088","1","對輪胎（中）附加<1>HP+88%","88","3","2"
"20301089","1","對輪胎（中）附加<1>HP+89%","89","3","2"
"20301090","1","對輪胎（中）附加<1>HP+90%","90","3","2"
"20301091","1","對輪胎（中）附加<1>HP+91%","91","3","2"
"20301092","1","對輪胎（中）附加<1>HP+92%","92","3","2"
"20301093","1","對輪胎（中）附加<1>HP+93%","93","3","2"
"20301094","1","對輪胎（中）附加<1>HP+94%","94","3","2"
"20301095","1","對輪胎（中）附加<1>HP+95%","95","3","2"
"20301096","1","對輪胎（中）附加<1>HP+96%","96","3","2"
"20301097","1","對輪胎（中）附加<1>HP+97%","97","3","2"
"20301098","1","對輪胎（中）附加<1>HP+98%","98","3","2"
"20301099","1","對輪胎（中）附加<1>HP+99%","99","3","2"
"20301100","1","對輪胎（中）附加<1>HP+100%","100","3","2"
"20401010","1","對輪胎（小）附加<1>HP+10%","10","4","2"
"20401011","1","對輪胎（小）附加<1>HP+11%","11","4","2"
"20401012","1","對輪胎（小）附加<1>HP+12%","12","4","2"
"20401013","1","對輪胎（小）附加<1>HP+13%","13","4","2"
"20401014","1","對輪胎（小）附加<1>HP+14%","14","4","2"
"20401015","1","對輪胎（小）附加<1>HP+15%","15","4","2"
"20401016","1","對輪胎（小）附加<1>HP+16%","16","4","2"
"20401017","1","對輪胎（小）附加<1>HP+17%","17","4","2"
"20401018","1","對輪胎（小）附加<1>HP+18%","18","4","2"
"20401019","1","對輪胎（小）附加<1>HP+19%","19","4","2"
"20401020","1","對輪胎（小）附加<1>HP+20%","20","4","2"
"20401021","1","對輪胎（小）附加<1>HP+21%","21","4","2"
"20401022","1","對輪胎（小）附加<1>HP+22%","22","4","2"
"20401023","1","對輪胎（小）附加<1>HP+23%","23","4","2"
"20401024","1","對輪胎（小）附加<1>HP+24%","24","4","2"
"20401025","1","對輪胎（小）附加<1>HP+25%","25","4","2"
"20401026","1","對輪胎（小）附加<1>HP+26%","26","4","2"
"20401027","1","對輪胎（小）附加<1>HP+27%","27","4","2"
"20401028","1","對輪胎（小）附加<1>HP+28%","28","4","2"
"20401029","1","對輪胎（小）附加<1>HP+29%","29","4","2"
"20401030","1","對輪胎（小）附加<1>HP+30%","30","4","2"
"20401031","1","對輪胎（小）附加<1>HP+31%","31","4","2"
"20401032","1","對輪胎（小）附加<1>HP+32%","32","4","2"
"20401033","1","對輪胎（小）附加<1>HP+33%","33","4","2"
"20401034","1","對輪胎（小）附加<1>HP+34%","34","4","2"
"20401035","1","對輪胎（小）附加<1>HP+35%","35","4","2"
"20401036","1","對輪胎（小）附加<1>HP+36%","36","4","2"
"20401037","1","對輪胎（小）附加<1>HP+37%","37","4","2"
"20401038","1","對輪胎（小）附加<1>HP+38%","38","4","2"
"20401039","1","對輪胎（小）附加<1>HP+39%","39","4","2"
"20401040","1","對輪胎（小）附加<1>HP+40%","40","4","2"
"20401041","1","對輪胎（小）附加<1>HP+41%","41","4","2"
"20401042","1","對輪胎（小）附加<1>HP+42%","42","4","2"
"20401043","1","對輪胎（小）附加<1>HP+43%","43","4","2"
"20401044","1","對輪胎（小）附加<1>HP+44%","44","4","2"
"20401045","1","對輪胎（小）附加<1>HP+45%","45","4","2"
"20401046","1","對輪胎（小）附加<1>HP+46%","46","4","2"
"20401047","1","對輪胎（小）附加<1>HP+47%","47","4","2"
"20401048","1","對輪胎（小）附加<1>HP+48%","48","4","2"
"20401049","1","對輪胎（小）附加<1>HP+49%","49","4","2"
"20401050","1","對輪胎（小）附加<1>HP+50%","50","4","2"
"20401051","1","對輪胎（小）附加<1>HP+51%","51","4","2"
"20401052","1","對輪胎（小）附加<1>HP+52%","52","4","2"
"20401053","1","對輪胎（小）附加<1>HP+53%","53","4","2"
"20401054","1","對輪胎（小）附加<1>HP+54%","54","4","2"
"20401055","1","對輪胎（小）附加<1>HP+55%","55","4","2"
"20401056","1","對輪胎（小）附加<1>HP+56%","56","4","2"
"20401057","1","對輪胎（小）附加<1>HP+57%","57","4","2"
"20401058","1","對輪胎（小）附加<1>HP+58%","58","4","2"
"20401059","1","對輪胎（小）附加<1>HP+59%","59","4","2"
"20401060","1","對輪胎（小）附加<1>HP+60%","60","4","2"
"20401061","1","對輪胎（小）附加<1>HP+61%","61","4","2"
"20401062","1","對輪胎（小）附加<1>HP+62%","62","4","2"
"20401063","1","對輪胎（小）附加<1>HP+63%","63","4","2"
"20401064","1","對輪胎（小）附加<1>HP+64%","64","4","2"
"20401065","1","對輪胎（小）附加<1>HP+65%","65","4","2"
"20401066","1","對輪胎（小）附加<1>HP+66%","66","4","2"
"20401067","1","對輪胎（小）附加<1>HP+67%","67","4","2"
"20401068","1","對輪胎（小）附加<1>HP+68%","68","4","2"
"20401069","1","對輪胎（小）附加<1>HP+69%","69","4","2"
"20401070","1","對輪胎（小）附加<1>HP+70%","70","4","2"
"20401071","1","對輪胎（小）附加<1>HP+71%","71","4","2"
"20401072","1","對輪胎（小）附加<1>HP+72%","72","4","2"
"20401073","1","對輪胎（小）附加<1>HP+73%","73","4","2"
"20401074","1","對輪胎（小）附加<1>HP+74%","74","4","2"
"20401075","1","對輪胎（小）附加<1>HP+75%","75","4","2"
"20401076","1","對輪胎（小）附加<1>HP+76%","76","4","2"
"20401077","1","對輪胎（小）附加<1>HP+77%","77","4","2"
"20401078","1","對輪胎（小）附加<1>HP+78%","78","4","2"
"20401079","1","對輪胎（小）附加<1>HP+79%","79","4","2"
"20401080","1","對輪胎（小）附加<1>HP+80%","80","4","2"
"20401081","1","對輪胎（小）附加<1>HP+81%","81","4","2"
"20401082","1","對輪胎（小）附加<1>HP+82%","82","4","2"
"20401083","1","對輪胎（小）附加<1>HP+83%","83","4","2"
"20401084","1","對輪胎（小）附加<1>HP+84%","84","4","2"
"20401085","1","對輪胎（小）附加<1>HP+85%","85","4","2"
"20401086","1","對輪胎（小）附加<1>HP+86%","86","4","2"
"20401087","1","對輪胎（小）附加<1>HP+87%","87","4","2"
"20401088","1","對輪胎（小）附加<1>HP+88%","88","4","2"
"20401089","1","對輪胎（小）附加<1>HP+89%","89","4","2"
"20401090","1","對輪胎（小）附加<1>HP+90%","90","4","2"
"20401091","1","對輪胎（小）附加<1>HP+91%","91","4","2"
"20401092","1","對輪胎（小）附加<1>HP+92%","92","4","2"
"20401093","1","對輪胎（小）附加<1>HP+93%","93","4","2"
"20401094","1","對輪胎（小）附加<1>HP+94%","94","4","2"
"20401095","1","對輪胎（小）附加<1>HP+95%","95","4","2"
"20401096","1","對輪胎（小）附加<1>HP+96%","96","4","2"
"20401097","1","對輪胎（小）附加<1>HP+97%","97","4","2"
"20401098","1","對輪胎（小）附加<1>HP+98%","98","4","2"
"20401099","1","對輪胎（小）附加<1>HP+99%","99","4","2"
"20401100","1","對輪胎（小）附加<1>HP+100%","100","4","2"
"30102010","2","對加農砲附加<0>攻擊力+10%","10","1","3"
"30102011","2","對加農砲附加<0>攻擊力+11%","11","1","3"
"30102012","2","對加農砲附加<0>攻擊力+12%","12","1","3"
"30102013","2","對加農砲附加<0>攻擊力+13%","13","1","3"
"30102014","2","對加農砲附加<0>攻擊力+14%","14","1","3"
"30102015","2","對加農砲附加<0>攻擊力+15%","15","1","3"
"30102016","2","對加農砲附加<0>攻擊力+16%","16","1","3"
"30102017","2","對加農砲附加<0>攻擊力+17%","17","1","3"
"30102018","2","對加農砲附加<0>攻擊力+18%","18","1","3"
"30102019","2","對加農砲附加<0>攻擊力+19%","19","1","3"
"30102020","2","對加農砲附加<0>攻擊力+20%","20","1","3"
"30102021","2","對加農砲附加<0>攻擊力+21%","21","1","3"
"30102022","2","對加農砲附加<0>攻擊力+22%","22","1","3"
"30102023","2","對加農砲附加<0>攻擊力+23%","23","1","3"
"30102024","2","對加農砲附加<0>攻擊力+24%","24","1","3"
"30102025","2","對加農砲附加<0>攻擊力+25%","25","1","3"
"30102026","2","對加農砲附加<0>攻擊力+26%","26","1","3"
"30102027","2","對加農砲附加<0>攻擊力+27%","27","1","3"
"30102028","2","對加農砲附加<0>攻擊力+28%","28","1","3"
"30102029","2","對加農砲附加<0>攻擊力+29%","29","1","3"
"30102030","2","對加農砲附加<0>攻擊力+30%","30","1","3"
"30102031","2","對加農砲附加<0>攻擊力+31%","31","1","3"
"30102032","2","對加農砲附加<0>攻擊力+32%","32","1","3"
"30102033","2","對加農砲附加<0>攻擊力+33%","33","1","3"
"30102034","2","對加農砲附加<0>攻擊力+34%","34","1","3"
"30102035","2","對加農砲附加<0>攻擊力+35%","35","1","3"
"30102036","2","對加農砲附加<0>攻擊力+36%","36","1","3"
"30102037","2","對加農砲附加<0>攻擊力+37%","37","1","3"
"30102038","2","對加農砲附加<0>攻擊力+38%","38","1","3"
"30102039","2","對加農砲附加<0>攻擊力+39%","39","1","3"
