5382fa3003a5f691bd567cf3d463d88af09a1ec323cfe916c3718ead7a3ae3cf,152c12ea97729bbd575c7cbb4d8571a10e93689445ea12ffeae1bfafca93c144,fce14034fe930d5f196d8c98dfe17c57b214398ee0892254c6ba6b7fc7ac2d32,f073a60ee0d1edb5e31ddaf6ed51833dab892b1bac3c2d970074693dfd1963ee,4e95279bc706b986afd5db701321690668ff4f89da32fab161ec68084e8e1442
"18","傷害值衰減","92412210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","540"
"17","賦予TP上升的上限","92412210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","541"
"9","降低HP吸收","92412210","戰鬥開始時，中幅度降低全體角色的HP吸收。","542"
"14","風屬性獎勵特大幅度提升","92412220","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","543"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92412220","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","544"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92412220","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","545"
"boss_tp_down_cut","減少降低TP","92412220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","546"
"18","傷害值衰減","92412220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","547"
"17","賦予TP上升的上限","92412220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","548"
"9","降低HP吸收","92412220","戰鬥開始時，中幅度降低全體角色的HP吸收。","549"
"14","風屬性獎勵特大幅度提升","92412230","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","550"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92412230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","551"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92412230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","552"
"boss_tp_down_cut","減少降低TP","92412230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","553"
"18","傷害值衰減","92412230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","554"
"17","賦予TP上升的上限","92412230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","555"
"9","降低HP吸收","92412230","戰鬥開始時，中幅度降低全體角色的HP吸收。","556"
"14","風屬性獎勵特大幅度提升","92412240","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","557"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92412240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","558"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92412240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","559"
"boss_tp_down_cut","減少降低TP","92412240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","560"
"18","傷害值衰減","92412240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","561"
"17","賦予TP上升的上限","92412240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","562"
"9","降低HP吸收","92412240","戰鬥開始時，中幅度降低全體角色的HP吸收。","563"
"14","風屬性獎勵特大幅度提升","92412310","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","564"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92412310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","565"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92412310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","566"
"boss_tp_down_cut","減少降低TP","92412310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","567"
"18","傷害值衰減","92412310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","568"
"17","賦予TP上升的上限","92412310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","569"
"9","降低HP吸收","92412310","戰鬥開始時，中幅度降低全體角色的HP吸收。","570"
"14","風屬性獎勵特大幅度提升","92412320","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","571"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92412320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","572"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92412320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","573"
"boss_tp_down_cut","減少降低TP","92412320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","574"
"18","傷害值衰減","92412320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","575"
"17","賦予TP上升的上限","92412320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","576"
"9","降低HP吸收","92412320","戰鬥開始時，中幅度降低全體角色的HP吸收。","577"
"14","風屬性獎勵特大幅度提升","92412330","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","578"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92412330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","579"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92412330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","580"
"boss_tp_down_cut","減少降低TP","92412330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","581"
"18","傷害值衰減","92412330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","582"
"17","賦予TP上升的上限","92412330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","583"
"9","降低HP吸收","92412330","戰鬥開始時，中幅度降低全體角色的HP吸收。","584"
"14","風屬性獎勵特大幅度提升","92412340","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","585"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92412340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","586"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92412340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","587"
"boss_tp_down_cut","減少降低TP","92412340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","588"
"18","傷害值衰減","92412340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","589"
"17","賦予TP上升的上限","92412340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","590"
"9","降低HP吸收","92412340","戰鬥開始時，中幅度降低全體角色的HP吸收。","591"
"16","闇屬性獎勵特大幅度提升","92501010","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","592"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","593"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","594"
"17","賦予TP上升的上限","92501010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","595"
"9","降低HP吸收","92501010","戰鬥開始時，中幅度降低全體角色的HP吸收。","596"
"16","闇屬性獎勵特大幅度提升","92501020","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","597"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","598"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","599"
"17","賦予TP上升的上限","92501020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","600"
"9","降低HP吸收","92501020","戰鬥開始時，中幅度降低全體角色的HP吸收。","601"
"16","闇屬性獎勵特大幅度提升","92501030","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","602"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","603"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","604"
"17","賦予TP上升的上限","92501030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","605"
"9","降低HP吸收","92501030","戰鬥開始時，中幅度降低全體角色的HP吸收。","606"
"16","闇屬性獎勵特大幅度提升","92501110","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","607"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","608"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","609"
"boss_tp_down_cut","減少降低TP","92501110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","610"
"18","傷害值衰減","92501110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","611"
"17","賦予TP上升的上限","92501110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","612"
"9","降低HP吸收","92501110","戰鬥開始時，中幅度降低全體角色的HP吸收。","613"
"16","闇屬性獎勵特大幅度提升","92501120","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","614"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","615"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","616"
"boss_tp_down_cut","減少降低TP","92501120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","617"
"18","傷害值衰減","92501120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","618"
"17","賦予TP上升的上限","92501120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","619"
"9","降低HP吸收","92501120","戰鬥開始時，中幅度降低全體角色的HP吸收。","620"
"16","闇屬性獎勵特大幅度提升","92501130","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","621"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","622"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","623"
"boss_tp_down_cut","減少降低TP","92501130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","624"
"18","傷害值衰減","92501130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","625"
"17","賦予TP上升的上限","92501130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","626"
"9","降低HP吸收","92501130","戰鬥開始時，中幅度降低全體角色的HP吸收。","627"
"16","闇屬性獎勵特大幅度提升","92501140","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","628"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","629"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","630"
"boss_tp_down_cut","減少降低TP","92501140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","631"
"18","傷害值衰減","92501140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","632"
"17","賦予TP上升的上限","92501140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","633"
"9","降低HP吸收","92501140","戰鬥開始時，中幅度降低全體角色的HP吸收。","634"
"16","闇屬性獎勵特大幅度提升","92501210","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","635"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","636"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","637"
"boss_tp_down_cut","減少降低TP","92501210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","638"
"18","傷害值衰減","92501210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","639"
"17","賦予TP上升的上限","92501210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","640"
"9","降低HP吸收","92501210","戰鬥開始時，中幅度降低全體角色的HP吸收。","641"
"16","闇屬性獎勵特大幅度提升","92501220","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","642"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501220","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","643"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501220","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","644"
"boss_tp_down_cut","減少降低TP","92501220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","645"
"18","傷害值衰減","92501220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","646"
"17","賦予TP上升的上限","92501220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","647"
"9","降低HP吸收","92501220","戰鬥開始時，中幅度降低全體角色的HP吸收。","648"
"16","闇屬性獎勵特大幅度提升","92501230","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","649"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","650"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","651"
"boss_tp_down_cut","減少降低TP","92501230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","652"
"18","傷害值衰減","92501230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","653"
"17","賦予TP上升的上限","92501230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","654"
"9","降低HP吸收","92501230","戰鬥開始時，中幅度降低全體角色的HP吸收。","655"
"16","闇屬性獎勵特大幅度提升","92501240","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","656"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","657"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","658"
"boss_tp_down_cut","減少降低TP","92501240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","659"
"18","傷害值衰減","92501240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","660"
"17","賦予TP上升的上限","92501240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","661"
"9","降低HP吸收","92501240","戰鬥開始時，中幅度降低全體角色的HP吸收。","662"
"16","闇屬性獎勵特大幅度提升","92501310","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","663"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","664"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","665"
"boss_tp_down_cut","減少降低TP","92501310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","666"
"18","傷害值衰減","92501310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","667"
"17","賦予TP上升的上限","92501310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","668"
"9","降低HP吸收","92501310","戰鬥開始時，中幅度降低全體角色的HP吸收。","669"
"16","闇屬性獎勵特大幅度提升","92501320","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","670"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","671"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","672"
"boss_tp_down_cut","減少降低TP","92501320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","673"
"18","傷害值衰減","92501320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","674"
"17","賦予TP上升的上限","92501320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","675"
"9","降低HP吸收","92501320","戰鬥開始時，中幅度降低全體角色的HP吸收。","676"
"16","闇屬性獎勵特大幅度提升","92501330","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","677"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","678"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","679"
"boss_tp_down_cut","減少降低TP","92501330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","680"
"18","傷害值衰減","92501330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","681"
"17","賦予TP上升的上限","92501330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","682"
"9","降低HP吸收","92501330","戰鬥開始時，中幅度降低全體角色的HP吸收。","683"
"16","闇屬性獎勵特大幅度提升","92501340","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","684"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92501340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","685"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92501340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","686"
"boss_tp_down_cut","減少降低TP","92501340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","687"
"18","傷害值衰減","92501340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","688"
"17","賦予TP上升的上限","92501340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","689"
"9","降低HP吸收","92501340","戰鬥開始時，中幅度降低全體角色的HP吸收。","690"
"13","水屬性獎勵特大幅度提升","92414010","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","691"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","692"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","693"
"17","賦予TP上升的上限","92414010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","694"
"9","降低HP吸收","92414010","戰鬥開始時，中幅度降低全體角色的HP吸收。","695"
"13","水屬性獎勵特大幅度提升","92414020","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","696"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","697"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","698"
"17","賦予TP上升的上限","92414020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","699"
"9","降低HP吸收","92414020","戰鬥開始時，中幅度降低全體角色的HP吸收。","700"
"13","水屬性獎勵特大幅度提升","92414030","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","701"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","702"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","703"
"17","賦予TP上升的上限","92414030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","704"
"9","降低HP吸收","92414030","戰鬥開始時，中幅度降低全體角色的HP吸收。","705"
"13","水屬性獎勵特大幅度提升","92414110","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","706"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","707"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","708"
"boss_tp_down_cut","減少降低TP","92414110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","709"
"18","傷害值衰減","92414110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","710"
"17","賦予TP上升的上限","92414110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","711"
"9","降低HP吸收","92414110","戰鬥開始時，中幅度降低全體角色的HP吸收。","712"
"13","水屬性獎勵特大幅度提升","92414120","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","713"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","714"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","715"
"boss_tp_down_cut","減少降低TP","92414120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","716"
"18","傷害值衰減","92414120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","717"
"17","賦予TP上升的上限","92414120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","718"
"9","降低HP吸收","92414120","戰鬥開始時，中幅度降低全體角色的HP吸收。","719"
"13","水屬性獎勵特大幅度提升","92414130","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","720"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","721"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","722"
"boss_tp_down_cut","減少降低TP","92414130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","723"
"18","傷害值衰減","92414130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","724"
"17","賦予TP上升的上限","92414130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","725"
"9","降低HP吸收","92414130","戰鬥開始時，中幅度降低全體角色的HP吸收。","726"
"13","水屬性獎勵特大幅度提升","92414140","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","727"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","728"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","729"
"boss_tp_down_cut","減少降低TP","92414140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","730"
"18","傷害值衰減","92414140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","731"
"17","賦予TP上升的上限","92414140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","732"
"9","降低HP吸收","92414140","戰鬥開始時，中幅度降低全體角色的HP吸收。","733"
"13","水屬性獎勵特大幅度提升","92414210","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","734"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","735"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","736"
"boss_tp_down_cut","減少降低TP","92414210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","737"
"18","傷害值衰減","92414210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","738"
"17","賦予TP上升的上限","92414210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","739"
"9","降低HP吸收","92414210","戰鬥開始時，中幅度降低全體角色的HP吸收。","740"
"13","水屬性獎勵特大幅度提升","92414220","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","741"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","742"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","743"
"boss_tp_down_cut","減少降低TP","92414220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","744"
