b571c911e02bc12cdf91648cbda7245a64dad6706d38c6b91e6e58609932fc0d,7a1e7f9b66e3f77461bab4363d09e8b091e371a7e6fe0184f653abf88ca9092f,ce9bcffb87cae0e6c68f356332d0f316db3badd8c5b7e87b23007361eac2b55e,38790f0e857b3cdd4f9aa1ec7f322e9aa540e30ab935a503573a77ded5678160,cf0f568e1db61459d3787e598e78dac2923a87ce52085e30fb8001a683cbe585,b065ee3f2009681d4bd18c2a163e689f38c5a2255c4d10e541dba83ce3c5b080,c02eedb9f7a58639b52e5eac1fd2c4a4ec40b1b3a872130401d62b2ceb4f034b,7d7aeb5cacdb561a3f5d4b54e701103862dc72279d173803869ee65f8aa0214d,3855077afc774055194f02520b847df3f23317521f6052cae13387981f345e02,5e20fdbd2fe10fff6acd05d2c3b55b503344bb194c01ee85002937ead23891d7,75daa88f73b4cf7f444b484909715f327c0a4a21a7cbe9af1f6eafe29517b052,36785413d84c3232cff8fdb2a34603f916209314240858ffa528e3c34c54bfe6
"0","1","0","60","0","14","0","1.189","24","0","40","1240060"
"0","4","1.189","61","1","0","0","0","24","0","0","1240061"
"0","1","0","62","0","14","40","0.235","24","0","77","1240062"
"0","4","0.235","63","1","0","0","0","24","0","0","1240063"
"0","1","0","64","0","14","77","1.729","24","0","192","1240064"
"0","4","3.529","65","1","0","0","0","24","0","0","1240065"
"0","4","1","1","3","0","0","0","25","0","0","1250001"
"vo_nyx","2","0","2","0","0","0","0","25","vo_nyx_0701","0","1250002"
"0","1","0","3","0","1","0","2.62","25","0","218","1250003"
"0","4","3.07","4","1","0","0","0","25","0","0","1250004"
"vo_nyx","2","0","5","0","0","0","0","25","vo_nyx_0702","0","1250005"
"0","1","0","6","0","1","218","1.252","25","0","385","1250006"
"0","4","1.252","7","1","0","0","0","25","0","0","1250007"
"0","1","0","8","0","2","0","0.322","25","0","0","1250008"
"0","4","0.577","9","1","0","0","0","25","0","0","1250009"
"0","1","0","10","0","2","0","2.127","25","0","345","1250010"
"0","4","2.985","11","1","0","0","0","25","0","0","1250011"
"vo_nyx","2","0","12","0","0","0","0","25","vo_nyx_0703","0","1250012"
"0","1","0","13","0","3","0","2.972","25","0","380","1250013"
"0","4","3.55","14","1","0","0","0","25","0","0","1250014"
"0","1","0","15","0","4","0","3.003","25","0","323","1250015"
"0","4","3.672","16","1","0","0","0","25","0","0","1250016"
"vo_nyx","2","0","17","0","0","0","0","25","vo_nyx_0704","0","1250017"
"0","1","0","18","0","5","0","2.06","25","0","206","1250018"
"0","4","2.34","19","1","0","0","0","25","0","0","1250019"
"0","1","0","20","0","5","206","1.44","25","0","400","1250020"
"0","4","2.486","21","1","0","0","0","25","0","0","1250021"
"vo_nyx","2","0","22","0","0","0","0","25","vo_nyx_0705","0","1250022"
"0","1","0","23","0","6","0","0.766","25","0","71","1250023"
"0","4","1.136","24","1","0","0","0","25","0","0","1250024"
"0","1","0","25","0","6","71","2.067","25","0","320","1250025"
"0","4","2.735","26","1","0","0","0","25","0","0","1250026"
"vo_nyx","2","0","27","0","0","0","0","25","vo_nyx_0706","0","1250027"
"0","1","0","28","0","7","0","3.027","25","0","375","1250028"
"0","4","3.027","29","1","0","0","0","25","0","0","1250029"
"0","1","0","30","0","8","0","0.808","25","0","0","1250030"
"0","4","1.288","31","1","0","0","0","25","0","0","1250031"
"0","1","0","32","0","8","0","1.8","25","0","385","1250032"
"0","4","2.043","33","1","0","0","0","25","0","0","1250033"
"0","1","0","34","0","9","0","1.75","25","0","190","1250034"
"0","4","2.547","35","1","0","0","0","25","0","0","1250035"
"0","4","2","36","3","0","0","0","25","0","0","1250036"
"vo_nyx","2","0","37","0","0","0","0","25","vo_nyx_0707","0","1250037"
"0","1","0","38","0","10","0","2.997","25","0","326","1250038"
"0","4","3.809","39","1","0","0","0","25","0","0","1250039"
"vo_nyx","2","0","40","0","0","0","0","25","vo_nyx_0708","0","1250040"
"0","1","0","41","0","11","0","1.538","25","0","182","1250041"
"0","4","1.671","42","1","0","0","0","25","0","0","1250042"
"0","1","0","43","0","11","182","0.893","25","0","352","1250043"
"0","4","1.738","44","1","0","0","0","25","0","0","1250044"
"0","4","3","45","3","0","0","0","25","0","0","1250045"
"vo_nyx","2","0","46","0","0","0","0","25","vo_nyx_0709","0","1250046"
"0","1","0","47","0","12","0","1.427","25","0","95","1250047"
"0","4","1.895","48","1","0","0","0","25","0","0","1250048"
"0","1","0","49","0","12","95","1.653","25","0","234","1250049"
"0","4","1.732","50","1","0","0","0","25","0","0","1250050"
"0","1","0","51","0","12","234","0.686","25","0","373","1250051"
"0","4","0.686","52","1","0","0","0","25","0","0","1250052"
"0","1","0","53","0","13","0","0.693","25","0","90","1250053"
"0","4","1.063","54","1","0","0","0","25","0","0","1250054"
"0","1","0","55","0","13","90","1.258","25","0","174","1250055"
"0","4","1.915","56","1","0","0","0","25","0","0","1250056"
"0","1","0","57","0","13","174","1.222","25","0","388","1250057"
"0","4","2.085","58","1","0","0","0","25","0","0","1250058"
"vo_nyx","2","0","59","0","0","0","0","25","vo_nyx_0710","0","1250059"
"0","1","0","60","0","14","0","2.18","25","0","200","1250060"
"0","4","3.98","61","1","0","0","0","25","0","0","1250061"
"0","4","1","1","3","0","0","0","26","0","0","1260001"
"vo_nyx","2","0","2","0","0","0","0","26","vo_nyx_0801","0","1260002"
"0","1","0","3","0","1","0","0.65","26","0","70","1260003"
"0","4","1.4","4","1","0","0","0","26","0","0","1260004"
"0","1","0","5","0","1","70","1.119","26","0","138","1260005"
"0","4","1.816","6","1","0","0","0","26","0","0","1260006"
"0","1","0","7","0","1","138","1.557","26","0","332","1260007"
"0","4","2.665","8","1","0","0","0","26","0","0","1260008"
"vo_nyx","2","0","9","0","0","0","0","26","vo_nyx_0802","0","1260009"
"0","1","0","10","0","2","70","0.776","26","0","143","1260010"
"0","4","1.608","11","1","0","0","0","26","0","0","1260011"
"0","1","0","12","0","2","143","1.562","26","0","310","1260012"
"0","4","2.562","13","1","0","0","0","26","0","0","1260013"
"0","4","2","14","3","0","0","0","26","0","0","1260014"
"vo_nyx","2","0","15","0","0","0","0","26","vo_nyx_0803","0","1260015"
"0","1","0","16","0","3","0","0.65","26","0","68","1260016"
"0","4","1.4","17","1","0","0","0","26","0","0","1260017"
"0","1","0","18","0","3","68","2.205","26","0","248","1260018"
"0","4","2.779","19","1","0","0","0","26","0","0","1260019"
"vo_nyx","2","0","20","0","0","0","0","26","vo_nyx_0804","0","1260020"
"0","1","0","21","0","3","248","0.393","26","0","283","1260021"
"0","4","0.987","22","1","0","0","0","26","0","0","1260022"
"0","1","0","23","0","3","283","0.843","26","0","370","1260023"
"0","4","0.843","24","1","0","0","0","26","0","0","1260024"
"0","1","0","25","0","4","68","1.481","26","0","263","1260025"
"0","4","2.481","26","1","0","0","0","26","0","0","1260026"
"0","4","3","27","3","0","0","0","26","0","0","1260027"
"vo_nyx","2","0","28","0","0","0","0","26","vo_nyx_0805","0","1260028"
"0","1","0","29","0","5","0","0.65","26","0","70","1260029"
"0","4","1.4","30","1","0","0","0","26","0","0","1260030"
"0","1","0","31","0","5","70","1.879","26","0","270","1260031"
"0","4","2.917","32","1","0","0","0","26","0","0","1260032"
"0","1","0","33","0","6","70","2.759","26","0","267","1260033"
"0","4","3.645","34","1","0","0","0","26","0","0","1260034"
"0","1","0","35","0","6","267","0.487","26","0","395","1260035"
"0","4","1.487","36","1","0","0","0","26","0","0","1260036"
"0","4","4","37","3","0","0","0","26","0","0","1260037"
"vo_nyx","2","0","38","0","0","0","0","26","vo_nyx_0806","0","1260038"
"0","1","0","39","0","7","0","0.65","26","0","70","1260039"
"0","4","1.4","40","1","0","0","0","26","0","0","1260040"
"0","1","0","41","0","7","70","1.003","26","0","136","1260041"
"0","4","1.452","42","1","0","0","0","26","0","0","1260042"
"0","1","0","43","0","7","136","2.373","26","0","387","1260043"
"0","4","2.6","44","1","0","0","0","26","0","0","1260044"
"0","1","0","45","0","8","70","1.23","26","0","250","1260045"
"0","4","2.23","46","1","0","0","0","26","0","0","1260046"
"0","4","1","47","3","0","0","0","26","0","0","1260047"
"vo_nyx","2","0","48","0","0","0","0","26","vo_nyx_0807","0","1260048"
"0","1","0","49","0","9","0","0.65","26","0","68","1260049"
"0","4","1.4","50","1","0","0","0","26","0","0","1260050"
"0","1","0","51","0","9","68","2.24","26","0","350","1260051"
"0","4","2.74","52","1","0","0","0","26","0","0","1260052"
"0","1","0","53","0","10","70","1.252","26","0","163","1260053"
"0","4","1.742","54","1","0","0","0","26","0","0","1260054"
"0","1","0","55","0","10","163","2.352","26","0","380","1260055"
"0","4","2.779","56","1","0","0","0","26","0","0","1260056"
"0","1","0","57","0","11","70","2.013","26","0","310","1260057"
"0","4","3.047","58","1","0","0","0","26","0","0","1260058"
"vo_nyx","2","0","59","0","0","0","0","26","vo_nyx_0808","0","1260059"
"0","1","0","60","0","12","70","1.401","26","0","242","1260060"
"0","4","1.984","61","1","0","0","0","26","0","0","1260061"
"0","1","0","62","0","12","242","2.073","26","0","390","1260062"
"0","4","2.372","63","1","0","0","0","26","0","0","1260063"
"0","1","0","64","0","13","70","1.4","26","0","240","1260064"
"0","4","2.2","65","1","0","0","0","26","0","0","1260065"
"0","4","4","66","3","0","0","0","26","0","0","1260066"
"vo_nyx","2","0","67","0","0","0","0","26","vo_nyx_0809","0","1260067"
"0","1","0","68","0","14","0","0.65","26","0","68","1260068"
"0","4","1.4","69","1","0","0","0","26","0","0","1260069"
"0","1","0","70","0","14","68","1.52","26","0","260","1260070"
"0","4","2.5","71","1","0","0","0","26","0","0","1260071"
"vo_nyx","2","0","72","0","0","0","0","26","vo_nyx_0810","0","1260072"
"0","1","0","73","0","15","70","2.7","26","0","280","1260073"
"0","4","4.5","74","1","0","0","0","26","0","0","1260074"
"0","4","1","1","3","0","0","0","32","0","0","1320001"
"vo_nyx","2","0","2","0","0","0","0","32","vo_nyx_0901","0","1320002"
"0","1","0","3","0","1","0","3.31","32","0","215","1320003"
"0","4","3.909","4","1","0","0","0","32","0","0","1320004"
"0","1","0","5","0","1","215","0.836","32","0","358","1320005"
"0","4","1.457","6","1","0","0","0","32","0","0","1320006"
"0","1","0","7","0","1","358","0.533","32","0","395","1320007"
"0","4","0.533","8","1","0","0","0","32","0","0","1320008"
"0","1","0","9","0","2","0","1.392","32","0","149","1320009"
"0","4","1.99","10","1","0","0","0","32","0","0","1320010"
"0","1","0","11","0","2","149","3.058","32","0","395","1320011"
"0","4","3.058","12","1","0","0","0","32","0","0","1320012"
"0","1","0","13","0","3","0","0.338","32","0","74","1320013"
"0","4","1.471","14","1","0","0","0","32","0","0","1320014"
"vo_nyx","2","0","15","0","0","0","0","32","vo_nyx_0902","0","1320015"
"0","1","0","16","0","3","74","2.683","32","0","268","1320016"
"0","4","3.31","17","1","0","0","0","32","0","0","1320017"
"0","1","0","18","0","3","268","0.944","32","0","375","1320018"
"0","4","0.944","19","1","0","0","0","32","0","0","1320019"
"0","1","0","20","0","4","0","1.745","32","0","89","1320020"
"0","4","2.481","21","1","0","0","0","32","0","0","1320021"
"0","1","0","22","0","4","89","1.399","32","0","306","1320022"
"0","4","2.87","23","1","0","0","0","32","0","0","1320023"
"0","4","2","24","3","0","0","0","32","0","0","1320024"
"vo_nyx","2","0","25","0","0","0","0","32","vo_nyx_0903","0","1320025"
"0","1","0","26","0","5","0","1.276","32","0","83","1320026"
"0","4","2.005","27","1","0","0","0","32","0","0","1320027"
"0","1","0","28","0","5","83","1.038","32","0","171","1320028"
"0","4","1.608","29","1","0","0","0","32","0","0","1320029"
"0","1","0","30","0","5","171","1.038","32","0","280","1320030"
"0","4","1.11","31","1","0","0","0","32","0","0","1320031"
"0","1","0","32","0","6","0","2.055","32","0","202","1320032"
"0","4","2.844","33","1","0","0","0","32","0","0","1320033"
"0","1","0","34","0","6","202","1.871","32","0","389","1320034"
"0","4","2.397","35","1","0","0","0","32","0","0","1320035"
"0","1","0","36","0","7","0","1.589","32","0","175","1320036"
"0","4","2.196","37","1","0","0","0","32","0","0","1320037"
"0","1","0","38","0","7","175","2.445","32","0","395","1320038"
"0","4","2.445","39","1","0","0","0","32","0","0","1320039"
"0","1","0","40","0","8","0","1.372","32","0","266","1320040"
"0","4","2.657","41","1","0","0","0","32","0","0","1320041"
"0","4","3","42","3","0","0","0","32","0","0","1320042"
"vo_nyx","2","0","43","0","0","0","0","32","vo_nyx_0904","0","1320043"
"0","1","0","44","0","8","266","2.066","32","0","390","1320044"
"0","4","2.066","45","1","0","0","0","32","0","0","1320045"
"0","1","0","46","0","9","0","0.916","32","0","131","1320046"
"0","4","1.42","47","1","0","0","0","32","0","0","1320047"
"0","1","0","48","0","9","131","0.71","32","0","313","1320048"
"0","4","1.561","49","1","0","0","0","32","0","0","1320049"
"0","1","0","50","0","9","313","2.191","32","0","385","1320050"
"0","4","2.191","51","1","0","0","0","32","0","0","1320051"
"0","1","0","52","0","10","0","1.377","32","0","176","1320052"
"0","4","1.833","53","1","0","0","0","32","0","0","1320053"
"0","1","0","54","0","10","176","2.749","32","0","390","1320054"
"0","4","2.749","55","1","0","0","0","32","0","0","1320055"
"0","1","0","56","0","11","0","0.753","32","0","74","1320056"
"0","4","2.093","57","1","0","0","0","32","0","0","1320057"
"vo_nyx","2","0","58","0","0","0","0","32","vo_nyx_0905","0","1320058"
"0","1","0","59","0","11","74","1.534","32","0","160","1320059"
"0","4","2.185","60","1","0","0","0","32","0","0","1320060"
"0","1","0","61","0","11","160","1.269","32","0","311","1320061"
"0","4","1.86","62","1","0","0","0","32","0","0","1320062"
"0","1","0","63","0","11","311","0.74","32","0","400","1320063"
"0","4","0.74","64","1","0","0","0","32","0","0","1320064"
"0","1","0","65","0","12","0","1.911","32","0","134","1320065"
"0","4","2.508","66","1","0","0","0","32","0","0","1320066"
"0","1","0","67","0","12","134","2.445","32","0","380","1320067"
"0","4","3.145","68","1","0","0","0","32","0","0","1320068"
"vo_nyx","2","0","69","0","0","0","0","32","vo_nyx_0906","0","1320069"
"0","1","0","70","0","13","0","0.992","32","0","116","1320070"
"0","4","2.792","71","1","0","0","0","32","0","0","1320071"
"0","4","1","1","3","0","0","0","33","0","0","1330001"
"vo_nyx","2","0","2","0","0","0","0","33","vo_nyx_1001","0","1330002"
"0","1","0","3","0","1","0","1.326","33","0","194","1330003"
"0","4","1.649","4","1","0","0","0","33","0","0","1330004"
"0","1","0","5","0","1","194","2.01","33","0","315","1330005"
"0","4","2.529","6","1","0","0","0","33","0","0","1330006"
"0","1","0","7","0","1","315","1.404","33","0","395","1330007"
"0","4","1.459","8","1","0","0","0","33","0","0","1330008"
"0","1","0","9","0","2","0","0.468","33","0","120","1330009"
"0","4","1.704","10","1","0","0","0","33","0","0","1330010"
"vo_nyx","2","0","11","0","0","0","0","33","vo_nyx_1002","0","1330011"
"0","1","0","12","0","2","120","1.337","33","0","178","1330012"
"0","4","1.337","13","1","0","0","0","33","0","0","1330013"
"0","1","0","14","0","2","178","2.128","33","0","380","1330014"
"0","4","3.666","15","1","0","0","0","33","0","0","1330015"
"vo_nyx","2","0","16","0","0","0","0","33","vo_nyx_1003","0","1330016"
"0","1","0","17","0","3","0","1.938","33","0","207","1330017"
"0","4","2.451","18","1","0","0","0","33","0","0","1330018"
"0","1","0","19","0","3","207","1.303","33","0","330","1330019"
"0","4","2.273","20","1","0","0","0","33","0","0","1330020"
"vo_nyx","2","0","21","0","0","0","0","33","vo_nyx_1004","0","1330021"
"0","1","0","22","0","4","0","1.136","33","0","150","1330022"
"0","4","1.905","23","1","0","0","0","33","0","0","1330023"
"0","1","0","24","0","4","150","1.136","33","0","265","1330024"
"0","4","1.905","25","1","0","0","0","33","0","0","1330025"
"0","1","0","26","0","4","265","2.016","33","0","395","1330026"
"0","4","2.116","27","1","0","0","0","33","0","0","1330027"
"0","1","0","28","0","5","0","1.227","33","0","128","1330028"
"0","4","1","29","1","0","0","0","33","0","0","1330029"
"vo_nyx","2","0","30","0","0","0","0","33","vo_nyx_1005","0","1330030"
"0","1","0","31","0","6","0","1.227","33","0","119","1330031"
"0","4","2.174","32","1","0","0","0","33","0","0","1330032"
"vo_nyx","2","0","33","0","0","0","0","33","vo_nyx_1006","0","1330033"
"0","1","0","34","0","6","119","3.075","33","0","395","1330034"
"0","4","3.81","35","1","0","0","0","33","0","0","1330035"
"0","1","0","36","0","7","0","1.281","33","0","120","1330036"
"0","4","2.507","37","1","0","0","0","33","0","0","1330037"
"vo_nyx","2","0","38","0","0","0","0","33","vo_nyx_1007","0","1330038"
"0","1","0","39","0","7","120","1.17","33","0","253","1330039"
"0","4","2.039","40","1","0","0","0","33","0","0","1330040"
"vo_nyx","2","0","41","0","0","0","0","33","vo_nyx_1008","0","1330041"
"0","1","0","42","0","7","253","0.757","33","0","350","1330042"
"0","4","2.139","43","1","0","0","0","33","0","0","1330043"
"0","4","2","44","3","0","0","0","33","0","0","1330044"
"vo_nyx","2","0","45","0","0","0","0","33","vo_nyx_1009","0","1330045"
"0","1","0","46","0","8","0","1.348","33","0","140","1330046"
"0","4","2.852","47","1","0","0","0","33","0","0","1330047"
"vo_nyx","2","0","48","0","0","0","0","33","vo_nyx_1010","0","1330048"
"0","1","0","49","0","9","0","0.702","33","0","30","1330049"
"0","4","0.702","50","1","0","0","0","33","0","0","1330050"
"0","1","0","51","0","9","30","1.604","33","0","162","1330051"
"0","4","2.844","52","1","0","0","0","33","0","0","1330052"
"vo_nyx","2","0","53","0","0","0","0","33","vo_nyx_1011","0","1330053"
"0","1","0","54","0","9","162","2.016","33","0","395","1330054"
"0","4","2.707","55","1","0","0","0","33","0","0","1330055"
"0","1","0","56","0","10","0","2.128","33","0","234","1330056"
"0","4","3.32","57","1","0","0","0","33","0","0","1330057"
"vo_nyx","2","0","58","0","0","0","0","33","vo_nyx_1012","0","1330058"
"0","1","0","59","0","10","234","2.38","33","0","390","1330059"
"0","4","3.338","60","1","0","0","0","33","0","0","1330060"
"0","4","3","61","3","0","0","0","33","0","0","1330061"
"vo_nyx","2","0","62","0","0","0","0","33","vo_nyx_1013","0","1330062"
"0","1","0","63","0","11","0","1.337","33","0","176","1330063"
"0","4","1.883","64","1","0","0","0","33","0","0","1330064"
"0","1","0","65","0","11","176","1.95","33","0","392","1330065"
"0","4","3.243","66","1","0","0","0","33","0","0","1330066"
"vo_nyx","2","0","67","0","0","0","0","33","vo_nyx_1014","0","1330067"
"0","1","0","68","0","11","392","0.724","33","0","392","1330068"
"0","4","0.724","69","1","0","0","0","33","0","0","1330069"
"0","1","0","70","0","12","0","0.824","33","0","131","1330070"
"0","4","1.392","71","1","0","0","0","33","0","0","1330071"
"0","1","0","72","0","12","131","3.319","33","0","390","1330072"
"0","4","4.265","73","1","0","0","0","33","0","0","1330073"
"vo_nyx","2","0","74","0","0","0","0","33","vo_nyx_1015","0","1330074"
"0","1","0","75","0","13","0","2.306","33","0","235","1330075"
"0","4","3.198","76","1","0","0","0","33","0","0","1330076"
"0","4","4","77","3","0","0","0","33","0","0","1330077"
"vo_nyx","2","0","78","0","0","0","0","33","vo_nyx_1016","0","1330078"
"0","1","0","79","0","14","0","1.713","33","0","315","1330079"
"0","4","2.607","80","1","0","0","0","33","0","0","1330080"
"0","1","0","81","0","15","0","1.66","33","0","308","1330081"
"0","4","3.16","82","1","0","0","0","33","0","0","1330082"
"0","4","1","1","3","0","0","0","34","0","0","1340001"
"vo_nyx","2","0","2","0","0","0","0","34","vo_nyx_1501","0","1340002"
"0","1","0","3","0","1","0","0.64","34","0","45","1340003"
"0","4","1.223","4","1","0","0","0","34","0","0","1340004"
"0","1","0","5","0","1","45","0.878","34","0","102","1340005"
"0","4","1.635","6","1","0","0","0","34","0","0","1340006"
"vo_nyx","2","0","7","0","0","0","0","34","vo_nyx_1502","0","1340007"
"0","1","0","8","0","1","102","1.01","34","0","280","1340008"
"0","4","2.02","9","1","0","0","0","34","0","0","1340009"
"vo_nyx","2","0","10","0","0","0","0","34","vo_nyx_1503","0","1340010"
"0","1","0","11","0","2","0","4.04","34","0","375","1340011"
"0","4","4.731","12","1","0","0","0","34","0","0","1340012"
"0","1","0","13","0","3","0","2.766","34","0","310","1340013"
"0","4","3.699","14","1","0","0","0","34","0","0","1340014"
"vo_nyx","2","0","15","0","0","0","0","34","vo_nyx_1504","0","1340015"
"0","1","0","16","0","4","0","2.338","34","0","147","1340016"
"0","4","3.085","17","1","0","0","0","34","0","0","1340017"
"vo_nyx","2","0","18","0","0","0","0","34","vo_nyx_1505","0","1340018"
"0","1","0","19","0","4","147","0.911","34","0","340","1340019"
"0","4","2.338","20","1","0","0","0","34","0","0","1340020"
"vo_nyx","2","0","21","0","0","0","0","34","vo_nyx_1506","0","1340021"
"0","1","0","22","0","5","0","1.789","34","0","147","1340022"
"0","4","2.096","23","1","0","0","0","34","0","0","1340023"
"0","1","0","24","0","5","147","1.992","34","0","370","1340024"
"0","4","3.002","25","1","0","0","0","34","0","0","1340025"
"vo_nyx","2","0","26","0","0","0","0","34","vo_nyx_1507","0","1340026"
"0","1","0","27","0","6","0","1.179","34","0","120","1340027"
"0","4","1.679","28","1","0","0","0","34","0","0","1340028"
"0","1","0","29","0","6","120","1.438","34","0","220","1340029"
"0","4","2.096","30","1","0","0","0","34","0","0","1340030"
"vo_nyx","2","0","31","0","0","0","0","34","vo_nyx_1508","0","1340031"
"0","1","0","32","0","6","220","1.679","34","0","395","1340032"
"0","4","1.679","33","1","0","0","0","34","0","0","1340033"
"0","1","0","34","0","7","0","1.032","34","0","148","1340034"
"0","4","1.833","35","1","0","0","0","34","0","0","1340035"
"vo_nyx","2","0","36","0","0","0","0","34","vo_nyx_1509","0","1340036"
"0","1","0","37","0","7","148","2.788","34","0","400","1340037"
"0","4","3.765","38","1","0","0","0","34","0","0","1340038"
"vo_nyx","2","0","39","0","0","0","0","34","vo_nyx_1510","0","1340039"
"0","1","0","40","0","8","0","0.79","34","0","59","1340040"
"0","4","1.35","41","1","0","0","0","34","0","0","1340041"
"0","1","0","42","0","8","59","2.404","34","0","236","1340042"
"0","4","3.117","43","1","0","0","0","34","0","0","1340043"
"0","4","2","44","3","0","0","0","34","0","0","1340044"
"vo_nyx","2","0","45","0","0","0","0","34","vo_nyx_1511","0","1340045"
"0","1","0","46","0","8","236","1.756","34","0","395","1340046"
"0","4","2.59","47","1","0","0","0","34","0","0","1340047"
"0","1","0","48","0","9","0","1.954","34","0","296","1340048"
"0","4","2.415","49","1","0","0","0","34","0","0","1340049"
"0","1","0","50","0","9","296","1.649","34","0","391","1340050"
"0","4","2.228","51","1","0","0","0","34","0","0","1340051"
"0","1","0","52","0","9","391","0.592","34","0","391","1340052"
"0","4","0.592","53","1","0","0","0","34","0","0","1340053"
"0","1","0","54","0","10","0","1.12","34","0","62","1340054"
"0","4","1.68","55","1","0","0","0","34","0","0","1340055"
"0","1","0","56","0","10","62","2.205","34","0","224","1340056"
"0","4","2.908","57","1","0","0","0","34","0","0","1340057"
"0","1","0","58","0","10","224","1.526","34","0","385","1340058"
"0","4","1.526","59","1","0","0","0","34","0","0","1340059"
"0","1","0","60","0","11","0","1.207","34","0","89","1340060"
"0","4","2.448","61","1","0","0","0","34","0","0","1340061"
"0","4","3","62","3","0","0","0","34","0","0","1340062"
"vo_nyx","2","0","63","0","0","0","0","34","vo_nyx_1512","0","1340063"
"0","1","0","64","0","11","89","1.624","34","0","254","1340064"
"0","4","2.294","65","1","0","0","0","34","0","0","1340065"
"0","1","0","66","0","11","254","1.405","34","0","397","1340066"
"0","4","1.405","67","1","0","0","0","34","0","0","1340067"
"0","1","0","68","0","12","0","0.746","34","0","106","1340068"
"0","4","1.822","69","1","0","0","0","34","0","0","1340069"
"0","4","4","70","3","0","0","0","34","0","0","1340070"
"vo_nyx","2","0","71","0","0","0","0","34","vo_nyx_1513","0","1340071"
"0","1","0","72","0","12","106","2.338","34","0","300","1340072"
"0","4","3.227","73","1","0","0","0","34","0","0","1340073"
"0","4","5","74","3","0","0","0","34","0","0","1340074"
"vo_nyx","2","0","75","0","0","0","0","34","vo_nyx_1514","0","1340075"
"0","1","0","76","0","13","0","1.745","34","0","120","1340076"
"0","4","2.195","77","1","0","0","0","34","0","0","1340077"
"0","1","0","78","0","13","120","1.405","34","0","293","1340078"
"0","4","2.437","79","1","0","0","0","34","0","0","1340079"
"vo_nyx","2","0","80","0","0","0","0","34","vo_nyx_1515","0","1340080"
"0","1","0","81","0","14","0","0.428","34","0","42","1340081"
"0","4","2.16","82","1","0","0","0","34","0","0","1340082"
