6181ac0b4bc0bec8ac0c5905efaf2035aaa8b02ba06e812b5fa03f61adef7220,371a54c6168f9851d8dccae0a51e1526d58cc65bb0d5f67d6e1f7e88c00012e0,2234c4f7c705dcf9a48e9f9009b944b2c3a62b9921d4605e9bf4c770c05f26b1,489c87ea03f0463f82bd626ec228157917d79f314742ae780152f23d0ae64167,4e9753957fe25717a43c113913376232376e49a3be847125f3d1af84d8b6582f,5d92a52592e993aeff95a7d19dec3287524ffb9ba9577afa53612643a582e6b7,5c87576805a10d31ca753c1d9ac7acddff9bc63d39ecbab27bb8d180fbd3395a,9e0dae4c8524748bc6364b1bae99c702e5f7e1ad88c9da7569ac071d6cc11a93,32429a4aeeac1438e8fc4c0fe0f55b02720483613e8213af5d0b1ea30966c2a2,534effb0d311efd75d08e7494323cd9e78655c12150abbe392d531141548c09c,1c186feca60cafed43781c332fb534d1f9d7042356724358983995a0429c8d46
"0","700","1","0","0","700","17614","","31","","17614016"
"0","701","1","0","0","701","17614","","31","","17614017"
"0","702","1","0","0","702","17614","","31","","17614018"
"0","800","1","0","0","800","17614","","31","","17614019"
"60","921","1","30","1","921","17614","","31","","17614020"
"","","","","","1","17614","","93","","17614021"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","101411","17614","0.2","3","","17614022"
"","","","","","0.1","17614","","93","","17614023"
"wac_birthday_reaction_04","wac_birthday_reaction_03","1","0","0.2","101011","17614","0.2","3","","17614024"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","101711","17614","0.2","3","","17614025"
"","","","","","0.3","17614","","93","","17614026"
"","wac_birthday_makoto_run_01","","1","0.2","104311","17614","","3","","17614027"
"3","0","","-70","","104311","17614","","2","","17614028"
"","","","","","2.5","17614","","93","","17614029"
"","1","","","","602","17614","","32","","17614030"
"","","","","","0.6","17614","","93","","17614031"
"","1","","","","501","17614","","32","","17614032"
"","0","","","","600","17614","","32","","17614033"
"","0","","","","613","17614","","32","","17614034"
"","0","","","","604","17614","","32","","17614035"
"","1","","","","701","17614","","32","","17614036"
"0.01","0","","0","","921","17614","","33","","17614037"
"wac_birthday_makoto_wish_01","wac_birthday_makoto_blowout_02","1","0","0.2","104311","17614","0.2","3","","17614038"
"0.01","-200","","-330","","104311","17614","","2","","17614039"
"","wac_birthday_idle_wish","","1","0.2","101011","17614","","3","","17614040"
"0.01","180","","-320","","101011","17614","","2","","17614041"
"","wac_birthday_idle_smile","","1","0.2","101411","17614","","3","","17614042"
"0.01","290","","-360","","101411","17614","","2","","17614043"
"","wac_birthday_idle_kyapi","","1","0.2","101711","17614","","3","","17614044"
"0.01","420","","-340","","101711","17614","","2","","17614045"
"","","","","","0","17614","","93","","17614046"
"","1","","","","800","17614","","32","","17614047"
"","","","","","0.7","17614","","93","","17614048"
"","1","","","","702","17614","","32","","17614049"
"","","","","","0.5","17614","","93","","17614050"
"","se_sys_login_birthday_blow_candle","","0","","se_common","17614","","23","","17614051"
"","0","","","","701","17614","","32","","17614052"
"","","","","","0.4","17614","","93","","17614053"
"","se_sys_login_birthday_cracker","","0","","se_common","17614","","23","","17614054"
"","1","","","","700","17614","","32","","17614055"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","17614","","23","","17614056"
"wac_birthday_idle_wish","wac_birthday_clap_to_wish","1","0","0.2","101011","17614","0.2","3","","17614057"
"","","","","","0.1","17614","","93","","17614058"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","101411","17614","0.2","3","","17614059"
"","","","","","0.1","17614","","93","","17614060"
"wac_birthday_idle_kyapi","wac_birthday_clap","1","0","0.2","101711","17614","0.2","3","","17614061"
"","","","","","2","17614","","93","","17614062"
"","","","","","1","17614","","131","","17614063"
"0","vo_wac_17614_000","","0","","vo_wac_17614","17614","","21","","17614064"
"1","這什麼啊？蛋糕嗎？\n是有人忘記在這的……？不可能吧。\n為什麼會有這種東西啊？","1","10","0","104311","17614","0","11","0.5","17614065"
"","","","","","0","17614","","91","","17614066"
"","wac_birthday_idle_normal","","1","0.2","104311","17614","","3","","17614067"
"","wac_birthday_talk_wish","","1","0.2","101011","17614","","3","","17614068"
"0","vo_wac_17614_001","","0","","vo_wac_17614","17614","","21","","17614069"
"1","還問為什麼，今天不是\n真琴妳的生日嗎～？\n這是咱們和王子先生\n一起準備的蛋糕哦～♪","1","10","0","101011","17614","0","11","0.5","17614070"
"","","","","","0","17614","","91","","17614071"
"","wac_birthday_idle_wish","","1","0.2","101011","17614","","3","","17614072"
"","wac_birthday_talk_smile","","1","0.2","101411","17614","","3","","17614073"
"0","vo_wac_17614_002","","0","","vo_wac_17614","17614","","21","","17614074"
"1","妳是公會中對工作最有熱誠的，\n這也是對妳的犒勞喔。\n再說一次，生日快樂♪","1","10","0","101411","17614","0","11","0.5","17614075"
"","","","","","0","17614","","91","","17614076"
"","wac_birthday_idle_smile","","1","0.2","101411","17614","","3","","17614077"
"","wac_birthday_talk_smile","","1","0.2","101711","17614","","3","","17614078"
"0","vo_wac_17614_003","","0","","vo_wac_17614","17614","","21","","17614079"
"1","一直以來真的辛苦妳了～♪\n妳就多吃點美味的蛋糕，\n今後也連我們的份\n一起努力工作吧～？","1","10","0","101711","17614","0","11","0.5","17614080"
"","","","","","0","17614","","91","","17614081"
"","wac_birthday_idle_smile","","1","0.2","101711","17614","","3","","17614082"
"","wac_birthday_makoto_talk_smile","","1","0.2","104311","17614","","3","","17614083"
"0","vo_wac_17614_004","","0","","vo_wac_17614","17614","","21","","17614084"
"1","真令人開心耶，謝囉！\n……呃，等一下，\n公會的工作，大家不一起\n努力我會很困擾耶！？　","1","10","0","104311","17614","0","11","0.5","17614085"
"","","","","","0","17614","","91","","17614086"
"","wac_birthday_talk_doya","","1","0.2","104311","17614","","3","","17614087"
"0","vo_wac_17614_005","","0","","vo_wac_17614","17614","","21","","17614088"
"1","嗯，不過，今天就看在蛋糕的份上\n饒了妳們吧。\n也謝謝你特地來幫忙。\n今後也一起努力吧♪","1","10","0","104311","17614","0","11","0.5","17614089"
"","","","","","0","17614","","91","","17614090"
"","","","","","0","17614","","22","","17614091"
"","bgm_M321_2C","","","","bgm_M321","17714","","25","","17714001"
"-1000","100411","-70","250","2","1","17714","0","1","wac_birthday_idle_normal","17714002"
"230","103611","-270","256","2","1","17714","1","1","wac_birthday_idle_doya","17714003"
"410","102011","-310","257","2","1","17714","1","1","wac_birthday_idle_smile","17714004"
"","300","","","","100411","17714","","13","","17714005"
"","300","","","","103611","17714","","13","","17714006"
"0","501","1","0","0","501","17714","","31","","17714007"
"0","600","1","0","1","600","17714","","31","","17714008"
"0","602","1","0","0","602","17714","","31","","17714009"
"0","603","1","0","0","603","17714","","31","","17714010"
"60","604","1","30","1","604","17714","","31","","17714011"
"0","613","1","0","1","613","17714","","31","","17714012"
"0","700","1","0","0","700","17714","","31","","17714013"
"0","701","1","0","0","701","17714","","31","","17714014"
"0","702","1","0","0","702","17714","","31","","17714015"
"0","800","1","0","0","800","17714","","31","","17714016"
"60","922","1","30","1","922","17714","","31","","17714017"
"","","","","","1","17714","","93","","17714018"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","102011","17714","0.2","3","","17714019"
"","","","","","0.1","17714","","93","","17714020"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","103611","17714","0.2","3","","17714021"
"","","","","","0.3","17714","","93","","17714022"
"","wac_birthday_run_01","","1","0.2","100411","17714","","3","","17714023"
"3","0","","-70","","100411","17714","","2","","17714024"
"","","","","","2.5","17714","","93","","17714025"
"","1","","","","602","17714","","32","","17714026"
"","","","","","0.6","17714","","93","","17714027"
"","1","","","","501","17714","","32","","17714028"
"","0","","","","600","17714","","32","","17714029"
"","0","","","","613","17714","","32","","17714030"
"","0","","","","604","17714","","32","","17714031"
"","1","","","","701","17714","","32","","17714032"
"0.01","0","","0","","922","17714","","33","","17714033"
"wac_birthday_wish_02","wac_birthday_blowout_01","1","0","0.2","100411","17714","0.2","3","","17714034"
"0.01","-200","","-330","","100411","17714","","2","","17714035"
"","wac_birthday_idle_doya","","1","0.2","103611","17714","","3","","17714036"
"0.01","180","","-320","","103611","17714","","2","","17714037"
"","wac_birthday_idle_smile","","1","0.2","102011","17714","","3","","17714038"
"0.01","320","","-340","","102011","17714","","2","","17714039"
"","","","","","0","17714","","93","","17714040"
"","1","","","","800","17714","","32","","17714041"
"","","","","","0.7","17714","","93","","17714042"
"","1","","","","702","17714","","32","","17714043"
"","","","","","0.5","17714","","93","","17714044"
"","se_sys_login_birthday_blow_candle","","0","","se_common","17714","","23","","17714045"
"","0","","","","701","17714","","32","","17714046"
"","","","","","0.4","17714","","93","","17714047"
"","se_sys_login_birthday_cracker","","0","","se_common","17714","","23","","17714048"
"","1","","","","700","17714","","32","","17714049"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","17714","","23","","17714050"
"wac_birthday_idle_doya","wac_birthday_clap","1","0","0.2","103611","17714","0.2","3","","17714051"
"","","","","","0.1","17714","","93","","17714052"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","102011","17714","0.2","3","","17714053"
"","","","","","2","17714","","93","","17714054"
"","","","","","1","17714","","131","","17714055"
"0","vo_wac_17714_000","","0","","vo_wac_17714","17714","","21","","17714056"
"1","咦，這個蛋糕是……？\n該不會是要\n為禊慶生！？","1","10","0","100411","17714","0","11","0.5","17714057"
"","","","","","0","17714","","91","","17714058"
"","wac_birthday_idle_smile","","1","0.2","100411","17714","","3","","17714059"
"","wac_birthday_kyoka_talk_wish","","1","0.2","103611","17714","","3","","17714060"
"0","vo_wac_17714_001","","0","","vo_wac_17714","17714","","21","","17714061"
"1","沒錯。\n生日快樂，禊♪\n這是我和美美兩人親手做的！\n妳要多吃一點喔！","1","10","0","103611","17714","0","11","0.5","17714062"
"","","","","","0","17714","","91","","17714063"
"","wac_birthday_idle_wish","","1","0.2","103611","17714","","3","","17714064"
"","wac_birthday_talk_normal","","1","0.2","100411","17714","","3","","17714065"
"0","vo_wac_17714_002","","0","","vo_wac_17714","17714","","21","","17714066"
"1","太棒了──謝謝！\n話說回來，這蛋糕還真大耶～\n搬運很辛苦吧？","1","10","0","100411","17714","0","11","0.5","17714067"
"","","","","","0","17714","","91","","17714068"
"","wac_birthday_idle_normal","","1","0.2","100411","17714","","3","","17714069"
"","wac_birthday_talk_smile","","1","0.2","102011","17714","","3","","17714070"
"0","vo_wac_17714_003","","0","","vo_wac_17714","17714","","21","","17714071"
"1","其實美美我們自己搬不動。\n哥哥也幫了我們一把喔～♪","1","10","0","102011","17714","0","11","0.5","17714072"
"","","","","","0","17714","","91","","17714073"
"","wac_birthday_idle_smile","","1","0.2","102011","17714","","3","","17714074"
"","wac_birthday_talk_kyapi","","1","0.2","100411","17714","","3","","17714075"
"0","vo_wac_17714_004","","0","","vo_wac_17714","17714","","21","","17714076"
"1","這樣啊～欸嘿嘿～♪\n哥哥，謝謝你一直以來的照顧！\n下次想到新的惡作劇時，\n禊會第一個告訴你的！","1","10","0","100411","17714","0","11","0.5","17714077"
"","","","","","0","17714","","91","","17714078"
"","","","","","0","17714","","22","","17714079"
"","bgm_M321_2C","","","","bgm_M321","17814","","25","","17814001"
"-1000","103711","-70","250","2","1","17814","0","1","wac_birthday_idle_normal","17814002"
"200","104711","-270","256","2","1","17814","1","1","wac_birthday_idle_doya","17814003"
"320","100511","-310","258","2","1","17814","1","1","wac_birthday_idle_smile","17814004"
"450","107111","-290","257","2","1","17814","1","1","wac_birthday_idle_normal","17814005"
"","300","","","","103711","17814","","13","","17814006"
"","300","","","","104711","17814","","13","","17814007"
"","300","","","","100511","17814","","13","","17814008"
"","300","","","","107111","17814","","13","","17814009"
"0","501","1","0","0","501","17814","","31","","17814010"
"0","600","1","0","1","600","17814","","31","","17814011"
"0","602","1","0","0","602","17814","","31","","17814012"
"0","603","1","0","0","603","17814","","31","","17814013"
"60","604","1","30","1","604","17814","","31","","17814014"
"0","613","1","0","1","613","17814","","31","","17814015"
"0","700","1","0","0","700","17814","","31","","17814016"
"0","701","1","0","0","701","17814","","31","","17814017"
"0","702","1","0","0","702","17814","","31","","17814018"
"0","800","1","0","0","800","17814","","31","","17814019"
"60","923","1","30","1","923","17814","","31","","17814020"
"","","","","","1","17814","","93","","17814021"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","100511","17814","0.2","3","","17814022"
"","","","","","0.1","17814","","93","","17814023"
"wac_birthday_reaction_03","wac_birthday_reaction_05","1","0","0.2","104711","17814","0.2","3","","17814024"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","107111","17814","0.2","3","","17814025"
"","","","","","0.3","17814","","93","","17814026"
"","wac_birthday_run_01","","1","0.2","103711","17814","","3","","17814027"
"3","0","","-70","","103711","17814","","2","","17814028"
"","","","","","2.5","17814","","93","","17814029"
"","1","","","","602","17814","","32","","17814030"
"","","","","","0.6","17814","","93","","17814031"
"","1","","","","501","17814","","32","","17814032"
"","0","","","","600","17814","","32","","17814033"
"","0","","","","613","17814","","32","","17814034"
"","0","","","","604","17814","","32","","17814035"
"","1","","","","701","17814","","32","","17814036"
"0.01","0","","0","","923","17814","","33","","17814037"
"wac_birthday_wish_01","wac_birthday_blowout_01","1","0","0.2","103711","17814","0.2","3","","17814038"
"0.01","-200","","-330","","103711","17814","","2","","17814039"
"","wac_birthday_idle_doya","","1","0.2","104711","17814","","3","","17814040"
"0.01","180","","-320","","104711","17814","","2","","17814041"
"","wac_birthday_idle_smile","","1","0.2","100511","17814","","3","","17814042"
"0.01","300","","-360","","100511","17814","","2","","17814043"
"","wac_birthday_idle_normal","","1","0.2","107111","17814","","3","","17814044"
"0.01","430","","-340","","107111","17814","","2","","17814045"
"","","","","","0","17814","","93","","17814046"
"","1","","","","800","17814","","32","","17814047"
"","","","","","0.7","17814","","93","","17814048"
"","1","","","","702","17814","","32","","17814049"
"","","","","","0.5","17814","","93","","17814050"
"","se_sys_login_birthday_blow_candle","","0","","se_common","17814","","23","","17814051"
"","0","","","","701","17814","","32","","17814052"
"","","","","","0.4","17814","","93","","17814053"
"","se_sys_login_birthday_cracker","","0","","se_common","17814","","23","","17814054"
"","1","","","","700","17814","","32","","17814055"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","17814","","23","","17814056"
"wac_birthday_idle_doya","wac_birthday_clap","1","0","0.2","104711","17814","0.2","3","","17814057"
"","","","","","0.1","17814","","93","","17814058"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","100511","17814","0.2","3","","17814059"
"","","","","","0.1","17814","","93","","17814060"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","107111","17814","0.2","3","","17814061"
"","","","","","2","17814","","93","","17814062"
"","","","","","1","17814","","131","","17814063"
"0","vo_wac_17814_000","","0","","vo_wac_17814","17814","","21","","17814064"
"1","那個，我確認一下。\n這是、這應該是\n我的生日蛋糕\n對嗎？","1","10","0","103711","17814","0","11","0.5","17814065"
"","","","","","0","17814","","91","","17814066"
"","wac_birthday_idle_smile","","1","0.2","103711","17814","","3","","17814067"
"","wac_birthday_talk_normal","","1","0.2","104711","17814","","3","","17814068"
"0","vo_wac_17814_001","","0","","vo_wac_17814","17814","","21","","17814069"
"1","嗯，沒錯。\n這是【王宮騎士團】\n與少年一起送給小智的禮物，\n慶祝妳又長了一歲。","1","10","0","104711","17814","0","11","0.5","17814070"
"","","","","","0","17814","","91","","17814071"
"","wac_birthday_idle_normal","","1","0.2","104711","17814","","3","","17814072"
"","wac_birthday_talk_smile","","1","0.2","100511","17814","","3","","17814073"
"0","vo_wac_17814_002","","0","","vo_wac_17814","17814","","21","","17814074"
"1","生日快樂！\n唉呀～我也好想快點過生日，\n成為像純和小智姐\n那樣的大人喔！","1","10","0","100511","17814","0","11","0.5","17814075"
"","","","","","0","17814","","91","","17814076"
"","wac_birthday_idle_smile","","1","0.2","100511","17814","","3","","17814077"
"","wac_birthday_talk_smile","","1","0.2","103711","17814","","3","","17814078"
"0","vo_wac_17814_003","","0","","vo_wac_17814","17814","","21","","17814079"
"1","啊哈哈，謝謝。\n雖然要稱我是大人\n好像還太早了點。\n畢竟我根本就還沒成年。","1","10","0","103711","17814","0","11","0.5","17814080"
"","","","","","0","17814","","91","","17814081"
"","wac_birthday_idle_smile","","1","0.2","103711","17814","","3","","17814082"
"","wac_birthday_christina_talk_doya","","1","0.2","107111","17814","","3","","17814083"
"0","vo_wac_17814_004","","0","","vo_wac_17814","17814","","21","","17814084"
"1","……為什麼在這種時候看向我？\n我先說清楚，你們所有人\n總有一天都會來到我這個年紀。\n你們就發著抖等著吧。","1","10","0","107111","17814","0","11","0.5","17814085"
"","","","","","0","17814","","91","","17814086"
"","wac_birthday_christina_idle_doya","","1","0.2","107111","17814","","3","","17814087"
"","wac_birthday_talk_smile","","1","0.2","103711","17814","","3","","17814088"
"0","vo_wac_17814_005","","0","","vo_wac_17814","17814","","21","","17814089"
"1","哎呀哎呀，我這真是失禮了♪\n……今天也很謝謝你。\n值得紀念的日子能有你在身邊，\n我真的很開心喔♪","1","10","0","103711","17814","0","11","0.5","17814090"
"","","","","","0","17814","","91","","17814091"
"","","","","","0","17814","","22","","17814092"
"","bgm_M321_2C","","","","bgm_M321","17824","","25","","17824001"
"-1000","106111","-70","250","2","1","17824","0","1","wac_birthday_idle_normal","17824002"
"310","107111","-290","256","2","1","17824","1","1","wac_birthday_idle_doya","17824003"
"","300","","","","106111","17824","","13","","17824004"
"","300","","","","107111","17824","","13","","17824005"
"0","501","1","0","0","501","17824","","31","","17824006"
"0","601","1","0","1","601","17824","","31","","17824007"
"0","602","1","0","0","602","17824","","31","","17824008"
"0","603","1","0","0","603","17824","","31","","17824009"
"60","604","1","30","1","604","17824","","31","","17824010"
"0","613","1","0","1","613","17824","","31","","17824011"
"0","700","1","0","0","700","17824","","31","","17824012"
"0","701","1","0","0","701","17824","","31","","17824013"
"0","702","1","0","0","702","17824","","31","","17824014"
"0","800","1","0","0","800","17824","","31","","17824015"
"60","924","1","30","1","924","17824","","31","","17824016"
"","","","","","1","17824","","93","","17824017"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","107111","17824","0.2","3","","17824018"
"","","","","","0.4","17824","","93","","17824019"
"","wac_birthday_run_01","","1","0.2","106111","17824","","3","","17824020"
"3","0","","-70","","106111","17824","","2","","17824021"
"","","","","","2.5","17824","","93","","17824022"
"","1","","","","602","17824","","32","","17824023"
"","","","","","0.6","17824","","93","","17824024"
"","1","","","","501","17824","","32","","17824025"
"","0","","","","601","17824","","32","","17824026"
"","0","","","","613","17824","","32","","17824027"
"","0","","","","604","17824","","32","","17824028"
"","1","","","","701","17824","","32","","17824029"
"0.01","0","","0","","924","17824","","33","","17824030"
"wac_birthday_wish_02","wac_birthday_blowout_01","1","0","0.2","106111","17824","0.2","3","","17824031"
"0.01","-200","","-330","","106111","17824","","2","","17824032"
"","wac_birthday_idle_doya","","1","0.2","107111","17824","","3","","17824033"
"0.01","200","","-330","","107111","17824","","2","","17824034"
"","","","","","0","17824","","93","","17824035"
"","1","","","","800","17824","","32","","17824036"
"","","","","","0.7","17824","","93","","17824037"
"","1","","","","702","17824","","32","","17824038"
"","","","","","0.5","17824","","93","","17824039"
"","se_sys_login_birthday_blow_candle","","0","","se_common","17824","","23","","17824040"
"","0","","","","701","17824","","32","","17824041"
"","","","","","0.4","17824","","93","","17824042"
"","se_sys_login_birthday_cracker","","0","","se_common","17824","","23","","17824043"
"","1","","","","700","17824","","32","","17824044"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","17824","","23","","17824045"
"wac_birthday_idle_doya","wac_birthday_clap","1","0","0.2","107111","17824","0.2","3","","17824046"
"","","","","","2.1","17824","","93","","17824047"
"","","","","","1","17824","","131","","17824048"
"0","vo_wac_17824_000","","0","","vo_wac_17824","17824","","21","","17824049"
"1","那個……該怎麼說，\n沒想到克莉絲提娜竟然\n會為了我準備蛋糕。\n這吹的究竟是什麼風？","1","10","0","106111","17824","0","11","0.5","17824050"
"","","","","","0","17824","","91","","17824051"
"","wac_birthday_idle_smile","","1","0.2","106111","17824","","3","","17824052"
"","wac_birthday_talk_doya","","1","0.2","107111","17824","","3","","17824053"
"0","vo_wac_17824_001","","0","","vo_wac_17824","17824","","21","","17824054"
"1","小子和我商量說\n想為妳慶生。\n雖然尾狗刀那小子不在……\n但有我在，不會讓妳無聊的☆","1","10","0","107111","17824","0","11","0.5","17824055"
"","","","","","0","17824","","91","","17824056"
"","wac_birthday_idle_doya","","1","0.2","107111","17824","","3","","17824057"
"","wac_birthday_talk_smile","","1","0.2","106111","17824","","3","","17824058"
"0","vo_wac_17824_002","","0","","vo_wac_17824","17824","","21","","17824059"
"1","你們兩個……真的很謝謝你們！\n那麼我也要像個大壞蛋一樣，\n豪邁、有魄力、徹底任性地\n好好享受！","1","10","0","106111","17824","0","11","0.5","17824060"
"","","","","","0","17824","","91","","17824061"
"","wac_birthday_talk_doya","","1","0.2","106111","17824","","3","","17824062"
"0","vo_wac_17824_003","","0","","vo_wac_17824","17824","","21","","17824063"
"1","這樣總有一天，就能把今天的事\n向尾狗刀那傢伙炫耀一番！\n怎麼樣？超壞的對吧！\n他一定會很不甘心的♪","1","10","0","106111","17824","0","11","0.5","17824064"
"","","","","","0","17824","","91","","17824065"
"","","","","","0","17824","","22","","17824066"
"","bgm_M321_2C","","","","bgm_M321","18114","","25","","18114001"
"-1000","101811","-70","250","2","1","18114","0","1","wac_birthday_idle_normal","18114002"
"230","105011","-270","256","2","1","18114","1","1","wac_birthday_idle_normal","18114003"
"410","101611","-310","257","2","1","18114","1","1","wac_birthday_idle_normal","18114004"
"","300","","","","101811","18114","","13","","18114005"
"","300","","","","105011","18114","","13","","18114006"
"","300","","","","101611","18114","","13","","18114007"
"0","501","1","0","0","501","18114","","31","","18114008"
"0","600","1","0","1","600","18114","","31","","18114009"
"0","602","1","0","0","602","18114","","31","","18114010"
"0","603","1","0","0","603","18114","","31","","18114011"
"60","604","1","30","1","604","18114","","31","","18114012"
"0","613","1","0","1","613","18114","","31","","18114013"
"0","700","1","0","0","700","18114","","31","","18114014"
"0","701","1","0","0","701","18114","","31","","18114015"
"0","702","1","0","0","702","18114","","31","","18114016"
"0","800","1","0","0","800","18114","","31","","18114017"
"60","925","1","30","1","925","18114","","31","","18114018"
"","","","","","1","18114","","93","","18114019"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","101611","18114","0.2","3","","18114020"
"","","","","","0.1","18114","","93","","18114021"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","105011","18114","0.2","3","","18114022"
"","","","","","0.3","18114","","93","","18114023"
"","wac_birthday_run_01","","1","0.2","101811","18114","","3","","18114024"
"3","0","","-70","","101811","18114","","2","","18114025"
"","","","","","2.5","18114","","93","","18114026"
"","1","","","","602","18114","","32","","18114027"
"","","","","","0.6","18114","","93","","18114028"
"","1","","","","501","18114","","32","","18114029"
"","0","","","","600","18114","","32","","18114030"
"","0","","","","613","18114","","32","","18114031"
"","0","","","","604","18114","","32","","18114032"
"","1","","","","701","18114","","32","","18114033"
"0.01","0","","0","","925","18114","","33","","18114034"
"wac_birthday_wish_04","wac_birthday_blowout_03","1","0","0.2","101811","18114","0.2","3","","18114035"
"0.01","-200","","-330","","101811","18114","","2","","18114036"
"","wac_birthday_idle_normal","","1","0.2","105011","18114","","3","","18114037"
"0.01","180","","-320","","105011","18114","","2","","18114038"
"","wac_birthday_idle_normal","","1","0.2","101611","18114","","3","","18114039"
"0.01","320","","-340","","101611","18114","","2","","18114040"
"","","","","","0","18114","","93","","18114041"
"","1","","","","800","18114","","32","","18114042"
"","","","","","0.7","18114","","93","","18114043"
"","1","","","","702","18114","","32","","18114044"
"","","","","","0.5","18114","","93","","18114045"
"","se_sys_login_birthday_blow_candle","","0","","se_common","18114","","23","","18114046"
"","0","","","","701","18114","","32","","18114047"
"","","","","","0.4","18114","","93","","18114048"
"","se_sys_login_birthday_cracker","","0","","se_common","18114","","23","","18114049"
"","1","","","","700","18114","","32","","18114050"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","18114","","23","","18114051"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","105011","18114","0.2","3","","18114052"
"","","","","","0.1","18114","","93","","18114053"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","101611","18114","0.2","3","","18114054"
"","","","","","2","18114","","93","","18114055"
"","","","","","1","18114","","131","","18114056"
"0","vo_wac_18114_000","","0","","vo_wac_18114","18114","","21","","18114057"
"1","你們竟然準備了蛋糕\n來為我慶生……\n能擔任大家的老師\n真的是太好了♪","1","10","0","101811","18114","0","11","0.5","18114058"
"","","","","","0","18114","","91","","18114059"
"","wac_birthday_idle_wish","","1","0.2","101811","18114","","3","","18114060"
"","wac_birthday_talk_smile","","1","0.2","105011","18114","","3","","18114061"
"0","vo_wac_18114_001","","0","","vo_wac_18114","18114","","21","","18114062"
"1","伊緒妳太誇張了啦～\n不過能讓妳這麼開心，\n有親手做蛋糕真是太好了♪","1","10","0","105011","18114","0","11","0.5","18114063"
"","","","","","0","18114","","91","","18114064"
"","wac_birthday_idle_smile","","1","0.2","105011","18114","","3","","18114065"
"","wac_birthday_talk_kyapi","","1","0.2","101611","18114","","3","","18114066"
"0","vo_wac_18114_002","","0","","vo_wac_18114","18114","","21","","18114067"
"1","而且秀才也有幫忙\n一起去採買～\n大家一起慶祝生日，\n光是這樣就超感人了吧♪","1","10","0","101611","18114","0","11","0.5","18114068"
"","","","","","0","18114","","91","","18114069"
"","wac_birthday_idle_kyapi","","1","0.2","101611","18114","","3","","18114070"
"","wac_birthday_talk_smile","","1","0.2","101811","18114","","3","","18114071"
"0","vo_wac_18114_003","","0","","vo_wac_18114","18114","","21","","18114072"
"1","是啊，真的很謝謝你們♪\n我或許是個不可靠的老師，\n但今後我也會繼續\n為了大家努力的♪","1","10","0","101811","18114","0","11","0.5","18114073"
"","","","","","0","18114","","91","","18114074"
"","","","","","0","18114","","22","","18114075"
"","bgm_M321_2C","","","","bgm_M321","18814","","25","","18814001"
"-1000","101311","-70","250","2","1","18814","0","1","wac_birthday_idle_normal","18814002"
"170","105611","-260","256","2","1","18814","1","1","wac_birthday_idle_smile","18814003"
"270","105111","-310","259","2","1","18814","1","1","wac_birthday_idle_normal","18814004"
"395","100911","-270","257","2","1","18814","1","1","wac_birthday_idle_doya","18814005"
"510","102711","-310","258","2","1","18814","1","1","wac_birthday_idle_normal","18814006"
"","300","","","","101311","18814","","13","","18814007"
"","300","","","","105611","18814","","13","","18814008"
"","300","","","","105111","18814","","13","","18814009"
"","300","","","","100911","18814","","13","","18814010"
"","300","","","","102711","18814","","13","","18814011"
"0","501","1","0","0","501","18814","","31","","18814012"
"0","600","1","0","1","600","18814","","31","","18814013"
"0","602","1","0","0","602","18814","","31","","18814014"
"0","603","1","0","0","603","18814","","31","","18814015"
"60","604","1","30","1","604","18814","","31","","18814016"
"0","613","1","0","1","613","18814","","31","","18814017"
"0","700","1","0","0","700","18814","","31","","18814018"
"0","701","1","0","0","701","18814","","31","","18814019"
"0","702","1","0","0","702","18814","","31","","18814020"
"0","800","1","0","0","800","18814","","31","","18814021"
"60","926","1","30","1","926","18814","","31","","18814022"
"","","","","","1","18814","","93","","18814023"
"wac_birthday_reaction_03","wac_birthday_reaction_04","1","0","0.2","105111","18814","0.2","3","","18814024"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","105611","18814","0.2","3","","18814025"
"","","","","","0.1","18814","","93","","18814026"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","100911","18814","0.2","3","","18814027"
