e1b0212edb6903a77be00eba7656ae02d26924bc67f177eccc1f03e0df579585,9ace62fc6b9896b8e05d8f3447bb5ad56ac05d188cf81b31ee210ceaccb9742b,18760cfe4dd8e7461b0a713f588ec21c4af53f7096c7120fdbc85bfbae9a849d,3151fb1ea93b040b3735e3a840bb8741806ededb5a3e13d642344e33599bf84e,98b1759ff64a21fd7c301d0054e64d55c6af429fd134edc2d986b7a5cc2fca24,27be0bf7f64156ab17256f703a18e416a16b855426aa88862e469e2a63974387,bbc90598c55c74b9bacb74ad67fe264c509fd7bd6baba67248aac5e558aa4e82,c10dc43b72434c5b4c6a23878e538694d802a8c5238d204bf4ec016351ef684a,92d4329f748eacb32d9377d333ea04f0157536ba51d7363d62146b044e0786cb,1cec1db8b50401bb5ba7b50ba8061eb5607b4676e0f816d681b7f07115461c46,03c17e8571826ec9032ffad8eb26c0332015ae3f4e3caed508c136892c532afd,abff40210263fbaf42e561020096f43f8a32e7ff8f4234298d01197ce143e7b6,5384efa49476407168e826aad0adb1ec6545dead7ed4059303f8a4ecefb4f113,398afdfd70c5e562b3576629073caf30ebe82ead3ee59e7105d3e271a66331a0,a9f563e45200db8029d58666545e982e02039c7844147fc322e65da25daf8e1f,1c40b429bbce3ad012866772244ef395147727199c54fe4fb343414ade67ab84,7337e23c0618155cbb09a8c68a7f0bb6107d4ccc26f0bf3dd45ac43e1c02285a,33df282b8b74c1cca28a94566718bfce31fe909aace783b093d006e828ace6aa,124ed62fc1537e0d3520c00fe18e28be9531a761dc13025b74765f4ec30b6151,730ba9c6e984780498c0651ff79b0fa8a4bcec5f4feca8c26f0af00cb9e36e2a,02b7bb5aca5031dedd3c935a42958199706ea1ce0d6029ef2f9644c7ad5e7ca2,b4d176387d788038e5d4c0e5a1ad1d8c173b021a347a0d486e3d8054e9c709de,e6a8c5d718d9a8d55619e066e545fbe8f46df55a2e33c74bf957904f5b9c9415,333b97fd970fe6fa49385a7b7b16160d51d189812c3f63e6d15e2cd7b0df3b5b,8ca2cdd8dd2ad5e6ffe15ab22f6911a7c864c42c7b74762a729480cff0cdb482,3d8d77955511047eead07f1624f4fd10a8bb669f5cbc441e55291fa2c4da5e70,a0e690ae7881175b83be0b12b58066014fd1c668dafc675d3e7cfcff6de3d4d0,ed647041b5f8a55b4c1eaf452f3dab1a996fdf8db26268822ba004d1d4eba4e1,afa39aee98c75cfa85bd9a8020f56e4cbfa2d6e6cc4964b33153eaca979daca9,f2788d582b25962479bac153eca4a14ea182c54d7b50011469725a44e4239232,9364ea84b2ebde4767564d28eb687303cc37cbcba933149f375ca2a611ce22ef,502cf05993643f27bda9709e908f457e5fec5fbf37d08c9553313b29017bf114,205ee6899f4fd7f46e0e518a2bcd1e1a61af90ec5099e81c200a2ac4da986025,f1fab45a4eabdcb117f2da47c9117f2bb190d4cd83158a1ba0fa711add2259bd,c7aeb904309fc046af95e65c24efd2e7a67309d58eb2e26c1e1eef9ee8481dd1,c8510ce5aa36afd82046f35ed601897146a421fb7e681405b7ba6d6a9575d0a4,cfa8e2d6c739392670247e7c8b9542124985d871cb8d5b80f82f2d9c8766930e,183c382732907b3bffd90ed083823dd6beef5b3aa82e920f28b8952d334f1f64,914bb9031cb4e4e51034b56ad3ecf5be37acd55cd3b5a8771ccff8c1b3d95b38,66c7d80a1a9db05dca064c88bb1563b8aedba41406d1e677659d55e5e4857932,d43c8479d46f0ea12793472a415d0a8094b7573af54c4d3a1c3f78f6bf1f308a,b0beeebea1e957145cdc0890eec04e38818c3958504880b15ace3443f2808d4d,82b1788c3f01f7e99ed6341313cdcf5a3cd2450e44fd654f5450ced2194e479d,e18b32d982d5c2093410861482f75c59142d141dae86a638ee24889923824c89
"2","2","200000001","2","0","3","1","600380102","2","2","0","0","30","203801","高等獸人","1","2","0","2","2","0","0","10","0","0","2","0","2","10","2","539","44","2","1","0","0","0","2","0","5","2","2","2","2"
"3","3","200000001","3","0","4","1","600380103","3","3","0","0","30","203801","高等獸人","1","3","0","3","3","0","0","10","0","0","3","0","3","10","3","899","48","3","1","0","0","0","3","0","6","3","3","3","3"
"13","13","200000001","13","0","9","1","600380113","13","13","0","0","30","203801","高等獸人","1","13","0","13","13","0","0","10","0","0","13","0","13","10","13","1865","289","13","1","0","0","0","13","0","14","13","13","13","13"
"15","15","200000001","15","0","10","1","600380115","15","15","0","0","30","203801","高等獸人","1","15","0","15","15","0","0","10","0","0","15","0","15","10","15","2447","344","15","1","0","0","0","15","0","15","15","15","15","15"
"22","22","200000001","22","0","13","1","600380122","22","22","0","0","30","203801","高等獸人","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","4328","508","22","1","0","0","0","22","0","20","22","22","22","22"
"23","23","200000001","23","0","13","1","600380123","23","23","0","0","30","203801","高等獸人","1","23","0","23","23","0","0","10","0","0","23","0","23","10","23","4542","522","23","1","0","0","0","23","0","20","23","23","23","23"
"3","3","200000006","3","0","5","1","600390003","3","3","0","0","30","203900","惡魔加農","1","3","0","3","3","0","0","10","0","0","3","0","3","10","3","349","96","3","1","0","0","0","3","0","5","3","3","3","3"
"14","14","200000006","14","0","13","1","600390014","14","14","0","0","30","203900","惡魔加農","1","14","0","14","14","0","0","10","0","0","14","0","14","10","14","740","304","14","1","0","0","0","14","0","14","14","14","14","14"
"20","20","200000006","20","0","16","1","600390020","20","20","0","0","30","203900","惡魔加農","1","20","0","20","20","0","0","10","0","0","20","0","20","10","20","1572","554","20","1","0","0","0","20","0","17","20","20","20","20"
"22","22","200000001","22","0","17","1","600400022","22","22","0","0","30","204000","小小格里芬","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","2724","469","22","1","0","0","0","22","0","24","22","22","22","22"
"23","23","200000001","23","0","21","1","600400023","23","23","0","0","30","204000","小小格里芬","1","23","0","23","23","0","0","10","0","0","23","0","23","10","23","2788","521","23","1","0","0","0","23","0","28","23","23","23","23"
"1","1","200000001","1","0","2","1","600420001","1","1","0","0","30","204200","女中音之鳥","1","1","0","1","1","0","0","10","0","0","1","17","1","10","1","368","0","1","1","0","0","0","1","0","3","1","1","1","1"
"4","4","200000001","4","0","5","1","600420004","4","4","0","0","30","204200","女中音之鳥","1","4","0","4","4","0","0","10","0","0","4","22","4","10","4","420","0","4","1","0","0","0","4","0","4","4","4","4","4"
"13","13","200000001","13","0","15","1","600420013","13","13","0","0","30","204200","女中音之鳥","1","13","0","13","13","0","0","10","0","0","13","175","13","10","13","1269","0","13","1","0","0","0","13","0","11","13","13","13","13"
"16","16","200000001","16","0","16","1","600420016","16","16","0","0","30","204200","女中音之鳥","1","16","0","16","16","0","0","10","0","0","16","206","16","10","16","1562","0","16","1","0","0","0","16","0","11","16","16","16","16"
"22","22","200000001","22","0","18","1","600420022","22","22","0","0","30","204200","女中音之鳥","1","22","0","22","22","0","0","10","0","0","22","267","22","10","22","2149","0","22","1","0","0","0","22","0","12","22","22","22","22"
"22","22","200000009","22","0","15","1","600430022","22","22","0","0","30","204300","毒莢花","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","1676","202","22","1","0","0","0","22","0","11","22","22","22","22"
"4","4","200000006","4","0","7","1","600440004","4","4","0","0","30","204400","惡魔寶寶","1","4","0","4","4","0","0","10","0","0","4","43","4","10","4","399","0","4","1","0","0","0","4","0","5","4","4","4","4"
"16","16","200000006","16","0","16","1","600440016","16","16","0","0","30","204400","惡魔寶寶","1","16","0","16","16","0","0","10","0","0","16","110","16","10","16","1875","0","16","1","0","0","0","16","0","10","16","16","16","16"
"5000","0","300000022","0","0","350","1","610201101","0","5000","0","0","130","322500","妖狐神荒尾‧始源","0","0","0","5000","0","0","50","0","0","0","200","3000","0","0","0","50000000","3000","0","1","0","0","0","0","0","350","0","0","0","0"
"0","50","300000001","0","0","9999","1","610201102","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","200","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"5000","12","300000022","0","0","150","1","610201151","0","3000","0","0","90","322600","始源‧七重冠冕","0","0","0","5000","0","0","50","0","0","0","200","10000","0","0","0","60000000","10000","0","1","0","0","0","12","0","150","0","0","0","0"
"0","50","300000001","0","0","9999","1","610201152","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","200","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"0","1000","300000022","0","0","150","1","610201201","0","0","0","0","0","322501","妖狐神荒尾‧始源","0","2000","0","0","0","0","50","0","0","0","300","10000","10000","0","0","300000000","10000","0","1","0","0","0","0","0","150","0","0","0","10000"
"10000","0","300000040","0","0","99999","1","610201202","0","0","0","0","180","322502","妖狐神荒尾‧始源","0","0","0","10000","0","0","50","0","0","0","300","10000","0","0","0","300000000","10000","0","1","0","0","0","10000","0","99999","0","0","0","0"
"10000","0","300000022","0","0","350","1","610201203","0","10000","0","0","130","322503","妖狐神荒尾‧始源","0","0","0","10000","0","0","50","0","0","0","300","10000","0","0","0","300000000","10000","0","1","0","0","0","0","0","350","0","0","0","0"
"0","0","300000001","0","0","9999","1","610201204","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"0","50","300000001","0","0","9999","1","610201205","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"0","50","300000001","0","0","9999","1","610201206","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"20000","0","300000040","0","0","99999","1","610201251","0","0","0","0","0","322601","始源‧七重冠冕","0","0","0","0","0","0","50","0","0","0","300","50000","0","0","0","300000000","50000","0","1","0","0","0","0","0","99999","0","0","0","0"
"20000","0","300000022","0","0","500","1","610201252","0","6000","0","0","130","322602","始源‧七重冠冕","0","50000","0","10000","0","0","50","0","0","0","300","50000","0","0","0","300000000","50000","0","1","0","0","0","0","0","500","0","0","0","0"
"20000","18","300000022","0","0","150","1","610201253","0","6000","0","0","90","322603","始源‧七重冠冕","0","0","0","20000","0","0","50","0","0","0","300","50000","0","0","0","300000000","50000","0","1","0","0","0","18","0","150","0","0","0","0"
"0","0","300000001","0","0","9999","1","610201254","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"0","50","300000001","0","0","9999","1","610201255","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"0","50","300000001","0","0","9999","1","610201256","0","200","0","0","0","216902","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","200","0","9999","0","0","0","0"
"0","5000","300000022","0","0","300","1","610201301","0","0","0","0","0","322504","妖狐神荒尾‧始源","0","10000","0","0","0","0","50","0","0","0","440","30000","50000","0","0","1000000000","30000","0","1","0","0","0","0","0","300","0","0","0","50000"
"50000","0","300000040","0","0","99999","1","610201302","0","0","0","0","180","322505","妖狐神荒尾‧始源","0","0","0","50000","0","0","50","0","0","0","440","30000","0","0","0","1000000000","30000","0","1","0","0","0","50000","0","99999","0","0","0","0"
"50000","0","300000022","0","0","700","1","610201303","0","50000","0","0","130","322506","妖狐神荒尾‧始源","0","0","0","50000","0","0","50","0","0","0","440","30000","0","0","0","1000000000","30000","0","1","0","0","0","0","0","700","0","0","0","0"
"0","0","300000001","0","0","9999","1","610201304","0","200","0","0","0","216902","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","400","1","0","0","0","200","0","9999","0","0","0","400"
"0","50","300000001","0","0","9999","1","610201305","0","200","0","0","0","216902","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","400","1","0","0","0","200","0","9999","0","0","0","400"
"0","50","300000001","0","0","9999","1","610201306","0","200","0","0","0","216902","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","400","1","0","0","0","200","0","9999","0","0","0","400"
"50000","0","300000040","0","0","99999","1","610201351","0","0","0","0","0","322604","始源‧七重冠冕","0","0","0","0","0","0","50","0","0","0","440","100000","0","0","0","800000000","100000","0","1","0","0","0","0","0","99999","0","0","0","0"
"50000","0","300000022","0","0","1000","1","610201352","0","9000","0","0","130","322605","始源‧七重冠冕","0","50000","0","20000","0","0","50","0","0","0","440","100000","0","0","0","800000000","100000","0","1","0","0","0","0","0","1000","0","0","0","0"
"50000","18","300000022","0","0","300","1","610201353","0","9000","0","0","90","322606","始源‧七重冠冕","0","0","0","50000","0","0","50","0","0","0","440","100000","0","0","0","800000000","100000","0","1","0","0","0","18","0","300","0","0","0","0"
"0","0","300000001","0","0","9999","1","610201354","0","200","0","0","0","216902","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","400","1","0","0","0","200","0","9999","0","0","0","400"
"0","50","300000001","0","0","9999","1","610201355","0","200","0","0","0","216902","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","400","1","0","0","0","200","0","9999","0","0","0","400"
"0","50","300000001","0","0","9999","1","610201356","0","200","0","0","0","216902","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","400","1","0","0","0","200","0","9999","0","0","0","400"
"10000","10000","200000011","0","0","300","1","610201401","0","10000","0","0","0","215903","妖狐_式神1","0","10000","0","0","0","0","50","0","0","0","300","5000","10000","0","0","6000000","5000","0","1","0","0","0","10000","0","300","0","0","0","0"
"10000","10000","200000011","0","0","300","1","610201402","0","10000","0","0","0","215904","妖狐_式神2","0","10000","0","0","0","0","50","0","0","0","300","5000","10000","0","0","3000000","5000","0","1","0","0","0","10000","0","300","0","0","0","0"
"10000","10000","200000011","0","0","300","1","610201403","0","10000","0","0","0","215905","妖狐_式神3","0","10000","0","0","0","0","50","0","0","0","300","5000","10000","0","0","1500000","5000","0","1","0","0","0","10000","0","300","0","0","0","0"
"255","255","200000011","0","0","655","27","610201451","0","255","0","0","37","607101","克莉絲提娜的闇影","3","255","0","255","0","0","44","1729","30","1","255","0","0","0","0","35100761","38908","0","6","0","0","0","255","0","875","0","0","0","0"
"255","255","200000011","0","0","890","27","610201452","0","255","0","0","34","606901","霸瞳皇帝的闇影","7","255","0","255","0","0","41","1365","40","0","255","0","0","0","0","29668894","31761","0","1","0","0","0","255","0","983","0","0","0","0"
"255","255","200000011","0","0","752","27","610201453","0","255","0","0","33","607001","似似花的闇影","0","255","0","255","0","0","41","0","45","1","255","36637","0","2144","0","21234405","0","0","1","0","17","0","255","0","627","0","0","0","0"
"50000","50000","200000011","0","0","300","1","610201501","0","50000","0","0","0","215903","妖狐_式神1","0","50000","0","0","0","0","50","0","0","0","440","30000","50000","0","0","30000000","30000","0","1","0","0","0","50000","0","300","0","0","0","0"
"50000","50000","200000011","0","0","300","1","610201502","0","50000","0","0","0","215904","妖狐_式神2","0","50000","0","0","0","0","50","0","0","0","440","30000","50000","0","0","15000000","30000","0","1","0","0","0","50000","0","300","0","0","0","0"
"50000","50000","200000011","0","0","300","1","610201503","0","50000","0","0","0","215905","妖狐_式神3","0","50000","0","0","0","0","50","0","0","0","440","30000","50000","0","0","7500000","30000","0","1","0","0","0","50000","0","300","0","0","0","0"
"331","331","200000011","0","0","1477","35","610201551","0","331","0","0","37","607101","克莉絲提娜的闇影","3","331","0","331","0","0","44","1947","30","1","331","0","0","0","0","132587056","117096","0","6","0","0","0","331","0","1745","0","0","0","0"
"331","331","200000011","0","0","1786","35","610201552","0","331","0","0","34","606901","霸瞳皇帝的闇影","7","331","0","331","0","0","41","1565","40","0","331","0","0","0","0","116402190","101488","0","1","0","0","0","331","0","1886","0","0","0","0"
"331","331","200000011","0","0","1543","35","610201553","0","331","0","0","33","607001","似似花的闇影","0","331","0","331","0","0","41","0","45","1","331","115888","0","2455","0","78805071","0","0","1","0","17","0","331","0","1421","0","0","0","0"
"0","0","300000022","0","0","300","1","610202101","0","10000","0","0","180","322900","歪音之精靈","0","10000","0","10000","0","0","50","0","0","0","200","2000","0","0","0","50000000","2000","0","1","0","0","0","10000","0","300","0","0","0","0"
"200","0","300000001","0","0","9999","1","610202102","0","200","0","0","0","216903","氣勢敵人","0","0","0","0","0","0","300","0","0","0","200","0","0","0","0","99999999","0","0","1","0","0","0","50","0","9999","0","0","0","0"
"25000","0","300000031","0","0","99999","1","610202201","0","0","0","0","0","322901","歪音之精靈","0","25000","0","0","0","0","50","0","0","0","300","10000","0","0","0","300000000","10000","0","1","0","0","0","0","0","99999","0","0","0","0"
"0","25000","300000022","0","0","750","1","610202202","0","25000","0","0","0","322902","歪音之精靈","0","0","0","0","0","0","50","0","0","0","300","5000","0","0","0","300000000","5000","0","1","0","0","0","0","0","750","0","0","0","0"
"0","0","300000022","0","0","300","1","610202203","0","25000","0","0","180","322903","歪音之精靈","0","25000","0","25000","0","0","50","0","0","0","300","10000","0","0","0","300000000","10000","0","1","0","0","0","25000","0","300","0","0","0","0"
"200","0","300000001","0","0","9999","1","610202204","0","200","0","0","0","216903","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","0","0","9999","0","0","0","0"
"200","0","300000001","0","0","9999","1","610202205","0","200","0","0","0","216903","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","0","0","9999","0","0","0","0"
"200","0","300000001","0","0","9999","1","610202206","0","200","0","0","0","216903","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","50","0","9999","0","0","0","0"
"50000","0","300000031","0","0","99999","1","610202301","0","0","0","0","0","322904","歪音之精靈","0","50000","0","0","0","0","50","0","0","0","440","20000","0","0","0","800000000","20000","0","1","0","0","0","0","0","99999","0","0","0","0"
"0","50000","300000022","0","0","1100","1","610202302","0","50000","0","0","0","322905","歪音之精靈","0","0","0","0","0","0","50","0","0","0","440","10000","0","0","0","800000000","10000","0","1","0","0","0","0","0","1100","0","0","0","0"
"0","0","300000022","0","0","600","1","610202303","0","50000","0","0","180","322906","歪音之精靈","0","50000","0","50000","0","0","50","0","0","0","440","20000","0","0","0","800000000","20000","0","1","0","0","0","50000","0","600","0","0","0","0"
"200","400","300000001","0","0","9999","1","610202304","0","200","0","0","0","216903","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","0","1","0","0","0","0","0","9999","0","0","0","400"
"200","400","300000001","0","0","9999","1","610202305","0","200","0","0","0","216903","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","0","1","0","0","0","0","0","9999","0","0","0","400"
"200","400","300000001","0","0","9999","1","610202306","0","200","0","0","0","216903","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","0","1","0","0","0","50","0","9999","0","0","0","400"
"2550","2550","200000011","0","0","1536","1","610202401","0","2550","0","0","0","251600","狂野角鹿","0","2550","0","2550","0","0","41","0","0","0","255","0","0","0","0","36898780","9424","0","0","0","0","0","2550","0","1024","0","0","0","0"
"2550","2550","200000011","0","0","960","1","610202402","0","2550","0","0","0","254800","毒蟾蜍","0","2550","0","2550","0","0","41","0","0","0","255","0","0","0","0","46091856","34315","0","0","0","0","0","2550","0","640","0","0","0","0"
"2550","2550","200000011","0","0","576","1","610202403","0","2550","0","0","0","256100","流浪之鴉","0","2550","0","2550","0","0","41","0","0","0","255","0","0","0","0","47784473","41941","0","0","0","0","0","2550","0","384","0","0","0","0"
"2550","2550","200000011","0","0","384","1","610202404","0","2550","0","0","0","258200","幼年巨蜥","0","2550","0","2550","0","0","41","0","0","0","255","37461","0","0","0","46732046","0","0","0","0","0","0","2550","0","256","0","0","0","0"
"3340","3340","200000011","0","0","2010","1","610202501","0","3340","0","0","0","251600","狂野角鹿","0","3340","0","3340","0","0","41","0","0","0","334","0","0","0","0","122105523","28983","0","0","0","0","0","3340","0","1340","0","0","0","0"
"3340","3340","200000011","0","0","1257","1","610202502","0","3340","0","0","0","254800","毒蟾蜍","0","3340","0","3340","0","0","41","0","0","0","334","0","0","0","0","153796447","105715","0","0","0","0","0","3340","0","838","0","0","0","0"
"3340","3340","200000011","0","0","754","1","610202503","0","3340","0","0","0","256100","流浪之鴉","0","3340","0","3340","0","0","41","0","0","0","334","0","0","0","0","159726218","129223","0","0","0","0","0","3340","0","503","0","0","0","0"
"3340","3340","200000011","0","0","503","1","610202504","0","3340","0","0","0","258200","幼年巨蜥","0","3340","0","3340","0","0","41","0","0","0","334","136737","0","0","0","156898666","0","0","0","0","0","0","3340","0","335","0","0","0","0"
"10000","10000","300000022","0","0","500","1","610203101","0","10000","0","0","130","323000","巨鋼機獸‧改造蓋登","0","10000","0","10000","0","0","50","0","0","0","200","10000","0","0","0","50000000","10000","0","1","0","0","0","10000","0","500","0","0","0","0"
"200","0","300000001","0","0","9999","1","610203102","0","200","0","0","0","216904","氣勢敵人","0","0","0","0","0","0","300","0","0","0","200","0","0","0","0","99999999","0","0","1","0","0","0","100","0","9999","0","0","0","0"
"0","0","300000031","0","0","99999","1","610203201","0","0","0","0","0","323001","巨鋼機獸‧改造蓋登","0","0","0","0","0","0","50","0","0","0","300","50000","0","0","0","300000000","50000","0","1","0","0","0","25000","0","99999","0","0","0","0"
"25000","0","300000022","0","0","300","1","610203202","0","0","0","0","130","323002","巨鋼機獸‧改造蓋登","0","0","0","50000","0","0","50","0","0","0","300","12500","5000","0","0","300000000","12500","0","1","0","0","0","25000","0","300","0","0","0","0"
"25000","25000","300000022","0","0","800","1","610203203","0","25000","0","0","130","323003","巨鋼機獸‧改造蓋登","0","25000","0","25000","0","0","50","0","0","0","300","25000","0","0","0","300000000","25000","0","1","0","0","0","25000","0","800","0","0","0","0"
"200","0","300000001","0","0","9999","1","610203204","0","200","0","0","0","216904","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","0","0","9999","0","0","0","0"
"200","0","300000001","0","0","9999","1","610203205","0","200","0","0","0","216904","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","100","0","9999","0","0","0","0"
"200","0","300000001","0","0","9999","1","610203206","0","200","0","0","0","216904","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","100","0","9999","0","0","0","0"
"0","0","300000031","0","0","99999","1","610203301","0","0","0","0","0","323004","巨鋼機獸‧改造蓋登","0","0","0","0","0","0","50","0","0","0","440","100000","0","0","0","900000000","100000","0","1","0","0","0","50000","0","99999","0","0","0","0"
"50000","0","300000022","0","0","1000","1","610203302","0","0","0","0","130","323005","巨鋼機獸‧改造蓋登","0","0","0","100000","0","0","50","0","0","0","440","25000","100000","0","0","900000000","25000","0","1","0","0","0","50000","0","1000","0","0","0","0"
"50000","50000","300000022","0","0","1000","1","610203303","0","50000","0","0","130","323006","巨鋼機獸‧改造蓋登","0","50000","0","50000","0","0","50","0","0","0","440","50000","0","0","0","900000000","50000","0","1","0","0","0","50000","0","1000","0","0","0","0"
"200","400","300000001","0","0","9999","1","610203304","0","200","0","0","0","216904","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","0","1","0","0","0","0","0","9999","0","0","0","0"
"200","400","300000001","0","0","9999","1","610203305","0","200","0","0","0","216904","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","0","1","0","0","0","100","0","9999","0","0","0","0"
"200","400","300000001","0","0","9999","1","610203306","0","200","0","0","0","216904","氣勢敵人","0","400","0","0","0","0","300","0","0","0","440","0","400","0","0","99999999","0","0","1","0","0","0","100","0","9999","0","0","0","0"
"255","255","200000011","0","0","510","1","610203401","0","255","0","0","47","259900","克蘿茜的闇影","18","255","0","0","0","0","55","1669","30","0","255","0","0","0","0","88496058","57528","0","1","0","0","0","255","0","543","0","0","0","0"
"255","255","200000011","0","0","510","1","610203402","0","255","0","0","47","259901","克蘿茜的闇影","18","255","0","0","0","0","55","1669","30","0","255","0","0","0","0","70796847","57528","0","1","0","0","0","255","0","543","0","0","0","0"
"255","255","200000011","0","0","510","1","610203403","0","255","0","0","47","259902","克蘿茜的闇影","18","255","0","0","0","0","55","1669","30","0","255","0","0","0","0","53097635","57528","0","1","0","0","0","255","0","543","0","0","0","0"
"255","255","200000011","0","0","510","1","610203404","0","255","0","0","47","259903","克蘿茜的闇影","18","255","0","0","0","0","55","1669","30","0","255","0","0","0","0","35398424","57528","0","1","0","0","0","255","0","543","0","0","0","0"
"337","337","200000011","0","0","689","1","610203501","0","337","0","0","47","259900","克蘿茜的闇影","18","337","0","0","0","0","55","2065","30","0","337","0","0","0","0","268169872","194070","0","1","0","0","0","337","0","713","0","0","0","0"
"337","337","200000011","0","0","689","1","610203502","0","337","0","0","47","259901","克蘿茜的闇影","18","337","0","0","0","0","55","2065","30","0","337","0","0","0","0","214535898","194070","0","1","0","0","0","337","0","713","0","0","0","0"
"337","337","200000011","0","0","689","1","610203503","0","337","0","0","47","259902","克蘿茜的闇影","18","337","0","0","0","0","55","2065","30","0","337","0","0","0","0","160901924","194070","0","1","0","0","0","337","0","713","0","0","0","0"
"337","337","200000011","0","0","689","1","610203504","0","337","0","0","47","259903","克蘿茜的闇影","18","337","0","0","0","0","55","2065","30","0","337","0","0","0","0","107267949","194070","0","1","0","0","0","337","0","713","0","0","0","0"
"10000","0","300000022","0","0","300","1","610204101","0","0","0","0","0","323100","戀愛的鍊僕‧荷姆荷姆","0","0","0","10000","0","0","50","0","0","0","200","0","0","0","0","67000000","10000","0","1","0","0","0","10000","0","300","0","0","0","0"
"200","0","300000001","0","0","9999","1","610204102","0","200","0","0","0","216905","氣勢敵人","0","0","0","0","0","0","300","0","0","0","200","0","0","0","0","99999999","0","0","1","0","0","0","50","0","9999","0","0","0","0"
"0","0","300000031","0","0","99999","1","610204201","0","0","0","0","0","323101","戀愛的鍊僕‧荷姆荷姆","0","0","0","0","0","0","50","0","0","0","300","0","0","0","0","380000000","50000","0","1","0","0","0","25000","0","99999","0","0","0","0"
"0","0","300000022","0","0","300","1","610204202","0","5000","0","0","0","323102","戀愛的鍊僕‧荷姆荷姆","0","0","0","25000","0","0","50","0","0","0","300","0","0","0","0","380000000","50000","0","1","0","0","0","25000","0","300","0","0","0","0"
"25000","0","300000022","0","0","300","1","610204203","0","0","0","0","0","323103","戀愛的鍊僕‧荷姆荷姆","0","0","0","25000","0","0","50","0","0","0","300","0","0","0","0","380000000","50000","0","1","0","0","0","25000","0","300","0","0","0","0"
"200","0","300000001","0","0","9999","1","610204204","0","200","0","0","0","216905","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","0","0","9999","0","0","0","0"
"200","0","300000001","0","0","9999","1","610204205","0","200","0","0","0","216905","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","100","0","9999","0","0","0","0"
"100","0","300000001","0","0","9999","1","610204206","0","100","0","0","0","216905","氣勢敵人","0","0","0","0","0","0","300","0","0","0","300","0","0","0","0","99999999","0","0","1","0","0","0","50","0","9999","0","0","0","0"
