5f7199903857f28c5c141009e91d80c1778218b49f9a3f701e42d4e9a64477f5,a583640aeaa1de767197977fd8f11378374a097d65df7ad969a0ebf1e01fd24c,4a76e69654dd5a74eea6b8c7250c2523d0833f47a139f4aabb4894d6c302eee6,3b84161046ffdac8d09f4b1bf248066d087ad779abf5742f53f25436d5b7fef1,3355eacf5c9d6b456fc4e2fb895e8a28c1008293f90d65e5173ea0a91eb09b20,9818ebf3ede6194311e0e9e6633fe2d6ce34528a6b2c7bf0fb7cca06ebd01464
"113601","3002","10150015","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"113601","3013","10150016","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"107501","3001","10150017","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015006"
"107501","3002","10150018","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"107501","3013","10150019","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"124501","3002","10150020","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"124501","3013","10150021","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"122801","3001","10150022","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015006"
"122801","3002","10150023","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"122801","3013","10150024","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"122501","3001","10150025","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015006"
"122501","3002","10150026","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"122501","3013","10150027","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"109901","3003","10152001","2025/01/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1015206"
"109901","3002","10152002","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015206"
"109901","3010","10152003","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1015206"
"109901","3013","10152004","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"109801","3003","10152005","2025/01/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1015206"
"109801","3002","10152006","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1015206"
"109801","3010","10152007","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1015206"
"109801","3013","10152008","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"109701","3001","10152009","2025/01/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015206"
"109701","3002","10152010","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1015206"
"109701","3010","10152011","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1015206"
"109701","3013","10152012","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"132001","3003","10152013","2025/01/14 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015206"
"132001","3002","10152014","2025/01/14 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1015206"
"132001","3013","10152015","2025/01/14 16:00:00","Boss的沉默無效","1015206"
"131901","3003","10152016","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015206"
"131901","3002","10152017","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015206"
"131901","3010","10152018","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1015206"
"131901","3013","10152019","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"122701","3003","10152020","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015206"
"122701","3002","10152021","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015206"
"122701","3013","10152022","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"107601","3001","10152023","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1015206"
"107601","3002","10152024","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1015206"
"107601","3013","10152025","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"110301","3001","10152026","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1015206"
"110301","3002","10152027","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1015206"
"110301","3013","10152028","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"126601","3003","10152029","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015206"
"126601","3002","10152030","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015206"
"126601","3013","10152031","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"113501","3003","10152032","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015206"
"113501","3002","10152033","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015206"
"113501","3013","10152034","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"126901","3003","10152035","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015206"
"126901","3002","10152036","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015206"
"126901","3013","10152037","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"132101","3001","10152038","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1015206"
"132101","3002","10152039","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1015206"
"132101","3013","10152040","2025/01/01 16:00:00","Boss的沉默無效","1015206"
"102901","3001","10154001","2025/02/01 16:00:00","戰鬥開始90秒內超大幅度提升物理攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力","1015406"
"102901","3002","10154002","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"102901","3013","10154003","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"111601","3001","10154004","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015406"
"111601","3002","10154005","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"111601","3010","10154006","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015406"
"111601","3013","10154007","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"117201","3001","10154008","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015406"
"117201","3002","10154009","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"117201","3013","10154010","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"124801","3001","10154011","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015406"
"124801","3002","10154012","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"124801","3013","10154013","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"132201","3003","10154014","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1015406"
"132201","3002","10154015","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"132201","3010","10154016","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015406"
"132201","3013","10154017","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"104201","3003","10154018","2025/02/01 16:00:00","戰鬥開始90秒內超大幅度提升魔法攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力","1015406"
"104201","3002","10154019","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"104201","3010","10154020","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015406"
"104201","3013","10154021","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"105401","3001","10154022","2025/02/01 16:00:00","戰鬥開始90秒內超大幅度提升物理攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力","1015406"
"105401","3002","10154023","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"105401","3013","10154024","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"108401","3003","10154025","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1015406"
"108401","3002","10154026","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"108401","3013","10154027","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"117301","3003","10154028","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1015406"
"117301","3002","10154029","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"117301","3010","10154030","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015406"
"117301","3013","10154031","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"113901","3001","10154032","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015406"
"113901","3002","10154033","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"113901","3013","10154034","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"117401","3001","10154035","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015406"
"117401","3002","10154036","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015406"
"117401","3013","10154037","2025/02/01 16:00:00","Boss的麻痺無效","1015406"
"130201","3001","10156001","2025/03/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015606"
"130201","3010","10156002","2025/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015606"
"130001","3002","10156003","2025/03/12 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","1015606"
"130001","3004","10156004","2025/03/12 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","1015606"
"129701","3001","10156005","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","1015606"
"129701","3014","10156006","2025/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","1015606"
"105801","3002","10156007","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","1015606"
"105801","3004","10156008","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","1015606"
"126501","3003","10156009","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","1015606"
"126501","3014","10156010","2025/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","1015606"
"126001","3001","10156011","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","1015606"
"126001","3014","10156012","2025/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","1015606"
"126101","3003","10156013","2025/03/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1015606"
"126101","3010","10156014","2025/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015606"
"125801","3001","10156015","2025/03/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015606"
"125801","3010","10156016","2025/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015606"
"101801","3011","10158001","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","1015806"
"101801","3011","10158002","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","1015806"
"126501","3003","10158003","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015806"
"126501","3010","10158004","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015806"
"110101","3003","10158005","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","1015806"
"110101","3014","10158006","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","1015806"
"119001","3011","10158007","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","1015806"
"119001","3011","10158008","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","1015806"
"132901","3011","10158009","2025/04/10 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","1015806"
"132901","3011","10158010","2025/04/10 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","1015806"
"132801","3003","10158011","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015806"
"132801","3010","10158012","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015806"
"105001","3003","10158013","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015806"
"105001","3010","10158014","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015806"
"100801","3011","10158015","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","1015806"
"100801","3011","10158016","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","1015806"
"108301","3003","10158017","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015806"
"108301","3010","10158018","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015806"
"121401","3003","10158019","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","1015806"
"121401","3014","10158020","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","1015806"
"117601","3003","10158021","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","1015806"
"117601","3014","10158022","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","1015806"
"126301","3003","10158023","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","1015806"
"126301","3014","10158024","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","1015806"
"127901","3002","10158025","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","1015806"
"127901","3004","10158026","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","1015806"
