9ebf76ae8ea85e481be6e72eea1e969dbe8f89900d6387fd072c4281a7e4dd30,186a19ac2927ac1b60161642e4ecae6488c2738406f042eb32456b7d83561fb7,13e4e290f0ec64d769ee03a74270bfc7d08c28aa3b9e0bb86c1d6e5e20540a05,8e0e3381cbfe6669f09d90086d2a0ad299850ee436a26e7dd805a3a1a0d70674,6af0cb441058f6e75065f4e11464b6a679eeaf8c476c5461e0bf96d558f0bff4,7be939554169becceb85421118680c8ada4590c33b2f795734d619e6007a8d22,b9f1e6d80c83be4be0a784def3b41ef01aeea860f761c8eb8cdfca2500569142,c57f6d34d9ea2bad9d5798dc22dd46059ce0d9f642bea9aebf5c0083769bfc7d,fd8f67e47ae4a8594bbd3b26f6ac864388544b2b5300091dd8aaca3ebe720bbf,bcc408b486d404d49332c2e7f9905dc7de09e9d823d38b4b5f22f7249bcc3f98,88932f4a670808a278af4589abfb9ba7e71d09e9327484908230702e4aac7701
"","","svd_talk_thinking","3","1","1007005076","0.2","1007005","","1","113411"
"","","","93","","1007005077","","1007005","","","3"
"","","svd_idle_thinking","3","1","1007005078","0.2","1007005","","1","113411"
"0","","6","12","1","1007005079","0","1007005","","","113511"
"","","svd_talk_normal","3","1","1007005080","0.2","1007005","","","113511"
"","","","93","","1007005081","","1007005","","","3"
"","","svd_idle_normal","3","1","1007005082","0.2","1007005","","","113511"
"0","","9","12","1","1007005083","0","1007005","","","113411"
"","","svd_talk_memory","3","1","1007005084","0.2","1007005","","1","113411"
"","","","93","","1007005085","","1007005","","","3"
"","","svd_idle_memory","3","1","1007005086","0.2","1007005","","1","113411"
"","","","101","","1007005087","","1007005","","","1007005071"
"0","","1","6","1","1007005088","1","1007005","1","0","333"
"","","1","4","","1007005089","","1007005","","","113511"
"","","svd_run","3","1","1007005090","0.2","1007005","","","113511"
"","","-750","2","-300","1007005091","","1007005","0.8","0","113511"
"","","0","4","","1007005092","","1007005","","","113411"
"","","svd_run","3","1","1007005093","0.2","1007005","","","113411"
"","","750","2","-300","1007005094","","1007005","0.8","0","113411"
"","","","93","","1007005095","","1007005","","","0.6"
"0","","1","6","1","1007005096","0.2","1007005","1","0","113511"
"0","","1","6","1","1007005097","0.2","1007005","1","0","113411"
"","","","91","","1007005098","","1007005","","","0"
"0","svd_idle_normal","113511","5","100","1007006001","2.08","1007006","-750","-300","2"
"1","svd_idle_normal","113411","5","100","1007006002","2.08","1007006","650","-300","1"
"0","svd_white_loop","333","5","0","1007006003","1","1007006","0","0","3"
"0","","1","6","1","1007006004","0","1007006","1","0","333"
"","","2","7","0","1007006005","","1007006","0","","113511"
"","","-750","2","-300","1007006006","","1007006","0.5","0","113511"
"0","","1","6","1","1007006007","0","1007006","1","0","113411"
"","","17","31","-140","1007006008","0","1007006","-40","0.8","7"
"","","2","34","0","1007006009","","1007006","0","","17"
"","","","93","","1007006010","","1007006","","","1"
"0","","1","6","1","1007006011","0.8","1007006","1","0.4","333"
"0","","svd_idle_see_sad_pre2","3","0","1007006012","0.2","1007006","svd_idle_see_sad2","1","113511"
"","","-600","2","-300","1007006013","","1007006","1.1","0","113511"
"","","","93","","1007006014","","1007006","","","1"
"","","1","32","","1007006015","","1007006","","","17"
"","","","91","","1007006016","","1007006","","","0"
"","","240","94","260","1007006017","","1007006","0","80","113511"
"","","0","32","","1007006018","","1007006","","","17"
"0","","15","12","1","1007006019","0","1007006","","","113511"
"","","svd_walk_sad2","3","1","1007006020","0.2","1007006","","","113511"
"","","0","7","2","1007006021","","1007006","0","","113511"
"","","-250","2","-300","1007006022","","1007006","2","0","113511"
"","","","93","","1007006023","","1007006","","","2"
"","","svd_idle_sad","3","1","1007006024","0.2","1007006","","","113511"
"","","","93","","1007006025","","1007006","","","0.5"
"","","","91","","1007006026","","1007006","","","0"
"","","svd_talk_sad","3","1","1007006027","0.2","1007006","","","113511"
"","","vo_svd_0621","21","0","1007006028","","1007006","0","","vo_svd"
"0","1","竟然連一隻魚都沒釣到……\n我還真是沒用……","11","6","1007006029","0","1007006","0","0","113511"
"","","","91","","1007006030","","1007006","","","0"
"","","svd_idle_sad","3","1","1007006031","0.2","1007006","","","113511"
"","","svd_walk_glad","3","1","1007006032","0.2","1007006","","","113411"
"","","250","2","-300","1007006033","","1007006","2","0","113411"
"0","","1","6","1","1007006034","0.4","1007006","1","1","113411"
"","","","93","","1007006035","","1007006","","","2"
"","","svd_idle_normal","3","1","1007006036","0.2","1007006","","","113411"
"","","","93","","1007006037","","1007006","","","0.4"
"","","svd_talk_memory","3","1","1007006038","0.2","1007006","","","113411"
"","","vo_svd_0622","21","0","1007006039","","1007006","0","","vo_svd"
"0","1","不過，釣魚時的弟弟\n非常帥氣呢……","11","6","1007006040","0","1007006","0","0","113411"
"","","","91","","1007006041","","1007006","","","0"
"","","svd_idle_memory","3","1","1007006042","0.2","1007006","","","113411"
"","","svd_talk_memory","3","1","1007006043","0.2","1007006","","","113511"
"","","vo_svd_0623","21","0","1007006044","","1007006","0","","vo_svd"
"0","1","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","11","6","1007006045","0","1007006","0","0","113511"
"","","","91","","1007006046","","1007006","","","0"
"","","svd_idle_memory","3","1","1007006047","0.2","1007006","","","113511"
"","","svd_talk_normal","3","1","1007006048","0.2","1007006","","","113411"
"","","vo_svd_0624","21","0","1007006049","","1007006","0","","vo_svd"
"0","1","但是，下次要由我們\n來招待弟弟！","11","6","1007006050","0","1007006","0","0","113411"
"","","","91","","1007006051","","1007006","","","0"
"","","svd_idle_normal","3","1","1007006052","0.2","1007006","","","113411"
"","","svd_talk_sad","3","1","1007006053","0.2","1007006","","","113511"
"","","vo_svd_0625","21","0","1007006054","","1007006","0","","vo_svd"
"0","1","可是釣魚比想像中的\n困難許多……\n這樣的話……","11","5","1007006055","0","1007006","0","0","113511"
"","","","91","","1007006056","","1007006","","","0"
"","","svd_idle_sad","3","1","1007006057","0.2","1007006","","","113511"
"0.2","","svd_surprise","3","0","1007006058","0.2","1007006","svd_talk_joy2","1","113411"
"","","vo_svd_0626","21","0","1007006059","","1007006","0","","vo_svd"
"0","1","……！潛水！\n潛入水中的話或許能行唷！","11","6","1007006060","0","1007006","0","0","113411"
"","","","91","","1007006061","","1007006","","","0"
"","","svd_idle_joy2","3","1","1007006062","0.2","1007006","","","113411"
"0.2","","svd_surprise","3","0","1007006063","0.2","1007006","svd_talk_wish","1","113511"
"","","vo_svd_0627","21","0","1007006064","","1007006","0","","vo_svd"
"0","1","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","11","6","1007006065","0","1007006","0","0","113511"
"","","","93","","1007006066","","1007006","","","3"
"0.2","","svd_attack_standby","3","0","1007006067","0.2","1007006","svd_attack_idle","1","113511"
"","","","91","","1007006068","","1007006","","","1007006065"
"","","","93","","1007006069","","1007006","","","0"
"0.2","","svd_attack_finish","3","0","1007006070","0.2","1007006","svd_idle_normal","1","113511"
"","","","93","","1007006071","","1007006","","","0.4"
"","","","102","","1007006072","","1007006","","",""
"","","","93","","1007006073","","1007006","","","1"
"0","","11","12","1","1007006074","0","1007006","","","113511"
"0.2","","svd_cmn_think","3","0","1007006075","0.2","1007006","svd_idle_thinking","1","113511"
"","","","93","","1007006076","","1007006","","","3"
"","","svd_idle_thinking","3","1","1007006077","0.2","1007006","","","113511"
"0","","4","12","1","1007006078","0","1007006","","","113411"
"0.2","","svd_surprise","3","0","1007006079","0.2","1007006","svd_idle_surprise1","1","113411"
"","","","93","","1007006080","","1007006","","","3"
"","","svd_idle_surprise1","3","1","1007006081","0.2","1007006","","1","113411"
"0","","1","12","1","1007006082","0","1007006","","","113511"
"","","svd_talk_sad","3","1","1007006083","0.2","1007006","","","113511"
"","","","93","","1007006084","","1007006","","","3"
"","","svd_idle_sad","3","1","1007006085","0.2","1007006","","","113511"
"0","","7","12","1","1007006086","0","1007006","","","113411"
"","","svd_talk_normal","3","1","1007006087","0.2","1007006","","1","113411"
"","","","93","","1007006088","","1007006","","","3"
"","","svd_idle_normal","3","1","1007006089","0.2","1007006","","1","113411"
"","","","101","","1007006090","","1007006","","","1007006074"
"0","","1","6","1","1007006091","1","1007006","1","0","333"
"","","1","4","","1007006092","","1007006","","","113511"
"","","svd_run","3","1","1007006093","0.2","1007006","","","113511"
"","","-750","2","-300","1007006094","","1007006","0.8","0","113511"
"","","0","4","","1007006095","","1007006","","","113411"
"","","svd_run","3","1","1007006096","0.2","1007006","","","113411"
"","","750","2","-300","1007006097","","1007006","0.8","0","113411"
"","","","93","","1007006098","","1007006","","","0.6"
"0","","1","6","1","1007006099","0.2","1007006","1","0","113511"
"0","","1","6","1","1007006100","0.2","1007006","1","0","113411"
"","","","91","","1007006101","","1007006","","","0"
"0","svd_idle_normal","113511","5","100","1007007001","2.08","1007007","-250","-560","1"
"1","svd_idle_normal","113411","5","100","1007007002","2.08","1007007","250","-560","2"
"0","svd_white_loop","333","5","0","1007007003","1","1007007","0","0","3"
"0","","1","6","1","1007007004","0","1007007","1","0","333"
"0","","1","6","1","1007007005","0","1007007","1","0","113511"
"0","","1","6","1","1007007006","0","1007007","1","0","113411"
"","","","93","","1007007007","","1007007","","","1"
"0","","1","6","1","1007007008","0.8","1007007","1","0.4","333"
"0.2","","svd_jump2","3","0","1007007009","0.2","1007007","svd_idle_normal","1","113511"
"0.2","","svd_jump2","3","0","1007007010","0.2","1007007","svd_idle_normal","1","113411"
"","","","93","","1007007011","","1007007","","","0.3"
"","","-250","2","-300","1007007012","","1007007","0.75","0","113511"
"","","250","2","-300","1007007013","","1007007","0.75","0","113411"
"0","","1","6","1","1007007014","0.4","1007007","1","1","113511"
"0","","1","6","1","1007007015","0.4","1007007","1","1","113411"
"0","","6","12","0.2","1007007016","0","1007007","","","113511"
"0","","6","12","0.2","1007007017","0","1007007","","","113411"
"","","","93","","1007007018","","1007007","","","1.2"
"","","","91","","1007007019","","1007007","","","0"
"","","svd_idle_normal","3","1","1007007020","0.2","1007007","","","113411"
"","","svd_talk_joy2","3","1","1007007021","0.2","1007007","","","113511"
"","","vo_svd_0721","21","0","1007007022","","1007007","0","","vo_svd"
"0","1","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","11","7","1007007023","0","1007007","0","0","113511"
"","","","91","","1007007024","","1007007","","","0"
"","","svd_idle_joy2","3","1","1007007025","0.2","1007007","","","113511"
"","","svd_talk_memory","3","1","1007007026","0.2","1007007","","","113411"
"","","vo_svd_0722","21","0","1007007027","","1007007","0","","vo_svd"
"0","1","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","11","6","1007007028","0","1007007","0","0","113411"
"","","","91","","1007007029","","1007007","","","0"
"","","svd_idle_memory","3","1","1007007030","0.2","1007007","","","113411"
"","","svd_talk_joy2","3","1","1007007031","0.2","1007007","","","113511"
"","","vo_svd_0723","21","0","1007007032","","1007007","0","","vo_svd"
"0","1","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","11","6","1007007033","0","1007007","0","0","113511"
"","","","91","","1007007034","","1007007","","","0"
"","","svd_idle_joy2","3","1","1007007035","0.2","1007007","","","113511"
"","","svd_talk_sad","3","1","1007007036","0.2","1007007","","","113411"
"","","vo_svd_0724","21","0","1007007037","","1007007","0","","vo_svd"
"0","1","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","11","6","1007007038","0","1007007","0","0","113411"
"","","","91","","1007007039","","1007007","","","0"
"","","svd_idle_sad","3","1","1007007040","0.2","1007007","","","113411"
"","","svd_talk_anger","3","1","1007007041","0.2","1007007","","","113511"
"","","vo_svd_0725","21","0","1007007042","","1007007","0","","vo_svd"
"0","1","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","11","7","1007007043","0","1007007","0","0","113511"
"","","","93","","1007007044","","1007007","","","4.2"
"","","svd_talk_sad","3","1","1007007045","0.2","1007007","","","113511"
"","","","91","","1007007046","","1007007","","","1007007043"
"","","svd_idle_sad","3","1","1007007047","0.2","1007007","","","113511"
"","","svd_talk_sad","3","1","1007007048","0.2","1007007","","","113411"
"","","vo_svd_0726","21","0","1007007049","","1007007","0","","vo_svd"
"0","1","沙灘排球……\n真是項殘酷的運動……","11","5","1007007050","0","1007007","0","0","113411"
"","","","91","","1007007051","","1007007","","","0"
"","","svd_idle_sad","3","1","1007007052","0.2","1007007","","","113411"
"","","","102","","1007007053","","1007007","","",""
"","","","93","","1007007054","","1007007","","","1"
"0","","13","12","1","1007007055","0","1007007","","","113511"
"","","svd_talk_normal","3","1","1007007056","0.2","1007007","","","113511"
"","","","93","","1007007057","","1007007","","","3"
"","","svd_idle_normal","3","1","1007007058","0.2","1007007","","","113511"
"0","","12","12","1","1007007059","0","1007007","","","113411"
"","","svd_talk_sad","3","1","1007007060","0.2","1007007","","1","113411"
"","","","93","","1007007061","","1007007","","","3"
"","","svd_idle_sad","3","1","1007007062","0.2","1007007","","1","113411"
"0","","4","12","1","1007007063","0","1007007","","","113511"
"","","svd_talk_anger","3","1","1007007064","0.2","1007007","","","113511"
"","","","93","","1007007065","","1007007","","","3"
"","","svd_idle_wish","3","1","1007007066","0.2","1007007","","","113511"
"0","","11","12","1","1007007067","0","1007007","","","113411"
"","","svd_talk_wish","3","1","1007007068","0.2","1007007","","1","113411"
"","","","93","","1007007069","","1007007","","","3"
"","","svd_idle_wish","3","1","1007007070","0.2","1007007","","1","113411"
"","","","101","","1007007071","","1007007","","","1007007055"
"0","","1","6","1","1007007072","1","1007007","1","0","333"
"","","1","4","","1007007073","","1007007","","","113511"
"","","svd_run","3","1","1007007074","0.2","1007007","","","113511"
"","","-750","2","-300","1007007075","","1007007","0.8","0","113511"
"","","0","4","","1007007076","","1007007","","","113411"
"","","svd_run","3","1","1007007077","0.2","1007007","","","113411"
"","","750","2","-300","1007007078","","1007007","0.8","0","113411"
"","","","93","","1007007079","","1007007","","","0.6"
"0","","1","6","1","1007007080","0.2","1007007","1","0","113511"
"0","","1","6","1","1007007081","0.2","1007007","1","0","113411"
"","","","91","","1007007082","","1007007","","","0"
"0","svd_idle_normal","113511","5","100","1007008001","2.08","1007008","-650","-300","2"
"1","svd_idle_normal","113411","5","100","1007008002","2.08","1007008","650","-300","1"
"0","svd_white_loop","333","5","0","1007008003","1","1007008","0","0","3"
"0","","1","6","1","1007008004","0","1007008","1","0","333"
"0","","1","6","1","1007008005","0","1007008","1","0","113511"
"0","","1","6","1","1007008006","0","1007008","1","0","113411"
"","","","93","","1007008007","","1007008","","","1"
"0","","1","6","1","1007008008","0.8","1007008","1","0.4","333"
"","","svd_walk_sad","3","1","1007008009","0.2","1007008","","","113511"
"","","-250","2","-300","1007008010","","1007008","2","0","113511"
"0","","1","6","1","1007008011","0.4","1007008","1","1","113511"
"","","svd_walk_sad","3","1","1007008012","0.2","1007008","","","113411"
"","","250","2","-300","1007008013","","1007008","2","0","113411"
"0","","1","6","1","1007008014","0.4","1007008","1","1","113411"
"","","","93","","1007008015","","1007008","","","2"
"","","","91","","1007008016","","1007008","","","0"
"","","svd_idle_sad","3","1","1007008017","0.2","1007008","","","113411"
"","","svd_idle_sad","3","1","1007008018","0.2","1007008","","","113511"
"","","","93","","1007008019","","1007008","","","0.6"
"","","svd_talk_sad","3","1","1007008020","0.2","1007008","","","113511"
"","","vo_svd_0821","21","0","1007008021","","1007008","0","","vo_svd"
"0","1","終於……\n要面臨結束的這天了……","11","6","1007008022","0","1007008","0","0","113511"
"","","","91","","1007008023","","1007008","","","0"
"","","svd_idle_sad","3","1","1007008024","0.2","1007008","","","113511"
"","","svd_talk_sad","3","1","1007008025","0.2","1007008","","","113411"
"","","vo_svd_0822","21","0","1007008026","","1007008","0","","vo_svd"
"0","1","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","11","6","1007008027","0","1007008","0","0","113411"
"","","","91","","1007008028","","1007008","","","0"
"","","svd_idle_sad","3","1","1007008029","0.2","1007008","","","113411"
"","","svd_talk_sad","3","1","1007008030","0.2","1007008","","","113511"
"","","vo_svd_0823","21","0","1007008031","","1007008","0","","vo_svd"
"0","1","與對一去不復返的\n夏日時光的不捨……","11","6","1007008032","0","1007008","0","0","113511"
"","","","91","","1007008033","","1007008","","","0"
"","","svd_idle_sad","3","1","1007008034","0.2","1007008","","","113511"
"","","svd_talk_anger","3","1","1007008035","0.2","1007008","","","113411"
"","","vo_svd_0824","21","0","1007008036","","1007008","0","","vo_svd"
"0","1","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","11","6","1007008037","0","1007008","0","0","113411"
"","","","93","","1007008038","","1007008","","","4"
"0.2","","svd_talk_guts2","3","0","1007008039","0.2","1007008","svd_idle_guts2","1","113411"
"","","","91","","1007008040","","1007008","","","1007008037"
"","","svd_idle_wish","3","1","1007008041","0.2","1007008","","","113411"
"","","svd_talk_thinking","3","1","1007008042","0.2","1007008","","","113511"
"","","vo_svd_0825","21","0","1007008043","","1007008","0","","vo_svd"
"0","1","說得也是……！\n這才是為了那位大人好。","11","6","1007008044","0","1007008","0","0","113511"
"","","","93","","1007008045","","1007008","","","3.5"
"0.2","","svd_talk_guts2","3","0","1007008046","0.2","1007008","svd_idle_guts2","1","113511"
"","","","91","","1007008047","","1007008","","","1007008044"
"","","svd_idle_wish","3","1","1007008048","0.2","1007008","","","113511"
"0.2","","svd_cmn_smile1","3","0","1007008049","0.2","1007008","svd_idle_wish","1","113411"
"","","vo_svd_0826","21","0","1007008050","","1007008","0","","vo_svd"
"0","1","一路順風唷！\n弟弟！","11","7","1007008051","0","1007008","0","0","113411"
"","","","91","","1007008052","","1007008","","","0"
"","","svd_idle_wish","3","1","1007008053","0.2","1007008","","","113411"
"","","svd_talk_wish2","3","1","1007008054","0.2","1007008","","","113511"
"","","vo_svd_0827","21","0","1007008055","","1007008","0","","vo_svd"
"0","1","無論何時何地，\n我們都會守護著\n大人您……！","11","7","1007008056","0","1007008","0","0","113511"
"","","","93","","1007008057","","1007008","","","3"
"0.2","","svd_obsession2","3","0","1007008058","0.2","1007008","svd_idle_wish2","1","113511"
"","","","91","","1007008059","","1007008","","","1007008056"
"","","","102","","1007008060","","1007008","","",""
"","","","93","","1007008061","","1007008","","","1"
"0","","10","12","1","1007008062","0","1007008","","","113411"
"","","svd_talk_normal","3","1","1007008063","0.2","1007008","","","113411"
"","","","93","","1007008064","","1007008","","","3"
"","","svd_idle_normal","3","1","1007008065","0.2","1007008","","","113411"
"0","","12","12","1","1007008066","0","1007008","","","113511"
"","","svd_talk_sad","3","1","1007008067","0.2","1007008","","1","113511"
"","","","93","","1007008068","","1007008","","","3"
"","","svd_idle_sad","3","1","1007008069","0.2","1007008","","1","113511"
"0","","7","12","1","1007008070","0","1007008","","","113411"
"0.2","","svd_talk_guts2","3","0","1007008071","0.2","1007008","svd_idle_guts2","1","113411"
"","","","93","","1007008072","","1007008","","","3"
"","","svd_idle_guts2","3","1","1007008073","0.2","1007008","","","113411"
"0","","7","12","1","1007008074","0","1007008","","","113511"
"","","svd_talk_wish","3","1","1007008075","0.2","1007008","","1","113511"
"","","","93","","1007008076","","1007008","","","3"
"","","svd_idle_wish","3","1","1007008077","0.2","1007008","","1","113511"
"","","","101","","1007008078","","1007008","","","1007008062"
"0","","1","6","1","1007008079","1","1007008","1","0","333"
"","","1","4","","1007008080","","1007008","","","113511"
"","","svd_run","3","1","1007008081","0.2","1007008","","","113511"
"","","-750","2","-300","1007008082","","1007008","0.8","0","113511"
"","","0","4","","1007008083","","1007008","","","113411"
"","","svd_run","3","1","1007008084","0.2","1007008","","","113411"
"","","750","2","-300","1007008085","","1007008","0.8","0","113411"
"","","","93","","1007008086","","1007008","","","0.6"
"0","","1","6","1","1007008087","0.2","1007008","1","0","113511"
"0","","1","6","1","1007008088","0.2","1007008","1","0","113411"
"","","","91","","1007008089","","1007008","","","0"
