7ab51119ad1a3e750b7d76d5aef039bc3b49774dae3990dfad52c6fb6939ee8a,3fffd495f5fd0066acc75a48858c82b4083ae032c0438b9f4c437a58bbd4ee6b,311e46fcfc1334486c8b8f0ece14616e6851f352319c9331e2f7f2e8b8d1f971,8ba946c7dc10d50cd4b55458866010b7f5488f477c2cb98c04b52fc734ffb8ea,e11fb602c9a4fe8b93b716553aea683fa7b22ac4eb8a392cda56bedf1cf99f10,c3bd7d4b98f4cec02c28543e985a476f4d8c80fa1e8eb05cfd718333ae7f519a,69814c594a20dc9dfe2abe84d68a99cc282dcdd61b844728cf1aa4a52ca6e81f,e69e802fe435012ad644925135093410976feb05798fead018da4c2c614edee7,976f7be9d4a198b6cf641f2c6889fcdd98e1f774a82728d2c99f887a032c79d9,f244f2f5944b2075f4b9f9e6c4e3578407b1e70c46077647d8f47f0d5975a61b,daf7f01087dbef5e1c1d5bea82bced5c82d5b6c5f9610d78973f8e408d144120
"","","","204019","204","","1","1","0.2","3","cgg_idle_normal"
"0","cgg_talk_surprise1","","204020","204","1","0","102811","0.2","3","cgg_surprise"
"","","","204021","204","","1.4","102811","0.2","12","4"
"","","","204022","204","","","3","","93","0"
"","","","204023","204","","1","102811","0.2","3","cgg_idle_def"
"","","","204024","204","","1","1","0.2","3","cgg_idle_reaction3"
"","","","204025","204","","1.4","1","0.2","12","11"
"","","","204026","204","","","3","","93","0"
"","","","204027","204","","1","1","0.2","3","cgg_idle_normal"
"","","","204028","204","","1","102811","0.2","3","cgg_talk_joy3_blink"
"","","","204029","204","","1.4","102811","0.2","12","10"
"","","","204030","204","","","3","","93","0"
"","","","204031","204","","","204015","","101","0"
"","","","204032","204","","","0","","22","0.5"
"0","1","","204033","204","0","1","1","0.1","6","1"
"0","1","","204034","204","0","1","102811","0.1","6","1"
"","","","204035","204","","","0.1","","93","0"
"","","","204036","204","","1","1","0","3","cgg_idle_normal"
"","","","204037","204","","1","102811","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","205001","205","-230","100","1","160","5","1"
"1","420","cgg_idle_def","205002","205","-230","100","1","1.6","1","102511"
"0","1","","205003","205","1","1","1","0.1","6","1"
"0","1","","205004","205","1","1","102511","0.1","6","1"
"","","","205005","205","","","0.2","","93","0"
"","0","","205006","205","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_11_017"
"0","0","0","205007","205","0","5","102511","0","11","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？"
"0","cgg_idle_surprise2","","205008","205","1","0","1","0.2","3","cgg_surprise2"
"0","cgg_talk_surprise1","","205009","205","1","0","102511","0.2","3","cgg_surprise"
"","","","205010","205","","","5.5","","93","0"
"0","cgg_idle_shock","","205011","205","1","0","1","0.2","3","cgg_shock"
"0","","","205012","205","1","1","102511","0.2","3","cgg_talk_sad2"
"","","","205013","205","","","205007","","91",""
"","","","205014","205","","","0.5","","93","0"
"","","","205015","205","","1","102511","0.2","3","cgg_idle_def"
"","","","205016","205","","1","1","0.2","3","cgg_idle_reaction4"
"","","","205017","205","","1.4","1","0.2","12","2"
"","","","205018","205","","","3","","93","0"
"","","","205019","205","","1","1","0.2","3","cgg_idle_normal"
"","","","205020","205","","1","102511","0.2","3","cgg_idle_tsun"
"","","","205021","205","","1.4","102511","0.2","12","5"
"","","","205022","205","","","3","","93","0"
"","","","205023","205","","1","102511","0.2","3","cgg_idle_def"
"","","","205024","205","","1","1","0.2","3","cgg_idle_surprise_sad"
"","","","205025","205","","1.4","1","0.2","12","1"
"","","","205026","205","","","3","","93","0"
"","","","205027","205","","1","1","0.2","3","cgg_idle_normal"
"","","","205028","205","","1","102511","0.2","3","cgg_talk_sad2"
"","","","205029","205","","1.4","102511","0.2","12","15"
"","","","205030","205","","","3","","93","0"
"","","","205031","205","","","205015","","101","0"
"","","","205032","205","","","0","","22","0.5"
"0","1","","205033","205","0","1","1","0.1","6","1"
"0","1","","205034","205","0","1","102511","0.1","6","1"
"","","","205035","205","","","0.1","","93","0"
"","","","205036","205","","1","1","0","3","cgg_idle_normal"
"","","","205037","205","","1","102511","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","206001","206","-230","100","1","160","5","1"
"1","420","cgg_idle_def","206002","206","-230","100","1","1.6","1","110911"
"0","1","","206003","206","1","1","1","0.1","6","1"
"0","1","","206004","206","1","1","110911","0.1","6","1"
"","","","206005","206","","","0.2","","93","0"
"","0","","206006","206","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_12_018"
"0","0","0","206007","206","0","6","110911","0","11","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！"
"0","cgg_idle_doya","","206008","206","1","0","1","0.2","3","cgg_talk_doya"
"","","","206009","206","","1","110911","0.2","3","cgg_talk_joy1_normal"
"","","","206010","206","","","2.3","","93","0"
"","","","206011","206","","1","1","0.2","3","cgg_idle_surprise2"
"","","","206012","206","","1","110911","0.2","3","cgg_talk_joy3_blink2"
"","","","206013","206","","","3.2","","93","0"
"0","cgg_idle_reaction1","","206014","206","1","0","1","0.2","3","cgg_talk_handsup"
"0","cgg_idle_guts_anger","","206015","206","1","0","110911","0.2","3","cgg_talk_guts_anger_NoBlink"
"","","","206016","206","","","206007","","91",""
"","","","206017","206","","","0.5","","93","0"
"","","","206018","206","","1","110911","0.2","3","cgg_idle_def"
"0","cgg_idle_doya","","206019","206","1","0","1","0.2","3","cgg_talk_doya"
"","","","206020","206","","1.4","1","0.2","12","10"
"","","","206021","206","","","3","","93","0"
"","","","206022","206","","1","1","0.2","3","cgg_idle_normal"
"","","","206023","206","","1","110911","0.2","3","cgg_talk_sad"
"","","","206024","206","","1.4","110911","0.2","12","5"
"","","","206025","206","","","3","","93","0"
"","","","206026","206","","1","110911","0.2","3","cgg_idle_def"
"0","cgg_idle_surprise2","","206027","206","1","0","1","0.2","3","cgg_surprise2"
"","","","206028","206","","1.4","1","0.2","12","4"
"","","","206029","206","","","3","","93","0"
"","","","206030","206","","1","1","0.2","3","cgg_idle_normal"
"0","cgg_idle_guts_anger","","206031","206","1","0","110911","0.2","3","cgg_talk_guts_anger"
"","","","206032","206","","1.4","110911","0.2","12","11"
"","","","206033","206","","","3","","93","0"
"","","","206034","206","","","206018","","101","0"
"","","","206035","206","","","0","","22","0.5"
"0","1","","206036","206","0","1","1","0.1","6","1"
"0","1","","206037","206","0","1","110911","0.1","6","1"
"","","","206038","206","","","0.1","","93","0"
"","","","206039","206","","1","1","0","3","cgg_idle_normal"
"","","","206040","206","","1","110911","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","301001","301","-230","100","1","160","5","1"
"1","420","cgg_idle_def","301002","301","-230","100","1","1.6","1","105811"
"0","1","","301003","301","1","1","1","0.1","6","1"
"0","1","","301004","301","1","1","105811","0.1","6","1"
"","","","301005","301","","","0.2","","93","0"
"3","0","","301006","301","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_13_019"
"0","0","0","301007","301","0","4","105811","0","11","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆"
"","","","301008","301","","1","1","0.2","3","cgg_idle_reaction1"
"0","cgg_talk_surprise_kira","","301009","301","1","0","105811","0.2","3","cgg_surprise_kira"
"","","","301010","301","","","1.7","","93","0"
"0","cgg_idle_nod","","301011","301","1","0","1","0.2","3","cgg_talk_nod"
"","","","301012","301","","1","105811","0.2","3","cgg_talk_joy1_normal"
"","","","301013","301","","","1.8","","93","0"
"0","cgg_idle_reaction3","","301014","301","1","0","1","0.2","3","cgg_joy"
"0.2","cgg_idle_def","","301015","301","1","0","105811","0.2","3","cgg_handclap_def_N"
"","","","301016","301","","","301007","","91",""
"","","","301017","301","","","0.5","","93","0"
"0","cgg_idle_doya","","301018","301","1","0","1","0.2","3","cgg_talk_doya"
"","","","301019","301","","1.4","1","0.2","12","10"
"","","","301020","301","","","3","","93","0"
"","","","301021","301","","1","1","0.2","3","cgg_idle_normal"
"0","cgg_talk_surprise_kira","","301022","301","1","0","105811","0.2","3","cgg_surprise_kira"
"","","","301023","301","","1.4","105811","0.2","12","7"
"","","","301024","301","","","3","","93","0"
"","","","301025","301","","1","105811","0.2","3","cgg_idle_def"
"","","","301026","301","","1","1","0.2","3","cgg_idle_surprise3"
"","","","301027","301","","1.4","1","0.2","12","6"
"","","","301028","301","","","3","","93","0"
"","","","301029","301","","1","1","0.2","3","cgg_idle_normal"
"","","","301030","301","","1","105811","0.1","3","cgg_idle_joy3"
"","","","301031","301","","1.4","105811","0.2","12","10"
"","","","301032","301","","","3","","93","0"
"","","","301033","301","","1","105811","0.2","3","cgg_idle_def"
"","","","301034","301","","","301018","","101","0"
"","","","301035","301","","","0","","22","0.5"
"0","1","","301036","301","0","1","1","0.1","6","1"
"0","1","","301037","301","0","1","105811","0.1","6","1"
"","","","301038","301","","","0.1","","93","0"
"","","","301039","301","","1","1","0","3","cgg_idle_normal"
"","","","301040","301","","1","105811","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","302001","302","-230","100","1","160","5","1"
"1","420","cgg_idle_def","302002","302","-230","100","1","1.6","1","105911"
"0","1","","302003","302","1","1","1","0.1","6","1"
"0","1","","302004","302","1","1","105911","0.1","6","1"
"","","","302005","302","","","0.2","","93","0"
"","0","","302006","302","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_14_020"
"0","0","0","302007","302","0","4","105911","0","11","主人……\n您的蒐集實在了得，\n真不愧是您。"
"","","","302008","302","","1","1","0.2","3","cgg_idle_reaction5"
"","","","302009","302","","1","105911","0.2","3","cgg_talk_joy3"
"","","","302010","302","","","4.5","","93","0"
"0","cgg_idle_doya","","302011","302","1","0","1","0.2","3","cgg_talk_doya"
"","","","302012","302","","1","105911","0.2","3","cgg_talk_wish"
"","","","302013","302","","","302007","","91",""
"","","","302014","302","","","0.5","","93","0"
"","","","302015","302","","1","105911","0.2","3","cgg_idle_def"
"0","cgg_idle_nod","","302016","302","1","0","1","0.2","3","cgg_talk_nod"
"","","","302017","302","","1.4","1","0.2","12","6"
"","","","302018","302","","","3","","93","0"
"","","","302019","302","","1","1","0.2","3","cgg_idle_normal"
"","","","302020","302","","1","105911","0.2","3","cgg_talk_joy3_blink"
"","","","302021","302","","1.4","105911","0.2","12","7"
"","","","302022","302","","","3","","93","0"
"","","","302023","302","","1","105911","0.2","3","cgg_idle_def"
"","","","302024","302","","1","1","0.2","3","cgg_idle_reaction3"
"","","","302025","302","","1.4","1","0.2","12","10"
"","","","302026","302","","","3","","93","0"
"","","","302027","302","","1","1","0.2","3","cgg_idle_normal"
"0","cgg_idle_guts","","302028","302","1","0","105911","0.2","3","cgg_talk_guts"
"","","","302029","302","","1.4","105911","0.2","12","11"
"","","","302030","302","","","3","","93","0"
"","","","302031","302","","","302015","","101","0"
"","","","302032","302","","","0","","22","0.5"
"0","1","","302033","302","0","1","1","0.1","6","1"
"0","1","","302034","302","0","1","105911","0.1","6","1"
"","","","302035","302","","","0.1","","93","0"
"","","","302036","302","","1","1","0","3","cgg_idle_normal"
"","","","302037","302","","1","105911","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","303001","303","-230","100","1","160","5","1"
"1","420","cgg_idle_def","303002","303","-230","100","1","1.6","1","106011"
"0","1","","303003","303","1","1","1","0.1","6","1"
"0","1","","303004","303","1","1","106011","0.1","6","1"
"","","","303005","303","","","0.2","","93","0"
"","0","","303006","303","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_15_021"
"0","0","0","303007","303","0","5","106011","0","11","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。"
"0","cgg_idle_doya","","303008","303","1","0","1","0.2","3","cgg_talk_doya"
"0","cgg_talk_surprise1","","303009","303","1","0","106011","0.2","3","cgg_surprise"
"","","","303010","303","","","3","","93","0"
"","","","303011","303","","1","106011","0.2","3","cgg_talk_joy1_normal"
"","","","303012","303","","","2.1","","93","0"
"0","cgg_idle_reaction1","","303013","303","1","0","1","0.2","3","cgg_talk_handsup"
"0","cgg_idle_doya","","303014","303","1","0","106011","0.2","3","cgg_talk_doya"
"","","","303015","303","","","303007","","91",""
"","","","303016","303","","","0.5","","93","0"
"","","","303017","303","","1","106011","0.2","3","cgg_idle_def"
"0","cgg_idle_doya","","303018","303","1","0","1","0.2","3","cgg_talk_doya"
"","","","303019","303","","1.4","1","0.2","12","6"
"","","","303020","303","","","3","","93","0"
"","","","303021","303","","1","1","0.2","3","cgg_idle_normal"
"0","cgg_talk_surprise1","","303022","303","1","0","106011","0.2","3","cgg_surprise"
"","","","303023","303","","1.4","106011","0.2","12","4"
"","","","303024","303","","","3","","93","0"
"","","","303025","303","","1","106011","0.2","3","cgg_idle_def"
"0","cgg_idle_guts2","","303026","303","1","0","1","0.2","3","cgg_talk_guts2"
"","","","303027","303","","1.4","1","0.2","12","7"
"","","","303028","303","","","3","","93","0"
"","","","303029","303","","1","1","0.2","3","cgg_idle_normal"
"","","","303030","303","","1","106011","0.2","3","cgg_idle_bitter"
"","","","303031","303","","1.4","106011","0.2","12","1"
"","","","303032","303","","","3","","93","0"
"","","","303033","303","","","303017","","101","0"
"","","","303034","303","","","0","","22","0.5"
"0","1","","303035","303","0","1","1","0.1","6","1"
"0","1","","303036","303","0","1","106011","0.1","6","1"
"","","","303037","303","","","0.1","","93","0"
"","","","303038","303","","1","1","0","3","cgg_idle_normal"
"","","","303039","303","","1","106011","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","304001","304","-230","100","1","160","5","1"
"1","420","cgg_idle_def","304002","304","-230","100","1","1.6","1","106411"
"0","1","","304003","304","1","1","1","0.1","6","1"
"0","1","","304004","304","1","1","106411","0.1","6","1"
"","","","304005","304","","","0.2","","93","0"
"","0","","304006","304","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_16_022"
"0","0","0","304007","304","0","5","106411","0","11","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。"
"0","cgg_idle_doya","","304008","304","1","0","1","0.2","3","cgg_talk_doya"
"0","cgg_talk_surprise_dere","","304009","304","2","0","106411","0.2","3","cgg_surprise_dere"
"","","","304010","304","","","5.2","","93","0"
"","","","304011","304","","1","106411","0.2","3","cgg_talk_joy3"
"","","","304012","304","","","304007","","91",""
"","","","304013","304","","","0.5","","93","0"
"","","","304014","304","","1","106411","0.2","3","cgg_idle_def"
"","","","304015","304","","1","1","0.2","3","cgg_idle_surprise3"
"","","","304016","304","","1.4","1","0.2","12","6"
"","","","304017","304","","","3","","93","0"
"","","","304018","304","","1","1","0.2","3","cgg_idle_normal"
"","","","304019","304","","1","106411","0.2","3","cgg_talk_joy1"
"","","","304020","304","","1.4","106411","0.2","12","10"
"","","","304021","304","","","3","","93","0"
"","","","304022","304","","1","106411","0.2","3","cgg_idle_def"
"0","cgg_idle_doya","","304023","304","1","0","1","0.2","3","cgg_talk_doya"
"","","","304024","304","","1.4","1","0.2","12","6"
"","","","304025","304","","","3","","93","0"
"","","","304026","304","","1","1","0.2","3","cgg_idle_normal"
"0","cgg_talk_surprise_kira","","304027","304","1","0","106411","0.2","3","cgg_surprise_kira"
"","","","304028","304","","1.4","106411","0.2","12","7"
"","","","304029","304","","","3","","93","0"
"","","","304030","304","","","304015","","101","0"
"","","","304031","304","","","0","","22","0.5"
"0","1","","304032","304","0","1","1","0.1","6","1"
"0","1","","304033","304","0","1","106411","0.1","6","1"
"","","","304034","304","","","0.1","","93","0"
"","","","304035","304","","1","1","0","3","cgg_idle_normal"
"","","","304036","304","","1","106411","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","305001","305","-230","100","1","160","5","1"
"1","420","cgg_idle_def","305002","305","-230","100","1","1.6","1","110911"
"0","1","","305003","305","1","1","1","0.1","6","1"
"0","1","","305004","305","1","1","110911","0.1","6","1"
"","","","305005","305","","","0.2","","93","0"
"","0","","305006","305","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_17_023"
"0","0","0","305007","305","0","5","110911","0","11","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。"
"0","cgg_idle_doya","","305008","305","1","0","1","0.2","3","cgg_talk_doya"
"","","","305009","305","","1","110911","0.2","3","cgg_talk_joy1"
"","","","305010","305","","","1.9","","93","0"
"","","","305011","305","","1","1","0.2","3","cgg_idle_nod"
"","","","305012","305","","1","110911","0.2","3","cgg_talk_joy3_dere"
"","","","305013","305","","","305007","","91",""
"","","","305014","305","","","0.5","","93","0"
"","","","305015","305","","1","110911","0.2","3","cgg_idle_def"
"0","cgg_idle_doya","","305016","305","1","0","1","0.2","3","cgg_talk_doya"
"","","","305017","305","","1.4","1","0.2","12","6"
"","","","305018","305","","","3","","93","0"
"","","","305019","305","","1","1","0.2","3","cgg_idle_normal"
"","","","305020","305","","1","110911","0.2","3","cgg_talk_joy3"
"","","","305021","305","","1.4","110911","0.2","12","10"
"","","","305022","305","","","3","","93","0"
"","","","305023","305","","1","110911","0.2","3","cgg_idle_def"
"","","","305024","305","","1","1","0.2","3","cgg_idle_reaction3"
"","","","305025","305","","1.4","1","0.2","12","10"
"","","","305026","305","","","3","","93","0"
"","","","305027","305","","1","1","0.2","3","cgg_idle_normal"
"0","cgg_idle_arm_crossed","","305028","305","1","0","110911","0.2","3","cgg_talk_arm_crossed"
"","","","305029","305","","1.4","110911","0.2","12","7"
"","","","305030","305","","","3","","93","0"
"","","","305031","305","","","305015","","101","0"
"","","","305032","305","","","0","","22","0.5"
"0","1","","305033","305","0","1","1","0.1","6","1"
"0","1","","305034","305","0","1","110911","0.1","6","1"
"","","","305035","305","","","0.1","","93","0"
"","","","305036","305","","1","1","0","3","cgg_idle_normal"
"","","","305037","305","","1","110911","0","3","cgg_idle_def"
"0","-420","cgg_idle_normal","306001","306","-230","100","1","160","5","1"
"1","290","cgg_idle_def","306002","306","-230","100","1","1.6","1","117211"
"1","405","cgg_idle_def","306003","306","-230","101","1","1.6","1","117311"
"1","520","cgg_idle_def","306004","306","-230","102","1","1.6","1","117411"
"0","1","","306005","306","1","1","1","0.1","6","1"
"0","1","","306006","306","1","1","117211","0.1","6","1"
"0","1","","306007","306","1","1","117311","0.1","6","1"
"0","1","","306008","306","1","1","117411","0.1","6","1"
"","","","306009","306","","","0.2","","93","0"
"","0","","306010","306","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_18_024"
"0","0","0","306011","306","0","4","117211","0","11","謝謝你蒐集了\n我們所有的周邊♪"
"","","","306012","306","","1","1","0.2","3","cgg_idle_reaction1"
"","","","306013","306","","1","117211","0.2","3","cgg_talk_joy1_normal"
"","","","306014","306","","","2.4","","93","0"
"0","cgg_idle_reaction3","","306015","306","1","0","1","0.2","3","cgg_joy"
"","","","306016","306","","1","117211","0.2","3","cgg_talk_surprise_nozomi"
"","","","306017","306","","","306011","","91",""
"","","","306018","306","","1","117211","0.2","3","cgg_idle_def"
"","0","","306019","306","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_18_025"
"0","0","0","306020","306","0","4","117311","0","11","居然全部蒐集到了，\n我好驚訝。\n恭喜你。"
"0","cgg_idle_doya","","306021","306","1","0","1","0.2","3","cgg_talk_doya"
"","","","306022","306","","1","117311","0.2","3","cgg_talk_surprise1"
"","","","306023","306","","","4.5","","93","0"
"","","","306024","306","","1","1","0.2","3","cgg_idle_reaction5"
"","","","306025","306","","1","117311","0.2","3","cgg_talk_wish"
"","","","306026","306","","","306020","","91",""
"","","","306027","306","","1","117311","0.2","3","cgg_idle_def"
"","0","","306028","306","","0","vo_minigame_1007","","21","vo_minigame_1007_top_talk_18_026"
"0","0","0","306029","306","0","4","117411","0","11","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！"
"","","","306030","306","","1","1","0.2","3","cgg_idle_surprise1"
"","","","306031","306","","1","117411","0.2","3","cgg_idle_tsun"
"","","","306032","306","","","4.3","","93","0"
"0","cgg_idle_guts2","","306033","306","1","0","1","0.2","3","cgg_talk_guts2"
"","","","306034","306","","1","117411","0.2","3","cgg_talk_joy1"
"","","","306035","306","","","306029","","91",""
"","","","306036","306","","","0.5","","93","0"
"","","","306037","306","","1","117411","0.2","3","cgg_idle_def"
"","","","306038","306","","1","1","0.2","3","cgg_idle_normal"
"","","","306039","306","","1","117211","0.2","3","cgg_talk_joy1"
"","","","306040","306","","1.4","117211","0.2","12","10"
"","","","306041","306","","","3","","93","0"
"","","","306042","306","","1","117211","0.2","3","cgg_idle_def"
"","","","306043","306","","1","117311","0.2","3","cgg_talk_wish"
"","","","306044","306","","1.4","117311","0.2","12","7"
"","","","306045","306","","","3","","93","0"
"","","","306046","306","","1","117311","0.2","3","cgg_idle_def"
"0","cgg_idle_guts","","306047","306","1","0","117411","0.2","3","cgg_talk_guts"
"","","","306048","306","","1.4","117411","0.2","12","4"
"","","","306049","306","","","3","","93","0"
"","","","306050","306","","1","117411","0.2","3","cgg_idle_def"
"","","","306051","306","","1","1","0.2","3","cgg_idle_reaction3"
"","","","306052","306","","1.4","1","0.2","12","6"
"","","","306053","306","","","3","","93","0"
"","","","306054","306","","","306038","","101","0"
"","","","306055","306","","","0","","22","0.5"
"0","1","","306056","306","0","1","1","0.1","6","1"
"0","1","","306057","306","0","1","117211","0.1","6","1"
"0","1","","306058","306","0","1","117311","0.1","6","1"
"0","1","","306059","306","0","1","117411","0.1","6","1"
"","","","306060","306","","","0.1","","93","0"
"","","","306061","306","","1","1","0","3","cgg_idle_normal"
"","","","306062","306","","1","117211","0","3","cgg_idle_def"
"","","","306063","306","","1","117311","0","3","cgg_idle_def"
"","","","306064","306","","1","117411","0","3","cgg_idle_def"
