0f2b6a1260b26d2c995e709f2a9c35884670130c4eccce31e38482be51370e0c,39f59ea3993a9c740a43a022c5711ab8066fb25dfbd906dd163d1f6ac45ffc1b,d1b48bed57ddbaec38a5e04f8110710e0ec33d462f8a393b8dcde249027e603f,f1a811016bcc951e56dcd77d6cca1e59bc8564b304d548b6d5477d6613532091,c5f93dce6fb5bb284f69efe40abec53dde7a997956001512f92ae5a802dcd1d7,e1888c96134bf851f9f37dd843cdd7792803b41c494956e114e87ee40c346956,7e13e203762f90e99aee3b6002237be492eb7a640aaaf2a0f0af4a42764d6cc8,824e274955f8bdaf84eddfa4c5dac386b0bf1722dd312395cbfd46520b3d148a,90dca04035423534245c7e79facb3cc0a88891ed236f6d75ba27ccec7df2ccc3,92c51d3d4039fdb14674efa7be502c5f28a6962e7333e39a3e04f86162db9b04,8eaf59427afc0133a87052facb7dabd438343dca2a10530d4506a3eb4f83957c,eb095828cd4060d2062c47403bd53016a552e7e376d427fe47b5e4104bef5549,734d57a515d31cf7cc552ff53b6b2d2bddd1ec8aff3127c8ec56c0520036b7c5,1ff4e8c4395f5f1138162cbcba943659f3c621918b635381aa9c8c3627032b7b,ec7bab92fc5dae7e2c0ad5578741eb243f5699458beb0717bdfa3bd6a07dabc5,d17f2fce870d68f93734357f8507ec9df4446de3500ab8abcea041f919bfe48f,11d05ad5e6d883fddecc972956dbb3dcd5d82f384a57213237e4d26fbb15e321,8b4d16c35ba8936f4aadba1ad89b3514da7f29e0679650b7715662f79ee35da5,aaa9c1350f23287e3c184778753c18339d64587a9012999961f9684698160b11,8c71d9d9379620fff3759d403d48c6dc6f6c7122dc8cd0072875d2d8382dcf4b
"","六十六頭牛","2","著名繞口令之一。「六十六歲的陸老頭，蓋了六十六間樓，買了六十六簍油，養了□□□□□。」","0","29275","38957","2217","6","1","6","21313","6","6","6","六十六頭牛","20845","空格裡該填入的是？","2","20845"
"","紅粉鳳凰花","2","著名繞口令之一。「紅鳳凰，粉鳳凰，□□□□□鳳凰。」","0","33457","20976","2224","6","2","6","31881","6","6","6","紅粉鳳凰花","32005","空格裡該填入的是？","2","40179"
"醜媳婦總得見公婆","媳婦總得見","2","比喻藏不住，總要露相。","0","35211","24471","2227","6","3","6","23142","6","6","6","醜媳婦總得見公婆","23219","這句諺語是什麼？","2","32317"
"et cetera","etera","2","「etc.」未經省略的全稱是？","0","97","114","2228","3","3","3","116","3","3","3","et cetera","101","這個的名稱是什麼？","2","101"
"","哞哞自衛隊","2","與【王宮騎士團】總是相互對立的公會。","0","38538","34907","2229","6","1","6","21726","6","6","6","哞哞自衛隊","21726","這個的名稱是什麼？","1","33258"
"超不得了啦！","超不得了啦","2","凱留的口頭禪之一。意思有好有壞，大多是在發生不妙的事情時說。","2230","21862","20102","2230","6","2","6","19981","6","6","6","超不得了啦！","36229","這個的名稱是什麼？","1","24471"
"","咲戀育幼院","2","由前【王宮騎士團】副團長咲戀所統籌與經營的公會。","0","38498","24188","2231","6","1","6","25088","6","6","6","咲戀育幼院","21682","這個的名稱是什麼？","1","32946"
"","APPLE","2","「蘋果」的英文。","0","69","76","2232","2","1","2","80","2","2","2","APPLE","65","這個的名稱是什麼？","2","80"
"","發灰會花飛","2","著名繞口令之一。「黑化肥揮發□□□□□；灰化肥揮發發黑會飛花」","0","39131","33457","2233","6","3","6","28784","6","6","6","發灰會花飛","30332","空格裡該填入的是？","2","26371"
"","吃軟不吃硬","2","比喻對態度強硬者，從不屈從。對好言好語者，容易聽從。","0","30828","21507","2234","6","1","6","36575","6","6","6","吃軟不吃硬","21507","這句諺語是什麼？","2","19981"
"","三思而後行","2","比喻再三思考後才行動。","0","34892","24460","2235","6","1","6","24605","6","6","6","三思而後行","19977","這句諺語是什麼？","2","32780"
"","日久見人心","2","比喻相處久了，便能看的出來一個人的行為是如何。","0","24515","20154","2236","6","1","6","20037","6","6","6","日久見人心","26085","這句諺語是什麼？","2","35211"
"愛麗絲夢遊仙境","愛麗絲夢遊","2","經典的兒童文學作品之一。描述主角追著一隻兔子一起跳入樹洞後展開奇幻冒險。","0","36938","22818","2237","6","1","6","40599","6","6","6","愛麗絲夢遊仙境","24859","這個的名稱是什麼？","2","32114"
"","知足者常樂","2","比喻為人知道滿足，不做過分的要求，心情自然常保愉快。","0","27138","24120","2238","6","1","6","36275","6","6","6","知足者常樂","30693","這個的名稱是什麼？","2","32773"
"TICKET","TICKE","2","「票券」的英文。","0","69","75","2240","2","1","2","73","2","2","2","TICKET","84","這個的唸法是什麼？","2","67"
"","一千零一夜","2","一本童話的故事集。「阿拉丁與神燈」也收錄於其中。","0","22812","19968","2241","6","2","6","21315","6","6","6","一千零一夜","19968","這個的名稱是什麼？","2","38646"
"潘朵拉的盒子","潘朵拉盒子","2","在神話中登場，裝滿所有災厄的箱子。在現代則是「不可碰觸之物」的代名詞。","0","23376","30418","2242","6","1","6","26421","6","6","6","潘朵拉的盒子","28504","這個的名稱是什麼？","2","25289"
"各位先生與女士","各位生與士","2","在表演等活動開始前，作為問候，主持人慣例會講的台詞。","0","22763","33287","2243","6","1","6","20301","6","6","6","各位先生與女士","21508","這個的名稱是什麼？","2","29983"
"Merry christmas","Merry","2","在聖誕節時，會對他人說的祝福話。(請用英文作答)","0","121","114","2244","3","1","3","101","3","3","2","Merry christmas","77","這個的名稱是什麼？","2","114"
"Ready steady go！","Ready","2","「各就各位，預備，跑！」與此意思相近的英文台詞。","0","121","100","2245","3","2","3","101","3","3","2","Ready steady go！","82","這個的名稱是什麼？","2","97"
"","今上岳陽樓","2","唐詩的五言律詩之一。杜甫的「登岳陽樓」裡其中一句為「昔聞洞庭水，□□□□□。」","0","27155","38525","2246","6","3","6","19978","6","6","6","今上岳陽樓","20170","空格裡該填入的是？","2","23731"
"白雪公主與七個小矮人","白雪公主七","2","經典童話之一。描述公主的母后因為忌妒公主的美麗，而製作毒蘋果讓公主吃下。","0","19971","20027","2247","6","1","6","38634","6","6","6","白雪公主與七個小矮人","30333","這個的唸法是什麼？","2","20844"
"1200盧幣","1200幣","2","在「鈴奈」的個人劇情裡，請主角幫忙計算的盧幣是多少？","2248","24163","48","2248","1","2","1","50","6","1","1","1200盧幣","49","這個的名稱是什麼？","1","48"
"","阿拉丁神燈","2","經典童話之一。故事中有一盞神燈，只要搓一搓神燈便能出現精靈來達成三個願望。","0","29128","31070","2249","6","1","6","25289","6","6","6","阿拉丁神燈","38463","這個的名稱是什麼？","2","19969"
"冒號、分號、刪節號","冒分刪節號","2","請問這三個讀法為：「：」「；」「……」","0","34399","31680","2250","6","1","6","20998","6","6","6","冒號、分號、刪節號","20882","這個的名稱是什麼？","2","21034"
"Roger that","Roger","2","以無線電交談時的規則。對方問「You copy?」的時候要回答什麼？(請用英文作答)","0","114","101","2251","3","3","3","111","3","3","2","Roger that","82","這個的名稱是什麼？","2","103"
"","Wilco","2","軍用術語。「Will comply」代表將會遵循指示進行，其縮寫為？","0","111","99","2252","3","3","3","105","3","3","2","Wilco","87","這個的名稱是什麼？","2","108"
"","行到水窮處","2","唐詩的五言律詩之一。王維的「終南別業」裡其中一句為「□□□□□，坐看雲起時。」","0","34389","31406","2253","6","2","6","21040","6","6","6","行到水窮處","34892","空格裡該填入的是？","2","27700"
"讓心愛的孩子出去外面磨練","心愛的孩子","2","表達「不過度保護，讓孩子在世上經歷各式各樣的事才是為他們好」的諺語。","0","23376","23401","2254","6","1","6","24859","6","6","6","讓心愛的孩子出去外面磨練","24515","這個的名稱是什麼？","2","30340"
"","白帝彩雲間","2","唐詩的七言絕句之一。李白的「下江陵」裡其中一句為「朝辭□□□□□，千里江陵一日還。」","0","38291","38642","2255","6","2","6","24093","6","6","6","白帝彩雲間","30333","空格裡該填入的是？","2","24425"
"精神⇒Mental　身體⇒Physical","ental","2","","0","108","97","2256","3","3","3","110","3","3","3","精神⇒Mental　身體⇒Physical","101","這個的名稱是什麼？","2","116"
"","我們是我們","2","「不應拿自己和別人比較並感到嫉妒」一語。常會被拿來對鬧脾氣的孩子說。","0","20497","25105","2257","6","2","6","20497","6","6","6","別人是別人，我們是我們","25105","這個的名稱是什麼？","2","26159"
"","什麼在二壘","2","有名的相聲段子。「誰在一壘，□□□□□，三壘我不知道。」","0","22744","20108","2258","6","2","6","40636","6","6","6","什麼在二壘","20160","空格裡該填入的是？","2","22312"
"不見棺材不落淚","不見棺材不","2","比喻不到徹底失敗的時候不肯罷休","0","19981","26448","2259","6","2","6","35211","6","6","6","不見棺材不落淚","19981","這句諺語是什麼？","2","26874"
"百聞不如一見","聞不如一見","2","表示多聽不如親眼看見的可靠。","0","35211","19968","2260","6","2","6","19981","6","6","6","百聞不如一見","32862","這個的名稱是什麼？","2","22914"
"","世紀末風格","2","虛構作品中很受歡迎的類別。描述遙遠的未來中荒無又無秩序的世界。是甚麼樣的風格？","0","26684","39080","2261","6","2","6","32000","6","6","6","世紀末風格","19990","這個的名稱是什麼？","2","26411"
"異世界轉生風格","異世界轉生","2","近年在虛構作品中很受歡迎的類別。會以主角從現代社會被帶往異世界為開端。","0","29983","36681","2262","6","2","6","19990","6","6","6","異世界轉生風格","30064","這個的名稱是什麼？","2","30028"
"Cheers","heers","2","外國人乾杯都會說的話。","0","115","114","2263","3","1","3","101","3","3","3","Cheers","104","這個的名稱是什麼？","2","101"
"","他人看不穿","2","港片「唐伯虎點秋香」中，有句經典台詞為「世人笑我太瘋癲，我笑□□□□□。」","0","31359","19981","2264","6","2","6","20154","6","6","6","他人看不穿","20182","空格裡該填入的是？","2","30475"
"","是很危險的","2","港片「少林足球」中，有句經典台詞為「你快點回火星吧，地球□□□□□。」","0","30340","38570","2265","6","2","6","24456","6","6","6","是很危險的","26159","空格裡該填入的是？","2","21361"
"","你心裡發寒","2","港片「賭神」中，有句經典台詞為「他好像永遠對著你笑，笑得□□□□□。」","0","23506","30332","2266","6","2","6","24515","6","6","6","你心裡發寒","20320","空格裡該填入的是？","2","35041"
"","殺了一個我","2","港片「功夫」中，有句經典台詞為「我不怕，就算□□□□□，還有千千萬萬個我。」","0","25105","20491","2267","6","2","6","20102","6","6","6","殺了一個我","27578","空格裡該填入的是？","2","19968"
"","戀愛的魔法","2","","2268","27861","39764","2268","6","3","6","24859","6","6","6","戀愛的魔法","25088","這是什麼？","1","30340"
"異世界的魔法","異世界魔法","2","","2269","27861","39764","2269","6","3","6","19990","6","6","6","異世界的魔法","30064","這是什麼？","1","30028"
"","疾風之冥姬","2","","2270","23020","20901","2270","6","1","6","39080","6","6","6","疾風之冥姬","30142","這是什麼？","1","20043"
"","由我來征服","2","","2271","26381","24449","2271","6","3","6","25105","6","6","6","由我來征服","30001","這是什麼？","1","20358"
"","已經傍晚了","2","","2272","20102","26202","2272","6","3","6","32147","6","6","6","已經傍晚了","24050","這是什麼？","1","20621"
"","揍扁壞蛋們","2","","2273","20497","34507","2273","6","3","6","25153","6","6","6","揍扁壞蛋們","25549","這是什麼？","1","22750"
"時間迴圈類型","時間迴圈型","2","虛構作品中頗受歡迎的類別。故事主軸是處於相同時間不停重複的世界中，查明其真相。","0","22411","22280","2274","6","2","6","38291","6","6","6","時間迴圈類型","26178","這個的名稱是什麼？","2","36852"
"","尤絲蒂亞娜","2","","2275","23068","20126","2275","6","1","6","32114","6","6","6","尤絲蒂亞娜","23588","這是什麼？","1","33922"
"","歸期未有期","2","唐詩的七言絕句之一。李商隱的「夜雨寄北」裡其中一句為「君問□□□□□，巴山夜語漲秋池。」","0","26399","26377","2276","6","2","6","26399","6","6","6","歸期未有期","27512","空格裡該填入的是？","2","26410"
"","飛舞的少女","2","","2277","22899","23569","2277","6","1","6","33310","6","6","6","飛舞的少女","39131","這個活動名稱的「？」裡填入的是？","1","30340"
"","萬聖節之夜","2","","2278","22812","20043","2278","6","1","6","32854","6","6","6","萬聖節之夜","33836","這個活動名稱的「？」裡填入的是？","1","31680"
"禊、美美、鏡華","禊美美鏡華","2","身處此活動中心\n地位的三位角色","2279","33775","37857","2279","6","2","6","32654","6","6","6","禊、美美、鏡華","31114","這個角色是誰？","1","32654"
"莫妮卡、智、栞、霞","莫妮卡智栞","2","身處此活動中心地位的\n四位角色。","2280","26654","26234","2280","6","2","6","22958","6","6","6","莫妮卡、智、栞、霞","33707","這個角色是誰？","1","21345"
"靜流、伊緒、空花","流伊緒空花","2","身處此活動中心地位的\n三位角色。","2281","33457","31354","2281","6","2","6","20234","6","6","6","靜流、伊緒、空花","27969","這個角色是誰？","1","32210"
"帆稀、嘉夜、祈梨","稀嘉夜祈梨","2","身處此活動中心地位的\n三位角色。","2282","26792","31048","2282","6","2","6","22025","6","6","6","帆稀、嘉夜、祈梨","31232","這是什麼？","1","22812"
"","王宮騎士團","2","身處此活動中心地位的\n公會名稱。","2283","22296","22763","2283","6","2","6","23470","6","6","6","王宮騎士團","29579","這是什麼？","1","39438"
"綾音、胡桃、千歌","綾音胡桃千","2","身處此活動中心地位的\n三位角色。","2284","21315","26691","2284","6","2","6","38899","6","6","6","綾音、胡桃、千歌","32190","這是什麼？","1","32993"
"","墨丘利財團","2","身處此活動中心地位的\n公會名稱。","2285","22296","36001","2285","6","1","6","19992","6","6","6","墨丘利財團","22696","這個的名稱是什麼？","1","21033"
"","可愛的莉瑪","2","","2286","29802","33673","2286","6","3","6","24859","6","6","6","可愛的莉瑪","21487","這個的名稱是什麼？","1","30340"
"騎著白馬的天才棋士","白馬的天才","2","在初次見面時，「碧」太過緊張而亂說出口的謎之話語。","2287","25165","22825","2287","6","3","6","39340","6","6","6","騎著白馬的天才棋士","30333","這個的名稱是什麼？","1","30340"
"我要按響警報魔石囉！","響警報魔石","2","在初次見面時，保持警戒的「鏡華」所說的話。","2019","30707","39764","2288","6","3","6","35686","6","6","6","我要按響警報魔石囉！","38911","這個的名稱是什麼？","1","22577"
"也成近視者至友","近視者至友","2","教給「胡桃」的咒語，該咒語能夠消除緊張。","2289","21451","33267","2289","6","3","6","35222","6","6","6","也成近視者至友","36817","這個的名稱是什麼？","1","32773"
"有志者事竟成也","有志者事竟","2","交給「胡桃」的咒語：「也成近視者至友」，實際上是從哪一句話變成的？","0","31455","20107","2290","6","3","6","24535","6","6","6","有志者事竟成也","26377","這個的名稱是什麼？","1","32773"
"臨時升降記號","臨時升降記","2","在整首曲子中加入額外的升降號，這些升降號稱為？","0","35352","38477","2291","6","3","6","26178","6","6","6","臨時升降記號","33256","這個的名稱是什麼？","2","21319"
"","TEMPO","2","「節奏」的英文。","0","79","80","2292","2","1","2","69","2","2","2","TEMPO","84","這個的名稱是什麼？","2","77"
"放長線釣大魚","長線釣大魚","2","比喻做事會以長遠來打算，雖然不會立即成效，但未來能獲得更大的好處。","0","39770","22823","2293","6","2","6","32218","6","6","6","放長線釣大魚","38263","這句諺語是什麼？","2","37347"
"MAGNET","AGNET","2","「磁鐵」的英文。","0","84","69","2294","2","2","2","71","2","2","2","MAGNET","65","這個的名稱是什麼？","2","78"
"","阿基里斯腱","2","全身最大的肌腱，位於小腿肌肉至腳跟處。","0","33137","26031","2295","6","1","6","22522","6","6","6","阿基里斯腱","38463","這個的名稱是什麼？","2","37324"
"","本是同根生","2","曹植的「七步詩」：「□□□□□，相煎何太急。」","0","29983","26681","2296","6","1","6","26159","6","6","6","本是同根生","26412","這個的名稱是什麼？","2","21516"
"HOSPITAL","HOSPI","2","「醫院」的英文。","0","73","80","2297","2","1","2","79","2","2","2","HOSPITAL","72","這個的名稱是什麼？","2","83"
"","AGAIN","2","「再一次」的英文。","0","78","73","2298","2","1","2","71","2","2","2","AGAIN","65","這個的名稱是什麼？","2","65"
"","AGREE","2","「同意」的英文。","0","69","69","2299","2","1","2","71","2","2","2","AGREE","65","這個的名稱是什麼？","2","82"
"AIRPORT","IRPOR","2","「機場」的英文。","0","82","79","2300","2","1","2","82","2","2","2","AIRPORT","73","這個的唸法是什麼？","2","80"
"ALMOST","LMOST","2","「幾乎」的英文。","0","84","83","2301","2","1","2","77","2","2","2","ALMOST","76","這個的唸法是什麼？","2","79"
"ALWAYS","LWAYS","2","「總是、經常」的英文。","0","83","89","2302","2","1","2","87","2","2","2","ALWAYS","76","這個的唸法是什麼？","2","65"
"開心=HAPPY  生氣=ANGRY","ANGRY","2","","0","89","82","2303","2","1","2","78","2","2","2","開心=HAPPY  生氣=ANGRY","65","這個的唸法是什麼？","2","71"
"BANANA","ANANA","2","「香蕉」的英文。","0","65","78","2304","2","1","2","78","2","2","2","BANANA","65","這個的唸法是什麼？","2","65"
"BOTTLE","BOTTL","2","「瓶子」的英文。","0","76","84","2305","2","1","2","79","2","2","2","BOTTLE","66","這個的唸法是什麼？","2","84"
"","HOUSE","2","「房子」的英文。","0","69","83","2306","2","1","2","79","2","2","2","HOUSE","72","這個的唸法是什麼？","2","85"
"","LEMON","2","「檸檬」的英文。","0","78","79","2307","2","1","2","69","2","2","2","LEMON","76","這個的唸法是什麼？","2","77"
"","LUNCH","2","「午餐」的英文。","0","72","67","2308","2","1","2","85","2","2","2","LUNCH","76","這個的唸法是什麼？","2","78"
"","MARCH","2","「三月」的英文。","0","72","67","2309","2","1","2","65","2","2","2","MARCH","77","這個的唸法是什麼？","2","82"
"CONCERT","ONCER","2","「演唱會」的英文。","0","82","69","2310","2","2","2","78","2","2","2","CONCERT","79","這個的唸法是什麼？","2","67"
"","MUSIC","2","「音樂」的英文。","0","67","73","2311","2","1","2","85","2","2","2","MUSIC","77","這個的唸法是什麼？","2","83"
"","DANCE","2","「跳舞」的英文。","0","69","67","2312","2","1","2","65","2","2","2","DANCE","68","這個的唸法是什麼？","2","78"
"","NEVER","2","「從未、永不」的英文。","0","82","69","2313","2","2","2","69","2","2","2","NEVER","78","這個的唸法是什麼？","2","86"
"PENCIL","PENCI","2","「鉛筆」的英文。","0","73","67","2314","2","1","2","69","2","2","2","PENCIL","80","這個的唸法是什麼？","2","78"
"","SKIRT","2","「裙子」的英文。","0","84","82","2315","2","1","2","75","2","2","2","SKIRT","83","這個的唸法是什麼？","2","73"
"","YOUNG","2","「年輕的」的英文。","0","71","78","2316","2","2","2","79","2","2","2","YOUNG","89","這個的唸法是什麼？","2","85"
"沙羅曼達之血","沙羅曼達血","3","此為居住於火山的魔物「沙羅曼達」的血液，有著很高的融解能力。","0","34880","36948","3001","6","1","6","32645","6","6","6","沙羅曼達之血","27801","這個的名稱是什麼？","1","26364"
"熾炎戰鬼煉獄血盟暗黑團＝The‧Order‧Of‧Gehenna‧Immortals","血盟暗黑團","3","「修特帕魯」前世所隸屬的暗黑騎士團。","3002","22296","40657","3002","6","2","6","30431","6","6","6","熾炎戰鬼煉獄血盟暗黑團\n＝The‧Order‧Of‧Gehenna‧Immortals","34880","這個的唸法是什麼？","1","26263"
"","第一級產業","3","農業、林業這類生產原料或食材的產業。","0","26989","29986","3003","6","2","6","19968","6","6","6","第一級產業","31532","這個的名稱是什麼？","2","32026"
"","第二級產業","3","工業這類擔任原料加工的產業。","0","26989","29986","3005","6","2","6","20108","6","6","6","第二級產業","31532","這個的名稱是什麼？","2","32026"
"","第三級產業","3","擔任物流、分銷、中介等工作的產業，又稱為服務業。","0","26989","29986","3006","6","2","6","19977","6","6","6","第三級產業","31532","這個的名稱是什麼？","2","32026"
"深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","翠翔裂空斬","3","揮舞寄宿在劍上的魔力，將其釋放的魔法。","0","26028","31354","3007","6","3","6","32724","6","6","6","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","32736","這個的名稱是什麼？","2","35010"
"五分制視力表","五分制視力","3","關於視力表，數值在4.0-5.3之間稱為？","0","21147","35222","3008","6","3","6","20998","6","6","6","五分制視力表","20116","這個的名稱是什麼？","2","21046"
"國際通用視力表","通用視力表","3","關於視力表，數值在0.1-2.0之間稱為？","0","34920","21147","3009","6","3","6","29992","6","6","6","國際通用視力表","36890","這個的名稱是什麼？","2","35222"
"不明飛行物體","不明飛行物","3","「UFO（Unidentified Flying Object）」的中文。","0","29289","34892","3010","6","1","6","26126","6","6","6","不明飛行物體","19981","這個的名稱是什麼？","2","39131"
"","伊麗莎白圈","3","貓狗在受傷時用以防止牠們舔舐自己的項圈。","0","22280","30333","3011","6","2","6","40599","6","6","6","伊麗莎白圈","20234","這個的名稱是什麼？","2","33678"
"","惡德伊商會","3","在蘭德索爾活動的邪惡商會。商會的名字同樣也是會長的名字。","0","26371","21830","3012","6","3","6","24503","6","6","6","惡德伊商會","24801","這個的名稱是什麼？","1","20234"
"冥想、養育動植物","養育動植物","3","【美食殿堂】中的「可可蘿」的興趣是什麼？","0","29289","26893","3016","6","2","6","32946","6","6","6","冥想、養育動植物","39178","這個問題的答案是？","1","21205"
"","和貓咪玩耍","3","【美食殿堂】中的「凱留」的興趣是什麼？","0","32781","29609","3020","6","2","6","35987","6","6","6","和貓咪玩耍","21644","這個問題的答案是？","1","21674"
"蒐集可愛的東西","可愛的東西","3","【小小甜心】中的「美美」的興趣是什麼？","0","35199","26481","3026","6","2","6","24859","6","6","6","蒐集可愛的東西","21487","這個問題的答案是？","1","30340"
"和妹妹一起玩","和妹妹一起","3","【森林守衛】中的「初音」的興趣，除了午睡、早睡、回籠覺之外，另一個是什麼？","0","36215","19968","3029","6","2","6","22969","6","6","6","和妹妹一起玩","21644","這個問題的答案是？","1","22969"
"","道路交通法","3","為防止道路的危險與障礙、實現安全且順暢的交通環境而制定的法律。","0","27861","36890","3050","6","2","6","36335","6","6","6","道路交通法","36947","這個的名稱是什麼？","2","20132"
"","勞動基準法","3","為保護勞動者而針對契約和報酬等方面訂定最低基準的法律。","0","27861","28310","3051","6","2","6","21205","6","6","6","勞動基準法","21214","這個的名稱是什麼？","2","22522"
"","兒童福利法","3","為實現所有兒童的福祉而制定必要之兒童援助的法律。","0","27861","21033","3053","6","2","6","31461","6","6","6","兒童福利法","20818","這個的名稱是什麼？","2","31119"
"","建築基準法","3","針對建築物的設備及構造等項目制定必須達到之最低基準的法律。","0","27861","28310","3054","6","2","6","31689","6","6","6","建築基準法","24314","這個的名稱是什麼？","2","22522"
"A-people","peopl","3","腦筋急轉彎：「阿匹婆的英文名字？」","0","108","112","3063","3","3","3","101","3","3","3","A-people","112","這個謎語的答案是？","2","111"
"","心靜自然涼","3","冷笑話：「人死後為什麼變得冰涼？」","0","28092","28982","3064","6","3","6","38748","6","6","6","心靜自然涼","24515","這個謎語的答案是？","2","33258"
"","肘部尺骨端","3","一般人對撞到手肘時會麻痺的那個部位的稱呼。","0","31471","39592","3065","6","3","6","37096","6","6","6","肘部尺骨端","32920","這個的名稱是什麼？","2","23610"
"交朋友的想像訓練","交朋友想像","3","【森林守衛】中的「碧」的興趣是什麼？","0","20687","24819","3066","6","2","6","26379","6","6","6","交朋友的想像訓練","20132","這個問題的答案是？","1","21451"
"兩個人一起去野餐","兩個人一起","3","【森林守衛】與【伊麗莎白牧場】中的「初音&栞」，兩人的興趣是什麼？","0","36215","19968","3067","6","2","6","20491","6","6","6","兩個人一起去野餐","20841","這個問題的答案是？","1","20154"
"和強敵之間的競爭","之間的競爭","3","【王宮騎士團】中的「克莉絲提娜」的興趣是什麼？","0","29229","31478","3068","6","2","6","38291","6","6","6","和強敵之間的競爭","20043","這個問題的答案是？","1","30340"
"英雄扮演遊戲","英雄扮遊戲","3","【王宮騎士團】中的「茉莉」的興趣是什麼？","0","25138","36938","3069","6","3","6","38596","6","6","6","英雄扮演遊戲","33521","這個問題的答案是？","1","25198"
"能在房間裡玩的遊戲","房間裡玩的","3","【咲戀育幼院】中的「綾音」的興趣是什麼？","0","30340","29609","3070","6","3","6","38291","6","6","6","能在房間裡玩的遊戲","25151","這個問題的答案是？","1","35041"
"傭兵等等的打工","傭兵的打工","3","【墨丘利財團】中的「美冬」的興趣是什麼？","0","24037","25171","3073","6","3","6","20853","6","6","6","傭兵等等的打工","20653","這個問題的答案是？","1","30340"
"","和貓咪玩耍","3","【墨丘利財團】中的「珠希」的興趣是什麼？","0","32781","29609","3074","6","2","6","35987","6","6","6","和貓咪玩耍","21644","這個問題的答案是？","1","21674"
"","看戀愛小說","3","【月光學院】中的「伊緒」，興趣除了戀愛漫畫、戀愛劇之外，另一個是什麼？","0","35498","23567","3075","6","2","6","25088","6","6","6","看戀愛小說","30475","這個問題的答案是？","1","24859"
"","蒐集化妝品","3","【月光學院】中的「美咲」，興趣除了閱讀流行雜誌之外，另一個是什麼？","0","21697","22941","3076","6","3","6","38598","6","6","6","蒐集化妝品","33936","這個問題的答案是？","1","21270"
"欣賞鏡中的自己","鏡中的自己","3","【純白之翼 蘭德索爾分部】中的「雪」的興趣是什麼？","0","24049","33258","3077","6","1","6","20013","6","6","6","欣賞鏡中的自己","37857","這個問題的答案是？","1","30340"
"The Hanged Man=倒吊人","anged","3","塔羅牌大阿爾克那的其中一張。也叫作「死刑犯」。","0","100","101","3078","3","3","3","110","3","3","3","The Hanged Man=倒吊人","97","這個的名稱是什麼？","2","103"
"","淑女自行車","3","市面上流通最廣的腳踏車的俗稱。源於彎形把手等設計讓婦女也便於騎乘的特色。","0","36554","34892","3079","6","3","6","22899","6","6","6","淑女自行車","28113","這個的名稱是什麼？","2","33258"
"蒐集漂亮的葉子","漂亮的葉子","3","「亞里莎」的興趣是什麼？","0","23376","33865","3080","6","3","6","20142","6","6","6","蒐集漂亮的葉子","28418","這個問題的答案是？","1","30340"
"日光節約時間制","光節約時間","3","在部分地區會採用的「夏季的時間提前一小時」的制度。也叫作「夏令時間」。","0","38291","26178","3081","6","2","6","31680","6","6","6","日光節約時間制","20809","這個的名稱是什麼？","2","32004"
"","Piano","3","「古蕾婭」的興趣是「鋼琴」，其英文為？","0","111","110","3082","3","1","3","105","3","3","2","Piano","80","這個的名稱是什麼？","1","97"
"Subscription","scrip","3","近年很熱門的「Sub」制，未經省略的全稱是？","0","112","105","3083","3","3","3","99","3","3","3","Subscription","115","這個的名稱是什麼？","2","114"
"UMA=未確認生物體","未確認生物","3","意指槌之子和雪男這類存在的「UMA」，用漢字怎麼寫？","0","29289","29983","3084","6","3","6","30906","6","6","6","UMA=未確認生物體","26410","這個的寫法是什麼？","2","35469"
"找「朋友」之事","找朋友之事","3","「露娜」的興趣是什麼？","0","20107","20043","3085","6","1","6","26379","6","6","6","找「朋友」之事","25214","這個問題的答案是？","1","21451"
"誰做的巧克力","誰做巧克力","3","","3086","21147","20811","3086","6","2","6","20570","6","6","6","誰做的巧克力","35504","這個小遊戲的「？」裡填入的是？","1","24039"
"","空花大迴轉","3","","3087","36681","36852","3087","6","2","6","33457","6","6","6","空花大迴轉","31354","這個小遊戲的「？」裡填入的是？","1","22823"
"香織的靈魂式","香織靈魂式","3","","3088","24335","39746","3088","6","2","6","32340","6","6","6","香織的靈魂式","39321","這個小遊戲的「？」裡填入的是？","1","38728"
"龍人們的接龍競賽","龍人們接龍","3","","3089","40845","25509","3089","6","2","6","20154","6","6","6","龍人們的接龍競賽","40845","這個小遊戲的「？」裡填入的是？","1","20497"
"保衛起司大作戰","起司大作戰","3","","3090","25136","20316","3090","6","2","6","21496","6","6","6","保衛起司大作戰","36215","這個小遊戲的「？」裡填入的是？","1","22823"
"美里的猛訓打擊道！","猛訓打擊道","3","","3091","36947","25802","3091","6","2","6","35347","6","6","6","美里的猛訓打擊道！","29467","這個小遊戲的「？」裡填入的是？","1","25171"
"","夏日演唱會","3","","3093","26371","21809","3093","6","2","6","26085","6","6","6","夏日演唱會","22799","這個小遊戲的「？」裡填入的是？","1","28436"
"格林威治標準時間","格林治標準","3","在採用世界協調時間之前，作為國際基準時間被採用的時間名稱。","0","28310","27161","3094","6","3","6","26519","6","6","6","格林威治標準時間","26684","這個的名稱是什麼？","2","27835"
