b4f6ac41865ecf972bd81ff0dd08054e92e8d021a5d80b4561e509233ffc60e9,240dffdcf292c1598c65b865d00a574f9d93944d09e490361fd777dcd4cdf335,ce55ac2e10df5fc906d672a68632ab0396cdf11925f342ff2cd5790ba130a63a,3cd4140a69a2688b1a9ae6655b8026700c9077533c54669021fef5955bacbd89,6299e0a709c845df6a32cdcb79bfd76ffbdc9627c1e2512b8323db20a34418b6,7fc9f78c03be230c7026faa3a03bfdb880ad6e8180b1825b92eca751cd0cda60,652cf43d0197c41ba05d2bfa0392a5e843958ea4332ff6c0e7efc6f5140b184c,5ebc948756d4c8f989ca1ddcff18b32bb7076ca5ca8e1ec7dcaf048dd7a2d8fb,7eb7f2b3bc1e534bf60a80184b5f9f02d0cff0c6018b692b108f80f4dd056af6,a2138c750531720a8a7b0c9c433dbf49b2791a5c6e49b82c78d4e08038f1d94c,ad49ac7ae17e6f95d495f47b6d6fcd484613d43b667d95bc99eeb51479a7eb7d,fc05171b6e95f69274e13ea794b214cf7bbc11b87c71897637e1280af5207c4a,2a1e2a047a1f6b3c84f5147dfe627fbe6d4b31a6b27b9974dc3360174cf61696,b7232275e1c0c31f2003cb93ce2bddd635f588e542e1a7f5263c607025fc89b5,8ba0755549313a7364f58eb32e5141d2d429a28c1f2ae0085d6a095c4f3f53b6,b4fddd4a472a8ae2c2af27384f3ba5d62cf5e026f90b0948274146395df847f5,e812bde0ebc85b444077f6ccb5d4b264295336bdaa3e67ac1a65539e5b2e1fe9,8653fe94a3e2e9d25b3bcfea22c615c7ecdbb66f16558b5977e3f047d4254081,74328b5912325dead03f9af70f7411f3a870d50f9e754d6eb82d07bc82713091,f0c456f2b2dbec2a61ef55f79f91b07f5020cb7814f45a0fc80068c405d40720,9910fed6f51612b708cfc3a5925fa57f243a97349778472ac4622442dcac3a07,3c2d8bbc259200dc49c1d43df3bcbdf6553037fd4d9170cc60c484f32bbff645
"0","0.8","200","3","1.1","1038","101021","101021","1","-30","100","100","1.2","1","1","-15","0","-10","10380103","3","bgm_M64","-50"
"-30","0.9","200","4","1","1038","101021","101021","1","-30","-70","200","1.3","1","1","0","0","0","10380104","4","bgm_M64","190"
"0","1.4","220","5","1.6","1038","101031","101031","1","-30","0","200","1.8","1","1","0","0","0","10380105","5","bgm_M55","440"
"0","0.6","210","1","0.7","1039","101041","101041","1","-30","-125","250","0.8","1","1","0","10","-30","10390101","1","bgm_M64","-470"
"0","0.65","200","2","0.7","1039","101041","101041","1","-30","-95","200","1","1","1","0","10","0","10390102","2","bgm_M64","-210"
"0","0.9","200","3","1","1039","101041","101041","1","-30","-120","100","1.3","1","1","-15","0","-10","10390103","3","bgm_M64","50"
"0","0.9","200","4","1.3","1039","101041","101041","1","-30","35","100","1.35","1","1","0","0","0","10390104","4","bgm_M64","195"
"-50","1.1","210","5","1.35","1039","101042","101042","1","-30","-55","150","1.8","1","1.3","0","0","0","10390105","5","bgm_M55","450"
"0","0.6","210","1","0.85","1040","101161","101161","1","-30","-120","250","0.8","1","1","0","10","0","10400101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1040","101161","101161","1","-30","-100","100","1.2","1","1","0","0","0","10400102","2","bgm_M64","-260"
"0","0.65","200","3","1","1040","101161","101161","1","-30","65","100","1.1","1","1","-5","5","-10","10400103","3","bgm_M64","-10"
"43","0.9","200","4","1","1040","101161","101161","1","-30","-110","150","1","1","1","0","0","0","10400104","4","bgm_M64","190"
"-50","0.9","280","5","1","1040","101162","101162","1","-30","-70","270","1.15","1","1.3","-40","-10","-45","10400105","5","bgm_M55","485"
"0","0.6","210","1","0.85","1041","101171","101171","1","-30","-120","120","0.8","1","1","0","10","0","10410101","1","bgm_M64","-480"
"0","0.75","200","2","1","1041","101171","101171","1","-30","-120","120","1.2","1","1","0","10","0","10410102","2","bgm_M64","-260"
"-50","0.6","200","3","0.55","1041","101171","101171","1.4","-30","0","150","0.9","1","1","-13","0","-60","10410103","3","bgm_M64","-10"
"0","0.9","200","4","1","1041","101171","101171","1","-30","-110","100","1.2","1","1","0","0","0","10410104","4","bgm_M64","190"
"-50","1","250","5","1","1041","101172","101172","1","-30","-30","200","1.45","1","1","-20","10","0","10410105","5","bgm_M55","475"
"0","0.6","210","1","0.7","1042","101191","101191","1","-30","-120","100","0.8","1","1","0","10","-30","10420101","1","bgm_M64","-480"
"0","0.8","200","2","1","1042","101191","101191","1","-30","-100","100","1.2","1","1","0","10","0","10420102","2","bgm_M64","-260"
"-30","0.9","200","3","1","1042","101191","101451","1","-30","65","100","1.4","1","1","-15","0","-10","10420103","3","bgm_M64","-10"
"0","0.65","200","4","1","1042","101191","101191","1","-30","-110","100","1.1","1","1","0","0","0","10420104","4","bgm_M64","190"
"-50","1.1","280","5","1","1042","101192","101192","1.2","-30","-70","200","1.3","1","1","0","-10","-45","10420105","5","bgm_M55","485"
"0","0.6","210","1","0.85","1043","101201","101201","1","-30","-120","100","0.8","1","1","0","10","0","10430101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1043","101201","101201","1","-30","-120","100","1.2","1","1","0","10","0","10430102","2","bgm_M64","-260"
"0","0.8","200","3","1","1043","101201","101201","1","-30","65","100","1.1","1","1","-15","0","-10","10430103","3","bgm_M64","-10"
"43","0.7","200","4","1","1043","101201","101201","1","-30","-110","100","1","1","1","0","0","0","10430104","4","bgm_M64","190"
"-50","1","250","5","1","1043","101202","101202","1","-30","-30","100","1.45","1","1","-20","10","-45","10430105","5","bgm_M55","475"
"0","0.6","210","1","0.85","1044","101291","101291","1","-30","-120","100","0.8","1","1","0","10","0","10440101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1044","101291","101291","1","-30","-120","100","1.2","1","1","0","10","0","10440102","2","bgm_M64","-260"
"0","1.55","200","3","2.2","1044","101291","101291","1","-30","65","100","2.3","1","1","-15","0","-10","10440103","3","bgm_M64","-40"
"0","1.1","200","4","1","1044","101291","101291","1","-30","-110","100","1.2","1","1","0","0","0","10440104","4","bgm_M64","150"
"15","1.1","230","5","1","1044","101292","101292","1","-30","-15","100","1.45","1","1","-20","30","30","10440105","5","bgm_M55","490"
"0","0.58","210","1","0.7","1045","101301","101301","1","-30","-120","100","0.8","1","1","0","10","-30","10450101","1","bgm_M64","-480"
"0","0.9","200","2","1","1045","101301","101301","1","-30","-120","100","1.2","1","1","0","10","0","10450102","2","bgm_M64","-260"
"-30","0.93","200","3","1","1045","101301","101301","1","-30","100","200","1.4","1","1","0","-10","-10","10450103","3","bgm_M64","-50"
"15","0.9","200","4","1","1045","101301","101301","1","-30","-100","100","1.3","1","1","0","0","0","10450104","4","bgm_M64","100"
"-15","1","270","5","1.1","1045","101302","101302","1","-30","-55","100","1.2","1","1","-20","10","-30","10450105","5","bgm_M55","470"
"0","0.575","210","1","0.85","1046","101441","101161","1","-30","-130","100","0.8","1","1","0","10","0","10460101","1","bgm_M64","-450"
"0","0.75","200","2","0.7","1046","101441","101161","1","-30","-120","200","1","1","1","0","10","0","10460102","2","bgm_M64","-250"
"0","0.8","200","3","1.1","1046","101441","101161","1","-30","50","100","1.2","1","1","-15","0","-10","10460103","3","bgm_M64","-10"
"43","0.8","200","4","1","1046","101441","101161","1","-30","-100","150","1","1","1","0","0","0","10460104","4","bgm_M64","210"
"-35","0.95","230","5","1.1","1046","101442","101162","1","-30","-70","100","1.2","1","1","-20","10","-30","10460105","5","bgm_M55","470"
"0","0.58","210","1","0.7","1047","101451","101451","1","-30","-130","100","0.8","1","1","0","10","-30","10470101","1","bgm_M64","-450"
"0","0.9","200","2","1","1047","101451","101451","1","-30","-120","100","1.2","1","1","0","10","0","10470102","2","bgm_M64","-250"
"-30","0.9","200","3","1","1047","101451","101451","1","-30","50","100","1.4","1","1","-15","0","-10","10470103","3","bgm_M64","-20"
"0","0.8","200","4","0.85","1047","101451","101451","1","-30","-100","100","1","1","1","0","0","0","10470104","4","bgm_M64","200"
"-35","1.25","290","5","1.4","1047","101452","101452","1.2","-30","-70","100","1.55","1","1","0","0","-50","10470105","5","bgm_M55","510"
"0","0.58","210","1","0.7","1048","101561","101451","1","-30","-130","100","0.8","1","1","0","10","-30","10480101","1","bgm_M64","-450"
"0","0.75","240","2","1.1","1048","101561","101451","1","-30","-120","100","1.2","1","1","0","0","0","10480102","2","bgm_M64","-240"
"-50","0.6","200","3","0.55","1048","101561","101451","1.4","-30","0","150","0.9","1","1","-13","0","-60","10480103","3","bgm_M64","-10"
"20","0.7","200","4","1","1048","101561","101451","1","-30","-100","100","1.1","1","1","0","0","0","10480104","4","bgm_M64","195"
"-60","1.25","290","5","1.35","1048","101562","101452","1.4","-30","-70","400","1.55","1","1","0","0","-50","10480105","5","bgm_M55","460"
"0","0.58","210","1","0.7","1049","101001","101001","1","-30","-120","100","0.8","1","1","0","10","-30","10490101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1049","101001","101001","1","-30","-120","100","1.2","1","1","0","10","0","10490102","2","bgm_M64","-270"
"-30","0.9","200","3","1","1049","101001","101001","1","-30","65","200","1.4","1","1","-15","0","-10","10490103","3","bgm_M64","-25"
"-30","0.9","200","4","1","1049","101001","101001","1","-30","-120","150","1.1","1","1","0","0","0","10490104","4","bgm_M64","200"
"0","1.2","250","5","1","1049","101011","101011","1.2","-30","-40","200","1.3","1","1","0","0","0","10490105","5","bgm_M55","480"
"-25","0.575","210","1","0.9","1050","101021","101021","1","-30","-110","170","1","1","1","0","10","-30","10500101","1","bgm_M64","-450"
"0","0.75","240","2","1.1","1050","101021","101021","1","-30","-120","100","1.2","1","1","0","0","0","10500102","2","bgm_M64","-240"
"0","0.6","200","3","0.8","1050","101021","101021","1","-30","65","100","0.9","1","1","-5","5","-10","10500103","3","bgm_M64","-10"
"0","0.65","200","4","1","1050","101021","101021","1","-30","-110","100","1.1","1","1","0","0","0","10500104","4","bgm_M64","190"
"0","1.4","220","5","1.6","1050","101031","101031","1","-30","0","200","1.8","1","1","0","0","0","10500105","5","bgm_M55","440"
"0","0.58","210","1","0.7","1051","101041","101041","1","-30","-130","100","0.8","1","1","0","10","-30","10510101","1","bgm_M64","-450"
"0","0.65","200","2","0.7","1051","101041","101041","1","-30","-120","200","1","1","1","0","10","0","10510102","2","bgm_M64","-250"
"-10","0.75","200","3","1","1051","101041","101041","1","-30","70","100","1.3","1","1","-15","10","-10","10510103","3","bgm_M64","-35"
"0","1","200","4","1","1051","101041","101041","1","-30","-110","100","1.4","1","1","0","0","0","10510104","4","bgm_M64","150"
"-50","1.1","210","5","1.35","1051","101042","101042","1","-30","-55","150","1.8","1","1.3","0","0","0","10510105","5","bgm_M55","450"
"0","0.6","210","1","0.7","1052","101161","101161","1","-30","-120","250","0.8","1","1","0","10","-30","10520101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1052","101161","101161","1","-30","-100","100","1.2","1","1","0","0","0","10520102","2","bgm_M64","-260"
"0","0.65","200","3","1","1052","101161","101161","1","-30","65","100","1.1","1","1","-5","5","-10","10520103","3","bgm_M64","-10"
"-30","0.8","200","4","1","1052","101161","101161","1","-30","-50","100","1.3","1","1","0","0","0","10520104","4","bgm_M64","240"
"-50","0.9","280","5","1","1052","101162","101162","1","-30","-70","270","1.15","1","1.3","-40","-10","-45","10520105","5","bgm_M55","485"
"0","0.5","210","1","0.85","1053","101171","101171","1","-30","-120","120","0.8","1","1","0","10","0","10530101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1053","101171","101171","1","-30","-120","100","1.2","1","1","0","10","0","10530102","2","bgm_M64","-270"
"0","1.55","200","3","2.2","1053","101171","101171","1","-30","65","100","2.3","1","1","-15","0","-10","10530103","3","bgm_M64","-25"
"-30","0.9","200","4","1","1053","101171","101171","1","-30","-100","100","1.5","1","1","0","0","0","10530104","4","bgm_M64","200"
"-50","1","250","5","1","1053","101172","101172","1","-30","-30","200","1.45","1","1","-20","10","0","10530105","5","bgm_M55","475"
"-25","0.575","210","1","0.9","1054","101191","101191","1","-30","-110","170","1","1","1","0","10","-30","10540101","1","bgm_M64","-450"
"0","0.65","200","2","0.7","1054","101191","101191","1","-30","-120","200","1","1","1","0","10","0","10540102","2","bgm_M64","-250"
"0","0.8","200","3","1.1","1054","101191","101191","1","-30","50","100","1.2","1","1","-15","0","-10","10540103","3","bgm_M64","-10"
"0","1","200","4","1","1054","101191","101191","1","-30","-90","200","1.5","1","1","0","0","0","10540104","4","bgm_M64","190"
"-50","1.1","280","5","1","1054","101192","101192","1.2","-30","-70","200","1.3","1","1","0","-10","-45","10540105","5","bgm_M55","485"
"0","0.5","210","1","0.85","1055","101201","101201","1","-30","-120","120","0.8","1","1","0","10","0","10550101","1","bgm_M64","-480"
"-30","0.7","240","2","1","1055","101201","101201","1","-30","-120","250","1","1","1","0","0","-30","10550102","2","bgm_M64","-250"
"0","0.8","200","3","1","1055","101201","101201","1","-30","65","100","1.1","1","1","-15","0","-10","10550103","3","bgm_M64","-10"
"43","0.7","200","4","1","1055","101201","101201","1","-30","-110","100","1","1","1","0","0","0","10550104","4","bgm_M64","190"
"-50","1","250","5","1","1055","101202","101202","1","-30","-30","100","1.45","1","1","-20","10","-45","10550105","5","bgm_M55","475"
"0","0.6","210","1","0.7","1056","101291","101291","1","-30","-120","250","0.8","1","1","0","10","-30","10560101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1056","101291","101291","1","-30","-100","100","1.2","1","1","0","0","0","10560102","2","bgm_M64","-260"
"-30","0.9","200","3","1","1056","101291","101291","1","-30","50","100","1.4","1","1","-15","0","-10","10560103","3","bgm_M64","-35"
"-30","0.9","200","4","1","1056","101291","101291","1","-30","-120","150","1.1","1","1","0","0","0","10560104","4","bgm_M64","190"
"15","1.1","230","5","1","1056","101292","101292","1","-30","-15","100","1.45","1","1","-20","30","30","10560105","5","bgm_M55","490"
"-25","0.575","210","1","0.9","1057","101301","101301","1","-30","-110","170","1","1","1","0","10","-30","10570101","1","bgm_M64","-450"
"0","0.75","200","2","1.1","1057","101301","101301","1","-30","-120","100","1.2","1","1","0","10","0","10570102","2","bgm_M64","-270"
"-30","0.93","200","3","1","1057","101301","101301","1","-30","100","200","1.4","1","1","0","-10","-10","10570103","3","bgm_M64","-50"
"0","0.9","200","4","1","1057","101301","101301","1","-30","-110","100","1.2","1","1","0","0","0","10570104","4","bgm_M64","190"
"-15","1","270","5","1.1","1057","101302","101302","1","-30","-55","100","1.2","1","1","-20","10","-30","10570105","5","bgm_M55","470"
"0","0.6","210","1","0.7","1058","101441","101441","1","-30","-120","250","0.8","1","1","0","10","-30","10580101","1","bgm_M64","-480"
"-30","0.7","240","2","1","1058","101441","101441","1","-30","-120","250","1","1","1","0","0","-30","10580102","2","bgm_M64","-250"
"-10","0.75","200","3","1","1058","101441","101441","1","-30","70","100","1.3","1","1","-15","10","-10","10580103","3","bgm_M64","-5"
"20","0.8","200","4","1","1058","101441","101441","1","-30","-100","100","1.1","1","1","0","10","0","10580104","4","bgm_M64","210"
"-35","0.95","230","5","1.1","1058","101442","101442","1","-30","-70","100","1.2","1","1","-20","10","-30","10580105","5","bgm_M55","470"
"-25","0.575","210","1","0.9","1059","101451","101451","1","-30","-110","170","1","1","1","0","10","-30","10590101","1","bgm_M64","-450"
"0","0.65","200","2","0.7","1059","101451","101451","1","-30","-120","200","1","1","1","0","10","0","10590102","2","bgm_M64","-250"
"-50","0.6","200","3","0.55","1059","101451","101451","1.4","-30","0","150","0.9","1","1","-13","0","-60","10590103","3","bgm_M64","-10"
"0","0.7","200","4","0.7","1059","101451","101451","1","-30","-120","100","1","1","1","0","0","0","10590104","4","bgm_M64","200"
"-35","1.25","290","5","1.4","1059","101452","101452","1.2","-30","-70","100","1.55","1","1","0","0","-50","10590105","5","bgm_M55","510"
"0","0.5","210","1","0.85","1060","101561","101561","1","-30","-120","120","0.8","1","1","0","10","0","10600101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1060","101561","101561","1","-30","-120","100","1.2","1","1","0","10","0","10600102","2","bgm_M64","-270"
"-30","0.9","200","3","1","1060","101561","101561","1","-30","65","200","1.4","1","1","-15","0","-10","10600103","3","bgm_M64","-25"
"0","0.65","200","4","1","1060","101561","101561","1","-30","-110","100","1.1","1","1","0","0","0","10600104","4","bgm_M64","190"
"-60","1.25","290","5","1.35","1060","101562","101562","1.4","-30","-70","400","1.55","1","1","0","0","-50","10600105","5","bgm_M55","460"
"0","0.6","210","1","0.7","1061","101001","101001","1","-30","-120","250","0.8","1","1","0","10","-30","10610101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1061","101001","101001","1","-30","-100","100","1.2","1","1","0","0","0","10610102","2","bgm_M64","-260"
"-30","1","200","3","1","1061","101001","101001","1","-30","65","100","1.4","1","1","-15","0","-10","10610103","3","bgm_M64","-10"
"0","1","200","4","1","1061","101001","101001","1","-30","-110","100","1.4","1","1","0","0","0","10610104","4","bgm_M64","200"
"0","1.2","250","5","1","1061","101011","101011","1.2","-30","-40","200","1.3","1","1","0","0","0","10610105","5","bgm_M55","480"
"0","0.5","210","1","0.85","1063","101021","101021","1","-30","-120","120","0.8","1","1","0","10","0","10630101","1","bgm_M64","-480"
"-30","0.7","240","2","1","1063","101021","101021","1","-30","-120","250","1","1","1","0","0","-30","10630102","2","bgm_M64","-250"
"0","0.9","200","3","1","1063","101021","101021","1","-30","70","100","1.3","1","1","0","0","0","10630103","3","bgm_M64","-10"
"-30","0.8","200","4","1","1063","101021","101021","1","-30","-70","100","1.2","1","1","0","0","0","10630104","4","bgm_M64","240"
"0","1.4","220","5","1.6","1063","101031","101031","1","-30","0","200","1.8","1","1","0","0","0","10630105","5","bgm_M55","470"
"-25","0.575","210","1","0.9","1064","101041","101041","1","-30","-110","170","1","1","1","0","10","-30","10640101","1","bgm_M64","-450"
"0","0.65","200","2","0.7","1064","101041","101041","1","-30","-120","200","1","1","1","0","10","0","10640102","2","bgm_M64","-250"
"0","0.8","200","3","1","1064","101041","101041","1","-30","65","100","1.1","1","1","-15","0","-10","10640103","3","bgm_M64","-10"
"-30","0.9","200","4","1","1064","101041","101041","1","-30","-100","100","1.5","1","1","0","0","0","10640104","4","bgm_M64","200"
"-50","1.1","210","5","1.35","1064","101042","101042","1","-30","-55","150","1.8","1","1.3","0","0","0","10640105","5","bgm_M55","450"
"0","0.6","210","1","0.7","1065","101161","101161","1","-30","-120","250","0.8","1","1","0","10","-30","10650101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1065","101161","101161","1","-30","-100","100","1.2","1","1","0","0","0","10650102","2","bgm_M64","-260"
"0","0.65","200","3","1","1065","101161","101161","1","-30","65","100","1.1","1","1","-5","5","-10","10650103","3","bgm_M64","-10"
"0","0.8","200","4","0.85","1065","101161","101161","1","-30","-100","100","1","1","1","0","0","0","10650104","4","bgm_M64","200"
"-50","0.9","280","5","1","1065","101162","101162","1","-30","-70","270","1.15","1","1.3","-40","-10","-45","10650105","5","bgm_M55","485"
"0","0.5","210","1","0.85","1066","101171","101171","1","-30","-120","120","0.8","1","1","0","10","0","10660101","1","bgm_M64","-480"
"-30","0.7","240","2","1","1066","101171","101171","1","-30","-120","250","1","1","1","0","0","-30","10660102","2","bgm_M64","-250"
"0","0.8","200","3","1.1","1066","101171","101171","1","-30","65","100","1.15","1","1","-10","0","-10","10660103","3","bgm_M64","0"
"0","0.9","200","4","1.3","1066","101171","101171","1","-30","5","100","1.35","1","1","0","0","-10","10660104","4","bgm_M64","230"
"-50","1","250","5","1","1066","101172","101172","1","-30","-30","200","1.45","1","1","-20","10","0","10660105","5","bgm_M55","475"
"0","0.6","210","1","0.7","1067","101191","101191","1","-30","-50","250","0.8","1","1","0","10","-30","10670101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1067","101191","101191","1","-30","-120","100","1.2","1","1","0","10","0","10670102","2","bgm_M64","-270"
"-30","0.9","200","3","1","1067","101191","101191","1","-30","50","100","1.4","1","1","-15","0","-10","10670103","3","bgm_M64","-20"
"0","1","200","4","1","1067","101191","101191","1","-30","-90","200","1.5","1","1","0","0","0","10670104","4","bgm_M64","200"
"-50","1.1","280","5","1","1067","101192","101192","1.2","-30","-70","200","1.3","1","1","0","-10","-45","10670105","5","bgm_M55","485"
"20","0.8","210","1","1.1","1068","101201","101201","1","-30","0","100","1.45","1","1","0","10","0","10680101","1","bgm_M64","-470"
"0","0.65","200","2","0.7","1068","101201","101201","1","-30","-120","200","1","1","1","0","10","0","10680102","2","bgm_M64","-250"
"-10","0.75","200","3","1","1068","101201","101201","1","-30","70","100","1.3","1","1","-15","10","-10","10680103","3","bgm_M64","-5"
"43","0.7","200","4","1","1068","101201","101201","1","-30","-110","100","1","1","1","0","0","0","10680104","4","bgm_M64","190"
"-50","1","250","5","1","1068","101202","101202","1","-30","-30","100","1.45","1","1","-20","10","-45","10680105","5","bgm_M55","475"
"-25","0.575","210","1","0.9","1069","101291","101291","1","-30","-110","170","1","1","1","0","10","-30","10690101","1","bgm_M64","-450"
"0","0.75","240","2","1.1","1069","101291","101291","1","-30","-25","100","1.2","1","1","0","0","0","10690102","2","bgm_M64","-225"
"0","1.55","200","3","2.2","1069","101291","101291","1","-30","65","100","2.3","1","1","-15","0","-10","10690103","3","bgm_M64","0"
"0","0.65","200","4","1","1069","101291","101291","1","-30","-110","100","1.1","1","1","0","0","0","10690104","4","bgm_M64","190"
"15","1.1","230","5","1","1069","101292","101292","1","-30","-15","100","1.45","1","1","-20","30","30","10690105","5","bgm_M55","490"
"0","0.6","210","1","0.7","1070","101301","101301","1","-30","-50","250","0.8","1","1","0","10","-30","10700101","1","bgm_M64","-480"
"0","0.65","200","2","0.7","1070","101301","101301","1","-30","-120","200","1","1","1","0","10","0","10700102","2","bgm_M64","-250"
"-30","0.93","200","3","1","1070","101301","101301","1","-30","100","200","1.4","1","1","0","-10","-10","10700103","3","bgm_M64","-50"
"-30","0.9","200","4","1","1070","101301","101301","1","-30","-120","150","1.1","1","1","0","0","0","10700104","4","bgm_M64","190"
"-15","1","270","5","1.1","1070","101302","101302","1","-30","-55","100","1.2","1","1","-20","10","-30","10700105","5","bgm_M55","470"
"20","0.8","210","1","1.1","1071","101441","101441","1","-30","0","100","1.45","1","1","0","10","0","10710101","1","bgm_M64","-470"
"-30","0.7","240","2","1","1071","101441","101441","1","-30","-120","250","1","1","1","0","0","-30","10710102","2","bgm_M64","-250"
"0","0.8","200","3","1","1071","101441","101441","1","-30","65","100","1.1","1","1","-15","0","-10","10710103","3","bgm_M64","-10"
"0","0.7","200","4","0.7","1071","101441","101441","1","-30","-120","100","1","1","1","0","0","0","10710104","4","bgm_M64","200"
"-35","0.95","230","5","1.1","1071","101442","101442","1","-30","-70","100","1.2","1","1","-20","10","-30","10710105","5","bgm_M55","470"
"-25","0.575","210","1","0.9","1072","101451","101451","1","-30","-110","170","1","1","1","0","10","-30","10720101","1","bgm_M64","-450"
"0","0.75","240","2","1.1","1072","101451","101451","1","-30","-25","100","1.2","1","1","0","0","0","10720102","2","bgm_M64","-225"
"-30","1","200","3","1","1072","101451","101451","1","-30","65","100","1.4","1","1","-15","0","-10","10720103","3","bgm_M64","-10"
"20","0.8","200","4","1","1072","101451","101451","1","-30","-100","100","1.1","1","1","0","10","0","10720104","4","bgm_M64","210"
"-35","1.25","290","5","1.4","1072","101452","101452","1.2","-30","-70","100","1.55","1","1","0","0","-50","10720105","5","bgm_M55","510"
"-25","0.575","210","1","0.9","1073","101561","101561","1","-30","0","170","1","1","1","0","10","-30","10730101","1","bgm_M64","-450"
"0","0.75","200","2","1.1","1073","101561","101561","1","-30","-120","100","1.2","1","1","0","10","0","10730102","2","bgm_M64","-270"
"0","0.65","200","3","1","1073","101561","101561","1","-30","65","100","1.1","1","1","-5","5","-10","10730103","3","bgm_M64","-10"
"0","1","200","4","1","1073","101561","101561","1","-30","-110","100","1.4","1","1","0","0","0","10730104","4","bgm_M64","200"
"-60","1.25","290","5","1.35","1073","101562","101562","1.4","-30","-70","400","1.55","1","1","0","0","-50","10730105","5","bgm_M55","460"
"0","0.6","210","1","0.7","1074","101001","101001","1","-30","-50","250","0.8","1","1","0","10","-30","10740101","1","bgm_M64","-480"
"10","0.9","240","2","1.1","1074","101001","101001","1","-30","-110","200","1.35","1","1","0","0","10","10740102","2","bgm_M64","-260"
"-10","0.75","200","3","1","1074","101001","101001","1","-30","70","100","1.15","1","1","-15","10","-10","10740103","3","bgm_M64","-5"
"0","0.9","200","4","1","1074","101001","101001","1","-30","-110","100","1.2","1","1","0","0","0","10740104","4","bgm_M64","190"
"0","1.2","250","5","1","1074","101011","101011","1.2","-30","-40","200","1.3","1","1","0","0","0","10740105","5","bgm_M55","480"
"20","0.8","210","1","1.1","1075","101021","101021","1","-30","0","100","1.45","1","1","0","10","0","10750101","1","bgm_M64","-470"
"0","0.65","200","2","0.7","1075","101021","101021","1","-30","-120","200","1","1","1","0","10","0","10750102","2","bgm_M64","-250"
"-50","0.6","200","3","0.55","1075","101021","101021","1.4","-30","0","150","0.9","1","1","-13","0","-60","10750103","3","bgm_M64","-10"
"-30","0.9","200","4","1","1075","101021","101021","1","-30","-100","100","1.5","1","1","0","0","0","10750104","4","bgm_M64","200"
"0","1.4","220","5","1.6","1075","101031","101031","1","-30","0","200","1.8","1","1","0","0","0","10750105","5","bgm_M55","470"
"-25","0.575","210","1","0.9","1076","101041","101041","1","-30","-110","170","1","1","1","0","10","-30","10760101","1","bgm_M64","-480"
"-30","0.7","240","2","1","1076","101041","101041","1","-30","-20","250","1","1","1","0","0","-30","10760102","2","bgm_M64","-230"
"-30","0.9","200","3","1","1076","101041","101041","1","-30","-120","100","1.4","1","1","-15","0","-10","10760103","3","bgm_M64","15"
"-60","0.8","200","4","1","1076","101041","101041","1","-30","40","300","1.3","1","1","0","0","-50","10760104","4","bgm_M64","200"
"-50","1.1","210","5","1.35","1076","101042","101042","1","-30","-55","150","1.8","1","1.3","0","0","0","10760105","5","bgm_M55","450"
"0","0.6","210","1","0.7","1077","101161","101161","1","-30","-50","250","0.8","1","1","0","10","-30","10770101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1077","101161","101161","1","-30","-120","100","1.2","1","1","0","10","0","10770102","2","bgm_M64","-270"
"0","0.9","200","3","1","1077","101161","101161","1","-30","70","100","1.3","1","1","0","0","0","10770103","3","bgm_M64","-10"
"0","1","200","4","1","1077","101161","101161","1","-30","-90","200","1.5","1","1","0","0","0","10770104","4","bgm_M64","200"
"-50","0.9","280","5","1","1077","101162","101162","1","-30","-70","270","1.15","1","1.3","-40","-10","-45","10770105","5","bgm_M55","485"
"-25","0.575","210","1","0.9","1078","101171","101171","1","-30","-90","170","1","1","1","0","10","-30","10780101","1","bgm_M64","-450"
"0","0.75","240","2","1.1","1078","101171","101171","1","-30","20","100","1.2","1","1","0","0","0","10780102","2","bgm_M64","-225"
"0","0.8","200","3","1.1","1078","101171","101171","1","-30","-65","100","1.15","1","1","-10","0","-10","10780103","3","bgm_M64","0"
"0","0.65","200","4","0.9","1078","101171","101171","1","-30","0","100","1","1","1","0","0","-10","10780104","4","bgm_M64","230"
"-50","1","250","5","1","1078","101172","101172","1","-30","-30","200","1.45","1","1","-20","10","0","10780105","5","bgm_M55","475"
