1826fb3a8918192a1de6cfbf319b81c14c87e7c27c8df474bfa86095aed0abdf,82fe47324ca4de38095cb1121505175c0665956b5d5441717f2bed4d173675ac,e46e46648cebc55d397d4c82d868baa83ffd59a1d65403334484bafb7baea8c2,9dfa99ff40d8d19b17b48a6644d2189ef9367d32529f07a4f05a13ca3a9f5aec,076cb54fbbd6fc7342e62defa3dad297310bb24c63aa6ed68419d899edface2a,9f6d39c770c08386d68603107e20e120f494f22d471f04f28539076990d767f0,d639bba0df375bec6fff3d51d282ec10353f8b2fcbd94cb2ffdaa6a84b7ee80e,9c19236533de33914ef634ab985fcc8055489d40c1d6f96d239628527891f636,b7c187e6040a90ee75c7a24eff6d051f8853fae1981d79d449ddfca393601d47,a5d502c23694f50302ccef6ee82d3e67a3d10ea24b7759602c380b3a27a0864c,fe755794762f4ffd263d196336f9e44550fce4d2e48004260e75771c88cdcbed
"547","100","","2","8","0","80016","0","","530229","91002"
"548","100","","3","8","0","80016","0","","530230","91002"
"549","100","","4","8","0","80016","0","","530231","91002"
"550","150","","1","8","0","40018","0","","0","91002"
"551","5000","","1","2","0","40018","0","","0","25011"
"552","5000","","1","2","0","40018","0","","0","25012"
"553","150","","2","8","0","40018","0","","0","91002"
"554","5000","","2","2","0","40018","0","","0","25013"
"555","5000","","2","2","0","40018","0","","0","25014"
"556","2500","","3","2","0","40018","0","","0","25021"
"557","5000","","3","2","0","40018","0","","0","25015"
"559","1","","4","16","0","40018","0","","0","9000301"
"562","90","","1","2","0","40019","0","","0","25203"
"563","36","","1","2","0","40019","0","","0","25201"
"564","12","","1","2","0","40019","0","","0","25205"
"565","90","","1","2","0","40019","0","","0","25202"
"566","25","","1","2","0","40019","0","","0","25204"
"567","90","","2","2","0","40019","0","","0","25203"
"568","36","","2","2","0","40019","0","","0","25201"
"569","12","","2","2","0","40019","0","","0","25205"
"570","90","","2","2","0","40019","0","","0","25202"
"571","25","","2","2","0","40019","0","","0","25204"
"572","90","","3","2","0","40019","0","","0","25201"
"573","9","","3","2","0","40019","0","","0","25203"
"574","48","","3","2","0","40019","0","","0","25205"
"575","90","","3","2","0","40019","0","","0","25202"
"576","25","","3","2","0","40019","0","","0","25204"
"577","90","","4","2","0","40019","0","","0","25201"
"578","9","","4","2","0","40019","0","","0","25203"
"579","48","","4","2","0","40019","0","","0","25205"
"580","90","","4","2","0","40019","0","","0","25202"
"581","25","","4","2","0","40019","0","","0","25204"
"582","54","","5","2","0","40019","0","","0","25205"
"583","45","","5","2","0","40019","0","","0","25201"
"584","45","","5","2","0","40019","0","","0","25203"
"585","90","","5","2","0","40019","0","","0","25202"
"586","25","","5","2","0","40019","0","","0","25204"
"587","54","","6","2","0","40019","0","","0","25205"
"588","45","","6","2","0","40019","0","","0","25201"
"589","45","","6","2","0","40019","0","","0","25203"
"590","90","","6","2","0","40019","0","","0","25202"
"591","25","","6","2","0","40019","0","","0","25204"
"592","90","","7","2","0","40019","0","","0","25205"
"593","9","","7","2","0","40019","0","","0","25201"
"594","36","","7","2","0","40019","0","","0","25203"
"595","90","","7","2","0","40019","0","","0","25202"
"596","25","","7","2","0","40019","0","","0","25204"
"597","90","","8","2","0","40019","0","","0","25205"
"598","9","","8","2","0","40019","0","","0","25201"
"599","36","","8","2","0","40019","0","","0","25203"
"600","90","","8","2","0","40019","0","","0","25202"
"601","25","","8","2","0","40019","0","","0","25204"
"602","1","","1","2","0","40020","0","","0","29001"
"603","100","","2","8","0","40020","0","","0","91002"
"604","100","","3","8","0","40020","0","","0","91002"
"605","100","","4","8","0","40020","0","","0","91002"
"606","100","","5","8","0","40020","0","","0","91002"
"607","1","","1","2","0","40021","0","","0","29002"
"608","100","","2","8","0","40021","0","","0","91002"
"609","100","","3","8","0","40021","0","","0","91002"
"610","100","","4","8","0","40021","0","","0","91002"
"611","100","","5","8","0","40021","0","","0","91002"
