96d3e040cc5b650b403fbc49892cef7e5b72c819282338dbb52bf8c0ebafaf9b,7fbbcda82348f4c1d26e25af3dc5d9cdece3a3179478496849d1a14951ac52c9,2c3886b9c8b3b4284fadd5f6f0948cb5ed3305864e538eff8a5d62045d7ebae1,ba96ff42dd386e3a3e90ed017de37eb768a0d816936f809a7b699302891123a5,314abe2a9a59375b231dae2ab34177ee94d69a0a227e62ea5c953cbf1e133f10,8441707b194f9ad791fdcdf625d6c8a44cac78e5c653250d8d2b7b0d70a60f5e
"1015006","2024/12/01 16:00:00","3002","113601","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150015"
"1015006","2024/12/01 16:00:00","3013","113601","Boss的環境效果無效","10150016"
"1015006","2024/12/01 16:00:00","3001","107501","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150017"
"1015006","2024/12/01 16:00:00","3002","107501","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150018"
"1015006","2024/12/01 16:00:00","3013","107501","Boss的環境效果無效","10150019"
"1015006","2024/12/01 16:00:00","3002","124501","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150020"
"1015006","2024/12/01 16:00:00","3013","124501","Boss的環境效果無效","10150021"
"1015006","2024/12/01 16:00:00","3001","122801","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150022"
"1015006","2024/12/01 16:00:00","3002","122801","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150023"
"1015006","2024/12/01 16:00:00","3013","122801","Boss的環境效果無效","10150024"
"1015006","2024/12/01 16:00:00","3001","122501","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150025"
"1015006","2024/12/01 16:00:00","3002","122501","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150026"
"1015006","2024/12/01 16:00:00","3013","122501","Boss的環境效果無效","10150027"
