44e82e9415c3b439cfb101ed06c8a59c5c9dce4bdb08050a20365d94e4a83798,d70a7c1fed992307cecabc0ba884ed82cdad57930d77a4b0e19c6c3dbb5ee13d,251eb581ef58ea54fe807300b713c62fa74c0a69bfd539f0f6cbf3d1d11923ce,78538f3528fc89539bb6fac5acd179e7f6c0f916c3aa4047d517af8cc065e627,54047365527deb1dca482b98855adbbde69cb6d85b114f098591d458fe18c53b,396f5d8b2b9463a69728f2c415c7111beacec6bb3547f8543de865b1984c0848,0726e7bbac85a224a2e14eb7d00f7ed68f396095e207bba7bab92a527780c530,6fec1e12a6270fe133edbaa468e6879be39106da00c8aabe71c19a19543d9d65,19599ab0f35d57745c9c1ae787a865826a3ce8c59bfe9a1efa4f9595162e7d1d,73a28862b10fbc9b4cc2e94eb4fbc951d46f8d58887cfec2715bb6663e05bf45,2f33c607bb37aa625b7572cfcd37fbf55ffdfd487f34ad37921d77ff4a812825
"10712003","","10712","200","0","105411","","-340","","","2"
"10712004","","10712","200","0","111","","-340","","","2"
"10712005","","10712","0","","21","","","","","32"
"10712006","","10712","1","","22","","","","","32"
"10712007","","10712","0","","11","","","","","32"
"10712008","","10712","vo_wac_220601_000","0","vo_wac_220601","","0","","","21"
"10712009","1","10712","呼……這次總算沒在完成時\n不小心簽上名了呢。","1","105411","0","10","0.5","0","11"
"10712010","","10712","","","0","","","","","91"
"10712011","","10712","vo_wac_220601_001","0","vo_wac_220601","","0","","","21"
"10712012","1","10712","其實我還在等待下次\n畫圖的機會唷？\n這次也獲得了不錯的刺激♪","1","105411","0","10","0.5","0","11"
"10712013","","10712","","","0","","","","","91"
"10712014","","10712","0","","0","","","","","22"
"10713001","","10713","wac_idle_doya","","105411","","1","","0.2","3"
"10713002","","10713","wac_no_items","","111","","1","","0.2","3"
"10713003","","10713","200","0","105411","","-340","","","2"
"10713004","","10713","200","0","111","","-340","","","2"
"10713005","","10713","0","","21","","","","","32"
"10713006","","10713","1","","22","","","","","32"
"10713007","","10713","0","","11","","","","","32"
"10713008","","10713","","","0","","","","","91"
"10811001","-213","10811","102911","-108","1","0","202","wac_default_11","2","1"
"10811002","-213","10811","111","-108","1","0","201","wac_default_12","2","5"
"10811003","1","10811","21","0","21","","0","","1","31"
"10811004","1","10811","22","0","22","","0","","0","31"
"10811005","1","10811","11","0","11","","0","","0","31"
"10811006","1","10811","500","0","500","","0","","1","31"
"10811007","0","10811","wac_paint_11","","102911","","0","","0.2","3"
"10811008","0","10811","wac_paint_12","","111","","0","","0.2","3"
"10811009","","10811","0","","0.3","","","","","93"
"10811010","","10811","1","","11","","","","","32"
"10811011","","10811","se_10035700_roller","","se_10035700","","0","","","23"
"10811012","","10811","300","","102911","","","","","13"
"10811013","","10811","","","1","","","","","131"
"10812001","1","10812","wac_talk_smile_in","wac_talk_smile_loop","102911","","0","","0.2","3"
"10812002","","10812","wac_no_items","","111","","1","","0.2","3"
"10812003","","10812","200","0","102911","","-340","","","2"
"10812004","","10812","200","0","111","","-340","","","2"
"10812005","","10812","0","","21","","","","","32"
"10812006","","10812","1","","22","","","","","32"
"10812007","","10812","0","","11","","","","","32"
"10812008","","10812","vo_wac_220602_000","0","vo_wac_220602","","0","","","21"
"10812009","1","10812","這次的圖不簽名♪\n如何？我畫得不錯吧？","1","102911","0","10","0.5","0","11"
"10812010","","10812","","","0","","","","","91"
"10812011","","10812","vo_wac_220602_001","0","vo_wac_220602","","0","","","21"
"10812012","1","10812","以身體大幅度動作來繪畫\n就像在練舞一樣，\n很開心呢♪","1","102911","0","10","0.5","0","11"
"10812013","","10812","","","0","","","","","91"
"10812014","","10812","0","","0","","","","","22"
"10813001","","10813","wac_idle_smile","","102911","","1","","0.2","3"
"10813002","","10813","wac_no_items","","111","","1","","0.2","3"
"10813003","","10813","200","0","102911","","-340","","","2"
"10813004","","10813","200","0","111","","-340","","","2"
"10813005","","10813","0","","21","","","","","32"
"10813006","","10813","1","","22","","","","","32"
"10813007","","10813","0","","11","","","","","32"
"10813008","","10813","","","0","","","","","91"
"10911001","-205","10911","105411","-167","1","0","202","wac_default_31","2","1"
"10911002","-350","10911","102911","-64","1","0","254","wac_default_bot_41","2","1"
"10911003","-325","10911","104211","230","1","0","252","wac_default_51","2","1"
"10911004","-205","10911","111","-167","1","0","201","wac_default_35","2","5"
"10911005","-350","10911","112","-64","1","0","253","wac_default_46","2","5"
"10911006","-325","10911","113","230","1","0","251","wac_default_bot_56","2","5"
"10911007","","10911","300","","104211","","","","","13"
"10911008","","10911","300","","105411","","","","","13"
"10911009","","10911","300","","102911","","","","","13"
"10911010","1","10911","25","0","25","","0","","1","31"
"10911011","1","10911","30","0","30","","0","","0","31"
"10911012","1","10911","15","0","15","","0","","0","31"
"10911013","1","10911","500","0","500","","0","","1","31"
"10911014","0","10911","wac_paint_31","","105411","","0","","0.2","3"
"10911015","0","10911","wac_paint_35","","111","","0","","0.2","3"
"10911016","0","10911","wac_paint_bot_41","","102911","","0","","0.2","3"
"10911017","0","10911","wac_paint_46","","112","","0","","0.2","3"
"10911018","0","10911","wac_paint_bot_51","","104211","","0","","0.2","3"
"10911019","0","10911","wac_paint_bot_56","","113","","0","","0.2","3"
"10911020","","10911","0","","0","","","","","93"
"10911021","","10911","1","","15","","","","","32"
"10911022","","10911","se_sys_login_birthday_calendar_smallbrush","","se_common","","0","","","23"
"10911023","","10911","","","1","","","","","131"
"10912001","","10912","wac_idle_smile","","104211","","1","","0","3"
"10912002","","10912","wac_idle_smile_L","","105411","","1","","0","3"
"10912003","","10912","wac_idle_smile","","102911","","1","","0","3"
"10912004","","10912","wac_no_items","","111","","1","","0","3"
"10912005","","10912","wac_no_items","","112","","1","","0","3"
"10912006","","10912","wac_no_items","","113","","1","","0","3"
"10912007","","10912","190","0","104211","","-335","","","2"
"10912008","","10912","-190","0","105411","","-360","","","2"
"10912009","","10912","350","0","102911","","-360","","","2"
"10912010","","10912","190","0","111","","-335","","","2"
"10912011","","10912","-190","0","112","","-360","","","2"
"10912012","","10912","350","0","113","","-360","","","2"
"10912013","","10912","0","","25","","","","","32"
"10912014","","10912","1","","30","","","","","32"
"10912015","","10912","0","","15","","","","","32"
"10912016","1","10912","wac_talk_smile_in","wac_talk_smile_loop","104211","","0","","0.2","3"
"10912017","","10912","vo_wac_220603_000","0","vo_wac_220603","","0","","","21"
"10912018","1","10912","太好了，這次有確實畫好了。\n其實上次我不小心\n就習慣性地簽上名了……","1","104211","0","10","0.5","0","11"
"10912019","","10912","","","0","","","","","91"
"10912020","1","10912","wac_idle_smile","","104211","","1","","0.2","3"
"10912021","1","10912","wac_talk_smile_in_L","wac_talk_smile_loop_L","105411","","0","","0.2","3"
"10912022","","10912","vo_wac_220603_001","0","vo_wac_220603","","0","","","21"
"10912023","1","10912","咦？千歌也是嗎？\n我也是下意識地\n就簽了自己的名字……","1","105411","0","10","0.5","0","11"
"10912024","","10912","","","0","","","","","91"
"10912025","1","10912","wac_idle_smile_L","","105411","","1","","0.2","3"
"10912026","1","10912","wac_talk_smile_in","wac_talk_smile_loop","102911","","0","","0.2","3"
"10912027","","10912","vo_wac_220603_002","0","vo_wac_220603","","0","","","21"
"10912028","1","10912","千歌和紡希也是？\n其實我也是……\n呵呵，這表示我們果然\n從骨子裡就是偶像嗎♪","1","102911","0","10","0.5","0","11"
"10912029","","10912","","","0","","","","","91"
"10912030","","10912","0","","0","","","","","22"
"10912031","","10912","","","","","","","","111"
"10913001","","10913","wac_idle_smile","","104211","","1","","0.2","3"
"10913002","","10913","wac_idle_smile_L","","105411","","1","","0.2","3"
"10913003","","10913","wac_idle_smile","","102911","","1","","0.2","3"
"10913004","","10913","wac_no_items","","111","","1","","0.2","3"
"10913005","","10913","wac_no_items","","112","","1","","0.2","3"
"10913006","","10913","wac_no_items","","113","","1","","0.2","3"
"10913007","","10913","190","0","104211","","-335","","","2"
"10913008","","10913","-190","0","105411","","-360","","","2"
"10913009","","10913","350","0","102911","","-360","","","2"
"10913010","","10913","190","0","111","","-335","","","2"
"10913011","","10913","-190","0","112","","-360","","","2"
"10913012","","10913","350","0","113","","-360","","","2"
"10913013","","10913","0","","25","","","","","32"
"10913014","","10913","1","","30","","","","","32"
"10913015","","10913","0","","15","","","","","32"
"10913016","","10913","","","0","","","","","91"
"11011001","-100","11011","101211","-108","1","0","202","wac_default_21","2","1"
"11011002","-100","11011","111","-108","1","0","201","wac_default_25","2","5"
"11011003","1","11011","31","0","31","","0","","1","31"
"11011004","1","11011","22","0","22","","0","","0","31"
"11011005","1","11011","20","0","20","","0","","0","31"
"11011006","1","11011","500","0","500","","0","","1","31"
"11011007","0","11011","wac_paint_21","","101211","","0","","0.2","3"
"11011008","0","11011","wac_paint_25","","111","","0","","0.2","3"
"11011009","","11011","0","","0","","","","","93"
"11011010","","11011","1","","20","","","","","32"
"11011011","","11011","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"11011012","","11011","300","","101211","","","","","13"
"11011013","","11011","","","1","","","","","131"
"11012001","1","11012","wac_talk_kyapi_in","wac_talk_kyapi_loop","101211","","0","","0.2","3"
"11012002","","11012","wac_no_items","","111","","1","","0.2","3"
"11012003","","11012","200","0","101211","","-340","","","2"
"11012004","","11012","200","0","111","","-340","","","2"
"11012005","","11012","0","","31","","","","","32"
"11012006","","11012","1","","22","","","","","32"
"11012007","","11012","0","","20","","","","","32"
"11012008","","11012","vo_wac_220604_000","0","vo_wac_220604","","0","","","21"
"11012009","1","11012","閃亮亮☆！\n這次也畫得很讚唷！\n嗯，我覺得成果很不錯呢☆","1","101211","0","10","0.5","0","11"
"11012010","","11012","","","0","","","","","91"
"11012011","","11012","vo_wac_220604_001","0","vo_wac_220604","","0","","","21"
"11012012","1","11012","想說已經畫習慣了，\n就不會想睡了吧～啊嗚嗚，\n果然還是想睡了……\n呼嚕……","1","101211","0","10","0.5","0","11"
"11012013","","11012","","","0","","","","","91"
"11012014","","11012","0","","0","","","","","22"
"11013001","","11013","wac_idle_sleep","","101211","","1","","0.2","3"
"11013002","","11013","wac_no_items","","111","","1","","0.2","3"
"11013003","","11013","200","0","101211","","-340","","","2"
"11013004","","11013","200","0","111","","-340","","","2"
"11013005","","11013","0","","31","","","","","32"
"11013006","","11013","1","","22","","","","","32"
"11013007","","11013","0","","20","","","","","32"
"11013008","","11013","","","0","","","","","91"
"11111001","-100","11111","101511","-108","1","0","202","wac_default_21","2","1"
"11111002","-100","11111","111","-108","1","0","201","wac_default_25","2","5"
"11111003","1","11111","31","0","31","","0","","1","31"
"11111004","1","11111","22","0","22","","0","","0","31"
"11111005","1","11111","20","0","20","","0","","0","31"
"11111006","1","11111","500","0","500","","0","","1","31"
"11111007","0","11111","wac_paint_21","","101511","","0","","0.2","3"
"11111008","0","11111","wac_paint_25","","111","","0","","0.2","3"
"11111009","","11111","0","","0","","","","","93"
"11111010","","11111","1","","20","","","","","32"
"11111011","","11111","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"11111012","","11111","300","","101511","","","","","13"
"11111013","","11111","","","1","","","","","131"
"11112001","1","11112","wac_talk_smile_in","wac_talk_smile_loop","101511","","0","","0.2","3"
"11112002","","11112","wac_no_items","","111","","1","","0.2","3"
"11112003","","11112","200","0","101511","","-340","","","2"
"11112004","","11112","200","0","111","","-340","","","2"
"11112005","","11112","0","","31","","","","","32"
"11112006","","11112","1","","22","","","","","32"
"11112007","","11112","0","","20","","","","","32"
"11112008","","11112","vo_wac_220605_000","0","vo_wac_220605","","0","","","21"
"11112009","1","11112","嘿咻。\n好，完成了♪\n哎呀，已經這個時間了……？","1","101511","0","10","0.5","0","11"
"11112010","","11112","","","0","","","","","91"
"11112011","","11112","vo_wac_220605_001","0","vo_wac_220605","","0","","","21"
"11112012","1","11112","畫得太過入迷，完全沒注意到。\n呵呵，畫圖的孩子們也總是\n會有這種感覺嗎？","1","101511","0","10","0.5","0","11"
"11112013","","11112","","","0","","","","","91"
"11112014","","11112","0","","0","","","","","22"
"11113001","","11113","wac_idle_smile","","101511","","1","","0.2","3"
"11113002","","11113","wac_no_items","","111","","1","","0.2","3"
"11113003","","11113","200","0","101511","","-340","","","2"
"11113004","","11113","200","0","111","","-340","","","2"
"11113005","","11113","0","","31","","","","","32"
"11113006","","11113","1","","22","","","","","32"
"11113007","","11113","0","","20","","","","","32"
"11113008","","11113","","","0","","","","","91"
"11211001","-85","11211","101511","-167","1","0","202","wac_default_31","2","1"
"11211002","-211","11211","101211","-64","1","0","254","wac_default_41","2","1"
"11211003","-211","11211","104011","230","1","0","252","wac_default_51","2","1"
"11211004","-85","11211","111","-167","1","0","201","wac_default_35","2","5"
"11211005","-211","11211","112","-64","1","0","253","wac_default_45","2","5"
"11211006","-211","11211","113","230","1","0","251","wac_default_55","2","5"
"11211007","","11211","300","","104011","","","","","13"
"11211008","","11211","300","","101511","","","","","13"
"11211009","","11211","300","","101211","","","","","13"
"11211010","1","11211","29","0","29","","0","","1","31"
"11211011","1","11211","30","0","30","","0","","0","31"
"11211012","1","11211","16","0","16","","0","","0","31"
"11211013","1","11211","500","0","500","","0","","1","31"
"11211014","0","11211","wac_paint_31","","101511","","0","","0.2","3"
"11211015","0","11211","wac_paint_35","","111","","0","","0.2","3"
"11211016","0","11211","wac_paint_41","","101211","","0","","0.2","3"
"11211017","0","11211","wac_paint_45","","112","","0","","0.2","3"
"11211018","0","11211","wac_paint_51","","104011","","0","","0.2","3"
"11211019","0","11211","wac_paint_55","","113","","0","","0.2","3"
"11211020","","11211","0","","0","","","","","93"
"11211021","","11211","1","","16","","","","","32"
"11211022","","11211","se_sys_login_birthday_calendar_smallbrush","","se_common","","0","","","23"
"11211023","","11211","","","1","","","","","131"
"11212001","","11212","wac_idle_sad","","104011","","1","","0","3"
"11212002","","11212","wac_idle_smile_L","","101511","","1","","0","3"
"11212003","","11212","wac_idle_smile","","101211","","1","","0","3"
"11212004","","11212","wac_no_items","","111","","1","","0","3"
"11212005","","11212","wac_no_items","","112","","1","","0","3"
"11212006","","11212","wac_no_items","","113","","1","","0","3"
"11212007","","11212","190","0","104011","","-335","","","2"
"11212008","","11212","-190","0","101511","","-360","","","2"
"11212009","","11212","350","0","101211","","-360","","","2"
"11212010","","11212","190","0","111","","-335","","","2"
"11212011","","11212","-190","0","112","","-360","","","2"
"11212012","","11212","350","0","113","","-360","","","2"
"11212013","","11212","0","","29","","","","","32"
"11212014","","11212","1","","30","","","","","32"
"11212015","","11212","0","","16","","","","","32"
"11212016","1","11212","wac_talk_sad_in","wac_talk_sad_loop","104011","","0","","0.2","3"
"11212017","","11212","vo_wac_220606_000","0","vo_wac_220606","","0","","","21"
"11212018","1","11212","一想到會有很多人看到我畫的圖\n就開始覺得緊張了……\n該該、該怎麼辦～？","1","104011","0","10","0.5","0","11"
"11212019","","11212","","","0","","","","","91"
"11212020","1","11212","wac_idle_sad","","104011","","1","","0.2","3"
"11212021","1","11212","wac_talk_smile_in","wac_talk_smile_loop","101211","","0","","0.2","3"
"11212022","","11212","vo_wac_220606_001","0","vo_wac_220606","","0","","","21"
"11212023","1","11212","小碧畫的部分超棒的啊！\n讓更多人看看嘛♪","1","101211","0","10","0.5","0","11"
"11212024","","11212","","","0","","","","","91"
"11212025","1","11212","wac_idle_smile","","101211","","1","","0.2","3"
"11212026","1","11212","wac_talk_smile_in_L","wac_talk_smile_loop_L","101511","","0","","0.2","3"
"11212027","","11212","vo_wac_220606_002","0","vo_wac_220606","","0","","","21"
"11212028","1","11212","是呀。\n老師認為小碧可以對自己\n更有自信一點喔♪","1","101511","0","10","0.5","0","11"
"11212029","","11212","","","0","","","","","91"
"11212030","","11212","0","","0","","","","","22"
"11212031","","11212","","","","","","","","111"
"11213001","","11213","wac_idle_sad","","104011","","1","","0.2","3"
"11213002","","11213","wac_idle_smile_L","","101511","","1","","0.2","3"
"11213003","","11213","wac_idle_smile","","101211","","1","","0.2","3"
"11213004","","11213","wac_no_items","","111","","1","","0.2","3"
"11213005","","11213","wac_no_items","","112","","1","","0.2","3"
"11213006","","11213","wac_no_items","","113","","1","","0.2","3"
"11213007","","11213","190","0","104011","","-335","","","2"
"11213008","","11213","-190","0","101511","","-360","","","2"
"11213009","","11213","350","0","101211","","-360","","","2"
"11213010","","11213","190","0","111","","-335","","","2"
"11213011","","11213","-190","0","112","","-360","","","2"
"11213012","","11213","350","0","113","","-360","","","2"
"11213013","","11213","0","","29","","","","","32"
"11213014","","11213","1","","30","","","","","32"
"11213015","","11213","0","","16","","","","","32"
"11213016","","11213","","","0","","","","","91"
"11311001","-213","11311","102511","-108","1","0","202","wac_default_01","2","1"
"11311002","-213","11311","111","-108","1","0","201","wac_default_02","2","5"
"11311003","1","11311","21","0","21","","0","","1","31"
"11311004","1","11311","22","0","22","","0","","0","31"
"11311005","1","11311","11","0","11","","0","","0","31"
"11311006","1","11311","500","0","500","","0","","1","31"
"11311007","0","11311","wac_paint_01","","102511","","0","","0.2","3"
"11311008","0","11311","wac_paint_02","","111","","0","","0.2","3"
"11311009","","11311","0","","0","","","","","93"
"11311010","","11311","1","","11","","","","","32"
"11311011","","11311","se_10035700_brush","","se_10035700","","0","","","23"
"11311012","","11311","300","","102511","","","","","13"
"11311013","","11311","","","1","","","","","131"
"11312001","1","11312","wac_talk_smile_in","wac_talk_smile_loop","102511","","0","","0.2","3"
"11312002","","11312","wac_no_items","","111","","1","","0.2","3"
"11312003","","11312","200","0","102511","","-340","","","2"
"11312004","","11312","200","0","111","","-340","","","2"
"11312005","","11312","0","","21","","","","","32"
"11312006","","11312","1","","22","","","","","32"
"11312007","","11312","0","","11","","","","","32"
"11312008","","11312","vo_wac_220607_000","0","vo_wac_220607","","0","","","21"
"11312009","1","11312","呵呵，已經很適應這樣畫圖了♪\n可以冷靜、不失誤地\n完成畫作了。","1","102511","0","10","0.5","0","11"
"11312010","","11312","","","0","","","","","91"
"11312011","","11312","vo_wac_220607_001","0","vo_wac_220607","","0","","","21"
"11312012","1","11312","wac_talk_sad_in","wac_talk_sad_loop","102511","","0","","0.2","3"
"11312013","1","11312","不可以掉以輕心……！\n正是這樣自滿的時候，最容易\n犯下無法挽回的錯誤……！\n要謹慎留神才行……！","1","102511","0","10","0.5","0","11"
"11312014","","11312","","","0","","","","","91"
"11312015","","11312","0","","0","","","","","22"
"11313001","","11313","wac_idle_sad","","102511","","1","","0.2","3"
"11313002","","11313","wac_no_items","","111","","1","","0.2","3"
"11313003","","11313","200","0","102511","","-340","","","2"
"11313004","","11313","200","0","111","","-340","","","2"
"11313005","","11313","0","","21","","","","","32"
"11313006","","11313","1","","22","","","","","32"
"11313007","","11313","0","","11","","","","","32"
"11313008","","11313","","","0","","","","","91"
"11411001","-213","11411","102311","-108","1","0","202","wac_default_11","2","1"
"11411002","-213","11411","111","-108","1","0","201","wac_default_12","2","5"
"11411003","1","11411","21","0","21","","0","","1","31"
"11411004","1","11411","22","0","22","","0","","0","31"
"11411005","1","11411","11","0","11","","0","","0","31"
"11411006","1","11411","500","0","500","","0","","1","31"
"11411007","0","11411","wac_paint_11","","102311","","0","","0.2","3"
"11411008","0","11411","wac_paint_12","","111","","0","","0.2","3"
"11411009","","11411","0","","0.3","","","","","93"
"11411010","","11411","1","","11","","","","","32"
"11411011","","11411","se_10035700_roller","","se_10035700","","0","","","23"
"11411012","","11411","300","","102311","","","","","13"
"11411013","","11411","","","1","","","","","131"
"11412001","1","11412","wac_talk_kyapi_in","wac_talk_kyapi_loop","102311","","0","","0.2","3"
"11412002","","11412","wac_no_items","","111","","1","","0.2","3"
"11412003","","11412","200","0","102311","","-340","","","2"
"11412004","","11412","200","0","111","","-340","","","2"
"11412005","","11412","0","","21","","","","","32"
"11412006","","11412","1","","22","","","","","32"
"11412007","","11412","0","","11","","","","","32"
"11412008","","11412","vo_wac_220608_000","0","vo_wac_220608","","0","","","21"
"11412009","1","11412","今天也畫出了好畫！\n好想快點讓蘭德索爾的大家\n也看看喔♪","1","102311","0","10","0.5","0","11"
"11412010","","11412","","","0","","","","","91"
"11412011","","11412","vo_wac_220608_001","0","vo_wac_220608","","0","","","21"
"11412012","1","11412","要大大地畫線時，\n就要像做噗吉揮擊時那樣\n呼嗯！地做就會很順利！\n很厲害吧？","1","102311","0","10","0.5","0","11"
"11412013","","11412","","","0","","","","","91"
"11412014","","11412","0","","0","","","","","22"
"11413001","","11413","wac_idle_kyapi","","102311","","1","","0.2","3"
"11413002","","11413","wac_no_items","","111","","1","","0.2","3"
"11413003","","11413","200","0","102311","","-340","","","2"
"11413004","","11413","200","0","111","","-340","","","2"
"11413005","","11413","0","","21","","","","","32"
"11413006","","11413","1","","22","","","","","32"
"11413007","","11413","0","","11","","","","","32"
"11413008","","11413","","","0","","","","","91"
"11511001","-185","11511","102511","-167","1","0","204","wac_default_31","2","1"
"11511002","-185","11511","102111","230","1","0","202","wac_default_51","2","1"
"11511003","-350","11511","102311","-330","1","0","256","wac_default_bot_81","2","1"
"11511004","-350","11511","102811","340","1","0","254","wac_default_bot_91","2","1"
"11511005","-185","11511","111","-167","1","0","203","wac_default_31","2","5"
"11511006","-185","11511","113","230","1","0","201","wac_default_53","2","5"
"11511007","-350","11511","114","-330","1","0","255","wac_default_81","2","5"
"11511008","-350","11511","115","340","1","0","253","wac_default_91","2","5"
"11511009","","11511","300","","102311","","","","","13"
"11511010","","11511","300","","102811","","","","","13"
"11511011","","11511","300","","102111","","","","","13"
"11511012","","11511","300","","102511","","","","","13"
"11511013","1","11511","500","0","500","","0","","1","31"
"11511014","1","11511","27","0","27","","0","","1","31"
"11511015","1","11511","30","0","30","","0","","0","31"
"11511016","1","11511","15","0","15","","0","","0","31"
"11511017","0","11511","wac_paint_31","","102511","","0","","0.2","3"
"11511018","0","11511","wac_paint_31","","111","","0","","0.2","3"
"11511019","0","11511","wac_paint_51","","102111","","0","","0.2","3"
"11511020","0","11511","wac_paint_53","","113","","0","","0.2","3"
"11511021","0","11511","wac_paint_bot_81","","102311","","0","","0.2","3"
"11511022","0","11511","wac_paint_81","","114","","0","","0.2","3"
"11511023","0","11511","wac_paint_bot_91","","102811","","0","","0.2","3"
"11511024","0","11511","wac_paint_91","","115","","0","","0.2","3"
"11511025","","11511","0","","0","","","","","93"
"11511026","","11511","1","","15","","","","","32"
"11511027","","11511","se_sys_login_birthday_calendar_smallbrush","","se_common","","0","","","23"
"11511028","","11511","","","1","","","","","131"
"11512001","","11512","wac_idle_smile_L","","102311","","1","","0","3"
"11512002","","11512","wac_idle_doya_L","","102811","","1","","0","3"
"11512003","","11512","wac_idle_smile","","102111","","1","","0","3"
"11512004","","11512","wac_idle_smile","","102511","","1","","0","3"
"11512005","","11512","wac_no_items","","111","","1","","0","3"
"11512006","","11512","wac_no_items","","113","","1","","0","3"
"11512007","","11512","wac_no_items","","114","","1","","0","3"
"11512008","","11512","wac_no_items","","115","","1","","0","3"
"11512009","","11512","-335","0","102311","","-360","","","2"
"11512010","","11512","-190","0","102811","","-335","","","2"
"11512011","","11512","190","0","102111","","-335","","","2"
"11512012","","11512","350","0","102511","","-360","","","2"
"11512013","","11512","-335","0","111","","-360","","","2"
"11512014","","11512","-190","0","113","","-335","","","2"
"11512015","","11512","190","0","114","","-335","","","2"
"11512016","","11512","350","0","115","","-360","","","2"
"11512017","","11512","0","","27","","","","","32"
"11512018","","11512","1","","30","","","","","32"
"11512019","","11512","0","","15","","","","","32"
"11512020","1","11512","wac_talk_smile_in","wac_talk_smile_loop","102111","","0","","0.2","3"
"11512021","","11512","vo_wac_220609_000","0","vo_wac_220609","","0","","","21"
"11512022","1","11512","完成了……！\n嘿嘿，我覺得這是目前畫過的圖中\n畫得最好的一幅……♪\n說這是自信之作，會太誇張嗎……？","1","102111","0","10","0.5","0","11"
"11512023","","11512","","","0","","","","","91"
"11512024","1","11512","wac_idle_smile","","102111","","1","","0.2","3"
"11512025","1","11512","wac_talk_smile_in_L","wac_talk_smile_loop_L","102311","","0","","0.2","3"
"11512026","","11512","vo_wac_220609_001","0","vo_wac_220609","","0","","","21"
"11512027","1","11512","好厲害好厲害～！\n胡桃妳畫得好好！\n噗吉也稱讚妳\n說「超強的！」呢！","1","102311","0","10","0.5","0","11"
"11512028","","11512","","","0","","","","","91"
"11512029","1","11512","wac_idle_smile_L","","102311","","1","","0.2","3"
"11512030","1","11512","wac_talk_smile_in","wac_talk_smile_loop","102511","","0","","0.2","3"
"11512031","","11512","vo_wac_220609_002","0","vo_wac_220609","","0","","","21"
"11512032","1","11512","畢竟胡桃\n做了很多練習嘛。\n把成果都發揮出來了呢！","1","102511","0","10","0.5","0","11"
"11512033","","11512","","","0","","","","","91"
"11512034","1","11512","wac_idle_smile","","102511","","1","","0.2","3"
"11512035","1","11512","wac_talk_doya_in_L","wac_talk_doya_loop_L","102811","","0","","0.2","3"
"11512036","","11512","vo_wac_220609_003","0","vo_wac_220609","","0","","","21"
"11512037","1","11512","是多虧了演戲排練\n培養出來的集中力吧。\n胡桃是只要能拿出自信，\n就能不斷成長的類型呢。","1","102811","0","10","0.5","0","11"
"11512038","","11512","","","0","","","","","91"
"11512039","1","11512","wac_idle_doya_L","","102811","","1","","0.2","3"
"11512040","1","11512","wac_talk_wish_in","wac_talk_wish_loop","102111","","0","","0.2","3"
"11512041","","11512","vo_wac_220609_004","0","vo_wac_220609","","0","","","21"
"11512042","1","11512","呀嗚……得到這麼多稱攢，\n我覺得好害羞……\n不過我超開心的……♪","1","102111","0","10","0.5","0","11"
"11512043","","11512","","","0","","","","","91"
"11512044","","11512","0","","0","","","","","22"
"11512045","","11512","","","","","","","","111"
"11513001","","11513","wac_idle_smile_L","","102311","","1","","0.2","3"
"11513002","","11513","wac_idle_doya_L","","102811","","1","","0.2","3"
"11513003","","11513","wac_idle_smile","","102111","","1","","0.2","3"
"11513004","","11513","wac_idle_smile","","102511","","1","","0.2","3"
"11513005","","11513","wac_no_items","","111","","1","","0.2","3"
"11513006","","11513","wac_no_items","","113","","1","","0.2","3"
"11513007","","11513","wac_no_items","","114","","1","","0.2","3"
"11513008","","11513","wac_no_items","","115","","1","","0.2","3"
"11513009","","11513","-335","0","102311","","-360","","","2"
"11513010","","11513","-190","0","102811","","-335","","","2"
"11513011","","11513","190","0","102111","","-335","","","2"
"11513012","","11513","350","0","102511","","-360","","","2"
"11513013","","11513","-335","0","111","","-360","","","2"
"11513014","","11513","-190","0","113","","-335","","","2"
"11513015","","11513","190","0","114","","-335","","","2"
"11513016","","11513","350","0","115","","-360","","","2"
"11513017","","11513","0","","27","","","","","32"
"11513018","","11513","1","","30","","","","","32"
"11513019","","11513","0","","15","","","","","32"
"11513020","","11513","","","0","","","","","91"
"11611001","-325","11611","102811","-108","1","0","202","wac_default_bot_21","2","1"
"11611002","-325","11611","111","-108","1","0","201","wac_default_bot_22","2","5"
"11611003","1","11611","23","0","23","","0","","1","31"
"11611004","1","11611","22","0","22","","0","","0","31"
"11611005","1","11611","13","0","13","","0","","0","31"
"11611006","1","11611","500","0","500","","0","","1","31"
"11611007","0","11611","wac_paint_bot_21","","102811","","0","","0.2","3"
"11611008","0","11611","wac_paint_bot_22","","111","","0","","0.2","3"
"11611009","","11611","0","","0","","","","","93"
"11611010","","11611","1","","13","","","","","32"
"11611011","","11611","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"11611012","","11611","300","","102811","","","","","13"
"11611013","","11611","","","1","","","","","131"
"11612001","1","11612","wac_talk_doya_in","wac_talk_doya_loop","102811","","0","","0.2","3"
"11612002","","11612","wac_no_items","","111","","1","","0.2","3"
"11612003","","11612","200","0","102811","","-340","","","2"
"11612004","","11612","200","0","111","","-340","","","2"
"11612005","","11612","0","","23","","","","","32"
"11612006","","11612","1","","22","","","","","32"
"11612007","","11612","0","","13","","","","","32"
