22b86d533bbdb96c301c77d30b0fb23789a03d661cf0a46143d952b24e338944,d37d54606ea7f2b32a21967e2fa417b18ae593be75228817563b0a18125cf8ad,0b642a7e84c901a5be766f681d34ef800da9b51fa7d3e249496a3e9dba70eca2,7f6bcafc96a2cd8f12504fdd85df046cb24a934f343a601f69e5b554eb78d1b6,0b64a3080c7e1c3078994a7f867f45aa4fbe22b3cd74d6ce895e49bea2885d12,f02fe3fd7f92392831887b2e67d57634125dcd7a9faf56cdf050f57786ba808a,9cab5f818bbd1c02731bdeea35d2b661cecbec382cbe136167c8774474f54a44,c83664defbc48bbdba8f49fd7a5baa4182134672ec81f1654ac573aaf8379a1f,5c2c869fa3b364bfb301033ab2669a2372299f6026ec71ff48bdbaf5a808fd05,2a9d0eb19c3198632ea8b0be36e986075c4369dce41d8f1122fb7db76a58a9fd,0f2046010a70da6b6408f31bbef238c3054c05817eef83005aee97e520839743,dab356dab39ec6e9924ceb3dd356717fa98fead0a4e1aacd870d682e85c7d33b
"0","0","0","0","空花（夏日）（花凜對話用）","0","0","0","127001","327001001","0","0"
"0","0","0","0","忍（夏日）（花凜對話用）","0","0","0","127101","327101001","0","0"
"0","0","0","0","凱留（插班生）（花凜對話用）","0","0","0","127201","327201001","0","0"
"0","0","0","0","鈴奈（插班生）（花凜對話用）","0","0","0","127301","327301001","0","0"
"0","0","0","0","咲戀（薩拉薩利亞）（花凜對話用）","0","0","0","127501","327501001","0","0"
"0","0","0","0","流夏（薩拉薩利亞）（花凜對話用）","0","0","0","127601","327601001","0","0"
"0","0","0","0","貪吃佩可（聖誕節）（花凜對話用）","0","0","0","127901","327901001","0","0"
"0","0","0","0","祈梨（新年）（花凜對話用）","0","0","0","128301","328301001","0","0"
"0","0","0","0","初音（新年）（花凜對話用）","0","0","0","128401","328401001","0","0"
"0","0","0","0","霞（新年）（花凜對話用）","0","0","0","128501","328501001","0","0"
"0","0","0","0","日和（星素）（花凜對話用）","0","0","0","128701","328701001","0","0"
"0","0","0","0","怜（星素）（花凜對話用）","0","0","0","128801","328801001","0","0"
"0","0","0","0","優衣（星素）（花凜對話用）","0","0","0","128901","328901001","0","0"
"0","0","0","0","優妮（冬日）（花凜對話用）","0","0","0","129301","329301001","0","0"
"0","0","0","0","克蘿依（冬日）（花凜對話用）","0","0","0","129401","329401001","0","0"
"0","0","0","0","琪愛兒（冬日）（花凜對話用）","0","0","0","129501","329501001","0","0"
"0","0","0","0","真琴（指揮官）（花凜對話用）","0","0","0","129801","329801001","0","0"
"0","0","0","0","惠理子（指揮官）（花凜對話用）","0","0","0","129901","329901001","0","0"
"0","0","0","0","鏡華（春日）（花凜對話用）","0","0","0","130701","330701001","0","0"
"0","0","0","0","鈴莓（春日）（花凜對話用）","0","0","0","130801","330801001","0","0"
"0","0","0","0","真步（夢想樂園）（花凜對話用）","0","0","0","131001","331001001","0","0"
"0","0","0","0","莉莉（夏日）（花凜對話用）","0","0","0","131601","331601001","0","0"
"0","0","0","0","帆稀（夏日）（花凜對話用）","0","0","0","131801","331801001","0","0"
"0","0","0","0","望（鍊金術師）（花凜對話用）","0","0","0","132201","332201001","0","0"
"0","0","0","0","伊緒（聖誕節）（花凜對話用）","0","0","0","132901","332901001","0","0"
"0","0","0","0","莫妮卡（新年）（花凜對話用）","0","0","0","133201","333201001","0","0"
"0","0","0","0","咲戀（新年）（花凜對話用）","0","0","0","133501","333501001","0","0"
"0","0","0","0","拉比林斯達（始源）（花凜對話用）","0","0","0","133701","333701001","0","0"
"0","0","0","0","日和（公主）（花凜對話用）","0","0","0","180101","380101001","0","0"
"0","0","0","0","優衣（公主）（花凜對話用）","0","0","0","180201","380201001","0","0"
"0","0","0","0","怜（公主）（花凜對話用）","0","0","0","180301","380301001","0","0"
"0","0","0","0","貪吃佩可（公主）（花凜對話用）","0","0","0","180401","380401001","0","0"
"0","0","0","0","可可蘿（公主）（花凜對話用）","0","0","0","180501","380501001","0","0"
"0","0","0","0","凱留（公主）（花凜對話用）","0","0","0","180601","380601001","0","0"
"0","0","0","0","禊＆美美＆鏡華（花凜對話用）","0","0","0","180801","380801001","0","0"
"0","0","0","0","靜流＆璃乃（花凜對話用）","0","0","0","181101","381101001","0","0"
"0","0","0","0","雪菲（公主）（花凜對話用）","0","0","0","181201","381201001","0","0"
