50eae5e0d565c700d31df513b0084aeb84f5d9f66063399303dcaee08b8da93c,6190d3bc4866cee56089385f057e4fa03a23604012bb98ac4954e56109f5cc42,b83ebf90e47b75ac82f52b668379d6f390d5f00cdf5870d138f02ddd655b6145,4751f20bf84c3bbacad0e096feda175b059740d80133bc1b7e12a259dee6d302,53e0dbabda1252508189b68863233cc1c06a3976973ea27cb61b1f3e95879b5f
"13","-23.6","5","-2.8","30050307"
"13","-19.8","5","-1.3","30050308"
"12","-18","5","-1.2","30050309"
"11","-16.1","5","-4.1","30050310"
"11","-15.4","5","-2.2","30050311"
"12","-16.4","5","-1.9","30050312"
"13","-16.4","5","-6.1","30050313"
"11","-12","5","-14","30050314"
"11","-10.6","5","-12","30050315"
"12","-16.2","5","-7.6","30050316"
"11","-9.8","5","-7.7","30050317"
"13","-14","5","-11","30050318"
"13","-14","5","-10","30050319"
"13","-14","5","-12","30050320"
"12","-14.1","5","-14","30050321"
"11","-8.9","5","-6.4","30050322"
"11","-10.5","5","-5.9","30050323"
"11","-8.8","5","-9","30050324"
"12","-5.6","5","-9.6","30050325"
"12","-5","5","-8","30050326"
"12","-5.5","5","-6.1","30050327"
"13","-6","5","-7.9","30050328"
"11","-5.7","5","-3.7","30050329"
"12","-9","5","-2.2","30050330"
"12","-12","5","-2.2","30050331"
"12","-10","5","-0.2","30050332"
"12","-11.9","5","0.3","30050333"
"13","-13","5","-1","30050334"
"13","-10.9","5","1.2","30050335"
"13","-11","5","-3","30050336"
"11","-16","5","1","30050337"
"11","-15.3","5","3.6","30050338"
"11","-13","5","4","30050339"
"13","-14","5","3","30050340"
"11","-10.2","5","4","30050341"
"12","-8.9","5","4","30050342"
"12","-5.2","5","-0.1","30050343"
"12","-3.2","5","1","30050344"
"11","-3.3","5","4.7","30050346"
"11","-1","5","4.2","30050347"
"13","4","5","-9","30050348"
"12","7","5","-10","30050349"
"12","7","5","-8","30050350"
"11","7","5","-6","30050351"
"11","6","5","-4","30050352"
"11","0","5","-7","30050353"
"11","0","5","-5","30050354"
"13","6","5","-1","30050355"
"12","6","5","-2.3","30050356"
"11","10.8","5","4","30050357"
"12","8.5","5","6.5","30050358"
"12","6.8","5","5.8","30050359"
"13","5","5","6","30050360"
"11","2.8","5","6","30050361"
"11","2.7","5","2.1","30050362"
"12","-4","5","-12","30050363"
"11","-6","5","-12","30050364"
"13","-3","5","-10","30050365"
"13","-4","5","-11","30050366"
"11","5.6","5","1.8","30050367"
"13","15.8","5","3.5","30050368"
"13","18.6","5","0.9","30050369"
"11","18.7","5","4.1","30050370"
"12","13.5","5","0.6","30050371"
"13","14.8","5","-1","30050372"
"13","16","5","-1","30050373"
"11","15","5","-2","30050374"
"11","19","5","-2","30050375"
"11","19","5","-1","30050376"
"12","13.1","5","-7.5","30050377"
"11","13","5","-5","30050378"
"13","16","5","-9","30050379"
"13","15","5","-8","30050380"
"12","14","5","-9","30050381"
"11","15.8","5","-10","30050382"
"11","17.6","5","-10","30050383"
"12","19.5","5","-10.2","30050384"
"12","13.8","5","-13.6","30050390"
"12","10.7","5","-13.5","30050391"
"11","10.6","5","-10.7","30050392"
"11","12","5","-10","30050393"
"12","18","5","-14.1","30050394"
"13","20","5","-14","30050395"
"13","19","5","-13","30050396"
"13","21","5","-15","30050397"
"12","18.7","5","-18.2","30050398"
"11","18.7","5","-20","30050399"
"12","14.7","5","-20","30050400"
"11","13","5","-20","30050401"
"11","10.9","5","-19.9","30050402"
"13","12","5","-20","30050403"
"13","16","5","-20","30050404"
"11","14","5","-22.9","30050405"
"13","15","5","-22.8","30050406"
"12","19","5","-23","30050407"
"11","21","5","-23","30050408"
"13","22","5","-23","30050409"
"13","20","5","-23","30050410"
"12","23.6","5","-21.2","30050411"
"12","23.6","5","-18.2","30050412"
"991006","-20.8","5","-5.7","30050413"
"991006","-19","5","-5.7","30050414"
"11","-3.2","5","-0.4","30050416"
"12","-3.3","5","-2.1","30050417"
"12","-0.4","5","1","30050418"
"11","-0.5","5","-0.4","30050419"
"12","-0.5","5","-2.1","30050420"
"991005","-1.8","5","1","30050421"
"991005","-1.8","5","-0.8","30050422"
"991005","-1.8","5","-2.3","30050423"
"991005","15.2","5","-13.1","30050424"
"991005","15.2","5","-15.3","30050425"
"991005","15.2","5","-17.4","30050426"
"13","16","5","-14","30050427"
"13","16","5","-16","30050428"
"13","16","5","-18","30050429"
"12","7.8","5","-19.2","30050430"
"13","10.6","5","-22.8","30050431"
"11","9.5","5","-22.7","30050432"
"991001","16.5","5","-4.8","30050433"
"991002","17.5","5","-4.8","30050434"
"991001","7.7","5","1.4","30050435"
"991002","8.3","5","1.4","30050436"
"991002","16","5","1.5","30050437"
"991003","15.6","5","1.3","30050438"
"991001","5.5","5","-17.1","30050439"
"991002","6.5","5","-17.1","30050440"
"11","7","6","-23.6","30060001"
"12","17.2","6","-21.3","30060003"
"13","6.4","6","-21.8","30060005"
"13","8.4","6","-21.8","30060006"
"11","4","6","-21","30060007"
"11","1.6","6","-15.7","30060008"
"11","3.5","6","-16.7","30060009"
"13","1.5","6","-21.9","30060010"
"13","2.7","6","-23.7","30060011"
"13","-3","6","-23.7","30060012"
"12","-5.9","6","-22.8","30060018"
"11","-10.5","6","-21.6","30060019"
"13","-11.5","6","-19.7","30060020"
"13","-13.5","6","-19.7","30060021"
"13","-9.5","6","-19.7","30060022"
"12","-16.1","6","-23.8","30060023"
"11","-18.7","6","-23.7","30060024"
"11","-21","6","-21.8","30060025"
"13","-10.9","6","-3.8","30060036"
"12","-10.3","6","-11.1","30060043"
"12","-11.6","6","-14.3","30060044"
"12","-15.1","6","-4.8","30060045"
"11","-10","6","1.3","30060054"
"12","4.1","6","-6.3","30060062"
"11","12.7","6","-4.2","30060064"
"11","11.9","6","-2.9","30060065"
"13","15.5","6","-7.4","30060067"
"13","16.4","6","-9.7","30060068"
"11","18.1","6","-25","30060073"
"13","17.5","6","-16.7","30060077"
"990002","23.4","6","-10.9","30060079"
"990001","5","6","-23.7","30060080"
"990001","-13","6","-10.6","30060081"
"11","1.8","6","-13","30060083"
"13","10.6","6","-10.5","30060085"
"13","8.5","6","-16.7","30060086"
"12","11.6","6","-14.2","30060087"
"12","9.7","6","-14.2","30060088"
"13","-0.5","6","-3.7","30060089"
"13","0.6","6","-3.7","30060090"
"12","-6.5","6","-7.3","30060091"
"12","-5.4","6","-6.1","30060092"
"13","-6.7","6","-6.1","30060093"
"13","-5.5","6","-7.5","30060094"
"13","-10.9","6","-5.8","30060095"
"11","-11.1","6","-7.2","30060097"
"12","-19.5","6","-12.3","30060098"
"12","-19.5","6","-10.4","30060099"
"13","-18","6","-8.9","30060100"
"13","-16.5","6","-11.4","30060101"
"13","-17.4","6","-21.5","30060102"
"13","-16","6","-20.1","30060103"
"12","-17.4","6","-20.1","30060104"
"13","-2.1","6","-21.9","30060106"
"11","21.2","6","-21.9","30060107"
"11","20.3","6","-24.2","30060108"
"12","16.8","6","-1.8","30060115"
"11","1","6","-10.6","30060116"
"11","2.5","6","-10.6","30060117"
"13","9","6","0.1","30060118"
"13","7.5","6","0.1","30060119"
"11","4.8","6","-0.6","30060120"
"12","19.4","6","-1.8","30060121"
"12","21.7","6","-1.8","30060122"
"13","20.5","6","-1.7","30060123"
"13","18.1","6","-1.7","30060124"
"11","15.8","6","2.2","30060125"
"13","19.5","6","1.2","30060126"
"13","21","6","1.2","30060127"
"13","22.5","6","1.2","30060128"
"13","20","6","-11.5","30060130"
"11","-4","6","-10.1","30060132"
"12","-8","6","-22.8","30060135"
"11","-18.8","6","-13.6","30060137"
"11","-14.3","6","-11.1","30060138"
"12","-4","6","-12","30060139"
"13","10.4","6","-16.7","30060140"
"11","-12.6","6","-21.6","30060141"
"11","-25.2","6","-19","30060145"
"13","-4.8","6","-1.9","30060146"
"11","-7.2","6","-2.2","30060148"
"11","14.2","6","1.4","30060150"
"11","8.5","6","-1.7","30060151"
"11","10","6","-2.6","30060152"
"12","9.5","6","-5.2","30060153"
"13","12.5","6","-10","30060154"
"13","12.8","6","-6","30060155"
"12","16.6","6","-5.6","30060156"
"12","23","6","-7","30060157"
"11","19.7","6","-5.6","30060158"
"11","21.7","6","-5.6","30060159"
"12","5.5","6","-18.8","30060161"
"11","7.5","6","-18.7","30060162"
"12","9.5","6","-18.8","30060163"
"11","11.5","6","-18.6","30060164"
"13","13.3","6","-18.7","30060165"
"13","15.3","6","-19.4","30060166"
"12","-16","6","-21.3","30060167"
"13","-6","6","-14.8","30060168"
"12","-4.5","6","-14.8","30060169"
"13","-3","6","-14.8","30060170"
"12","-1.5","6","-14.8","30060171"
"11","-7.6","6","-13.6","30060172"
"11","-14.3","6","-8.1","30060175"
"11","-15.8","6","-6.8","30060176"
"13","-25","6","-20.6","30060179"
"13","-25.1","6","-17.4","30060180"
"11","10","6","-23.6","30060181"
"13","20.9","6","-15.9","30060182"
"13","22.9","6","-15.9","30060183"
"11","22.7","6","-12.6","30060184"
"990001","7","6","-9.6","30060186"
"991005","-20.8","6","-19.7","30060187"
"991005","-20.8","6","-18.7","30060188"
"991005","-20.8","6","-17.7","30060189"
"991005","-20.8","6","-16.7","30060190"
"991006","-0.8","6","-2.8","30060191"
"991006","0.2","6","-2.8","30060192"
"991006","1.2","6","-2.8","30060193"
"991005","18.2","6","-4.7","30060194"
"991005","18.2","6","-5.7","30060195"
"991005","18.2","6","-6.7","30060196"
"991005","18.2","6","-7.7","30060197"
"12","-7.7","6","-10.2","30060198"
"12","-8.2","6","-16.6","30060199"
"11","-10.4","6","-17","30060200"
"11","-13","6","-17.4","30060201"
"12","-4.3","6","-19","30060202"
"11","-6.2","6","-17.8","30060203"
"11","-8.1","6","-18.2","30060204"
"12","15.1","6","-21.3","30060205"
"12","11.9","6","-21.3","30060206"
"13","17.1","6","-19.4","30060207"
"991005","16.2","6","-18.7","30060208"
"991005","16.2","6","-19.7","30060209"
"991005","16.2","6","-20.7","30060210"
"991005","16.2","6","-21.7","30060211"
"991005","16.2","6","-22.7","30060212"
"11","-23.3","6","-14.1","30060213"
"11","-21.3","6","-14.1","30060214"
"13","-9.5","6","-2.8","30060216"
"11","-11.2","6","0.1","30060217"
"11","-13.9","6","-2","30060218"
"12","-7.5","6","2","30060221"
"13","-0.5","6","-1.9","30060222"
"13","0.6","6","-1.9","30060223"
"11","-1.2","6","2.9","30060224"
"11","-3.3","6","-3","30060225"
"11","-3","6","-0.1","30060227"
"11","1.7","6","3.2","30060228"
"11","4.1","6","0.7","30060229"
"12","11.6","6","1.8","30060230"
"11","19.8","6","4.2","30060231"
"11","23","6","4.2","30060232"
"13","8.9","6","-9.9","30060233"
"13","5.6","6","-10.5","30060234"
"13","4.5","6","-9.9","30060235"
"11","21.3","6","-19.5","30060236"
"13","-22","6","-19.4","30060243"
"13","-22","6","-17.4","30060244"
"13","-20","6","-18.4","30060245"
"991004","-6.6","6","-20.7","30060246"
"991003","-6.6","6","-21.2","30060247"
"991003","-14.3","6","-21.6","30060248"
"991004","-14.3","6","-20.3","30060249"
"991001","-13.1","6","-5.2","30060250"
"991002","-12.7","6","-5.2","30060251"
"991001","-6.6","6","-4.2","30060252"
"991002","-5.2","6","-4.2","30060253"
"991002","2.8","6","-7.2","30060254"
"991001","1.4","6","-7.2","30060255"
"991001","5.9","6","-4.2","30060256"
"991002","6.3","6","-4.2","30060257"
"991003","17.8","6","-13.6","30060258"
"991004","17.8","6","-12.3","30060259"
"991001","4.4","6","-13.2","30060260"
"991002","5.8","6","-13.2","30060261"
"990001","19","7","-21.2","30070003"
"990001","-4","7","-21.2","30070004"
"991003","5.8","7","3","30070019"
"991002","6.1","7","3.4","30070020"
"21","-11.2","7","-22","30070035"
"21","-8.4","7","-18.8","30070038"
"22","-15.6","7","-14","30070040"
"22","-7.4","7","-14","30070041"
"21","-10.4","7","-11.7","30070042"
"21","-19.5","7","-12.8","30070046"
"21","-21","7","-11.4","30070047"
"22","-20","7","-8.1","30070048"
"23","-18.7","7","-6.5","30070050"
"21","-13.9","7","-7.8","30070051"
"23","-10.5","7","-6.3","30070052"
"21","-5.8","7","-11","30070055"
"23","-8.5","7","-6.3","30070058"
"21","-17","7","-4.8","30070062"
"22","-12.5","7","-5","30070064"
"21","-19","7","-2.7","30070067"
"23","-15.5","7","-2.4","30070068"
"21","-18.8","7","1.2","30070069"
"21","-17.2","7","2.3","30070070"
"21","-22","7","0.4","30070072"
"23","-13.5","7","-2.4","30070077"
"21","-19","7","5.7","30070078"
"21","-17.6","7","9.2","30070079"
"22","-12.8","7","3.5","30070080"
"21","-11.7","7","9.5","30070081"
"22","-5.6","7","0","30070088"
"21","-7.6","7","7.2","30070090"
"23","1","7","0.8","30070096"
"21","2.6","7","-0.9","30070097"
"21","7.2","7","1.1","30070099"
"21","2.5","7","4.1","30070102"
"21","15.7","7","4.7","30070108"
"21","13.7","7","3.3","30070110"
"21","8.6","7","-1.7","30070113"
"21","10.8","7","-6.7","30070114"
"22","10.5","7","0.1","30070115"
"22","15","7","-5","30070116"
"23","13.9","7","-0.3","30070117"
"23","11","7","-10.6","30070119"
"21","14.9","7","-13.6","30070123"
"23","16.5","7","-19.2","30070124"
"23","12.4","7","-18.5","30070125"
"21","8.9","7","-13.9","30070127"
"21","15","7","-21.8","30070131"
"23","11.6","7","-19.3","30070132"
"22","9.5","7","-21.8","30070133"
"21","4.3","7","-21.6","30070134"
"21","0","7","-21.1","30070136"
"23","3.1","7","-19.3","30070137"
"23","5.8","7","-18.8","30070138"
"23","4.1","7","-17.2","30070139"
"21","1.9","7","-15.5","30070141"
"22","5.9","7","-14.1","30070143"
"23","0.2","7","-13.4","30070144"
"23","3.7","7","-11.4","30070145"
"23","0.7","7","-4.9","30070147"
"21","-0.6","7","-7.5","30070148"
"21","-1.2","7","-2.5","30070154"
"22","-5","7","-15.3","30070157"
"21","-5.6","7","-17.7","30070158"
"21","-1.9","7","-22","30070159"
"22","-6.8","7","-21.9","30070160"
"21","-15","7","-17.7","30070163"
"23","-15.1","7","-21.6","30070165"
"21","5.1","7","7.1","30070167"
"23","6.9","7","3.1","30070168"
"23","4.4","7","-2.3","30070171"
"21","4","7","-5","30070172"
"990001","-10","7","-4.2","30070173"
"990001","-6","7","4.8","30070174"
"991001","13","7","-20.1","30070179"
"991004","13.3","7","-19.6","30070181"
"991005","-5.8","7","-7.7","30070186"
"991005","-5.8","7","-6.7","30070187"
"991005","-5.8","7","-5.6","30070188"
"991005","-5.8","7","-4.6","30070189"
"22","-4.1","7","0","30070190"
"22","-4.1","7","1.7","30070191"
"22","-5.6","7","1.7","30070192"
"991005","-4.8","7","-0.6","30070193"
"991005","-4.8","7","0.4","30070194"
"991005","-4.8","7","1.4","30070195"
"991005","-4.8","7","2.4","30070196"
"21","17.7","7","3.3","30070197"
"991006","13.3","7","4.2","30070198"
"991006","14.4","7","4.2","30070199"
"991006","15.6","7","4.2","30070200"
"991006","16.8","7","4.2","30070201"
"991006","18","7","4.2","30070202"
"23","14.5","7","-1.2","30070203"
"21","6.8","7","-6.7","30070204"
"21","8.8","7","-5.2","30070205"
"991006","11","7","-5.8","30070206"
"991006","9.8","7","-5.8","30070207"
"991006","8.6","7","-5.8","30070208"
"991006","7.4","7","-5.8","30070209"
"991006","6.3","7","-5.8","30070210"
"23","-1.8","7","-13.4","30070211"
"22","11.1","7","6.9","30070212"
"22","15.4","7","8","30070213"
"21","17.9","7","0.3","30070224"
"21","22.3","7","-7.9","30070227"
"21","21.7","7","-18.7","30070232"
"21","17","7","-16.4","30070233"
"21","17.1","7","-9.7","30070234"
"23","22.4","7","-11.9","30070236"
"22","22","7","-16.1","30070237"
"23","15.2","7","-0.4","30070240"
"22","21.2","7","3.4","30070241"
"22","22.7","7","-3.4","30070245"
"23","-2.5","7","6.7","30070247"
"23","-1.5","7","6.6","30070249"
"23","-1.9","7","7.2","30070250"
"23","4.7","7","-11.8","30070254"
"23","4.4","7","-10.8","30070255"
"22","1.4","7","7.2","30070256"
"23","10.8","7","-18.5","30070257"
"23","-16.5","7","6.1","30070258"
"22","-6.6","7","-6.4","30070259"
"22","-5","7","-7.4","30070260"
"22","-5","7","-5.3","30070261"
"23","11.5","7","-11.5","30070262"
"23","11.9","7","-10.7","30070263"
"23","17.4","7","-18.5","30070264"
"23","-14.4","7","-21.9","30070265"
"23","-15","7","-22.2","30070266"
"22","15.8","7","-4.2","30070267"
"23","22.7","7","-12.3","30070268"
"23","-9.5","7","5.5","30070269"
"23","-9.5","7","1.6","30070270"
"22","-21.9","7","3.3","30070271"
