ade47d030c32b99f3bd19c738722a99066e85222d35af476a894c04e0544fe04,a6cc2855b7f42d36f9032d966a5cd0cb0e5e73c2a4d03f2aa3b6143a9af43901,d0e3a413a3c73871445e2e1729de98053b5aa9f4fb50c9bb397da4c40d05d0dd,264e9e95f7638a6804816690e06cb19fe53ae24ca564db80499b31c46e66f4b3,29dde2f8d2b867d3a8854ec8702306ef33d45a58cdf97d69afa795ac35048f37,4f5e76633363cadc9946897fb77c53f59aa3010015460762019bc38624e9b202,f1fa80b4d13451a229d065ecb54ad1ad8fc0a6cd76cce06e9f49af240b3ae55e,5c3fae414754d90f465be7366f37ba6f43a70f6c071cbbcd29c43ebf4a5b6c4a,04f0fd46facaf0267aac56fdda20c90d8cd2aae5e98fc9fb6e12fe302a782776,182b61561090514f526e8622f75da41ad6b20f2cda0d00c47f4c3ba5d6f5ec89,f0de87803736f084ea36683a23db01d908b5a8678c55eba50c3b428985647a48
"","","cgg_idle_normal","1","","3","","0.2","204019","204","1"
"","1","cgg_surprise","102811","0","3","cgg_talk_surprise1","0.2","204020","204","0"
"","","4","102811","","12","","0.2","204021","204","1.4"
"","","0","3","","93","","","204022","204",""
"","","cgg_idle_def","102811","","3","","0.2","204023","204","1"
"","","cgg_idle_reaction3","1","","3","","0.2","204024","204","1"
"","","11","1","","12","","0.2","204025","204","1.4"
"","","0","3","","93","","","204026","204",""
"","","cgg_idle_normal","1","","3","","0.2","204027","204","1"
"","","cgg_talk_joy3_blink","102811","","3","","0.2","204028","204","1"
"","","10","102811","","12","","0.2","204029","204","1.4"
"","","0","3","","93","","","204030","204",""
"","","0","204015","","101","","","204031","204",""
"","","0.5","0","","22","","","204032","204",""
"","0","1","1","0","6","1","0.1","204033","204","1"
"","0","1","102811","0","6","1","0.1","204034","204","1"
"","","0","0.1","","93","","","204035","204",""
"","","cgg_idle_normal","1","","3","","0","204036","204","1"
"","","cgg_idle_def","102811","","3","","0","204037","204","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","205001","205","100"
"cgg_idle_def","-230","102511","1","1","1","420","1.6","205002","205","100"
"","1","1","1","0","6","1","0.1","205003","205","1"
"","1","1","102511","0","6","1","0.1","205004","205","1"
"","","0","0.2","","93","","","205005","205",""
"","","vo_minigame_1007_top_talk_11_017","vo_minigame_1007","","21","0","","205006","205","0"
"0","0","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？","102511","0","11","0","0","205007","205","5"
"","1","cgg_surprise2","1","0","3","cgg_idle_surprise2","0.2","205008","205","0"
"","1","cgg_surprise","102511","0","3","cgg_talk_surprise1","0.2","205009","205","0"
"","","0","5.5","","93","","","205010","205",""
"","1","cgg_shock","1","0","3","cgg_idle_shock","0.2","205011","205","0"
"","1","cgg_talk_sad2","102511","0","3","","0.2","205012","205","1"
"","","","205007","","91","","","205013","205",""
"","","0","0.5","","93","","","205014","205",""
"","","cgg_idle_def","102511","","3","","0.2","205015","205","1"
"","","cgg_idle_reaction4","1","","3","","0.2","205016","205","1"
"","","2","1","","12","","0.2","205017","205","1.4"
"","","0","3","","93","","","205018","205",""
"","","cgg_idle_normal","1","","3","","0.2","205019","205","1"
"","","cgg_idle_tsun","102511","","3","","0.2","205020","205","1"
"","","5","102511","","12","","0.2","205021","205","1.4"
"","","0","3","","93","","","205022","205",""
"","","cgg_idle_def","102511","","3","","0.2","205023","205","1"
"","","cgg_idle_surprise_sad","1","","3","","0.2","205024","205","1"
"","","1","1","","12","","0.2","205025","205","1.4"
"","","0","3","","93","","","205026","205",""
"","","cgg_idle_normal","1","","3","","0.2","205027","205","1"
"","","cgg_talk_sad2","102511","","3","","0.2","205028","205","1"
"","","15","102511","","12","","0.2","205029","205","1.4"
"","","0","3","","93","","","205030","205",""
"","","0","205015","","101","","","205031","205",""
"","","0.5","0","","22","","","205032","205",""
"","0","1","1","0","6","1","0.1","205033","205","1"
"","0","1","102511","0","6","1","0.1","205034","205","1"
"","","0","0.1","","93","","","205035","205",""
"","","cgg_idle_normal","1","","3","","0","205036","205","1"
"","","cgg_idle_def","102511","","3","","0","205037","205","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","206001","206","100"
"cgg_idle_def","-230","110911","1","1","1","420","1.6","206002","206","100"
"","1","1","1","0","6","1","0.1","206003","206","1"
"","1","1","110911","0","6","1","0.1","206004","206","1"
"","","0","0.2","","93","","","206005","206",""
"","","vo_minigame_1007_top_talk_12_018","vo_minigame_1007","","21","0","","206006","206","0"
"0","0","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！","110911","0","11","0","0","206007","206","6"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","206008","206","0"
"","","cgg_talk_joy1_normal","110911","","3","","0.2","206009","206","1"
"","","0","2.3","","93","","","206010","206",""
"","","cgg_idle_surprise2","1","","3","","0.2","206011","206","1"
"","","cgg_talk_joy3_blink2","110911","","3","","0.2","206012","206","1"
"","","0","3.2","","93","","","206013","206",""
"","1","cgg_talk_handsup","1","0","3","cgg_idle_reaction1","0.2","206014","206","0"
"","1","cgg_talk_guts_anger_NoBlink","110911","0","3","cgg_idle_guts_anger","0.2","206015","206","0"
"","","","206007","","91","","","206016","206",""
"","","0","0.5","","93","","","206017","206",""
"","","cgg_idle_def","110911","","3","","0.2","206018","206","1"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","206019","206","0"
"","","10","1","","12","","0.2","206020","206","1.4"
"","","0","3","","93","","","206021","206",""
"","","cgg_idle_normal","1","","3","","0.2","206022","206","1"
"","","cgg_talk_sad","110911","","3","","0.2","206023","206","1"
"","","5","110911","","12","","0.2","206024","206","1.4"
"","","0","3","","93","","","206025","206",""
"","","cgg_idle_def","110911","","3","","0.2","206026","206","1"
"","1","cgg_surprise2","1","0","3","cgg_idle_surprise2","0.2","206027","206","0"
"","","4","1","","12","","0.2","206028","206","1.4"
"","","0","3","","93","","","206029","206",""
"","","cgg_idle_normal","1","","3","","0.2","206030","206","1"
"","1","cgg_talk_guts_anger","110911","0","3","cgg_idle_guts_anger","0.2","206031","206","0"
"","","11","110911","","12","","0.2","206032","206","1.4"
"","","0","3","","93","","","206033","206",""
"","","0","206018","","101","","","206034","206",""
"","","0.5","0","","22","","","206035","206",""
"","0","1","1","0","6","1","0.1","206036","206","1"
"","0","1","110911","0","6","1","0.1","206037","206","1"
"","","0","0.1","","93","","","206038","206",""
"","","cgg_idle_normal","1","","3","","0","206039","206","1"
"","","cgg_idle_def","110911","","3","","0","206040","206","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","301001","301","100"
"cgg_idle_def","-230","105811","1","1","1","420","1.6","301002","301","100"
"","1","1","1","0","6","1","0.1","301003","301","1"
"","1","1","105811","0","6","1","0.1","301004","301","1"
"","","0","0.2","","93","","","301005","301",""
"","","vo_minigame_1007_top_talk_13_019","vo_minigame_1007","3","21","0","","301006","301","0"
"0","0","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆","105811","0","11","0","0","301007","301","4"
"","","cgg_idle_reaction1","1","","3","","0.2","301008","301","1"
"","1","cgg_surprise_kira","105811","0","3","cgg_talk_surprise_kira","0.2","301009","301","0"
"","","0","1.7","","93","","","301010","301",""
"","1","cgg_talk_nod","1","0","3","cgg_idle_nod","0.2","301011","301","0"
"","","cgg_talk_joy1_normal","105811","","3","","0.2","301012","301","1"
"","","0","1.8","","93","","","301013","301",""
"","1","cgg_joy","1","0","3","cgg_idle_reaction3","0.2","301014","301","0"
"","1","cgg_handclap_def_N","105811","0.2","3","cgg_idle_def","0.2","301015","301","0"
"","","","301007","","91","","","301016","301",""
"","","0","0.5","","93","","","301017","301",""
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","301018","301","0"
"","","10","1","","12","","0.2","301019","301","1.4"
"","","0","3","","93","","","301020","301",""
"","","cgg_idle_normal","1","","3","","0.2","301021","301","1"
"","1","cgg_surprise_kira","105811","0","3","cgg_talk_surprise_kira","0.2","301022","301","0"
"","","7","105811","","12","","0.2","301023","301","1.4"
"","","0","3","","93","","","301024","301",""
"","","cgg_idle_def","105811","","3","","0.2","301025","301","1"
"","","cgg_idle_surprise3","1","","3","","0.2","301026","301","1"
"","","6","1","","12","","0.2","301027","301","1.4"
"","","0","3","","93","","","301028","301",""
"","","cgg_idle_normal","1","","3","","0.2","301029","301","1"
"","","cgg_idle_joy3","105811","","3","","0.1","301030","301","1"
"","","10","105811","","12","","0.2","301031","301","1.4"
"","","0","3","","93","","","301032","301",""
"","","cgg_idle_def","105811","","3","","0.2","301033","301","1"
"","","0","301018","","101","","","301034","301",""
"","","0.5","0","","22","","","301035","301",""
"","0","1","1","0","6","1","0.1","301036","301","1"
"","0","1","105811","0","6","1","0.1","301037","301","1"
"","","0","0.1","","93","","","301038","301",""
"","","cgg_idle_normal","1","","3","","0","301039","301","1"
"","","cgg_idle_def","105811","","3","","0","301040","301","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","302001","302","100"
"cgg_idle_def","-230","105911","1","1","1","420","1.6","302002","302","100"
"","1","1","1","0","6","1","0.1","302003","302","1"
"","1","1","105911","0","6","1","0.1","302004","302","1"
"","","0","0.2","","93","","","302005","302",""
"","","vo_minigame_1007_top_talk_14_020","vo_minigame_1007","","21","0","","302006","302","0"
"0","0","主人……\n您的蒐集實在了得，\n真不愧是您。","105911","0","11","0","0","302007","302","4"
"","","cgg_idle_reaction5","1","","3","","0.2","302008","302","1"
"","","cgg_talk_joy3","105911","","3","","0.2","302009","302","1"
"","","0","4.5","","93","","","302010","302",""
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","302011","302","0"
"","","cgg_talk_wish","105911","","3","","0.2","302012","302","1"
"","","","302007","","91","","","302013","302",""
"","","0","0.5","","93","","","302014","302",""
"","","cgg_idle_def","105911","","3","","0.2","302015","302","1"
"","1","cgg_talk_nod","1","0","3","cgg_idle_nod","0.2","302016","302","0"
"","","6","1","","12","","0.2","302017","302","1.4"
"","","0","3","","93","","","302018","302",""
"","","cgg_idle_normal","1","","3","","0.2","302019","302","1"
"","","cgg_talk_joy3_blink","105911","","3","","0.2","302020","302","1"
"","","7","105911","","12","","0.2","302021","302","1.4"
"","","0","3","","93","","","302022","302",""
"","","cgg_idle_def","105911","","3","","0.2","302023","302","1"
"","","cgg_idle_reaction3","1","","3","","0.2","302024","302","1"
"","","10","1","","12","","0.2","302025","302","1.4"
"","","0","3","","93","","","302026","302",""
"","","cgg_idle_normal","1","","3","","0.2","302027","302","1"
"","1","cgg_talk_guts","105911","0","3","cgg_idle_guts","0.2","302028","302","0"
"","","11","105911","","12","","0.2","302029","302","1.4"
"","","0","3","","93","","","302030","302",""
"","","0","302015","","101","","","302031","302",""
"","","0.5","0","","22","","","302032","302",""
"","0","1","1","0","6","1","0.1","302033","302","1"
"","0","1","105911","0","6","1","0.1","302034","302","1"
"","","0","0.1","","93","","","302035","302",""
"","","cgg_idle_normal","1","","3","","0","302036","302","1"
"","","cgg_idle_def","105911","","3","","0","302037","302","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","303001","303","100"
"cgg_idle_def","-230","106011","1","1","1","420","1.6","303002","303","100"
"","1","1","1","0","6","1","0.1","303003","303","1"
"","1","1","106011","0","6","1","0.1","303004","303","1"
"","","0","0.2","","93","","","303005","303",""
"","","vo_minigame_1007_top_talk_15_021","vo_minigame_1007","","21","0","","303006","303","0"
"0","0","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。","106011","0","11","0","0","303007","303","5"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","303008","303","0"
"","1","cgg_surprise","106011","0","3","cgg_talk_surprise1","0.2","303009","303","0"
"","","0","3","","93","","","303010","303",""
"","","cgg_talk_joy1_normal","106011","","3","","0.2","303011","303","1"
"","","0","2.1","","93","","","303012","303",""
"","1","cgg_talk_handsup","1","0","3","cgg_idle_reaction1","0.2","303013","303","0"
"","1","cgg_talk_doya","106011","0","3","cgg_idle_doya","0.2","303014","303","0"
"","","","303007","","91","","","303015","303",""
"","","0","0.5","","93","","","303016","303",""
"","","cgg_idle_def","106011","","3","","0.2","303017","303","1"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","303018","303","0"
"","","6","1","","12","","0.2","303019","303","1.4"
"","","0","3","","93","","","303020","303",""
"","","cgg_idle_normal","1","","3","","0.2","303021","303","1"
"","1","cgg_surprise","106011","0","3","cgg_talk_surprise1","0.2","303022","303","0"
"","","4","106011","","12","","0.2","303023","303","1.4"
"","","0","3","","93","","","303024","303",""
"","","cgg_idle_def","106011","","3","","0.2","303025","303","1"
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","303026","303","0"
"","","7","1","","12","","0.2","303027","303","1.4"
"","","0","3","","93","","","303028","303",""
"","","cgg_idle_normal","1","","3","","0.2","303029","303","1"
"","","cgg_idle_bitter","106011","","3","","0.2","303030","303","1"
"","","1","106011","","12","","0.2","303031","303","1.4"
"","","0","3","","93","","","303032","303",""
"","","0","303017","","101","","","303033","303",""
"","","0.5","0","","22","","","303034","303",""
"","0","1","1","0","6","1","0.1","303035","303","1"
"","0","1","106011","0","6","1","0.1","303036","303","1"
"","","0","0.1","","93","","","303037","303",""
"","","cgg_idle_normal","1","","3","","0","303038","303","1"
"","","cgg_idle_def","106011","","3","","0","303039","303","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","304001","304","100"
"cgg_idle_def","-230","106411","1","1","1","420","1.6","304002","304","100"
"","1","1","1","0","6","1","0.1","304003","304","1"
"","1","1","106411","0","6","1","0.1","304004","304","1"
"","","0","0.2","","93","","","304005","304",""
"","","vo_minigame_1007_top_talk_16_022","vo_minigame_1007","","21","0","","304006","304","0"
"0","0","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。","106411","0","11","0","0","304007","304","5"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","304008","304","0"
"","2","cgg_surprise_dere","106411","0","3","cgg_talk_surprise_dere","0.2","304009","304","0"
"","","0","5.2","","93","","","304010","304",""
"","","cgg_talk_joy3","106411","","3","","0.2","304011","304","1"
"","","","304007","","91","","","304012","304",""
"","","0","0.5","","93","","","304013","304",""
"","","cgg_idle_def","106411","","3","","0.2","304014","304","1"
"","","cgg_idle_surprise3","1","","3","","0.2","304015","304","1"
"","","6","1","","12","","0.2","304016","304","1.4"
"","","0","3","","93","","","304017","304",""
"","","cgg_idle_normal","1","","3","","0.2","304018","304","1"
"","","cgg_talk_joy1","106411","","3","","0.2","304019","304","1"
"","","10","106411","","12","","0.2","304020","304","1.4"
"","","0","3","","93","","","304021","304",""
"","","cgg_idle_def","106411","","3","","0.2","304022","304","1"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","304023","304","0"
"","","6","1","","12","","0.2","304024","304","1.4"
"","","0","3","","93","","","304025","304",""
"","","cgg_idle_normal","1","","3","","0.2","304026","304","1"
"","1","cgg_surprise_kira","106411","0","3","cgg_talk_surprise_kira","0.2","304027","304","0"
"","","7","106411","","12","","0.2","304028","304","1.4"
"","","0","3","","93","","","304029","304",""
"","","0","304015","","101","","","304030","304",""
"","","0.5","0","","22","","","304031","304",""
"","0","1","1","0","6","1","0.1","304032","304","1"
"","0","1","106411","0","6","1","0.1","304033","304","1"
"","","0","0.1","","93","","","304034","304",""
"","","cgg_idle_normal","1","","3","","0","304035","304","1"
"","","cgg_idle_def","106411","","3","","0","304036","304","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","305001","305","100"
"cgg_idle_def","-230","110911","1","1","1","420","1.6","305002","305","100"
"","1","1","1","0","6","1","0.1","305003","305","1"
"","1","1","110911","0","6","1","0.1","305004","305","1"
"","","0","0.2","","93","","","305005","305",""
"","","vo_minigame_1007_top_talk_17_023","vo_minigame_1007","","21","0","","305006","305","0"
"0","0","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。","110911","0","11","0","0","305007","305","5"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","305008","305","0"
"","","cgg_talk_joy1","110911","","3","","0.2","305009","305","1"
"","","0","1.9","","93","","","305010","305",""
"","","cgg_idle_nod","1","","3","","0.2","305011","305","1"
"","","cgg_talk_joy3_dere","110911","","3","","0.2","305012","305","1"
"","","","305007","","91","","","305013","305",""
"","","0","0.5","","93","","","305014","305",""
"","","cgg_idle_def","110911","","3","","0.2","305015","305","1"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","305016","305","0"
"","","6","1","","12","","0.2","305017","305","1.4"
"","","0","3","","93","","","305018","305",""
"","","cgg_idle_normal","1","","3","","0.2","305019","305","1"
"","","cgg_talk_joy3","110911","","3","","0.2","305020","305","1"
"","","10","110911","","12","","0.2","305021","305","1.4"
"","","0","3","","93","","","305022","305",""
"","","cgg_idle_def","110911","","3","","0.2","305023","305","1"
"","","cgg_idle_reaction3","1","","3","","0.2","305024","305","1"
"","","10","1","","12","","0.2","305025","305","1.4"
"","","0","3","","93","","","305026","305",""
"","","cgg_idle_normal","1","","3","","0.2","305027","305","1"
"","1","cgg_talk_arm_crossed","110911","0","3","cgg_idle_arm_crossed","0.2","305028","305","0"
"","","7","110911","","12","","0.2","305029","305","1.4"
"","","0","3","","93","","","305030","305",""
"","","0","305015","","101","","","305031","305",""
"","","0.5","0","","22","","","305032","305",""
"","0","1","1","0","6","1","0.1","305033","305","1"
"","0","1","110911","0","6","1","0.1","305034","305","1"
"","","0","0.1","","93","","","305035","305",""
"","","cgg_idle_normal","1","","3","","0","305036","305","1"
"","","cgg_idle_def","110911","","3","","0","305037","305","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","306001","306","100"
"cgg_idle_def","-230","117211","1","1","1","290","1.6","306002","306","100"
"cgg_idle_def","-230","117311","1","1","1","405","1.6","306003","306","101"
"cgg_idle_def","-230","117411","1","1","1","520","1.6","306004","306","102"
"","1","1","1","0","6","1","0.1","306005","306","1"
"","1","1","117211","0","6","1","0.1","306006","306","1"
"","1","1","117311","0","6","1","0.1","306007","306","1"
"","1","1","117411","0","6","1","0.1","306008","306","1"
"","","0","0.2","","93","","","306009","306",""
"","","vo_minigame_1007_top_talk_18_024","vo_minigame_1007","","21","0","","306010","306","0"
"0","0","謝謝你蒐集了\n我們所有的周邊♪","117211","0","11","0","0","306011","306","4"
"","","cgg_idle_reaction1","1","","3","","0.2","306012","306","1"
"","","cgg_talk_joy1_normal","117211","","3","","0.2","306013","306","1"
"","","0","2.4","","93","","","306014","306",""
"","1","cgg_joy","1","0","3","cgg_idle_reaction3","0.2","306015","306","0"
"","","cgg_talk_surprise_nozomi","117211","","3","","0.2","306016","306","1"
"","","","306011","","91","","","306017","306",""
"","","cgg_idle_def","117211","","3","","0.2","306018","306","1"
"","","vo_minigame_1007_top_talk_18_025","vo_minigame_1007","","21","0","","306019","306","0"
"0","0","居然全部蒐集到了，\n我好驚訝。\n恭喜你。","117311","0","11","0","0","306020","306","4"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","306021","306","0"
"","","cgg_talk_surprise1","117311","","3","","0.2","306022","306","1"
"","","0","4.5","","93","","","306023","306",""
"","","cgg_idle_reaction5","1","","3","","0.2","306024","306","1"
"","","cgg_talk_wish","117311","","3","","0.2","306025","306","1"
"","","","306020","","91","","","306026","306",""
"","","cgg_idle_def","117311","","3","","0.2","306027","306","1"
"","","vo_minigame_1007_top_talk_18_026","vo_minigame_1007","","21","0","","306028","306","0"
"0","0","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！","117411","0","11","0","0","306029","306","4"
"","","cgg_idle_surprise1","1","","3","","0.2","306030","306","1"
"","","cgg_idle_tsun","117411","","3","","0.2","306031","306","1"
"","","0","4.3","","93","","","306032","306",""
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","306033","306","0"
"","","cgg_talk_joy1","117411","","3","","0.2","306034","306","1"
"","","","306029","","91","","","306035","306",""
"","","0","0.5","","93","","","306036","306",""
"","","cgg_idle_def","117411","","3","","0.2","306037","306","1"
"","","cgg_idle_normal","1","","3","","0.2","306038","306","1"
"","","cgg_talk_joy1","117211","","3","","0.2","306039","306","1"
"","","10","117211","","12","","0.2","306040","306","1.4"
"","","0","3","","93","","","306041","306",""
"","","cgg_idle_def","117211","","3","","0.2","306042","306","1"
"","","cgg_talk_wish","117311","","3","","0.2","306043","306","1"
"","","7","117311","","12","","0.2","306044","306","1.4"
"","","0","3","","93","","","306045","306",""
"","","cgg_idle_def","117311","","3","","0.2","306046","306","1"
"","1","cgg_talk_guts","117411","0","3","cgg_idle_guts","0.2","306047","306","0"
"","","4","117411","","12","","0.2","306048","306","1.4"
"","","0","3","","93","","","306049","306",""
"","","cgg_idle_def","117411","","3","","0.2","306050","306","1"
"","","cgg_idle_reaction3","1","","3","","0.2","306051","306","1"
"","","6","1","","12","","0.2","306052","306","1.4"
"","","0","3","","93","","","306053","306",""
"","","0","306038","","101","","","306054","306",""
"","","0.5","0","","22","","","306055","306",""
"","0","1","1","0","6","1","0.1","306056","306","1"
"","0","1","117211","0","6","1","0.1","306057","306","1"
"","0","1","117311","0","6","1","0.1","306058","306","1"
"","0","1","117411","0","6","1","0.1","306059","306","1"
"","","0","0.1","","93","","","306060","306",""
"","","cgg_idle_normal","1","","3","","0","306061","306","1"
"","","cgg_idle_def","117211","","3","","0","306062","306","1"
"","","cgg_idle_def","117311","","3","","0","306063","306","1"
"","","cgg_idle_def","117411","","3","","0","306064","306","1"
