3f546282e04c782bb908ab7828831ccb267cf9a717b46dc341c8925744f01038,204db07d5db21782af69426148dd09a7187970cd5543b2486ce45217d0413876,73b28679547213091e50af9b71c364f67a66beab2b78e114e9cef98cbda23391,67431db7fbe1b7ee9bec17de76e66751ea023c3c644d5f6ebd8213d7c9aac217,364ccfc6344d32c93c12bc10fc9bd1cfd5d90452c1657880c0d75d9b4460ec26,6b5ab4301f445479a404f6e8436628629d0ba0b8ea92a5ff9aa2031a2c117968,a1c099a97d88ea2eef22d3b91d18c763fd53bc5a3145cad8467dff60ef1231f8,066a82fdd113d2fed04ed1e369bf1dbce5de47f4d53fdca9c54d8f76c58fcf05,e501824ccd6f86bc3e6d499109d79a6e0432fe14edc32dc1659a71298961ec52,97e7f04df3fa856e2c61016fef863cfeb942be1b1ae569366b5bd52dd4c1203d,6815c490931fa984208602fa273650d0a580b3dc164a8dcd9289c92925585d78,54b8ad813d632bc476cbca19804eeef3bf701da803afbb20b443570823d00986,724a658804d715c50721b8006830c99b901c4263d32c5cbc5b7d6eebea9038c9,68e0c61bec5e5f74263a59c29627115219adcbd06126de0b7b30365436818f54,8050f0176a7898f4590ff0b05dd271993ab8cb0ed54acbe2aee8374acf66c406,152836bacaed3ed492838b0491a5f0dfcd0079d3fa323a4398a69a5d58f96e23,8f5d6ff671301c91ee260bebd9cb50d31e2bdc12c0b4a0abefd0f84f645286e9,88cd5abc87b4256abb7ef04f4cc75d8df548083a32e2f1ae76f54ba7e0534855,30042f660b0ce9e9697ac6dae1d774db9c792b5d10be6b4ff79c1fbbd570b0d5,257140a25457006d5f5ea431c41216dcd72dfba20dcb50d39fa6e44e0a29d8e6,0137380c927b661e59114ab3bcfc5dac4e8d9fc07b8914f55fa97b7cfc01480d,7dc73556171cfac9fa415f14dd8e163f587028c3ba1c1cc4ecce8b575de84707
"1","190","1038","200","0.9","1","-30","101021","0","-70","1","200","-30","101021","bgm_M64","4","4","0","0","1","1.3","10380104"
"1","440","1038","200","1.4","1","0","101031","0","0","1.6","220","-30","101031","bgm_M55","5","5","0","0","1","1.8","10380105"
"1","-470","1039","250","0.6","1","0","101041","10","-125","0.7","210","-30","101041","bgm_M64","1","1","0","-30","1","0.8","10390101"
"1","-210","1039","200","0.65","1","0","101041","10","-95","0.7","200","-30","101041","bgm_M64","2","2","0","0","1","1","10390102"
"1","50","1039","100","0.9","1","0","101041","0","-120","1","200","-30","101041","bgm_M64","3","3","-15","-10","1","1.3","10390103"
"1","195","1039","100","0.9","1","0","101041","0","35","1.3","200","-30","101041","bgm_M64","4","4","0","0","1","1.35","10390104"
"1","450","1039","150","1.1","1.3","-50","101042","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10390105"
"1","-480","1040","250","0.6","1","0","101161","10","-120","0.85","210","-30","101161","bgm_M64","1","1","0","0","1","0.8","10400101"
"1","-260","1040","100","0.75","1","0","101161","0","-100","1.1","240","-30","101161","bgm_M64","2","2","0","0","1","1.2","10400102"
"1","-10","1040","100","0.65","1","0","101161","5","65","1","200","-30","101161","bgm_M64","3","3","-5","-10","1","1.1","10400103"
"1","190","1040","150","0.9","1","43","101161","0","-110","1","200","-30","101161","bgm_M64","4","4","0","0","1","1","10400104"
"1","485","1040","270","0.9","1.3","-50","101162","-10","-70","1","280","-30","101162","bgm_M55","5","5","-40","-45","1","1.15","10400105"
"1","-480","1041","120","0.6","1","0","101171","10","-120","0.85","210","-30","101171","bgm_M64","1","1","0","0","1","0.8","10410101"
"1","-260","1041","120","0.75","1","0","101171","10","-120","1","200","-30","101171","bgm_M64","2","2","0","0","1","1.2","10410102"
"1","-10","1041","150","0.6","1","-50","101171","0","0","0.55","200","-30","101171","bgm_M64","3","3","-13","-60","1.4","0.9","10410103"
"1","190","1041","100","0.9","1","0","101171","0","-110","1","200","-30","101171","bgm_M64","4","4","0","0","1","1.2","10410104"
"1","475","1041","200","1","1","-50","101172","10","-30","1","250","-30","101172","bgm_M55","5","5","-20","0","1","1.45","10410105"
"1","-480","1042","100","0.6","1","0","101191","10","-120","0.7","210","-30","101191","bgm_M64","1","1","0","-30","1","0.8","10420101"
"1","-260","1042","100","0.8","1","0","101191","10","-100","1","200","-30","101191","bgm_M64","2","2","0","0","1","1.2","10420102"
"1","-10","1042","100","0.9","1","-30","101451","0","65","1","200","-30","101191","bgm_M64","3","3","-15","-10","1","1.4","10420103"
"1","190","1042","100","0.65","1","0","101191","0","-110","1","200","-30","101191","bgm_M64","4","4","0","0","1","1.1","10420104"
"1","485","1042","200","1.1","1","-50","101192","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1.2","1.3","10420105"
"1","-480","1043","100","0.6","1","0","101201","10","-120","0.85","210","-30","101201","bgm_M64","1","1","0","0","1","0.8","10430101"
"1","-260","1043","100","0.75","1","0","101201","10","-120","1.1","240","-30","101201","bgm_M64","2","2","0","0","1","1.2","10430102"
"1","-10","1043","100","0.8","1","0","101201","0","65","1","200","-30","101201","bgm_M64","3","3","-15","-10","1","1.1","10430103"
"1","190","1043","100","0.7","1","43","101201","0","-110","1","200","-30","101201","bgm_M64","4","4","0","0","1","1","10430104"
"1","475","1043","100","1","1","-50","101202","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10430105"
"1","-480","1044","100","0.6","1","0","101291","10","-120","0.85","210","-30","101291","bgm_M64","1","1","0","0","1","0.8","10440101"
"1","-260","1044","100","0.75","1","0","101291","10","-120","1.1","240","-30","101291","bgm_M64","2","2","0","0","1","1.2","10440102"
"1","-40","1044","100","1.55","1","0","101291","0","65","2.2","200","-30","101291","bgm_M64","3","3","-15","-10","1","2.3","10440103"
"1","150","1044","100","1.1","1","0","101291","0","-110","1","200","-30","101291","bgm_M64","4","4","0","0","1","1.2","10440104"
"1","490","1044","100","1.1","1","15","101292","30","-15","1","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10440105"
"1","-480","1045","100","0.58","1","0","101301","10","-120","0.7","210","-30","101301","bgm_M64","1","1","0","-30","1","0.8","10450101"
"1","-260","1045","100","0.9","1","0","101301","10","-120","1","200","-30","101301","bgm_M64","2","2","0","0","1","1.2","10450102"
"1","-50","1045","200","0.93","1","-30","101301","-10","100","1","200","-30","101301","bgm_M64","3","3","0","-10","1","1.4","10450103"
"1","100","1045","100","0.9","1","15","101301","0","-100","1","200","-30","101301","bgm_M64","4","4","0","0","1","1.3","10450104"
"1","470","1045","100","1","1","-15","101302","10","-55","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10450105"
"1","-450","1046","100","0.575","1","0","101161","10","-130","0.85","210","-30","101441","bgm_M64","1","1","0","0","1","0.8","10460101"
"1","-250","1046","200","0.75","1","0","101161","10","-120","0.7","200","-30","101441","bgm_M64","2","2","0","0","1","1","10460102"
"1","-10","1046","100","0.8","1","0","101161","0","50","1.1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.2","10460103"
"1","210","1046","150","0.8","1","43","101161","0","-100","1","200","-30","101441","bgm_M64","4","4","0","0","1","1","10460104"
"1","470","1046","100","0.95","1","-35","101162","10","-70","1.1","230","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10460105"
"1","-450","1047","100","0.58","1","0","101451","10","-130","0.7","210","-30","101451","bgm_M64","1","1","0","-30","1","0.8","10470101"
"1","-250","1047","100","0.9","1","0","101451","10","-120","1","200","-30","101451","bgm_M64","2","2","0","0","1","1.2","10470102"
"1","-20","1047","100","0.9","1","-30","101451","0","50","1","200","-30","101451","bgm_M64","3","3","-15","-10","1","1.4","10470103"
"1","200","1047","100","0.8","1","0","101451","0","-100","0.85","200","-30","101451","bgm_M64","4","4","0","0","1","1","10470104"
"1","510","1047","100","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1.2","1.55","10470105"
"1","-450","1048","100","0.58","1","0","101451","10","-130","0.7","210","-30","101561","bgm_M64","1","1","0","-30","1","0.8","10480101"
"1","-240","1048","100","0.75","1","0","101451","0","-120","1.1","240","-30","101561","bgm_M64","2","2","0","0","1","1.2","10480102"
"1","-10","1048","150","0.6","1","-50","101451","0","0","0.55","200","-30","101561","bgm_M64","3","3","-13","-60","1.4","0.9","10480103"
"1","195","1048","100","0.7","1","20","101451","0","-100","1","200","-30","101561","bgm_M64","4","4","0","0","1","1.1","10480104"
"1","460","1048","400","1.25","1","-60","101452","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1.4","1.55","10480105"
"1","-480","1049","100","0.58","1","0","101001","10","-120","0.7","210","-30","101001","bgm_M64","1","1","0","-30","1","0.8","10490101"
"1","-270","1049","100","0.75","1","0","101001","10","-120","1.1","200","-30","101001","bgm_M64","2","2","0","0","1","1.2","10490102"
"1","-25","1049","200","0.9","1","-30","101001","0","65","1","200","-30","101001","bgm_M64","3","3","-15","-10","1","1.4","10490103"
"1","200","1049","150","0.9","1","-30","101001","0","-120","1","200","-30","101001","bgm_M64","4","4","0","0","1","1.1","10490104"
"1","480","1049","200","1.2","1","0","101011","0","-40","1","250","-30","101011","bgm_M55","5","5","0","0","1.2","1.3","10490105"
"1","-450","1050","170","0.575","1","-25","101021","10","-110","0.9","210","-30","101021","bgm_M64","1","1","0","-30","1","1","10500101"
"1","-240","1050","100","0.75","1","0","101021","0","-120","1.1","240","-30","101021","bgm_M64","2","2","0","0","1","1.2","10500102"
"1","-10","1050","100","0.6","1","0","101021","5","65","0.8","200","-30","101021","bgm_M64","3","3","-5","-10","1","0.9","10500103"
"1","190","1050","100","0.65","1","0","101021","0","-110","1","200","-30","101021","bgm_M64","4","4","0","0","1","1.1","10500104"
"1","440","1050","200","1.4","1","0","101031","0","0","1.6","220","-30","101031","bgm_M55","5","5","0","0","1","1.8","10500105"
"1","-450","1051","100","0.58","1","0","101041","10","-130","0.7","210","-30","101041","bgm_M64","1","1","0","-30","1","0.8","10510101"
"1","-250","1051","200","0.65","1","0","101041","10","-120","0.7","200","-30","101041","bgm_M64","2","2","0","0","1","1","10510102"
"1","-35","1051","100","0.75","1","-10","101041","10","70","1","200","-30","101041","bgm_M64","3","3","-15","-10","1","1.3","10510103"
"1","150","1051","100","1","1","0","101041","0","-110","1","200","-30","101041","bgm_M64","4","4","0","0","1","1.4","10510104"
"1","450","1051","150","1.1","1.3","-50","101042","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10510105"
"1","-480","1052","250","0.6","1","0","101161","10","-120","0.7","210","-30","101161","bgm_M64","1","1","0","-30","1","0.8","10520101"
"1","-260","1052","100","0.75","1","0","101161","0","-100","1.1","240","-30","101161","bgm_M64","2","2","0","0","1","1.2","10520102"
"1","-10","1052","100","0.65","1","0","101161","5","65","1","200","-30","101161","bgm_M64","3","3","-5","-10","1","1.1","10520103"
"1","240","1052","100","0.8","1","-30","101161","0","-50","1","200","-30","101161","bgm_M64","4","4","0","0","1","1.3","10520104"
"1","485","1052","270","0.9","1.3","-50","101162","-10","-70","1","280","-30","101162","bgm_M55","5","5","-40","-45","1","1.15","10520105"
"1","-480","1053","120","0.5","1","0","101171","10","-120","0.85","210","-30","101171","bgm_M64","1","1","0","0","1","0.8","10530101"
"1","-270","1053","100","0.75","1","0","101171","10","-120","1.1","200","-30","101171","bgm_M64","2","2","0","0","1","1.2","10530102"
"1","-25","1053","100","1.55","1","0","101171","0","65","2.2","200","-30","101171","bgm_M64","3","3","-15","-10","1","2.3","10530103"
"1","200","1053","100","0.9","1","-30","101171","0","-100","1","200","-30","101171","bgm_M64","4","4","0","0","1","1.5","10530104"
"1","475","1053","200","1","1","-50","101172","10","-30","1","250","-30","101172","bgm_M55","5","5","-20","0","1","1.45","10530105"
"1","-450","1054","170","0.575","1","-25","101191","10","-110","0.9","210","-30","101191","bgm_M64","1","1","0","-30","1","1","10540101"
"1","-250","1054","200","0.65","1","0","101191","10","-120","0.7","200","-30","101191","bgm_M64","2","2","0","0","1","1","10540102"
"1","-10","1054","100","0.8","1","0","101191","0","50","1.1","200","-30","101191","bgm_M64","3","3","-15","-10","1","1.2","10540103"
"1","190","1054","200","1","1","0","101191","0","-90","1","200","-30","101191","bgm_M64","4","4","0","0","1","1.5","10540104"
"1","485","1054","200","1.1","1","-50","101192","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1.2","1.3","10540105"
"1","-480","1055","120","0.5","1","0","101201","10","-120","0.85","210","-30","101201","bgm_M64","1","1","0","0","1","0.8","10550101"
"1","-250","1055","250","0.7","1","-30","101201","0","-120","1","240","-30","101201","bgm_M64","2","2","0","-30","1","1","10550102"
"1","-10","1055","100","0.8","1","0","101201","0","65","1","200","-30","101201","bgm_M64","3","3","-15","-10","1","1.1","10550103"
"1","190","1055","100","0.7","1","43","101201","0","-110","1","200","-30","101201","bgm_M64","4","4","0","0","1","1","10550104"
"1","475","1055","100","1","1","-50","101202","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10550105"
"1","-480","1056","250","0.6","1","0","101291","10","-120","0.7","210","-30","101291","bgm_M64","1","1","0","-30","1","0.8","10560101"
"1","-260","1056","100","0.75","1","0","101291","0","-100","1.1","240","-30","101291","bgm_M64","2","2","0","0","1","1.2","10560102"
"1","-35","1056","100","0.9","1","-30","101291","0","50","1","200","-30","101291","bgm_M64","3","3","-15","-10","1","1.4","10560103"
"1","190","1056","150","0.9","1","-30","101291","0","-120","1","200","-30","101291","bgm_M64","4","4","0","0","1","1.1","10560104"
"1","490","1056","100","1.1","1","15","101292","30","-15","1","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10560105"
"1","-450","1057","170","0.575","1","-25","101301","10","-110","0.9","210","-30","101301","bgm_M64","1","1","0","-30","1","1","10570101"
"1","-270","1057","100","0.75","1","0","101301","10","-120","1.1","200","-30","101301","bgm_M64","2","2","0","0","1","1.2","10570102"
"1","-50","1057","200","0.93","1","-30","101301","-10","100","1","200","-30","101301","bgm_M64","3","3","0","-10","1","1.4","10570103"
"1","190","1057","100","0.9","1","0","101301","0","-110","1","200","-30","101301","bgm_M64","4","4","0","0","1","1.2","10570104"
"1","470","1057","100","1","1","-15","101302","10","-55","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10570105"
"1","-480","1058","250","0.6","1","0","101441","10","-120","0.7","210","-30","101441","bgm_M64","1","1","0","-30","1","0.8","10580101"
"1","-250","1058","250","0.7","1","-30","101441","0","-120","1","240","-30","101441","bgm_M64","2","2","0","-30","1","1","10580102"
"1","-5","1058","100","0.75","1","-10","101441","10","70","1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.3","10580103"
"1","210","1058","100","0.8","1","20","101441","10","-100","1","200","-30","101441","bgm_M64","4","4","0","0","1","1.1","10580104"
"1","470","1058","100","0.95","1","-35","101442","10","-70","1.1","230","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10580105"
"1","-450","1059","170","0.575","1","-25","101451","10","-110","0.9","210","-30","101451","bgm_M64","1","1","0","-30","1","1","10590101"
"1","-250","1059","200","0.65","1","0","101451","10","-120","0.7","200","-30","101451","bgm_M64","2","2","0","0","1","1","10590102"
"1","-10","1059","150","0.6","1","-50","101451","0","0","0.55","200","-30","101451","bgm_M64","3","3","-13","-60","1.4","0.9","10590103"
"1","200","1059","100","0.7","1","0","101451","0","-120","0.7","200","-30","101451","bgm_M64","4","4","0","0","1","1","10590104"
"1","510","1059","100","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1.2","1.55","10590105"
"1","-480","1060","120","0.5","1","0","101561","10","-120","0.85","210","-30","101561","bgm_M64","1","1","0","0","1","0.8","10600101"
"1","-270","1060","100","0.75","1","0","101561","10","-120","1.1","200","-30","101561","bgm_M64","2","2","0","0","1","1.2","10600102"
"1","-25","1060","200","0.9","1","-30","101561","0","65","1","200","-30","101561","bgm_M64","3","3","-15","-10","1","1.4","10600103"
"1","190","1060","100","0.65","1","0","101561","0","-110","1","200","-30","101561","bgm_M64","4","4","0","0","1","1.1","10600104"
"1","460","1060","400","1.25","1","-60","101562","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1.4","1.55","10600105"
"1","-480","1061","250","0.6","1","0","101001","10","-120","0.7","210","-30","101001","bgm_M64","1","1","0","-30","1","0.8","10610101"
"1","-260","1061","100","0.75","1","0","101001","0","-100","1.1","240","-30","101001","bgm_M64","2","2","0","0","1","1.2","10610102"
"1","-10","1061","100","1","1","-30","101001","0","65","1","200","-30","101001","bgm_M64","3","3","-15","-10","1","1.4","10610103"
"1","200","1061","100","1","1","0","101001","0","-110","1","200","-30","101001","bgm_M64","4","4","0","0","1","1.4","10610104"
"1","480","1061","200","1.2","1","0","101011","0","-40","1","250","-30","101011","bgm_M55","5","5","0","0","1.2","1.3","10610105"
"1","-480","1063","120","0.5","1","0","101021","10","-120","0.85","210","-30","101021","bgm_M64","1","1","0","0","1","0.8","10630101"
"1","-250","1063","250","0.7","1","-30","101021","0","-120","1","240","-30","101021","bgm_M64","2","2","0","-30","1","1","10630102"
"1","-10","1063","100","0.9","1","0","101021","0","70","1","200","-30","101021","bgm_M64","3","3","0","0","1","1.3","10630103"
"1","240","1063","100","0.8","1","-30","101021","0","-70","1","200","-30","101021","bgm_M64","4","4","0","0","1","1.2","10630104"
"1","470","1063","200","1.4","1","0","101031","0","0","1.6","220","-30","101031","bgm_M55","5","5","0","0","1","1.8","10630105"
"1","-450","1064","170","0.575","1","-25","101041","10","-110","0.9","210","-30","101041","bgm_M64","1","1","0","-30","1","1","10640101"
"1","-250","1064","200","0.65","1","0","101041","10","-120","0.7","200","-30","101041","bgm_M64","2","2","0","0","1","1","10640102"
"1","-10","1064","100","0.8","1","0","101041","0","65","1","200","-30","101041","bgm_M64","3","3","-15","-10","1","1.1","10640103"
"1","200","1064","100","0.9","1","-30","101041","0","-100","1","200","-30","101041","bgm_M64","4","4","0","0","1","1.5","10640104"
"1","450","1064","150","1.1","1.3","-50","101042","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10640105"
"1","-480","1065","250","0.6","1","0","101161","10","-120","0.7","210","-30","101161","bgm_M64","1","1","0","-30","1","0.8","10650101"
"1","-260","1065","100","0.75","1","0","101161","0","-100","1.1","240","-30","101161","bgm_M64","2","2","0","0","1","1.2","10650102"
"1","-10","1065","100","0.65","1","0","101161","5","65","1","200","-30","101161","bgm_M64","3","3","-5","-10","1","1.1","10650103"
"1","200","1065","100","0.8","1","0","101161","0","-100","0.85","200","-30","101161","bgm_M64","4","4","0","0","1","1","10650104"
"1","485","1065","270","0.9","1.3","-50","101162","-10","-70","1","280","-30","101162","bgm_M55","5","5","-40","-45","1","1.15","10650105"
"1","-480","1066","120","0.5","1","0","101171","10","-120","0.85","210","-30","101171","bgm_M64","1","1","0","0","1","0.8","10660101"
"1","-250","1066","250","0.7","1","-30","101171","0","-120","1","240","-30","101171","bgm_M64","2","2","0","-30","1","1","10660102"
"1","0","1066","100","0.8","1","0","101171","0","65","1.1","200","-30","101171","bgm_M64","3","3","-10","-10","1","1.15","10660103"
"1","230","1066","100","0.9","1","0","101171","0","5","1.3","200","-30","101171","bgm_M64","4","4","0","-10","1","1.35","10660104"
"1","475","1066","200","1","1","-50","101172","10","-30","1","250","-30","101172","bgm_M55","5","5","-20","0","1","1.45","10660105"
"1","-480","1067","250","0.6","1","0","101191","10","-50","0.7","210","-30","101191","bgm_M64","1","1","0","-30","1","0.8","10670101"
"1","-270","1067","100","0.75","1","0","101191","10","-120","1.1","200","-30","101191","bgm_M64","2","2","0","0","1","1.2","10670102"
"1","-20","1067","100","0.9","1","-30","101191","0","50","1","200","-30","101191","bgm_M64","3","3","-15","-10","1","1.4","10670103"
"1","200","1067","200","1","1","0","101191","0","-90","1","200","-30","101191","bgm_M64","4","4","0","0","1","1.5","10670104"
"1","485","1067","200","1.1","1","-50","101192","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1.2","1.3","10670105"
"1","-470","1068","100","0.8","1","20","101201","10","0","1.1","210","-30","101201","bgm_M64","1","1","0","0","1","1.45","10680101"
"1","-250","1068","200","0.65","1","0","101201","10","-120","0.7","200","-30","101201","bgm_M64","2","2","0","0","1","1","10680102"
"1","-5","1068","100","0.75","1","-10","101201","10","70","1","200","-30","101201","bgm_M64","3","3","-15","-10","1","1.3","10680103"
"1","190","1068","100","0.7","1","43","101201","0","-110","1","200","-30","101201","bgm_M64","4","4","0","0","1","1","10680104"
"1","475","1068","100","1","1","-50","101202","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10680105"
"1","-450","1069","170","0.575","1","-25","101291","10","-110","0.9","210","-30","101291","bgm_M64","1","1","0","-30","1","1","10690101"
"1","-225","1069","100","0.75","1","0","101291","0","-25","1.1","240","-30","101291","bgm_M64","2","2","0","0","1","1.2","10690102"
"1","0","1069","100","1.55","1","0","101291","0","65","2.2","200","-30","101291","bgm_M64","3","3","-15","-10","1","2.3","10690103"
"1","190","1069","100","0.65","1","0","101291","0","-110","1","200","-30","101291","bgm_M64","4","4","0","0","1","1.1","10690104"
"1","490","1069","100","1.1","1","15","101292","30","-15","1","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10690105"
"1","-480","1070","250","0.6","1","0","101301","10","-50","0.7","210","-30","101301","bgm_M64","1","1","0","-30","1","0.8","10700101"
"1","-250","1070","200","0.65","1","0","101301","10","-120","0.7","200","-30","101301","bgm_M64","2","2","0","0","1","1","10700102"
"1","-50","1070","200","0.93","1","-30","101301","-10","100","1","200","-30","101301","bgm_M64","3","3","0","-10","1","1.4","10700103"
"1","190","1070","150","0.9","1","-30","101301","0","-120","1","200","-30","101301","bgm_M64","4","4","0","0","1","1.1","10700104"
"1","470","1070","100","1","1","-15","101302","10","-55","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10700105"
"1","-470","1071","100","0.8","1","20","101441","10","0","1.1","210","-30","101441","bgm_M64","1","1","0","0","1","1.45","10710101"
"1","-250","1071","250","0.7","1","-30","101441","0","-120","1","240","-30","101441","bgm_M64","2","2","0","-30","1","1","10710102"
"1","-10","1071","100","0.8","1","0","101441","0","65","1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.1","10710103"
"1","200","1071","100","0.7","1","0","101441","0","-120","0.7","200","-30","101441","bgm_M64","4","4","0","0","1","1","10710104"
"1","470","1071","100","0.95","1","-35","101442","10","-70","1.1","230","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10710105"
"1","-450","1072","170","0.575","1","-25","101451","10","-110","0.9","210","-30","101451","bgm_M64","1","1","0","-30","1","1","10720101"
"1","-225","1072","100","0.75","1","0","101451","0","-25","1.1","240","-30","101451","bgm_M64","2","2","0","0","1","1.2","10720102"
"1","-10","1072","100","1","1","-30","101451","0","65","1","200","-30","101451","bgm_M64","3","3","-15","-10","1","1.4","10720103"
"1","210","1072","100","0.8","1","20","101451","10","-100","1","200","-30","101451","bgm_M64","4","4","0","0","1","1.1","10720104"
"1","510","1072","100","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1.2","1.55","10720105"
"1","-450","1073","170","0.575","1","-25","101561","10","0","0.9","210","-30","101561","bgm_M64","1","1","0","-30","1","1","10730101"
"1","-270","1073","100","0.75","1","0","101561","10","-120","1.1","200","-30","101561","bgm_M64","2","2","0","0","1","1.2","10730102"
"1","-10","1073","100","0.65","1","0","101561","5","65","1","200","-30","101561","bgm_M64","3","3","-5","-10","1","1.1","10730103"
"1","200","1073","100","1","1","0","101561","0","-110","1","200","-30","101561","bgm_M64","4","4","0","0","1","1.4","10730104"
"1","460","1073","400","1.25","1","-60","101562","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1.4","1.55","10730105"
"1","-480","1074","250","0.6","1","0","101001","10","-50","0.7","210","-30","101001","bgm_M64","1","1","0","-30","1","0.8","10740101"
"1","-260","1074","200","0.9","1","10","101001","0","-110","1.1","240","-30","101001","bgm_M64","2","2","0","10","1","1.35","10740102"
"1","-5","1074","100","0.75","1","-10","101001","10","70","1","200","-30","101001","bgm_M64","3","3","-15","-10","1","1.15","10740103"
"1","190","1074","100","0.9","1","0","101001","0","-110","1","200","-30","101001","bgm_M64","4","4","0","0","1","1.2","10740104"
"1","480","1074","200","1.2","1","0","101011","0","-40","1","250","-30","101011","bgm_M55","5","5","0","0","1.2","1.3","10740105"
"1","-470","1075","100","0.8","1","20","101021","10","0","1.1","210","-30","101021","bgm_M64","1","1","0","0","1","1.45","10750101"
"1","-250","1075","200","0.65","1","0","101021","10","-120","0.7","200","-30","101021","bgm_M64","2","2","0","0","1","1","10750102"
"1","-10","1075","150","0.6","1","-50","101021","0","0","0.55","200","-30","101021","bgm_M64","3","3","-13","-60","1.4","0.9","10750103"
"1","200","1075","100","0.9","1","-30","101021","0","-100","1","200","-30","101021","bgm_M64","4","4","0","0","1","1.5","10750104"
"1","470","1075","200","1.4","1","0","101031","0","0","1.6","220","-30","101031","bgm_M55","5","5","0","0","1","1.8","10750105"
"1","-480","1076","170","0.575","1","-25","101041","10","-110","0.9","210","-30","101041","bgm_M64","1","1","0","-30","1","1","10760101"
"1","-230","1076","250","0.7","1","-30","101041","0","-20","1","240","-30","101041","bgm_M64","2","2","0","-30","1","1","10760102"
"1","15","1076","100","0.9","1","-30","101041","0","-120","1","200","-30","101041","bgm_M64","3","3","-15","-10","1","1.4","10760103"
"1","200","1076","300","0.8","1","-60","101041","0","40","1","200","-30","101041","bgm_M64","4","4","0","-50","1","1.3","10760104"
"1","450","1076","150","1.1","1.3","-50","101042","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10760105"
"1","-480","1077","250","0.6","1","0","101161","10","-50","0.7","210","-30","101161","bgm_M64","1","1","0","-30","1","0.8","10770101"
"1","-270","1077","100","0.75","1","0","101161","10","-120","1.1","200","-30","101161","bgm_M64","2","2","0","0","1","1.2","10770102"
"1","-10","1077","100","0.9","1","0","101161","0","70","1","200","-30","101161","bgm_M64","3","3","0","0","1","1.3","10770103"
"1","200","1077","200","1","1","0","101161","0","-90","1","200","-30","101161","bgm_M64","4","4","0","0","1","1.5","10770104"
"1","485","1077","270","0.9","1.3","-50","101162","-10","-70","1","280","-30","101162","bgm_M55","5","5","-40","-45","1","1.15","10770105"
"1","-450","1078","170","0.575","1","-25","101171","10","-90","0.9","210","-30","101171","bgm_M64","1","1","0","-30","1","1","10780101"
"1","-225","1078","100","0.75","1","0","101171","0","20","1.1","240","-30","101171","bgm_M64","2","2","0","0","1","1.2","10780102"
"1","0","1078","100","0.8","1","0","101171","0","-65","1.1","200","-30","101171","bgm_M64","3","3","-10","-10","1","1.15","10780103"
"1","230","1078","100","0.65","1","0","101171","0","0","0.9","200","-30","101171","bgm_M64","4","4","0","-10","1","1","10780104"
"1","475","1078","200","1","1","-50","101172","10","-30","1","250","-30","101172","bgm_M55","5","5","-20","0","1","1.45","10780105"
"1","-480","1079","250","0.6","1","0","101191","10","-50","0.7","210","-30","101191","bgm_M64","1","1","0","-30","1","0.8","10790101"
"1","-260","1079","200","0.9","1","10","101191","0","-110","1.1","240","-30","101191","bgm_M64","2","2","0","10","1","1.35","10790102"
"1","-10","1079","100","0.8","1","0","101191","0","65","1","200","-30","101191","bgm_M64","3","3","-15","-10","1","1.1","10790103"
"1","230","1079","100","0.9","1","0","101191","0","5","1.3","200","-30","101191","bgm_M64","4","4","0","-10","1","1.35","10790104"
"1","485","1079","200","1.1","1","-50","101192","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1.2","1.3","10790105"
"1","-470","1080","100","0.85","1","0","101201","10","0","1.1","210","-30","101201","bgm_M64","1","1","0","0","1","1.35","10800101"
