aef8fcd3bb4d73cb8516090814c76e3d7d6637e8202b373aefa8277f45652e54,b62c3e1ff867809a7398ab2d843b83070f5cc4e6000086654a1c74e07ce0cd24,dae14b03876f564b9a6a6189922c98f6f14e7e6278d69322862cd961745f16a9,83215b17c052212766fa6bb8f69cb5db609d6ee09560929b9066fe241b2062f7,9fde83dc9d96362545f2c83dd2834cd02276e9d244e417cc3387bc1a6bdbb04b,c1aed6c5d0dde8281381b8fd3a1548f41d6d9842566bede9c7665b01a764085f,7a8eb808c721a07eff54fb0479bd12f62ed86d0007261acb6d4548a5e691b28f,8c396447c1ae51a8c9b8497f5152494a1220d23ccc74ff519c64769aaa9670c8,35c66fbd773b44e7f611d08a8c46f97a94be1669ff2d9be457643bc1f35adc50,be4ee9e96ed8e628c10a83d72c6446c35fc1b35e8a214d1e9b43e2c9f8a6d5a1,703d0a04a6f5c67c182d9efb2253086136a24180aa3289562e463b470094cb8a,ae466ade77842c603650268a69aa188da48e2e48b01a6488c9efab4b92e8a788,eaa735196fb44d4b63310d5a52f71cc1530f61129ccb20a74d82c8ba95c47401
"20","","","","227","SAN！SHINE PARTY","","227","1500","2022-06-15 15:00:00","","SAN！SHINE PARTY","-1"
"20","","","","228","出發，前往靈妙的森林深處","","228","1000","2022-06-15 15:00:00","","出發，前往靈妙的森林深處","-1"
"20","","","","229","破曉之星的夏日遊戲　於夏海閃耀的三份心意","","229","1000","2022-07-15 15:00:00","","破曉之星的夏日遊戲　於夏海閃耀的三份心意","-1"
"20","","","","230","海將海馬司令","","230","1000","2022-07-15 15:00:00","","海將海馬指揮官","-1"
"20","","","","231","Secret Star","","231","1500","2022-07-15 15:00:00","","Secret Star","-1"
"20","","","","232","飛奔吧常夏！極限沙灘搶旗！","","232","1000","2022-07-15 15:00:00","","飛奔吧常夏！極限沙灘搶旗","-1"
"20","","","","233","小小夏日回憶錄　在海岸上找到的微小幸福","","233","1000","2022-08-15 15:00:00","","小小夏日回憶錄　在海邊發現的小小幸福","-1"
"20","","","","234","月光之門","","234","1000","2022-08-15 15:00:00","","月光之門","-1"
"20","","","","235","滿心期待SUMMER TIME","","235","1500","2022-08-15 15:00:00","","滿心期待SUMMER TIME！","-1"
"20","","","","236","小繆快快長大日記","","236","1000","2022-08-15 15:00:00","","小繆快快長大日記","-1"
"20","","","","237","真步真步的神奇旅程！　旅行的少女與邊境的大樹","","237","1000","2022-09-15 15:00:00","","真步真步的神奇旅程！　旅行的少女與邊境的大樹","-1"
"20","","","","238","哀執的植物羊","","238","1000","2022-09-15 15:00:00","","哀執的植物羊","-1"
"20","","","","239","優雅少女旅程","","239","1500","2022-09-15 15:00:00","","優雅少女旅程","-1"
"20","","","","240","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","","240","1000","2022-10-15 15:00:00","","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","-1"
"20","","","","241","瘋狂直播主‧鏡","","241","1000","2022-10-15 15:00:00","","瘋狂直播主‧輝美","-1"
"20","","","","242","O-TA-O-TA WORLD","","242","1500","2022-10-15 15:00:00","","O-TA-O-TA WORLD","-1"
"20","","","","243","部族精神　高揭之劍與榮耀和平之橋","","243","1000","2022-11-15 15:00:00","","部族精神　高揭之劍與榮耀和平之橋","-1"
"20","","","","244","黑曜魔像","","244","1000","2022-11-15 15:00:00","","黑曜魔像","-1"
"20","","","","245","Knight's Soul","","245","1500","2022-11-15 15:00:00","","Knight's Soul","-1"
"20","","","","246","Happy Happening　幸福的雙子天使與聖誕夜的禮物","","246","1000","2022-12-15 15:00:00","","Happy Happening　幸福的雙子天使與聖誕夜的禮物","-1"
"20","","","","247","不幸福的多倫多獸","","247","1000","2022-12-15 15:00:00","","不幸福的多倫多獸","-1"
"20","","","","248","初雪雙胞胎的求愛","","248","1500","2022-12-15 15:00:00","","初雪雙胞胎的求愛","-1"
"20","","","","249","煙霧繚繞忘年奇譚　為旭日初升舉杯","","249","1000","2023-01-15 15:00:00","","煙霧繚繞忘年奇譚　為旭日初升舉杯","-1"
"20","","","","250","汙穢的湯之神‧陽卵","","250","1000","2023-01-15 15:00:00","","汙穢的湯之神‧陽卵","-1"
"20","","","","251","ma.sa.yu.me.","","251","1500","2023-01-15 15:00:00","","ma.sa.yu.me.","-1"
"20","","","","252","新春每日溫泉","","252","1000","2023-01-15 15:00:00","","新春每日溫泉","-1"
"20","","","","253","終炎的理想鄉","","253","1000","2023-01-15 15:00:00","","終炎的理想鄉","2116007"
"20","","","","254","甦醒的威脅們","","254","1000","2023-01-15 15:00:00","","甦醒的威脅們","2116007"
"20","","","","255","虛偽的救贖者","","255","1000","2023-01-15 15:00:00","","虛偽的救濟者","2116007"
"20","","","","256","司掌終炎的魔術師","","256","1000","2023-01-15 15:00:00","","司掌終炎的魔術師","2116007"
"20","","","","257","追尋奧祕力量之人","","257","1000","2023-01-15 15:00:00","","追尋奧祕力量之人","2116007"
"20","","","","258","嚮往著希望的樂園","","258","1000","2023-02-15 15:00:00","","嚮往著希望的樂園","-1"
"20","","","","259","即便在充滿不確定性的未來","","259","1000","2023-02-15 15:00:00","","即便在充滿不確定性的未來","-1"
"20","","","","260","樂園守護者","","260","1000","2023-02-15 15:00:00","","樂園守護者","-1"
"20","","","","261","象徵久遠庭園之人","","261","1000","2023-02-15 15:00:00","","象徵久遠庭園之人","-1"
"20","","","","262","Never Lose Again","","262","1500","2023-02-15 15:00:00","","Never Lose Again","-1"
"20","","","","263","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze","","263","1000","2023-03-15 15:00:00","","貓與懷舊點心的咖啡廳　歡迎光臨Café Naschkatze","-1"
"20","","","","264","祈福託災的招財貓","","264","1000","2023-03-15 15:00:00","","祈福託災的招財貓","-1"
"20","","","","265","喵喵的奮力一擊","","265","1500","2023-03-15 15:00:00","","喵喵的奮力一擊","-1"
"20","","","","266","Dears歡迎回來與我回來了的約定","","266","1000","2023-04-15 15:00:00","","Dears　歡迎回家與我回來了的約定","-1"
"20","","","","267","大王猩猩","","267","1000","2023-04-15 15:00:00","","大王猩猩","-1"
"20","","","","268","我的色彩STORY","","268","1500","2023-04-15 15:00:00","","我的色彩STORY","-1"
"20","","","","269","魔物生態報告書","","269","1000","2023-04-15 15:00:00","","魔物生態報告書","-1"
"20","","","","270","萬花綻放的新天地","","270","1000","2023-04-15 15:00:00","","萬花綻放的新天地","-1"
"20","","","","271","吉歐提格尼亞的戰鬥","","271","1000","2023-04-15 15:00:00","","吉歐‧提格尼亞的戰鬥","-1"
"20","","","","272","Connect‧With‧Blue　直至少女前往天際","","272","1000","2023-05-15 15:00:00","","Connect‧With‧Blue　直至少女前往天際","-1"
"20","","","","273","智慧的鍊金術師‧莫夫","","273","1000","2023-05-15 15:00:00","","智慧的鍊金術師‧莫夫","-1"
"20","","","","274","羽翼的序幕","","274","1500","2023-05-15 15:00:00","","羽翼的序幕","-1"
"20","","","","275","蘭德索爾一期一會","","275","1000","2023-05-15 15:00:00","","蘭德索爾一期一會","-1"
"20","","","","276","次元斷層","","276","1000","2023-05-15 15:00:00","","次元斷層","-1"
"20","","","","277","出現於次元夾縫的威脅","","277","1000","2023-05-15 15:00:00","","出現於次元夾縫的威脅","-1"
"20","","","","278","華麗世界的強敵","","278","1000","2023-05-15 15:00:00","","華麗世界的強敵","-1"
"20","","","","279","吸血鬼傳聞錄黑夜與美麗的饗宴","","279","1000","2023-06-15 15:00:00","","吸血鬼傳聞錄　黑夜與美麗的饗宴","-1"
"20","","","","280","變貌的從者布拉德","","280","1000","2023-06-15 15:00:00","","變貌的從者‧布拉德","-1"
"20","","","","281","Gothical Radical Eternal Wedding","","281","1500","2023-06-15 15:00:00","","Gothical Radical † Eternal Wedding","-1"
"20","","","","282","雪的審美會","","282","1000","2023-06-15 15:00:00","","雪的審美會","-1"
"20","","","","283","Princess Fight","","283","1000","2023-06-15 15:00:00","","Princess Fight☆","-1"
"20","","","","284","艾爾皮斯島之戰","","284","1000","2023-06-15 15:00:00","","艾爾皮斯島之戰","-1"
"20","","","","285","大間的排光海水大作戰祕密主義者與禁斷之海","","285","1000","2023-07-15 15:00:00","","大間的排光海水大作戰　祕密主義者與禁斷之海","-1"
"20","","","","286","復活的白色島鯨","","286","1000","2023-07-15 15:00:00","","復活的白色島鯨","-1"
"20","","","","287","變身萬花筒","","287","1500","2023-07-15 15:00:00","","變身萬花筒","-1"
"20","","","","288","公主的祕密","","288","1000","2023-07-15 15:00:00","","公主的祕密","-1"
"20","","","","289","美食獵人號出發前進","","289","1000","2023-07-15 15:00:00","","美食獵人號，出發前進！","-1"
"20","","","","290","戰慄幽奇海岸夏日度假驚悚物語","","290","1000","2023-08-15 15:00:00","","戰慄幽奇海岸　～夏日度假村驚悚怪談～","-1"
"20","","","","291","怨恨亡靈","","291","1000","2023-08-15 15:00:00","","怨恨亡靈","-1"
"20","","","","292","愛的羈絆","","292","1500","2023-08-15 15:00:00","","愛的羈絆","-1"
"20","","","","293","Precious Journey","","293","1500","2023-08-15 15:00:00","","Precious Journey","2201005"
"20","","","","294","晚霞色的漫步","","294","1500","2023-08-15 15:00:00","","晚霞色的漫步","2201008"
"20","","","","295","魔法青春日子魔法學園與奇蹟之鐘","","295","1000","2023-09-15 15:00:00","","魔法師的青春時日　魔法學園與奇蹟之鐘","-1"
"20","","","","296","被解放的暴魔阿爾杰什","","296","1000","2023-09-15 15:00:00","","被解放的暴魔‧阿爾杰什","-1"
"20","","","","297","那個春天從日記的續篇開始","","297","1500","2023-09-15 15:00:00","","那個春天，從日記的續篇開始","-1"
"20","","","","298","萊拉耶爾","","298","1000","2023-09-15 15:00:00","","萊拉耶爾","2201007"
"20","","","","299","做好要學習的準備了嗎","","299","1000","2023-09-15 15:00:00","","做好要學習的準備了嗎？","-1"
"20","","","","300","放學後的讀書會","","300","1000","2023-09-15 15:00:00","","放學後的讀書會","-1"
"20","","","","301","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","","301","1000","2023-10-15 15:00:00","","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","-1"
"20","","","","302","哈立德","","302","1000","2023-10-15 15:00:00","","哈立德","-1"
"20","","","","303","Adenium","","303","1500","2023-10-15 15:00:00","","Adenium","-1"
"20","","","","304","蠻賊三姊妹","","304","1000","2023-10-15 15:00:00","","蠻賊三姊妹","2202001"
"20","","","","305","夢幻的婚姻模擬遊戲","","305","1000","2023-10-15 15:00:00","","夢幻的婚姻模擬遊戲","-1"
"20","","","","306","有魔物！！","","306","1000","2023-10-15 15:00:00","","有魔物！！","-1"
"20","","","","307","新天地的強敵","","307","1000","2023-10-15 15:00:00","","新天地的強敵","-1"
"20","","","","308","Criminal Rookie　天使們的悖論","","308","1000","2023-11-15 15:00:00","","Criminal Rookie　天使們的悖論","-1"
"20","","","","309","最終冒險★","","309","1000","2023-11-15 15:00:00","","最終冒險★","-1"
"20","","","","310","Ylide Lotus","","310","1500","2023-11-15 15:00:00","","Ylide Lotus","-1"
"20","","","","311","旅行與成長（與反省）的記錄","","311","1000","2023-11-15 15:00:00","","旅行與成長（與反省）的記錄","-1"
"20","","","","312","幻變少女","","312","1000","2023-11-15 15:00:00","","幻變少女","2201001"
"20","","","","313","探險","","313","1000","2023-11-15 15:00:00","","探險","-1"
"20","","","","314","聖誕哭泣寶貝　為誰存在的幸福之日","","314","1000","2023-12-15 15:00:00","","聖誕哭泣寶貝　為誰存在的幸福之日","-1"
"20","","","","315","巴西利斯克‧阿洛斯","","315","1000","2023-12-15 15:00:00","","巴西利斯克‧阿洛斯","-1"
"20","","","","316","Christmas Blessing","","316","1500","2023-12-15 15:00:00","","Christmas Blessing","-1"
"20","","","","317","降臨期日曆","","317","1000","2023-12-15 15:00:00","","降臨期日曆","-1"
"20","","","","318","業火燃燒的密林","","318","1000","2023-12-15 15:00:00","","業火燃燒的密林","-1"
"20","","","","319","吉歐‧格黑納之戰","","319","1000","2023-12-15 15:00:00","","吉歐‧格黑納之戰","-1"
"20","","","","320","迎春夢想家們　新年隕石碎碎平安","","320","1000","2024-01-15 15:00:00","","迎春夢想家們！　新年隕石碎碎平安！？","-1"
"20","","","","321","夢中隕石","","321","1000","2024-01-15 15:00:00","","夢中隕石","-1"
"20","","","","322","未來的夢","","322","1500","2024-01-15 15:00:00","","未來的夢","-1"
"20","","","","323","初夢挑戰","","323","1000","2024-01-15 15:00:00","","初夢挑戰","-1"
"20","","","","324","焚燒世界的強敵","","324","1000","2024-01-15 15:00:00","","焚燒世界的強敵","-1"
"20","","","","325","天才發明家三女布武機","","325","1000","2024-01-15 15:00:00","","天才發明家三女、布武機","-1"
"20","","","","326","受難體質的次女若菜","","326","1000","2024-01-15 15:00:00","","受難體質的次女、若菜","-1"
"20","","","","327","心胸開闊的長女倭","","327","1000","2024-01-15 15:00:00","","心胸開闊的長女、倭","-1"
"20","","","","328","涅妃‧涅羅","","328","1000","2024-01-15 15:00:00","","涅妃‧涅羅","2205002"
"20","","","","329","映於鏡中的訪客","","329","1000","2024-02-15 0:00:00","","映於鏡中的訪客","-1"
"20","","","","330","再一次。並且，再也不會。","","330","1000","2024-02-15 0:00:00","","再一次。並且，再也不會。","-1"
"20","","","","331","紅霧精靈","","331","1000","2024-02-15 0:00:00","","紅霧精靈","-1"
"20","","","","332","顯露苦衷 埃拉＆志那都","","332","1000","2024-02-15 0:00:00","","顯露苦衷 埃拉＆志那都","-1"
"20","","","","333","Prayer","","333","1500","2024-02-15 0:00:00","","Prayer","-1"
"20","","","","334","Another Wish‧Log","","334","1000","2024-02-15 0:00:00","","Another Wish‧Log","-1"
"20","","","","335","穿越焚燒的世界","","335","1000","2024-02-15 0:00:00","","穿越焚燒的世界","-1"
"20","","","","336","亂入！蠻賊三姊妹","","336","1000","2024-02-15 0:00:00","","亂入！蠻賊三姊妹","-1"
"20","","","","337","厄莉絲","","337","1000","2024-02-15 0:00:00","","厄莉絲","2109008"
"20","","","","338","凜冬中的盛夏與神聖學院的問題兒童","","338","1000","2024-03-15 15:00:00","","寒冬的盛夏與神聖學院的問題兒童","-1"
"20","","","","339","地獄的聖女富美惠","","339","1000","2024-03-15 15:00:00","","地獄的聖女富美惠","-1"
"20","","","","340","妄想夏日光暈","","340","1500","2024-03-15 15:00:00","","妄想夏日光暈","-1"
"20","","","","341","【LIVE】漂漂河　白天","","341","1000","2024-03-15 15:00:00","","【LIVE】漂漂河　白天","-1"
"20","","","","342","【LIVE】漂漂河　夜晚","","342","1000","2024-03-15 15:00:00","","【LIVE】漂漂河　夜晚","-1"
"20","","","","343","公主騎士之力","","343","1000","2024-03-15 15:00:00","","公主騎士之力","-1"
"20","","","","344","抵達深奧的領域","","344","1000","2024-03-15 15:00:00","","抵達深奧的領域","-1"
"20","","","","345","紅焰的深域","","345","1000","2024-03-15 15:00:00","","紅焰的深域","-1"
"20","","","","346","蒼波的深域","","346","1000","2024-03-15 15:00:00","","蒼波的深域","-1"
"20","","","","347","翠嵐的深域","","347","1000","2024-03-15 15:00:00","","翠嵐的深域","-1"
"20","","","","348","珀天的深域","","348","1000","2024-03-15 15:00:00","","珀天的深域","-1"
"20","","","","349","紫冥的深域","","349","1000","2024-03-15 15:00:00","","紫冥的深域","-1"
"20","","","","350","CoolieFuryBootCamp魔鬼教官與鞭子與糖果","","350","1000","2024-04-15 15:00:00","","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","-1"
"20","","","","351","剛雷獸雷葛宏","","351","1000","2024-04-15 15:00:00","","剛雷獸‧雷葛宏","-1"
"20","","","","352","IntoTheTrust","","352","1500","2024-04-15 15:00:00","","Into The Trust","-1"
"20","","","","353","惠理子和真琴的行軍A-Go-Go","","353","1000","2024-04-15 15:00:00","","惠理子和真琴的行軍A-Go-Go！","-1"
"20","","","","354","新兵們隨我來","","354","1000","2024-04-15 15:00:00","","新兵們，隨我來","-1"
"20","","","","355","前往決鬥的舞台","","355","1000","2024-04-15 15:00:00","","前往決鬥的舞台","-1"
"20","","","","356","戰鬥試煉場開幕","","356","1000","2024-04-15 15:00:00","","戰鬥試煉場，開幕！","-1"
"20","","","","357","花開時節的真誠心意","","357","1000","2024-05-15 15:00:00","","花開季節的真心","-1"
"20","","","","358","魔物植物莫培爾培","","358","1000","2024-05-15 15:00:00","","魔物植物‧莫培爾培","-1"
"20","","","","359","映照在眼中的倒影","","359","1500","2024-05-15 15:00:00","","映照在眼中的倒影","-1"
"20","","","","360","坐鎮於煉獄之物","","360","1000","2024-05-15 15:00:00","","坐鎮於煉獄之物","-1"
"20","","","","361","大夢想樂園大遊行　寶石兔與祕密的夥伴們","","361","1000","2024-06-15 15:00:00","","大夢想樂園大遊行　寶石兔與祕密的夥伴們","-1"
"20","","","","362","捲土重來‧吉諾","","362","1000","2024-06-15 15:00:00","","捲土重來‧吉諾","-1"
"20","","","","363","神奇寶石遊行！","","363","1500","2024-06-15 15:00:00","","神奇寶石遊行！","-1"
"20","","","","364","大夢想樂園導覽","","364","1000","2024-06-15 15:00:00","","大夢想樂園導覽","-1"
"20","","","","365","集合吧，做好事社團！　美空的愉快暑假","","365","1000","2024-07-15 15:00:00","","集合吧，做好事社團！　美空的愉快暑假","-1"
"20","","","","366","盛夏的發狂史萊姆","","366","1000","2024-07-15 15:00:00","","盛夏的發狂史萊姆","-1"
"20","","","","367","Ai-愛的逃亡★","","367","1500","2024-07-15 15:00:00","","Ai-愛的逃亡★","-1"
"20","","","","368","修復夏日相片","","368","1000","2024-07-15 15:00:00","","修復夏日相片","-1"
"20","","","","369","幻惑的妖精於盛夏之園起舞的身影","","369","1000","2024-08-15 15:00:00","","幻惑的妖精　-於盛夏之園起舞的身影-","-1"
"20","","","","370","混沌發電機","","370","1000","2024-08-15 15:00:00","","混沌生成系統","-1"
"20","","","","371","回憶","","371","1500","2024-08-15 15:00:00","","Re:collection","-1"
"20","","","","372","水都的回憶","","372","1000","2024-08-15 15:00:00","","水都的回憶","-1"
"20","","","","373","煉獄之叛亂","","373","1000","2024-09-15 15:00:00","","煉獄之叛亂","2209006"
"20","","","","374","煉獄之叛亂六凶魔蜘蛛阿剌克涅","","374","1000","2024-09-15 15:00:00","","煉獄之叛亂　-六凶‧魔蜘蛛阿剌克涅-","2209006"
"20","","","","375","與魔蜘蛛僕人的戰鬥","","375","1000","2024-09-15 15:00:00","","與魔蜘蛛僕人的戰鬥","2209006"
"20","","","","376","拿不准的盜賊三姊妹","","376","1000","2024-09-15 15:00:00","","拿不准的盜賊三姊妹","2209006"
"20","","","","377","與革命少女的戰鬥","","377","1000","2024-09-15 15:00:00","","與革命少女的戰鬥","2209006"
"20","","","","378","潛藏在地底煉獄的災禍","","378","1000","2024-09-15 15:00:00","","潛藏在地底煉獄的災禍","2209006"
"20","","","","379","甦醒的六凶魔蜘蛛阿剌克涅","","379","1000","2024-09-15 15:00:00","","甦醒的六凶‧魔蜘蛛阿剌克涅","2209006"
"20","","","","380","再臨的公主造型冰龍","","380","1000","2024-09-15 15:00:00","","再臨的公主造型冰龍","2209006"
"20","","","","381","雪菲","","381","1000","2024-09-15 15:00:00","","雪菲","2104010"
"20","","","","382","芙蕾雅","","382","1000","2024-09-15 15:00:00","","芙蕾雅","2209006"
"20","","","","383","阿剌克涅","","383","1000","2024-09-15 15:00:00","","阿剌克涅","2209006"
"20","","","","384","顯現的魔蜘蛛真容","","384","1000","2024-09-15 15:00:00","","顯現的魔蜘蛛真容","2209006"
"20","","","","385","望的一日店長記　這裡是阿爾克絲鍊金堂","","385","1000","2024-10-15 15:00:00","","望的一日店長記　這裡是阿爾克絲鍊金堂","-1"
"20","","","","386","惡毒巨蛇","","386","1000","2024-10-15 15:00:00","","惡毒巨蛇","-1"
"20","","","","387","Dance in the Fragrance","","387","1500","2024-10-15 15:00:00","","Dance in the Fragrance","-1"
"20","","","","388","阿爾克絲鍊金堂　業務日誌","","388","1000","2024-10-15 15:00:00","","阿爾克絲鍊金堂　業務日誌","-1"
"20","","","","389","阿爾克絲鍊金堂","","389","1000","2024-10-15 15:00:00","","阿爾克絲鍊金堂","-1"
"20","","","","390","阿爾克絲鍊金堂　化學版本","","390","1000","2024-10-15 15:00:00","","阿爾克絲鍊金堂（化學Ver.）","-1"
"20","","","","391","蠻賊歸來　炎國的無法無天姊妹","","391","1000","2024-11-15 15:00:00","","蠻賊歸來　炎國的無法無天姊妹","-1"
"20","","","","392","超級 衝刺喬","","392","1000","2024-11-15 15:00:00","","超級 衝刺喬","-1"
"20","","","","393","狂野蠻賊表演時間","","393","1500","2024-11-15 15:00:00","","狂野蠻賊表演時間！！","-1"
"20","","","","394","衝突　破壞　非法坦克大戰","","394","1000","2024-11-15 15:00:00","","衝突！破壞！非法坦克大戰","-1"
"20","","","","395","出擊吧　戰車戰鬥","","395","1000","2024-11-15 15:00:00","","出擊吧！戰車戰鬥！","-1"
"20","","","","396","Let's　究極鍊成","","396","1000","2024-11-15 15:00:00","","Let's！「究極鍊成」！","-1"
"20","","","","397","於此地邂逅身經百戰的強敵","","397","1000","2024-11-15 15:00:00","","於此地邂逅身經百戰的強敵","-1"
"20","","","","398","Love＆Punishment惡魔送來的聖誕節","","398","1000","2024-12-15 15:00:00","","Love＆Punishment　惡魔送來的聖誕節","-1"
"20","","","","399","年幼鬼魂吐舌鬼","","399","1000","2024-12-15 15:00:00","","年幼鬼魂 吐舌鬼","-1"
"20","","","","400","今晚在槲寄生底下","","400","1500","2024-12-15 15:00:00","","今晚，在槲寄生底下","-1"
"20","","","","401","朱火深淵","","401","1000","2024-12-15 15:00:00","","朱火深淵","-1"
"20","","","","402","轟流深淵","","402","1000","2024-12-15 15:00:00","","轟流深淵","-1"
"20","","","","403","烈風深淵","","403","1000","2024-12-15 15:00:00","","烈風深淵","-1"
"20","","","","404","燦爛深淵","","404","1000","2024-12-15 15:00:00","","燦爛深淵","-1"
"20","","","","405","玄闇深淵","","405","1000","2024-12-15 15:00:00","","玄闇深淵","-1"
"20","","","","406","征戰深遠的潛魔深淵","","406","1000","2024-12-15 15:00:00","","征戰深遠的龍潭虎穴","-1"
"20","","","","407","迎春吉歐格黑納蛇少女與雙姝劍士","","407","1000","2025-1-15 15:00:00","","迎春吉歐‧格黑納　蛇少女與雙姝劍士","-1"
"20","","","","408","咒縛的大蛇梅杜希亞娜","","408","1000","2025-1-15 15:00:00","","咒縛的大蛇‧梅杜希亞娜","-1"
"20","","","","409","Tiny Twin Stars","","409","1500","2025-1-15 15:00:00","","Tiny Twin Stars！！","-1"
"20","","","","410","寂靜的永凍冥界","","410","1000","2025-1-15 15:00:00","","寂靜的永凍冥界","-1"
"20","","","","411","吉歐尼布爾黑爾之戰","","411","1000","2025-1-15 15:00:00","","吉歐‧尼布爾黑爾之戰","-1"
"20","","","","412","靜寂世界的強敵","","412","1000","2025-1-15 15:00:00","","靜寂世界的強敵","-1"
"20","","","","413","薇歐莉特","","413","1000","2025-1-15 15:00:00","","薇歐莉特","2210002"
"20","","","","414","三魔姬屬","","414","1000","2025-1-15 15:00:00","","三魔姬屬","2210002"
"20","","","","415","潛入阿斯特朗七個願望與創世之殘響","","415","1000","2025-2-28 12:00:00","","潛入‧阿斯特朗　七個願望與創世之殘響","-1"
"20","","","","416","妖狐神荒尾初始","","416","1000","2025-2-28 12:00:00","","妖狐神荒尾‧始源","-1"
"20","","","","417","始源雷格利亞斯","","417","1000","2025-2-28 12:00:00","","始源‧七重冠冕","-1"
"20","","","","418","Phosphorus","","418","1500","2025-2-28 12:00:00","","Phosphorus","-1"
"20","","","","419","阿斯特朗開發錄","","419","1000","2025-2-28 12:00:00","","阿斯特朗開發錄","-1"
"20","","","","420","穿越靜寂的世界","","420","1000","2025-2-28 12:00:00","","穿越靜寂的世界","-1"
"20","","","","421","誓約女君","","421","1000","2025-2-28 12:00:00","","誓約女君","2002002"
"20","","","","422","變貌大妃","","422","1000","2025-2-28 12:00:00","","變貌大妃","2009005"
"20","","","","423","迷宮女王","","423","1000","2025-2-28 12:00:00","","迷宮女王","2005006"
"20","","","","424","霸瞳皇帝","","424","1000","2025-2-28 12:00:00","","霸瞳皇帝","2005004"
"20","","","","425","跳躍王","","425","1000","2025-2-28 12:00:00","","跳躍王","2005003"
"20","","","","426","嚮導老君","","426","1000","2025-2-28 12:00:00","","嚮導老君","2113007"
"20","","","","427","緊緊相連","","427","1500","2025-2-28 12:00:00","","緊緊相連","2013016"
"20","","","","428","Andante‧With‧You　祈禱的雙唱響起時","","428","1000","2025-3-31 12:00:00","","Andante‧With‧You　祈禱的雙唱響起時","-1"
"20","","","","429","歪音之精靈","","429","1000","2025-3-31 12:00:00","","歪音之精靈","-1"
"20","","","","430","星詠的祈禱之歌","","430","1500","2025-3-31 12:00:00","","星詠的祈禱之歌","-1"
"20","","","","431","演唱會海報","","431","1000","2025-3-31 12:00:00","","演唱會海報","-1"
"20","","","","432","魔星獸決戰","","432","1000","2025-3-31 12:00:00","","魔星獸決戰","-1"
"20","","","","433","超鋼少女巨型克蘿茜　～大出擊！蘭德索爾爆炸4.1秒前～","","433","1000","2025-4-30 12:00:00","","超鋼少女巨型克蘿茜　～大出擊！蘭德索爾爆炸4.1秒前～","-1"
"20","","","","434","巨鋼機獸‧改造蓋登","","434","1000","2025-4-30 12:00:00","","巨鋼機獸‧改造蓋登","-1"
"20","","","","435","愛！勇氣！巨型克蘿茜","","435","1500","2025-4-30 12:00:00","","愛！勇氣！巨型克蘿茜","-1"
"20","","","","436","克蘿茜大解密","","436","1000","2025-4-30 12:00:00","","克蘿茜大解密","-1"
"20","","","","437","集結！　阿爾克絲＆暮光　密醫與兩位鍊金術師","","437","1000","2025-5-31 12:00:00","","集結！　阿爾克絲＆暮光　密醫與兩位鍊金術師","-1"
"20","","","","438","戀愛的鍊僕‧荷姆荷姆","","438","1000","2025-5-31 12:00:00","","戀愛的鍊僕‧荷姆荷姆","-1"
"20","","","","439","鍊金 Make it！","","439","1500","2025-5-31 12:00:00","","鍊金 Make it！","-1"
"20","","","","440","鍊金 Make it！ (off drama ver.)","","440","1500","2025-5-31 12:00:00","","鍊金 Make it！ (off drama ver.)","-1"
"20","","","","441","鍊金術‧重播","","441","1000","2025-5-31 12:00:00","","鍊金術‧重播","-1"
"20","","","","442","華隸大小姐華音的華麗復仇　～佐以傲嬌粉紅～","","442","1000","2025-6-30 12:00:00","","華隸大小姐華音的華麗復仇　～佐以傲嬌粉紅～","-1"
"20","","","","443","灼麗的劍奴 哥布林女士","","443","1000","2025-6-30 12:00:00","","灼麗的劍奴 哥布林女士","-1"
"20","","","","444","Back×Back","","444","1500","2025-6-30 12:00:00","","Back×Back","-1"
"20","","","","445","華隸大小姐的更生挑戰","","445","1000","2025-6-30 12:00:00","","華隸大小姐的更生挑戰","-1"
"20","","","","446","Summer Dream Refrain　水平線彼端的旅途","","446","1000","2025-7-31 12:00:00","","Summer Dream Refrain　水平線彼端的旅途","-1"
"20","","","","447","厄莉絲的闇影","","447","1000","2025-7-31 12:00:00","","厄莉絲的闇影","-1"
"20","","","","448","幸福的味道","","448","1500","2025-7-31 12:00:00","","幸福的味道","-1"
"20","","","","449","Summer Anemos Summer Qualia","","449","1000","2025-8-31 12:00:00","","Summer Anemos, Summer Qualia","-1"
"20","","","","450","企鵝加丘","","450","1000","2025-8-31 12:00:00","","企鵝加丘","-1"
"20","","","","451","夏日的一片花瓣","","451","1500","2025-8-31 12:00:00","","夏日的一片花瓣","-1"
"20","","","","452","妮諾建立大奧","","452","1000","2025-8-31 12:00:00","","妮諾，建立大奧","-1"
"20","","","","453","And I Will　以掌握的這雙手","","453","1000","2025-9-30 12:00:00","",", And I Will　以掌握的這雙手","-1"
"20","","","","454","霸瞳皇帝'","","454","1000","2025-9-30 12:00:00","","霸瞳皇帝'","-1"
