7891b6bc22b1df0190525a89ff3991d83bc5f82e0a81f3cbbfd4db6d4df329a6,69fdd66bd548b815fbed51b03a2373c65de50230841fd795dfc4a757fbf5a6ae,71b729e2de03a35a038faa3b9f3993a2c5625b3036316717d81b4668038888bd,0da897029765baa09ce0fb983da02a4495d6d20963fc40fb55cc3b0e227e1fa0,c5e4e3a9522a42b3e4752bc54a9139640deabbacb497847f7d07860138571a3f,af8bec160ad4585c0b303fdc04610d2fd405b7ee88507d7f53e65d6d693e25f5,241af72d4514769b46811baf774e9c6210af724d8e9b4bfcd105897ba264fc5d,b59d682ba7841ca0ecc0d94613701e496afd11705c83a9ca3524a2411917bf49,a2e6ae510a3e6cb73880e07f3eaaba75b7e68fcedb2d7b19e51a4b08675c70de,a31c8f7ad690fc8f07f2a60bf1afa7fd4769a6f7848b41679f9744b879ab53a0,2eb6f55fc0e7d07268069ff21f2d7868eb5f5f6a45c382c79ed9a5517ac9bbcd,67849fbc46d2f3da90054ecd06e877b3a131c81f3740a27f61cc4aedb92f0614,661291617efde53e61d6a71467c7fc78dae86c71f0ad4bacbbc2e8893423b9b6,bccb71ac41ba1a001f0ec671b4f03bd2111e96ecc0aaa2acf9f9196448480098,1f83a7d1ea3fbc63c83de857f817bec44fa51e4414e0eff697826a2331383af7,e5d44e78b0c0d14ed905296a54ff75076193a2ff1fcbe1738b742bf8568dc47d,ceb879ff6f6cf4ba9e0ac84bb470afd248b23b679fbf6449df29bbbb96447617,81ae0efed0b63e6e5715b745f22682d9d7582c32c6b5723f815a145235fbd548,7d478e76d71f54ec04e17f18a6f9cfbf3bfdcdc4eb81b5cb8cb94da14b9f8be6,1937aa598e4a091eb458deb887078ac738d839db19f9ddbcec2bb817a262f8b6,6d64fcb1f6a26f28d48f9838410414f8cd559356582f456df7f16efc0747cdb3,e8b83e71faed6b1c3f91da55884d62a4bc0d9f806e70f3929af651e316edc56c,99641e966f59e9f598d44eeefddce00e03efa374a151ea230c2b69a1b96b7f3f,8e672a654727e4d4a23bb6fc1641622e7ba8173929dd3a78f0b774b5542a73c8,fb4954d6f4b0306bff899d1890da5abf7e684e69b3f61e27f4fd907f1e2e6670,46ebb4e643f473a6932a9f7802ebf2b193c2e760aff500fb20ae32cf67d5e12c,17e3c6f162cfa37037e74df0becc6100847e6ff90f60c869110154503dc51ede,7e5a6006e209e1cb24a847562a81f326edcd6aa5ddeffd2a01e63426f7b79bcc,35574173e1bf76c9bd55980e33aad8cd337de9f2edfb8e09f125dec62f496195,522416dee0a1df8f08fd0e21a14d5ccf00aa54447f7d6d29b013889105589007,f796c6941ad579a13520eb097daa072d22495d250ac8868771da326a2e3f7736,3a1b53f466dd838dff312cc5db67d30aa8ddf0fabf662c22502c6d316b495590,a18e51ff302e482049161b02c5e6cc4fa7f8af1a485d5533418ea04b5917d731,f41978950beea9b5fcaa3aa95a906d9e75b78ed23bb8ec46cd92dab3144d756d,79a72e0cef5f702f0453857b19f142ea7a659aa00d45855cc0840291a4c9adf8,d61e0cf6c5e356bb5972c01edbbb87c9943665dc93257dc137a207adfcf99cf6,493b611f34360f4eb41a2c56e7717cac78f7cd6cdf442447fffd6b741f5b7a7c,06e41e8fd58660833a3d1d4e01eee26b942b8f7019ed2cc9f4dc64137f99758b,2620451f49b0e9bcdb3d00c5d075940851afdae10d30f91d26fb4af288f06f4c
"710011","1","1004203","10250101","1004104","10250102","1004201","1","1004205","401044141","1.2","1","1.5","1.3","10250105","0","1004204","1025","1001301","1.2","10250104","1000000","401044111","1","10250103","1.4","401044131","1004105","1004102","401044121","401044151","0","80","1004103","1","0.03","1004101","1","1004202"
"710011","1","1004208","10250101","1004109","10250102","1004206","1","1004210","401044141","1.2","3","1.5","1.3","10250105","0","1004209","1025","1001303","1.2","10250104","1000000","401044111","1","10250103","1.4","401044131","1004110","1004107","401044121","401044151","0","81","1004108","2","0.03","1004106","2","1004207"
"710011","1","1004208","10250101","1004109","10250102","1004206","2","1004210","401044191","1.6","10","2","1.8","10250105","0","1004209","1025","1001303","1.6","10250104","1000000","401044161","2","10250103","1.9","401044181","1004110","1004107","401044171","401044201","0","82","1004108","4","0.06","1004106","4","1004207"
"710011","1","1004208","10250101","1004109","10250102","1004206","2","1004210","401044241","2","34","2.6","2.4","10250105","0","1004209","1025","1001303","2","10250104","1000000","401044211","3","10250103","2.4","401044231","1004110","1004107","401044221","401044251","0","83","1004108","11","0.06","1004106","11","1004207"
"710011","1","1004208","10250101","1004109","10250102","1004206","2","1004210","401044291","3.5","-1","4","3.7","10250105","0","1004209","1025","1001303","3.5","10250104","1000000","401044261","4","10250103","3.8","401044281","1004110","1004107","401044271","401044301","0","84","1004108","35","0.06","1004106","35","1004207"
"710021","1","1004203","10260101","1004104","10260102","1004201","1","1004205","401044491","1.2","1","1.5","1.3","10260105","0","1004204","1026","1001301","1.2","10260104","1000000","401044461","1","10260103","1.4","401044481","1004105","1004102","401044471","401044501","0","85","1004103","1","0.03","1004101","1","1004202"
"710021","1","1004208","10260101","1004109","10260102","1004206","1","1004210","401044491","1.2","3","1.5","1.3","10260105","0","1004209","1026","1001303","1.2","10260104","1000000","401044461","1","10260103","1.4","401044481","1004110","1004107","401044471","401044501","0","86","1004108","2","0.03","1004106","2","1004207"
"710021","1","1004208","10260101","1004109","10260102","1004206","2","1004210","401044541","1.6","10","2","1.8","10260105","0","1004209","1026","1001303","1.6","10260104","1000000","401044511","2","10260103","1.9","401044531","1004110","1004107","401044521","401044551","0","87","1004108","4","0.06","1004106","4","1004207"
"710021","1","1004208","10260101","1004109","10260102","1004206","2","1004210","401044591","2","34","2.6","2.4","10260105","0","1004209","1026","1001303","2","10260104","1000000","401044561","3","10260103","2.4","401044581","1004110","1004107","401044571","401044601","0","88","1004108","11","0.06","1004106","11","1004207"
"710021","1","1004208","10260101","1004109","10260102","1004206","2","1004210","401044641","3.5","-1","4","3.7","10260105","0","1004209","1026","1001303","3.5","10260104","1000000","401044611","4","10260103","3.8","401044631","1004110","1004107","401044621","401044651","0","89","1004108","35","0.06","1004106","35","1004207"
"710031","1","1004203","10270101","1004104","10270102","1004201","1","1004205","401044841","1.2","1","1.5","1.3","10270105","0","1004204","1027","1001301","1.2","10270104","1000000","401044811","1","10270103","1.4","401044831","1004105","1004102","401044821","401044851","0","90","1004103","1","0.03","1004101","1","1004202"
"710031","1","1004208","10270101","1004109","10270102","1004206","1","1004210","401044841","1.2","3","1.5","1.3","10270105","0","1004209","1027","1001303","1.2","10270104","1000000","401044811","1","10270103","1.4","401044831","1004110","1004107","401044821","401044851","0","91","1004108","2","0.03","1004106","2","1004207"
"710031","1","1004208","10270101","1004109","10270102","1004206","2","1004210","401044891","1.6","10","2","1.8","10270105","0","1004209","1027","1001303","1.6","10270104","1000000","401044861","2","10270103","1.9","401044881","1004110","1004107","401044871","401044901","0","92","1004108","4","0.06","1004106","4","1004207"
"710031","1","1004208","10270101","1004109","10270102","1004206","2","1004210","401044941","2","34","2.6","2.4","10270105","0","1004209","1027","1001303","2","10270104","1000000","401044911","3","10270103","2.4","401044931","1004110","1004107","401044921","401044951","0","93","1004108","11","0.06","1004106","11","1004207"
"710031","1","1004208","10270101","1004109","10270102","1004206","2","1004210","401044991","3.5","-1","4","3.7","10270105","0","1004209","1027","1001303","3.5","10270104","1000000","401044961","4","10270103","3.8","401044981","1004110","1004107","401044971","401045001","0","94","1004108","35","0.06","1004106","35","1004207"
"710041","1","1004203","10280101","1004104","10280102","1004201","1","1004205","401045191","1.2","1","1.5","1.3","10280105","0","1004204","1028","1001301","1.2","10280104","1000000","401045161","1","10280103","1.4","401045181","1004105","1004102","401045171","401045201","0","95","1004103","1","0.03","1004101","1","1004202"
"710041","1","1004208","10280101","1004109","10280102","1004206","1","1004210","401045191","1.2","3","1.5","1.3","10280105","0","1004209","1028","1001303","1.2","10280104","1000000","401045161","1","10280103","1.4","401045181","1004110","1004107","401045171","401045201","0","96","1004108","2","0.03","1004106","2","1004207"
"710041","1","1004208","10280101","1004109","10280102","1004206","2","1004210","401045241","1.6","10","2","1.8","10280105","0","1004209","1028","1001303","1.6","10280104","1000000","401045211","2","10280103","1.9","401045231","1004110","1004107","401045221","401045251","0","97","1004108","4","0.06","1004106","4","1004207"
"710041","1","1004208","10280101","1004109","10280102","1004206","2","1004210","401045291","2","34","2.6","2.4","10280105","0","1004209","1028","1001303","2","10280104","1000000","401045261","3","10280103","2.4","401045281","1004110","1004107","401045271","401045301","0","98","1004108","11","0.06","1004106","11","1004207"
"710041","1","1004208","10280101","1004109","10280102","1004206","2","1004210","401045341","3.5","-1","4","3.7","10280105","0","1004209","1028","1001303","3.5","10280104","1000000","401045311","4","10280103","3.8","401045331","1004110","1004107","401045321","401045351","0","99","1004108","35","0.06","1004106","35","1004207"
"710051","1","1004203","10290101","1004104","10290102","1004201","1","1004205","401045541","1.2","1","1.5","1.3","10290105","0","1004204","1029","1001301","1.2","10290104","1000000","401045511","1","10290103","1.4","401045531","1004105","1004102","401045521","401045551","0","100","1004103","1","0.03","1004101","1","1004202"
"710051","1","1004208","10290101","1004109","10290102","1004206","1","1004210","401045541","1.2","3","1.5","1.3","10290105","0","1004209","1029","1001303","1.2","10290104","1000000","401045511","1","10290103","1.4","401045531","1004110","1004107","401045521","401045551","0","101","1004108","2","0.03","1004106","2","1004207"
"710051","1","1004208","10290101","1004109","10290102","1004206","2","1004210","401045591","1.6","10","2","1.8","10290105","0","1004209","1029","1001303","1.6","10290104","1000000","401045561","2","10290103","1.9","401045581","1004110","1004107","401045571","401045601","0","102","1004108","4","0.06","1004106","4","1004207"
"710051","1","1004208","10290101","1004109","10290102","1004206","2","1004210","401045641","2","34","2.6","2.4","10290105","0","1004209","1029","1001303","2","10290104","1000000","401045611","3","10290103","2.4","401045631","1004110","1004107","401045621","401045651","0","103","1004108","11","0.06","1004106","11","1004207"
"710051","1","1004208","10290101","1004109","10290102","1004206","2","1004210","401045691","3.5","-1","4","3.7","10290105","0","1004209","1029","1001303","3.5","10290104","1000000","401045661","4","10290103","3.8","401045681","1004110","1004107","401045671","401045701","0","104","1004108","35","0.06","1004106","35","1004207"
"710061","1","1004203","10300101","1004104","10300102","1004201","1","1004205","401045891","1.2","1","1.5","1.3","10300105","0","1004204","1030","1001301","1.2","10300104","1000000","401045861","1","10300103","1.4","401045881","1004105","1004102","401045871","401045901","0","105","1004103","1","0.03","1004101","1","1004202"
"710061","1","1004208","10300101","1004109","10300102","1004206","1","1004210","401045891","1.2","3","1.5","1.3","10300105","0","1004209","1030","1001303","1.2","10300104","1000000","401045861","1","10300103","1.4","401045881","1004110","1004107","401045871","401045901","0","106","1004108","2","0.03","1004106","2","1004207"
"710061","1","1004208","10300101","1004109","10300102","1004206","2","1004210","401045941","1.6","10","2","1.8","10300105","0","1004209","1030","1001303","1.6","10300104","1000000","401045911","2","10300103","1.9","401045931","1004110","1004107","401045921","401045951","0","107","1004108","4","0.06","1004106","4","1004207"
"710061","1","1004208","10300101","1004109","10300102","1004206","2","1004210","401045991","2","34","2.6","2.4","10300105","0","1004209","1030","1001303","2","10300104","1000000","401045961","3","10300103","2.4","401045981","1004110","1004107","401045971","401046001","0","108","1004108","11","0.06","1004106","11","1004207"
"710061","1","1004208","10300101","1004109","10300102","1004206","2","1004210","401046041","3.5","-1","4","3.7","10300105","0","1004209","1030","1001303","3.5","10300104","1000000","401046011","4","10300103","3.8","401046031","1004110","1004107","401046021","401046051","0","109","1004108","35","0.06","1004106","35","1004207"
"710071","1","1004203","10310101","1004104","10310102","1004201","1","1004205","401046241","1.2","1","1.5","1.3","10310105","0","1004204","1031","1001301","1.2","10310104","1000000","401046211","1","10310103","1.4","401046231","1004105","1004102","401046221","401046251","0","110","1004103","1","0.03","1004101","1","1004202"
"710071","1","1004208","10310101","1004109","10310102","1004206","1","1004210","401046241","1.2","3","1.5","1.3","10310105","0","1004209","1031","1001303","1.2","10310104","1000000","401046211","1","10310103","1.4","401046231","1004110","1004107","401046221","401046251","0","111","1004108","2","0.03","1004106","2","1004207"
"710071","1","1004208","10310101","1004109","10310102","1004206","2","1004210","401046291","1.6","10","2","1.8","10310105","0","1004209","1031","1001303","1.6","10310104","1000000","401046261","2","10310103","1.9","401046281","1004110","1004107","401046271","401046301","0","112","1004108","4","0.06","1004106","4","1004207"
"710071","1","1004208","10310101","1004109","10310102","1004206","2","1004210","401046341","2","34","2.6","2.4","10310105","0","1004209","1031","1001303","2","10310104","1000000","401046311","3","10310103","2.4","401046331","1004110","1004107","401046321","401046351","0","113","1004108","11","0.06","1004106","11","1004207"
"710071","1","1004208","10310101","1004109","10310102","1004206","2","1004210","401046391","3.5","-1","4","3.7","10310105","0","1004209","1031","1001303","3.5","10310104","1000000","401046361","4","10310103","3.8","401046381","1004110","1004107","401046371","401046401","0","114","1004108","35","0.06","1004106","35","1004207"
"710081","1","1004203","10320101","1004104","10320102","1004201","1","1004205","401046591","1.2","1","1.5","1.3","10320105","0","1004204","1032","1001301","1.2","10320104","1000000","401046561","1","10320103","1.4","401046581","1004105","1004102","401046571","401046601","0","115","1004103","1","0.03","1004101","1","1004202"
"710081","1","1004208","10320101","1004109","10320102","1004206","1","1004210","401046591","1.2","3","1.5","1.3","10320105","0","1004209","1032","1001303","1.2","10320104","1000000","401046561","1","10320103","1.4","401046581","1004110","1004107","401046571","401046601","0","116","1004108","2","0.03","1004106","2","1004207"
"710081","1","1004208","10320101","1004109","10320102","1004206","2","1004210","401046641","1.6","10","2","1.8","10320105","0","1004209","1032","1001303","1.6","10320104","1000000","401046611","2","10320103","1.9","401046631","1004110","1004107","401046621","401046651","0","117","1004108","4","0.06","1004106","4","1004207"
"710081","1","1004208","10320101","1004109","10320102","1004206","2","1004210","401046691","2","34","2.6","2.4","10320105","0","1004209","1032","1001303","2","10320104","1000000","401046661","3","10320103","2.4","401046681","1004110","1004107","401046671","401046701","0","118","1004108","11","0.06","1004106","11","1004207"
"710081","1","1004208","10320101","1004109","10320102","1004206","2","1004210","401046741","3.5","-1","4","3.7","10320105","0","1004209","1032","1001303","3.5","10320104","1000000","401046711","4","10320103","3.8","401046731","1004110","1004107","401046721","401046751","0","119","1004108","35","0.06","1004106","35","1004207"
"710091","1","1004203","10330101","1004104","10330102","1004201","1","1004205","401046941","1.2","1","1.5","1.3","10330105","0","1004204","1033","1001301","1.2","10330104","1000000","401046911","1","10330103","1.4","401046931","1004105","1004102","401046921","401046951","0","120","1004103","1","0.03","1004101","1","1004202"
"710091","1","1004208","10330101","1004109","10330102","1004206","1","1004210","401046941","1.2","3","1.5","1.3","10330105","0","1004209","1033","1001303","1.2","10330104","1000000","401046911","1","10330103","1.4","401046931","1004110","1004107","401046921","401046951","0","121","1004108","2","0.03","1004106","2","1004207"
"710091","1","1004208","10330101","1004109","10330102","1004206","2","1004210","401046991","1.6","10","2","1.8","10330105","0","1004209","1033","1001303","1.6","10330104","1000000","401046961","2","10330103","1.9","401046981","1004110","1004107","401046971","401047001","0","122","1004108","4","0.06","1004106","4","1004207"
"710091","1","1004208","10330101","1004109","10330102","1004206","2","1004210","401047041","2","34","2.6","2.4","10330105","0","1004209","1033","1001303","2","10330104","1000000","401047011","3","10330103","2.4","401047031","1004110","1004107","401047021","401047051","0","123","1004108","11","0.06","1004106","11","1004207"
"710091","1","1004208","10330101","1004109","10330102","1004206","2","1004210","401047091","3.5","-1","4","3.7","10330105","0","1004209","1033","1001303","3.5","10330104","1000000","401047061","4","10330103","3.8","401047081","1004110","1004107","401047071","401047101","0","124","1004108","35","0.06","1004106","35","1004207"
"710101","1","1004203","10340101","1004104","10340102","1004201","1","1004205","401047291","1.2","1","1.5","1.3","10340105","0","1004204","1034","1001301","1.2","10340104","1000000","401047261","1","10340103","1.4","401047281","1004105","1004102","401047271","401047301","0","125","1004103","1","0.03","1004101","1","1004202"
"710101","1","1004208","10340101","1004109","10340102","1004206","1","1004210","401047291","1.2","3","1.5","1.3","10340105","0","1004209","1034","1001303","1.2","10340104","1000000","401047261","1","10340103","1.4","401047281","1004110","1004107","401047271","401047301","0","126","1004108","2","0.03","1004106","2","1004207"
"710101","1","1004208","10340101","1004109","10340102","1004206","2","1004210","401047341","1.6","10","2","1.8","10340105","0","1004209","1034","1001303","1.6","10340104","1000000","401047311","2","10340103","1.9","401047331","1004110","1004107","401047321","401047351","0","127","1004108","4","0.06","1004106","4","1004207"
"710101","1","1004208","10340101","1004109","10340102","1004206","2","1004210","401047391","2","34","2.6","2.4","10340105","0","1004209","1034","1001303","2","10340104","1000000","401047361","3","10340103","2.4","401047381","1004110","1004107","401047371","401047401","0","128","1004108","11","0.06","1004106","11","1004207"
"710101","1","1004208","10340101","1004109","10340102","1004206","2","1004210","401047441","3.5","44","4","3.7","10340105","0","1004209","1034","1001303","3.5","10340104","1000000","401047411","4","10340103","3.8","401047431","1004110","1004107","401047421","401047451","0","129","1004108","35","0.06","1004106","35","1004207"
"710101","1","1004208","10340101","1004109","10340102","1004206","2","1004210","401047491","3.5","-1","4","3.7","10340105","0","1004209","1034","1001303","3.5","10340104","1000000","401047461","5","10340103","3.8","401047481","1004110","1004107","401047471","401047501","0","130","1004108","45","0.06","1004106","45","1004207"
"710111","1","1004203","10350101","1004104","10350102","1004201","1","1004205","401047691","1.2","1","1.5","1.3","10350105","0","1004204","1035","1001301","1.2","10350104","1000000","401047661","1","10350103","1.4","401047681","1004105","1004102","401047671","401047701","0","131","1004103","1","0.03","1004101","1","1004202"
"710111","1","1004208","10350101","1004109","10350102","1004206","1","1004210","401047691","1.2","3","1.5","1.3","10350105","0","1004209","1035","1001303","1.2","10350104","1000000","401047661","1","10350103","1.4","401047681","1004110","1004107","401047671","401047701","0","132","1004108","2","0.03","1004106","2","1004207"
"710111","1","1004208","10350101","1004109","10350102","1004206","2","1004210","401047741","1.6","10","2","1.8","10350105","0","1004209","1035","1001303","1.6","10350104","1000000","401047711","2","10350103","1.9","401047731","1004110","1004107","401047721","401047751","0","133","1004108","4","0.06","1004106","4","1004207"
"710111","1","1004208","10350101","1004109","10350102","1004206","2","1004210","401047791","2","34","2.6","2.4","10350105","0","1004209","1035","1001303","2","10350104","1000000","401047761","3","10350103","2.4","401047781","1004110","1004107","401047771","401047801","0","134","1004108","11","0.06","1004106","11","1004207"
"710111","1","1004208","10350101","1004109","10350102","1004206","2","1004210","401047841","3.5","44","4","3.7","10350105","0","1004209","1035","1001303","3.5","10350104","1000000","401047811","4","10350103","3.8","401047831","1004110","1004107","401047821","401047851","0","135","1004108","35","0.06","1004106","35","1004207"
"710111","1","1004208","10350101","1004109","10350102","1004206","2","1004210","401047891","3.5","-1","4","3.7","10350105","0","1004209","1035","1001303","3.5","10350104","1000000","401047861","5","10350103","3.8","401047881","1004110","1004107","401047871","401047901","0","136","1004108","45","0.06","1004106","45","1004207"
"710121","1","1004203","10360101","1004104","10360102","1004201","1","1004205","401048091","1.2","1","1.5","1.3","10360105","0","1004204","1036","1001301","1.2","10360104","1000000","401048061","1","10360103","1.4","401048081","1004105","1004102","401048071","401048101","0","137","1004103","1","0.03","1004101","1","1004202"
"710121","1","1004208","10360101","1004109","10360102","1004206","1","1004210","401048091","1.2","3","1.5","1.3","10360105","0","1004209","1036","1001303","1.2","10360104","1000000","401048061","1","10360103","1.4","401048081","1004110","1004107","401048071","401048101","0","138","1004108","2","0.03","1004106","2","1004207"
"710121","1","1004208","10360101","1004109","10360102","1004206","2","1004210","401048141","1.6","10","2","1.8","10360105","0","1004209","1036","1001303","1.6","10360104","1000000","401048111","2","10360103","1.9","401048131","1004110","1004107","401048121","401048151","0","139","1004108","4","0.06","1004106","4","1004207"
"710121","1","1004208","10360101","1004109","10360102","1004206","2","1004210","401048191","2","34","2.6","2.4","10360105","0","1004209","1036","1001303","2","10360104","1000000","401048161","3","10360103","2.4","401048181","1004110","1004107","401048171","401048201","0","140","1004108","11","0.06","1004106","11","1004207"
"710121","1","1004208","10360101","1004109","10360102","1004206","2","1004210","401048241","3.5","44","4","3.7","10360105","0","1004209","1036","1001303","3.5","10360104","1000000","401048211","4","10360103","3.8","401048231","1004110","1004107","401048221","401048251","0","141","1004108","35","0.06","1004106","35","1004207"
"710121","1","1004208","10360101","1004109","10360102","1004206","2","1004210","401048291","3.5","-1","4","3.7","10360105","0","1004209","1036","1001303","3.5","10360104","1000000","401048261","5","10360103","3.8","401048281","1004110","1004107","401048271","401048301","0","142","1004108","45","0.06","1004106","45","1004207"
"710011","1","1004203","10370101","1004104","10370102","1004201","1","1004205","401048491","1.2","1","1.5","1.3","10370105","0","1004204","1037","1001301","1.2","10370104","1000000","401048461","1","10370103","1.4","401048481","1004105","1004102","401048471","401048501","0","143","1004103","1","0.03","1004101","1","1004202"
"710011","1","1004208","10370101","1004109","10370102","1004206","1","1004210","401048491","1.2","3","1.5","1.3","10370105","0","1004209","1037","1001303","1.2","10370104","1000000","401048461","1","10370103","1.4","401048481","1004110","1004107","401048471","401048501","0","144","1004108","2","0.03","1004106","2","1004207"
"710011","1","1004208","10370101","1004109","10370102","1004206","2","1004210","401048541","1.6","10","2","1.8","10370105","0","1004209","1037","1001303","1.6","10370104","1000000","401048511","2","10370103","1.9","401048531","1004110","1004107","401048521","401048551","0","145","1004108","4","0.06","1004106","4","1004207"
"710011","1","1004208","10370101","1004109","10370102","1004206","2","1004210","401048591","2","34","2.6","2.4","10370105","0","1004209","1037","1001303","2","10370104","1000000","401048561","3","10370103","2.4","401048581","1004110","1004107","401048571","401048601","0","146","1004108","11","0.06","1004106","11","1004207"
"710011","1","1004208","10370101","1004109","10370102","1004206","2","1004210","401048641","3.5","44","4","3.7","10370105","0","1004209","1037","1001303","3.5","10370104","1000000","401048611","4","10370103","3.8","401048631","1004110","1004107","401048621","401048651","0","147","1004108","35","0.06","1004106","35","1004207"
"710011","1","1004208","10370101","1004109","10370102","1004206","2","1004210","401048691","3.5","-1","4","3.7","10370105","0","1004209","1037","1001303","3.5","10370104","1000000","401048661","5","10370103","3.8","401048681","1004110","1004107","401048671","401048701","0","148","1004108","45","0.06","1004106","45","1004207"
"710021","1","1004203","10380101","1004104","10380102","1004201","1","1004205","401048891","1.2","1","1.5","1.3","10380105","0","1004204","1038","1001301","1.2","10380104","1000000","401048861","1","10380103","1.4","401048881","1004105","1004102","401048871","401048901","0","149","1004103","1","0.03","1004101","1","1004202"
"710021","1","1004208","10380101","1004109","10380102","1004206","1","1004210","401048891","1.2","3","1.5","1.3","10380105","0","1004209","1038","1001303","1.2","10380104","1000000","401048861","1","10380103","1.4","401048881","1004110","1004107","401048871","401048901","0","150","1004108","2","0.03","1004106","2","1004207"
"710021","1","1004208","10380101","1004109","10380102","1004206","2","1004210","401048941","1.6","10","2","1.8","10380105","0","1004209","1038","1001303","1.6","10380104","1000000","401048911","2","10380103","1.9","401048931","1004110","1004107","401048921","401048951","0","151","1004108","4","0.06","1004106","4","1004207"
"710021","1","1004208","10380101","1004109","10380102","1004206","2","1004210","401048991","2","34","2.6","2.4","10380105","0","1004209","1038","1001303","2","10380104","1000000","401048961","3","10380103","2.4","401048981","1004110","1004107","401048971","401049001","0","152","1004108","11","0.06","1004106","11","1004207"
"710021","1","1004208","10380101","1004109","10380102","1004206","2","1004210","401049041","3.5","44","4","3.7","10380105","0","1004209","1038","1001303","3.5","10380104","1000000","401049011","4","10380103","3.8","401049031","1004110","1004107","401049021","401049051","0","153","1004108","35","0.06","1004106","35","1004207"
"710021","1","1004208","10380101","1004109","10380102","1004206","2","1004210","401049091","3.5","-1","4","3.7","10380105","0","1004209","1038","1001303","3.5","10380104","1000000","401049061","5","10380103","3.8","401049081","1004110","1004107","401049071","401049101","0","154","1004108","45","0.06","1004106","45","1004207"
"710031","1","1004203","10390101","1004104","10390102","1004201","1","1004205","401049291","1.2","1","1.5","1.3","10390105","0","1004204","1039","1001301","1.2","10390104","1000000","401049261","1","10390103","1.4","401049281","1004105","1004102","401049271","401049301","0","155","1004103","1","0.03","1004101","1","1004202"
"710031","1","1004208","10390101","1004109","10390102","1004206","1","1004210","401049291","1.2","3","1.5","1.3","10390105","0","1004209","1039","1001303","1.2","10390104","1000000","401049261","1","10390103","1.4","401049281","1004110","1004107","401049271","401049301","0","156","1004108","2","0.03","1004106","2","1004207"
"710031","1","1004208","10390101","1004109","10390102","1004206","2","1004210","401049341","1.6","10","2","1.8","10390105","0","1004209","1039","1001303","1.6","10390104","1000000","401049311","2","10390103","1.9","401049331","1004110","1004107","401049321","401049351","0","157","1004108","4","0.06","1004106","4","1004207"
"710031","1","1004208","10390101","1004109","10390102","1004206","2","1004210","401049391","2","30","2.6","2.4","10390105","0","1004209","1039","1001303","2","10390104","1000000","401049361","3","10390103","2.4","401049381","1004110","1004107","401049371","401049401","0","158","1004108","11","0.06","1004106","11","1004207"
"710031","1","1004208","10390101","1004109","10390102","1004206","2","1004210","401049441","3.5","40","4","3.7","10390105","0","1004209","1039","1001303","3.5","10390104","1000000","401049411","4","10390103","3.8","401049431","1004110","1004107","401049421","401049451","0","159","1004108","31","0.06","1004106","31","1004207"
"710031","1","1004208","10390101","1004109","10390102","1004206","2","1004210","401049491","3.5","-1","4","3.7","10390105","0","1004209","1039","1001303","3.5","10390104","1000000","401049461","5","10390103","3.8","401049481","1004110","1004107","401049471","401049501","0","160","1004108","41","0.06","1004106","41","1004207"
"710041","1","1004203","10400101","1004104","10400102","1004201","1","1004205","401049691","1.2","1","1.5","1.3","10400105","0","1004204","1040","1001301","1.2","10400104","1000000","401049661","1","10400103","1.4","401049681","1004105","1004102","401049671","401049701","0","161","1004103","1","0.03","1004101","1","1004202"
"710041","1","1004208","10400101","1004109","10400102","1004206","1","1004210","401049691","1.2","3","1.5","1.3","10400105","0","1004209","1040","1001303","1.2","10400104","1000000","401049661","1","10400103","1.4","401049681","1004110","1004107","401049671","401049701","0","162","1004108","2","0.03","1004106","2","1004207"
"710041","1","1004208","10400101","1004109","10400102","1004206","2","1004210","401049741","1.6","10","2","1.8","10400105","0","1004209","1040","1001303","1.6","10400104","1000000","401049711","2","10400103","1.9","401049731","1004110","1004107","401049721","401049751","0","163","1004108","4","0.06","1004106","4","1004207"
"710041","1","1004208","10400101","1004109","10400102","1004206","2","1004210","401049791","2","30","2.6","2.4","10400105","0","1004209","1040","1001303","2","10400104","1000000","401049761","3","10400103","2.4","401049781","1004110","1004107","401049771","401049801","0","164","1004108","11","0.06","1004106","11","1004207"
"710041","1","1004208","10400101","1004109","10400102","1004206","2","1004210","401049841","3.5","40","4","3.7","10400105","0","1004209","1040","1001303","3.5","10400104","1000000","401049811","4","10400103","3.8","401049831","1004110","1004107","401049821","401049851","0","165","1004108","31","0.06","1004106","31","1004207"
"710041","1","1004208","10400101","1004109","10400102","1004206","2","1004210","401049891","3.5","-1","4","3.7","10400105","0","1004209","1040","1001303","3.5","10400104","1000000","401049861","5","10400103","3.8","401049881","1004110","1004107","401049871","401049901","0","166","1004108","41","0.06","1004106","41","1004207"
"710051","1","1004203","10410101","1004104","10410102","1004201","1","1004205","401050091","1.2","1","1.5","1.3","10410105","0","1004204","1041","1001301","1.2","10410104","1000000","401050061","1","10410103","1.4","401050081","1004105","1004102","401050071","401050101","0","167","1004103","1","0.03","1004101","1","1004202"
"710051","1","1004208","10410101","1004109","10410102","1004206","1","1004210","401050091","1.2","3","1.5","1.3","10410105","0","1004209","1041","1001303","1.2","10410104","1000000","401050061","1","10410103","1.4","401050081","1004110","1004107","401050071","401050101","0","168","1004108","2","0.03","1004106","2","1004207"
"710051","1","1004208","10410101","1004109","10410102","1004206","2","1004210","401050141","1.6","10","2","1.8","10410105","0","1004209","1041","1001303","1.6","10410104","1000000","401050111","2","10410103","1.9","401050131","1004110","1004107","401050121","401050151","0","169","1004108","4","0.06","1004106","4","1004207"
