85cb96a6901df6d2eb541549dc6886c7764cff5d98ad0bda3f86186a85c271d1,0719f590a143c4b1a14f91d0ae3f07d678d6dca47057851e38a5fae787bb6182,2c48e4f2f577a756303fb20d25166f896ac671cd4ce26e3e918dd09f4821b146,ecfc4ee792f3394727d352b42a9e26864ae34f86757bb352470dc40241c10bc0,f88d380732f539b07b509d1297fe5d65742a785a61537667b8df2172568220f9,cd489ca648cc158f5752fb40bbc26b76a29a939c4976941858ae1b05df085baf,9d77a035d994c24a5551df97bfa8b798c2a530a1859560e0c5c0517d52ac3ca1,19df96b8b39147b1a9ebd6932ae96f20b05ac2973de7959d5ee5505a1a0f26f9,3083e436ae6bcea8a8798880f2b4f18b7e4aa612feeeac470ef147a4c59784ed,0b9abbfc1c8451a44df769a836e708c6abe3f182cf585025e5a2a4a80a029ca5,907d7dcb05593572af1c92858f6215e68d6b78a4c4d26d964ff988cb5336b6b0,53baebaacf290d4ce04036db073de48d0e6c74a06ee8fe1d4d334451f78ed802,8e5ccc036675e8ae43819e29e0d41055208e10e27e95945090f2bd5f4410f4e5,b8cc25159d2f0746053b89b0a13c50138e4d9d48e3d6a02a1c2e51d3bfccca82,34a160204778aee554a947da275fe76c62ad6bf68475b3b6f59e6e9c61068371,e3af80f6149fb7cae957a7410eb7b80085339b0b0f659ff035d4820c647962dc,62c512c7c4c2c88472aace1c3811b3000b00fad4d5cc647a3d9a6b467bff7f54,694b19d86a20348b1fbb67d87111a39be15b1769fc6192b1c67786c9f98644e9,c6e73c63bb4c4b74ef140c33a69f6f1797e1b532152081cc7acba9a9e91538ce,1670207dacddc1b96afe84cf45c6c41088661acd3fdefcf68338880a86e87372,6bb6157f9b8f5d5b951e8a9edf4046dfdb34daf408ed1ef98f46fa0b5a5ffb6e
"99","20","0","1","0","1","3","1","【冰龍之牙】顯現時，{0}對敵方全體造成的物理傷害","0","0","2160","物理傷害+{0}","3","0","20","0","0","1.6","120710203","1"
"99","1","0","10","1","1","2","10","【冰龍之牙】顯現時，{0}提升範圍內我方的物理攻擊力","0","12","280","物理攻擊力提升+{0}","3","0","30","0","1","30","120711101","2"
"99","1","0","80","1","1","2","10","【冰龍之牙】顯現時，{0}提升範圍內我方的TP上升","0","12","280","","3","0","12","0","0","0","120711102","2"
"1","0.5","0","3","0","1","3","37","展開每秒回復{0}HP的結界","0","0","0","每１秒的HP回復量+{0}","7","7.5","0.5","1","390","0.05","120711103","2"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","120750101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","120751101","0"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","18","0","物理攻擊力提升+{0}","7","0","30","0","1","30","120800101","2"
"1","1","0","60","0","1","1","10","自身物理暴擊提升{0}","0","18","0","","7","0","100","0","0","0","120800102","2"
"99","2112","0","120800104","3","1","3","26","","0","0","0","","7","0","0.2","0","0","0","120800103","2"
"1","30","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","30","0","0","2.4","120800104","1"
"1","1","0","6112","120800203","1","1","28","","0","0","0","","7","0","2","120800202","0","35","120800201","2"
"1","20","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","20","0","0","1.6","120800202","1"
"1","80","0","1","0","1","1","1","【劍之烙印】35時，{0}對敵方單體造成的物理傷害","0","0","-1","物理傷害+{0}","3","0","80","0","0","6.4","120800203","1"
"1","0","0","6112","120800206","1","1","28","","0","0","0","","7","0","0","0","0","35","120800204","2"
"1","1","0","10","1","1","1","10","【劍之烙印】35時，使自身的物理攻擊力提升{0}","0","12","0","物理攻擊力提升+{0}","7","0","32","0","0","32","120800205","2"
"1","35","0","1","0","1","1","35","","0","-35","0","","7","0","112","0","0","180","120800206","2"
"99","2112","0","120800302","3","1","3","26","","0","0","0","","7","0","0.125","0","0","0","120800301","2"
"1","15","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","15","0","0","1.2","120800302","1"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","12","0","物理攻擊力提升+{0}","7","0","18","0","1","18","120800303","2"
"1","1","0","6112","120801203","1","1","28","","0","0","0","","7","0","2","120801202","0","35","120801201","2"
"1","37.5","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","37.5","0","0","3","120801202","1"
"1","125","0","1","0","1","1","1","【劍之烙印】35時，{0}對敵方單體造成的物理傷害","0","0","-1","物理傷害+{0}","3","0","125","0","0","10","120801203","1"
"1","0","0","6112","120801206","1","1","28","","0","0","0","","7","0","0","0","0","35","120801204","2"
"1","1","0","10","1","1","1","10","【劍之烙印】35時，使自身的物理攻擊力提升{0}","0","30","0","物理攻擊力提升+{0}","7","0","60","0","0","60","120801205","2"
"1","35","0","1","0","1","1","35","","0","-35","0","","7","0","112","0","0","180","120801206","2"
"1","35","0","5","1","1","1","60","","0","0","0","","7","180","112","1","0","180","120810101","2"
"1","20","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","20","0","0","1.6","120810102","1"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","30","0","物理攻擊力提升+{0}","7","0","32","0","0","32","120810103","2"
"1","35","0","1","0","1","1","35","","0","10","0","","7","0","112","0","0","180","120810104","2"
"1","35","0","5","1","1","1","60","","0","0","0","","7","180","112","1","0","180","120811101","2"
"1","37.5","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","37.5","0","0","3","120811102","1"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","30","0","物理攻擊力提升+{0}","7","0","60","0","0","60","120811103","2"
"1","35","0","1","0","1","1","35","","0","10","0","","7","0","112","0","0","180","120811104","2"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","120850101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","120851101","0"
"1","1","0","30","1","1","1","10","提升自身{0}的魔法攻擊力","0","18","0","魔法攻擊力提升+{0}","7","0","38","0","0","38","120900101","2"
"1","1","0","70","1","1","1","10","提升自己{0}的魔法暴擊","0","18","0","","7","0","100","0","0","0","120900102","2"
"1","50","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","-1","魔法傷害+{0}","3","0","50","0","0","4","120900103","1"
"1","1","0","2","0","1","3","4","回復自身{0}的HP","0","0.6","0","HP回復量+{0}","7","0","13.5","0","0","13.5","120900104","2"
"1","25","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","-1","魔法傷害+{0}","3","0","25","0","0","2","120900201","1"
"1","1","0","30","1","1","1","10","提升自身{0}的魔法攻擊力","0","12","0","魔法攻擊力提升+{0}","7","0","15","0","0","15","120900202","2"
"1","40","0","2","2","1","1","46","消耗自身所剩的40％HP","0","0","0","","7","0","0","0","0","0","120900203","2"
"1","25","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","-1","魔法傷害+{0}","3","0","25","0","0","2","120900301","1"
"1","50","0","2","0","1","1","16","使敵方單體失去{0}的TP","0","0","2160","TP傷害+{0}","3","0","0.5","0","0","0","120900302","1"
"1","50","0","1","0","1","1","16","回復自身{0}的TP","0","0","0","TP回復量+{0}","7","0","0.5","0","0","0","120900303","2"
"1","25","0","2","2","1","1","46","消耗自身所剩的25％HP","0","0","0","","7","0","0","0","0","0","120900304","2"
"1","43.75","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","-1","魔法傷害+{0}","3","0","43.75","0","0","3.5","120901201","1"
"1","0","0","120901203","2","1","3","26","","0","0","0","","7","0","0.3","0","0","0","120901202","2"
"1","1","0","30","1","1","1","10","提升自身{0}的魔法攻擊力","0","12","0","魔法攻擊力提升+{0}","7","0","15","0","0","15","120901203","2"
"1","40","0","2","2","1","1","46","消耗自身所剩的40％HP","0","0","0","","7","0","0","0","0","0","120901204","2"
"1","0","0","120901206","1","1","3","26","","0","0","0","","7","0","0.25","0","0","0","120901205","2"
"1","1","0","6","0","1","3","6","展開可吸收{0}傷害量的物理魔法吸收護盾","0","0","0","","7","0","1","0","0","12","120901206","2"
"1","1","0","81","1","1","1","10","使一名敵人的 TP 上升降低{0}","0","12","-1","","3","0","15","0","1","0","120901207","1"
"1","25","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","-1","魔法傷害+{0}","3","0","25","0","0","2.4","120920301","1"
"1","180","0","2","0","1","1","16","使敵方單體失去{0}的TP","0","0","2160","","3","0","0","0","0","0","120920302","1"
"1","180","0","1","0","1","1","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","120920303","2"
"1","25","0","2","2","1","1","46","消耗自身所剩的25％HP","0","0","0","","7","0","0","0","0","0","120920304","2"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","15","0","0","15","120950101","0"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","240","0","0","15","120951101","0"
"1","1","0","950","121000103","1","3","28","","0","0","2160","","3","0","2","121000102","1","0","121000101","1"
"99","1","0","80","1","1","3","10","當目標所剩的HP在50%以上時，全體我方的TP上升提升{0}","0","18","2160","","3","0","5","0","0","0","121000102","2"
"1","35","0","1","0","1","1","1","當目標的HP低於50％時，對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","35","0","0","2.8","121000103","1"
"1","65","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","65","0","0","5.2","121000104","1"
"1","2.4","0","1","1","1","1","48","每秒回復{0}的HP","0","0","0","回復量+{0}","7","6.5","2.4","0","0","0.12","121000201","2"
"1","1","0","950","121000205","1","3","28","","0","0","2160","","6","0","2","121000203","0","0","121000202","1"
"99","1","0","10","0","1","3","10","當目標所剩的HP在50%以上時，全體我方的物理攻擊力上升{0}","0","180","2160","物理攻擊力提升+{0}","3","0","18","0","0","18","121000203","2"
"99","1","0","60","1","1","3","10","當目標所剩的HP在50%以上時，全體我方的物理暴擊上升{0}","0","180","2160","","3","0","50","0","0","0","121000204","2"
"99","1","0","10","1","1","3","10","當目標的HP低於50%時，全體我方的物理攻擊力上升{0}","0","12","2160","物理攻擊力提升+{0}","3","0","48","0","0","48","121000205","2"
"1","16.875","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","16.875","0","0","1.35","121000301","1"
"1","1","0","21","1","1","1","10","降低敵方單體{0}的物理防禦力","0","12","-1","物理防禦力降低+{0}","3","0","0.4","1","1","0.4","121000302","1"
"1","1","0","950","121000305","1","3","28","","0","0","2160","","3","0","2","121000304","1","0","121000303","1"
"1","1","0","10","1","1","1","10","當目標所剩的HP在50%以上時，自身的物理攻擊力上升{0}","0","180","0","物理攻擊力提升+{0}","7","0","30","0","1","30","121000304","2"
"1","350","0","1","1","1","1","16","當目標所剩的HP低於50％時，恢復自身TP{0}","0","0","0","","7","0","0","0","0","0","121000305","2"
"1","2.4","0","1","1","1","1","48","每秒回復{0}的HP","0","0","0","回復量+{0}","7","12.5","2.4","0","0","0.12","121001201","2"
"1","100","0","1","0","1","1","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","121001202","2"
"1","1","0","950","121001206","1","3","28","","0","0","2160","","6","0","2","121001204","0","0","121001203","1"
"99","1","0","10","0","1","3","10","當目標所剩的HP在50%以上時，全體我方的物理攻擊力上升{0}","0","180","2160","物理攻擊力提升+{0}","3","0","26","0","0","26","121001204","2"
"99","1","0","60","1","1","3","10","當目標所剩的HP在50%以上時，全體我方的物理暴擊上升{0}","0","180","2160","","3","0","70","0","0","0","121001205","2"
"99","1","0","10","1","1","3","10","當目標的HP低於50%時，全體我方的物理攻擊力上升{0}","0","24","2160","物理攻擊力提升+{0}","3","0","48","0","0","48","121001206","2"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","121050101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","121051101","0"
"99","0","0","0","0","1","3","92","","0","0","2160","","3","0","0","0","0","0","121100101","1"
"99","15.75","0","2","0","1","3","1","對敵方全體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","15.75","0","0","1.26","121100102","1"
"99","8","0","0","0","1","3","61","使全體敵人陷入恐慌狀態","0","0","2160","恐慌的成功確定Lv+1","3","0","0","0","0","100","121100103","1"
"99","1","0","1600","121100105","1","3","23","","0","0","2160","","3","0","2","0","0","0","121100104","1"
"99","50","0","2","0","1","3","16","當敵人陷入恐慌狀態時，使目標TP失去{0}","0","0","2160","TP傷害+{0}","3","0","0.5","0","0","0","121100105","1"
"1","0","0","1","0","1","1","7","","0","0","2160","","3","0","0","0","0","0","121100201","1"
"99","11.25","0","2","0","1","2","1","對範圍內的敵人造成{0}的魔法傷害","0","0","300","魔法傷害+{0}","3","0","11.25","0","0","0.9","121100202","1"
"99","50","0","2","0","1","1","16","讓範圍內的敵人TP失去{0}","0","0","300","TP傷害+{0}","3","0","0.5","0","0","0","121100203","1"
"1","0","0","1","0","1","1","7","","0","0","2160","","3","0","0","0","0","0","121100301","1"
"99","6.75","0","2","0","1","2","1","對範圍內的敵人造成{0}的魔法傷害","0","0","300","魔法傷害+{0}","3","0","6.75","0","0","0.54","121100302","1"
"99","0","0","3","0","1","2","8","使範圍內的敵人一段時間內無法行動","0","0","300","造成麻痺的成功Lv+1","3","0","0","0","0","2.5","121100303","1"
"1","0","0","1","0","1","1","7","","0","0","2160","","3","0","0","0","0","0","121101201","1"
"99","25","0","2","0","1","2","1","對範圍內的敵人造成{0}的魔法傷害","0","0","300","魔法傷害+{0}","3","0","25","0","0","2","121101202","1"
"99","180","0","2","0","1","1","16","讓範圍內的敵人TP失去{0}","0","0","300","","3","0","0","0","0","0","121101203","1"
"99","1","0","1600","121101205","1","2","23","","0","0","300","","3","0","2","0","0","0","121101204","1"
"99","180","0","2","0","1","2","16","當敵人陷入恐慌狀態時，使目標TP失去{0}","0","0","300","","3","0","0","0","0","0","121101205","1"
"99","0","0","0","0","1","3","92","","0","0","2160","","3","0","0","0","0","0","121120101","1"
"99","15.75","0","2","0","1","3","1","對敵方全體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","15.75","0","0","1.66","121120102","1"
"99","8","0","0","0","1","3","61","使全體敵人陷入恐慌狀態","0","0","2160","恐慌的成功確定Lv+1","3","0","0","0","0","100","121120103","1"
"99","1","0","1600","121120105","1","3","23","","0","0","2160","","3","0","2","0","0","0","121120104","1"
"99","180","0","2","0","1","3","16","當敵人陷入恐慌狀態時，使目標TP失去{0}","0","0","2160","","3","0","0","0","0","0","121120105","1"
"1","0","0","1","0","1","1","7","","0","0","2160","","3","0","0","0","0","0","121120201","1"
"99","11.25","0","2","0","1","2","1","對範圍內的敵人造成{0}的魔法傷害","0","0","300","魔法傷害+{0}","3","0","11.25","0","0","1.3","121120202","1"
"99","180","0","2","0","1","1","16","讓範圍內的敵人TP失去{0}","0","0","300","","3","0","0","0","0","0","121120203","1"
"1","0","0","1","0","1","1","7","","0","0","2160","","3","0","0","0","0","0","121121201","1"
"99","25","0","2","0","1","2","1","對範圍內的敵人造成{0}的魔法傷害","0","0","300","魔法傷害+{0}","3","0","25","0","0","2","121121202","1"
"99","180","0","2","0","1","1","16","讓範圍內的敵人TP失去{0}","0","0","300","","3","0","0","0","0","0","121121203","1"
"99","1","0","1600","121121205","1","2","23","","0","0","300","","3","0","2","0","0","0","121121204","1"
"99","180","0","2","0","1","2","16","當敵人陷入恐慌狀態時，使目標TP失去{0}","0","0","300","","3","0","0","0","0","0","121121205","1"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","15","0","0","15","121150101","0"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","240","0","0","15","121151101","0"
"1","40","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","2160","物理傷害+{0}","3","0","40","0","0","3.2","121200101","1"
"1","1","0","161","1","1","1","10","該敵人所受的物理傷害上升{0}％","1","18","2160","","1","0","8","0","0","0","121200102","1"
"1","1","0","0","0","1","1","35","","0","1","2160","","1","0","111","0","0","18","121200103","1"
"1","180","0","1","12120102","1","1","22","","0","0","0","","7","0","0","0","0","0","121200104","2"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","180","0","物理攻擊力提升+{0}","7","0","20","0","1","20","121200105","2"
"99","1","0","10","1","1","3","10","提升我方全體{0}的物理攻擊力","0","12","2160","物理攻擊力提升+{0}","3","0","9","0","1","9","121200201","2"
"99","1","0","60","1","1","3","10","使全體夥伴的物理暴擊提升{0}","0","12","2160","","3","0","45","0","1","0","121200202","2"
"99","0.2","0","1","1","1","3","48","每秒回復{0}的HP","0","0","2160","回復量+{0}","3","12.5","0.2","0","0","0.024","121200203","2"
"1","15","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","15","0","0","1.2","121200301","1"
"1","1","0","21","1","1","1","10","降低敵方單體{0}的物理防禦力","0","12","-1","物理防禦力降低+{0}","3","0","0.4","0","1","0.4","121200302","1"
"99","1","0","10","1","1","3","10","提升我方全體{0}的物理攻擊力","0","18","2160","物理攻擊力提升+{0}","3","0","13.5","0","1","13.5","121201201","2"
"99","1","0","60","1","1","3","10","使全體夥伴的物理暴擊提升{0}","0","18","2160","","3","0","80","0","1","0","121201202","2"
"99","45","0","1","0","1","3","6","展開{0}傷害量的物理無效護盾","0","0","2160","無效傷害量+{0}","3","0","45","0","0","18","121201203","2"
"99","0.2","0","1","1","1","3","48","每秒回復{0}的HP","0","0","2160","回復量+{0}","3","18.5","0.2","0","0","0.024","121201204","2"
"1","40","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","40","0","0","3.2","121210101","1"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","121250101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","121251101","0"
"1","0","0","121300102","2","1","3","26","","0","0","0","","7","0","0.14","0","0","0","121300101","2"
"99","1","0","10","1","1","3","10","讓目標夥伴的物理攻擊力提升{0}","0","18","0","物理攻擊力提升+{0}","20","0","8","0","0","8","121300102","2"
"1","40","0","1","0","1","3","16","回復自身{0}的TP","0","0","0","TP回復量+{0}","7","0","0.4","0","0","0","121300201","2"
"99","0.5","0","1","1","1","3","48","每秒回復{0}的HP","0","0","0","回復量+{0}","20","10.5","0.5","0","0","0.05","121300202","2"
"99","10","0","2","2","1","3","48","每秒恢復 10 TP","0","0","0","","20","10.5","0","0","0","0","121300203","2"
"1","0","0","121300303","1","1","3","26","","0","0","0","","7","0","0.14","0","0","0","121300301","2"
"1","0","0","121300304","2","1","3","26","","0","0","0","","7","0","0.14","0","0","0","121300302","2"
"99","20","0","1","0","1","3","6","展開{0}傷害量的物理無效護盾","0","0","0","無效傷害量+{0}","20","0","20","0","0","12","121300303","2"
"99","1","0","10","1","1","3","10","讓目標夥伴的物理攻擊力提升{0}","0","12","0","物理攻擊力提升+{0}","20","0","2","0","0","2","121300304","2"
"1","200","0","1","0","1","3","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","121301201","2"
"1","0","0","121301203","1","1","3","26","","0","0","0","","7","0","0.005","0","0","0","121301202","2"
"99","0.5","0","1","1","1","3","48","每秒回復{0}的HP","0","0","0","回復量+{0}","20","10.5","0.5","0","0","0.065","121301203","2"
"1","0","0","121301205","1","1","3","26","","0","4","0","","7","0","0.00006","0","0","0","121301204","2"
"99","10","0","2","2","1","3","48","每秒恢復 10 TP","0","0","0","","20","10.5","0","0","0","0","121301205","2"
"99","1","0","60","1","1","3","10","提升該目標夥伴{0}的物理暴擊","0","12","2160","","20","0","50","0","0","0","121301206","2"
"1","144","0","1","0","1","3","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","121320201","2"
"99","0.5","0","1","1","1","3","48","每秒回復{0}的HP","0","0","0","回復量+{0}","20","10.5","0.5","0","0","0.065","121320202","2"
"99","10","0","2","2","1","3","48","每秒恢復 10 TP","0","0","0","","20","10.5","0","0","0","0","121320203","2"
"1","200","0","1","0","1","3","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","121321201","2"
"1","0","0","121321203","1","1","3","26","","0","0","0","","7","0","0.005","0","0","0","121321202","2"
"99","0.5","0","1","1","1","3","48","每秒回復{0}的HP","0","0","0","回復量+{0}","20","10.5","0.5","0","0","0.065","121321203","2"
"1","0","0","121321205","1","1","3","26","","0","4","0","","7","0","0.00006","0","0","0","121321204","2"
"99","10","0","2","2","1","3","48","每秒恢復 10 TP","0","0","0","","20","10.5","0","0","0","0","121321205","2"
"99","1","0","60","1","1","3","10","提升該目標夥伴{0}的物理暴擊","0","12","2160","","20","0","50","0","0","0","121321206","2"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","121350101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","121351101","0"
"1","8","0","121400102","2","1","3","26","","0","90","0","","7","90","0.25","0","0","0","121400101","2"
"99","1","0","30","1","1","2","10","提升範圍內的我方{0}的魔法攻擊力","0","18","100","魔法攻擊力提升+{0}","3","0","10","0","1","10","121400102","2"
"99","1","0","70","1","1","2","10","使範圍內全體夥伴提升{0}的魔法暴擊","0","18","100","","3","0","180","0","1","0","121400103","2"
"1","8","0","121400202","2","1","3","26","","0","45","0","","7","45","0.125","0","0","0","121400201","2"
"99","1","0","30","1","1","2","10","提升範圍內的我方{0}的魔法攻擊力","0","12","100","魔法攻擊力提升+{0}","3","0","5","0","1","5","121400202","2"
"99","10","0","2","2","1","2","48","每秒恢復 10 TP","0","0","100","","3","12.5","0","0","0","0","121400301","2"
"99","32","0","2","0","1","2","6","展開{0}傷害量的魔法無效護盾","0","0","100","無效傷害量+{0}","3","0","32","0","0","12","121400302","2"
"1","8","0","121401202","2","1","3","26","","0","45","0","","7","45","0.125","0","0","0","121401201","2"
"99","1","0","30","1","1","2","10","提升範圍內的我方{0}的魔法攻擊力","0","12","100","魔法攻擊力提升+{0}","3","0","5","0","1","5","121401202","2"
"99","1","0","120","1","1","2","10","提升範圍內我方魔法攻擊暴擊時的傷害{0}％","0","12","100","","3","0","6","0","1","0","121401203","2"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","15","0","0","15","121450101","0"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","240","0","0","15","121451101","0"
"1","150","0","1","0","1","3","2","","0","0","2160","","4","0","0","0","0","0","121500101","1"
"1","0","0","1","0","1","3","7","","0","0","2160","","4","0","0","0","0","0","121500102","1"
"99","22.5","0","1","0","1","2","1","對範圍內的敵人造成{0}的物理傷害","0","0","300","物理傷害+{0}","3","0","22.5","0","0","1.8","121500103","1"
"99","0","0","7","0","1","2","8","使範圍內的敵人一段時間內無法行動","0","0","300","造成暈眩的成功Lv+1","3","0","0","0","0","4","121500104","1"
"1","-50","0","1","0","1","3","2","使自身變成隱密狀態","0","0","2160","","4","0","0","0","0","0","121500201","1"
"1","12","0","1","1","1","1","95","","0","0","0","","7","0","0","0","0","0","121500202","2"
"1","1","0","11","1","1","3","10","降低敵方單體{0}的物理攻擊力","0","12","2160","物理攻擊力降低+{0}","4","0","20","1","1","20","121500203","1"
"1","1","0","31","1","1","3","10","降低敵方單體{0}的魔法攻擊力","0","12","2160","魔法攻擊力下降+{0}","4","0","20","1","1","20","121500204","1"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","12","0","物理攻擊力提升+{0}","7","0","20","1","1","20","121500205","2"
"1","15","0","1","0","1","3","1","對敵方單體造成{0}的物理傷害","0","0","2160","物理傷害+{0}","4","0","15","0","0","1.2","121500206","1"
"1","0","0","1","0","1","3","7","","0","0","2160","","4","0","0","0","0","0","121500301","1"
"99","11.25","0","1","0","1","2","1","對範圍內的敵人造成{0}的物理傷害","0","0","80","物理傷害+{0}","3","0","11.25","0","0","0.9","121500302","1"
"99","50","0","2","0","1","2","16","讓範圍內的敵人TP失去{0}","0","0","80","TP傷害+{0}","3","0","0.5","0","0","0","121500303","1"
"1","-50","0","1","0","1","3","2","使自身變成隱密狀態","0","0","2160","","4","0","0","0","0","0","121501201","1"
"1","12","0","1","1","1","1","95","","0","0","0","","7","0","0","0","0","0","121501202","2"
"1","1","0","11","1","1","3","10","降低敵方單體{0}的物理攻擊力","0","12","2160","物理攻擊力降低+{0}","4","0","20","1","1","20","121501203","1"
"1","1","0","31","1","1","3","10","降低敵方單體{0}的魔法攻擊力","0","12","2160","魔法攻擊力下降+{0}","4","0","20","1","1","20","121501204","1"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","12","0","物理攻擊力提升+{0}","7","0","48","1","1","48","121501205","2"
"1","0","0","0","0","1","3","92","","0","0","2160","","4","0","0","0","0","0","121501206","1"
"1","81.25","0","1","0","1","3","1","對敵方單體造成{0}的物理傷害","0","0","2160","物理傷害+{0}","4","0","81.25","0","0","6.5","121501207","1"
"1","0","0","1","0","1","3","7","","0","0","2160","","4","0","0","0","0","0","121520301","1"
"99","11.25","0","1","0","1","2","1","對範圍內的敵人造成{0}的物理傷害","0","0","80","物理傷害+{0}","3","0","11.25","0","0","1.3","121520302","1"
"99","180","0","2","0","1","2","16","讓範圍內的敵人TP失去{0}","0","0","80","","3","0","0","0","0","0","121520303","1"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","121550101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","121551101","0"
"1","1","0","1601","121600103","1","1","28","","0","0","2160","","7","0","2","121600102","0","0","121600101","2"
"1","47.5","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","47.5","0","0","3.8","121600102","1"
"1","95","0","1","0","1","1","1","當自身處於隱密狀態時，對敵方單體造成{0}的物理傷害","2","0","-1","物理傷害+{0}","3","1","95","0","0","7.6","121600103","1"
"1","1","0","1601","121600105","1","1","28","","0","0","0","","7","0","2","0","0","0","121600104","2"
"1","2","0","110","1","1","1","10","當自身處於隱密狀態時，提升自身物理攻擊暴擊時的傷害30％","0","18","0","","7","0","29.9","1","1","0","121600105","2"
"1","1","0","1601","121600203","1","1","28","","0","0","2160","","7","0","2","121600202","0","0","121600201","2"
"1","11.25","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","11.25","0","0","0.9","121600202","1"
