6654eb42e240a308f84291747b521c4c1315654f8fbdc17520507b7b7b78486c,c0ff582646ef57c0cbb46f43594d3fb9335d28434d7ea7f67c9b461c8cb5bc61,32c5bf02d5945bff63809825cd6aea7278c315719dff26c749ce4d4b67996db5,0c5b390a098cd1776c00ef1eca49ae0344605af73a04ed59c9ad5f385115d4eb,94ad4a08d1fe1774ff98d97a1b93b6bfbb7d5c0e72c5cb49f30f93e2272fb3f4,1a7f23e8c8264e556dace7651679878dff279366e0237b4e1996503b0657f840,5f115372acd258242fd2db0c3db68bf36de485c9338ff28538afc242f54e3c04,e3e7077f0e2db422fa69936c43622f695995192f24d6d9350aca391eb29db4a0,6b9c4031df6e39fb8233ff75a028eb6db785661789923a543a2a3485a9765969,aee04b73c405f623f6ffa89351d2ddac275b2525c49e4b1f911098670a851a03,b8a79faddcada59ca7dbe60483afc2a3c4b70608c9354af6cdcee74eaeadf5c0,c4fcdd3dd189e8d4c0bb77fa5d0a21d23abc38de27f423b7f5890577117d34c2,d3f4ec15f24cf8a72b23e3de7313804bd473c00371b23742e15f9409543b270b,9ebec54d326d3663565c2a185265aeb3d09ba485b054797e5fd35da0e8182c83,777a78474b52b0bc54510c94f852687826aa34dbcef3e020cb5432a1feec89eb
"2621","9103803","10","0","26213","2023/11/03 05:00:00","0","2816","500","103801","410","263","26211","26212","0"
"2622","9101403","10","0","26223","2023/11/03 05:00:00","0","2816","500","101401","310","264","26221","26222","0"
"2623","9109403","10","0","26233","2023/11/03 05:00:00","0","2816","500","109401","220","265","26231","26232","0"
"2631","0","10","0","26313","2023/11/04 05:00:00","0","2816","500","0","564","266","26311","26312","0"
"2641","0","10","0","26413","2023/11/05 05:00:00","0","2816","500","0","499","267","26411","26412","0"
"2651","0","10","0","26513","2023/11/06 05:00:00","0","2816","500","0","435","268","26511","26512","0"
"2661","0","10","0","26613","2023/11/07 05:00:00","0","2816","500","0","372","269","26611","26612","0"
"2671","0","10","0","26713","2023/11/08 05:00:00","0","2816","500","0","309","270","26711","26712","0"
"2681","0","10","0","26813","2023/11/09 05:00:00","0","2816","500","0","246","271","26811","26812","0"
"2691","0","10","0","26913","2023/11/10 05:00:00","0","2816","500","0","183","272","26911","26912","0"
"2701","9104803","10","0","27013","2023/11/11 05:00:00","0","2816","500","104801","85","273","27011","27012","0"
"2711","0","10","0","27113","2023/11/12 05:00:00","0","2816","500","0","120","274","27111","27112","0"
"2721","0","10","0","27213","2023/11/13 05:00:00","0","2816","500","0","57","275","27211","27212","0"
"2731","0","10","0","27313","2023/11/14 05:00:00","0","2816","500","0","-6","276","27311","27312","0"
"2741","0","10","0","27413","2023/11/15 05:00:00","0","2816","500","0","-69","277","27411","27412","0"
"2751","0","10","0","27513","2023/11/16 05:00:00","0","2816","500","0","-132","278","27511","27512","0"
"2761","0","10","0","27613","2023/11/17 05:00:00","0","2816","500","0","-195","279","27611","27612","0"
"2771","0","10","0","27713","2023/11/18 05:00:00","0","2816","500","0","-258","280","27711","27712","0"
"2781","9104503","10","0","27813","2023/11/19 05:00:00","0","2816","500","104501","-75","281","27811","27812","0"
"2791","0","10","0","27913","2023/11/20 05:00:00","0","2816","500","0","-20","282","27911","27912","0"
"2801","0","10","0","28013","2023/11/21 05:00:00","0","2816","500","0","-60","283","28011","28012","0"
"2811","9100603","10","100601","28113","2023/11/22 05:00:00","0","2816","500","102201","-235","284","28111","28112","0"
"2821","0","10","0","28213","2023/11/23 05:00:00","0","2816","500","0","-210","285","28211","28212","0"
"2831","0","10","0","28313","2023/11/24 05:00:00","0","2816","500","0","-240","286","28311","28312","0"
"2841","9100503","10","0","28413","2023/11/25 05:00:00","0","2816","500","100501","-445","287","28411","28412","0"
"2851","0","10","0","28513","2023/11/26 05:00:00","0","2816","500","0","-321","288","28511","28512","0"
"2861","0","10","0","28613","2023/11/27 05:00:00","0","2816","500","0","-384","289","28611","28612","0"
"2871","0","10","0","28713","2023/11/28 05:00:00","0","2816","500","0","-448","290","28711","28712","0"
"2881","0","10","0","28813","2023/11/29 05:00:00","0","2816","500","0","-513","291","28811","28812","0"
"2891","0","10","0","28913","2023/11/30 05:00:00","0","2816","500","0","-579","292","28911","28912","1"
"2901","9109203","11","0","29013","2023/12/01 05:00:00","4","2816","600","109201","330","293","29011","29012","0"
"2911","0","11","0","29113","2023/12/02 05:00:00","4","2816","600","0","395","294","29111","29112","0"
"2921","0","11","0","29213","2023/12/03 05:00:00","4","2816","600","0","360","295","29211","29212","0"
"2931","0","11","0","29313","2023/12/04 05:00:00","4","2816","600","0","325","296","29311","29312","0"
"2941","0","11","0","29413","2023/12/05 05:00:00","4","2816","600","0","290","297","29411","29412","0"
"2951","0","11","0","29513","2023/12/06 05:00:00","4","2816","600","0","255","298","29511","29512","0"
"2961","0","11","0","29613","2023/12/07 05:00:00","4","2816","600","0","220","299","29611","29612","0"
"2971","0","11","0","29713","2023/12/08 05:00:00","4","2816","600","0","185","300","29711","29712","0"
"2981","0","11","0","29813","2023/12/09 05:00:00","4","2816","600","0","150","301","29811","29812","0"
"2991","0","11","0","29913","2023/12/10 05:00:00","4","2816","600","0","115","302","29911","29912","0"
"3001","0","11","0","30013","2023/12/11 05:00:00","4","2816","600","0","80","303","30011","30012","0"
"3011","9102503","11","0","30113","2023/12/12 05:00:00","4","2816","600","102501","250","304","30111","30112","0"
"3021","0","11","0","30213","2023/12/13 05:00:00","4","2816","600","0","45","305","30211","30212","0"
"3031","9106403","11","0","30313","2023/12/14 05:00:00","4","2816","600","106401","95","306","30311","30312","0"
"3041","0","11","0","30413","2023/12/15 05:00:00","4","2816","600","0","10","307","30411","30412","0"
"3051","0","11","0","30513","2023/12/16 05:00:00","4","2816","600","0","-25","308","30511","30512","0"
"3061","0","11","0","30613","2023/12/17 05:00:00","4","2816","600","0","-60","309","30611","30612","0"
"3071","0","11","0","30713","2023/12/18 05:00:00","4","2816","600","0","-95","310","30711","30712","0"
"3081","0","11","0","30813","2023/12/19 05:00:00","4","2816","600","0","-130","311","30811","30812","0"
"3091","0","11","0","30913","2023/12/20 05:00:00","4","2816","600","0","-165","312","30911","30912","0"
"3101","0","11","0","31013","2023/12/21 05:00:00","4","2816","600","0","-200","313","31011","31012","0"
"3111","9103103","11","0","31113","2023/12/22 05:00:00","4","2816","600","103101","-30","314","31111","31112","0"
"3121","0","11","0","31213","2023/12/23 05:00:00","4","2816","600","0","-235","315","31211","31212","0"
"3131","9101203","11","0","31313","2023/12/24 05:00:00","4","2816","600","101201","-190","316","31311","31312","0"
"3141","0","11","0","31413","2023/12/25 05:00:00","4","2816","600","0","-115","317","31411","31412","0"
"3151","0","11","0","31513","2023/12/26 05:00:00","4","2816","600","0","-160","318","31511","31512","0"
"3161","0","11","0","31613","2023/12/27 05:00:00","4","2816","600","0","-270","319","31611","31612","0"
"3171","9118103","11","0","31713","2023/12/28 05:00:00","4","2816","600","118101","-260","320","31711","31712","0"
"3181","0","11","0","31813","2023/12/29 05:00:00","4","2816","600","0","-305","321","31811","31812","0"
"3191","0","11","0","31913","2023/12/30 05:00:00","4","2816","600","0","-340","322","31911","31912","0"
"3201","0","11","0","32013","2023/12/31 05:00:00","4","2816","600","0","-378","323","32011","32012","1"
"3211","9102603","12","0","32113","2024/01/01 05:00:00","4","2816","600","102601","204","324","32111","32112","0"
"3221","0","12","0","32213","2024/01/02 05:00:00","4","2816","600","0","323","325","32211","32212","0"
"3231","9105003","12","0","32313","2024/01/03 05:00:00","4","2816","600","105001","167","326","32311","32312","0"
"3241","0","12","0","32413","2024/01/04 05:00:00","4","2816","600","0","387","327","32411","32412","0"
"3251","0","12","0","32513","2024/01/05 05:00:00","4","2816","600","0","343","328","32511","32512","0"
"3261","0","12","0","32613","2024/01/06 05:00:00","4","2816","600","0","301","329","32611","32612","0"
"3271","0","12","0","32713","2024/01/07 05:00:00","4","2816","600","0","258","330","32711","32712","0"
"3281","0","12","0","32813","2024/01/08 05:00:00","4","2816","600","0","216","331","32811","32812","0"
"3291","0","12","0","32913","2024/01/09 05:00:00","4","2816","600","0","174","332","32911","32912","0"
"3301","0","12","0","33013","2024/01/10 05:00:00","4","2816","600","0","133","333","33011","33012","0"
"3311","0","12","0","33113","2024/01/11 05:00:00","4","2816","600","0","91","334","33111","33112","0"
"3321","9100303","12","0","33213","2024/01/12 05:00:00","4","2816","600","100301","0","335","33211","33212","0"
"3331","0","12","0","33313","2024/01/13 05:00:00","4","2816","600","0","49","336","33311","33312","0"
"3341","0","12","0","33413","2024/01/14 05:00:00","4","2816","600","0","6","337","33411","33412","0"
"3351","0","12","0","33513","2024/01/15 05:00:00","4","2816","600","0","-36","338","33511","33512","0"
"3361","0","12","0","33613","2024/01/16 05:00:00","4","2816","600","0","-76","339","33611","33612","0"
"3371","0","12","0","33713","2024/01/17 05:00:00","4","2816","600","0","-119","340","33711","33712","0"
"3381","0","12","0","33813","2024/01/18 05:00:00","4","2816","600","0","-100","341","33811","33812","0"
"3391","0","12","0","33913","2024/01/19 05:00:00","4","2816","600","0","-81","342","33911","33912","0"
"3401","0","12","0","34013","2024/01/20 05:00:00","4","2816","600","0","-161","343","34011","34012","0"
"3411","0","12","0","34113","2024/01/21 05:00:00","4","2816","600","0","-203","344","34111","34112","0"
"3421","0","12","0","34213","2024/01/22 05:00:00","4","2816","600","0","-246","345","34211","34212","0"
"3431","9100703","12","0","34313","2024/01/23 05:00:00","4","2816","600","100701","-78","346","34311","34312","0"
"3441","9102903","12","0","34413","2024/01/24 05:00:00","4","2816","600","102901","-209","347","34411","34412","0"
"3451","0","12","0","34513","2024/01/25 05:00:00","4","2816","600","0","-288","348","34511","34512","0"
"3461","0","12","0","34613","2024/01/26 05:00:00","4","2816","600","0","-290","349","34611","34612","0"
"3471","0","12","0","34713","2024/01/27 05:00:00","4","2816","600","0","-308","350","34711","34712","0"
"3481","0","12","0","34813","2024/01/28 05:00:00","4","2816","600","0","-332","351","34811","34812","0"
"3491","0","12","0","34913","2024/01/29 05:00:00","4","2816","600","0","-330","352","34911","34912","0"
"3501","0","12","0","35013","2024/01/30 05:00:00","4","2816","600","0","-320","353","35011","35012","0"
"3511","0","12","0","35113","2024/01/31 05:00:00","4","2816","600","0","-378","354","35111","35112","1"
"3521","0","13","0","35213","2024/02/01 05:00:00","4","2816","600","0","382","355","35211","35212","0"
"3531","9103603","13","0","35313","2024/02/02 05:00:00","4","2816","600","103601","323","356","35311","35312","0"
"3541","0","13","0","35413","2024/02/03 05:00:00","4","2816","600","0","381","357","35411","35412","0"
"3551","9109303","13","0","35513","2024/02/04 05:00:00","4","2816","600","109301","185","358","35511","35512","0"
"3561","0","13","0","35613","2024/02/05 05:00:00","4","2816","600","0","191","359","35611","35612","0"
"3571","0","13","0","35713","2024/02/06 05:00:00","4","2816","600","0","72","360","35711","35712","0"
"3581","9107103","13","0","35813","2024/02/07 05:00:00","4","2816","600","107101","7","361","35811","35812","0"
"3591","0","13","0","35913","2024/02/08 05:00:00","4","2816","600","0","332","362","35911","35912","0"
"3601","0","13","0","36013","2024/02/09 05:00:00","4","2816","600","0","285","363","36011","36012","0"
"3611","0","13","0","36113","2024/02/10 05:00:00","4","2816","600","0","237","364","36111","36112","0"
"3621","0","13","0","36213","2024/02/11 05:00:00","4","2816","600","0","192","365","36211","36212","0"
"3631","0","13","0","36313","2024/02/12 05:00:00","4","2816","600","0","144","366","36311","36312","0"
"3641","0","13","0","36413","2024/02/13 05:00:00","4","2816","600","0","97","367","36411","36412","0"
"3651","0","13","0","36513","2024/02/14 05:00:00","4","2816","600","0","50","368","36511","36512","0"
"3661","0","13","0","36613","2024/02/15 05:00:00","4","2816","600","0","3","369","36611","36612","0"
"3671","0","13","0","36713","2024/02/16 05:00:00","4","2816","600","0","-43","370","36711","36712","0"
"3681","0","13","0","36813","2024/02/17 05:00:00","4","2816","600","0","-90","371","36811","36812","0"
"3691","9123003","13","0","36913","2024/02/18 05:00:00","4","2816","600","123001","-153","372","36911","36912","0"
"3701","0","13","0","37013","2024/02/19 05:00:00","4","2816","600","0","-93","373","37011","37012","0"
"3711","0","13","0","37113","2024/02/20 05:00:00","4","2816","600","0","-137","374","37111","37112","0"
"3721","0","13","0","37213","2024/02/21 05:00:00","4","2816","600","0","-185","375","37211","37212","0"
"3731","0","13","0","37313","2024/02/22 05:00:00","4","2816","600","0","-232","376","37311","37312","0"
"3741","0","13","0","37413","2024/02/23 05:00:00","4","2816","600","0","-225","377","37411","37412","0"
"3751","0","13","0","37513","2024/02/24 05:00:00","4","2816","600","0","-256","378","37511","37512","0"
"3761","0","13","0","37613","2024/02/25 05:00:00","4","2816","600","0","-280","379","37611","37612","0"
"3771","0","13","0","37713","2024/02/26 05:00:00","4","2816","600","0","-329","380","37711","37712","0"
"3781","0","13","0","37813","2024/02/27 05:00:00","4","2816","600","0","-379","381","37811","37812","0"
"3791","9111003","13","0","37913","2024/02/28 05:00:00","4","2816","600","111001","-250","382","37911","37912","1"
"3801","9104603","14","0","38013","2024/03/01 05:00:00","1","2816","100","104601","480","383","38011","38012","0"
"3811","0","14","0","38113","2024/03/02 05:00:00","1","2816","100","0","560","384","38111","38112","0"
"3821","9103303","14","0","38213","2024/03/03 05:00:00","1","2816","100","103301","370","385","38211","38212","0"
"3831","0","14","0","38313","2024/03/04 05:00:00","1","2816","100","0","553","386","38311","38312","0"
"3841","0","14","0","38413","2024/03/05 05:00:00","1","2816","100","0","476","387","38411","38412","0"
"3851","0","14","0","38513","2024/03/06 05:00:00","1","2816","100","0","400","388","38511","38512","0"
"3861","9105103","14","0","38613","2024/03/07 05:00:00","1","2816","100","105101","330","389","38611","38612","0"
"3871","0","14","0","38713","2024/03/08 05:00:00","1","2816","100","0","325","390","38711","38712","0"
"3881","0","14","0","38813","2024/03/09 05:00:00","1","2816","100","0","250","391","38811","38812","0"
"3891","9105703","14","0","38913","2024/03/10 05:00:00","1","2816","100","105701","185","392","38911","38912","0"
"3901","0","14","0","39013","2024/03/11 05:00:00","1","2816","100","0","175","393","39011","39012","0"
"3911","9103203","14","0","39113","2024/03/12 05:00:00","1","2816","100","103201","205","394","39111","39112","0"
"3921","0","14","0","39213","2024/03/13 05:00:00","1","2816","100","0","110","395","39211","39212","0"
"3931","9105203","14","0","39313","2024/03/14 05:00:00","1","2816","100","105201","30","396","39311","39312","0"
"3941","0","14","0","39413","2024/03/15 05:00:00","1","2816","100","0","-45","397","39411","39412","0"
"3951","9103403","14","0","39513","2024/03/16 05:00:00","1","2816","100","103401","-250","398","39511","39512","0"
"3961","0","14","0","39613","2024/03/17 05:00:00","1","2816","100","0","-50","399","39611","39612","0"
"3971","0","14","0","39713","2024/03/18 05:00:00","1","2816","100","0","-90","400","39711","39712","0"
"3981","0","14","0","39813","2024/03/19 05:00:00","1","2816","100","0","100","401","39811","39812","0"
"3991","0","14","0","39913","2024/03/20 05:00:00","1","2816","100","0","25","402","39911","39912","0"
"4001","0","14","0","40013","2024/03/21 05:00:00","1","2816","100","0","-50","403","40011","40012","0"
"4011","0","14","0","40113","2024/03/22 05:00:00","1","2816","100","0","-125","404","40111","40112","0"
"4021","0","14","0","40213","2024/03/23 05:00:00","1","2816","100","0","-370","405","40211","40212","0"
"4031","9107003","14","0","40313","2024/03/24 05:00:00","1","2816","100","107001","-460","406","40311","40312","0"
"4041","0","14","0","40413","2024/03/25 05:00:00","1","2816","100","0","-200","407","40411","40412","0"
"4051","0","14","0","40513","2024/03/26 05:00:00","1","2816","100","0","-275","408","40511","40512","0"
"4061","0","14","0","40613","2024/03/27 05:00:00","1","2816","100","0","-350","409","40611","40612","0"
"4071","0","14","0","40713","2024/03/28 05:00:00","1","2816","100","0","-425","410","40711","40712","0"
"4081","0","14","0","40813","2024/03/29 05:00:00","1","2816","100","0","-501","411","40811","40812","0"
"4091","0","14","0","40913","2024/03/30 05:00:00","1","2816","100","0","-579","412","40911","40912","1"
"4092","0","1","0","40923","2024/03/30 05:00:00","1","2816","100","0","0","413","40921","40922","1"
