5c1b05485e0815fd148b27970de119505dfba16e5c23c512298c93f086fafe1d,5baab8496a14171adc2a4d86afe82ed2c1972499464fda2eeab5d22cce970b60,519d00883834063354f68f387e17de2a91b30b6320ad6392156e01b27892ca98,a62ba4b997f27dd0143d60730a1bffe597327549f8fd91db91aa7bfa99c39dc1,030b1f65eed6dea8648ff04dfc18cb0227a20859d1a4d7b5bce931f96bfc283a,2a3c5b796391d31da848c0039bd8d25c35ab1b99793d60ac89db5f24075b6eab,f045942f9591b754a5614b0341b4192d3882146cf7f690dab7371c5618656be7,a5c5b6315d05bf025f110bd828ab660487014fdd6d29eb288f7f236fb89e18c4,2f64a4d80a2fe9e4e69bc43b80130734ce6a4dbff3eff16e8e28a286a1909529,be22df550a1a38a7fd164c33668120022a09de671c6e4f89669cf39ad2f8c2e9,b556e421d75ae0964fd606197b7365e54c456972edd6901b30f7865eb8aae021
"0","","21","0","","","62158","vo_apg_0214","5146062","vo_apg",""
"1","0","11","9","0","0","62159","雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","5146062","131011","1"
"","","91","","","","62160","","5146062","0",""
"","","22","","","","62161","0","5146062","0",""
"","0.2","3","1","","","62162","wish_idle_joy","5146062","131011",""
"0","-30","12","2","0","0","62163","10","5146062","100911","0"
"0","0","12","2","0","0","62164","7","5146062","131011","0"
"","","93","","","","62165","0","5146062","2",""
"","","101","","","","62166","","5146062","62167",""
"","","22","","","","62167","0.2","5146062","0",""
"-10","1.8","1","110","walk_surprise_sad_blue","1","63001","106611","5146063","1","-288"
"-10","1.8","5","111","walk_surprise_sad_blue","1","63002","1066","5146063","3","-288"
"260","1.8","1","100","idle_normal_noface","1","63003","130911","5146063","1","-288"
"260","1.8","5","101","idle_normal_kururu","1","63004","99","5146063","1","-288"
"-420","1.8","1","103","empty","0","63005","126411","5146063","1","-268"
"-420","1.8","5","113","empty","0","63006","98","5146063","1","-268"
"","","13","","","","63007","210","5146063","106611",""
"","","13","","","","63008","200","5146063","130911",""
"","","13","","","","63009","203","5146063","126411",""
"0","0.85","5","15","idle","0","63010","7","5146063","7","-174"
"0","1","5","210","empty","0","63011","20","5146063","20","156"
"0","1","5","211","empty","0","63012","22","5146063","22","66"
"0","1","5","60","empty","0","63013","211","5146063","21","153"
"0","1","5","190","empty","0","63014","212","5146063","21","0"
"0","1","31","0","","","63015","1","5146063","1","1"
"-57.7","1","31","0","","","63016","2","5146063","2","1"
"","","37","","","","63017","black","5146063","2",""
"0","0","31","0","","","63018","10","5146063","10","1"
"-268","0","31","-420","","","63019","16","5146063","16","1"
"0","1","31","0","","","63020","20","5146063","20","1"
"","","36","","","","63021","20","5146063","20",""
"","","36","","","","63022","22","5146063","20",""
"","","91","","","","63023","0","5146063","0",""
"","","102","0","","","63024","0","5146063","0",""
"","","93","","","","63025","0","5146063","0.4",""
"","","37","","","","63026","iris_out","5146063","2",""
"2.5","","2","-288","","","63027","-260","5146063","106611","0"
"2.5","","2","-288","","","63028","-260","5146063","1066","0"
"","","93","","","","63029","0","5146063","2.5",""
"","0.2","3","1","","","63030","sad_idle_blue","5146063","106611",""
"","0.2","3","1","","","63031","sad_idle_blue","5146063","1066","0"
"","","93","","","","63032","0","5146063","0.1",""
"","0.2","3","1","","","63033","tired_talk1","5146063","106611",""
"","0.2","3","1","","","63034","tired_talk1","5146063","1066",""
"0","","21","0","","","63035","vo_apg_0301","5146063","vo_apg",""
"1","0","11","10","0","0","63036","嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","5146063","106611","1"
"","","91","","","","63037","","5146063","0",""
"","0.2","3","1","","","63038","tired_talk2","5146063","106611",""
"","0.2","3","1","","","63039","tired_talk2","5146063","1066",""
"0","","21","0","","","63040","vo_apg_0302","5146063","vo_apg",""
"1","0","11","10","0","0","63041","我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","5146063","106611","1"
"","","91","","","","63042","","5146063","0",""
"","0.2","3","1","","","63043","tired_idle","5146063","106611",""
"","0.2","3","1","","","63044","tired_idle","5146063","1066",""
"","0.2","3","1","","","63045","talk_normal","5146063","130911",""
"","0.2","3","1","","","63046","talk_normal","5146063","99",""
"0","","21","0","","","63047","vo_apg_0303","5146063","vo_apg",""
"1","0","11","10","0","0","63048","祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","5146063","130911","1"
"","","91","","","","63049","","5146063","0",""
"","0.2","3","1","","","63050","idle_normal","5146063","130911",""
"","0","3","0","","","63051","coaster_3_in","5146063","211",""
"","","4","","","","63052","0","5146063","106611",""
"","","4","","","","63053","0","5146063","1066",""
"doya_talk_nervous_furimuki","0","3","0","","0","63054","doya_in_nervous_furimuki","5146063","106611","1"
"doya_talk_nervous_furimuki","0","3","0","","0","63055","doya_in_nervous_furimuki","5146063","1066","1"
"0","","21","0","","","63056","vo_apg_0304","5146063","vo_apg",""
"1","0","11","10","0","0","63057","哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","5146063","106611","1"
"","","91","","","","63058","","5146063","0",""
"","0.2","3","1","","","63059","cool_talk_dere","5146063","106611",""
"","0.2","3","1","","","63060","cool_talk_dere","5146063","1066",""
"0","","21","0","","","63061","vo_apg_0305","5146063","vo_apg",""
"1","0","11","10","0","0","63062","雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","5146063","106611","1"
"","","91","","","","63063","","5146063","0",""
"","0.2","3","1","","","63064","cool_idle_doya","5146063","106611",""
"","0.2","3","1","","","63065","cool_idle_doya","5146063","1066",""
"","0","3","0","","","63066","coaster_3_out","5146063","211",""
"","0.2","3","1","","","63067","kururu_sad_talk","5146063","130911",""
"","0.2","3","1","","","63068","kururu_sad_talk","5146063","99",""
"0","","21","0","","","63069","vo_apg_0306","5146063","vo_apg",""
"1","0","11","10","0","0","63070","這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","5146063","130911","1"
"","","91","","","","63071","","5146063","0",""
"","","22","","","","63072","0","5146063","0",""
"","0.2","3","1","","","63073","idle_normal_noface","5146063","130911",""
"","0.2","3","1","","","63074","idle_normal_kururu","5146063","99",""
"","0.2","3","1","","","63075","cool_idle_surprise","5146063","106611",""
"","0.2","3","1","","","63076","cool_idle_surprise","5146063","1066",""
"kuroche_pose_talk_anger","0","3","0","","0","63077","kuroche_appear","5146063","126411","1"
"kuroche_pose_talk_anger","0","3","0","","0","63078","kuroche_appear","5146063","98","1"
"","","93","","","","63079","0","5146063","0.5",""
"","","122","0.5","","","63080","15","5146063","15",""
"","","32","","","","63081","1","5146063","16",""
"","0","3","0","","","63082","inori_dodge_in","5146063","106611",""
"","0","3","0","","","63083","inori_dodge_in","5146063","1066",""
"","","93","","","","63084","0","5146063","0.6",""
"0","","21","0","","","63085","vo_apg_0307","5146063","vo_apg",""
"1","20","11","10","0","0","63086","好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","5146063","126411","1"
"","","91","","","","63087","","5146063","0",""
"","0.2","3","1","","","63088","kuroche_pose_idle_doya","5146063","126411",""
"inori_anger_talk","0.1","3","0","","0","63089","inori_dodge_out","5146063","106611","1"
"inori_anger_talk","0.1","3","0","","0","63090","inori_dodge_out","5146063","1066","1"
"0","","21","0","","","63091","vo_apg_0308","5146063","vo_apg",""
"1","0","11","10","0","0","63092","啥？不是，我完全不懂\n妳們想做什麼……","5146063","106611","1"
"","","91","","","","63093","","5146063","0",""
"","0.2","3","1","","","63094","inori_anger_idle","5146063","106611",""
"","0.2","3","1","","","63095","inori_anger_idle","5146063","1066",""
"","0.2","3","1","","","63096","kururu_guid_talk","5146063","130911",""
"","0.2","3","1","","","63097","kururu_guid_talk","5146063","99",""
"0","","21","0","","","63098","vo_apg_0309","5146063","vo_apg",""
"1","0","11","10","0","0","63099","那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","5146063","130911","1"
"","","91","","","","63100","","5146063","0",""
"","0.2","3","1","","","63101","idle_normal_noface","5146063","130911",""
"","0.2","3","1","","","63102","idle_normal_kururu","5146063","99",""
"","","37","","","","63103","low","5146063","16",""
"","","23","1","","","63104","se_10055900_chroche_01","5146063","se_10055900",""
"inori_jitabata_loop","0.2","3","0","","0","63105","inori_jitabata_in","5146063","106611","1"
"inori_jitabata_loop","0.2","3","0","","0","63106","inori_jitabata_in","5146063","1066","1"
"kuroche_catch_loop","0.2","3","0","","0","63107","kuroche_catch_in","5146063","126411","1"
"kuroche_catch_loop","0.2","3","0","","0","63108","kuroche_catch_in","5146063","98","1"
"0","","21","0","","","63109","vo_apg_0310","5146063","vo_apg",""
"1","112","11","10","0","-27","63110","那麼那麼♪\n請牢牢抓住我喔～♪","5146063","126411","1"
"","","91","","","","63111","","5146063","0",""
"","","22","","","","63112","0","5146063","0",""
"","","24","","","","63113","0.2","5146063","se_10055900_chroche_01",""
"","","23","0","","","63114","se_10055900_chroche_02","5146063","se_10055900",""
"","","37","","","","63115","high","5146063","16",""
"","","122","1","","","63116","5","5146063","5",""
"","","93","","","","63117","0","5146063","1",""
"","0","3","0","","","63118","inori_jitabata_takeoff","5146063","106611",""
"","0","3","0","","","63119","inori_jitabata_takeoff","5146063","1066",""
"","0","3","0","","","63120","kuroche_catch_takeoff","5146063","126411",""
"","0","3","0","","","63121","kuroche_catch_takeoff","5146063","98",""
"","","122","0.5","","","63122","100","5146063","100",""
"","","93","","","","63123","0","5146063","0.4",""
"","","4","","","","63124","0","5146063","130911",""
"","0","3","0","","","63125","kururu_furimuki_watch","5146063","130911",""
"","0","3","0","","","63126","empty","5146063","99",""
"","","93","","","","63127","0","5146063","1.5",""
"","","37","","","","63128","fade_in","5146063","2",""
"","","93","","","","63129","0","5146063","1.5",""
"","0","3","0","","","63130","empty","5146063","98",""
"","","23","1","","","63131","se_10055900_chroche_03","5146063","se_10055900",""
"","0","3","0","","","63132","coaster_4_in","5146063","212",""
"","","23","0","","","63133","se_10055900_photo","5146063","se_10055900",""
"","","93","","","","63134","0","5146063","0.3",""
"","","122","0.5","","","63135","30","5146063","30",""
"0","","21","0","","","63136","vo_apg_0311","5146063","vo_apg",""
"","0","3","0","","","63137","0311_in","5146063","20",""
"","","93","","","","63138","1","5146063","3.6",""
"","0","3","0","","","63139","0311_mid","5146063","20",""
"","","92","","","","63140","","5146063","",""
"","0","3","0","","","63141","0311_out","5146063","20",""
"","","93","","","","63142","0","5146063","0.2",""
"","","122","0.5","","","63143","30","5146063","30",""
"0","","21","0","","","63144","vo_apg_0312","5146063","vo_apg",""
"","0","3","0","","","63145","0312_in","5146063","20",""
"","","93","","","","63146","1","5146063","2.4",""
"","0","3","0","","","63147","0312_mid","5146063","20",""
"","","92","","","","63148","","5146063","",""
"","0","3","0","","","63149","0312_out","5146063","20",""
"","","93","","","","63150","0","5146063","0.2",""
"","","37","","","","63151","scale15","5146063","20",""
"","0","3","0","","","63152","coaster_4_change","5146063","212",""
"0","","21","0","","","63153","vo_apg_0313","5146063","vo_apg",""
"0","","2","76","","","63154","0","5146063","20","0"
"","0","3","1","","","63155","empty","5146063","20",""
"","0","3","0","","","63156","0313_in","5146063","22",""
"","","93","","","","63157","1","5146063","2.4",""
"","0","3","1","","","63158","0313_mid","5146063","22",""
"","","92","","","","63159","","5146063","",""
"","0","3","0","","","63160","0313_out","5146063","22",""
"","","93","","","","63161","0","5146063","0.2",""
"","","22","","","","63162","0","5146063","0",""
"","","24","","","","63163","0.5","5146063","se_10055900_chroche_03",""
"","","37","","","","63164","white","5146063","2",""
"","","93","","","","63165","0","5146063","2",""
"","","37","","","","63166","scale1","5146063","20",""
"","0","3","0","","","63167","empty","5146063","212",""
"","0.2","3","1","","","63168","kururu_wish_idle_joy","5146063","130911",""
"","0.2","3","1","","","63169","idle_normal","5146063","99",""
"","0.2","3","1","","","63170","see_guru","5146063","106611",""
"","0.2","3","1","","","63171","see_guru","5146063","1066",""
"","0.2","3","1","","","63172","idle_normal_joy","5146063","126411",""
"","","4","","","","63173","1","5146063","130911",""
"0","","2","-278","","","63174","225","5146063","130911","0"
"0","","2","-288","","","63175","0","5146063","106611","0"
"0","","2","-288","","","63176","0","5146063","1066","0"
"0","","2","-278","","","63177","-225","5146063","126411","0"
"","","93","","","","63178","0","5146063","2",""
"","0.2","3","1","","","63179","joy_talk","5146063","126411",""
"0","","21","0","","","63180","vo_apg_0314","5146063","vo_apg",""
"1","0","11","10","0","0","63181","好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","5146063","126411","1"
"","","91","","","","63182","","5146063","0",""
"","0.2","3","1","","","63183","idle_normal_joy","5146063","126411",""
"0","","33","-108","","","63184","23","5146063","2","0"
"","","37","","","","63185","iris_end_1","5146063","2",""
"","0.2","3","0","","","63186","gakkari","5146063","106611",""
"","0.2","3","0","","","63187","gakkari","5146063","1066",""
"0","","21","0","","","63188","vo_apg_0315","5146063","vo_apg",""
"0","23","11","4","1.1","-31","63189","嗚噗……我已經受夠了啦……","5146063","106611","0"
"","","93","","","","63190","0","5146063","6",""
"","","37","","","","63191","iris_end_2","5146063","2",""
"","","93","","","","63192","0","5146063","1",""
"","","101","","","","63193","","5146063","63194",""
"","","22","","","","63194","0.2","5146063","0",""
"-130","1.8","1","106","walk_normal","1","64001","105811","5146064","1","-480"
"-130","1.8","5","107","walk_normal","1","64002","1058","5146064","6","-480"
"130","1.8","1","103","walk_normal","1","64003","131511","5146064","1","-480"
"290","1.8","1","100","idle_normal_noface","1","64004","130911","5146064","1","-278"
"290","1.8","5","101","idle_normal_kururu","1","64005","99","5146064","1","-278"
"","","13","","","","64006","206","5146064","105811",""
"","","13","","","","64007","203","5146064","131511",""
"","","13","","","","64008","200","5146064","130911",""
"0","0.85","5","15","idle","0","64009","8","5146064","8","-174"
"-242","1","5","210","empty","0","64010","20","5146064","20","-53"
"-128","1","5","211","empty","0","64011","22","5146064","22","-194"
"0","1","31","0","","","64012","1","5146064","1","1"
"-57.7","0","31","0","","","64013","2","5146064","2","1"
"0","0","31","0","","","64014","12","5146064","12","1"
"0","0","31","0","","","64015","13","5146064","13","1"
"0","1","31","0","","","64016","20","5146064","20","1"
"","","36","","","","64017","105811","5146064","20",""
"","","36","","","","64018","131511","5146064","20",""
"","","36","","","","64019","20","5146064","20",""
"","","36","","","","64020","22","5146064","20",""
"","","91","","","","64021","0","5146064","0",""
"","","102","0","","","64022","0","5146064","0",""
"","","32","","","","64023","1","5146064","13",""
"","","37","","","","64024","scale15","5146064","20",""
"","","93","","","","64025","","5146064","2",""
"0","","21","0","","","64026","vo_apg_0401","5146064","vo_apg",""
"","0","3","0","","","64027","0401_in","5146064","22",""
"","","93","","","","64028","1","5146064","2.7",""
"","0","3","0","","","64029","0401_mid","5146064","22",""
"","","92","","","","64030","","5146064","",""
"","0","3","0","","","64031","0401_out","5146064","22",""
"","","93","","","","64032","0","5146064","0.2",""
"0","","2","-194","","","64033","129","5146064","22","0"
"0","","21","0","","","64034","vo_apg_0402","5146064","vo_apg",""
"","0","3","0","","","64035","0402_in","5146064","22",""
"","","93","","","","64036","1","5146064","2.9",""
"","0","3","0","","","64037","0402_mid","5146064","22",""
"","","92","","","","64038","","5146064","",""
"","0","3","0","","","64039","0402_out","5146064","22",""
"","","93","","","","64040","0","5146064","0.2",""
"","","22","","","","64041","0","5146064","0",""
"","0","3","1","","","64042","empty","5146064","22",""
"","","93","","","","64043","0","5146064","0.5",""
"","","32","","","","64044","1","5146064","2",""
"","","37","","","","64045","fade_in","5146064","2",""
"","","93","","","","64046","0","5146064","1",""
"","","32","","","","64047","0","5146064","13",""
"","","37","","","","64048","scale1","5146064","20",""
"0","","2","-298","","","64049","-194","5146064","105811","0"
"0","","2","-298","","","64050","-194","5146064","1058","0"
"0","","2","-288","","","64051","-34","5146064","131511","0"
"","","37","","","","64052","iris_out","5146064","2",""
"2","","2","-298","","","64053","-385","5146064","105811","0"
"2","","2","-298","","","64054","-385","5146064","1058","0"
"2","","2","-288","","","64055","-225","5146064","131511","0"
"","","93","","","","64056","0","5146064","2",""
"","","4","","","","64057","0","5146064","105811",""
"","","4","","","","64058","0","5146064","1058",""
"","","4","","","","64059","0","5146064","131511",""
"","0.2","3","1","","","64060","idle_normal","5146064","105811",""
"","0.2","3","1","","","64061","idle_normal","5146064","1058","0"
"","0.2","3","1","","","64062","idle_normal","5146064","131511",""
"","","93","","","","64063","0","5146064","0.5",""
"","0.2","3","1","","","64064","talk_normal","5146064","130911",""
"","0.2","3","1","","","64065","talk_normal","5146064","99",""
"0","","21","0","","","64066","vo_apg_0403","5146064","vo_apg",""
"1","0","11","7","0","0","64067","好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","5146064","130911","1"
"","","91","","","","64068","","5146064","0",""
"","0.2","3","1","","","64069","kururu_wish_talk_joy","5146064","130911",""
"","0.2","3","1","","","64070","kururu_wish_talk_joy","5146064","99",""
"0","","21","0","","","64071","vo_apg_0404","5146064","vo_apg",""
"1","0","11","8","0","0","64072","摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","5146064","130911","1"
"","","91","","","","64073","","5146064","0",""
"","0.2","3","1","","","64074","idle_normal_noface","5146064","130911",""
"","0.2","3","1","","","64075","idle_normal_kururu","5146064","99",""
"guts2_talk_joy","0.2","3","0","","0","64076","guts2_in_joy","5146064","105811","1"
"guts2_talk_joy","0.2","3","0","","0","64077","guts2_in_joy","5146064","1058","1"
"0","","21","0","","","64078","vo_apg_0405","5146064","vo_apg",""
"1","0","11","7","0","0","64079","是的！看上去\n非常美味☆","5146064","105811","1"
"","","91","","","","64080","","5146064","0",""
"","0.2","3","1","","","64081","guts2_idle_joy","5146064","105811",""
"","0.2","3","1","","","64082","guts2_idle_joy","5146064","1058",""
"","0.5","3","1","","","64083","memory_talk","5146064","131511",""
"0","","21","0","","","64084","vo_apg_0406","5146064","vo_apg",""
"1","0","11","10","0","0","64085","肚子。\n咕嚕嚕……","5146064","131511","1"
"","","91","","","","64086","","5146064","0",""
"","0.2","3","1","","","64087","memory_idle","5146064","131511",""
"","0.2","3","1","","","64088","joy_talk","5146064","130911",""
"","0.2","3","1","","","64089","joy_talk","5146064","99",""
"0","","21","0","","","64090","vo_apg_0407","5146064","vo_apg",""
"1","0","11","9","0","0","64091","就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","5146064","130911","1"
"","","91","","","","64092","","5146064","0",""
"","0.5","3","1","","","64093","kururu_joy_slow","5146064","130911",""
"","0.5","3","1","","","64094","anger_idle_anger","5146064","131511",""
"0","","21","0","","","64095","vo_apg_0408","5146064","vo_apg",""
"1","0","11","8","0","0","64096","衝刺。","5146064","131511","1"
"","","91","","","","64097","","5146064","0",""
"","0.2","3","1","","","64098","walk_jog_dere","5146064","131511",""
"3","","2","-288","","","64099","1100","5146064","131511","0"
"","","93","","","","64100","0","5146064","0.5",""
"anger_talk_normal2","0.2","3","0","","0.2","64101","notice_in_normal2","5146064","105811","1"
"anger_talk_normal2","0.2","3","0","","0.2","64102","notice_in_normal2","5146064","1058","1"
"0","","21","0","","","64103","vo_apg_0409","5146064","vo_apg",""
"1","0","11","7","0","0","64104","啊，請等一下\n普蕾西亞～！\n我也要去！","5146064","105811","1"
"","","91","","","","64105","","5146064","0",""
"","","22","","","","64106","0","5146064","0",""
"","0.2","3","1","","","64107","run_dash_doya","5146064","105811",""
"","0.2","3","1","","","64108","run_dash_doya","5146064","1058",""
"1.8","","2","-298","","","64109","1100","5146064","105811","0"
"1.8","","2","-298","","","64110","1100","5146064","1058","0"
"","","93","","","","64111","0","5146064","1.8",""
"","","4","","","","64112","0","5146064","130911",""
"anger_talk_surprise2_shy","0","3","0","","0.2","64113","hawawa","5146064","130911","1"
"0","","21","0","","","64114","vo_apg_0410","5146064","vo_apg",""
"1","0","11","9","0","0","64115","哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","5146064","130911","1"
"","","91","","","","64116","","5146064","0",""
"","","22","","","","64117","0","5146064","0",""
"","","93","","","","64118","0","5146064","0.1",""
"","","37","","","","64119","alter","5146064","1",""
"","","32","","","","64120","1","5146064","12",""
"","","93","","","","64121","0","5146064","0.4",""
"1","0","6","1","","0","64122","1","5146064","8","0"
"0","","2","-278","","","64123","-725","5146064","105811","0"
"0","","2","-278","","","64124","-725","5146064","1058","0"
"0","","2","-278","","","64125","-925","5146064","131511","0"
"","0","3","1","","","64126","run_dash_peko","5146064","105811",""
"","0","3","1","","","64127","run_dash_peko","5146064","1058",""
"","0","3","1","","","64128","run_dash_presia","5146064","131511",""
"","0","3","1","","","64129","empty","5146064","130911",""
"10","","2","-278","","","64130","1185","5146064","105811","0"
"10","","2","-278","","","64131","1185","5146064","1058","0"
"10","","2","-278","","","64132","985","5146064","131511","0"
"","","93","","","","64133","0","5146064","0.3",""
"","","93","","","","64134","0","5146064","0.8",""
"0","","21","0","","","64135","vo_apg_0411","5146064","vo_apg",""
"0","40","11","11","1","0","64136","首先就從那間攤販開始～☆","5146064","105811","0"
"","","93","","","","64137","0","5146064","3",""
"0","","21","0","","","64138","vo_apg_0412","5146064","vo_apg",""
"0","40","11","9","1.3","0","64139","全部，\n都要吃喔。","5146064","131511","0"
"","","93","","","","64140","0","5146064","0.3",""
"","","93","","","","64141","0","5146064","3.6",""
"","","101","","","","64142","","5146064","64143",""
"","","22","","","","64143","0.2","5146064","0",""
"-225","1.8","1","110","wish_idle_normal_lookup","0","65001","131011","5146065","1","-278"
"-225","1.8","5","111","idle_normal","0","65002","99","5146065","1","-278"
"-225","1.8","5","109","idle_normal","0","65003","98","5146065","1","-278"
"225","1.8","1","101","idle_normal_noface","1","65004","130911","5146065","1","-278"
"225","1.8","5","102","idle_normal_kururu","1","65005","97","5146065","1","-278"
"225","1.8","5","100","idle_normal","1","65006","96","5146065","1","-278"
"-920","1.85","1","105","empty","0","65007","106011","5146065","1","-305"
"-920","1.85","5","106","empty","0","65008","1060","5146065","4","-305"
"","","13","","","","65009","210","5146065","131011",""
"","","13","","","","65010","201","5146065","130911",""
"","","13","","","","65011","205","5146065","106011",""
"0","0.85","5","15","idle","0","65012","8","5146065","8","-174"
"0","1","31","0","","","65013","1","5146065","1","1"
"","","91","","","","65014","0","5146065","0",""
"","","102","0","","","65015","0","5146065","0",""
"","","93","","","","65016","0","5146065","1",""
"","0.2","3","1","","","65017","wish_idle_joy_lookup","5146065","131011",""
"0","","21","0","","","65018","vo_apg_0501","5146065","vo_apg",""
"1","0","11","13","0","0","65019","咕嚕轉～\n咕嚕轉～","5146065","131011","1"
"","","91","","","","65020","","5146065","0",""
"","0.2","3","1","","","65021","talk_normal_surprise","5146065","130911",""
"","0.2","3","1","","","65022","talk_normal_surprise","5146065","97",""
"0","","21","0","","","65023","vo_apg_0502","5146065","vo_apg",""
"1","0","11","7","0","0","65024","真步小小姐，\n怎麼了嗎？","5146065","130911","1"
"","","91","","","","65025","","5146065","0",""
"","0.2","3","1","","","65026","idle_normal_noface","5146065","130911",""
"","0.2","3","1","","","65027","idle_normal_kururu","5146065","97",""
"","0.2","3","1","","","65028","sad_talk_normalR","5146065","131011",""
"0","","21","0","","","65029","vo_apg_0503","5146065","vo_apg",""
"1","0","11","10","0","0","65030","嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","5146065","131011","1"
"","","91","","","","65031","","5146065","0",""
"notice_loop_normal2","0.2","3","0","","0","65032","notice_in_normal2","5146065","131011","1"
"0","","21","0","","","65033","vo_apg_0504","5146065","vo_apg",""
"1","0","11","10","0","0","65034","對了♪","5146065","131011","1"
"","","91","","","","65035","","5146065","0",""
"","0.2","3","1","","","65036","kururu_wish_idle_light","5146065","130911",""
"","0.2","3","1","","","65037","kururu_wish_idle_light","5146065","97",""
"maho_kururinpa_loop","0","3","0","","0","65038","maho_kururinpa_in","5146065","131011","1"
"maho_kururinpa_loopF","0","3","0","","0","65039","maho_kururinpa_inF","5146065","99","1"
"maho_kururinpa_loopB","0","3","0","","0","65040","maho_kururinpa_inB","5146065","98","1"
"0","","21","0","","","65041","vo_apg_0505","5146065","vo_apg",""
"1","0","11","9","0","0","65042","神奇真步魔法靈咕嚕靈波～♪","5146065","131011","1"
"","","91","","","","65043","","5146065","0",""
"","0.2","3","1","","","65044","kururu_wish_talk_joy","5146065","130911",""
"0","","21","0","","","65045","vo_apg_0506","5146065","vo_apg",""
"1","0","11","8","0","0","65046","哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","5146065","130911","1"
"","","91","","","","65047","","5146065","0",""
"idle_normal","0","3","0","","0.2","65048","maho_kururinpa_out","5146065","131011","1"
"idle_normal","0","3","0","","0.2","65049","maho_kururinpa_outF","5146065","99","1"
"idle_normal","0","3","0","","0.2","65050","maho_kururinpa_outB","5146065","98","1"
"kururu_kururinpa_loop","0.2","3","0","","0","65051","kururu_sad_talk_surprise_to_kururinpa","5146065","130911","0"
"kururu_kururinpa_loopF","0.2","3","0","","0","65052","kururu_sad_talk_surprise_to_kururinpaF","5146065","97","0"
"kururu_kururinpa_loopB","0.2","3","0","","0","65053","kururu_sad_talk_surprise_to_kururinpaB","5146065","96","0"
"0","","21","0","","","65054","vo_apg_0507","5146065","vo_apg",""
"1","0","11","9","0","0","65055","我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","5146065","130911","1"
"","","91","","","","65056","","5146065","0",""
"idle_normal_noface","0","3","0","","0","65057","kururu_kururinpa_out","5146065","130911","1"
"idle_normal_kururu","0","3","0","","0","65058","kururu_kururinpa_outF","5146065","97","1"
"idle_normal","0","3","0","","0","65059","kururu_kururinpa_outB","5146065","96","1"
"","0.2","3","1","","","65060","joy_talk","5146065","131011",""
"0","","21","0","","","65061","vo_apg_0508","5146065","vo_apg",""
"1","0","11","11","0","0","65062","妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","5146065","131011","1"
"","","91","","","","65063","","5146065","0",""
"","0.2","3","1","","","65064","idle_normal","5146065","131011",""
"kururu_kururinpa_loop","0.2","3","0","","0","65065","kururu_hello_fast_to_kururinpa","5146065","130911","0"
"kururu_kururinpa_loopF","0.2","3","0","","0","65066","kururu_hello_fast_to_kururinpaF","5146065","97","0"
"kururu_kururinpa_loopB","0.2","3","0","","0","65067","kururu_hello_fast_to_kururinpaB","5146065","96","0"
"0","","21","0","","","65068","vo_apg_0509","5146065","vo_apg",""
"1","0","11","9","0","0","65069","好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","5146065","130911","1"
"","","91","","","","65070","","5146065","0",""
"idle_normal_noface","0","3","0","","0","65071","kururu_kururinpa_out","5146065","130911","1"
"idle_normal_kururu","0","3","0","","0","65072","kururu_kururinpa_outF","5146065","97","1"
"idle_normal","0","3","0","","0","65073","kururu_kururinpa_outB","5146065","96","1"
"sad_talk_normalR","0.2","3","0","","0.2","65074","smile2","5146065","131011","1"
"sad_talk_normalR","0.2","3","0","","0.2","65075","smile2","5146065","99","1"
"sad_talk_normalR","0.2","3","0","","0.2","65076","smile2","5146065","98","1"
"0","","21","0","","","65077","vo_apg_0510","5146065","vo_apg",""
"1","0","11","10","0","0","65078","呵呵♪\n好像在繞口令呢♪","5146065","131011","1"
"","","91","","","","65079","","5146065","0",""
"maho_kurukuru_loop","0.2","3","0","","0","65080","maho_kurukuru_in","5146065","131011","1"
"maho_kurukuru_loopF","0.2","3","0","","0","65081","maho_kurukuru_inF","5146065","99","1"
"maho_kurukuru_loopB","0.2","3","0","","0","65082","maho_kurukuru_inB","5146065","98","1"
