08a7abd39f250ad7e0645e2e0e2db255b6460ededff5137bb477d3ee03d34bb9,a40f354b503385b4fe6e71ef05a16b73283a5c47c6d42b42fbb21540486961a0,eec86a7aa0dd77c7f584211e110fc486fa42f2339695935a8468f13b3ea6a0b0,12295f2c213482ff3dc49b5232370554ed0fb20ec77567e533acdb540b4106d3,2d306b707fa531f3fb7b61212c473f2f07b83ac726dc5ed217d744e362480353,0635b3e293411141fbac54f6b28cf8b55c6c6aa1d3a5f93f6e88373758753bec,4cce7736a8919875e7462f0a3a45056918785325ea832d3e4902b23422f6573a,f34981fb188c4d6f152070609e16e13b63fa87359bb0b5911bc73f618fd8fe49,d720eb017d3dc2f19acad374d9622940f3b074d7f15fbacf9893d987214cf101,c1cd41472f8553af9238b2d44073594a6901432fed6320e82b11b14451e09f76,b9d0d8add45ebc97eac82307e9372c1028bb7fdddba686ae7c987c25b3d1ef82
"33","","","91","","","","1330016","1330011","",""
"33","1","pkb_idle_normal","3","","","","1330017","2","","0.2"
"34","100","106531","1","-150","pkb_idle_normal","1","1340001","1","170","1.6"
"34","100","113411","1","-150","pkb_idle_normal","0","1340002","1","-20","1.6"
"34","0","pkb_talk_arm_crossed","3","1","","0.2","1340003","106531","pkb_idle_arm_crossed","0.2"
"34","0","vo_minigame_1006_top_talk_13_301","21","","","","1340004","vo_minigame_1006","0",""
"34","8","妳也很會\n投強力的球嘛，\n那是用什麼方式\n在丟的啊？","11","0","-1","0","1340005","106531","0","0"
"34","","","93","","","","1340006","3.4","",""
"34","1","pkb_talk_normal","3","","","","1340007","106531","","0.2"
"34","","","91","","","","1340008","1340005","",""
"34","1","pkb_idle_normal","3","","","","1340009","106531","","0.2"
"34","1","pkb_talk_normal","3","","","","1340010","113411","","0.2"
"34","0","vo_minigame_1006_top_talk_13_202","21","","","","1340011","vo_minigame_1006","0",""
"34","8","用超能……不對！\n我是用了特別的\n魔法啦～嘿嘿。","11","0","1","0","1340012","113411","0","0"
"34","","","93","","","","1340013","1.2","",""
"34","0","pkb_surprise","3","1","","0.2","1340014","113411","pkb_talk_surprise1","0.2"
"34","","","93","","","","1340015","1","",""
"34","1","pkb_talk_joy3","3","","","","1340016","113411","","0.2"
"34","","","91","","","","1340017","1340012","",""
"34","1","pkb_idle_normal","3","","","","1340018","113411","","0.2"
"35","100","113511","1","-150","pkb_idle_normal","0","1350001","1","-20","1.6"
"35","100","102311","1","-150","pkb_idle_normal","1","1350002","1","170","1.6"
"35","1","pkb_talk_joy3","3","","","","1350003","113511","","0.2"
"35","0","vo_minigame_1006_top_talk_14_101","21","","","","1350004","vo_minigame_1006","0",""
"35","6","綾音，\n今天也麻煩妳當\n擊球教練囉～\n我很信賴妳的～！","11","0","0.5","0","1350005","113511","0","0"
"35","","","93","","","","1350006","5.2","",""
"35","1","pkb_talk_wish","3","","","","1350007","113511","","0.2"
"35","","","91","","","","1350008","1350005","",""
"35","1","pkb_idle_normal","3","","","","1350009","113511","","0.2"
"35","1","pkb_talk_joy1","3","","","","1350010","102311","","0.2"
"35","0","vo_minigame_1006_top_talk_14_402","21","","","","1350011","vo_minigame_1006","0",""
"35","8","為了讓哥哥他們\n可以打出很多全壘打，\n我會努力的！","11","0","-1","0","1350012","102311","0","0"
"35","","","93","","","","1350013","3.2","",""
"35","0","pkb_talk_doya","3","1","","","1350014","102311","pkb_idle_doya","0.2"
"35","","","91","","","","1350015","1350012","",""
"35","1","pkb_idle_normal","3","","","","1350016","102311","","0.2"
"36","100","3","5","-130","pkb_idle_normal_l","1","1360001","3","170","55"
"36","100","1","5","-130","pkb_idle_normal","0","1360002","1","-20","55"
"36","0","pkb_talk_arm_crossed_l","3","1","","0.2","1360003","3","pkb_idle_arm_crossed_l","0.2"
"36","0","vo_minigame_1006_top_talk_15_601","21","","","","1360004","vo_minigame_1006","0",""
"36","8","喂，旭！\n讓我看看\n你進步了多少！","11","0","-0.5","0","1360005","3","0","0"
"36","","","91","","","","1360006","1360005","",""
"36","1","pkb_idle_normal_l","3","","","","1360007","3","","0.2"
"36","0","pkb_talk_guts","3","1","","","1360008","1","pkb_idle_guts","0.2"
"36","0","vo_minigame_1006_top_talk_15_702","21","","","","1360009","vo_minigame_1006","0",""
"36","8","好！大地你才是，\n不用客氣放馬過來，\n認真一決勝負吧！","11","0","0","0","1360010","1","0","0"
"36","","","91","","","","1360011","1360010","",""
"36","1","pkb_idle_normal","3","","","","1360012","1","","0.2"
"37","100","1","5","-130","pkb_idle_normal","0","1370001","1","-20","55"
"37","100","3","5","-130","pkb_idle_normal_l","1","1370002","3","170","55"
"37","0","pkb_talk_guts","3","1","","","1370003","1","pkb_idle_guts","0.2"
"37","0","vo_minigame_1006_top_talk_16_701","21","","","","1370004","vo_minigame_1006","0",""
"37","8","我們絕對要參加\n全國大賽，\n實現我們的夢想！","11","0","-0.5","0","1370005","1","0","0"
"37","","","93","","","","1370006","3.2","",""
"37","0","pkb_talk_handsup","3","1","","0.2","1370007","1","pkb_idle_normal","0.2"
"37","","","91","","","","1370008","1370005","",""
"37","1","pkb_idle_normal","3","","","","1370009","1","","0.2"
"37","0","pkb_talk_arm_crossed_l","3","1","","0.2","1370010","3","pkb_idle_arm_crossed_l","0.2"
"37","0","vo_minigame_1006_top_talk_16_602","21","","","","1370011","vo_minigame_1006","0",""
"37","8","哼，那當然啊，\n憑我們的實力，\n連全國大賽優勝\n也不是夢啊！","11","0","1","0","1370012","3","0","0"
"37","","","93","","","","1370013","4.8","",""
"37","0","pkb_talk_guts_l","3","1","","","1370014","3","pkb_idle_guts_l","0.2"
"37","","","91","","","","1370015","1370012","",""
"37","1","pkb_idle_normal_l","3","","","","1370016","3","","0.2"
"38","100","106531","1","-150","pkb_idle_normal","1","1380001","1","170","1.6"
"38","100","2","5","-130","pkb_idle_normal","0","1380002","2","-20","55"
"38","0","pkb_talk_arm_crossed","3","1","","0.2","1380003","106531","pkb_idle_arm_crossed","0.2"
"38","0","vo_minigame_1006_top_talk_17_301","21","","","","1380004","vo_minigame_1006","0",""
"38","8","我看你們變得\n滿能打的嘛。\n今後老娘也要\n拿出真本領上了！！","11","0","-0.5","0","1380005","106531","0","0"
"38","","","93","","","","1380006","3.6","",""
"38","0","pkb_talk_doya","3","1","","","1380007","106531","pkb_idle_doya","0.2"
"38","","","93","","","","1380008","2","",""
"38","0","pkb_talk_handsup","3","1","","0.2","1380009","106531","pkb_idle_normal","0.2"
"38","","","91","","","","1380010","1380005","",""
"38","","","93","","","","1380011","1","",""
"38","1","pkb_idle_normal","3","","","","1380012","106531","","0.2"
"38","0","pkb_shock","3","1","","","1380013","2","pkb_idle_shock","0.2"
"38","0","vo_minigame_1006_top_talk_17_802","21","","","","1380014","vo_minigame_1006","0",""
"38","7","真的假的……\n那樣居然\n還不是真本領喔。\n……要出人命啦。","11","0","1","0","1380015","2","0","0"
"38","","","91","","","","1380016","1380015","",""
"38","1","pkb_idle_normal","3","","","","1380017","2","","0.2"
