edc5c30f39103b6d64ffc0908ae6355c3316d09871a9189b2c514362cc5a9b51,0900f7cfe35790de61c203daa3f4aab462e5c11439bf86f726eebffb6dc06fb1,1ed0870f8185f0448688c1f2044dac8a5de986240c74d595a301b59c7b926eb8,7a7184a22bffa99261229800cd5ba18ccc7233f91c3256172781f24cc12d7333,204baa9b7a2e6b84ce63e831321a2d6826c367972a3f25fae2026a2ab3723ac4,87c5cebcba96c07a263ae3c2fd1c277fcd047de3356618d5d91048fb39ac3a53,a640bc5b9b19eb850cbfae4740f70ad4077724aaa28879571415190f0cc56182,5e5ed731578662289fb54b8b3f087a00603310f32c4eeb38f04baf392e5a33c0,26fc8b7b9381853f73040e442e0a8fdd89f57a605762bcd39addd146eceb93da,d6c1ce557e326afea067a095976fe2bb30fc29af311c245054b87c276930f5c9,02af63077744d8e0a63b1fa54240f12dfd7bd2c79b4af6e07c5a04d908111cca,10a8cf12bc0844b57421176ea5fc8da5fd07f78789bbf7393063bc664ddfcae8,c1e831b70dcaf6ca8889ab58e656026e97e5d320f03b13da4ac317ccc12b22a3,dd48c7aebe00efa8a529a359212b91ce570200998113aeecea197e5be2e456b8,0f65ee5c5558450e81103c743bbbc1dcb50537832052333f12ec7a3e55e82aad,931a09742b380e024774ebc6cb0fa868689fcffcdc1dd38b614d09d74bc2ffb5
"0","0","0","39","0","0","2","101","323","0","32301","11015","320","0","0","3"
"0","32403","32405","39","32402","0","5","7","324","0","32401","10072","321","0","32404","3"
"0","32503","32505","39","32502","0","8","4","325","0","32501","10045","322","0","32504","3"
"325","32603","32605","40","32602","0","5","5","326","0","32601","10056","323","324","32604","3"
"0","0","0","1","0","0","2","100","327","0","32701","11002","0","0","0","4"
"0","32803","32805","1","32802","0","5","2","328","0","32801","10023","0","0","32804","4"
"0","0","0","1","0","0","8","101","329","0","32901","11015","0","0","0","4"
"0","33003","33005","2","33002","0","2","4","330","0","33001","10041","327","0","33004","4"
"0","33103","33105","2","33102","0","5","2","331","0","33101","10024","328","0","33104","4"
"0","0","0","2","0","0","8","101","332","0","33201","11012","329","0","0","4"
"0","33303","33305","3","33302","0","2","6","333","0","33301","10063","330","0","33304","4"
"0","33403","33405","3","33402","0","5","6","334","0","33401","10064","331","0","33404","4"
"0","33503","33505","3","33502","0","8","7","335","0","33501","10075","332","0","33504","4"
"0","33603","33605","4","33602","0","2","4","336","0","33601","10044","333","0","33604","4"
"0","33703","33705","4","33702","0","5","2","337","0","33701","10021","334","0","33704","4"
"0","0","0","4","0","0","8","100","338","0","33801","11003","335","0","0","4"
"338","33903","33905","5","33902","0","5","1","339","0","33901","10016","336","337","33904","4"
"0","34003","34005","6","34002","0","2","2","340","0","34001","10023","339","0","34004","4"
"0","34103","34105","6","34102","0","5","4","341","0","34101","10042","339","0","34104","4"
"0","34203","34205","6","34202","0","8","4","342","0","34201","10045","339","0","34204","4"
"0","0","0","7","0","0","2","101","343","0","34301","11014","340","0","0","4"
"0","34403","34405","7","34402","0","5","7","344","0","34401","10071","341","0","34404","4"
"0","0","0","7","0","0","8","100","345","0","34501","11005","342","0","0","4"
"0","34603","34605","8","34602","0","2","4","346","0","34601","10042","343","0","34604","4"
"0","0","0","8","0","0","5","101","347","0","34701","11013","344","0","0","4"
"0","34803","34805","8","34802","0","8","7","348","0","34801","10074","345","0","34804","4"
"0","34903","34905","9","34902","0","2","2","349","0","34901","10022","346","0","34904","4"
"0","35003","35005","9","35002","0","5","2","350","0","35001","10024","347","0","35004","4"
"0","35103","35105","9","35102","0","8","6","351","0","35101","10061","348","0","35104","4"
"351","35203","35205","10","35202","0","5","5","352","0","35201","10056","349","350","35204","4"
"0","35303","35305","11","35302","0","2","2","353","0","35301","10025","352","0","35304","4"
"0","0","0","11","0","0","5","101","354","0","35401","11011","352","0","0","4"
"0","35503","35505","11","35502","0","8","6","355","0","35501","10064","352","0","35504","4"
"0","35603","35605","12","35602","0","2","4","356","0","35601","10042","353","0","35604","4"
"0","35703","35705","12","35702","0","5","4","357","0","35701","10041","354","0","35704","4"
"0","35803","35805","12","35802","0","8","4","358","0","35801","10045","355","0","35804","4"
"0","35903","35905","13","35902","0","2","4","359","0","35901","10043","356","0","35904","4"
"0","36003","36005","13","36002","0","5","7","360","0","36001","10073","357","0","36004","4"
"0","36103","36105","13","36102","0","8","6","361","0","36101","10065","358","0","36104","4"
"0","0","0","14","0","0","2","101","362","0","36201","11014","359","0","0","4"
"0","36303","36305","14","36302","0","5","2","363","0","36301","10022","360","0","36304","4"
"0","36403","36405","14","36402","0","8","7","364","0","36401","10072","361","0","36404","4"
"364","36503","36505","15","36502","0","5","1","365","0","36501","10016","362","363","36504","4"
"0","36603","36605","16","36602","0","2","7","366","0","36601","10071","365","0","36604","4"
"0","0","0","16","0","0","5","101","367","0","36701","11013","365","0","0","4"
"0","36803","36805","16","36802","0","8","2","368","0","36801","10025","365","0","36804","4"
"0","0","0","17","0","0","2","100","369","0","36901","11004","366","0","0","4"
"0","0","0","17","0","0","5","101","370","0","37001","11012","367","0","0","4"
"0","37103","37105","17","37102","0","8","4","371","0","37101","10044","368","0","37104","4"
"0","0","0","18","0","0","2","101","372","0","37201","11015","369","0","0","4"
"0","37303","37305","18","37302","0","5","6","373","0","37301","10061","370","0","37304","4"
"0","37403","37405","18","37402","0","8","4","374","0","37401","10041","371","0","37404","4"
"0","37503","37505","19","37502","0","2","6","375","0","37501","10062","372","0","37504","4"
"0","0","0","19","0","0","5","100","376","0","37601","11002","373","0","0","4"
"0","37703","37705","19","37702","0","8","2","377","0","37701","10024","374","0","37704","4"
"377","37803","37805","20","37802","0","5","5","378","0","37801","10056","375","376","37804","4"
"0","37903","37905","21","37902","0","2","7","379","0","37901","10072","378","0","37904","4"
"0","0","0","21","0","0","5","100","380","0","38001","11001","378","0","0","4"
"0","0","0","21","0","0","8","100","381","0","38101","11005","378","0","0","4"
"0","0","0","22","0","0","2","100","382","0","38201","11003","379","0","0","4"
"0","38303","38305","22","38302","0","5","6","383","0","38301","10062","380","0","38304","4"
"0","38403","38405","22","38402","0","8","4","384","0","38401","10043","381","0","38404","4"
"0","0","0","23","0","0","2","100","385","0","38501","11004","382","0","0","4"
"0","38603","38605","23","38602","0","5","2","386","0","38601","10021","383","0","38604","4"
"0","38703","38705","23","38702","0","8","2","387","0","38701","10022","384","0","38704","4"
"0","38803","38805","24","38802","0","2","6","388","0","38801","10065","385","0","38804","4"
"0","38903","38905","24","38902","0","5","7","389","0","38901","10074","386","0","38904","4"
"0","39003","39005","24","39002","0","8","6","390","0","39001","10063","387","0","39004","4"
"390","39103","39105","25","39102","0","5","3","391","0","39101","10036","388","389","39104","4"
"0","0","0","26","0","0","2","101","392","0","39201","11011","391","0","0","4"
"0","39303","39305","26","39302","0","5","7","393","0","39301","10075","391","0","39304","4"
"0","39403","39405","26","39402","0","8","4","394","0","39401","10044","391","0","39404","4"
"0","39503","39505","27","39502","0","2","7","395","0","39501","10073","392","0","39504","4"
"0","39603","39605","27","39602","0","5","4","396","0","39601","10042","393","0","39604","4"
"0","39703","39705","27","39702","0","8","6","397","0","39701","10062","394","0","39704","4"
"0","0","0","28","0","0","2","100","398","0","39801","11005","395","0","0","4"
"0","0","0","28","0","0","5","101","399","0","39901","11011","396","0","0","4"
"0","40003","40005","28","40002","0","8","6","400","0","40001","10063","397","0","40004","4"
"0","0","0","29","0","0","2","100","401","0","40101","11001","398","0","0","4"
"0","0","0","29","0","0","5","100","402","0","40201","11004","399","0","0","4"
"0","0","0","29","0","0","8","100","403","0","40301","11003","400","0","0","4"
"403","40403","40405","30","40402","0","5","1","404","0","40401","10016","401","402","40404","4"
"0","40503","40505","31","40502","0","2","4","405","0","40501","10041","404","0","40504","4"
"0","40603","40605","31","40602","0","5","2","406","0","40601","10025","404","0","40604","4"
"0","40703","40705","31","40702","0","8","6","407","0","40701","10064","404","0","40704","4"
"0","40803","40805","32","40802","0","2","2","408","0","40801","10023","405","0","40804","4"
"0","40903","40905","32","40902","0","5","2","409","0","40901","10021","406","0","40904","4"
"0","41003","41005","32","41002","0","8","6","410","0","41001","10065","407","0","41004","4"
"0","41103","41105","33","41102","0","2","2","411","0","41101","10022","408","0","41104","4"
"0","41203","41205","33","41202","0","5","2","412","0","41201","10024","409","0","41204","4"
"0","0","0","33","0","0","8","101","413","0","41301","11013","410","0","0","4"
"0","0","0","34","0","0","2","101","414","0","41401","11012","411","0","0","4"
"0","41503","41505","34","41502","0","5","7","415","0","41501","10075","412","0","41504","4"
"0","41603","41605","34","41602","0","8","4","416","0","41601","10044","413","0","41604","4"
"416","41703","41705","35","41702","0","5","3","417","0","41701","10036","414","415","41704","4"
"0","0","0","36","0","0","2","101","418","0","41801","11014","417","0","0","4"
"0","41903","41905","36","41902","0","5","7","419","0","41901","10073","417","0","41904","4"
"0","42003","42005","36","42002","0","8","2","420","0","42001","10025","417","0","42004","4"
"0","42103","42105","37","42102","0","2","7","421","0","42101","10071","418","0","42104","4"
"0","0","0","37","0","0","5","101","422","0","42201","11015","419","0","0","4"
"0","0","0","37","0","0","8","100","423","0","42301","11001","420","0","0","4"
"0","42403","42405","38","42402","0","2","4","424","0","42401","10043","421","0","42404","4"
"0","42503","42505","38","42502","0","5","7","425","0","42501","10074","422","0","42504","4"
"0","42603","42605","38","42602","0","8","6","426","0","42601","10061","423","0","42604","4"
"0","0","0","39","0","0","2","100","427","0","42701","11002","424","0","0","4"
"0","42803","42805","39","42802","0","5","7","428","0","42801","10072","425","0","42804","4"
"0","42903","42905","39","42902","0","8","4","429","0","42901","10045","426","0","42904","4"
"429","43003","43005","40","43002","0","5","1","430","0","43001","10016","427","428","43004","4"
