fef96539757342c63f58fff8546f1b0957930910e9e95a35820a4c146e63429d,2af32739d91069bd6411d7bf2c10677060d89a853ed6dd0a90f4ad774139888f,c9b932562cc683d3ef3fb2de85a61be99181734433e6f16366b17f5d7a0c95d0,509babf02f541c769fd937de08e5be7a2fc220992a2707830e2d9a8fdde3ef5d,9b11a1b246eeb783ceaaaec375df85bf4206a978a1f6d55f9fffccbe303e0d0a,bc26d5a72dd8e1841b32e7859426bea1dcb0d23b783aacf466d5c27f608242d4,aa75cbfcb34c0b355008a4b19ccc0b2fede44980148e0f4a714bddd0df59443d,73fb98640dd1c89284aba063869884ca0aca06c49c0940f9e2ee4642905965e3,0e4dbbd5383d1a7c7827767d8a0b646062ac115d08977b486e87dc1fd172b510,447a22079c43a529eed79e20bf22ecee83efffe11919873f56c448b761200905,89dbb08d1c5b1789b52b794b534f6e4b28a68a157b60e6cb6533a28cced396b2,adb3690a39e7786f47c080db761210fa18ffa9ab6710595fa7e14f396f1db1f3,6f1a8aef18721b95ecb1c5d015a7d3d40e9db856ed5beef3b9d31e75318322a8,7f46bd88a0cf89fc452e62c974c416ffeb751a895799ce83f805d77b0f081936,540422a151a73c81709d7739877f298572cd5d8e762c04f9898af2a544262ed4,314fe1f8aee762dd0a4a8d75fd1dbecdee25fbe705655b355b7c328866eaec20,136059e94ea16d390798a5ce63307b54edcc1ea9c7ae02c8819e0b1bd397150c
"10118","127401","bgm_MC026","50","2023/09/11 15:59:59","2023/09/15 15:59:59","2023/09/18 15:59:59","0","0","500013","1768","bgm_MC026","60","2023/09/01 16:00:00","2023/08/29 16:00:00","1060","0"
"10119","122001","bgm_M582","50","2023/09/22 15:59:59","2023/09/25 15:59:59","2023/09/28 15:59:59","0","0","500016","1768","bgm_M582","60","2023/09/18 16:00:00","2023/09/15 16:00:00","1060","10092"
"10120","126201","bgm_MC036","50","2023/10/11 15:59:59","2023/10/15 15:59:59","2023/10/19 15:59:59","0","0","501983","1768","bgm_MC036","60","2023/10/01 16:00:00","2023/09/28 16:00:00","1060","0"
"10121","122101","bgm_M595","50","2023/10/22 15:59:59","2023/10/25 15:59:59","2023/10/28 15:59:59","0","0","500016","1768","bgm_M595","60","2023/10/18 16:00:00","2023/10/16 16:00:00","1060","10094"
"10122","126701","bgm_MC046","50","2023/11/11 15:59:59","2023/11/15 15:59:59","2023/11/19 15:59:59","0","0","500016","1768","bgm_MC046","60","2023/11/01 16:00:00","2023/10/30 16:00:00","1060","0"
"10123","122401","bgm_M601","50","2023/11/21 15:59:59","2023/11/24 15:59:59","2023/11/27 15:59:59","0","0","500016","1768","bgm_M601","60","2023/11/17 16:00:00","2023/11/15 16:00:00","1060","10096"
"10124","127001","bgm_MC056","50","2023/12/11 15:59:59","2023/12/15 15:59:59","2023/12/19 15:59:59","0","0","501613","1768","bgm_MC056","60","2023/12/01 16:00:00","2023/11/29 16:00:00","1060","0"
"10125","122801","bgm_M608","50","2023/12/22 15:59:59","2023/12/25 15:59:59","2023/12/28 15:59:59","0","0","500010","1768","bgm_M608","60","2023/12/18 16:00:00","2023/12/15 16:00:00","1060","10098"
"10126","127201","bgm_MC063","50","2024/01/11 15:59:59","2024/01/15 15:59:59","2024/01/19 15:59:59","0","0","502032","1768","bgm_MC063","60","2024/01/01 16:00:00","2023/12/29 16:00:00","1060","0"
"10127","123101","bgm_M618","50","2024/01/21 15:59:59","2024/01/24 15:59:59","2024/01/27 15:59:59","0","0","500016","1768","bgm_M618","60","2024/01/17 16:00:00","2024/01/15 16:00:00","1060","10100"
"10128","127501","bgm_MC075","50","2024/02/11 15:59:59","2024/02/15 15:59:59","2024/02/19 15:59:59","0","0","500016","1768","bgm_MC075","60","2024/02/01 16:00:00","2024/01/29 16:00:00","1060","0"
"10129","123501","bgm_M623","50","2024/02/20 15:59:59","2024/02/23 15:59:59","2024/02/26 15:59:59","0","0","500096","1768","bgm_M623","60","2024/02/16 16:00:00","2024/02/14 16:00:00","1060","10102"
"10130","128601","bgm_MC082","50","2024/03/11 15:59:59","2024/03/15 15:59:59","2024/03/19 15:59:59","0","0","500118","1768","bgm_MC082","60","2024/03/01 16:00:00","2024/02/27 16:00:00","1060","0"
"10131","123901","bgm_M630","50","2024/03/22 15:59:59","2024/03/25 15:59:59","2024/03/27 15:59:59","0","0","500096","1768","bgm_M630","60","2024/03/18 16:00:00","2024/03/16 16:00:00","1060","10104"
"10132","127901","bgm_MC091","50","2024/04/11 15:59:59","2024/04/15 15:59:59","2024/04/19 15:59:59","0","0","500881","1768","bgm_MC091","60","2024/04/01 16:00:00","2024/03/30 16:00:00","1060","0"
"10133","124001","bgm_M638","50","2024/04/20 15:59:59","2024/04/23 15:59:59","2024/04/26 15:59:59","0","0","501463","1768","bgm_M638","60","2024/04/16 16:00:00","2024/04/13 16:00:00","1060","10106"
"10134","128301","bgm_MC099","50","2024/05/11 15:59:59","2024/05/15 15:59:59","2024/05/19 15:59:59","0","0","500183","1768","bgm_MC099","60","2024/05/01 16:00:00","2024/04/29 16:00:00","1060","0"
"10135","124701","bgm_M647","50","2024/05/21 15:59:59","2024/05/24 15:59:59","2024/05/27 15:59:59","0","0","501884","1768","bgm_M647","60","2024/05/17 16:00:00","2024/05/14 16:00:00","1060","10108"
"10136","130601","bgm_MC110","50","2024/06/23 15:59:59","2024/06/27 15:59:59","2024/06/29 15:59:59","0","0","500016","1768","bgm_MC110","60","2024/06/01 16:00:00","2024/05/29 16:00:00","1060","0"
"10137","130601","bgm_MC111","50","2024/06/23 15:59:59","2024/06/27 15:59:59","2024/06/29 15:59:59","0","10136","500175","1768","bgm_MC111","60","2024/06/08 16:00:00","2024/05/29 16:00:00","1060","0"
"10138","125901","bgm_M659","50","2024/06/19 15:59:59","2024/06/23 15:59:59","2024/06/27 15:59:59","0","0","500013","1768","bgm_M659","60","2024/06/10 16:00:00","2024/06/07 16:00:00","1060","10110"
"10139","125901","bgm_M660","50","2024/06/19 15:59:59","2024/06/23 15:59:59","2024/06/27 15:59:59","0","10138","501931","1768","bgm_M660","60","2024/06/15 16:00:00","2024/06/07 16:00:00","1060","10111"
"10140","129401","bgm_MC124","50","2024/07/11 15:59:59","2024/07/15 15:59:59","2024/07/17 15:59:59","0","0","500751","1768","bgm_MC124","60","2024/07/01 16:00:00","2024/06/28 16:00:00","1060","0"
"10141","125201","bgm_M668","50","2024/07/22 15:59:59","2024/07/25 15:59:59","2024/07/28 15:59:59","0","0","501463","1768","bgm_M668","60","2024/07/18 16:00:00","2024/07/15 16:00:00","1060","10114"
"10142","129901","bgm_MC136","50","2024/08/11 15:59:59","2024/08/15 15:59:59","2024/08/17 15:59:59","0","0","500096","1768","bgm_MC136","60","2024/08/01 16:00:00","2024/07/29 16:00:00","1060","0"
"10143","125401","bgm_MC017","50","2024/08/22 15:59:59","2024/08/25 15:59:59","2024/08/28 15:59:59","0","0","501683","1768","bgm_MC017","60","2024/08/18 16:00:00","2024/08/15 16:00:00","1060","10116"
"10144","130801","bgm_MC143","50","2024/09/11 15:59:59","2024/09/15 15:59:59","2024/09/19 15:59:59","0","0","502263","1768","bgm_MC143","60","2024/09/01 16:00:00","2024/08/29 16:00:00","1060","0"
"10145","127401","bgm_MC026","50","2024/09/22 15:59:59","2024/09/25 15:59:59","2024/09/28 15:59:59","0","0","500013","1768","bgm_MC026","60","2024/09/18 16:00:00","2024/09/15 16:00:00","1060","10118"
"10146","130901","bgm_MC147","50","2024/10/11 15:59:59","2024/10/15 15:59:59","2024/10/19 15:59:59","0","0","502273","1768","bgm_MC147","60","2024/10/01 16:00:00","2024/09/28 16:00:00","1060","0"
"10147","126201","bgm_MC036","50","2024/10/22 15:59:59","2024/10/25 15:59:59","2024/10/28 15:59:59","0","0","501983","1768","bgm_MC036","60","2024/10/18 16:00:00","2024/10/15 16:00:00","1060","10120"
"10148","131201","bgm_MC156","50","2024/11/11 15:59:59","2024/11/15 15:59:59","2024/11/19 15:59:59","0","0","500164","1768","bgm_MC156","60","2024/11/01 16:00:00","2024/10/29 16:00:00","1060","0"
"10149","126701","bgm_MC046","50","2024/11/22 15:59:59","2024/11/25 15:59:59","2024/11/28 15:59:59","0","0","500016","1768","bgm_MC046","60","2024/11/18 16:00:00","2024/11/15 16:00:00","1060","10122"
"10150","131701","bgm_MC162","50","2024/12/11 15:59:59","2024/12/15 15:59:59","2024/12/19 15:59:59","0","0","502332","1768","bgm_MC162","60","2024/12/01 16:00:00","2024/11/28 16:00:00","1060","0"
"10151","127001","bgm_MC056","50","2024/12/22 15:59:59","2024/12/25 15:59:59","2024/12/28 15:59:59","0","0","501613","1768","bgm_MC056","60","2024/12/18 16:00:00","2024/12/15 16:00:00","1060","10124"
"10152","131901","bgm_MC172","50","2025/01/21 15:59:59","2025/01/25 15:59:59","2025/01/26 15:59:59","0","0","501031","1768","bgm_MC172","60","2025/01/01 16:00:00","2024/12/27 16:00:00","1060","0"
