d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740
"1009804064","","想在米粒上畫圖。","103","","0","","1009804067","","1009804",""
"1009804065","","想做大玩具。","103","","0","","1009804091","","1009804",""
"1009804066","","想做布偶。","103","","0","","1009804114","","1009804",""
"1009804067","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804068","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804069","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804070","","0.1","93","","","","0","","1009804",""
"1009804071","2","102011","2","0.33","-235","","-200","0.2","1009804",""
"1009804072","2","103611","2","0.33","-220","","100","0.2","1009804",""
"1009804073","2","100411","2","0.33","-250","","270","0.2","1009804",""
"1009804074","","0.7","93","","","","0","","1009804",""
"1009804075","","102011","3","","1","","lsv_talk_surprise_R2","","1009804","0.2"
"1009804076","","vo_lsv","21","0","0","","vo_lsv_0427","","1009804",""
"1009804077","1","102011","11","1","10","0","咦咦？畫在那麼小的東西上？\n哥哥好厲害～！","0","1009804","0"
"1009804078","","0","91","","","","","","1009804",""
"1009804079","","102011","3","","1","","lsv_idle_normal_joyR","","1009804","0.2"
"1009804080","1","103611","3","lsv_talk_arm_crossed_loop_joy","0","","lsv_talk_arm_crossed_joy","0.2","1009804","0"
"1009804081","","vo_lsv","21","0","0","","vo_lsv_0428","","1009804",""
"1009804082","1","103611","11","1","10","0","這需要巧手，\n以及高度的集中力吧……\n這正是職人的技術啊。","0","1009804","0"
"1009804083","","0","91","","","","","","1009804",""
"1009804084","","103611","3","","1","","lsv_idle_arm_crossed","","1009804","0.2"
"1009804085","","100411","3","","1","","lsv_talk_bitter","","1009804","0.2"
"1009804086","","vo_lsv","21","0","0","","vo_lsv_0429","","1009804",""
"1009804087","1","100411","11","1","10","0","光想就覺得\n對禊來說太難了～\n……所以禊幫忙加油就好了♪","0","1009804","0"
"1009804088","","0","91","","","","","","1009804",""
"1009804089","","100411","3","","1","","lsv_idle_bitter","","1009804","0.2"
"1009804090","","1009804137","101","","","","","","1009804",""
"1009804091","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804092","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804093","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804094","","0.1","93","","","","0","","1009804",""
"1009804095","2","102011","2","0.33","-235","","-200","0.2","1009804",""
"1009804096","2","103611","2","0.33","-220","","100","0.2","1009804",""
"1009804097","2","100411","2","0.33","-250","","270","0.2","1009804",""
"1009804098","","0.7","93","","","","0","","1009804",""
"1009804099","1","100411","3","lsv_exactly_joy_loop","0","","lsv_exactly_joy_in","0.2","1009804","0"
"1009804100","","vo_lsv","21","0","0","","vo_lsv_0430","","1009804",""
"1009804101","1","100411","11","1","10","0","這個好！很好！\n哥哥真懂──！\n這種事很浪漫吧！","0","1009804","0"
"1009804102","","0","91","","","","","","1009804",""
"1009804103","","100411","3","","1","","lsv_idle_wish_joy","","1009804","0.2"
"1009804104","","103611","3","","1","","lsv_talk_thinking_anger","","1009804","0.2"
"1009804105","","vo_lsv","21","0","0","","vo_lsv_0431","","1009804",""
"1009804106","1","103611","11","1","10","0","禊好像很喜歡呢。\n……不過大\n是多大呢？","0","1009804","0"
"1009804107","","0","91","","","","","","1009804",""
"1009804108","","103611","3","","1","","lsv_idle_thinking_anger","","1009804","0.2"
"1009804109","","102011","3","","1","","lsv_talk_memory_dere2","","1009804","0.2"
"1009804110","","vo_lsv","21","0","0","","vo_lsv_0432","","1009804",""
"1009804111","1","102011","11","1","10","0","唔嗯……\n或許比城堡還要大！\n很酷呢～♪","0","1009804","0"
"1009804112","","0","91","","","","","","1009804",""
"1009804113","","1009804137","101","","","","","","1009804",""
"1009804114","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804115","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804116","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009804","0"
"1009804117","","0.1","93","","","","0","","1009804",""
"1009804118","2","102011","2","0.33","-235","","-200","0.2","1009804",""
"1009804119","2","103611","2","0.33","-220","","100","0.2","1009804",""
"1009804120","2","100411","2","0.33","-250","","270","0.2","1009804",""
"1009804121","","0.7","93","","","","0","","1009804",""
"1009804122","1","103611","3","lsv_talk_arm_crossed_loop_joy","0","","lsv_talk_arm_crossed_joy","0.2","1009804","0"
"1009804123","","vo_lsv","21","0","0","","vo_lsv_0433","","1009804",""
"1009804124","1","103611","11","1","10","0","……\n這想法不錯呢。","0","1009804","0"
"1009804125","","0","91","","","","","","1009804",""
"1009804126","","103611","3","","1","","lsv_idle_arm_crossed_joy","","1009804","0.2"
"1009804127","1","100411","3","lsv_talk_surprise","0","","lsv_surprise","0.2","1009804","0"
"1009804128","","vo_lsv","21","0","0","","vo_lsv_0434","","1009804",""
"1009804129","1","100411","11","1","10","0","鏡華好像很同意！？\n嗯，但是可以理解\n布偶哪裡好啦──","0","1009804","0"
"1009804130","","0","91","","","","","","1009804",""
"1009804131","","100411","3","","1","","lsv_idle_surprise","","1009804","0.2"
"1009804132","","102011","3","","1","","lsv_talk_joy3","","1009804","0.2"
"1009804133","","vo_lsv","21","0","0","","vo_lsv_0435","","1009804",""
"1009804134","1","102011","11","1","10","0","那大家現在\n就來做嘛～\n做很可愛的布偶♪","0","1009804","0"
"1009804135","","0","91","","","","","","1009804",""
"1009804136","","1009804137","101","","","","","","1009804",""
"1009804137","","0","91","","","","","","1009804",""
"1009804138","","","102","","","","","","1009804",""
"1009804139","","0","22","","","","0.2","","1009804",""
"1009804140","","0.2","93","","","","","","1009804",""
"1009804141","0","102011","12","0","1","0","8","0","1009804","0"
"1009804142","","102011","3","","1","","lsv_talk_guts2_joy_loop","","1009804","0.2"
"1009804143","","3","93","","","","0","","1009804",""
"1009804144","","102011","3","","1","","lsv_idle_normal_joyR","","1009804","0.2"
"1009804145","0","103611","12","0","1","0","7","0","1009804","0"
"1009804146","","103611","3","","1","","lsv_talk_surprise_kira","","1009804","0.2"
"1009804147","","3","93","","","","0","","1009804",""
"1009804148","","103611","3","","1","","lsv_idle_joy","","1009804","0.2"
"1009804149","0","100411","12","0","1","0","2","0","1009804","0"
"1009804150","1","100411","3","lsv_talk_cool_bitter_loop","0","","lsv_talk_cool_bitter","0.2","1009804","0"
"1009804151","","3","93","","","","0","","1009804",""
"1009804152","","100411","3","","1","","lsv_idle_cool","","1009804","0.2"
"1009804153","","1009804141","101","","","","","","1009804",""
"1009804154","0","333","6","1","1","","1","0","1009804","1"
"1009804155","","102011","4","","","","1","","1009804",""
"1009804156","","102011","3","","1","","lsv_run","","1009804","0.2"
"1009804157","0","102011","2","0.8","-235","","-750","","1009804",""
"1009804158","","103611","4","","","","0","","1009804",""
"1009804159","","103611","3","","1","","lsv_run","","1009804","0.2"
"1009804160","0","103611","2","0.8","-220","","750","","1009804",""
"1009804161","","100411","4","","","","0","","1009804",""
"1009804162","","100411","3","","1","","lsv_run","","1009804","0.2"
"1009804163","0","100411","2","0.8","-250","","850","","1009804",""
"1009804164","","0.6","93","","","","","","1009804",""
"1009804165","0","102011","6","1","1","","1","0","1009804","0.2"
"1009804166","0","103611","6","1","1","","1","0","1009804","0.2"
"1009804167","0","100411","6","1","1","","1","0","1009804","0.2"
"1009804168","","0","91","","","","","","1009804",""
"1009805001","-235","1","1","-650","102","lsv_idle_normal","100411","0","1009805","1.95"
"1009805002","-220","1","1","650","100","lsv_idle_normal","102011","1","1009805","1.95"
"1009805003","-250","1","1","750","101","lsv_idle_normal","103611","1","1009805","1.95"
"1009805004","0","1","5","0","0","lsv_white_loop","333","0","1009805","1"
"1009805005","0","333","6","1","1","","1","0","1009805","0"
"1009805006","0","100411","6","1","1","","1","0","1009805","0"
"1009805007","0","102011","6","1","1","","1","0","1009805","0"
"1009805008","0","103611","6","1","1","","1","0","1009805","0"
"1009805009","","1","93","","","","0","","1009805",""
"1009805010","0.4","333","6","1","1","","1","0","1009805","0.8"
"1009805011","","100411","3","","1","","lsv_run","","1009805","0.2"
"1009805012","0","100411","2","1","-235","","-200","","1009805",""
"1009805013","1","100411","6","1","1","","1","0","1009805","0.4"
"1009805014","","102011","3","","1","","lsv_walk_surprise","","1009805","0.2"
"1009805015","0","102011","2","2","-220","","100","","1009805",""
"1009805016","1","102011","6","1","1","","1","0","1009805","0.4"
"1009805017","","103611","3","","1","","lsv_walk_surprise","","1009805","0.2"
"1009805018","0","103611","2","2","-250","","270","","1009805",""
"1009805019","1","103611","6","1","1","","1","0","1009805","0.4"
"1009805020","","1","93","","","","0","","1009805",""
"1009805021","","100411","3","","1","","lsv_idle_joy_normal","","1009805","0.2"
"1009805022","","1","93","","","","0","","1009805",""
"1009805023","","102011","3","","1","","lsv_idle_normal","","1009805","0.2"
"1009805024","","103611","3","","1","","lsv_idle_normal","","1009805","0.2"
"1009805025","","0.6","93","","","","0","","1009805",""
"1009805026","1","100411","3","lsv_talk_guts1_loop","0","","lsv_talk_guts1","0.2","1009805","0"
"1009805027","","vo_lsv","21","0","0","","vo_lsv_0521","","1009805",""
"1009805028","1","100411","11","1","10","0","來發表設置誘餌的成果──！\n結果是……？","0","1009805","0"
"1009805029","","0","91","","","","","","1009805",""
"1009805030","","100411","3","","1","","lsv_talk_anger_dead","","1009805","0.2"
"1009805031","","vo_lsv","21","0","0","","vo_lsv_0522","","1009805",""
"1009805032","1","100411","11","1","10","0","一隻也沒抓到！\n沮喪！","0","1009805","0"
"1009805033","","0","91","","","","","","1009805",""
"1009805034","","100411","3","","1","","lsv_idle_anger1","","1009805","0.2"
"1009805035","","102011","3","","1","","lsv_talk_normal_sad","","1009805","0.2"
"1009805036","","vo_lsv","21","0","0","","vo_lsv_0523","","1009805",""
"1009805037","1","102011","11","1","10","0","好可惜喔～\n果然是因為誘餌數量\n太少了嗎？","0","1009805","0"
"1009805038","","0","91","","","","","","1009805",""
"1009805039","","102011","3","","1","","lsv_idle_normal","","1009805","0.2"
"1009805040","","103611","3","","1","","lsv_talk_joy1_sad","","1009805","0.2"
"1009805041","","vo_lsv","21","0","0","","vo_lsv_0524","","1009805",""
"1009805042","1","103611","11","1","10","0","不過，抓到獨角仙後，\n要拿來做什麼啊？","0","1009805","0"
"1009805043","","0","91","","","","","","1009805",""
"1009805044","","103611","3","","1","","lsv_idle_normal","","1009805","0.2"
"1009805045","1","100411","3","lsv_talk_arm_crossed_loop_anger","0","","lsv_talk_arm_crossed_anger","0.2","1009805","0"
"1009805046","","vo_lsv","21","0","0","","vo_lsv_0525","","1009805",""
"1009805047","1","100411","11","1","10","0","哼、哼、哼……！\n那當然是！\n……沒想過這問題呢──","0","1009805","0"
"1009805048","","0","91","","","","","","1009805",""
"1009805049","","100411","3","","1","","lsv_idle_arm_crossed_anger","","1009805","0.2"
"1009805050","","102011","3","","1","","lsv_idle_bitter","","1009805","0.2"
"1009805051","","103611","3","","1","","lsv_talk_tsun_sad","","1009805","0.2"
"1009805052","","vo_lsv","21","0","0","","vo_lsv_0526","","1009805",""
"1009805053","1","103611","11","1","10","0","咦咦？\n因為禊說是為了自由研究，\n我才奉陪的耶……！","0","1009805","0"
"1009805054","","0","91","","","","","","1009805",""
"1009805055","","103611","3","","1","","lsv_idle_wish_sad","","1009805","0.2"
"1009805056","","100411","3","","1","","lsv_talk_cool_bitter_loop","","1009805","0.2"
"1009805057","","vo_lsv","21","0","0","","vo_lsv_0527","","1009805",""
"1009805058","1","100411","11","1","10","0","啊、啊哈哈哈──\n……順便問一下，\n哥哥會想拿來做什麼呢？","0","1009805","0"
"1009805059","","0","91","","","","","","1009805",""
"1009805060","","100411","3","","1","","lsv_idle_cool","","1009805","0.2"
"1009805061","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805062","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805063","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805064","","0.1","93","","","","0","","1009805",""
"1009805065","2","100411","2","0.33","-235","","-452","0.2","1009805",""
"1009805066","2","102011","2","0.33","-220","","420","0.2","1009805",""
"1009805067","2","103611","2","0.33","-250","","545","0.2","1009805",""
"1009805068","","0","22","","1","","0","","1009805","0.2"
"1009805069","","鬥獨角仙！","103","","0","","1009805072","","1009805",""
"1009805070","","寫觀察日記。","103","","0","","1009805103","","1009805",""
"1009805071","","抓它們就是一種浪漫。","103","","0","","1009805127","","1009805",""
"1009805072","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805073","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805074","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805075","","0.1","93","","","","0","","1009805",""
"1009805076","2","100411","2","0.33","-235","","-200","0.2","1009805",""
"1009805077","2","102011","2","0.33","-220","","100","0.2","1009805",""
"1009805078","2","103611","2","0.33","-250","","270","0.2","1009805",""
"1009805079","","0.7","93","","","","0","","1009805",""
"1009805080","1","100411","3","lsv_exactly_joy_loop","0","","lsv_exactly_joy_in","0.2","1009805","0"
"1009805081","","103611","3","","1","","lsv_idle_normal","","1009805","0.2"
"1009805082","","vo_lsv","21","0","0","","vo_lsv_0528","","1009805",""
"1009805083","1","100411","11","1","10","0","說到獨角仙，\n果然就是這個呢！","0","1009805","0"
"1009805084","","0","91","","","","","","1009805",""
"1009805085","","100411","3","","1","","lsv_idle_joy","","1009805","0.2"
"1009805086","","103611","3","","1","","lsv_talk_thinking_anger","","1009805","0.2"
"1009805087","","vo_lsv","21","0","0","","vo_lsv_0529","","1009805",""
"1009805088","1","103611","11","1","10","0","唔嗯……\n調查獨角仙有多強，\n或許能當自由研究的題目……？","0","1009805","0"
"1009805089","","0","91","","","","","","1009805",""
"1009805090","","103611","3","","1","","lsv_idle_sad_normal","","1009805","0.2"
"1009805091","","102011","3","","1","","lsv_talk_joy1_normal","","1009805","0.2"
"1009805092","","vo_lsv","21","0","0","","vo_lsv_0530","","1009805",""
"1009805093","1","102011","11","1","10","0","不過，可不能讓它們\n做太過分的戰鬥喔？\n跟美美約好囉。","0","1009805","0"
"1009805094","","0","91","","","","","","1009805",""
"1009805095","","102011","3","","1","","lsv_idle_normal_joyR","","1009805","0.2"
"1009805096","1","103611","3","lsv_idle_normal","0","","lsv_handsup_joy2","0.2","1009805","0"
"1009805097","1","100411","3","lsv_idle_joy","0","","lsv_handsup_joy","0.2","1009805","0"
"1009805098","","vo_lsv","21","0","0","","vo_lsv_0531","","1009805",""
"1009805099","1","103611","11","1","10","0","好──！","0","1009805","0"
"1009805100","1","100411","11","1","10","0","好──！","0","1009805","0"
"1009805101","","0","91","","","","","","1009805",""
"1009805102","","1009805152","101","","","","","","1009805",""
"1009805103","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805104","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805105","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805106","","0.1","93","","","","0","","1009805",""
"1009805107","2","100411","2","0.33","-235","","-200","0.2","1009805",""
"1009805108","2","102011","2","0.33","-220","","100","0.2","1009805",""
"1009805109","2","103611","2","0.33","-250","","270","0.2","1009805",""
"1009805110","","0.7","93","","","","0","","1009805",""
"1009805111","1","103611","3","lsv_talk_arm_crossed_loop_joy","0","","lsv_talk_arm_crossed_joy","0.2","1009805","0"
"1009805112","","vo_lsv","21","0","0","","vo_lsv_0532","","1009805",""
"1009805113","1","103611","11","1","10","0","這我能理解。\n因為若是仔細觀察，\n自然而然就會學到東西啊。","0","1009805","0"
"1009805114","","0","91","","","","","","1009805",""
"1009805115","","103611","3","","1","","lsv_idle_arm_crossed_joy","","1009805","0.2"
"1009805116","","102011","3","","1","","lsv_talk_joy3_blink","","1009805","0.2"
"1009805117","","vo_lsv","21","0","0","","vo_lsv_0533","","1009805",""
"1009805118","1","102011","11","1","10","0","我們去海邊時\n也有進行觀察吧。\n很開心呢～♪","0","1009805","0"
"1009805119","","0","91","","","","","","1009805",""
"1009805120","","102011","3","","1","","lsv_idle_normal_joyR","","1009805","0.2"
"1009805121","1","100411","3","lsv_talk_guts2_anger_loop","0","","lsv_talk_guts2_anger","0.2","1009805","0"
"1009805122","","vo_lsv","21","0","0","","vo_lsv_0534","","1009805",""
"1009805123","1","100411","11","1","10","0","這樣啊，那禊應該做得到！\n好──來寫觀察日記囉──！\n目標：稱霸所有獨角仙！","0","1009805","0"
"1009805124","","0","91","","","","","","1009805",""
"1009805125","","100411","3","","1","","lsv_idle_guts2_joy","","1009805","0.2"
"1009805126","","1009805152","101","","","","","","1009805",""
"1009805127","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805128","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805129","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009805","0"
"1009805130","","0.1","93","","","","0","","1009805",""
"1009805131","2","100411","2","0.33","-235","","-200","0.2","1009805",""
"1009805132","2","102011","2","0.33","-220","","100","0.2","1009805",""
"1009805133","2","103611","2","0.33","-250","","270","0.2","1009805",""
"1009805134","","0.7","93","","","","0","","1009805",""
"1009805135","","102011","3","","1","","lsv_talk_surprise","","1009805","0.2"
"1009805136","","103611","3","","1","","lsv_idle_normal","","1009805","0.2"
"1009805137","","vo_lsv","21","0","0","","vo_lsv_0535","","1009805",""
"1009805138","1","102011","11","1","10","0","只要抓到就好了啊～？\n禊也是這樣覺得嗎？","0","1009805","0"
"1009805139","","0","91","","","","","","1009805",""
"1009805140","","102011","3","","1","","lsv_idle_surprise","","1009805","0.2"
"1009805141","1","100411","3","lsv_talk_arm_crossed_loop_anger","0","","lsv_talk_arm_crossed_anger","0.2","1009805","0"
"1009805142","","vo_lsv","21","0","0","","vo_lsv_0536","","1009805",""
"1009805143","1","100411","11","1","10","0","……哼，真有眼光。\n這樣才像\n禊的哥哥嘛。","0","1009805","0"
"1009805144","","0","91","","","","","","1009805",""
"1009805145","","100411","3","","1","","lsv_idle_arm_crossed_anger","","1009805","0.2"
"1009805146","","103611","3","","1","","lsv_talk_thinking_anger","","1009805","0.2"
"1009805147","","vo_lsv","21","0","0","","vo_lsv_0537","","1009805",""
"1009805148","1","103611","11","1","10","0","有種意氣相投的感覺……！\n……浪漫也能作為\n自由研究的主題嗎？","0","1009805","0"
"1009805149","","0","91","","","","","","1009805",""
"1009805150","","103611","3","","1","","lsv_idle_thinking_anger","","1009805","0.2"
"1009805151","","1009805152","101","","","","","","1009805",""
"1009805152","","0","91","","","","","","1009805",""
"1009805153","","","102","","","","","","1009805",""
"1009805154","","0","22","","","","0.2","","1009805",""
"1009805155","","0.2","93","","","","","","1009805",""
"1009805156","0","100411","12","0","1","0","7","0","1009805","0"
"1009805157","1","100411","3","lsv_surprise3_kira_loop","0","","lsv_surprise3_kira","0.2","1009805","0"
"1009805158","","3","93","","","","0","","1009805",""
"1009805159","","100411","3","","1","","lsv_idle_cool","","1009805","0.2"
"1009805160","0","103611","12","0","1","0","11","0","1009805","0"
"1009805161","1","103611","3","lsv_talk_guts1_loop","0","","lsv_talk_guts1","0.2","1009805","0"
"1009805162","","3","93","","","","0","","1009805",""
"1009805163","","103611","3","","1","","lsv_idle_joy","","1009805","0.2"
"1009805164","0","102011","12","0","1","0","5","0","1009805","0"
"1009805165","","102011","3","","1","","lsv_talk_wish_surprise","","1009805","0.2"
"1009805166","","3","93","","","","0","","1009805",""
"1009805167","","102011","3","","1","","lsv_idle_normal_joyR","","1009805","0.2"
"1009805168","","1009805156","101","","","","","","1009805",""
"1009805169","0","333","6","1","1","","1","0","1009805","1"
"1009805170","","100411","4","","","","1","","1009805",""
"1009805171","","100411","3","","1","","lsv_run","","1009805","0.2"
"1009805172","0","100411","2","0.8","-235","","-750","","1009805",""
"1009805173","","102011","4","","","","0","","1009805",""
"1009805174","","102011","3","","1","","lsv_run","","1009805","0.2"
"1009805175","0","102011","2","0.8","-220","","750","","1009805",""
"1009805176","","103611","4","","","","0","","1009805",""
"1009805177","","103611","3","","1","","lsv_run","","1009805","0.2"
"1009805178","0","103611","2","0.8","-250","","850","","1009805",""
"1009805179","","0.6","93","","","","","","1009805",""
"1009805180","0","100411","6","1","1","","1","0","1009805","0.2"
"1009805181","0","102011","6","1","1","","1","0","1009805","0.2"
"1009805182","0","103611","6","1","1","","1","0","1009805","0.2"
"1009805183","","0","91","","","","","","1009805",""
"1009806001","-495","1","1","-200","102","lsv_idle_normal","122711","0","1009806","1.95"
"1009806002","-480","1","1","100","100","lsv_idle_normal","122911","1","1009806","1.95"
"1009806003","-510","1","1","270","101","lsv_idle_normal","122811","1","1009806","1.95"
"1009806004","0","1","5","0","0","lsv_white_loop","333","0","1009806","1"
"1009806005","0","333","6","1","1","","1","0","1009806","0"
"1009806006","0","122711","6","1","1","","1","0","1009806","0"
"1009806007","0","122911","6","1","1","","1","0","1009806","0"
"1009806008","0","122811","6","1","1","","1","0","1009806","0"
"1009806009","","1","93","","","","0","","1009806",""
"1009806010","0.4","333","6","1","1","","1","0","1009806","0.8"
"1009806011","1","122711","3","lsv_idle_normal","0","","lsv_jump2","0.2","1009806","0.2"
"1009806012","1","122911","3","lsv_idle_normal","0","","lsv_jump2","0.2","1009806","0.2"
"1009806013","1","122811","3","lsv_idle_normal","0","","lsv_jump2","0.2","1009806","0.2"
"1009806014","","0.3","93","","","","","","1009806",""
"1009806015","0","122711","2","0.75","-235","","-200","","1009806",""
"1009806016","0","122911","2","0.75","-220","","100","","1009806",""
"1009806017","0","122811","2","0.75","-250","","270","","1009806",""
"1009806018","1","122711","6","1","1","","1","0","1009806","0.4"
"1009806019","1","122911","6","1","1","","1","0","1009806","0.4"
"1009806020","1","122811","6","1","1","","1","0","1009806","0.4"
"1009806021","","122711","12","0","0.2","","6","0","1009806","0"
"1009806022","","122911","12","0","0.2","","6","0","1009806","0"
"1009806023","","122811","12","0","0.2","","6","0","1009806","0"
"1009806024","","2","93","","","","0","","1009806",""
"1009806025","","122711","3","","1","","lsv_talk_normal","","1009806","0.2"
"1009806026","","vo_lsv","21","0","0","","vo_lsv_0621","","1009806",""
"1009806027","1","122711","11","1","10","0","雖然去海邊很棒，\n但在泳池玩也很開心呢。","0","1009806","0"
"1009806028","","0","91","","","","","","1009806",""
"1009806029","","122711","3","","1","","lsv_idle_normal","","1009806","0.2"
"1009806030","1","122811","3","lsv_idle_normal","0","","lsv_agree1","0.2","1009806","0"
"1009806031","1","122911","3","lsv_idle_normal_joyR","0","","lsv_agree2","0.2","1009806","0"
"1009806032","","vo_lsv","21","0","0","","vo_lsv_0622","","1009806",""
"1009806033","1","122811","11","1","10","0","對呀──♪","0","1009806","0"
"1009806034","1","122911","11","1","10","0","對呀──♪","0","1009806","0"
"1009806035","","0","91","","","","","","1009806",""
"1009806036","1","122711","3","lsv_talk_arm_crossed_loop_joy","0","","lsv_talk_arm_crossed_joy","0.2","1009806","0"
"1009806037","","vo_lsv","21","0","0","","vo_lsv_0623","","1009806",""
"1009806038","1","122711","11","1","10","0","既沒有危險性，\n而且也變涼爽了。\n這種程度剛剛好呢。","0","1009806","0"
"1009806039","","0","91","","","","","","1009806",""
"1009806040","","122711","3","","1","","lsv_idle_arm_crossed_joy","","1009806","0.2"
"1009806041","","122911","3","","1","","lsv_talk_wish_joy","","1009806","0.2"
"1009806042","","vo_lsv","21","0","0","","vo_lsv_0624","","1009806",""
"1009806043","1","122911","11","1","10","0","鏡華\n最喜歡泳池了呢～♪","0","1009806","0"
"1009806044","","0","91","","","","","","1009806",""
"1009806045","","122911","3","","1","","lsv_idle_wish_joy","","1009806","0.2"
"1009806046","1","122811","3","lsv_talk_cool_normal2_loop","0","","lsv_talk_cool_normal2","0.2","1009806","0"
"1009806047","","vo_lsv","21","0","0","","vo_lsv_0625","","1009806",""
"1009806048","1","122811","11","1","10","0","下次去大泳池裡\n盡情地游泳也不錯呢！\n那麼，游完泳後……","0","1009806","0"
"1009806049","","0","91","","","","","","1009806",""
"1009806050","","122811","3","","1","","lsv_idle_cool","","1009806","0.2"
"1009806051","1","122711","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806052","1","122911","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806053","1","122811","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806054","","0.1","93","","","","0","","1009806",""
"1009806055","2","122711","2","0.33","-235","","-452","0.2","1009806",""
"1009806056","2","122911","2","0.33","-220","","420","0.2","1009806",""
"1009806057","2","122811","2","0.33","-250","","545","0.2","1009806",""
"1009806058","","0","22","","1","","0","","1009806","0.2"
"1009806059","","就來吃冰淇淋吧。","103","","0","","1009806062","","1009806",""
"1009806060","","就來吃炒麵吧。","103","","0","","1009806086","","1009806",""
"1009806061","","就來喝彈珠汽水吧。","103","","0","","1009806109","","1009806",""
"1009806062","1","122711","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806063","1","122911","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806064","1","122811","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806065","","0.1","93","","","","0","","1009806",""
"1009806066","2","122711","2","0.33","-235","","-200","0.2","1009806",""
"1009806067","2","122911","2","0.33","-220","","100","0.2","1009806",""
"1009806068","2","122811","2","0.33","-250","","270","0.2","1009806",""
"1009806069","","0.7","93","","","","0","","1009806",""
"1009806070","","122711","3","","1","","lsv_talk_memory_dere2","","1009806","0.2"
"1009806071","","vo_lsv","21","0","0","","vo_lsv_0626","","1009806",""
"1009806072","1","122711","11","1","10","0","冰淇淋……！\n很好吃呢，\n冰淇淋……真的好好吃。","0","1009806","0"
"1009806073","","0","91","","","","","","1009806",""
"1009806074","","122711","3","","1","","lsv_idle_memory2","","1009806","0.2"
"1009806075","1","122811","3","lsv_talk_guts2_joy_loop","0","","lsv_talk_guts2_joy","0.2","1009806","0"
"1009806076","","vo_lsv","21","0","0","","vo_lsv_0627","","1009806",""
"1009806077","1","122811","11","1","10","0","啊──講了之後\n就變得好想吃喔！\n我們現在就去吃吧。","0","1009806","0"
"1009806078","","0","91","","","","","","1009806",""
"1009806079","","122811","3","","1","","lsv_idle_guts2_joy","","1009806","0.2"
"1009806080","","122911","3","","1","","lsv_talk_joy3","","1009806","0.2"
"1009806081","","vo_lsv","21","0","0","","vo_lsv_0628","","1009806",""
"1009806082","1","122911","11","1","10","0","嗯。\n小繆也要一起唷♪\n牠會喜歡什麼口味的呢～？","0","1009806","0"
"1009806083","","0","91","","","","","","1009806",""
