54d27101b50499bf3274821b46437f155600311f2be4f40f2789ab90dabd6b0e,7975269601a848935ae98e1a04b00136b981cb939d004e019ece61e6924d0716,5d32f74bd96fb9745eda789ba80247e8dd1e39238a7a1455363c067596cd1a6b,ad3c60f9aadbb7a7cff76dff970d31a5d6f75c1247591684b62ff7e6e2a691d0,e451259528b8960bb117d455915321ad59a6678e0fdadc15e8a5e33c3d6affab,0e4b0ce9760f6402e7f061fc1bbad5f6bf6d5e180dfb1ab50b67ffeaba013cdc,fa1cf84e36a1b8692891f4cd98f07f0e723ad1acc9857aa712d66d8ff0a18b5a,f34bb23afdf8256209b21277cd6cb4033fdcdd31380b82b8ff2896bdd9db23d1,a83a02a2f4613aa9bf968e867217ead9968cfdc433a9318bb9f6699be359ff6c,158238f6674e69536e65fa8e758936e985aad2b7e85abda1c531f9b00e2618f4,b663122529836e314e87e535e0162282d61fe7c14d1d7fb2d0c56d400a7151d9,553eb7b12c5b678344c4d307c5a65f99a53787d9cc04956b282e527f65cbf2a8,d6d348ef737c062959ea388e53dd7a5d0a465cac59ef61085e6fe45824d55c1b,fc4e42294743c208db8d67c7e4f9947c89e66ac3ef0138830795281f5911c27e,20a2905a2838ddb63fb97cf19124010eb45cdc8dcbb9d32952ab0acfb2245cce,fd6486a3b8abb950523f22f748c726d9c8b315b55c9e2a2334ab4c71a3e3c15b,7cfc22f98f88aaa45eadc7382b8f1204740eebc1251623b2572c497275ef6608,e16f04fb8dd794a72d3dafaece8794b2a6a16b1a2abeb132836f41acbf0a15a1,1f48d58203a9735d14c40e5eb541346a6052be69031fd6e2efc795e31d7af0b7,2b3ab69248618af221598c97a142d248734d63a65295dba015afc530b14c4980,62c4fe543a0c729105939892853485fdada9dded4e6093095bc63ecd56e96882
"0","98","4.8","0","0","0","0","0","0","鏡華為了要度過萬聖節，自己私底下\n悄悄地準備好的特製黑貓造型掃帚。\n有時候好像會瞞著大家，偷偷想像著\n跨上掃帚飛上天空的樣子。","0","0","萬聖貓咪先生掃帚","131111","0","0","0","0","0.05","0","0"
"0","98","0","0","0","0","0.05","2.5","0.2","禊為了要度過萬聖節，充滿十足自信\n精心準備的特別版惡作劇專用手甲。\n同時有著很高的強度跟精密度，不論\n用來進行怎樣的惡作劇都非常適合。","0","0","魔拳就是要搗蛋","131121","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","1.65","0","美美為了要度過萬聖節，跟媽媽一起\n用繃帶緊緊纏繞製作而成的兔子先生\n之刃。無論是可愛程度或手感好像都\n跟著提升了。","0","0","繃帶兔子先生之刃","131131","0.1","0","0","0","0","0.6","0"
"0","98","3.75","0","0","1.5","0","0","0","露娜經常抱在懷中的朋友。\n嬌小而沉默的友人，今天也用\n圓滾滾的眼睛持續凝視著露娜。","0","0","露娜的好朋友","131141","0","0","0","0","0.05","0","0"
"0","98","0","0","0","0","0","4.3","0","成為聖誕老人候補，\n與克莉絲提娜的穿著相稱的\n聖域劍阿瓦隆。\n其蘊含的聖夜奇蹟會為主人帶來絕對的勝利。","1","0","聖域劍阿瓦隆","131151","0","0","0","0","0.05","0","0"
"0","98","0","0","0","0","0","0","0.6","成為聖誕老人候補的望的單手劍。\n作為偶像的決心與\n為眾人帶來夢與希望的意念，\n使其刀刃閃耀奪目。","0","14.5","聖靈劍聖徒之望","131161","0","0.2","0","0","0","0","0"
"0.4","98","3.75","0","0","0","0","0","0","成為聖誕老人候補的伊莉亞的愛用斧頭，\n其蘊含的聖夜奇蹟使其擁有\n魅惑新姿態。聖誕柊的華麗點綴\n讓巨刃寄宿著不滅的光輝。","0","5","聖夜斧聖誕之牙","131171","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.5","0","貪吃佩可準備的新年用正\n裝。是皇家御用衣料製作的珍品，\n全身皆為祈禱豐收的稻穗花紋。充滿公\n主的威嚴與對美食的敬意。","0.75","10","迎春美食的盛裝","131181","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","0","0.45","和服裝扮的可可蘿所持有的神氣充沛的\n神聖之杖。慶祝新春的巫女之舞\n能將活力分給周圍的夥伴，\n為新的一年帶來幸福。","0","1.5","新春祈幸的精靈杖","131191","0.05","0","0","0","0","0.5","0"
"0.5","98","3.7","0","0","1.25","0","0","0","和服裝扮的凱留所持有的訂製款\n毽球板。期盼新的一年幸福平安的\n心願化作無數根羽毛，\n將各式各樣的災禍祛除。","0","0","賀正貓耳的毽球板","131201","0","0","0","0","0","0","0"
"0","98","3.35","0","0","0","0","0","0","在神殿擔任巫女的鈴莓所持有的\n神樂搖鈴。鈴中飽含了歷代巫女們\n的祈禱之力，鈴聲所到之處的\n邪氣皆會被驅散。","0","0","神殿巫女的鈴飾","131211","0.15","0.5","0","0","0","0","0"
"0","98","2.6","0","0","0","0","0","0.2","魔法偵探Misty★霞所使用的\n魔法杖。藉由傾注愛與希望之力\n抓捕邪惡的敵人，釋放\n讓謊言無所遁形的光芒。","0","0","魔法Misty法杖","131221","0","0","0","0","0","0.3","0"
"0","98","0","0","0","0","0","4.2","0","魔法獵人Purely★栞所使用的\n魔法弓箭。藉由傾注愛與希望之力\n發射能將所有邪惡敵人貫穿的\n必殺之箭。","2","0","魔法Purely之弓","131231","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.1","0","卯月所持有的正統之劍。\n看似沒有特別的力量，卻能呼應\n卯月的笑容與熱切的情感，\n釋放出光芒，發揮蘊含其中的力量。","1.7","0","Stage of Cute","131241","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","0","0.4","凜所使用的蒼藍美麗長劍。\n呼應凜帥氣又熱情的心，釋放出\n蒼藍的光芒，照亮她永不停歇、\n朝更高目標邁進的旅途。","0","11","Stage of Cool","131251","0","0","0","0","0","0.4","0"
"0.8","98","4.5","0","0","0","0","0","0","未央愛用的閃耀星杖。\n回應未央明亮的歌聲，召喚\n小型的流星，她高歌的場景彷彿就像\n太空歌劇。","0","0","Stage of Passion","131261","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.9","0","鈴的母親連同鎧甲一起買給她的\n充滿了愛情的槍。擁有驚人的硬度\n卻非常輕巧，單憑鈴的力量\n也可以自由揮舞。","1.25","0","橡子遊俠長槍","131271","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.35","0","牧場中代代流傳的歷史悠久的裝備。\n雖然用途是保護牧場不受魔物攻擊，\n但為了在日常生活中也可以用來照顧\n動物，外型設計得像是農具。","1.3","0","伊麗莎白之叉","131281","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4","0","在不可思議之書中獲得愛麗絲力量的\n璃乃的弓。透過跟愛麗絲心靈相通，\n它解放了身為救世主的力量，\n可釋放拯救世界的一擊。","1.5","0","夢幻樂園弓","131291","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0.15","0","0.5","步未在不可思議之書中所拿著的槍。\n它可以藉由極度隱藏氣息\n來發揮停止時間流動的效果，\n是非常適合步未的槍。","0","10.5","夢幻樂園時鐘","131301","0","0","0","0","0.05","0","0"
"0","98","0","0","0","0","0","4.7","0","流夏所配戴的名刀絕海與妖刀波浪丸兩把刀。\n可以配合主人變化成\n夏日配件的夢幻珍品。\n亙古不變的鋒利就連白浪也能斬裂。","0.65","0","絕海‧波浪丸 異鞘","131311","0","0","0","0","0","0","0"
"0.4","98","4.1","0","0","0","0","0","0","降臨海獄，疾風之冥姬纏於身，\n受詛咒的縛鎖之錨。\n當封印其中的暴虐之龍咆哮時，\n就連地獄的亡者也倉皇逃竄。","0","0","海魔獄滅縛鎖錨","131321","0.1","0","0","0","0","0","0"
"0","98","4.55","0","0","0","0","0","0","穿著夏日服裝的七七香手中的魔法杖。\n天才魔法少女接觸到夏日的悸動時，\n蘊藏於其中的真正力量\n將會釋放出來！","0","0","七七香夏川之杖","131331","0.1","0","0","0","0","0","0"
"0.65","98","4.4","0","0","0","0","0","0","初音向為了青春獻出一切的人們\n發出爍星聲援的彩球。\n七彩的鼓舞點綴了海邊，\n戰勝所有逆境，開闢了通往夢想的道路。","0","0","閃耀群星☆彩球","131341","0","0","0","0","0","0","0"
"0","98","1.5","0","0","0","0","0","0","美里向為了青春獻出一切的人們\n傳達慈愛之聲的大聲公。\n海邊的聖母聲援讓人從身體深處湧出力量，\n鼓舞著人們追求夢想。","0","0","海灘維納斯大聲公","131351","0.1","0","0","0","0","0.6","0"
"0","98","0","0","0","0","0","4.45","0","純為了在海上度過休假\n而打造的清涼大劍。\n與其外觀不同，揮落的斬擊\n猶如盛夏的太陽一樣熾熱。","0","5","夏日騎士之劍","131361","0","0","0","0","0","0","0"
"0.65","98","4","0","0","0","0","0","0","成為天使的茜里所持有的\n天界之弓。能夠做為杖使用，\n和與其成對的依里之箭\n搭配後能發揮出真正的價值。","0","0","幸福天使之弓","131371","0.1","0","0","0","0","0","0"
"0","98","3.2","0","0","0","0","0","0","成為天使的依里所持有的\n天界之箭。能夠做為槍使用，\n和與其成對的茜里之箭\n搭配後能發揮出真正的價值。","0","15","幸福天使之箭","131381","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","0","0.45","以吸血鬼為形象，紡希親手縫製\n的新款禮服。採用同時呈現冷酷\n和可愛，略帶對比感的搭配\n演繹出積極進取的態度。","0","3.75","萬聖夜禮服","131391","0.05","0","0","0","0","0.45","0"
"0","98","0","0","0","0","0","4.75","0","由紡希製作的怜專用禮服。\n到處配有精緻裝飾，也避免\n妨礙怜施展劍技，是一套兼\n顧功能性的優秀萬聖節服裝。","0.6","0","虛無美人","131401","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.7","0","茉莉在萬聖夜獲得的\n全新變身型態……是組有著如此\n設定的新作套裝。由紡希縫製，\n穿著極為舒適，製作得也很堅固。","1","0","白虎型態","131411","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.9","0","魔法提督Lovely★莫妮卡所使用的\n魔法劍。藉由傾注愛與希望之力\n鼓勵夥伴們並賜予挺身\n面對任何邪惡敵人的勇氣。","0.6","0","魔法甜心長劍","131421","0","0","0","0","0","0","0"
"3.75","98","0","0","0","0","0","3.5","0","魔法劍士Shiny★智所使用的\n魔法西洋劍。藉由傾注愛與希望之力\n使出能將所有邪惡敵人\n擊碎的強烈一擊。","0","0","魔法閃耀西洋劍","131431","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.6","0","秋乃的聖誕禮服。紫藤家專屬設計師\n的作品，不僅絢爛華麗，\n做為樸實剛毅的裝備，\n也堪稱是稀有珍品。","0.75","0","紫藤聖誕禮服","131441","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.25","0","鈴莓她們為咲戀所準備的\n聖誕派對禮服。滿載著\n大家重新改造舊衣\n之心意的一套禮服。","0.75","0","咲戀聖誕禮服","131451","0","0.3","0","0","0","0","0"
"0","98","0","0","0","0","0","4.2","0","優花梨為了聖誕節所準備的\n特別雞尾酒杯。不斷地冒著泡的\n生命之水，伴隨著雀躍感，\n共同營造出最棒的平安夜。","0","5","聖誕節皇家酒杯","131461","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.05","0.2","城裡的居民們作為矛依未救了\n大間的禮物所贈送的正裝。\n充滿大壞蛋風格的豪邁\n穿法，即使要激烈打鬥也不算什麼。","0","0","大壞蛋的新春正裝","131471","0","0","0","0","0","0.2","0"
"0","98","4.25","0","0","0","0","0","0","和服裝扮的似似花所拿的傘。每\n次開傘都會湧現幻影魔\n法，據說會將看見的人的精神一直困在\n幻想的牢籠中，永不解放。","0","0","新春幻影和傘","131501","0.05","0.3","0","0","0","0","0"
"0","98","0","0","0","0","0","3.75","0","精靈族之村代代相傳，與精靈\n進行契約儀式時所用的短劍。\n據說與精靈心靈相通並受到庇佑\n之人會釋放出如疾風般的劍光。","1.9","0","大精靈的儀劍","131551","0.1","0","0","0","0","0","0"
"0","98","4.4","0","0","0","0","0","0","精靈族之村代代相傳，與精靈\n進行契約儀式時所用的儀杖。\n據說和精靈心靈相通之人會自然與之\n合為一體，並獲得巨大的祝福之力。","0","0","大精靈的儀仗","131561","0","0.4","0","0","0","0","0"
"1.2","98","3.6","0","0","0","0","0","0","霞為了海邊的調查所準備的\n特製偵探道具。雖然被偽裝成游泳圈\n的模樣，但其在性能上沒有任何\n妥協，會確實找出對方的弱點。","0","0","夏日偵探之杖","131571","0","0","0","0","0.05","0","0"
"0","98","0","0","0","0","0","4.4","0","為參加舞會的莉瑪準備的特別禮服。\n透過變貌大妃的權能，\n由平常很愛穿的鎧甲加以變化而成，\n是件令人憐愛又美麗的禮服。","1.2","0","夢想灰姑娘禮服","131581","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.1","0","真步為教導貴族千金護身術的\n真琴準備的禮服。\n是少女羞澀與矜持以絕妙的平衡\n互相對立而成的夢幻逸品。","1.35","0","沃爾芬迴旋曲禮服","131591","0.05","0","0","0","0","0","0"
"0","98","4.6","0","0","0.5","0","0","0","充滿真步真步王國公主之堅持的\n禮服。優美的荷葉邊與以童話風\n點綴之可愛高貴的裝扮，是身處\n社交界的少女們所憧憬的目標。","0","0","真步真步童話風禮服","131601","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.9","0","克蘿依挑戰聖學祭時所穿的運動服。\n雖然遵守校規未加以修改衣服，\n但是追求功能性的結果，造成露出\n腹部的邋遢儀容擾亂了淑女們的心。","0.5","0","廉價虛幻","131621","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.6","0","琪愛兒挑戰聖學祭時所穿的運動服。\n然而擴大解釋校規追求切嚕的結果，\n造成隨處點綴著切嚕，\n無謂地積蓄散發一堆切嚕。","1","0","快樂切嚕☆祭典服","131631","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.65","0","作為幫派老大掌管幫派的祈梨所特別\n訂製的槌子。仿製似龍生物的槌頭使\n祈梨變得更有膽識，能發揮超乎往常\n的威力。","0.5","10","哆啦大槌","131651","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.65","0","被選為時間儀主人的嘉夜所裝備的\n拳套。雖為複製品，但經由帆稀的\n調整，被賦予了原型以上的攻擊力。","0.75","0","時間儀拳套","131661","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","5","0","碧在玩具工廠打工時開發的彈弓。\n注入了與好朋友號之間友情之力的\n子彈，將會化為人與玩具間的橋梁。","0.25","0","玩具彈弓","131671","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.5","0","在玩具工廠打工兼員工食堂販售的珠\n希的短劍。仿製鯛魚燒的刀身，擁有\n宛如即使在白天尖峰時刻獨攬所有事\n物，也能順利完成工作般的鋒利度。","0.75","0","鯛刃喵短劍","131681","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","2.5","0","美冬在玩具工廠當領班管理職員時用\n的工具。另外，可在戰鬥時變形成武\n器，是將效率發揮到極致的道具。","0","20","機鋼槍先鋒板手","131691","0.1","0","0","0","0","0","0"
"1.5","98","3.75","0","0","0","0","0","0","優衣轉換成公主型態時所穿的長袍。\n公主騎士的權能與\n優衣的心情互相呼應，\n產生出無與倫比的魔力。","0","0","祈願公主長袍","138021","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","1.1","0","貪吃佩可轉換成公主型態時\n所穿的禮服。以公主騎士的權能\n強化了「皇家裝備」的特性，\n賦予壓倒性的力量。","2.2","25","皇家公主禮服","138041","0.1","0","0","0","0","0","0"
