499fa4b82fdf2528fc2cecfa6ab4008910fc6f0f416a801bb7040eaa666c7d46,9f964895ffd4275614ad5467ef449d73e61f31116fc25518fc58afba08173e27,9c2c1afcba4173c9ba07c7fddf3ed02ecf1a7b645e514abc4d05b22fd239fc6b,0c3a578d27359debf216789119732d53dd46b004cb0396cd0afc53d4f28f1d2d
"192723","-75","645","80"
"192811","-55","650","80"
"192821","-55","650","80"
"192822","-55","650","80"
"192823","-55","650","80"
"192911","-5","650","80"
"192921","-5","650","80"
"192922","-5","650","80"
"192923","-5","650","80"
"193211","0","700","70"
"193511","0","900","50"
"193611","40","915","70"
"193631","0","1200","50"
"193711","-40","630","50"
"193712","-40","630","50"
"193713","0","750","50"
"193731","0","800","50"
"193732","0","800","50"
"194211","0","1500","50"
"194212","0","1500","50"
"194231","0","1500","50"
"194311","-10","840","50"
"194312","-10","840","50"
"194314","-10","840","50"
"194315","-10","840","50"
"194331","0","1500","50"
"194332","0","1500","50"
"195211","0","615","50"
"195212","0","615","50"
"195213","-65","750","50"
"195214","-55","650","60"
"195511","30","740","65"
"195512","30","800","60"
"195611","-25","600","70"
"195612","-25","600","70"
"500011","0","800","50"
"500012","0","800","50"
"500013","0","800","50"
"500014","0","800","50"
"500015","0","800","50"
"500016","0","800","50"
"500017","0","800","50"
"500018","0","800","50"
"500019","0","800","50"
"500020","0","800","50"
"500021","0","800","50"
"500022","0","800","50"
"500023","0","800","50"
"500024","0","800","50"
"500025","0","800","50"
"500026","0","800","50"
"500027","0","800","50"
"500028","0","800","50"
"500029","0","800","50"
"500030","0","800","50"
"500031","0","800","50"
"500032","0","800","50"
"500033","0","800","50"
"500034","0","800","50"
"500035","0","800","50"
"500036","0","800","50"
"500037","0","800","50"
"500038","0","800","50"
"500039","0","800","50"
"500040","0","800","50"
"500041","0","800","50"
"500042","0","800","50"
"500043","0","800","50"
"500044","0","800","50"
"500045","0","800","50"
"500046","0","800","50"
"500047","0","800","50"
"500048","0","800","50"
"500049","0","800","50"
"500050","0","800","50"
"500051","0","800","50"
"500052","0","800","50"
"500053","0","800","50"
"500054","0","800","50"
"500055","0","800","50"
"500056","0","800","50"
"500057","0","800","50"
"500058","0","800","50"
"500059","0","800","50"
"500060","0","800","50"
"500061","0","800","50"
"500062","0","800","50"
"500063","0","800","50"
"500064","0","800","50"
"500065","0","800","50"
"500066","0","800","50"
"500067","0","800","50"
"500068","0","800","50"
"500069","0","800","50"
"500070","0","800","50"
"500071","0","800","50"
"500072","0","800","50"
"500073","0","800","50"
"500074","0","800","50"
"500075","0","800","50"
"500076","0","800","50"
"500077","0","800","50"
"500078","0","800","50"
"500079","0","800","50"
"500080","0","800","50"
"500081","0","800","50"
"500089","0","900","50"
"500091","0","900","50"
"500092","0","900","50"
"500093","0","900","50"
"500094","0","900","50"
"500095","-35","700","35"
"500096","-35","700","35"
