0f4e3c20520c68d6d51b1e5fcbfe040a5e499872f070ec8e836366394af29f23,aa88030074c0ae03a6c03a86da14e7216242e8b9d00867b2192ec782f79303a0,8e6722ca5195383681a02beb61053039ae81ca3d4550da878666dee9c668a9f4,632b151cdf19b77cf9c4de3fa55c7efa6b97c4225c5ac90dbe3a86e0c0e6224a,3c8d53eee96a1daff7877ef84069571a7776c2974bf056ff9e56f5c427391302,389fe261e44e2fe9fc76e4c4bd15b4cd8992d142e6ed5f63b75d7fd52afadbf3,23387ae50978e62cee919a95e95c40f1cc465b073d7e2de421a181cafd605649,ac2a7fe23559e23772f763c4ce8d0a05f4e2f26a88b2f96d1bf3fad84a955190,1bda5a8fbf780639bc869e739e443c73d67f003c580f733390b4786931253a0d,006730a3b3437a743f6622370809e9684f6c27c67d15a74945873d60e84869b3,9c4dd305f839b9689fb472fdff4fb6c6c8bfcc9f2a4235e2ed685dcff1439198
"0","3","204020","","0","204","0.2","102811","1","cgg_talk_surprise1","cgg_surprise"
"","12","204021","","1.4","204","0.2","102811","","","4"
"","93","204022","","","204","","3","","","0"
"","3","204023","","1","204","0.2","102811","","","cgg_idle_def"
"","3","204024","","1","204","0.2","1","","","cgg_idle_reaction3"
"","12","204025","","1.4","204","0.2","1","","","11"
"","93","204026","","","204","","3","","","0"
"","3","204027","","1","204","0.2","1","","","cgg_idle_normal"
"","3","204028","","1","204","0.2","102811","","","cgg_talk_joy3_blink"
"","12","204029","","1.4","204","0.2","102811","","","10"
"","93","204030","","","204","","3","","","0"
"","101","204031","","","204","","204015","","","0"
"","22","204032","","","204","","0","","","0.5"
"0","6","204033","","1","204","0.1","1","0","1","1"
"0","6","204034","","1","204","0.1","102811","0","1","1"
"","93","204035","","","204","","0.1","","","0"
"","3","204036","","1","204","0","1","","","cgg_idle_normal"
"","3","204037","","1","204","0","102811","","","cgg_idle_def"
"0","5","205001","cgg_idle_normal","100","205","160","1","-230","-420","1"
"1","1","205002","cgg_idle_def","100","205","1.6","1","-230","420","102511"
"0","6","205003","","1","205","0.1","1","1","1","1"
"0","6","205004","","1","205","0.1","102511","1","1","1"
"","93","205005","","","205","","0.2","","","0"
"","21","205006","","0","205","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_11_017"
"0","11","205007","0","5","205","0","102511","0","0","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？"
"0","3","205008","","0","205","0.2","1","1","cgg_idle_surprise2","cgg_surprise2"
"0","3","205009","","0","205","0.2","102511","1","cgg_talk_surprise1","cgg_surprise"
"","93","205010","","","205","","5.5","","","0"
"0","3","205011","","0","205","0.2","1","1","cgg_idle_shock","cgg_shock"
"0","3","205012","","1","205","0.2","102511","1","","cgg_talk_sad2"
"","91","205013","","","205","","205007","","",""
"","93","205014","","","205","","0.5","","","0"
"","3","205015","","1","205","0.2","102511","","","cgg_idle_def"
"","3","205016","","1","205","0.2","1","","","cgg_idle_reaction4"
"","12","205017","","1.4","205","0.2","1","","","2"
"","93","205018","","","205","","3","","","0"
"","3","205019","","1","205","0.2","1","","","cgg_idle_normal"
"","3","205020","","1","205","0.2","102511","","","cgg_idle_tsun"
"","12","205021","","1.4","205","0.2","102511","","","5"
"","93","205022","","","205","","3","","","0"
"","3","205023","","1","205","0.2","102511","","","cgg_idle_def"
"","3","205024","","1","205","0.2","1","","","cgg_idle_surprise_sad"
"","12","205025","","1.4","205","0.2","1","","","1"
"","93","205026","","","205","","3","","","0"
"","3","205027","","1","205","0.2","1","","","cgg_idle_normal"
"","3","205028","","1","205","0.2","102511","","","cgg_talk_sad2"
"","12","205029","","1.4","205","0.2","102511","","","15"
"","93","205030","","","205","","3","","","0"
"","101","205031","","","205","","205015","","","0"
"","22","205032","","","205","","0","","","0.5"
"0","6","205033","","1","205","0.1","1","0","1","1"
"0","6","205034","","1","205","0.1","102511","0","1","1"
"","93","205035","","","205","","0.1","","","0"
"","3","205036","","1","205","0","1","","","cgg_idle_normal"
"","3","205037","","1","205","0","102511","","","cgg_idle_def"
"0","5","206001","cgg_idle_normal","100","206","160","1","-230","-420","1"
"1","1","206002","cgg_idle_def","100","206","1.6","1","-230","420","110911"
"0","6","206003","","1","206","0.1","1","1","1","1"
"0","6","206004","","1","206","0.1","110911","1","1","1"
"","93","206005","","","206","","0.2","","","0"
"","21","206006","","0","206","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_12_018"
"0","11","206007","0","6","206","0","110911","0","0","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！"
"0","3","206008","","0","206","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","3","206009","","1","206","0.2","110911","","","cgg_talk_joy1_normal"
"","93","206010","","","206","","2.3","","","0"
"","3","206011","","1","206","0.2","1","","","cgg_idle_surprise2"
"","3","206012","","1","206","0.2","110911","","","cgg_talk_joy3_blink2"
"","93","206013","","","206","","3.2","","","0"
"0","3","206014","","0","206","0.2","1","1","cgg_idle_reaction1","cgg_talk_handsup"
"0","3","206015","","0","206","0.2","110911","1","cgg_idle_guts_anger","cgg_talk_guts_anger_NoBlink"
"","91","206016","","","206","","206007","","",""
"","93","206017","","","206","","0.5","","","0"
"","3","206018","","1","206","0.2","110911","","","cgg_idle_def"
"0","3","206019","","0","206","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","12","206020","","1.4","206","0.2","1","","","10"
"","93","206021","","","206","","3","","","0"
"","3","206022","","1","206","0.2","1","","","cgg_idle_normal"
"","3","206023","","1","206","0.2","110911","","","cgg_talk_sad"
"","12","206024","","1.4","206","0.2","110911","","","5"
"","93","206025","","","206","","3","","","0"
"","3","206026","","1","206","0.2","110911","","","cgg_idle_def"
"0","3","206027","","0","206","0.2","1","1","cgg_idle_surprise2","cgg_surprise2"
"","12","206028","","1.4","206","0.2","1","","","4"
"","93","206029","","","206","","3","","","0"
"","3","206030","","1","206","0.2","1","","","cgg_idle_normal"
"0","3","206031","","0","206","0.2","110911","1","cgg_idle_guts_anger","cgg_talk_guts_anger"
"","12","206032","","1.4","206","0.2","110911","","","11"
"","93","206033","","","206","","3","","","0"
"","101","206034","","","206","","206018","","","0"
"","22","206035","","","206","","0","","","0.5"
"0","6","206036","","1","206","0.1","1","0","1","1"
"0","6","206037","","1","206","0.1","110911","0","1","1"
"","93","206038","","","206","","0.1","","","0"
"","3","206039","","1","206","0","1","","","cgg_idle_normal"
"","3","206040","","1","206","0","110911","","","cgg_idle_def"
"0","5","301001","cgg_idle_normal","100","301","160","1","-230","-420","1"
"1","1","301002","cgg_idle_def","100","301","1.6","1","-230","420","105811"
"0","6","301003","","1","301","0.1","1","1","1","1"
"0","6","301004","","1","301","0.1","105811","1","1","1"
"","93","301005","","","301","","0.2","","","0"
"3","21","301006","","0","301","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_13_019"
"0","11","301007","0","4","301","0","105811","0","0","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆"
"","3","301008","","1","301","0.2","1","","","cgg_idle_reaction1"
"0","3","301009","","0","301","0.2","105811","1","cgg_talk_surprise_kira","cgg_surprise_kira"
"","93","301010","","","301","","1.7","","","0"
"0","3","301011","","0","301","0.2","1","1","cgg_idle_nod","cgg_talk_nod"
"","3","301012","","1","301","0.2","105811","","","cgg_talk_joy1_normal"
"","93","301013","","","301","","1.8","","","0"
"0","3","301014","","0","301","0.2","1","1","cgg_idle_reaction3","cgg_joy"
"0.2","3","301015","","0","301","0.2","105811","1","cgg_idle_def","cgg_handclap_def_N"
"","91","301016","","","301","","301007","","",""
"","93","301017","","","301","","0.5","","","0"
"0","3","301018","","0","301","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","12","301019","","1.4","301","0.2","1","","","10"
"","93","301020","","","301","","3","","","0"
"","3","301021","","1","301","0.2","1","","","cgg_idle_normal"
"0","3","301022","","0","301","0.2","105811","1","cgg_talk_surprise_kira","cgg_surprise_kira"
"","12","301023","","1.4","301","0.2","105811","","","7"
"","93","301024","","","301","","3","","","0"
"","3","301025","","1","301","0.2","105811","","","cgg_idle_def"
"","3","301026","","1","301","0.2","1","","","cgg_idle_surprise3"
"","12","301027","","1.4","301","0.2","1","","","6"
"","93","301028","","","301","","3","","","0"
"","3","301029","","1","301","0.2","1","","","cgg_idle_normal"
"","3","301030","","1","301","0.1","105811","","","cgg_idle_joy3"
"","12","301031","","1.4","301","0.2","105811","","","10"
"","93","301032","","","301","","3","","","0"
"","3","301033","","1","301","0.2","105811","","","cgg_idle_def"
"","101","301034","","","301","","301018","","","0"
"","22","301035","","","301","","0","","","0.5"
"0","6","301036","","1","301","0.1","1","0","1","1"
"0","6","301037","","1","301","0.1","105811","0","1","1"
"","93","301038","","","301","","0.1","","","0"
"","3","301039","","1","301","0","1","","","cgg_idle_normal"
"","3","301040","","1","301","0","105811","","","cgg_idle_def"
"0","5","302001","cgg_idle_normal","100","302","160","1","-230","-420","1"
"1","1","302002","cgg_idle_def","100","302","1.6","1","-230","420","105911"
"0","6","302003","","1","302","0.1","1","1","1","1"
"0","6","302004","","1","302","0.1","105911","1","1","1"
"","93","302005","","","302","","0.2","","","0"
"","21","302006","","0","302","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_14_020"
"0","11","302007","0","4","302","0","105911","0","0","主人……\n您的蒐集實在了得，\n真不愧是您。"
"","3","302008","","1","302","0.2","1","","","cgg_idle_reaction5"
"","3","302009","","1","302","0.2","105911","","","cgg_talk_joy3"
"","93","302010","","","302","","4.5","","","0"
"0","3","302011","","0","302","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","3","302012","","1","302","0.2","105911","","","cgg_talk_wish"
"","91","302013","","","302","","302007","","",""
"","93","302014","","","302","","0.5","","","0"
"","3","302015","","1","302","0.2","105911","","","cgg_idle_def"
"0","3","302016","","0","302","0.2","1","1","cgg_idle_nod","cgg_talk_nod"
"","12","302017","","1.4","302","0.2","1","","","6"
"","93","302018","","","302","","3","","","0"
"","3","302019","","1","302","0.2","1","","","cgg_idle_normal"
"","3","302020","","1","302","0.2","105911","","","cgg_talk_joy3_blink"
"","12","302021","","1.4","302","0.2","105911","","","7"
"","93","302022","","","302","","3","","","0"
"","3","302023","","1","302","0.2","105911","","","cgg_idle_def"
"","3","302024","","1","302","0.2","1","","","cgg_idle_reaction3"
"","12","302025","","1.4","302","0.2","1","","","10"
"","93","302026","","","302","","3","","","0"
"","3","302027","","1","302","0.2","1","","","cgg_idle_normal"
"0","3","302028","","0","302","0.2","105911","1","cgg_idle_guts","cgg_talk_guts"
"","12","302029","","1.4","302","0.2","105911","","","11"
"","93","302030","","","302","","3","","","0"
"","101","302031","","","302","","302015","","","0"
"","22","302032","","","302","","0","","","0.5"
"0","6","302033","","1","302","0.1","1","0","1","1"
"0","6","302034","","1","302","0.1","105911","0","1","1"
"","93","302035","","","302","","0.1","","","0"
"","3","302036","","1","302","0","1","","","cgg_idle_normal"
"","3","302037","","1","302","0","105911","","","cgg_idle_def"
"0","5","303001","cgg_idle_normal","100","303","160","1","-230","-420","1"
"1","1","303002","cgg_idle_def","100","303","1.6","1","-230","420","106011"
"0","6","303003","","1","303","0.1","1","1","1","1"
"0","6","303004","","1","303","0.1","106011","1","1","1"
"","93","303005","","","303","","0.2","","","0"
"","21","303006","","0","303","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_15_021"
"0","11","303007","0","5","303","0","106011","0","0","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。"
"0","3","303008","","0","303","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"0","3","303009","","0","303","0.2","106011","1","cgg_talk_surprise1","cgg_surprise"
"","93","303010","","","303","","3","","","0"
"","3","303011","","1","303","0.2","106011","","","cgg_talk_joy1_normal"
"","93","303012","","","303","","2.1","","","0"
"0","3","303013","","0","303","0.2","1","1","cgg_idle_reaction1","cgg_talk_handsup"
"0","3","303014","","0","303","0.2","106011","1","cgg_idle_doya","cgg_talk_doya"
"","91","303015","","","303","","303007","","",""
"","93","303016","","","303","","0.5","","","0"
"","3","303017","","1","303","0.2","106011","","","cgg_idle_def"
"0","3","303018","","0","303","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","12","303019","","1.4","303","0.2","1","","","6"
"","93","303020","","","303","","3","","","0"
"","3","303021","","1","303","0.2","1","","","cgg_idle_normal"
"0","3","303022","","0","303","0.2","106011","1","cgg_talk_surprise1","cgg_surprise"
"","12","303023","","1.4","303","0.2","106011","","","4"
"","93","303024","","","303","","3","","","0"
"","3","303025","","1","303","0.2","106011","","","cgg_idle_def"
"0","3","303026","","0","303","0.2","1","1","cgg_idle_guts2","cgg_talk_guts2"
"","12","303027","","1.4","303","0.2","1","","","7"
"","93","303028","","","303","","3","","","0"
"","3","303029","","1","303","0.2","1","","","cgg_idle_normal"
"","3","303030","","1","303","0.2","106011","","","cgg_idle_bitter"
"","12","303031","","1.4","303","0.2","106011","","","1"
"","93","303032","","","303","","3","","","0"
"","101","303033","","","303","","303017","","","0"
"","22","303034","","","303","","0","","","0.5"
"0","6","303035","","1","303","0.1","1","0","1","1"
"0","6","303036","","1","303","0.1","106011","0","1","1"
"","93","303037","","","303","","0.1","","","0"
"","3","303038","","1","303","0","1","","","cgg_idle_normal"
"","3","303039","","1","303","0","106011","","","cgg_idle_def"
"0","5","304001","cgg_idle_normal","100","304","160","1","-230","-420","1"
"1","1","304002","cgg_idle_def","100","304","1.6","1","-230","420","106411"
"0","6","304003","","1","304","0.1","1","1","1","1"
"0","6","304004","","1","304","0.1","106411","1","1","1"
"","93","304005","","","304","","0.2","","","0"
"","21","304006","","0","304","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_16_022"
"0","11","304007","0","5","304","0","106411","0","0","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。"
"0","3","304008","","0","304","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"0","3","304009","","0","304","0.2","106411","2","cgg_talk_surprise_dere","cgg_surprise_dere"
"","93","304010","","","304","","5.2","","","0"
"","3","304011","","1","304","0.2","106411","","","cgg_talk_joy3"
"","91","304012","","","304","","304007","","",""
"","93","304013","","","304","","0.5","","","0"
"","3","304014","","1","304","0.2","106411","","","cgg_idle_def"
"","3","304015","","1","304","0.2","1","","","cgg_idle_surprise3"
"","12","304016","","1.4","304","0.2","1","","","6"
"","93","304017","","","304","","3","","","0"
"","3","304018","","1","304","0.2","1","","","cgg_idle_normal"
"","3","304019","","1","304","0.2","106411","","","cgg_talk_joy1"
"","12","304020","","1.4","304","0.2","106411","","","10"
"","93","304021","","","304","","3","","","0"
"","3","304022","","1","304","0.2","106411","","","cgg_idle_def"
"0","3","304023","","0","304","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","12","304024","","1.4","304","0.2","1","","","6"
"","93","304025","","","304","","3","","","0"
"","3","304026","","1","304","0.2","1","","","cgg_idle_normal"
"0","3","304027","","0","304","0.2","106411","1","cgg_talk_surprise_kira","cgg_surprise_kira"
"","12","304028","","1.4","304","0.2","106411","","","7"
"","93","304029","","","304","","3","","","0"
"","101","304030","","","304","","304015","","","0"
"","22","304031","","","304","","0","","","0.5"
"0","6","304032","","1","304","0.1","1","0","1","1"
"0","6","304033","","1","304","0.1","106411","0","1","1"
"","93","304034","","","304","","0.1","","","0"
"","3","304035","","1","304","0","1","","","cgg_idle_normal"
"","3","304036","","1","304","0","106411","","","cgg_idle_def"
"0","5","305001","cgg_idle_normal","100","305","160","1","-230","-420","1"
"1","1","305002","cgg_idle_def","100","305","1.6","1","-230","420","110911"
"0","6","305003","","1","305","0.1","1","1","1","1"
"0","6","305004","","1","305","0.1","110911","1","1","1"
"","93","305005","","","305","","0.2","","","0"
"","21","305006","","0","305","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_17_023"
"0","11","305007","0","5","305","0","110911","0","0","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。"
"0","3","305008","","0","305","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","3","305009","","1","305","0.2","110911","","","cgg_talk_joy1"
"","93","305010","","","305","","1.9","","","0"
"","3","305011","","1","305","0.2","1","","","cgg_idle_nod"
"","3","305012","","1","305","0.2","110911","","","cgg_talk_joy3_dere"
"","91","305013","","","305","","305007","","",""
"","93","305014","","","305","","0.5","","","0"
"","3","305015","","1","305","0.2","110911","","","cgg_idle_def"
"0","3","305016","","0","305","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","12","305017","","1.4","305","0.2","1","","","6"
"","93","305018","","","305","","3","","","0"
"","3","305019","","1","305","0.2","1","","","cgg_idle_normal"
"","3","305020","","1","305","0.2","110911","","","cgg_talk_joy3"
"","12","305021","","1.4","305","0.2","110911","","","10"
"","93","305022","","","305","","3","","","0"
"","3","305023","","1","305","0.2","110911","","","cgg_idle_def"
"","3","305024","","1","305","0.2","1","","","cgg_idle_reaction3"
"","12","305025","","1.4","305","0.2","1","","","10"
"","93","305026","","","305","","3","","","0"
"","3","305027","","1","305","0.2","1","","","cgg_idle_normal"
"0","3","305028","","0","305","0.2","110911","1","cgg_idle_arm_crossed","cgg_talk_arm_crossed"
"","12","305029","","1.4","305","0.2","110911","","","7"
"","93","305030","","","305","","3","","","0"
"","101","305031","","","305","","305015","","","0"
"","22","305032","","","305","","0","","","0.5"
"0","6","305033","","1","305","0.1","1","0","1","1"
"0","6","305034","","1","305","0.1","110911","0","1","1"
"","93","305035","","","305","","0.1","","","0"
"","3","305036","","1","305","0","1","","","cgg_idle_normal"
"","3","305037","","1","305","0","110911","","","cgg_idle_def"
"0","5","306001","cgg_idle_normal","100","306","160","1","-230","-420","1"
"1","1","306002","cgg_idle_def","100","306","1.6","1","-230","290","117211"
"1","1","306003","cgg_idle_def","101","306","1.6","1","-230","405","117311"
"1","1","306004","cgg_idle_def","102","306","1.6","1","-230","520","117411"
"0","6","306005","","1","306","0.1","1","1","1","1"
"0","6","306006","","1","306","0.1","117211","1","1","1"
"0","6","306007","","1","306","0.1","117311","1","1","1"
"0","6","306008","","1","306","0.1","117411","1","1","1"
"","93","306009","","","306","","0.2","","","0"
"","21","306010","","0","306","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_18_024"
"0","11","306011","0","4","306","0","117211","0","0","謝謝你蒐集了\n我們所有的周邊♪"
"","3","306012","","1","306","0.2","1","","","cgg_idle_reaction1"
"","3","306013","","1","306","0.2","117211","","","cgg_talk_joy1_normal"
"","93","306014","","","306","","2.4","","","0"
"0","3","306015","","0","306","0.2","1","1","cgg_idle_reaction3","cgg_joy"
"","3","306016","","1","306","0.2","117211","","","cgg_talk_surprise_nozomi"
"","91","306017","","","306","","306011","","",""
"","3","306018","","1","306","0.2","117211","","","cgg_idle_def"
"","21","306019","","0","306","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_18_025"
"0","11","306020","0","4","306","0","117311","0","0","居然全部蒐集到了，\n我好驚訝。\n恭喜你。"
"0","3","306021","","0","306","0.2","1","1","cgg_idle_doya","cgg_talk_doya"
"","3","306022","","1","306","0.2","117311","","","cgg_talk_surprise1"
"","93","306023","","","306","","4.5","","","0"
"","3","306024","","1","306","0.2","1","","","cgg_idle_reaction5"
"","3","306025","","1","306","0.2","117311","","","cgg_talk_wish"
"","91","306026","","","306","","306020","","",""
"","3","306027","","1","306","0.2","117311","","","cgg_idle_def"
"","21","306028","","0","306","","vo_minigame_1007","","0","vo_minigame_1007_top_talk_18_026"
"0","11","306029","0","4","306","0","117411","0","0","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！"
"","3","306030","","1","306","0.2","1","","","cgg_idle_surprise1"
"","3","306031","","1","306","0.2","117411","","","cgg_idle_tsun"
"","93","306032","","","306","","4.3","","","0"
"0","3","306033","","0","306","0.2","1","1","cgg_idle_guts2","cgg_talk_guts2"
"","3","306034","","1","306","0.2","117411","","","cgg_talk_joy1"
"","91","306035","","","306","","306029","","",""
"","93","306036","","","306","","0.5","","","0"
"","3","306037","","1","306","0.2","117411","","","cgg_idle_def"
"","3","306038","","1","306","0.2","1","","","cgg_idle_normal"
"","3","306039","","1","306","0.2","117211","","","cgg_talk_joy1"
"","12","306040","","1.4","306","0.2","117211","","","10"
"","93","306041","","","306","","3","","","0"
"","3","306042","","1","306","0.2","117211","","","cgg_idle_def"
"","3","306043","","1","306","0.2","117311","","","cgg_talk_wish"
"","12","306044","","1.4","306","0.2","117311","","","7"
"","93","306045","","","306","","3","","","0"
"","3","306046","","1","306","0.2","117311","","","cgg_idle_def"
"0","3","306047","","0","306","0.2","117411","1","cgg_idle_guts","cgg_talk_guts"
"","12","306048","","1.4","306","0.2","117411","","","4"
"","93","306049","","","306","","3","","","0"
"","3","306050","","1","306","0.2","117411","","","cgg_idle_def"
"","3","306051","","1","306","0.2","1","","","cgg_idle_reaction3"
"","12","306052","","1.4","306","0.2","1","","","6"
"","93","306053","","","306","","3","","","0"
"","101","306054","","","306","","306038","","","0"
"","22","306055","","","306","","0","","","0.5"
"0","6","306056","","1","306","0.1","1","0","1","1"
"0","6","306057","","1","306","0.1","117211","0","1","1"
"0","6","306058","","1","306","0.1","117311","0","1","1"
"0","6","306059","","1","306","0.1","117411","0","1","1"
"","93","306060","","","306","","0.1","","","0"
"","3","306061","","1","306","0","1","","","cgg_idle_normal"
"","3","306062","","1","306","0","117211","","","cgg_idle_def"
"","3","306063","","1","306","0","117311","","","cgg_idle_def"
"","3","306064","","1","306","0","117411","","","cgg_idle_def"
