a2260023ba921b46ea37c631a09f33f8c43d08dc7fc673e9719ca53b5c9244e0,6406759b9d793842874e92e4ee3a818882c601cf96c764e1d098c1eed09e55ba,706413491bdc7593b2253e44e6fb6326d861b74aadd2ff69c2c08f0341767ee6,7831becc63b4fbaf0ca5a77eeec8478786434ffa9faa7f42f18c3ae0879f0c0d,e43bbdb6931fc38f423020d15a4398bc04648f63a6bbd05c4f9bdc5af144a16d,31571048bd9c03c5abb38336c38172724f79ec9e414b6ad7adb7694691977734,4d53a8589eeecd2922a870311b185c7da00babcb7f6e3c69df8695ebaeb17ae3,09a9d46d0eaf4140e2959f759a51a058016e484a3737853bbd81982fa92593b9,d7a29c60bfc08cc4c2e153bc9e9601aab42897ea3a1fe09e8937d1ee8ed1e621,44630c182a49435996fce771c3dcce24b787de73a606a0fd4ff0b8b5a4eed9f6,c436990e67de354addc49a4bfe0807aa97c119c5091ef33ba8a76e4bbca90c6b,94cf5d4d73400d5944a35983944a45f44da107263e2f709ee80feb9ebdd3178c,a1b275bc3a8ef3246d8dfe4e4bd7719e74dbd9111b87f8266e506a864e04c5c2,6ff850a1d297465441b3ad010b4956335cf2c62647c05b2841653408bc39cf5c,84c0f6807927690c288342ef794324dfde5292b1a95aac9f60b125c7e548a69b,04ed3803c070d54804663be8e2c8de0a51c266153133b2a3c21acb4e100b94bd,d8a1fa0f095f7397289fa1a74ccac6201c3a91b077a8e293c2fd175a7c3ac5e9,2fa4ffd58926bccde0acad5fe8e7995101ab43a50922c6c09518901f5eda9c17,cd65da23b5ac4f442738a83c8262c70d17bc6a39332a14de8e629dd00286be66,07e11aae912a4425b912d61149eb6ddfbe629b6d8882e8dfebb3aca3941e9f53,182f16dd548ea037eb4dcfe396a74a0c6694f8016c20678683c161faa03876c5,be472b40fa128baeac026447acb673bc95899421da4a1fb4d16446686162d3fb,16303b19164cb501be1dec1286e483a1a1fc44a418a0dcb6acb0d2540b2c2643,a28ad4f92abee13b71291570df33a2fc6aad7fd5fc6188a66c604a61e58abd76,674ec6ad1300ad929e474d8f6233120cd386b7bca116fa53bbcb4865b1c87880,b6846de94ef23fdad849ab1d1e21b91c0617957e8c7f0b1b5479169af076535f,8df1a0af6b45892c87ab0a2c4e932a95ca2f4e7da4846ebc975dc089f086beba,8bb281945f3d70e5db79f6a59fe95a5777536015144493a88ef72b01677494f2,01e75ea9a3197fb29597b340ea32810f4e70fa0a0c18eb74a839851b89025d78,35fdaba2b4fab0717afc1bcdb2ae9fdffbcef4711c426b9d2515aed8cd66beee,d3098b89975879eb26b385885f7d75ba5914b47e572431efd130a44e120b4f65,8eec5c39f991467a7037c37dac93005c2b548b01a734c713e439dea9989b5a7d,91b78c1a2cadb0e01a3598a8ac1b350d5620fd4f0a6740490d5f60ab7224d7bd,029aca253a4e83cfde60bf24c63b253e36d22aa5c1a5451da87d80e0b3237f02,6d1fe5f9743a70cb02700fbfa06462e21be8a8bdd9eee991705c499a1bd6fc7c,9d5d8c36d661948e3923f537cd22395559ddba7fd111eaa5ae4f3a4db22a8cc6,ac102dfb3823a46659efd2e60b5d08daa774015426df0ce8e1e135b3a9ddddb6,3f32434c287d4cf799cca97ab2043417d031a8fe1756636c2495d51c297571c6,286980f3c47d1c174c3130bb692e28c974de41e63a5e1910e70134cae62aea03,ad1311073e5b25e61021001448cdc2a4a37366d5edc6ed19559f6613c7e6a9e7,385061594e7b41bbac5c39bf4162a506f4d9e535f11deaaff8d1a22e423b10d0,25020c20fc05bd95761e5f6d87c4637bf73dabb1c69a27cdc31e0c23e7a316bd,4487f1e06905a1306f3c64bbefdfb8c3c195195bd8e08fa6a2c6b68c35b2fd28
"610028113","0","-90","bgm_M41","150","0","0","0","10028101","10028113","100011","100011","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾近郊 1-13","10","10","0","0","0","2020/03/16 16:00:00","100012","0","1","2020/03/26 15:59:59","bgm_M41","100013","0","610028121","bgm_M41","13","0","0","10028","100020","90","0","0","965"
"610028114","0","-61","bgm_M41","150","0","0","0","10028101","10028114","100011","100011","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾近郊 1-14","10","10","0","0","0","2020/03/16 16:00:00","100012","0","1","2020/03/26 15:59:59","bgm_M41","100013","0","610028121","bgm_M41","14","0","0","10028","100020","90","0","0","1133"
"610028115","0","45","bgm_M41","150","0","0","0","10028101","10028115","100041","100041","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾近郊 1-15","10","10","0","0","0","2020/03/16 16:00:00","100042","0","1","2020/03/26 15:59:59","bgm_M41","100043","0","610028123","bgm_M41","15","0","0","10028","100040","90","0","0","1240"
"610028116","1","-66","bgm_M41","240","0","0","0","10028201","10028201","100917","100917","bgm_M41","bgm_M41","0","1","16","bgm_M41","蘭德索爾近郊 1-1","16","16","0","31009","0","2020/03/16 16:00:00","100918","0","2","2020/03/26 15:59:59","bgm_M41","100919","0","610028121","bgm_M41","16","3","2","10028","100010","90","28","0","-420"
"610028117","1","70","bgm_M41","240","0","0","0","10028201","10028202","100751","100751","bgm_M41","bgm_M41","0","1","16","bgm_M41","蘭德索爾近郊 1-2","16","16","0","31051","0","2020/03/16 16:00:00","100752","0","2","2020/03/26 15:59:59","bgm_M41","100753","0","610028121","bgm_M41","17","3","2","10028","100050","90","28","0","-250"
"610028118","1","50","bgm_M41","270","0","0","0","10028201","10028203","100931","100931","bgm_M41","bgm_M41","0","1","18","bgm_M41","蘭德索爾近郊 1-3","18","18","0","31009","0","2020/03/16 16:00:00","100932","0","2","2020/03/26 15:59:59","bgm_M41","100933","0","610028121","bgm_M41","18","3","2","10028","100080","90","29","0","-55"
"610028119","1","-101","bgm_M41","270","0","0","0","10028201","10028204","100791","100791","bgm_M41","bgm_M41","0","1","18","bgm_M41","蘭德索爾近郊 1-4","18","18","0","31051","0","2020/03/16 16:00:00","100792","0","2","2020/03/26 15:59:59","bgm_M41","100793","0","610028121","bgm_M41","19","3","2","10028","100120","90","29","0","98"
"610028120","1","45","bgm_M41","300","0","0","0","10028201","10028205","100931","100931","bgm_M41","bgm_M41","0","1","20","bgm_M41","蘭德索爾近郊 1-5","20","20","0","31009","0","2020/03/16 16:00:00","100932","0","2","2020/03/26 15:59:59","bgm_M41","100933","0","610028121","bgm_M41","20","3","2","10028","100080","90","30","0","274"
"610029101","0","-125","bgm_M41","120","0","0","0","10029101","10029101","101251","101251","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-1","8","8","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","1","0","0","10029","100130","90","0","0","-522"
"610029102","0","32","bgm_M41","120","0","0","0","10029101","10029102","101251","101251","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-2","8","8","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","2","0","0","10029","100570","90","0","0","-430"
"610029103","0","0","bgm_M41","120","0","0","0","10029101","10029103","101251","101251","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-3","8","8","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","3","0","0","10029","100310","90","0","0","-257"
"610029104","0","-110","bgm_M41","120","0","0","0","10029101","10029104","101251","101251","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-4","8","8","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","4","0","0","10029","100300","90","0","0","-112"
"610029105","0","33","bgm_M41","120","0","0","0","10029101","10029105","101251","101251","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-5","8","8","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","5","0","0","10029","100570","90","0","0","-31"
"610029106","0","-83","bgm_M41","135","0","0","0","10029101","10029106","101251","101251","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-6","9","9","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","6","0","0","10029","100130","90","0","0","96"
"610029107","0","-38","bgm_M41","135","0","0","0","10029101","10029107","101251","101251","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-7","9","9","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029122","bgm_M41","7","0","0","10029","100310","90","0","0","246"
"610029108","0","82","bgm_M41","135","0","0","0","10029101","10029108","101251","101251","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-8","9","9","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","8","0","0","10029","100300","90","0","0","334"
"610029109","0","-9","bgm_M41","135","0","0","0","10029101","10029109","101251","101251","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-9","9","9","0","0","0","2020/04/01 16:00:00","101252","0","1","2020/04/19 15:59:59","bgm_M41","101253","0","610029121","bgm_M41","9","0","0","10029","100570","90","0","0","473"
"610029110","0","-121","bgm_M41","135","0","0","0","10029102","10029110","102211","102211","bgm_M41","bgm_M41","0","1","9","bgm_M41","演唱會舞台廣場 1-10","9","9","0","0","0","2020/04/01 16:00:00","102211","0","1","2020/04/19 15:59:59","bgm_M41","102212","0","610029121","bgm_M41","10","0","0","10029","100130","90","0","0","-468"
"610029111","0","22","bgm_M41","150","0","0","0","10029102","10029111","102211","102211","bgm_M41","bgm_M41","0","1","10","bgm_M41","演唱會舞台廣場 1-11","10","10","0","0","0","2020/04/01 16:00:00","102211","0","1","2020/04/19 15:59:59","bgm_M41","102212","0","610029121","bgm_M41","11","0","0","10029","100570","90","0","0","-356"
"610029112","0","77","bgm_M41","150","0","0","0","10029102","10029112","102211","102211","bgm_M41","bgm_M41","0","1","10","bgm_M41","演唱會舞台廣場 1-12","10","10","0","0","0","2020/04/01 16:00:00","102211","0","1","2020/04/19 15:59:59","bgm_M41","102212","0","610029121","bgm_M41","12","0","0","10029","100300","90","0","0","-180"
"610029113","0","-66","bgm_M41","150","0","0","0","10029102","10029113","102211","102211","bgm_M41","bgm_M41","0","1","10","bgm_M41","演唱會舞台廣場 1-13","10","10","0","0","0","2020/04/01 16:00:00","102211","0","1","2020/04/19 15:59:59","bgm_M41","102212","0","610029121","bgm_M41","13","0","0","10029","100310","90","0","0","-76"
"610029114","0","12","bgm_M41","150","0","0","0","10029102","10029114","102211","102211","bgm_M41","bgm_M41","0","1","10","bgm_M41","演唱會舞台廣場 1-14","10","10","0","0","0","2020/04/01 16:00:00","102211","0","1","2020/04/19 15:59:59","bgm_M41","102212","0","610029121","bgm_M41","14","0","0","10029","100570","90","0","0","77"
"610029115","0","21","bgm_M41","150","0","0","0","10029102","10029115","102211","102211","bgm_M41","bgm_M41","0","1","10","bgm_M41","演唱會舞台廣場 1-15","10","10","0","0","0","2020/04/01 16:00:00","102211","0","1","2020/04/19 15:59:59","bgm_M41","102212","0","610029123","bgm_M41","15","0","0","10029","100300","90","0","0","266"
"610029116","1","-77","bgm_M41","240","0","0","0","10029201","10029201","102221","102221","bgm_M41","bgm_M41","0","1","16","bgm_M41","演唱會舞台廣場 1-1","16","16","0","31116","0","2020/04/01 16:00:00","102221","0","2","2020/04/19 15:59:59","bgm_M41","102222","0","610029121","bgm_M41","16","3","2","10029","100570","90","28","0","-539"
"610029117","1","58","bgm_M41","240","0","0","0","10029201","10029202","102221","102221","bgm_M41","bgm_M41","0","1","16","bgm_M41","演唱會舞台廣場 1-2","16","16","0","31044","0","2020/04/01 16:00:00","102221","0","2","2020/04/19 15:59:59","bgm_M41","102222","0","610029121","bgm_M41","17","3","2","10029","100300","90","28","0","-328"
"610029118","1","-138","bgm_M41","270","0","0","0","10029201","10029203","102221","102221","bgm_M41","bgm_M41","0","1","18","bgm_M41","演唱會舞台廣場 1-3","18","18","0","31116","0","2020/04/01 16:00:00","102221","0","2","2020/04/19 15:59:59","bgm_M41","102222","0","610029121","bgm_M41","18","3","2","10029","100310","90","29","0","-193"
"610029119","1","-107","bgm_M41","270","0","0","0","10029201","10029204","102221","102221","bgm_M41","bgm_M41","0","1","18","bgm_M41","演唱會舞台廣場 1-4","18","18","0","31044","0","2020/04/01 16:00:00","102221","0","2","2020/04/19 15:59:59","bgm_M41","102222","0","610029121","bgm_M41","19","3","2","10029","100570","90","29","0","104"
"610029120","1","49","bgm_M41","300","0","0","0","10029201","10029205","102221","102221","bgm_M41","bgm_M41","0","1","20","bgm_M41","演唱會舞台廣場 1-5","20","20","0","31116","0","2020/04/01 16:00:00","102221","0","2","2020/04/19 15:59:59","bgm_M41","102222","0","610029121","bgm_M41","20","3","2","10029","100300","90","30","0","277"
"610030101","0","51","bgm_M41","120","0","0","0","10030101","10030101","101351","101351","bgm_M41","bgm_M41","0","1","8","bgm_M41","咲戀育幼院 1-1","8","8","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","1","0","0","10030","100280","90","0","0","-814"
"610030102","0","50","bgm_M41","120","0","0","0","10030101","10030102","101351","101351","bgm_M41","bgm_M41","0","1","8","bgm_M41","咲戀育幼院 1-2","8","8","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","2","0","0","10030","100290","90","0","0","-622"
"610030103","0","-190","bgm_M41","120","0","0","0","10030101","10030103","101351","101351","bgm_M41","bgm_M41","0","1","8","bgm_M41","咲戀育幼院 1-3","8","8","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","3","0","0","10030","100280","90","0","0","-684"
"610030104","0","-194","bgm_M41","120","0","0","0","10030101","10030104","101351","101351","bgm_M41","bgm_M41","0","1","8","bgm_M41","咲戀育幼院 1-4","8","8","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","4","0","0","10030","100290","90","0","0","-507"
"610030105","0","42","bgm_M41","120","0","0","0","10030101","10030105","101351","101351","bgm_M41","bgm_M41","0","1","8","bgm_M41","咲戀育幼院 1-5","8","8","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","5","0","0","10030","100280","90","0","0","-432"
"610030106","0","-196","bgm_M41","135","0","0","0","10030101","10030106","101351","101351","bgm_M41","bgm_M41","0","1","9","bgm_M41","咲戀育幼院 1-6","9","9","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","6","0","0","10030","100290","90","0","0","-330"
"610030107","0","63","bgm_M41","135","0","0","0","10030101","10030107","101351","101351","bgm_M41","bgm_M41","0","1","9","bgm_M41","咲戀育幼院 1-7","9","9","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030122","bgm_M41","7","0","0","10030","100280","90","0","0","-240"
"610030108","0","-92","bgm_M41","135","0","0","0","10030101","10030108","101351","101351","bgm_M41","bgm_M41","0","1","9","bgm_M41","咲戀育幼院 1-8","9","9","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","8","0","0","10030","100290","90","0","0","-146"
"610030109","0","56","bgm_M41","135","0","0","0","10030101","10030109","101351","101351","bgm_M41","bgm_M41","0","1","9","bgm_M41","咲戀育幼院 1-9","9","9","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","9","0","0","10030","100280","90","0","0","-81"
"610030110","0","73","bgm_M41","135","0","0","0","10030101","10030110","101351","101351","bgm_M41","bgm_M41","0","1","9","bgm_M41","咲戀育幼院 1-10","9","9","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","10","0","0","10030","100290","90","0","0","147"
"610030111","0","78","bgm_M41","150","0","0","0","10030101","10030111","101351","101351","bgm_M41","bgm_M41","0","1","10","bgm_M41","咲戀育幼院 1-11","10","10","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","11","0","0","10030","100280","90","0","0","335"
"610030112","0","-102","bgm_M41","150","0","0","0","10030101","10030112","101351","101351","bgm_M41","bgm_M41","0","1","10","bgm_M41","咲戀育幼院 1-12","10","10","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","12","0","0","10030","100290","90","0","0","186"
"610030113","0","-100","bgm_M41","150","0","0","0","10030101","10030113","101351","101351","bgm_M41","bgm_M41","0","1","10","bgm_M41","咲戀育幼院 1-13","10","10","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","13","0","0","10030","100280","90","0","0","415"
"610030114","0","82","bgm_M41","150","0","0","0","10030101","10030114","101351","101351","bgm_M41","bgm_M41","0","1","10","bgm_M41","咲戀育幼院 1-14","10","10","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030121","bgm_M41","14","0","0","10030","100290","90","0","0","530"
"610030115","0","-98","bgm_M41","150","0","0","0","10030101","10030115","101351","101351","bgm_M41","bgm_M41","0","1","10","bgm_M41","咲戀育幼院 1-15","10","10","0","0","0","2020/04/15 16:00:00","101352","0","1","2020/04/26 15:59:59","bgm_M41","101353","0","610030123","bgm_M41","15","0","0","10030","100280","90","0","0","626"
"610030116","1","-194","bgm_M41","240","0","0","0","10030201","10030201","101361","101361","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-1","16","16","0","31085","0","2020/04/15 16:00:00","101362","0","2","2020/04/26 15:59:59","bgm_M41","101363","0","610030121","bgm_M41","16","3","2","10030","100300","90","28","0","-500"
"610030117","1","-70","bgm_M41","240","0","0","0","10030201","10030202","101361","101361","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-2","16","16","0","31029","0","2020/04/15 16:00:00","101362","0","2","2020/04/26 15:59:59","bgm_M41","101363","0","610030121","bgm_M41","17","3","2","10030","100310","90","28","0","-280"
"610030118","1","50","bgm_M41","270","0","0","0","10030201","10030203","101361","101361","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-3","18","18","0","31085","0","2020/04/15 16:00:00","101362","0","2","2020/04/26 15:59:59","bgm_M41","101363","0","610030121","bgm_M41","18","3","2","10030","100300","90","29","0","-86"
"610030119","1","-113","bgm_M41","270","0","0","0","10030201","10030204","101361","101361","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-4","18","18","0","31029","0","2020/04/15 16:00:00","101362","0","2","2020/04/26 15:59:59","bgm_M41","101363","0","610030121","bgm_M41","19","3","2","10030","100310","90","29","0","44"
"610030120","1","25","bgm_M41","300","0","0","0","10030201","10030205","101361","101361","bgm_M41","bgm_M41","0","1","20","bgm_M41","王城蘭德索爾 1-5","20","20","0","31085","0","2020/04/15 16:00:00","101362","0","2","2020/04/26 15:59:59","bgm_M41","101363","0","610030121","bgm_M41","20","3","2","10030","100300","90","30","0","210"
"610031101","0","-155","bgm_M41","120","0","0","0","10031101","10031101","102281","102281","bgm_M41","bgm_M41","0","1","8","bgm_M41","公會競速賽　1區→2區 1-1","8","8","0","0","0","2020/05/05 16:00:00","102282","0","1","2020/05/22 15:59:59","bgm_M41","102283","0","610031121","bgm_M41","1","0","0","10031","100581","90","0","0","-522"
"610031102","0","55","bgm_M41","120","0","0","0","10031101","10031102","102281","102281","bgm_M41","bgm_M41","0","1","8","bgm_M41","公會競速賽　1區→2區 1-2","8","8","0","0","0","2020/05/05 16:00:00","102282","0","1","2020/05/22 15:59:59","bgm_M41","102283","0","610031121","bgm_M41","2","0","0","10031","100581","90","0","0","-435"
"610031103","0","35","bgm_M41","120","0","0","0","10031101","10031103","102281","102281","bgm_M41","bgm_M41","0","1","8","bgm_M41","公會競速賽　1區→2區 1-3","8","8","0","0","0","2020/05/05 16:00:00","102282","0","1","2020/05/22 15:59:59","bgm_M41","102283","0","610031121","bgm_M41","3","0","0","10031","100581","90","0","0","-225"
"610031104","0","-110","bgm_M41","120","0","0","0","10031101","10031104","100061","100061","bgm_M41","bgm_M41","0","1","8","bgm_M41","公會競速賽　1區→2區 1-4","8","8","0","0","0","2020/05/05 16:00:00","100062","0","1","2020/05/22 15:59:59","bgm_M41","100063","0","610031121","bgm_M41","4","0","0","10031","100010","90","0","0","-112"
"610031105","0","33","bgm_M41","120","0","0","0","10031101","10031105","100111","100111","bgm_M41","bgm_M41","0","1","8","bgm_M41","公會競速賽　1區→2區 1-5","8","8","0","0","0","2020/05/05 16:00:00","100112","0","1","2020/05/22 15:59:59","bgm_M41","100113","0","610031121","bgm_M41","5","0","0","10031","100050","90","0","0","-31"
"610031106","0","-64","bgm_M41","135","0","0","0","10031101","10031106","100021","100021","bgm_M41","bgm_M41","0","1","9","bgm_M41","公會競速賽　1區→2區 1-6","9","9","0","0","0","2020/05/05 16:00:00","100022","0","1","2020/05/22 15:59:59","bgm_M41","100023","0","610031121","bgm_M41","6","0","0","10031","100040","90","0","0","112"
"610031107","0","88","bgm_M41","135","0","0","0","10031101","10031107","100021","100021","bgm_M41","bgm_M41","0","1","9","bgm_M41","公會競速賽　1區→2區 1-7","9","9","0","0","0","2020/05/05 16:00:00","100022","0","1","2020/05/22 15:59:59","bgm_M41","100023","0","610031122","bgm_M41","7","0","0","10031","100020","90","0","0","181"
"610031108","0","98","bgm_M41","135","0","0","0","10031101","10031108","100031","100031","bgm_M41","bgm_M41","0","1","9","bgm_M41","公會競速賽　1區→2區 1-8","9","9","0","0","0","2020/05/05 16:00:00","100032","0","1","2020/05/22 15:59:59","bgm_M41","100033","0","610031121","bgm_M41","8","0","0","10031","100040","90","0","0","343"
"610031109","0","-9","bgm_M41","135","0","0","0","10031101","10031109","100037","100037","bgm_M41","bgm_M41","0","1","9","bgm_M41","公會競速賽　1區→2區 1-9","9","9","0","0","0","2020/05/05 16:00:00","100038","0","1","2020/05/22 15:59:59","bgm_M41","100039","0","610031121","bgm_M41","9","0","0","10031","100450","90","0","0","473"
"610031110","0","-121","bgm_M41","135","0","0","0","10031102","10031110","100041","100041","bgm_M41","bgm_M41","0","1","9","bgm_M41","公會競速賽　3區→4區 1-10","9","9","0","0","0","2020/05/05 16:00:00","100042","0","1","2020/05/22 15:59:59","bgm_M41","100043","0","610031121","bgm_M41","10","0","0","10031","100450","90","0","0","-468"
"610031111","0","22","bgm_M41","150","0","0","0","10031102","10031111","100081","100081","bgm_M41","bgm_M41","0","1","10","bgm_M41","公會競速賽　3區→4區 1-11","10","10","0","0","0","2020/05/05 16:00:00","100082","0","1","2020/05/22 15:59:59","bgm_M41","100083","0","610031121","bgm_M41","11","0","0","10031","100040","90","0","0","-356"
"610031112","0","77","bgm_M41","150","0","0","0","10031102","10031112","101211","101211","bgm_M41","bgm_M41","0","1","10","bgm_M41","公會競速賽　3區→4區 1-12","10","10","0","0","0","2020/05/05 16:00:00","101212","0","1","2020/05/22 15:59:59","bgm_M41","101213","0","610031121","bgm_M41","12","0","0","10031","100030","90","0","0","-153"
"610031113","0","-66","bgm_M41","150","0","0","0","10031102","10031113","102291","102291","bgm_M41","bgm_M41","0","1","10","bgm_M41","公會競速賽　3區→4區 1-13","10","10","0","0","0","2020/05/05 16:00:00","102292","0","1","2020/05/22 15:59:59","bgm_M41","102293","0","610031121","bgm_M41","13","0","0","10031","100580","90","0","0","-76"
"610031114","0","12","bgm_M41","150","0","0","0","10031102","10031114","102291","102291","bgm_M41","bgm_M41","0","1","10","bgm_M41","公會競速賽　3區→4區 1-14","10","10","0","0","0","2020/05/05 16:00:00","102292","0","1","2020/05/22 15:59:59","bgm_M41","102293","0","610031121","bgm_M41","14","0","0","10031","100580","90","0","0","77"
"610031115","0","21","bgm_M41","150","0","0","0","10031102","10031115","101461","101461","bgm_M41","bgm_M41","0","1","10","bgm_M41","公會競速賽　3區→4區 1-15","10","10","0","0","0","2020/05/05 16:00:00","101462","0","1","2020/05/22 15:59:59","bgm_M41","101463","0","610031123","bgm_M41","15","0","0","10031","100330","90","0","0","266"
"610031116","1","-77","bgm_M41","240","0","0","0","10031201","10031201","102301","102301","bgm_M41","bgm_M41","0","1","16","bgm_M41","公會競速賽　3區→4區 1-1","16","16","0","31121","0","2020/05/05 16:00:00","102302","0","2","2020/05/22 15:59:59","bgm_M41","102303","0","610031121","bgm_M41","16","3","2","10031","100580","90","28","0","-570"
"610031117","1","13","bgm_M41","240","0","0","0","10031201","10031202","102301","102301","bgm_M41","bgm_M41","0","1","16","bgm_M41","公會競速賽　3區→4區 1-2","16","16","0","31021","0","2020/05/05 16:00:00","102302","0","2","2020/05/22 15:59:59","bgm_M41","102303","0","610031121","bgm_M41","17","3","2","10031","100580","90","28","0","-372"
"610031118","1","-137","bgm_M41","270","0","0","0","10031201","10031203","102301","102301","bgm_M41","bgm_M41","0","1","18","bgm_M41","公會競速賽　3區→4區 1-3","18","18","0","31121","0","2020/05/05 16:00:00","102302","0","2","2020/05/22 15:59:59","bgm_M41","102303","0","610031121","bgm_M41","18","3","2","10031","100580","90","29","0","-221"
"610031119","1","-110","bgm_M41","270","0","0","0","10031201","10031204","101481","101481","bgm_M41","bgm_M41","0","1","18","bgm_M41","公會競速賽　3區→4區 1-4","18","18","0","31021","0","2020/05/05 16:00:00","101482","0","2","2020/05/22 15:59:59","bgm_M41","101483","0","610031121","bgm_M41","19","3","2","10031","100330","90","29","0","110"
"610031120","1","51","bgm_M41","300","0","0","0","10031201","10031205","101481","101481","bgm_M41","bgm_M41","0","1","20","bgm_M41","公會競速賽　3區→4區 1-5","20","20","0","31121","0","2020/05/05 16:00:00","101482","0","2","2020/05/22 15:59:59","bgm_M41","101483","0","610031121","bgm_M41","20","3","2","10031","100330","90","30","0","288"
"610032101","0","-751","bgm_M41","120","0","0","0","10032101","10032101","101461","101461","bgm_M41","bgm_M41","0","1","8","bgm_M41","往神殿的參道 1-1","8","8","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","1","0","0","10032","100330","90","0","0","-460"
"610032102","0","-605","bgm_M41","120","0","0","0","10032101","10032102","101461","101461","bgm_M41","bgm_M41","0","1","8","bgm_M41","往神殿的參道 1-2","8","8","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","2","0","0","10032","100330","90","0","0","12"
"610032103","0","-491","bgm_M41","120","0","0","0","10032101","10032103","101461","101461","bgm_M41","bgm_M41","0","1","8","bgm_M41","往神殿的參道 1-3","8","8","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","3","0","0","10032","100330","90","0","0","270"
"610032104","0","-300","bgm_M41","120","0","0","0","10032101","10032104","101461","101461","bgm_M41","bgm_M41","0","1","8","bgm_M41","往神殿的參道 1-4","8","8","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","4","0","0","10032","100330","90","0","0","390"
