5cec602654222bb3062cfe0635a9ace0883b355c7cbf240ec602697365489c76,de503f3ce2a9ff121e6bda29ba3cd07dc648c1d5166735a3f2d7f2a8a9ea0bd0,9ca1bf921db025f5f6568a899416633092d4e998c5ddd50dff2660700c5524c0,87f146937646abe02649592cc65f5311461d9812e28b6adcfd1d88b3a4384e53,8c2e61550fe06b3d7b83dcb7c2192a13b2945dae39a0c7a80d0d719d30944eab
"5","11","-1","-21.8","30050306"
"5","13","-2.8","-23.6","30050307"
"5","13","-1.3","-19.8","30050308"
"5","12","-1.2","-18","30050309"
"5","11","-4.1","-16.1","30050310"
"5","11","-2.2","-15.4","30050311"
"5","12","-1.9","-16.4","30050312"
"5","13","-6.1","-16.4","30050313"
"5","11","-14","-12","30050314"
"5","11","-12","-10.6","30050315"
"5","12","-7.6","-16.2","30050316"
"5","11","-7.7","-9.8","30050317"
"5","13","-11","-14","30050318"
"5","13","-10","-14","30050319"
"5","13","-12","-14","30050320"
"5","12","-14","-14.1","30050321"
"5","11","-6.4","-8.9","30050322"
"5","11","-5.9","-10.5","30050323"
"5","11","-9","-8.8","30050324"
"5","12","-9.6","-5.6","30050325"
"5","12","-8","-5","30050326"
"5","12","-6.1","-5.5","30050327"
"5","13","-7.9","-6","30050328"
"5","11","-3.7","-5.7","30050329"
"5","12","-2.2","-9","30050330"
"5","12","-2.2","-12","30050331"
"5","12","-0.2","-10","30050332"
"5","12","0.3","-11.9","30050333"
"5","13","-1","-13","30050334"
"5","13","1.2","-10.9","30050335"
"5","13","-3","-11","30050336"
"5","11","1","-16","30050337"
"5","11","3.6","-15.3","30050338"
"5","11","4","-13","30050339"
"5","13","3","-14","30050340"
"5","11","4","-10.2","30050341"
"5","12","4","-8.9","30050342"
"5","12","-0.1","-5.2","30050343"
"5","12","1","-3.2","30050344"
"5","11","4.7","-3.3","30050346"
"5","11","4.2","-1","30050347"
"5","13","-9","4","30050348"
"5","12","-10","7","30050349"
"5","12","-8","7","30050350"
"5","11","-6","7","30050351"
"5","11","-4","6","30050352"
"5","11","-7","0","30050353"
"5","11","-5","0","30050354"
"5","13","-1","6","30050355"
"5","12","-2.3","6","30050356"
"5","11","4","10.8","30050357"
"5","12","6.5","8.5","30050358"
"5","12","5.8","6.8","30050359"
"5","13","6","5","30050360"
"5","11","6","2.8","30050361"
"5","11","2.1","2.7","30050362"
"5","12","-12","-4","30050363"
"5","11","-12","-6","30050364"
"5","13","-10","-3","30050365"
"5","13","-11","-4","30050366"
"5","11","1.8","5.6","30050367"
"5","13","3.5","15.8","30050368"
"5","13","0.9","18.6","30050369"
"5","11","4.1","18.7","30050370"
"5","12","0.6","13.5","30050371"
"5","13","-1","14.8","30050372"
"5","13","-1","16","30050373"
"5","11","-2","15","30050374"
"5","11","-2","19","30050375"
"5","11","-1","19","30050376"
"5","12","-7.5","13.1","30050377"
"5","11","-5","13","30050378"
"5","13","-9","16","30050379"
"5","13","-8","15","30050380"
"5","12","-9","14","30050381"
"5","11","-10","15.8","30050382"
"5","11","-10","17.6","30050383"
"5","12","-10.2","19.5","30050384"
"5","12","-13.6","13.8","30050390"
"5","12","-13.5","10.7","30050391"
"5","11","-10.7","10.6","30050392"
"5","11","-10","12","30050393"
"5","12","-14.1","18","30050394"
"5","13","-14","20","30050395"
"5","13","-13","19","30050396"
"5","13","-15","21","30050397"
"5","12","-18.2","18.7","30050398"
"5","11","-20","18.7","30050399"
"5","12","-20","14.7","30050400"
"5","11","-20","13","30050401"
"5","11","-19.9","10.9","30050402"
"5","13","-20","12","30050403"
"5","13","-20","16","30050404"
"5","11","-22.9","14","30050405"
"5","13","-22.8","15","30050406"
"5","12","-23","19","30050407"
"5","11","-23","21","30050408"
"5","13","-23","22","30050409"
"5","13","-23","20","30050410"
"5","12","-21.2","23.6","30050411"
"5","12","-18.2","23.6","30050412"
"5","991006","-5.7","-20.8","30050413"
"5","991006","-5.7","-19","30050414"
"5","11","-0.4","-3.2","30050416"
"5","12","-2.1","-3.3","30050417"
"5","12","1","-0.4","30050418"
"5","11","-0.4","-0.5","30050419"
"5","12","-2.1","-0.5","30050420"
"5","991005","1","-1.8","30050421"
"5","991005","-0.8","-1.8","30050422"
"5","991005","-2.3","-1.8","30050423"
"5","991005","-13.1","15.2","30050424"
"5","991005","-15.3","15.2","30050425"
"5","991005","-17.4","15.2","30050426"
"5","13","-14","16","30050427"
"5","13","-16","16","30050428"
"5","13","-18","16","30050429"
"5","12","-19.2","7.8","30050430"
"5","13","-22.8","10.6","30050431"
"5","11","-22.7","9.5","30050432"
"5","991001","-4.8","16.5","30050433"
"5","991002","-4.8","17.5","30050434"
"5","991001","1.4","7.7","30050435"
"5","991002","1.4","8.3","30050436"
"5","991002","1.5","16","30050437"
"5","991003","1.3","15.6","30050438"
"5","991001","-17.1","5.5","30050439"
"5","991002","-17.1","6.5","30050440"
"6","11","-23.6","7","30060001"
"6","12","-21.3","17.2","30060003"
"6","13","-21.8","6.4","30060005"
"6","13","-21.8","8.4","30060006"
"6","11","-21","4","30060007"
"6","11","-15.7","1.6","30060008"
"6","11","-16.7","3.5","30060009"
"6","13","-21.9","1.5","30060010"
"6","13","-23.7","2.7","30060011"
"6","13","-23.7","-3","30060012"
"6","12","-22.8","-5.9","30060018"
"6","11","-21.6","-10.5","30060019"
"6","13","-19.7","-11.5","30060020"
"6","13","-19.7","-13.5","30060021"
"6","13","-19.7","-9.5","30060022"
"6","12","-23.8","-16.1","30060023"
"6","11","-23.7","-18.7","30060024"
"6","11","-21.8","-21","30060025"
"6","13","-3.8","-10.9","30060036"
"6","12","-11.1","-10.3","30060043"
"6","12","-14.3","-11.6","30060044"
"6","12","-4.8","-15.1","30060045"
"6","11","1.3","-10","30060054"
"6","12","-6.3","4.1","30060062"
"6","11","-4.2","12.7","30060064"
"6","11","-2.9","11.9","30060065"
"6","13","-7.4","15.5","30060067"
"6","13","-9.7","16.4","30060068"
"6","11","-25","18.1","30060073"
"6","13","-16.7","17.5","30060077"
"6","990002","-10.9","23.4","30060079"
"6","990001","-23.7","5","30060080"
"6","990001","-10.6","-13","30060081"
"6","11","-13","1.8","30060083"
"6","13","-10.5","10.6","30060085"
"6","13","-16.7","8.5","30060086"
"6","12","-14.2","11.6","30060087"
"6","12","-14.2","9.7","30060088"
"6","13","-3.7","-0.5","30060089"
"6","13","-3.7","0.6","30060090"
"6","12","-7.3","-6.5","30060091"
"6","12","-6.1","-5.4","30060092"
"6","13","-6.1","-6.7","30060093"
"6","13","-7.5","-5.5","30060094"
"6","13","-5.8","-10.9","30060095"
"6","11","-7.2","-11.1","30060097"
"6","12","-12.3","-19.5","30060098"
"6","12","-10.4","-19.5","30060099"
"6","13","-8.9","-18","30060100"
"6","13","-11.4","-16.5","30060101"
"6","13","-21.5","-17.4","30060102"
"6","13","-20.1","-16","30060103"
"6","12","-20.1","-17.4","30060104"
"6","13","-21.9","-2.1","30060106"
"6","11","-21.9","21.2","30060107"
"6","11","-24.2","20.3","30060108"
"6","12","-1.8","16.8","30060115"
"6","11","-10.6","1","30060116"
"6","11","-10.6","2.5","30060117"
"6","13","0.1","9","30060118"
"6","13","0.1","7.5","30060119"
"6","11","-0.6","4.8","30060120"
"6","12","-1.8","19.4","30060121"
"6","12","-1.8","21.7","30060122"
"6","13","-1.7","20.5","30060123"
"6","13","-1.7","18.1","30060124"
"6","11","2.2","15.8","30060125"
"6","13","1.2","19.5","30060126"
"6","13","1.2","21","30060127"
"6","13","1.2","22.5","30060128"
"6","13","-11.5","20","30060130"
"6","11","-10.1","-4","30060132"
"6","12","-22.8","-8","30060135"
"6","11","-13.6","-18.8","30060137"
"6","11","-11.1","-14.3","30060138"
"6","12","-12","-4","30060139"
"6","13","-16.7","10.4","30060140"
"6","11","-21.6","-12.6","30060141"
"6","11","-19","-25.2","30060145"
"6","13","-1.9","-4.8","30060146"
"6","11","-2.2","-7.2","30060148"
"6","11","1.4","14.2","30060150"
"6","11","-1.7","8.5","30060151"
"6","11","-2.6","10","30060152"
"6","12","-5.2","9.5","30060153"
"6","13","-10","12.5","30060154"
"6","13","-6","12.8","30060155"
"6","12","-5.6","16.6","30060156"
"6","12","-7","23","30060157"
"6","11","-5.6","19.7","30060158"
"6","11","-5.6","21.7","30060159"
"6","12","-18.8","5.5","30060161"
"6","11","-18.7","7.5","30060162"
"6","12","-18.8","9.5","30060163"
"6","11","-18.6","11.5","30060164"
"6","13","-18.7","13.3","30060165"
"6","13","-19.4","15.3","30060166"
"6","12","-21.3","-16","30060167"
"6","13","-14.8","-6","30060168"
"6","12","-14.8","-4.5","30060169"
"6","13","-14.8","-3","30060170"
"6","12","-14.8","-1.5","30060171"
"6","11","-13.6","-7.6","30060172"
"6","11","-8.1","-14.3","30060175"
"6","11","-6.8","-15.8","30060176"
"6","13","-20.6","-25","30060179"
"6","13","-17.4","-25.1","30060180"
"6","11","-23.6","10","30060181"
"6","13","-15.9","20.9","30060182"
"6","13","-15.9","22.9","30060183"
"6","11","-12.6","22.7","30060184"
"6","990001","-9.6","7","30060186"
"6","991005","-19.7","-20.8","30060187"
"6","991005","-18.7","-20.8","30060188"
"6","991005","-17.7","-20.8","30060189"
"6","991005","-16.7","-20.8","30060190"
"6","991006","-2.8","-0.8","30060191"
"6","991006","-2.8","0.2","30060192"
"6","991006","-2.8","1.2","30060193"
"6","991005","-4.7","18.2","30060194"
"6","991005","-5.7","18.2","30060195"
"6","991005","-6.7","18.2","30060196"
"6","991005","-7.7","18.2","30060197"
"6","12","-10.2","-7.7","30060198"
"6","12","-16.6","-8.2","30060199"
"6","11","-17","-10.4","30060200"
"6","11","-17.4","-13","30060201"
"6","12","-19","-4.3","30060202"
"6","11","-17.8","-6.2","30060203"
"6","11","-18.2","-8.1","30060204"
"6","12","-21.3","15.1","30060205"
"6","12","-21.3","11.9","30060206"
"6","13","-19.4","17.1","30060207"
"6","991005","-18.7","16.2","30060208"
"6","991005","-19.7","16.2","30060209"
"6","991005","-20.7","16.2","30060210"
"6","991005","-21.7","16.2","30060211"
"6","991005","-22.7","16.2","30060212"
"6","11","-14.1","-23.3","30060213"
"6","11","-14.1","-21.3","30060214"
"6","13","-2.8","-9.5","30060216"
"6","11","0.1","-11.2","30060217"
"6","11","-2","-13.9","30060218"
"6","12","2","-7.5","30060221"
"6","13","-1.9","-0.5","30060222"
"6","13","-1.9","0.6","30060223"
"6","11","2.9","-1.2","30060224"
"6","11","-3","-3.3","30060225"
"6","11","-0.1","-3","30060227"
"6","11","3.2","1.7","30060228"
"6","11","0.7","4.1","30060229"
"6","12","1.8","11.6","30060230"
"6","11","4.2","19.8","30060231"
"6","11","4.2","23","30060232"
"6","13","-9.9","8.9","30060233"
"6","13","-10.5","5.6","30060234"
"6","13","-9.9","4.5","30060235"
"6","11","-19.5","21.3","30060236"
"6","13","-19.4","-22","30060243"
"6","13","-17.4","-22","30060244"
"6","13","-18.4","-20","30060245"
"6","991004","-20.7","-6.6","30060246"
"6","991003","-21.2","-6.6","30060247"
"6","991003","-21.6","-14.3","30060248"
"6","991004","-20.3","-14.3","30060249"
"6","991001","-5.2","-13.1","30060250"
"6","991002","-5.2","-12.7","30060251"
"6","991001","-4.2","-6.6","30060252"
"6","991002","-4.2","-5.2","30060253"
"6","991002","-7.2","2.8","30060254"
"6","991001","-7.2","1.4","30060255"
"6","991001","-4.2","5.9","30060256"
"6","991002","-4.2","6.3","30060257"
"6","991003","-13.6","17.8","30060258"
"6","991004","-12.3","17.8","30060259"
"6","991001","-13.2","4.4","30060260"
"6","991002","-13.2","5.8","30060261"
"7","990001","-21.2","19","30070003"
"7","990001","-21.2","-4","30070004"
"7","991003","3","5.8","30070019"
"7","991002","3.4","6.1","30070020"
"7","21","-22","-11.2","30070035"
"7","21","-18.8","-8.4","30070038"
"7","22","-14","-15.6","30070040"
"7","22","-14","-7.4","30070041"
"7","21","-11.7","-10.4","30070042"
"7","21","-12.8","-19.5","30070046"
"7","21","-11.4","-21","30070047"
"7","22","-8.1","-20","30070048"
"7","23","-6.5","-18.7","30070050"
"7","21","-7.8","-13.9","30070051"
"7","23","-6.3","-10.5","30070052"
"7","21","-11","-5.8","30070055"
"7","23","-6.3","-8.5","30070058"
"7","21","-4.8","-17","30070062"
"7","22","-5","-12.5","30070064"
"7","21","-2.7","-19","30070067"
"7","23","-2.4","-15.5","30070068"
"7","21","1.2","-18.8","30070069"
"7","21","2.3","-17.2","30070070"
"7","21","0.4","-22","30070072"
"7","23","-2.4","-13.5","30070077"
"7","21","5.7","-19","30070078"
"7","21","9.2","-17.6","30070079"
"7","22","3.5","-12.8","30070080"
"7","21","9.5","-11.7","30070081"
"7","22","0","-5.6","30070088"
"7","21","7.2","-7.6","30070090"
"7","23","0.8","1","30070096"
"7","21","-0.9","2.6","30070097"
"7","21","1.1","7.2","30070099"
"7","21","4.1","2.5","30070102"
"7","21","4.7","15.7","30070108"
"7","21","3.3","13.7","30070110"
"7","21","-1.7","8.6","30070113"
"7","21","-6.7","10.8","30070114"
"7","22","0.1","10.5","30070115"
"7","22","-5","15","30070116"
"7","23","-0.3","13.9","30070117"
"7","23","-10.6","11","30070119"
"7","21","-13.6","14.9","30070123"
"7","23","-19.2","16.5","30070124"
"7","23","-18.5","12.4","30070125"
"7","21","-13.9","8.9","30070127"
"7","21","-21.8","15","30070131"
"7","23","-19.3","11.6","30070132"
"7","22","-21.8","9.5","30070133"
"7","21","-21.6","4.3","30070134"
"7","21","-21.1","0","30070136"
"7","23","-19.3","3.1","30070137"
"7","23","-18.8","5.8","30070138"
"7","23","-17.2","4.1","30070139"
"7","21","-15.5","1.9","30070141"
"7","22","-14.1","5.9","30070143"
"7","23","-13.4","0.2","30070144"
"7","23","-11.4","3.7","30070145"
"7","23","-4.9","0.7","30070147"
"7","21","-7.5","-0.6","30070148"
"7","21","-2.5","-1.2","30070154"
"7","22","-15.3","-5","30070157"
"7","21","-17.7","-5.6","30070158"
"7","21","-22","-1.9","30070159"
"7","22","-21.9","-6.8","30070160"
"7","21","-17.7","-15","30070163"
"7","23","-21.6","-15.1","30070165"
"7","21","7.1","5.1","30070167"
"7","23","3.1","6.9","30070168"
"7","23","-2.3","4.4","30070171"
"7","21","-5","4","30070172"
"7","990001","-4.2","-10","30070173"
"7","990001","4.8","-6","30070174"
"7","991001","-20.1","13","30070179"
"7","991004","-19.6","13.3","30070181"
"7","991005","-7.7","-5.8","30070186"
"7","991005","-6.7","-5.8","30070187"
"7","991005","-5.6","-5.8","30070188"
"7","991005","-4.6","-5.8","30070189"
"7","22","0","-4.1","30070190"
"7","22","1.7","-4.1","30070191"
"7","22","1.7","-5.6","30070192"
"7","991005","-0.6","-4.8","30070193"
"7","991005","0.4","-4.8","30070194"
"7","991005","1.4","-4.8","30070195"
"7","991005","2.4","-4.8","30070196"
"7","21","3.3","17.7","30070197"
"7","991006","4.2","13.3","30070198"
"7","991006","4.2","14.4","30070199"
"7","991006","4.2","15.6","30070200"
"7","991006","4.2","16.8","30070201"
"7","991006","4.2","18","30070202"
"7","23","-1.2","14.5","30070203"
"7","21","-6.7","6.8","30070204"
"7","21","-5.2","8.8","30070205"
"7","991006","-5.8","11","30070206"
"7","991006","-5.8","9.8","30070207"
"7","991006","-5.8","8.6","30070208"
"7","991006","-5.8","7.4","30070209"
"7","991006","-5.8","6.3","30070210"
"7","23","-13.4","-1.8","30070211"
"7","22","6.9","11.1","30070212"
"7","22","8","15.4","30070213"
"7","21","0.3","17.9","30070224"
"7","21","-7.9","22.3","30070227"
"7","21","-18.7","21.7","30070232"
"7","21","-16.4","17","30070233"
"7","21","-9.7","17.1","30070234"
"7","23","-11.9","22.4","30070236"
"7","22","-16.1","22","30070237"
"7","23","-0.4","15.2","30070240"
"7","22","3.4","21.2","30070241"
"7","22","-3.4","22.7","30070245"
"7","23","6.7","-2.5","30070247"
"7","23","6.6","-1.5","30070249"
"7","23","7.2","-1.9","30070250"
"7","23","-11.8","4.7","30070254"
"7","23","-10.8","4.4","30070255"
"7","22","7.2","1.4","30070256"
"7","23","-18.5","10.8","30070257"
"7","23","6.1","-16.5","30070258"
"7","22","-6.4","-6.6","30070259"
"7","22","-7.4","-5","30070260"
"7","22","-5.3","-5","30070261"
"7","23","-11.5","11.5","30070262"
"7","23","-10.7","11.9","30070263"
"7","23","-18.5","17.4","30070264"
"7","23","-21.9","-14.4","30070265"
"7","23","-22.2","-15","30070266"
"7","22","-4.2","15.8","30070267"
"7","23","-12.3","22.7","30070268"
"7","23","5.5","-9.5","30070269"
"7","23","1.6","-9.5","30070270"
"7","22","3.3","-21.9","30070271"
"8","990001","-22.5","17.1","30080013"
"8","991004","-19","-8.2","30080074"
"8","990001","-22.5","-16","30080076"
"8","991003","-9.4","2.8","30080193"
"8","991004","-8.3","2.8","30080194"
"8","991001","-16.6","11.8","30080204"
"8","991002","-16.6","12.2","30080205"
"8","991003","-20.6","-8.2","30080209"
"8","990001","-4.5","-11","30080213"
"8","991003","1.7","-6.4","30080214"
"8","991004","2.2","-6.4","30080215"
"8","991001","-15.2","-22.2","30080221"
"8","991002","-15.2","-21.8","30080222"
"8","991001","-18.6","-0.2","30080223"
"8","991002","-18.6","0.2","30080224"
"8","991001","-10.6","-22.7","30080233"
"8","991002","-10.6","-21.3","30080234"
"8","990001","-2.7","12","30080235"
"8","991006","-16.7","-4.2","30080236"
"8","991006","-16.7","-5.7","30080237"
"8","23","24.3","-25.5","30080238"
"8","21","24.5","-25.2","30080239"
"8","23","-22.7","8.5","30080240"
"8","21","-20.3","13.8","30080241"
"8","21","-22.7","5","30080242"
"8","23","-22.7","6.5","30080244"
"8","22","24.4","-25.4","30080245"
"8","22","-19.2","4.5","30080246"
"8","21","-15.6","2.9","30080250"
"8","21","-17.8","3","30080251"
"8","22","-13.4","8.2","30080252"
"8","23","-11.7","5.4","30080254"
"8","23","-11.7","3.5","30080255"
"8","21","-10.8","1.5","30080256"
"8","21","-11.2","-1.6","30080257"
"8","22","-13.8","1.5","30080259"
"8","22","-21.3","1.6","30080260"
"8","21","-22.8","1.6","30080261"
"8","22","-24","-0.5","30080262"
"8","22","-24","-2.7","30080263"
"8","23","-16","-4","30080264"
"8","23","-16","-5","30080265"
"8","23","-16","-6","30080266"
"8","23","-18","-4","30080267"
"8","23","-18","-5","30080268"
"8","23","-18","-6","30080269"
"8","21","-21","-7","30080270"
"8","22","-19.8","-5.5","30080271"
"8","22","-17.1","-9.3","30080272"
"8","22","-17.2","-12.2","30080274"
"8","21","-22","-10","30080275"
"8","21","-22","-12","30080276"
"8","22","-16.8","-14.4","30080277"
"8","21","-15.9","-16.6","30080278"
"8","21","-16","-19.5","30080279"
"8","22","-14","-19","30080281"
"8","22","-13","-17","30080282"
"8","21","-13.8","-24","30080284"
"8","21","-20.6","-23.1","30080286"
"8","21","-17.7","-23.1","30080287"
"8","22","-22","-20","30080288"
"8","22","-22","-22","30080289"
"8","23","-19.3","-23.2","30080290"
"8","22","-11.5","-23.6","30080292"
"8","21","-12.4","-20.1","30080294"
"8","22","-8.4","-19","30080297"
"8","23","-6.6","-20.7","30080300"
"8","22","-5.4","-23.7","30080303"
"8","21","-2.9","-23.8","30080305"
"8","21","-1","-21.8","30080306"
"8","22","-1.2","-18","30080309"
"8","21","-4.1","-16.1","30080310"
"8","21","-2.2","-15","30080311"
"8","23","-6.1","-16.4","30080313"
"8","21","-11.8","-10.6","30080315"
"8","22","-7.6","-16.2","30080316"
"8","23","-11","-14","30080318"
"8","23","-10","-14","30080319"
"8","23","-12","-14","30080320"
"8","22","-14","-14.1","30080321"
"8","21","-6","-9.7","30080323"
"8","21","-9.5","-8","30080324"
"8","22","-6","-5.8","30080327"
"8","23","-8.8","-4.8","30080328"
"8","21","-3.7","-5.7","30080329"
"8","22","-2.2","-9","30080330"
"8","22","-1.7","-11.8","30080331"
"8","22","0.1","-9.8","30080332"
"8","23","-1","-13","30080334"
"8","23","0.2","-10.9","30080335"
"8","23","-2.6","-10.7","30080336"
"8","21","1","-16","30080337"
"8","21","3.6","-15.3","30080338"
"8","23","2.1","-5.9","30080340"
"8","21","4","-10.2","30080341"
"8","22","-0.1","-5.2","30080343"
"8","22","0.3","-2.9","30080344"
"8","21","4.7","-3.3","30080346"
"8","21","4.2","-1","30080347"
"8","23","-9.2","4.2","30080348"
"8","22","-10","7","30080349"
"8","21","-6","7","30080351"
"8","21","-7","0","30080353"
"8","21","-4.9","0","30080354"
"8","22","-2.9","5.8","30080356"
"8","21","4","10.8","30080357"
"8","21","2.1","3","30080362"
"8","22","-12","-4","30080363"
"8","21","-12","-6","30080364"
"8","23","-9.6","-3","30080365"
"8","23","-10.5","-4.6","30080366"
"8","21","1.8","5.6","30080367"
"8","23","3.5","15.8","30080368"
"8","23","0.9","18.7","30080369"
"8","21","4.1","18.7","30080370"
"8","22","0.6","13.5","30080371"
"8","23","-1","15.8","30080373"
"8","21","-2","19","30080375"
"8","21","-8.5","22.5","30080376"
"8","22","-7.5","13.1","30080377"
"8","21","-5","13","30080378"
"8","23","-9","16","30080379"
"8","23","-8","15","30080380"
"8","22","-10.2","19.5","30080384"
"8","21","-11.2","11.1","30080392"
"8","23","-13.3","15.9","30080395"
"8","23","-13.3","14.5","30080396"
"8","23","-15","21","30080397"
"8","22","-18.3","18.1","30080398"
"8","21","-19.9","10.2","30080402"
"8","23","-22.8","15","30080406"
"8","22","-23.3","18.7","30080407"
"8","21","-22.9","21.3","30080408"
"8","22","-21.2","23.6","30080411"
"8","22","-18.2","23.6","30080412"
"8","991006","-5.7","-20.6","30080413"
"8","991006","-5.7","-19.3","30080414"
"8","22","-2.1","-2.9","30080417"
"8","22","0.3","-0.9","30080418"
"8","22","-2.1","-0.9","30080420"
"8","991005","1","-1.8","30080421"
"8","991005","-0.8","-1.8","30080422"
"8","991005","-2.3","-1.8","30080423"
"8","991005","-13.1","15.2","30080424"
"8","991005","-15.3","15.2","30080425"
"8","991005","-17.4","15.2","30080426"
"8","22","-19.2","7.8","30080430"
"8","23","-22.7","10.5","30080431"
"8","21","-19.9","16.7","30080432"
"8","991001","-4.8","16.5","30080433"
"8","991002","-4.8","17.5","30080434"
"8","991001","1.4","7.7","30080435"
"8","991002","1.4","8.3","30080436"
"8","991002","1.5","16","30080437"
"8","991003","1.3","15.6","30080438"
"8","991001","-17.1","5.5","30080439"
"8","991002","-17.1","6.5","30080440"
"8","23","-15.6","-9.2","30080441"
"8","23","-14.5","-11.3","30080442"
"8","23","-13.6","-9.3","30080443"
"8","23","-6.6","-19.7","30080444"
"8","23","-6.6","-18.7","30080445"
"8","23","-5.1","-20.7","30080446"
"8","23","-5.1","-19.7","30080447"
"8","23","-5.1","-18.7","30080448"
"8","23","4.9","4.5","30080449"
"8","23","4.9","6.5","30080450"
"8","23","4.9","5.5","30080451"
"8","23","4.9","7.5","30080452"
"8","23","-9.2","14.7","30080453"
"8","22","-2.8","9.7","30080455"
"8","23","-5.6","9.5","30080456"
"8","23","-8.4","8.4","30080457"
"8","23","-7.6","11.6","30080458"
"8","23","-15.4","14.5","30080459"
"8","23","-15.4","15.9","30080460"
"8","23","-17.5","14.5","30080461"
"8","23","-17.5","15.9","30080462"
"8","22","-5","21","30080463"
"8","22","-12.6","22.6","30080464"
"8","22","-8.4","-10.7","30080465"
"8","21","-6.9","-12.9","30080466"
"9","21","-23.8","7","30090001"
"9","22","-21.3","17.2","30090003"
"9","23","-21.8","6.4","30090005"
"9","23","-21.8","8.4","30090006"
"9","21","-21","4","30090007"
"9","21","-15.7","1.6","30090008"
"9","21","-16.9","3.5","30090009"
"9","23","-21.9","1.5","30090010"
"9","23","-23.7","2.7","30090011"
"9","23","-23.7","-3","30090012"
"9","22","-22.8","-5.9","30090018"
"9","21","-21.8","-10.5","30090019"
"9","23","-19.7","-11.5","30090020"
"9","23","-19.7","-13.5","30090021"
"9","23","-19.7","-9.5","30090022"
"9","22","-23.8","-16.1","30090023"
"9","21","-23.8","-18.7","30090024"
"9","21","-21.8","-21","30090025"
"9","23","-3.8","-10.9","30090036"
"9","22","-11.1","-10.3","30090043"
"9","22","-14.3","-11.6","30090044"
"9","22","-4.8","-15.1","30090045"
"9","21","1.3","-10","30090054"
"9","22","-6.3","4.1","30090062"
"9","21","-4.2","12.7","30090064"
"9","21","-2.9","11.9","30090065"
"9","23","-7.4","15.5","30090067"
"9","23","-9.7","16.4","30090068"
"9","21","-25","18.1","30090073"
"9","23","-16.7","17.5","30090077"
"9","990002","-10.9","23.4","30090079"
"9","990001","-23.7","5","30090080"
"9","990001","-10.6","-13","30090081"
"9","21","-13","1.8","30090083"
"9","23","-10.5","10.6","30090085"
"9","23","-16.7","8.5","30090086"
"9","22","-14.2","11.6","30090087"
"9","22","-14.2","9.7","30090088"
"9","23","-3.7","-0.5","30090089"
"9","23","-3.7","0.6","30090090"
"9","22","-7.3","-6.5","30090091"
"9","22","-6.1","-5.4","30090092"
"9","23","-6.1","-6.7","30090093"
"9","23","-7.5","-5.5","30090094"
"9","23","-5.8","-10.9","30090095"
"9","21","-7.2","-11.1","30090097"
"9","22","-12.3","-19.5","30090098"
"9","22","-10.4","-19.5","30090099"
"9","23","-8.9","-18","30090100"
"9","23","-11.4","-16.5","30090101"
"9","23","-21.5","-17.4","30090102"
"9","23","-20.1","-16","30090103"
"9","22","-20.1","-17.4","30090104"
"9","23","-21.9","-2.1","30090106"
"9","21","-21.9","21.2","30090107"
"9","21","-24.2","20.3","30090108"
"9","22","-1.8","16.8","30090115"
"9","21","-10.8","1","30090116"
"9","21","-10.8","2.5","30090117"
"9","23","0.1","9","30090118"
"9","23","0.1","7.5","30090119"
"9","21","-0.6","4.8","30090120"
"9","22","-1.8","19.4","30090121"
"9","22","-1.8","21.7","30090122"
"9","23","-1.7","20.5","30090123"
"9","23","-1.7","18.1","30090124"
"9","21","2.2","15.8","30090125"
"9","23","1.2","19.5","30090126"
"9","23","1.2","21","30090127"
"9","23","1.2","22.5","30090128"
"9","23","-11.5","20","30090130"
"9","21","-10.1","-4","30090132"
"9","22","-22.8","-8","30090135"
"9","21","-13.7","-18.9","30090137"
"9","21","-11.1","-14.3","30090138"
"9","22","-12","-4","30090139"
"9","23","-16.7","10.4","30090140"
"9","21","-21.8","-12.6","30090141"
"9","21","-19","-25.2","30090145"
"9","23","-1.9","-4.8","30090146"
"9","21","-2.2","-7.2","30090148"
"9","21","1.4","14.2","30090150"
"9","21","-1.9","8.5","30090151"
"9","21","-2.9","10","30090152"
"9","22","-5.2","9.5","30090153"
"9","23","-10","12.5","30090154"
"9","23","-6","12.8","30090155"
"9","22","-5.6","16.6","30090156"
"9","22","-7","23","30090157"
"9","21","-5.8","19.7","30090158"
"9","21","-5.8","21.7","30090159"
"9","22","-18.8","5.5","30090161"
"9","21","-19","7.5","30090162"
"9","22","-18.8","9.5","30090163"
"9","21","-19","11.5","30090164"
"9","23","-18.7","13.3","30090165"
"9","22","-19.4","15.3","30090166"
"9","22","-21.3","-16","30090167"
"9","23","-14.8","-6","30090168"
"9","22","-14.8","-4.5","30090169"
"9","23","-14.8","-3","30090170"
"9","22","-14.8","-1.5","30090171"
"9","21","-13.6","-7.6","30090172"
"9","21","-8.1","-14.3","30090175"
"9","21","-6.8","-15.8","30090176"
"9","23","-20.6","-25","30090179"
"9","23","-17.4","-25.1","30090180"
"9","21","-23.8","10","30090181"
"9","23","-15.9","20.9","30090182"
"9","23","-15.9","22.9","30090183"
"9","21","-12.6","22.7","30090184"
"9","990001","-9.6","7","30090186"
"9","991005","-19.7","-20.8","30090187"
"9","991005","-18.7","-20.8","30090188"
"9","991005","-17.7","-20.8","30090189"
"9","991005","-16.7","-20.8","30090190"
"9","991006","-2.8","-0.8","30090191"
"9","991006","-2.8","0.2","30090192"
