0a45a374828b7471f75ded7617069c74c6c185bdd3921b86b9160d88f04e2cd5,7bfd07cc9b497359e91c719fc4d0916b086c181d78d6023f6b001ebc27aa98eb,a00ea6dc514aeeb967f0f6673ce7478aa6351618daeed27b0e4dceda454195b4,6c20fac9727425fbacc56ea070b674c29129329824c9c00cbd9e1dd6aadf3ad8,f9be5d74dfccb37aa8a72949b7800073f357b30dd20f3c17c224030b148f118c,250053748cc2b8ea8b37fce13e887a0ceefba08ba5b33095f0802b1c51b24718,6b52b879a2c997c92eca82e6298173ce7402ec19e9cd0955fef0fc4c8e188d39,f2368674e53240b067bd47d0b469250492d891de870c9ad1de53498ff28df7e2,d3e1c8779a4b73c5d98f37dd346d8af770284fab4f0fca26f117da7caf4b1e6f,1840f81189ab7e93e48721c6008ab9c365f802825501d60e4131362dacd8a36d,0c652e65e25e26e3e0a54f45f54d93b7b3f43e48e2456efeccc320e1d8f1bb7f,eee729380b01d474c34a874aec1fb552c5f4b88aadd2c4923244238e4d6f7c36
"0","0","vo_ske_0608","vo_ske","0","53","1005901","0","100590153","0","0","2"
"2","221","0","0","10","54","1005901","0","100590154","0","0","1"
"0","0","0","0","0","55","1005901","1","100590155","0","2.7","4"
"1","385","0","0","10","56","1005901","0","100590156","221","0","1"
"0","0","0","0","0","57","1005901","1","100590157","0","1","4"
"0.7","0","0","0","11","58","1005901","0","100590158","0","0","1"
"0","0","0","0","0","59","1005901","1","100590159","0","1.9","4"
"1.6","400","0","0","11","60","1005901","0","100590160","0","0","1"
"0","0","0","0","0","61","1005901","1","100590161","0","4","4"
"0","0","vo_ske_0609","vo_ske","0","62","1005901","0","100590162","0","0","2"
"2","288","0","0","12","63","1005901","0","100590163","0","0","1"
"0","0","0","0","0","64","1005901","1","100590164","0","3.8","4"
"0","0","vo_ske_0610","vo_ske","0","65","1005901","0","100590165","0","0","2"
"0.7","189","0","0","13","66","1005901","0","100590166","0","0","1"
"0","0","0","0","0","67","1005901","1","100590167","0","1.4","4"
"1.7","340","0","0","13","68","1005901","0","100590168","189","0","1"
"0","0","0","0","0","69","1005901","1","100590169","0","4.2","4"
"0","0","0","0","0","1","1005902","1","100590201","0","0.8","4"
"0","0","vo_ske_0701","vo_ske","0","2","1005902","0","100590202","0","0","2"
"2.3","310","0","0","1","3","1005902","0","100590203","0","0","1"
"0","0","0","0","0","4","1005902","1","100590204","0","3.6","4"
"0","0","vo_ske_0702","vo_ske","0","5","1005902","0","100590205","0","0","2"
"0.9","215","0","0","2","6","1005902","0","100590206","0","0","1"
"0","0","0","0","0","7","1005902","1","100590207","0","1.6","4"
"0.7","316","0","0","2","8","1005902","0","100590208","215","0","1"
"0","0","0","0","0","9","1005902","1","100590209","0","1.6","4"
"0.9","86","0","0","3","10","1005902","0","100590210","0","0","1"
"0","0","0","0","0","11","1005902","1","100590211","0","1.5","4"
"1.9","250","0","0","3","12","1005902","0","100590212","86","0","1"
"0","0","0","0","0","13","1005902","1","100590213","0","3.5","4"
"0","0","vo_ske_0703","vo_ske","0","14","1005902","0","100590214","0","0","2"
"1.2","180","0","0","4","15","1005902","0","100590215","0","0","1"
"0","0","0","0","0","16","1005902","1","100590216","0","2.1","4"
"1.6","410","0","0","4","17","1005902","0","100590217","180","0","1"
"0","0","0","0","0","18","1005902","1","100590218","0","1.6","4"
"0.6","88","0","0","5","19","1005902","0","100590219","0","0","1"
"0","0","0","0","0","20","1005902","1","100590220","0","2.5","4"
"0","0","vo_ske_0704","vo_ske","0","21","1005902","0","100590221","0","0","2"
"0.7","194","0","0","5","22","1005902","0","100590222","88","0","1"
"0","0","0","0","0","23","1005902","1","100590223","0","2.4","4"
"1.1","410","0","0","5","24","1005902","0","100590224","194","0","1"
"0","0","0","0","0","25","1005902","1","100590225","0","1.1","4"
"1.5","119","0","0","6","26","1005902","0","100590226","0","0","1"
"0","0","0","0","0","27","1005902","1","100590227","0","2","4"
"1.4","410","0","0","6","28","1005902","0","100590228","119","0","1"
"0","0","0","0","0","29","1005902","1","100590229","0","2.9","4"
"0","0","vo_ske_0705","vo_ske","0","30","1005902","0","100590230","0","0","2"
"0.6","105","0","0","7","31","1005902","0","100590231","0","0","1"
"0","0","0","0","0","32","1005902","1","100590232","0","1.4","4"
"2","390","0","0","7","33","1005902","0","100590233","105","0","1"
"0","0","0","0","0","34","1005902","1","100590234","0","5.2","4"
"0","0","vo_ske_0706","vo_ske","0","35","1005902","0","100590235","0","0","2"
"1.226","167","0","0","8","36","1005902","0","100590236","0","0","1"
"0","0","0","0","0","37","1005902","1","100590237","0","1.934","4"
"1.42","247","0","0","8","38","1005902","0","100590238","167","0","1"
"0","0","0","0","0","39","1005902","1","100590239","0","1.552","4"
"0.6","410","0","0","8","40","1005902","0","100590240","247","0","1"
"0","0","0","0","0","41","1005902","1","100590241","0","0.6","4"
"1.2","149","0","0","9","42","1005902","0","100590242","0","0","1"
"0","0","0","0","0","43","1005902","1","100590243","0","3","4"
"0","0","vo_ske_0707","vo_ske","0","44","1005902","0","100590244","0","0","2"
"1","269","0","0","9","45","1005902","0","100590245","149","0","1"
"0","0","0","0","0","46","1005902","1","100590246","0","2","4"
"0.9","402","0","0","9","47","1005902","0","100590247","269","0","1"
"0","0","0","0","0","48","1005902","1","100590248","0","3.1","4"
"0","0","vo_ske_0708","vo_ske","0","49","1005902","0","100590249","0","0","2"
"1.1","200","0","0","10","50","1005902","0","100590250","0","0","1"
"0","0","0","0","0","51","1005902","1","100590251","0","2.4","4"
"0","0","vo_ske_0709","vo_ske","0","52","1005902","0","100590252","0","0","2"
"2.5","236","0","0","11","53","1005902","0","100590253","0","0","1"
"0","0","0","0","0","54","1005902","1","100590254","0","3.4","4"
"0","0","vo_ske_0710","vo_ske","0","55","1005902","0","100590255","0","0","2"
"1.4","410","0","0","11","56","1005902","0","100590256","236","0","1"
"0","0","0","0","0","57","1005902","1","100590257","0","2.1","4"
"1.3","302","0","0","12","58","1005902","0","100590258","0","0","1"
"0","0","0","0","0","59","1005902","1","100590259","0","3.2","4"
"0","0","vo_ske_0711","vo_ske","0","60","1005902","0","100590260","0","0","2"
"0.8","88","0","0","13","61","1005902","0","100590261","0","0","1"
"0","0","0","0","0","62","1005902","1","100590262","0","1.9","4"
"1.7","305","0","0","13","63","1005902","0","100590263","88","0","1"
"0","0","0","0","0","64","1005902","1","100590264","0","3.5","4"
"0","0","vo_ske_0712","vo_ske","0","65","1005902","0","100590265","0","0","2"
"1","188","0","0","14","66","1005902","0","100590266","0","0","1"
"0","0","0","0","0","67","1005902","1","100590267","0","1.9","4"
"1.6","420","0","0","14","68","1005902","0","100590268","188","0","1"
"0","0","0","0","0","69","1005902","1","100590269","0","4.1","4"
"0","0","0","0","0","1","1005903","1","100590301","0","0.8","4"
"0","0","vo_ske_0801","vo_ske","0","2","1005903","0","100590302","0","0","2"
"2.2","231","0","0","1","3","1005903","0","100590303","0","0","1"
"0","0","0","0","0","4","1005903","1","100590304","0","3.4","4"
"0","0","vo_ske_0802","vo_ske","0","5","1005903","0","100590305","0","0","2"
"0.465","50","0","0","2","6","1005903","0","100590306","0","0","1"
"0","0","0","0","0","7","1005903","1","100590307","0","0.998","4"
"1.722","226","0","0","2","8","1005903","0","100590308","50","0","1"
"0","0","0","0","0","9","1005903","1","100590309","0","3.024","4"
"0.8","388","0","0","2","10","1005903","0","100590310","226","0","1"
"0","0","0","0","0","11","1005903","1","100590311","0","0.8","4"
"0.9","136","0","0","3","12","1005903","0","100590312","0","0","1"
"0","0","0","0","0","13","1005903","1","100590313","0","2.5","4"
"1","263","0","0","3","14","1005903","0","100590314","136","0","1"
"0","0","0","0","0","15","1005903","1","100590315","0","1.8","4"
"1.2","388","0","0","3","16","1005903","0","100590316","263","0","1"
"0","0","0","0","0","17","1005903","1","100590317","0","1.2","4"
"0.828","0","0","0","4","18","1005903","0","100590318","0","0","1"
"0","0","0","0","0","19","1005903","1","100590319","0","3.156","4"
"0","0","vo_ske_0803","vo_ske","0","20","1005903","0","100590320","0","0","2"
"1.2","71","0","0","4","21","1005903","0","100590321","0","0","1"
"0","0","0","0","0","22","1005903","1","100590322","0","2.3","4"
"1.8","347","0","0","4","23","1005903","0","100590323","71","0","1"
"0","0","0","0","0","24","1005903","1","100590324","0","3.4","4"
"1.9","350","0","0","5","25","1005903","0","100590325","0","0","1"
"0","0","0","0","0","26","1005903","1","100590326","0","4.3","4"
"0","0","vo_ske_0804","vo_ske","0","27","1005903","0","100590327","0","0","2"
"1.067","117","0","0","6","28","1005903","0","100590328","0","0","1"
"0","0","0","0","0","29","1005903","1","100590329","0","1.523","4"
"0.674","235","0","0","6","30","1005903","0","100590330","117","0","1"
"0","0","0","0","0","31","1005903","1","100590331","0","2.337","4"
"0","0","vo_ske_0805","vo_ske","0","32","1005903","0","100590332","0","0","2"
"1.1","235","0","0","7","33","1005903","0","100590333","0","0","1"
"0","0","0","0","0","34","1005903","1","100590334","0","1.1","4"
"0.675","0","0","0","8","35","1005903","0","100590335","0","0","1"
"0","0","0","0","0","36","1005903","1","100590336","0","1.662","4"
"2","350","0","0","8","37","1005903","0","100590337","0","0","1"
"0","0","0","0","0","38","1005903","1","100590338","0","4.3","4"
"0","0","vo_ske_0806","vo_ske","0","39","1005903","0","100590339","0","0","2"
"1.3","125","0","0","9","40","1005903","0","100590340","0","0","1"
"0","0","0","0","0","41","1005903","1","100590341","0","2.5","4"
"1.7","358","0","0","9","42","1005903","0","100590342","125","0","1"
"0","0","0","0","0","43","1005903","1","100590343","0","1.7","4"
"0.5","400","0","0","9","44","1005903","0","100590344","358","0","1"
"0","0","0","0","0","45","1005903","1","100590345","0","3.5","4"
"0","0","vo_ske_0807","vo_ske","0","46","1005903","0","100590346","0","0","2"
"2","199","0","0","10","47","1005903","0","100590347","0","0","1"
"0","0","0","0","0","48","1005903","1","100590348","0","3.2","4"
"1.1","400","0","0","10","49","1005903","0","100590349","199","0","1"
"0","0","0","0","0","50","1005903","1","100590350","0","1.1","4"
"0.8","0","0","0","11","51","1005903","0","100590351","0","0","1"
"0","0","0","0","0","52","1005903","1","100590352","0","2.4","4"
"1.7","328","0","0","11","53","1005903","0","100590353","0","0","1"
"0","0","0","0","0","54","1005903","1","100590354","0","4.6","4"
"0","0","vo_ske_0808","vo_ske","0","55","1005903","0","100590355","0","0","2"
"0.4","95","0","0","12","56","1005903","0","100590356","0","0","1"
"0","0","0","0","0","57","1005903","1","100590357","0","2","4"
"2.3","250","0","0","12","58","1005903","0","100590358","95","0","1"
"0","0","0","0","0","59","1005903","1","100590359","0","3.2","4"
"0.9","380","0","0","12","60","1005903","0","100590360","250","0","1"
"0","0","0","0","0","61","1005903","1","100590361","0","3.2","4"
"0","0","vo_ske_0809","vo_ske","0","62","1005903","0","100590362","0","0","2"
"0.8","318","0","0","13","63","1005903","0","100590363","0","0","1"
"0","0","0","0","0","64","1005903","1","100590364","0","3.3","4"
"0","0","0","0","0","1","1005904","1","100590401","0","0.8","4"
"0","0","vo_ske_0901","vo_ske","0","2","1005904","0","100590402","0","0","2"
"1.325","158","0","0","1","3","1005904","0","100590403","0","0","1"
"0","0","0","0","0","4","1005904","1","100590404","0","2.008","4"
"1.863","365","0","0","1","5","1005904","0","100590405","158","0","1"
"0","0","0","0","0","6","1005904","1","100590406","0","3.699","4"
"0","0","vo_ske_0902","vo_ske","0","7","1005904","0","100590407","0","0","2"
"1.3","175","0","0","2","8","1005904","0","100590408","0","0","1"
"0","0","0","0","0","9","1005904","1","100590409","0","2.1","4"
"1.8","242","0","0","3","10","1005904","0","100590410","0","0","1"
"0","0","0","0","0","11","1005904","1","100590411","0","1.8","4"
"0.7","320","0","0","3","12","1005904","0","100590412","242","0","1"
"0","0","0","0","0","13","1005904","1","100590413","0","1.6","4"
"2.2","320","0","0","3","14","1005904","0","100590414","320","0","1"
"0","0","0","0","0","15","1005904","1","100590415","0","4.8","4"
"0","0","vo_ske_0903","vo_ske","0","16","1005904","0","100590416","0","0","2"
"2.3","252","0","0","4","17","1005904","0","100590417","0","0","1"
"0","0","0","0","0","18","1005904","1","100590418","0","3","4"
"0.8","415","0","0","4","19","1005904","0","100590419","252","0","1"
"0","0","0","0","0","20","1005904","1","100590420","0","1.3","4"
"2.8","415","0","0","5","21","1005904","0","100590421","0","0","1"
"0","0","0","0","0","22","1005904","1","100590422","0","4.9","4"
"0","0","vo_ske_0904","vo_ske","0","23","1005904","0","100590423","0","0","2"
"0.9","99","0","0","6","24","1005904","0","100590424","0","0","1"
"0","0","0","0","0","25","1005904","1","100590425","0","1.9","4"
"0.8","315","0","0","6","26","1005904","0","100590426","99","0","1"
"0","0","0","0","0","27","1005904","1","100590427","0","1.4","4"
"1.7","395","0","0","6","28","1005904","0","100590428","315","0","1"
"0","0","0","0","0","29","1005904","1","100590429","0","1.7","4"
"0.3","0","0","0","7","30","1005904","0","100590430","0","0","1"
"0","0","0","0","0","31","1005904","1","100590431","0","1.2","4"
"2.1","317","0","0","7","32","1005904","0","100590432","0","0","1"
"0","0","0","0","0","33","1005904","1","100590433","0","4.1","4"
"0","0","vo_ske_0905","vo_ske","0","34","1005904","0","100590434","0","0","2"
"1.3","123","0","0","8","35","1005904","0","100590435","0","0","1"
"0","0","0","0","0","36","1005904","1","100590436","0","1.9","4"
"0.59","311","0","0","8","37","1005904","0","100590437","123","0","1"
"0","0","0","0","0","38","1005904","1","100590438","0","2.656","4"
"0","0","vo_ske_0906","vo_ske","0","39","1005904","0","100590439","0","0","2"
"0.8","115","0","0","9","40","1005904","0","100590440","0","0","1"
"0","0","0","0","0","41","1005904","1","100590441","0","1.7","4"
"2.1","400","0","0","9","42","1005904","0","100590442","115","0","1"
"0","0","0","0","0","43","1005904","1","100590443","0","2.1","4"
"1.4","147","0","0","10","44","1005904","0","100590444","0","0","1"
"0","0","0","0","0","45","1005904","1","100590445","0","3.3","4"
"1.1","252","0","0","10","46","1005904","0","100590446","147","0","1"
"0","0","0","0","0","47","1005904","1","100590447","0","2.2","4"
"0.6","420","0","0","10","48","1005904","0","100590448","252","0","1"
"0","0","0","0","0","49","1005904","1","100590449","0","0.6","4"
"2.1","253","0","0","11","50","1005904","0","100590450","0","0","1"
"0","0","0","0","0","51","1005904","1","100590451","0","4.7","4"
"0","0","vo_ske_0907","vo_ske","0","52","1005904","0","100590452","0","0","2"
"0.8","95","0","0","12","53","1005904","0","100590453","0","0","1"
"0","0","0","0","0","54","1005904","1","100590454","0","1.7","4"
"1.34","272","0","0","12","55","1005904","0","100590455","95","0","1"
"0","0","0","0","0","56","1005904","1","100590456","0","1.874","4"
"0.776","410","0","0","12","57","1005904","0","100590457","272","0","1"
"0","0","0","0","0","58","1005904","1","100590458","0","2.613","4"
"0","0","vo_ske_0908","vo_ske","0","59","1005904","0","100590459","0","0","2"
"1.5","283","0","0","13","60","1005904","0","100590460","0","0","1"
"0","0","0","0","0","61","1005904","1","100590461","0","2.6","4"
"2","399","0","0","13","62","1005904","0","100590462","283","0","1"
"0","0","0","0","0","63","1005904","1","100590463","0","4.5","4"
"0","0","0","0","0","1","1005905","1","100590501","0","0.8","4"
"0","0","vo_ske_1001","vo_ske","0","2","1005905","0","100590502","0","0","2"
"0.5","114","0","0","1","3","1005905","0","100590503","0","0","1"
"0","0","0","0","0","4","1005905","1","100590504","0","1.1","4"
"1.4","235","0","0","1","5","1005905","0","100590505","114","0","1"
"0","0","0","0","0","6","1005905","1","100590506","0","2.8","4"
"0","0","vo_ske_1002","vo_ske","0","7","1005905","0","100590507","0","0","2"
"1.8","155","0","0","2","8","1005905","0","100590508","0","0","1"
"0","0","0","0","0","9","1005905","1","100590509","0","2.4","4"
"1.4","400","0","0","2","10","1005905","0","100590510","155","0","1"
"0","0","0","0","0","11","1005905","1","100590511","0","3.3","4"
"0","0","vo_ske_1003","vo_ske","0","12","1005905","0","100590512","0","0","2"
"2.224","264","0","0","3","13","1005905","0","100590513","0","0","1"
"0","0","0","0","0","14","1005905","1","100590514","0","2.769","4"
"0.869","415","0","0","3","15","1005905","0","100590515","264","0","1"
"0","0","0","0","0","16","1005905","1","100590516","0","1.635","4"
"0.6","99","0","0","4","17","1005905","0","100590517","0","0","1"
"0","0","0","0","0","18","1005905","1","100590518","0","2.2","4"
"0","0","vo_ske_1004","vo_ske","0","19","1005905","0","100590519","0","0","2"
"1.3","260","0","0","4","20","1005905","0","100590520","99","0","1"
"0","0","0","0","0","21","1005905","1","100590521","0","1.8","4"
"0.9","415","0","0","4","22","1005905","0","100590522","260","0","1"
"0","0","0","0","0","23","1005905","1","100590523","0","0.9","4"
"0.9","242","0","0","5","24","1005905","0","100590524","0","0","1"
"0","0","0","0","0","25","1005905","1","100590525","0","2.7","4"
"1.059","370","0","0","5","26","1005905","0","100590526","242","0","1"
"0","0","0","0","0","27","1005905","1","100590527","0","3","4"
"0","0","vo_ske_1005","vo_ske","0","28","1005905","0","100590528","0","0","2"
"1.2","261","0","0","6","29","1005905","0","100590529","0","0","1"
"0","0","0","0","0","30","1005905","1","100590530","0","1.7","4"
"2.1","397","0","0","6","31","1005905","0","100590531","261","0","1"
"0","0","0","0","0","32","1005905","1","100590532","0","4.5","4"
"0","0","vo_ske_1006","vo_ske","0","33","1005905","0","100590533","0","0","2"
"0.566","47","0","0","7","34","1005905","0","100590534","0","0","1"
"0","0","0","0","0","35","1005905","1","100590535","0","1.552","4"
"2.318","362","0","0","7","36","1005905","0","100590536","47","0","1"
"0","0","0","0","0","37","1005905","1","100590537","0","3.724","4"
"2.077","242","0","0","8","38","1005905","0","100590538","0","0","1"
"0","0","0","0","0","39","1005905","1","100590539","0","2.729","4"
"0.66","327","0","0","8","40","1005905","0","100590540","242","0","1"
"0","0","0","0","0","41","1005905","1","100590541","0","2.832","4"
"0","0","vo_ske_1007","vo_ske","0","42","1005905","0","100590542","0","0","2"
"0.608","94","0","0","9","43","1005905","0","100590543","0","0","1"
"0","0","0","0","0","44","1005905","1","100590544","0","1.363","4"
"1.493","338","0","0","9","45","1005905","0","100590545","94","0","1"
"0","0","0","0","0","46","1005905","1","100590546","0","2.007","4"
"0.237","415","0","0","9","47","1005905","0","100590547","338","0","1"
"0","0","0","0","0","48","1005905","1","100590548","0","0.4","4"
"1.2","121","0","0","10","49","1005905","0","100590549","0","0","1"
"0","0","0","0","0","50","1005905","1","100590550","0","2.82","4"
"0","0","vo_ske_1008","vo_ske","0","51","1005905","0","100590551","0","0","2"
"1.2","260","0","0","10","52","1005905","0","100590552","121","0","1"
"0","0","0","0","0","53","1005905","1","100590553","0","2.4","4"
"1.5","415","0","0","10","54","1005905","0","100590554","260","0","1"
"0","0","0","0","0","55","1005905","1","100590555","0","1.5","4"
"1.2","203","0","0","11","56","1005905","0","100590556","0","0","1"
"0","0","0","0","0","57","1005905","1","100590557","0","2.7","4"
"1.6","390","0","0","11","58","1005905","0","100590558","203","0","1"
"0","0","0","0","0","59","1005905","1","100590559","0","3.7","4"
"0","0","vo_ske_1009","vo_ske","0","60","1005905","0","100590560","0","0","2"
"2.9","345","0","0","12","61","1005905","0","100590561","0","0","1"
"0","0","0","0","0","62","1005905","1","100590562","0","4","4"
"1.6","335","0","0","13","63","1005905","0","100590563","0","0","1"
"0","0","0","0","0","64","1005905","1","100590564","0","3.6","4"
"0","0","vo_ske_1010","vo_ske","0","65","1005905","0","100590565","0","0","2"
"0.7","94","0","0","14","66","1005905","0","100590566","0","0","1"
"0","0","0","0","0","67","1005905","1","100590567","0","2.1","4"
"1.9","360","0","0","14","68","1005905","0","100590568","94","0","1"
"0","0","0","0","0","69","1005905","1","100590569","0","4.4","4"
"0","0","0","0","0","1","1005906","1","100590601","0","0.8","4"
"0","0","vo_ske_1101","vo_ske","0","2","1005906","0","100590602","0","0","2"
"1","163","0","0","1","3","1005906","0","100590603","0","0","1"
"0","0","0","0","0","4","1005906","1","100590604","0","1.7","4"
"0.6","253","0","0","1","5","1005906","0","100590605","163","0","1"
"0","0","0","0","0","6","1005906","1","100590606","0","1.5","4"
"0.9","393","0","0","1","7","1005906","0","100590607","253","0","1"
"0","0","0","0","0","8","1005906","1","100590608","0","1.5","4"
"1.6","146","0","0","2","9","1005906","0","100590609","0","0","1"
"0","0","0","0","0","10","1005906","1","100590610","0","3.6","4"
"0","0","vo_ske_1102","vo_ske","0","11","1005906","0","100590611","0","0","2"
"0.9","308","0","0","2","12","1005906","0","100590612","146","0","1"
"0","0","0","0","0","13","1005906","1","100590613","0","1.8","4"
"0.7","415","0","0","2","14","1005906","0","100590614","308","0","1"
"0","0","0","0","0","15","1005906","1","100590615","0","1.9","4"
"0.2","415","0","0","2","16","1005906","0","100590616","415","0","1"
"0","0","0","0","0","17","1005906","1","100590617","0","1.5","4"
"2.1","165","0","0","3","18","1005906","0","100590618","0","0","1"
"0","0","0","0","0","19","1005906","1","100590619","0","4.1","4"
"0","0","vo_ske_1103","vo_ske","0","20","1005906","0","100590620","0","0","2"
"1.7","387","0","0","3","21","1005906","0","100590621","165","0","1"
"0","0","0","0","0","22","1005906","1","100590622","0","2.5","4"
"1.197","179","0","0","4","23","1005906","0","100590623","0","0","1"
"0","0","0","0","0","24","1005906","1","100590624","0","1.72","4"
"1.735","347","0","0","4","25","1005906","0","100590625","179","0","1"
"0","0","0","0","0","26","1005906","1","100590626","0","4.154","4"
"0","0","vo_ske_1104","vo_ske","0","27","1005906","0","100590627","0","0","2"
"2.4","230","0","0","5","28","1005906","0","100590628","0","0","1"
"0","0","0","0","0","29","1005906","1","100590629","0","3.1","4"
"0.7","415","0","0","5","30","1005906","0","100590630","230","0","1"
"0","0","0","0","0","31","1005906","1","100590631","0","0.7","4"
"1.2","163","0","0","6","32","1005906","0","100590632","0","0","1"
"0","0","0","0","0","33","1005906","1","100590633","0","1.8","4"
"1.2","360","0","0","6","34","1005906","0","100590634","163","0","1"
"0","0","0","0","0","35","1005906","1","100590635","0","3.8","4"
"0","0","vo_ske_1105","vo_ske","0","36","1005906","0","100590636","0","0","2"
"0.8","274","0","0","7","37","1005906","0","100590637","0","0","1"
"0","0","0","0","0","38","1005906","1","100590638","0","1.4","4"
"1.1","290","0","0","8","39","1005906","0","100590639","0","0","1"
"0","0","0","0","0","40","1005906","1","100590640","0","2.1","4"
"1.3","415","0","0","8","41","1005906","0","100590641","290","0","1"
"0","0","0","0","0","42","1005906","1","100590642","0","1.3","4"
"0.4","415","0","0","8","43","1005906","0","100590643","415","0","1"
"0","0","0","0","0","44","1005906","1","100590644","0","1.9","4"
"1.152","415","0","0","8","45","1005906","0","100590645","415","0","1"
"0","0","0","0","0","46","1005906","1","100590646","0","1.561","4"
"1.273","415","0","0","8","47","1005906","0","100590647","415","0","1"
"0","0","0","0","0","48","1005906","1","100590648","0","3.32","4"
"0","0","vo_ske_1106","vo_ske","0","49","1005906","0","100590649","0","0","2"
"2.7","300","0","0","9","50","1005906","0","100590650","0","0","1"
"0","0","0","0","0","51","1005906","1","100590651","0","3.8","4"
"0.894","157","0","0","10","52","1005906","0","100590652","0","0","1"
"0","0","0","0","0","53","1005906","1","100590653","0","1.455","4"
"1.334","263","0","0","10","54","1005906","0","100590654","157","0","1"
"0","0","0","0","0","55","1005906","1","100590655","0","3.699","4"
"0","0","vo_ske_1107","vo_ske","0","56","1005906","0","100590656","0","0","2"
"1.7","210","0","0","11","57","1005906","0","100590657","0","0","1"
"0","0","0","0","0","58","1005906","1","100590658","0","2.8","4"
"1.364","218","0","0","12","59","1005906","0","100590659","0","0","1"
"0","0","0","0","0","60","1005906","1","100590660","0","3.365","4"
"0","0","vo_ske_1108","vo_ske","0","61","1005906","0","100590661","0","0","2"
"0.6","85","0","0","13","62","1005906","0","100590662","0","0","1"
"0","0","0","0","0","63","1005906","1","100590663","0","2.4","4"
"0","0","vo_ske_1109","vo_ske","0","64","1005906","0","100590664","0","0","2"
"1","125","0","0","14","65","1005906","0","100590665","0","0","1"
"0","0","0","0","0","66","1005906","1","100590666","0","2","4"
"1","266","0","0","14","67","1005906","0","100590667","125","0","1"
"0","0","0","0","0","68","1005906","1","100590668","0","3.5","4"
