8a2a78365fdd09bc22e25e42fa8b6be052ccaa02b534f003b9ac98931f86b144,fb13f4a0d94fa20994e403a09c8d067b733d0f663c53557d3f13c11c21dd2392,095f1a04ee90ef46e780d737eaf6a6b0a81817194d136bcb6d96b9cdffd5a501,10d82356f71031cfc0d0f987bd7a44f393f755aaf7c63703bd858b0a6659c210,409c84f49dc66aef9b1a88da41a0226e47512977241562b1265357d8fab932ff,4ffc02be8061a59a4e2a089b6dfe8d8d503025f0babd9cebc6bbe47d1453e525,8175a56f3e46fbe86f8031b11d47c6c16dffd29e14096d9aa552ec0f01c65b58,4ff652190b2ebab187e17f4dde4ab70ee8708541c8ed9ea96e68e8fb8509f86f,dd6c2e898f9e19d936bb350bb4ba7b10b21592c9d3655d242a0826ac9d51b5c2,0379743861c061aa388e12e7b77e4342334fc55b6803f485ff82fd1a39a25405,4c96ba0a0d25ebe0f3e3d2b209d82501ab9922327fc8cfebc209442a5615901c,cb596487b9ac20ccf5f89d3606ac35047ca727e8a32049bcc3116a4235f5ef66,a891e18c34ce23243bf1983a13bd5935a15530d0ec6385c98dd08ec0c1423c37,65e368de49a2f8fac344d5edd2b4c3d5c39127ce8b451ef1cd33fea6a735fe32,9334272b38f28c2b9d5e9f0a7fc652866e7cfaee824f52b22512e71e6abf2f59
"99001155","99001155","2022/02/01 16:00:00","1010313","打倒1隻哀暴小棉花糖（SPECIAL限定）","0","1","0","10103","610103401","9001","6011","601","1","2030/04/01 14:59:59"
"99001156","99001156","2015/04/01 15:00:00","1010510","打倒1隻反逆獸‧三重（NORMAL限定）","0","1","0","20043","660043101","9001","6006","601","1","2030/04/01 14:59:59"
"99001157","99001157","2015/04/01 15:00:00","1010511","打倒1隻反逆獸‧三重（HARD限定）","0","1","0","20043","660043201","9001","6007","601","1","2030/04/01 14:59:59"
"99001158","99001158","2015/04/01 15:00:00","1010512","打倒1隻反逆獸‧三重（VERY HARD限定）","0","1","0","20043","660043301","9001","6010","601","1","2030/04/01 14:59:59"
"99001159","99001159","2015/04/01 15:00:00","1010513","打倒1隻反逆獸‧三重（SPECIAL限定）","0","1","0","10105","610105401","9001","6011","601","1","2030/04/01 14:59:59"
"99001160","99001160","2015/04/01 15:00:00","1010710","打倒 1 隻孤伶伶的聖誕夜妖精（NORMAL限定）","0","1","0","20044","660044101","9001","6006","601","1","2030/04/01 14:59:59"
"99001161","99001161","2015/04/01 15:00:00","1010711","打倒 1 隻孤伶伶的聖誕夜妖精（HARD限定）","0","1","0","20044","660044201","9001","6007","601","1","2030/04/01 14:59:59"
"99001162","99001162","2015/04/01 15:00:00","1010712","打倒 1 隻孤伶伶的聖誕夜妖精（VERY HARD限定）","0","1","0","20044","660044301","9001","6010","601","1","2030/04/01 14:59:59"
"99001163","99001163","2015/04/01 15:00:00","1010713","打倒 1 隻孤伶伶的聖誕夜妖精（SPECIAL限定）","0","1","0","10107","610107401","9001","6011","601","1","2030/04/01 14:59:59"
"99001164","99001164","2029/04/01 15:00:00","14","吃掉所有 66 種布丁","0","1","0","10080","0","0","6001","601","1","2030/04/01 14:59:59"
"99001165","99001165","2029/04/01 15:00:00","14","完成 100％ 布丁筆記本","0","1","0","10080","0","0","6001","601","1","2030/04/01 14:59:59"
"99001166","99001166","2015/04/01 15:00:00","1010910","打倒1隻邪牛神哞猛（NORMAL限定）","0","1","0","20045","660045101","9001","6006","601","1","2030/04/01 14:59:59"
"99001167","99001167","2015/04/01 15:00:00","1010911","打倒1隻邪牛神哞猛（HARD限定）","0","1","0","20045","660045201","9001","6007","601","1","2030/04/01 14:59:59"
"99001168","99001168","2015/04/01 15:00:00","1010912","打倒1隻邪牛神哞猛（VERY HARD限定）","0","1","0","20045","660045301","9001","6010","601","1","2030/04/01 14:59:59"
"99001169","99001169","2015/04/01 15:00:00","1010913","打倒1隻邪牛神哞猛（SPECIAL限定）","0","1","0","10109","610109401","9001","6011","601","1","2030/04/01 14:59:59"
"99001170","99001170","2022/06/01 16:00:00","1011210","打倒1隻碎裂魔像（NORMAL限定）","0","1","0","20046","660046101","9001","6006","601","1","2030/04/01 14:59:59"
"99001171","99001171","2022/06/01 16:00:00","1011211","打倒1隻碎裂魔像（HARD限定）","0","1","0","20046","660046201","9001","6007","601","1","2030/04/01 14:59:59"
"99001172","99001172","2022/06/01 16:00:00","1011212","打倒1隻碎裂魔像（VERY HARD限定）","0","1","0","20046","660046301","9001","6010","601","1","2030/04/01 14:59:59"
"99001173","99001173","2022/06/01 16:00:00","1011213","打倒1隻碎裂魔像（SPECIAL限定）","0","1","0","10112","610112401","9001","6011","601","1","2030/04/01 14:59:59"
"99001174","99001174","2022/06/08 16:00:00","1011310","打倒1隻超載力量（NORMAL限定）","0","1","0","20047","660047101","9001","6006","601","1","2030/04/01 14:59:59"
"99001175","99001175","2022/06/08 16:00:00","1011311","打倒1隻超載力量（HARD限定）","0","1","0","20047","660047201","9001","6007","601","1","2030/04/01 14:59:59"
"99001176","99001176","2022/06/08 16:00:00","1011312","打倒1隻超載力量（VERY HARD限定）","0","1","0","20047","660047301","9001","6010","601","1","2030/04/01 14:59:59"
"99001177","99001177","2022/06/08 16:00:00","1011313","打倒1隻超載力量（SPECIAL限定）","0","1","0","10113","610113401","9001","6011","601","1","2030/04/01 14:59:59"
"99001178","99001178","2022/07/01 16:00:00","1011510","打倒1隻仇鼠‧怒髮衝冠的啾二（NORMAL限定）","0","1","0","20048","660048101","9001","6006","601","1","2030/04/01 14:59:59"
"99001179","99001179","2022/07/01 16:00:00","1011511","打倒1隻仇鼠‧怒髮衝冠的啾二（HARD限定）","0","1","0","20048","660048201","9001","6007","601","1","2030/04/01 14:59:59"
"99001180","99001180","2022/07/01 16:00:00","1011512","打倒1隻仇鼠‧怒髮衝冠的啾二（VERY HARD限定）","0","1","0","20048","660048301","9001","6010","601","1","2030/04/01 14:59:59"
"99001181","99001181","2022/07/01 16:00:00","1011513","打倒1隻仇鼠‧怒髮衝冠的啾二（SPECIAL限定）","0","1","0","10115","610115401","9001","6011","601","1","2030/04/01 14:59:59"
"99001182","99001182","2022/08/01 16:00:00","1011710","打倒1隻貪婪暴君‧賭場王（NORMAL限定）","0","1","0","20049","660049101","9001","6006","601","1","2030/04/01 14:59:59"
"99001183","99001183","2022/08/01 16:00:00","1011711","打倒1隻貪婪暴君‧賭場王（HARD限定）","0","1","0","20049","660049201","9001","6007","601","1","2030/04/01 14:59:59"
"99001184","99001184","2022/08/01 16:00:00","1011712","打倒1隻貪婪暴君‧賭場王（VERY HARD限定）","0","1","0","20049","660049301","9001","6010","601","1","2030/04/01 14:59:59"
"99001185","99001185","2022/08/01 16:00:00","1011713","打倒1隻貪婪暴君‧賭場王（SPECIAL限定）","0","1","0","10117","610117401","9001","6011","601","1","2030/04/01 14:59:59"
"99001186","99001186","2022/09/01 16:00:00","1011910","打倒1隻受解放的寶藏守護者（NORMAL限定）","0","1","0","20050","660050101","9001","6006","601","1","2030/04/01 14:59:59"
"99001187","99001187","2022/09/01 16:00:00","1011911","打倒1隻受解放的寶藏守護者（HARD限定）","0","1","0","20050","660050201","9001","6007","601","1","2030/04/01 14:59:59"
"99001188","99001188","2022/09/01 16:00:00","1011912","打倒1隻受解放的寶藏守護者（VERY HARD限定）","0","1","0","20050","660050301","9001","6010","601","1","2030/04/01 14:59:59"
"99001189","99001189","2022/09/01 16:00:00","1011913","打倒1隻受解放的寶藏守護者（SPECIAL限定）","0","1","0","10119","610119401","9001","6011","601","1","2030/04/01 14:59:59"
"99001190","99001190","2022/10/02 16:00:00","1012110","打倒 1 隻阿斯特賴亞牛肝菌（NORMAL限定）","0","1","0","20051","660051101","9001","6006","601","1","2030/04/01 14:59:59"
"99001191","99001191","2022/10/02 16:00:00","1012111","打倒 1 隻阿斯特賴亞牛肝菌（HARD限定）","0","1","0","20051","660051201","9001","6007","601","1","2030/04/01 14:59:59"
"99001192","99001192","2022/10/02 16:00:00","1012112","打倒 1 隻阿斯特賴亞牛肝菌（VERY HARD限定）","0","1","0","20051","660051301","9001","6010","601","1","2030/04/01 14:59:59"
"99001193","99001193","2022/10/02 16:00:00","1012113","打倒 1 隻阿斯特賴亞牛肝菌（SPEICAL限定）","0","1","0","10121","610121401","9001","6011","601","1","2030/04/01 14:59:59"
"99001194","99001194","2022/11/01 16:00:00","1012310","打倒1隻海將海馬指揮官（NORMAL限定）","0","1","0","20052","660052101","9001","6006","601","1","2030/04/01 14:59:59"
"99001195","99001195","2022/11/01 16:00:00","1012311","打倒1隻海將海馬指揮官（HARD限定）","0","1","0","20052","660052201","9001","6007","601","1","2030/04/01 14:59:59"
"99001196","99001196","2022/11/01 16:00:00","1012312","打倒1隻海將海馬指揮官（VERY HARD限定）","0","1","0","20052","660052301","9001","6010","601","1","2030/04/01 14:59:59"
"99001197","99001197","2022/11/01 16:00:00","1012313","打倒1隻海將海馬指揮官（SPECIAL限定）","0","1","0","10123","610123401","9001","6011","601","1","2030/04/01 14:59:59"
"99001198","99001198","2029/04/01 16:00:00","14","在難易度EXTRA中，一次獲得115000分以上","0","1","0","10096","0","0","6001","601","1","2030/04/01 14:59:59"
"99001199","99001199","2029/04/01 16:00:00","14","在難易度EXTRA中，一次獲得135000分以上，並於所有回合以第一名抵達終點。","0","1","0","10096","0","0","6001","601","1","2030/04/01 14:59:59"
"99001200","99001200","2022/12/01 16:00:00","1012510","打倒1隻月光之門（NORMAL限定）","0","1","0","20053","660053101","9001","6006","601","1","2030/04/01 14:59:59"
"99001201","99001201","2022/12/01 16:00:00","1012511","打倒1隻月光之門（HARD限定）","0","1","0","20053","660053201","9001","6007","601","1","2030/04/01 14:59:59"
"99001202","99001202","2022/12/01 16:00:00","1012512","打倒1隻月光之門（VERY HARD限定）","0","1","0","20053","660053301","9001","6010","601","1","2030/04/01 14:59:59"
"99001203","99001203","2022/12/01 16:00:00","1012513","打倒1隻月光之門（SPECIAL限定）","0","1","0","10125","610125401","9001","6011","601","1","2030/04/01 14:59:59"
"99001204","99001204","2029/04/01 16:00:00","15","閱覽所有小繆快快長大日記","0","1","0","10098","0","0","6001","601","1","2030/04/01 14:59:59"
"99001205","99001205","2023/01/02 16:00:00","1012710","打倒1隻哀執的植物羊（NORMAL限定）","0","1","0","20054","660054101","9001","6006","601","1","2030/04/01 14:59:59"
"99001206","99001206","2023/01/02 16:00:00","1012711","打倒1隻哀執的植物羊（HARD限定）","0","1","0","20054","660054201","9001","6007","601","1","2030/04/01 14:59:59"
"99001207","99001207","2023/01/02 16:00:00","1012712","打倒1隻哀執的植物羊（VERY HARD限定）","0","1","0","20054","660054301","9001","6010","601","1","2030/04/01 14:59:59"
"99001208","99001208","2023/01/02 16:00:00","1012713","打倒1隻哀執的植物羊（SPECIAL限定）","0","1","0","10127","610127401","9001","6011","601","1","2030/04/01 14:59:59"
"99001209","99001209","2023/02/01 16:00:00","1012910","打倒1隻瘋狂直播主‧輝美（NORMAL限定）","0","1","0","20055","660055101","9001","6006","601","1","2030/04/01 14:59:59"
"99001210","99001210","2023/02/01 16:00:00","1012911","打倒1隻瘋狂直播主‧輝美（HARD限定）","0","1","0","20055","660055201","9001","6007","601","1","2030/04/01 14:59:59"
"99001211","99001211","2023/02/01 16:00:00","1012912","打倒1隻瘋狂直播主‧輝美（VERY HARD限定）","0","1","0","20055","660055301","9001","6010","601","1","2030/04/01 14:59:59"
"99001212","99001212","2023/02/01 16:00:00","1012913","打倒1隻瘋狂直播主‧輝美（SPECIAL限定）","0","1","0","10129","610129401","9001","6011","601","1","2030/04/01 14:59:59"
"99001213","99001213","2023/03/01 16:00:00","1013110","打倒1隻黑曜魔像（NORMAL限定）","0","1","0","20056","660056101","9001","6006","601","1","2030/04/01 14:59:59"
"99001214","99001214","2023/03/01 16:00:00","1013111","打倒1隻黑曜魔像（HARD限定）","0","1","0","20056","660056201","9001","6007","601","1","2030/04/01 14:59:59"
"99001215","99001215","2023/03/01 16:00:00","1013112","打倒1隻黑曜魔像（VERY HARD限定）","0","1","0","20056","660056301","9001","6010","601","1","2030/04/01 14:59:59"
"99001216","99001216","2023/03/01 16:00:00","1013113","打倒1隻黑曜魔像（SPECIAL限定）","0","1","0","10131","610131401","9001","6011","601","1","2030/04/01 14:59:59"
"99001217","99001217","2023/04/01 16:00:00","1013310","打倒1隻不幸福的多倫多獸（NORMAL限定）","0","1","0","20057","660057101","9001","6006","601","1","2030/04/01 14:59:59"
"99001218","99001218","2023/04/01 16:00:00","1013311","打倒1隻不幸福的多倫多獸（HARD限定）","0","1","0","20057","660057201","9001","6007","601","1","2030/04/01 14:59:59"
"99001219","99001219","2023/04/01 16:00:00","1013312","打倒1隻不幸福的多倫多獸（VERY HARD限定）","0","1","0","20057","660057301","9001","6010","601","1","2030/04/01 14:59:59"
"99001220","99001220","2023/04/01 16:00:00","1013313","打倒1隻不幸福的多倫多獸（SPECIAL限定）","0","1","0","10133","610133401","9001","6011","601","1","2030/04/01 14:59:59"
"99001221","99001221","2023/05/01 16:00:00","1013510","打倒1隻汙穢的湯之神‧陽卵（NORMAL限定）","0","1","0","20058","660058101","9001","6006","601","1","2030/04/01 14:59:59"
"99001222","99001222","2023/05/01 16:00:00","1013511","打倒1隻汙穢的湯之神‧陽卵（HARD限定）","0","1","0","20058","660058201","9001","6007","601","1","2030/04/01 14:59:59"
"99001223","99001223","2023/05/01 16:00:00","1013512","打倒1隻汙穢的湯之神‧陽卵（VERY HARD限定）","0","1","0","20058","660058301","9001","6010","601","1","2030/04/01 14:59:59"
"99001224","99001224","2023/05/01 16:00:00","1013513","打倒1隻汙穢的湯之神‧陽卵（SPECIAL限定）","0","1","0","10135","610135401","9001","6011","601","1","2030/04/01 14:59:59"
"99001225","99001225","2023/06/01 16:00:00","1013810","打倒1隻樂園守護者（NORMAL限定）","0","1","0","20059","660059101","9001","6006","601","1","2030/04/01 14:59:59"
"99001226","99001226","2023/06/01 16:00:00","1013811","打倒1隻樂園守護者（HARD限定）","0","1","0","20059","660059201","9001","6007","601","1","2030/04/01 14:59:59"
"99001227","99001227","2023/06/01 16:00:00","1013812","打倒1隻樂園守護者（VERY HARD限定）","0","1","0","20059","660059301","9001","6010","601","1","2030/04/01 14:59:59"
"99001228","99001228","2023/06/01 16:00:00","1013813","打倒1隻樂園守護者（SPECIAL限定）","0","1","0","10138","610138401","9001","6011","601","1","2030/04/01 14:59:59"
"99001229","99001229","2023/06/08 16:00:00","1013910","打倒1隻象徵久遠庭園之人（NORMAL限定）","0","1","0","20060","660060101","9001","6006","601","1","2030/04/01 14:59:59"
"99001230","99001230","2023/06/08 16:00:00","1013911","打倒1隻象徵久遠庭園之人（HARD限定）","0","1","0","20060","660060201","9001","6007","601","1","2030/04/01 14:59:59"
"99001231","99001231","2023/06/08 16:00:00","1013912","打倒1隻象徵久遠庭園之人（VERY HARD限定）","0","1","0","20060","660060301","9001","6010","601","1","2030/04/01 14:59:59"
"99001232","99001232","2023/06/08 16:00:00","1013913","打倒1隻象徵久遠庭園之人（SPECIAL限定）","0","1","0","10139","610139401","9001","6011","601","1","2030/04/01 14:59:59"
"99001233","99001233","2023/07/02 16:00:00","1014110","打倒1隻祈福託災的招財貓（NORMAL限定）","0","1","0","20061","660061101","9001","6006","601","1","2030/04/01 14:59:59"
"99001234","99001234","2023/07/02 16:00:00","1014111","打倒1隻祈福託災的招財貓（HARD限定）","0","1","0","20061","660061201","9001","6007","601","1","2030/04/01 14:59:59"
"99001235","99001235","2023/07/02 16:00:00","1014112","打倒1隻祈福託災的招財貓（VERY HARD限定）","0","1","0","20061","660061301","9001","6010","601","1","2030/04/01 14:59:59"
"99001236","99001236","2023/07/02 16:00:00","1014113","打倒1隻祈福託災的招財貓（SPECIAL限定）","0","1","0","10141","610141401","9001","6011","601","1","2030/04/01 14:59:59"
"99001237","99001237","2023/08/01 16:00:00","1014310","打倒1隻大王猩猩（NORMAL限定）","0","1","0","20062","660062101","9001","6006","601","1","2030/04/01 14:59:59"
"99001238","99001238","2023/08/01 16:00:00","1014311","打倒1隻大王猩猩（HARD限定）","0","1","0","20062","660062201","9001","6007","601","1","2030/04/01 14:59:59"
"99001239","99001239","2023/08/01 16:00:00","1014312","打倒1隻大王猩猩（VERY HARD限定）","0","1","0","20062","660062301","9001","6010","601","1","2030/04/01 14:59:59"
"99001240","99001240","2023/08/01 16:00:00","1014313","打倒1隻大王猩猩（SPECIAL限定）","0","1","0","10143","610143401","9001","6011","601","1","2030/04/01 14:59:59"
"99001241","99001241","2023/09/01 16:00:00","1014510","打倒1隻智慧的鍊金術師‧莫夫（NORMAL限定）","0","1","0","20063","660063101","9001","6006","601","1","2030/04/01 14:59:59"
"99001242","99001242","2023/09/01 16:00:00","1014511","打倒1隻智慧的鍊金術師‧莫夫（HARD限定）","0","1","0","20063","660063201","9001","6007","601","1","2030/04/01 14:59:59"
"99001243","99001243","2023/09/01 16:00:00","1014512","打倒1隻智慧的鍊金術師‧莫夫（VERY HARD限定）","0","1","0","20063","660063301","9001","6010","601","1","2030/04/01 14:59:59"
"99001244","99001244","2023/09/01 16:00:00","1014513","打倒1隻智慧的鍊金術師‧莫夫（SPECIAL限定）","0","1","0","10145","610145401","9001","6011","601","1","2030/04/01 14:59:59"
"99001245","99001245","2023/10/01 16:00:00","1014710","打倒1隻變貌的從者‧布拉德（NORMAL限定）","0","1","0","20064","660064101","9001","6006","601","1","2030/04/01 14:59:59"
"99001246","99001246","2023/10/01 16:00:00","1014711","打倒1隻變貌的從者‧布拉德（HARD限定）","0","1","0","20064","660064201","9001","6007","601","1","2030/04/01 14:59:59"
"99001247","99001247","2023/10/01 16:00:00","1014712","打倒1隻變貌的從者‧布拉德（VERY HARD限定）","0","1","0","20064","660064301","9001","6010","601","1","2030/04/01 14:59:59"
"99001248","99001248","2023/10/01 16:00:00","1014713","打倒1隻變貌的從者‧布拉德（SPECIAL限定）","0","1","0","10147","610147401","9001","6011","601","1","2030/04/01 14:59:59"
"99001249","99001249","2029/04/01 16:00:00","15","閱覽所有雪的審美會劇情","0","1","0","10147","0","0","6001","601","1","2030/04/01 14:59:59"
"99001250","99001250","2023/11/01 16:00:00","1014910","打倒1隻復活的白色島鯨（NORMAL限定）","0","1","0","20065","660065101","9001","6006","601","1","2030/04/01 14:59:59"
"99001251","99001251","2023/11/01 16:00:00","1014911","打倒1隻復活的白色島鯨（HARD限定）","0","1","0","20065","660065201","9001","6007","601","1","2030/04/01 14:59:59"
"99001252","99001252","2023/11/01 16:00:00","1014912","打倒1隻復活的白色島鯨（VERY HARD限定）","0","1","0","20065","660065301","9001","6010","601","1","2030/04/01 14:59:59"
"99001253","99001253","2023/11/01 16:00:00","1014913","打倒1隻復活的白色島鯨（SPECIAL限定）","0","1","0","10149","610149401","9001","6011","601","1","2030/04/01 14:59:59"
"99001254","99001254","2023/12/01 16:00:00","1015110","打倒1隻怨恨亡靈（NORMAL限定）","0","1","0","20066","660066101","9001","6006","601","1","2030/04/01 14:59:59"
"99001255","99001255","2023/12/01 16:00:00","1015111","打倒1隻怨恨亡靈（HARD限定）","0","1","0","20066","660066201","9001","6007","601","1","2030/04/01 14:59:59"
"99001256","99001256","2023/12/01 16:00:00","1015112","打倒1隻怨恨亡靈（VERY HARD限定）","0","1","0","20066","660066301","9001","6010","601","1","2030/04/01 14:59:59"
"99001257","99001257","2023/12/01 16:00:00","1015113","打倒1隻怨恨亡靈（SPECIAL限定）","0","1","0","10151","610151401","9001","6011","601","1","2030/04/01 14:59:59"
"99001258","99001258","2024/01/01 16:00:00","1015510","打倒1隻被解放的暴魔‧阿爾杰什（NORMAL限定）","0","1","0","20069","660069101","9001","6006","601","1","2030/04/01 14:59:59"
"99001259","99001259","2024/01/01 16:00:00","1015511","打倒1隻被解放的暴魔‧阿爾杰什（HARD限定）","0","1","0","20069","660069201","9001","6007","601","1","2030/04/01 14:59:59"
"99001260","99001260","2024/01/01 16:00:00","1015512","打倒1隻被解放的暴魔‧阿爾杰什（VERY HARD限定）","0","1","0","20069","660069301","9001","6010","601","1","2030/04/01 14:59:59"
"99001261","99001261","2024/01/01 16:00:00","1015513","打倒1隻被解放的暴魔‧阿爾杰什（SPECIAL限定）","0","1","0","10155","610126401","9001","6011","601","1","2030/04/01 14:59:59"
"99001262","99001262","2029/04/01 15:00:00","14","在「放學後的猜謎讀書會」中將與凱留的回憶值達到上限吧","0","1","0","10155","0","0","6001","601","1","2030/04/01 14:59:59"
"99001263","99001263","2029/04/01 15:00:00","14","在「放學後的猜謎讀書會」中將與鈴奈的回憶值達到上限吧","0","1","0","10155","0","0","6001","601","1","2030/04/01 14:59:59"
"99001264","99001264","2029/04/01 15:00:00","14","在「放學後的猜謎讀書會」中將題庫解放至30％吧","0","1","0","10155","0","0","6001","601","1","2030/04/01 14:59:59"
"99001265","99001265","2029/04/01 15:00:00","14","在「放學後的猜謎讀書會」中將題庫解放至60％吧","0","1","0","10155","0","0","6001","601","1","2030/04/01 14:59:59"
"99001266","99001266","2029/04/01 15:00:00","14","在「放學後的猜謎讀書會」中將題庫解放至100％吧","0","1","0","10155","0","0","6001","601","1","2030/04/01 14:59:59"
"99001267","99001267","2024/02/01 16:00:00","1015710","打倒1隻哈立德（NORMAL限定）","0","1","0","20070","660070101","9001","6006","601","1","2030/04/01 14:59:59"
"99001268","99001268","2024/02/01 16:00:00","1015711","打倒1隻哈立德（HARD限定）","0","1","0","20070","660070201","9001","6007","601","1","2030/04/01 14:59:59"
"99001269","99001269","2024/02/01 16:00:00","1015712","打倒1隻哈立德（VERY HARD限定）","0","1","0","20070","660070301","9001","6010","601","1","2030/04/01 14:59:59"
"99001270","99001270","2024/02/01 16:00:00","1015713","打倒1隻哈立德（SPECIAL限定）","0","1","0","10157","610128401","9001","6011","601","1","2030/04/01 14:59:59"
"99001271","99001271","2029/04/01 15:00:00","15","閱覽所有夢幻的婚姻模擬遊戲劇情","0","1","0","10157","0","0","6001","601","1","2030/04/01 14:59:59"
"99001272","99001272","2024/03/01 16:00:00","1015910","打倒1隻美空（NORMAL限定）","0","1","0","20071","660071101","9001","6006","601","1","2030/04/01 14:59:59"
"99001273","99001273","2024/03/01 16:00:00","1015911","打倒1隻美空（HARD限定）","0","1","0","20071","660071201","9001","6007","601","1","2030/04/01 14:59:59"
"99001274","99001274","2024/03/01 16:00:00","1015912","打倒1隻美空（VERY HARD限定）","0","1","0","20071","660071301","9001","6010","601","1","2030/04/01 14:59:59"
"99001275","99001275","2024/03/01 16:00:00","1015913","打倒1隻美空（SPECIAL限定）","0","1","0","10159","610130401","9001","6011","601","1","2030/04/01 14:59:59"
"99001276","99001276","2029/04/01 15:00:00","15","閱覽所有旅行與成長（與反省）的記錄","0","1","0","10159","0","0","6001","601","1","2030/04/01 14:59:59"
"99001277","99001277","2024/04/01 16:00:00","1016110","打倒1隻巴西利斯克‧阿洛斯（NORMAL限定）","0","1","0","20072","660072101","9001","6006","601","1","2030/04/01 14:59:59"
"99001278","99001278","2024/04/01 16:00:00","1016111","打倒1隻巴西利斯克‧阿洛斯（HARD限定）","0","1","0","20072","660072201","9001","6007","601","1","2030/04/01 14:59:59"
"99001279","99001279","2024/04/01 16:00:00","1016112","打倒1隻巴西利斯克‧阿洛斯（VERY HARD限定）","0","1","0","20072","660072301","9001","6010","601","1","2030/04/01 14:59:59"
"99001280","99001280","2024/04/01 16:00:00","1016113","打倒1隻巴西利斯克‧阿洛斯（SPECIAL限定）","0","1","0","10161","610132401","9001","6011","601","1","2030/04/01 14:59:59"
"99001281","99001281","2024/05/01 16:00:00","1016310","打倒1隻夢中隕石（NORMAL限定）","0","1","0","10163","610134101","9001","6006","601","1","2030/04/01 14:59:59"
"99001282","99001282","2024/05/01 16:00:00","1016311","打倒1隻夢中隕石（HARD限定）","0","1","0","10163","610134201","9001","6007","601","1","2030/04/01 14:59:59"
"99001283","99001283","2024/05/01 16:00:00","1016312","打倒1隻夢中隕石（VERY HARD限定）","0","1","0","10163","610134301","9001","6010","601","1","2030/04/01 14:59:59"
"99001284","99001284","2024/05/01 16:00:00","1016313","打倒1隻夢中隕石（SPECIAL限定）","0","1","0","10163","610134401","9001","6011","601","1","2030/04/01 14:59:59"
"99001285","99001285","2029/04/01 15:00:00","15","閱覽所有初夢挑戰劇情","0","1","0","10130","0","0","6001","601","1","2030/04/01 14:59:59"
"99001286","99001286","2024/06/01 16:00:00","1016410","打倒1隻紅霧精靈（NORMAL限定）","0","1","0","20067","660067101","9001","6006","601","1","2030/04/01 14:59:59"
"99001287","99001287","2024/06/01 16:00:00","1016411","打倒1隻紅霧精靈（HARD限定）","0","1","0","20067","660067201","9001","6007","601","1","2030/04/01 14:59:59"
"99001288","99001288","2024/06/01 16:00:00","1016412","打倒1隻紅霧精靈（VERY HARD限定）","0","1","0","20067","660067301","9001","6010","601","1","2030/04/01 14:59:59"
"99001289","99001289","2024/06/01 16:00:00","1016413","打倒1隻紅霧精靈（SPECIAL限定）","0","1","0","10164","610136401","9001","6011","601","1","2030/04/01 14:59:59"
"99001290","99001290","2024/06/08 16:00:00","1016510","打倒1隻顯露苦衷 埃拉＆志那都（NORMAL限定）","0","1","0","20068","660068101","9001","6006","601","1","2030/04/01 14:59:59"
"99001291","99001291","2024/06/08 16:00:00","1016511","打倒1隻顯露苦衷 埃拉＆志那都（HARD限定）","0","1","0","20068","660068201","9001","6007","601","1","2030/04/01 14:59:59"
"99001292","99001292","2024/06/08 16:00:00","1016512","打倒1隻顯露苦衷 埃拉＆志那都（VERY HARD限定）","0","1","0","20068","660068301","9001","6010","601","1","2030/04/01 14:59:59"
"99001293","99001293","2024/06/08 16:00:00","1016513","打倒1隻顯露苦衷 埃拉＆志那都（SPECIAL限定）","0","1","0","10165","610137401","9001","6011","601","1","2030/04/01 14:59:59"
"99001294","99001294","2024/07/01 16:00:00","1016610","打倒1隻地獄的聖女富美惠（NORMAL限定）","0","1","0","10166","610140101","9001","6006","601","1","2030/04/01 14:59:59"
"99001295","99001295","2024/07/01 16:00:00","1016611","打倒1隻地獄的聖女富美惠（HARD限定）","0","1","0","10166","610140201","9001","6007","601","1","2030/04/01 14:59:59"
"99001296","99001296","2024/07/01 16:00:00","1016612","打倒1隻地獄的聖女富美惠（VERY HARD限定）","0","1","0","10166","610140301","9001","6010","601","1","2030/04/01 14:59:59"
"99001297","99001297","2024/07/01 16:00:00","1016613","打倒1隻地獄的聖女富美惠（SPECIAL限定）","0","1","0","10166","610140401","9001","6011","601","1","2030/04/01 14:59:59"
"99001298","99001298","2024/08/01 16:00:00","1016710","打倒1隻剛雷獸‧雷葛宏（NORMAL限定）","0","1","0","10167","610142101","9001","6006","601","1","2030/04/01 14:59:59"
"99001299","99001299","2024/08/01 16:00:00","1016711","打倒1隻剛雷獸‧雷葛宏（HARD限定）","0","1","0","10167","610142201","9001","6007","601","1","2030/04/01 14:59:59"
"99001300","99001300","2024/08/01 16:00:00","1016712","打倒1隻剛雷獸‧雷葛宏（VERY HARD限定）","0","1","0","10167","610142301","9001","6010","601","1","2030/04/01 14:59:59"
"99001301","99001301","2024/08/01 16:00:00","1016713","打倒1隻剛雷獸‧雷葛宏（SPECIAL限定）","0","1","0","10167","610142401","9001","6011","601","1","2030/04/01 14:59:59"
"99001302","99001302","2029/04/01 15:00:00","15","在「行軍A-Go-Go！」中用惠理子累計獲得50000分","0","1","0","10142","0","0","6001","601","1","2030/04/01 14:59:59"
"99001303","99001303","2029/04/01 15:00:00","15","在「行軍A-Go-Go！」中用真琴累計獲得50000分","0","1","0","10142","0","0","6001","601","1","2030/04/01 14:59:59"
"99001304","99001304","2029/04/01 15:00:00","15","在「行軍A-Go-Go！」的CHALLENGE模式中一次獲得50000分以上","0","1","0","10142","0","0","6001","601","1","2030/04/01 14:59:59"
