7f996a91643f22d845da5dc0f4906400cf23293b46e5c03d11ed38ccf8a7eba8,4484ca7c12eff6b1d0dee0360af2032ca4362f7d838b469b3c7577a5b46223f2,c402e2530b4257de4004f7b0069538cdf9870127cbf89e544af705a16aa3ae4b
"10040351","-3","-19"
"10040352","-3","-20"
"10040353","-3","-21"
"10040354","-2","-16"
"10040355","-2","-17"
"10040356","-2","-18"
"10040357","-4","-21"
"10040358","-5","-21"
"10040359","-6","-21"
"10040360","-7","-21"
"10040361","-8","-21"
"10040362","-9","-21"
"10040363","-9","-22"
"10040364","-10","-21"
"10040365","-11","-21"
"10040367","-12","-21"
"10040369","-12","-19"
"10040370","-12","-18"
"10040371","-12","-17"
"10040372","-11","-17"
"10040373","-10","-17"
"10040374","-10","-16"
"10040375","-10","-15"
"10040376","-10","-14"
"10040377","-11","-14"
"10040378","-12","-14"
"10040379","-12","-13"
"10040380","-13","-17"
"10040381","-14","-17"
"10040382","-14","-16"
"10040383","-14","-15"
"10040384","-14","-14"
"10040385","-13","-14"
"10040386","-12","-12"
"10040387","-13","-12"
"10040388","-14","-12"
"10040389","-15","-12"
"10040390","-16","-12"
"10040391","-16","-11"
"10040392","-17","-11"
"10040393","-18","-11"
"10040394","-18","-12"
"10040395","-16","-13"
"10040396","-17","-13"
"10040397","-18","-13"
"10040398","-19","-12"
"10040399","-20","-12"
"10040400","-20","-11"
"10040401","-20","-10"
"10040402","-20","-9"
"10040403","-20","-8"
"10040404","-19","-8"
"10040405","-18","-8"
"10040406","-17","-8"
"10040407","-16","-8"
"10040408","-15","-8"
"10040409","-14","-8"
"10040410","-14","-7"
"10040411","-13","-7"
"10040412","-12","-7"
"10040413","-11","-7"
"10040414","-11","-8"
"10040415","-10","-8"
"10040416","-14","-9"
"10040417","-13","-9"
"10040418","-12","-9"
"10040419","-11","-9"
"10040420","-9","-8"
"10040421","-8","-8"
"10040422","-7","-8"
"10040423","-6","-8"
"10040443","-17","-3"
"10040444","-17","-4"
"10040445","-16","-4"
"10040446","-15","-4"
"10040447","-14","-4"
"10040448","-13","-4"
"10040449","-12","-4"
"10040450","-11","-4"
"10040451","-10","-4"
"10040452","-9","-4"
"10040453","-8","-4"
"10040454","-7","-4"
"10040455","-6","-4"
"10040456","-5","-4"
"10040459","-4","-6"
"10040460","-5","-6"
"10040461","-6","-6"
"10040462","-6","-7"
"10040539","-13","-21"
"10040540","-14","-21"
"10040541","-14","-20"
"10040542","-14","-19"
"10040543","-13","-19"
"10040544","-3","-6"
"10040545","-3","-5"
"10040546","-3","-4"
"10040547","-4","-4"
"10040548","-5","-2"
"10040549","-4","-2"
"10040550","-2","-2"
"10040551","-3","-2"
"10040552","-2","-1"
"10040553","-2","0"
"10040554","-3","0"
"10040555","-4","0"
"10040556","-5","0"
"10040557","5","2"
"10040558","5","3"
"10040559","5","5"
"10040560","5","4"
"10040561","6","5"
"10040562","7","5"
"10040563","7","4"
"10040564","7","3"
"10040565","7","2"
"10040566","6","-4"
"10040567","6","-3"
"10040568","6","-2"
"10040569","6","-1"
"10040570","5","-1"
"10040571","4","-1"
"10040572","3","-1"
"10040573","3","-2"
"10050001","12","-23"
"10050002","12","-22"
"10050003","11","-22"
"10050004","10","-22"
"10050005","9","-22"
"10050006","8","-22"
"10050063","-7","-20"
"10050064","-8","-20"
"10050079","-11","-20"
"10050083","-14","-21"
"10050084","-14","-22"
"10050085","-15","-22"
"10050086","-16","-22"
"10050087","-17","-22"
"10050088","-18","-22"
"10050089","-18","-21"
"10050090","-18","-20"
"10050091","-17","-20"
"10050092","-16","-20"
"10050101","-17","-18"
"10050127","-22","-11"
"10050128","-22","-10"
"10050146","-22","-7"
"10050180","-7","-9"
"10050182","-7","-8"
"10050183","-7","-7"
"10050186","-7","-4"
"10050187","-8","-4"
"10050188","-9","-4"
"10050189","-10","-4"
"10050190","-11","-4"
"10050191","-12","-4"
"10050192","-13","-4"
"10050235","0","-9"
"10050236","1","-9"
"10050237","2","-9"
"10050253","2","-7"
"10050255","4","-7"
"10050349","12","-16"
"10050350","11","-16"
"10050352","11","-17"
"10050353","13","-17"
"10050354","13","-18"
"10050356","11","-19"
"10050357","12","-19"
"10050358","13","-19"
"10050359","14","-19"
"10050360","15","-19"
"10050361","16","-19"
"10050363","17","-18"
"10050364","17","-17"
"10050365","17","-16"
"10050366","18","-16"
"10050367","19","-16"
"10050369","21","-16"
"10050370","22","-16"
"10050382","21","-22"
"10050383","20","-22"
"10050385","18","-22"
"10050386","17","-22"
"10050387","16","-22"
"10050388","15","-22"
"10050389","14","-22"
"10050390","13","-22"
"10050404","-12","-20"
"10050405","-13","-20"
"10050406","-14","-20"
"10050441","22","-18"
"10050442","21","-18"
"10050443","20","-18"
"10050444","20","-19"
"10050445","20","-20"
"10050446","21","-20"
"10050447","22","-20"
"10050448","22","-21"
"10050473","-2","-6"
"10050491","-18","-18"
"10050492","-19","-18"
"10050493","-20","-18"
"10050495","-20","-20"
"10050496","-20","-21"
"10050497","-21","-21"
"10050498","-22","-21"
"10050499","-22","-20"
"10050500","-22","-19"
"10050501","-22","-18"
"10050502","-22","-17"
"10050504","-21","-16"
"10050505","-23","-16"
"10050506","-23","-15"
"10050507","-21","-15"
"10050508","-23","-14"
"10050509","-22","-14"
"10050510","-21","-14"
"10050511","-22","-13"
"10050515","-9","-20"
"10050516","-10","-20"
"10050529","-3","-21"
"10050530","-3","-20"
"10050531","-3","-19"
"10050532","-3","-18"
"10050549","2","-10"
"10050550","3","-10"
"10050551","4","-10"
"10050552","5","-10"
"10050553","5","-9"
"10050554","5","-8"
"10050555","5","-7"
"10050561","-21","-10"
"10050562","-21","-9"
"10050563","-21","-8"
"10050564","-22","-8"
"10050567","-23","-10"
"10050574","-23","-9"
"10050576","-9","-21"
"10050577","-10","-21"
"10050579","-11","-21"
"10050582","-12","-21"
"10050583","-9","-19"
"10050595","7","-22"
"10050596","6","-22"
"10050597","6","-21"
"10050599","6","-19"
"10050600","6","-18"
"10050601","5","-18"
"10050602","5","-16"
"10050603","7","-18"
"10050604","7","-16"
"10050605","4","-18"
"10050606","8","-18"
"10050607","8","-16"
"10050608","4","-16"
"10050609","4","-17"
"10050610","8","-17"
"10050611","6","-16"
"10050614","6","-13"
"10050615","5","-13"
"10050616","4","-13"
"10050617","3","-13"
"10050618","2","-13"
"10050619","1","-13"
"10050620","0","-13"
"10050621","0","-14"
"10050622","0","-15"
"10050623","0","-16"
"10050624","0","-17"
"10050625","0","-18"
"10050626","-1","-18"
"10050627","1","-18"
"10050628","1","-19"
"10050629","1","-20"
"10050630","0","-20"
"10050631","-1","-20"
"10050632","-1","-19"
"10050633","0","-21"
"10050634","0","-22"
"10050635","0","-23"
"10050636","-1","-23"
"10050637","-2","-23"
"10050638","-3","-23"
"10050639","-3","-22"
"10050640","-3","-17"
"10050641","-3","-16"
"10050643","-3","-14"
"10050644","-4","-14"
"10050645","-5","-14"
"10050646","-6","-14"
"10050647","-7","-14"
"10050649","-7","-16"
"10050650","-7","-17"
"10050653","-11","-19"
"10050654","-12","-19"
"10050655","-16","-19"
"10050656","-16","-18"
"10050658","-23","-8"
"10050659","-22","-6"
"10050660","-22","-5"
"10050661","-22","-4"
"10050662","-22","-3"
"10050663","-21","-3"
"10050664","-20","-3"
"10050665","-19","-3"
"10050666","-18","-3"
"10050668","-18","-5"
"10050670","-18","-6"
"10050671","-18","-7"
"10050672","-18","-8"
"10050673","-18","-9"
"10050674","-18","-10"
"10050675","-18","-11"
"10050676","-17","-11"
"10050677","-16","-11"
"10050678","-15","-11"
"10050679","-15","-12"
"10050680","-13","-12"
"10050681","-15","-13"
"10050682","-13","-13"
"10050683","-14","-13"
"10050684","-15","-10"
"10050685","-13","-10"
"10050686","-15","-9"
"10050687","-14","-9"
"10050688","-13","-9"
"10050689","-13","-11"
"10050690","-12","-11"
"10050691","-11","-11"
"10050692","-10","-11"
"10050693","-9","-11"
"10050694","-8","-11"
"10050695","-7","-11"
"10050696","-7","-10"
"10050697","-7","-6"
"10050698","-14","-4"
"10050699","-14","-3"
"10050700","-14","-2"
"10050701","-14","-1"
"10050702","-14","0"
"10050704","-14","2"
"10050705","-13","2"
"10050707","-11","2"
"10050708","-10","2"
"10050710","-8","2"
"10050711","-7","2"
"10050712","-14","1"
"10050713","-9","2"
"10050714","-7","1"
"10050715","-7","3"
"10050716","-6","3"
"10050717","-6","1"
"10050718","-5","1"
"10050719","-5","3"
"10050720","-5","2"
"10050721","-4","2"
"10050722","-3","2"
"10050723","-2","2"
"10050724","-1","2"
"10050725","0","2"
"10050726","1","2"
"10050728","1","0"
"10050729","1","-1"
"10050730","1","-2"
"10050731","1","-3"
"10050732","1","-4"
"10050733","0","-4"
"10050734","-1","-4"
"10050735","-2","-4"
"10050737","-2","-7"
"10050738","-2","-8"
"10050739","-2","-9"
"10050740","-1","-9"
"10050741","2","-8"
"10050742","3","-7"
"10050744","4","-5"
"10050746","4","-3"
"10050747","4","-2"
"10050748","4","-1"
"10050749","4","0"
"10050750","4","1"
"10050751","4","2"
"10050752","4","3"
"10050753","4","4"
"10050754","5","4"
"10050756","7","4"
"10050757","8","4"
"10050758","8","3"
"10050759","8","2"
"10050760","7","2"
"10050761","9","2"
"10050762","7","1"
"10050763","9","1"
"10050764","9","0"
"10050765","8","0"
"10050766","7","0"
"10050767","8","-1"
"10050768","8","-2"
"10050769","9","-2"
"10050770","10","-2"
"10050771","11","-2"
"10050772","12","-2"
"10050773","12","-1"
"10050774","12","0"
"10050775","12","1"
"10050776","12","2"
"10050777","13","2"
"10050778","14","2"
"10050779","15","2"
"10050780","15","1"
"10050781","15","0"
"10050782","16","0"
"10050783","16","2"
"10050784","17","2"
"10050785","17","1"
"10050786","17","0"
"10050787","17","-1"
"10050788","17","-2"
"10050790","17","-4"
"10050791","16","-4"
"10050792","18","-4"
"10050793","19","-4"
"10050794","15","-4"
"10050795","15","-5"
"10050796","19","-5"
"10050797","15","-6"
"10050798","19","-6"
"10050799","19","-7"
"10050800","18","-7"
"10050801","17","-7"
"10050802","16","-7"
"10050803","15","-7"
"10050804","17","-8"
"10050805","17","-9"
"10050806","18","-9"
"10050807","19","-9"
"10050808","20","-9"
"10050809","21","-9"
"10050810","21","-10"
"10050811","21","-11"
"10050812","21","-12"
"10050813","20","-12"
"10050814","19","-12"
"10050815","18","-12"
"10050816","17","-12"
"10050817","16","-12"
"10050818","15","-12"
"10050819","14","-12"
"10050820","13","-12"
"10050821","12","-12"
"10050822","12","-13"
"10050823","12","-14"
"10050824","12","-15"
"10050825","13","-16"
"10050826","11","-18"
"10050827","22","-17"
"10050828","22","-22"
"10050829","19","-22"
"10050830","6","-20"
"10050831","6","-14"
"10050832","-3","-15"
"10050833","-7","-15"
"10050834","-7","-19"
"10050835","-7","-18"
"10050836","-22","-16"
"10050837","-22","-12"
"10050838","-22","-9"
"10050839","-18","-4"
"10050840","-7","-5"
"10050841","-12","2"
"10050842","1","1"
"10050843","-2","-5"
"10050844","4","-6"
"10050845","4","-4"
"10050846","6","4"
"10050847","17","-3"
"10050848","17","-19"
"10050849","20","-16"
"10050850","6","-15"
"10050851","-10","-19"
"10050852","-20","-19"
"10060001","0","-24"
"10060002","0","-23"
"10060003","-1","-23"
"10060004","-2","-23"
"10060012","-3","-23"
"10060013","-4","-23"
"10060014","-4","-22"
"10060015","-4","-21"
"10060018","-5","-21"
"10060019","-6","-21"
"10060020","-6","-22"
"10060021","-8","-22"
"10060022","-7","-22"
"10060023","-6","-20"
"10060024","-8","-20"
"10060025","-7","-20"
"10060027","-9","-21"
"10060028","-10","-21"
"10060029","-11","-21"
"10060030","-12","-21"
"10060031","-13","-21"
"10060032","-14","-21"
"10060033","-15","-21"
"10060034","-15","-22"
"10060035","-15","-20"
"10060036","-15","-19"
"10060037","-15","-23"
"10060038","-16","-23"
"10060039","-16","-19"
"10060040","-17","-23"
"10060041","-17","-19"
"10060042","-18","-19"
"10060043","-18","-23"
"10060044","-19","-23"
"10060045","-19","-19"
"10060046","-19","-20"
"10060047","-19","-22"
"10060048","-19","-21"
"10060049","-20","-21"
"10060092","-13","-9"
"10060093","-13","-8"
"10060094","-13","-7"
"10060095","-13","-6"
"10060096","-14","-6"
"10060097","-12","-6"
"10060098","-12","-5"
"10060099","-14","-5"
"10060100","-14","-4"
"10060101","-12","-4"
"10060102","-13","-4"
"10060103","-13","-3"
"10060104","-13","-2"
"10060105","-12","-2"
"10060106","-11","-2"
"10060107","-10","-2"
"10060108","-9","-2"
"10060110","-9","-1"
"10060112","-8","0"
"10060113","-7","0"
"10060114","-6","0"
"10060116","-6","-2"
"10060117","-6","-3"
"10060118","-6","-4"
"10060119","-6","-5"
"10060120","-7","-5"
"10060121","-5","-5"
"10060122","-4","-5"
"10060123","-8","-5"
"10060124","-8","-6"
"10060125","-4","-6"
"10060126","-8","-7"
"10060127","-4","-7"
"10060128","-4","-8"
"10060129","-8","-8"
"10060130","-4","-9"
"10060131","-8","-9"
"10060132","-7","-9"
"10060133","-5","-9"
"10060134","-6","-9"
"10060135","-6","-10"
"10060137","-6","-12"
"10060138","-6","-13"
"10060139","-6","-14"
"10060140","-5","-14"
"10060141","-4","-14"
"10060142","-3","-14"
"10060143","-2","-14"
"10060144","-2","-13"
"10060145","-2","-12"
"10060146","-2","-11"
"10060148","-2","-9"
"10060149","-2","-8"
"10060150","-2","-7"
"10060153","-2","-4"
"10060156","-9","0"
"10060161","2","-4"
"10060162","2","-5"
"10060163","2","-6"
"10060164","2","-7"
"10060165","2","-8"
"10060166","1","-8"
"10060167","3","-8"
"10060168","3","-9"
"10060169","1","-9"
"10060170","1","-10"
"10060171","2","-10"
"10060172","3","-10"
"10060173","4","-9"
"10060174","5","-9"
"10060175","6","-9"
"10060177","8","-9"
"10060178","9","-9"
"10060179","10","-9"
"10060183","10","-7"
"10060184","9","-7"
"10060185","8","-7"
"10060186","7","-7"
"10060187","6","-6"
"10060188","6","-7"
"10060189","6","-5"
"10060190","7","-5"
"10060191","5","-5"
"10060192","5","-4"
"10060193","7","-4"
"10060195","5","-3"
"10060197","6","-2"
"10060198","6","-1"
"10060199","7","-1"
"10060200","8","-1"
"10060201","9","-1"
"10060202","10","-1"
"10060203","10","-2"
"10060204","10","0"
"10060205","11","0"
"10060206","11","-2"
"10060207","12","-2"
"10060208","12","0"
"10060209","12","-1"
"10060210","13","-1"
"10060211","14","-1"
"10060212","15","-1"
"10060242","16","-4"
"10060244","14","-4"
"10060245","14","-5"
"10060246","14","-6"
"10060247","14","-7"
"10060251","16","-9"
"10060252","15","-9"
"10060294","8","-12"
"10060295","7","-12"
"10060296","6","-12"
"10060297","5","-12"
"10060298","5","-13"
"10060299","5","-14"
"10060300","6","-14"
"10060301","4","-14"
"10060302","3","-14"
"10060303","7","-14"
"10060304","7","-15"
"10060305","3","-15"
"10060306","7","-16"
"10060307","6","-16"
"10060308","3","-16"
"10060309","4","-16"
"10060310","5","-16"
"10060311","5","-17"
"10060312","5","-18"
"10060313","6","-18"
"10060314","7","-18"
"10060315","8","-18"
"10060317","10","-18"
"10060320","13","-18"
"10060321","13","-17"
"10060322","14","-17"
"10060323","15","-17"
"10060324","14","-18"
"10060325","15","-18"
"10060366","4","-23"
"10060367","3","-23"
"10060368","2","-23"
"10060369","1","-23"
"10060380","-8","-21"
"10060385","9","-18"
"10060387","15","-4"
"10060390","12","-18"
"10060391","11","-18"
"10060398","-2","-5"
"10060399","-2","-6"
"10060400","14","-9"
"10060401","14","-8"
"10060402","-21","-21"
"10060403","-22","-21"
"10060404","-23","-21"
"10060405","-24","-21"
"10060406","-24","-20"
"10060407","-24","-19"
"10060408","-24","-18"
"10060409","-24","-17"
"10060410","-24","-16"
"10060411","-23","-16"
"10060412","-22","-16"
"10060413","-21","-16"
"10060414","-20","-16"
"10060415","-19","-16"
"10060416","-18","-16"
"10060417","-17","-16"
"10060418","-16","-16"
"10060419","-15","-16"
"10060420","-14","-16"
"10060446","-17","-17"
"10060447","-14","-17"
"10060448","-15","-15"
"10060449","-17","-15"
"10060450","-14","-15"
"10060451","-16","-15"
"10060452","-16","-17"
"10060453","-15","-17"
"10060454","-13","-16"
"10060455","-12","-16"
"10060456","-11","-16"
"10060457","-10","-16"
"10060458","-10","-15"
"10060459","-10","-14"
"10060460","-10","-13"
"10060461","-11","-13"
"10060462","-12","-13"
"10060463","-13","-13"
"10060464","-14","-13"
"10060465","-15","-13"
"10060466","-16","-13"
"10060467","-17","-13"
"10060468","-18","-13"
"10060469","-18","-12"
"10060470","-18","-11"
"10060471","-18","-10"
"10060472","-17","-10"
"10060473","-16","-10"
"10060474","-15","-10"
"10060475","-14","-10"
"10060476","-13","-10"
"10060477","-6","-1"
"10060478","-6","-11"
"10060479","-2","-10"
"10060480","-2","-3"
"10060481","-2","-2"
"10060482","-2","-1"
"10060483","-2","0"
"10060484","-2","1"
"10060485","-1","1"
"10060486","0","1"
"10060487","1","1"
"10060488","2","1"
"10060489","2","0"
"10060490","2","-1"
"10060491","2","-2"
"10060492","2","-3"
"10060493","7","-9"
"10060494","11","-9"
"10060495","12","-9"
"10060496","12","-8"
"10060497","12","-7"
"10060498","11","-7"
"10060499","7","-3"
"10060500","6","-3"
"10060501","15","0"
"10060502","16","0"
"10060503","17","0"
"10060515","18","1"
"10060516","18","0"
"10060517","19","0"
"10060518","20","0"
"10060519","21","0"
"10060520","22","0"
"10060521","23","0"
"10060522","24","0"
"10060523","24","-1"
"10060524","24","-2"
"10060525","24","-3"
"10060526","24","-4"
"10060527","24","-5"
"10060528","18","2"
"10060529","19","2"
"10060530","20","2"
"10060531","22","2"
"10060532","23","2"
"10060533","24","2"
"10060534","24","1"
"10060535","21","2"
"10060536","23","-5"
"10060537","22","-5"
"10060538","21","-5"
"10060539","20","-5"
"10060540","19","-5"
"10060541","19","-4"
"10060542","18","-4"
"10060543","17","-4"
"10060544","17","-9"
"10060545","18","-9"
"10060546","19","-9"
"10060547","20","-9"
"10060548","22","-9"
"10060549","21","-9"
"10060550","20","-8"
"10060551","21","-10"
"10060552","23","-9"
"10060553","24","-9"
"10060554","24","-10"
"10060555","21","-8"
"10060556","20","-10"
"10060557","24","-11"
"10060558","24","-12"
"10060559","24","-13"
"10060560","24","-14"
"10060561","24","-15"
"10060563","23","-15"
"10060564","22","-15"
"10060565","21","-15"
"10060566","20","-15"
"10060567","20","-14"
"10060568","20","-13"
"10060569","19","-13"
"10060570","18","-13"
"10060571","17","-13"
"10060572","17","-12"
"10060573","17","-11"
"10060574","16","-11"
"10060575","15","-11"
"10060576","15","-12"
"10060577","15","-13"
"10060578","15","-14"
"10060579","17","-14"
"10060580","17","-15"
"10060581","15","-15"
"10060582","16","-15"
"10060583","14","-13"
"10060584","13","-13"
"10060585","13","-12"
"10060586","12","-12"
"10060588","10","-12"
"10060589","9","-12"
"10060590","11","-12"
"10060591","16","-18"
"10060592","17","-18"
"10060593","18","-18"
"10060594","19","-18"
"10060595","19","-20"
"10060596","19","-19"
"10060597","19","-21"
"10060598","19","-22"
"10060599","19","-23"
"10060603","19","-24"
"10060604","18","-24"
"10060605","17","-24"
"10060606","16","-24"
"10060607","15","-24"
"10060608","14","-24"
"10060609","13","-24"
"10060610","12","-24"
"10060611","11","-24"
"10060612","15","-25"
"10060613","14","-25"
"10060614","13","-23"
"10060615","14","-23"
"10060616","15","-23"
"10060617","13","-25"
"10060618","11","-23"
"10060619","10","-23"
"10060620","9","-23"
"10060621","8","-23"
"10060622","7","-23"
"10060623","6","-23"
"10060624","5","-23"
"10070122","-11","4"
"10070357","-4","-21"
"10070358","-5","-21"
"10070359","-6","-21"
"10070360","-7","-21"
"10070361","-8","-21"
"10070362","-9","-21"
"10070363","-9","-22"
"10070364","-10","-21"
"10070365","-11","-21"
"10070367","-12","-21"
"10070369","-12","-19"
"10070370","-12","-18"
"10070371","-12","-17"
"10070372","-11","-17"
"10070373","-10","-17"
"10070374","-10","-16"
"10070375","-10","-15"
"10070376","-10","-14"
"10070377","-11","-14"
"10070378","-12","-14"
"10070379","-12","-13"
"10070380","-13","-17"
"10070381","-14","-17"
"10070382","-14","-16"
"10070383","-14","-15"
"10070384","-14","-14"
"10070385","-13","-14"
"10070387","-13","-12"
"10070388","-14","-12"
"10070398","-19","-12"
"10070539","-13","-21"
"10070540","-14","-21"
"10070541","-14","-20"
"10070542","-14","-19"
"10070543","-13","-19"
"10070577","-12","-12"
"10070578","-15","-12"
"10070579","-15","-13"
"10070580","-17","-11"
"10070581","-15","-11"
"10070582","-16","-11"
"10070583","-17","-12"
"10070584","-16","-13"
"10070585","-17","-13"
"10070586","-18","-12"
"10070587","-19","-11"
"10070588","-19","-10"
"10070589","-19","-9"
"10070590","-18","-9"
"10070591","-17","-9"
"10070592","-16","-9"
"10070593","-15","-9"
"10070594","-14","-9"
"10070595","-13","-9"
"10070596","-12","-9"
"10070597","-11","-9"
"10070598","-11","-8"
"10070599","-10","-10"
"10070600","-8","-10"
"10070601","-11","-10"
"10070602","-9","-8"
"10070603","-10","-8"
"10070604","-8","-8"
"10070605","-8","-9"
"10070606","-9","-10"
"10070607","-7","-9"
"10070608","-6","-9"
"10070609","-5","-9"
"10070610","-3","-9"
"10070611","-4","-9"
"10070619","-3","-8"
"10070620","-3","-7"
"10070621","-3","-6"
"10070622","-3","-5"
"10070623","-3","-4"
"10070624","-4","-4"
"10070625","-5","-4"
"10070626","-6","-4"
"10070628","-7","-4"
"10070629","-8","-4"
"10070630","-9","-4"
"10070631","-10","-4"
"10070632","-11","-4"
"10070633","-12","-4"
"10070634","-13","-4"
"10070635","-14","-4"
"10070636","-15","-4"
"10070637","-16","-4"
"10070638","-17","-4"
"10070639","-18","-4"
"10070640","-18","-3"
"10070641","-18","-2"
"10070642","-18","-1"
"10070643","-17","-1"
"10070644","-19","-1"
"10070645","-16","-1"
"10070646","-15","-1"
"10070647","-15","0"
"10070648","-15","1"
"10070649","-15","2"
"10070650","-15","3"
"10070651","-15","4"
"10070652","-16","4"
"10070653","-17","4"
"10070655","-18","4"
"10070656","-19","4"
"10070657","-20","4"
"10070658","-21","4"
"10070659","-21","3"
"10070660","-21","2"
"10070661","-21","1"
"10070662","-21","0"
"10070663","-21","-1"
"10070664","-20","-1"
"10070665","-18","5"
"10070666","-18","6"
"10070667","-18","7"
"10070668","-18","8"
"10070669","-16","8"
"10070670","-15","7"
"10070671","-15","8"
"10070672","-16","7"
"10070673","-17","7"
"10070674","-17","8"
"10070675","-14","7"
"10070676","-13","7"
"10070677","-12","7"
"10070678","-11","7"
"10070679","-11","6"
"10070680","-11","5"
"10070681","-11","3"
"10070683","-11","2"
"10070684","-11","1"
"10070685","-12","1"
"10070686","-12","0"
"10070687","-12","-1"
"10070688","-12","-2"
"10070689","-11","-2"
"10070690","-10","-2"
"10070691","-9","-2"
"10070692","-8","-2"
"10070694","-6","-2"
"10070886","-7","5"
"10070887","-6","5"
"10070888","-5","5"
"10070890","-4","5"
"10070891","-3","5"
"10070892","-2","5"
"10070893","-1","5"
"10070894","0","5"
"10070895","1","5"
"10070896","2","5"
"10070897","3","5"
"10070898","4","5"
"10070899","5","5"
"10070900","5","4"
"10070901","5","3"
"10070902","5","2"
"10070903","6","2"
"10070904","7","2"
"10070905","8","2"
"10070906","8","3"
"10070907","6","4"
"10070908","7","4"
"10070909","8","4"
"10070910","9","3"
"10070911","10","3"
"10070912","11","3"
"10070913","12","3"
"10070914","12","4"
"10070915","12","5"
"10070916","12","6"
"10070917","13","6"
"10070918","14","6"
"10070919","15","6"
"10070921","16","6"
"10070922","17","6"
"10070923","18","6"
"10070924","19","6"
"10070925","19","5"
"10070926","19","4"
"10070927","19","3"
"10070928","19","2"
"10070929","19","1"
"10070930","19","0"
"10070931","19","-1"
"10070932","19","-2"
"10070933","20","-2"
"10070934","21","-4"
"10070935","21","-2"
"10070936","17","-5"
"10070937","18","-2"
"10070939","17","-2"
"10070940","17","-4"
"10070941","20","-5"
"10070942","18","-5"
"10070943","21","-3"
"10070945","21","-5"
"10070946","17","-3"
"10070947","19","-5"
"10070949","19","-7"
"10070950","20","-7"
"10070951","20","-8"
"10070952","20","-9"
"10070953","19","-9"
"10070954","18","-9"
"10070955","18","-8"
"10070956","18","-7"
"10070957","19","-10"
"10070958","20","-11"
"10070959","21","-12"
"10070961","19","-11"
"10070962","21","-11"
"10070963","21","-13"
"10070964","19","-13"
"10070965","20","-13"
"10070966","19","-14"
"10070967","18","-14"
"10070968","19","-15"
"10070970","18","-15"
"10070971","18","-16"
"10070972","19","-17"
"10070973","19","-16"
"10070974","18","-17"
"10070976","19","-18"
"10070977","19","-19"
"10070978","19","-20"
"10070979","19","-21"
"10070980","18","-21"
"10070981","16","-21"
"10070982","17","-21"
"10070983","15","-21"
"10070984","14","-21"
"10070985","14","-20"
"10070986","14","-19"
"10070987","14","-18"
"10070988","14","-17"
"10070989","13","-17"
"10070990","12","-17"
"10070991","11","-17"
"10070992","10","-17"
"10070993","9","-17"
"10070994","9","-18"
"10070996","9","-19"
"10070997","9","-20"
"10070998","9","-21"
"10070999","10","-21"
"10071000","11","-21"
"10071001","12","-21"
"10071002","13","-21"
"10071003","12","-16"
"10071004","12","-14"
"10071005","12","-15"
"10071006","12","-13"
"10071007","13","-13"
"10071008","14","-13"
"10071009","14","-12"
"10071010","14","-9"
"10071011","14","-11"
"10071012","14","-10"
"10071013","11","-13"
"10071014","10","-13"
"10071015","9","-13"
"10071016","9","-12"
"10071017","9","-9"
"10071018","9","-10"
"10071019","9","-11"
"10071020","10","-9"
"10071021","11","-9"
"10071022","12","-9"
"10071023","13","-9"
"10071024","12","-8"
"10071025","12","-7"
"10071038","12","-6"
"10071039","19","-6"
"10071040","12","-5"
"10071041","12","-4"
"10071042","11","-4"
"10071043","10","-4"
"10071044","9","-4"
"10071045","8","-4"
"10071046","7","-4"
"10071047","5","-4"
"10071048","6","-4"
"10071049","5","-5"
"10071051","5","-7"
"10071052","5","-6"
"10071053","5","-8"
"10071054","5","-9"
"10071055","5","-10"
"10071056","4","-10"
"10071057","3","-10"
"10071058","2","-10"
"10071059","1","-10"
"10071060","0","-10"
"10071061","-1","-10"
"10071062","-1","-11"
"10071063","-1","-12"
"10071090","0","-12"
"10071091","-1","-17"
"10071092","-1","-19"
"10071093","-1","-21"
"10071094","-3","-21"
"10071095","-2","-21"
"10071097","-2","-19"
"10071098","1","-12"
"10071099","1","-13"
"10071100","1","-15"
"10071101","0","-15"
"10071102","-2","-12"
"10071103","-2","-15"
"10071104","-1","-15"
"10071105","-3","-15"
"10071106","-3","-14"
"10071107","-3","-13"
"10071108","-3","-12"
"10071109","1","-14"
"10071110","-1","-16"
"10071111","-2","-17"
"10071112","-2","-18"
"10071113","0","-18"
"10071114","0","-17"
"10071115","0","-19"
"10071116","-8","5"
"10071117","-5","-2"
"10071118","-4","-2"
"10071119","-2","2"
"10071120","-2","1"
"10071121","-7","3"
"10071122","-6","3"
"10071123","-2","-1"
"10071124","-2","-2"
"10071125","-3","-2"
"10071126","-2","3"
"10071127","-8","3"
"10071128","-8","4"
"10071129","-2","0"
"10071130","-4","3"
"10071131","-5","3"
"10071132","-3","3"
"10071133","-7","-2"
"10071134","-1","-20"
"10080001","12","-23"
"10080002","12","-22"
"10080003","11","-22"
"10080004","10","-22"
"10080005","9","-22"
"10080006","8","-22"
"10080063","-7","-20"
"10080064","-8","-20"
"10080079","-11","-20"
"10080083","-14","-21"
"10080084","-14","-22"
"10080085","-15","-22"
"10080086","-16","-22"
"10080087","-17","-22"
"10080088","-18","-22"
"10080089","-18","-21"
"10080090","-18","-20"
"10080091","-17","-20"
"10080092","-16","-20"
"10080101","-17","-18"
"10080127","-22","-11"
"10080128","-22","-10"
"10080146","-22","-7"
