14cca31adaac927acfa1fb1dc8d3a185ca28abd272e9b5189248f8f90e820292,bb06f283f24e7993714cf6e6d322dcb4c2f167bfe95e4f712b4ef73e4e106682,82e44805b77b19590fec62e93b6c076cbb415f0196af63234248a7f4efc13bfc,5ef882a5f1cd86a1d49c4b8d4146ca0658a7dd7d8b6208bb70f1d251c907c756,e121de12cedac266de1e1ec54b2c6efd6d5898dc648e7b9cd20a175531886278,44a288ea76a723ef2e65baaa9a7da8a48371cf85d05c337729da51069921e170,2faa4e7443c7ba6e9f2f8aefaa9f03d18c3e717023902e6058aab883228b0c91,f4233f883887065058ebc3357fa8d29a161993fcfd3f4393b7bbe0921a7a1cbe,8040a2965db3c387da3616eab92bf68c4b0f76e0ae54fbb6128ed54a88e5254f,750edcd432bfcd1d0d21a39c1c7b174af708a7cd6282169818dd9d0fce16194d,6406a65dc706bbde2c570bf09bf8a69a4c554f0165a4be0190b88de1ee9368ba,f1a8c99631d07f083228244dc61a3e92e03e4e78078f9659b4618a02cdcc0199,895f2addce4c67a2e129a090cf29280a9f87af40baf620cf02157d9ac95c93c7,7d3f3fb78c5fa46aa41684a826d3c3cbfb164620cead61c4dbbd1c2ecd6e4222,70dafc950ca3f35b8464df0149392b2897a7c8fe669e30f1c42cac8a47d1b10c,3cb96ba2b9c4dc5b03acd5ba563a84fa6b13c73442c54c5ea107e99adeb5299b,e17e79883e310bcce1189352b3e2c50fbb42dfb5ec1edb9b2769dd66717c24c0,f5b6509cd6677326c59a11b8a15858ea7878c9c76a11c1142919661cea15ce08,b037f5e41cfd4ef8cc6caa27f697e72fa250f31a2281d6e9b56cec77fa0ab3d0,8920b370c7c67b602a75bb821d3e92fbd44d437c70c0d8c0d07895e2b2ffd025,ebce7bd5d4a339246df110d27a184f384b1a5714e470e38e950fdbc66560999f,ff56c8caacb220d753d7f3a61eae0e19a59a6d18e3c6325c9e3fb0dcb3da0732
"100","101021","1.1","0.8","1","bgm_M64","10380103","-30","-50","-15","1","101021","200","0","1","100","1038","3","0","-10","1.2","3"
"200","101021","1","0.9","1","bgm_M64","10380104","-30","190","0","1","101021","200","0","1","-70","1038","4","-30","0","1.3","4"
"200","101031","1.6","1.4","1","bgm_M55","10380105","-30","440","0","1","101031","220","0","1","0","1038","5","0","0","1.8","5"
"250","101041","0.7","0.6","1","bgm_M64","10390101","-30","-470","0","1","101041","210","10","1","-125","1039","1","0","-30","0.8","1"
"200","101041","0.7","0.65","1","bgm_M64","10390102","-30","-210","0","1","101041","200","10","1","-95","1039","2","0","0","1","2"
"100","101041","1","0.9","1","bgm_M64","10390103","-30","50","-15","1","101041","200","0","1","-120","1039","3","0","-10","1.3","3"
"100","101041","1.3","0.9","1","bgm_M64","10390104","-30","195","0","1","101041","200","0","1","35","1039","4","0","0","1.35","4"
"150","101042","1.35","1.1","1.3","bgm_M55","10390105","-30","450","0","1","101042","210","0","1","-55","1039","5","-50","0","1.8","5"
"250","101161","0.85","0.6","1","bgm_M64","10400101","-30","-480","0","1","101161","210","10","1","-120","1040","1","0","0","0.8","1"
"100","101161","1.1","0.75","1","bgm_M64","10400102","-30","-260","0","1","101161","240","0","1","-100","1040","2","0","0","1.2","2"
"100","101161","1","0.65","1","bgm_M64","10400103","-30","-10","-5","1","101161","200","5","1","65","1040","3","0","-10","1.1","3"
"150","101161","1","0.9","1","bgm_M64","10400104","-30","190","0","1","101161","200","0","1","-110","1040","4","43","0","1","4"
"270","101162","1","0.9","1.3","bgm_M55","10400105","-30","485","-40","1","101162","280","-10","1","-70","1040","5","-50","-45","1.15","5"
"120","101171","0.85","0.6","1","bgm_M64","10410101","-30","-480","0","1","101171","210","10","1","-120","1041","1","0","0","0.8","1"
"120","101171","1","0.75","1","bgm_M64","10410102","-30","-260","0","1","101171","200","10","1","-120","1041","2","0","0","1.2","2"
"150","101171","0.55","0.6","1","bgm_M64","10410103","-30","-10","-13","1.4","101171","200","0","1","0","1041","3","-50","-60","0.9","3"
"100","101171","1","0.9","1","bgm_M64","10410104","-30","190","0","1","101171","200","0","1","-110","1041","4","0","0","1.2","4"
"200","101172","1","1","1","bgm_M55","10410105","-30","475","-20","1","101172","250","10","1","-30","1041","5","-50","0","1.45","5"
"100","101191","0.7","0.6","1","bgm_M64","10420101","-30","-480","0","1","101191","210","10","1","-120","1042","1","0","-30","0.8","1"
"100","101191","1","0.8","1","bgm_M64","10420102","-30","-260","0","1","101191","200","10","1","-100","1042","2","0","0","1.2","2"
"100","101451","1","0.9","1","bgm_M64","10420103","-30","-10","-15","1","101191","200","0","1","65","1042","3","-30","-10","1.4","3"
"100","101191","1","0.65","1","bgm_M64","10420104","-30","190","0","1","101191","200","0","1","-110","1042","4","0","0","1.1","4"
"200","101192","1","1.1","1","bgm_M55","10420105","-30","485","0","1.2","101192","280","-10","1","-70","1042","5","-50","-45","1.3","5"
"100","101201","0.85","0.6","1","bgm_M64","10430101","-30","-480","0","1","101201","210","10","1","-120","1043","1","0","0","0.8","1"
"100","101201","1.1","0.75","1","bgm_M64","10430102","-30","-260","0","1","101201","240","10","1","-120","1043","2","0","0","1.2","2"
"100","101201","1","0.8","1","bgm_M64","10430103","-30","-10","-15","1","101201","200","0","1","65","1043","3","0","-10","1.1","3"
"100","101201","1","0.7","1","bgm_M64","10430104","-30","190","0","1","101201","200","0","1","-110","1043","4","43","0","1","4"
"100","101202","1","1","1","bgm_M55","10430105","-30","475","-20","1","101202","250","10","1","-30","1043","5","-50","-45","1.45","5"
"100","101291","0.85","0.6","1","bgm_M64","10440101","-30","-480","0","1","101291","210","10","1","-120","1044","1","0","0","0.8","1"
"100","101291","1.1","0.75","1","bgm_M64","10440102","-30","-260","0","1","101291","240","10","1","-120","1044","2","0","0","1.2","2"
"100","101291","2.2","1.55","1","bgm_M64","10440103","-30","-40","-15","1","101291","200","0","1","65","1044","3","0","-10","2.3","3"
"100","101291","1","1.1","1","bgm_M64","10440104","-30","150","0","1","101291","200","0","1","-110","1044","4","0","0","1.2","4"
"100","101292","1","1.1","1","bgm_M55","10440105","-30","490","-20","1","101292","230","30","1","-15","1044","5","15","30","1.45","5"
"100","101301","0.7","0.58","1","bgm_M64","10450101","-30","-480","0","1","101301","210","10","1","-120","1045","1","0","-30","0.8","1"
"100","101301","1","0.9","1","bgm_M64","10450102","-30","-260","0","1","101301","200","10","1","-120","1045","2","0","0","1.2","2"
"200","101301","1","0.93","1","bgm_M64","10450103","-30","-50","0","1","101301","200","-10","1","100","1045","3","-30","-10","1.4","3"
"100","101301","1","0.9","1","bgm_M64","10450104","-30","100","0","1","101301","200","0","1","-100","1045","4","15","0","1.3","4"
"100","101302","1.1","1","1","bgm_M55","10450105","-30","470","-20","1","101302","270","10","1","-55","1045","5","-15","-30","1.2","5"
"100","101161","0.85","0.575","1","bgm_M64","10460101","-30","-450","0","1","101441","210","10","1","-130","1046","1","0","0","0.8","1"
"200","101161","0.7","0.75","1","bgm_M64","10460102","-30","-250","0","1","101441","200","10","1","-120","1046","2","0","0","1","2"
"100","101161","1.1","0.8","1","bgm_M64","10460103","-30","-10","-15","1","101441","200","0","1","50","1046","3","0","-10","1.2","3"
"150","101161","1","0.8","1","bgm_M64","10460104","-30","210","0","1","101441","200","0","1","-100","1046","4","43","0","1","4"
"100","101162","1.1","0.95","1","bgm_M55","10460105","-30","470","-20","1","101442","230","10","1","-70","1046","5","-35","-30","1.2","5"
"100","101451","0.7","0.58","1","bgm_M64","10470101","-30","-450","0","1","101451","210","10","1","-130","1047","1","0","-30","0.8","1"
"100","101451","1","0.9","1","bgm_M64","10470102","-30","-250","0","1","101451","200","10","1","-120","1047","2","0","0","1.2","2"
"100","101451","1","0.9","1","bgm_M64","10470103","-30","-20","-15","1","101451","200","0","1","50","1047","3","-30","-10","1.4","3"
"100","101451","0.85","0.8","1","bgm_M64","10470104","-30","200","0","1","101451","200","0","1","-100","1047","4","0","0","1","4"
"100","101452","1.4","1.25","1","bgm_M55","10470105","-30","510","0","1.2","101452","290","0","1","-70","1047","5","-35","-50","1.55","5"
"100","101451","0.7","0.58","1","bgm_M64","10480101","-30","-450","0","1","101561","210","10","1","-130","1048","1","0","-30","0.8","1"
"100","101451","1.1","0.75","1","bgm_M64","10480102","-30","-240","0","1","101561","240","0","1","-120","1048","2","0","0","1.2","2"
"150","101451","0.55","0.6","1","bgm_M64","10480103","-30","-10","-13","1.4","101561","200","0","1","0","1048","3","-50","-60","0.9","3"
"100","101451","1","0.7","1","bgm_M64","10480104","-30","195","0","1","101561","200","0","1","-100","1048","4","20","0","1.1","4"
"400","101452","1.35","1.25","1","bgm_M55","10480105","-30","460","0","1.4","101562","290","0","1","-70","1048","5","-60","-50","1.55","5"
"100","101001","0.7","0.58","1","bgm_M64","10490101","-30","-480","0","1","101001","210","10","1","-120","1049","1","0","-30","0.8","1"
"100","101001","1.1","0.75","1","bgm_M64","10490102","-30","-270","0","1","101001","200","10","1","-120","1049","2","0","0","1.2","2"
"200","101001","1","0.9","1","bgm_M64","10490103","-30","-25","-15","1","101001","200","0","1","65","1049","3","-30","-10","1.4","3"
"150","101001","1","0.9","1","bgm_M64","10490104","-30","200","0","1","101001","200","0","1","-120","1049","4","-30","0","1.1","4"
"200","101011","1","1.2","1","bgm_M55","10490105","-30","480","0","1.2","101011","250","0","1","-40","1049","5","0","0","1.3","5"
"170","101021","0.9","0.575","1","bgm_M64","10500101","-30","-450","0","1","101021","210","10","1","-110","1050","1","-25","-30","1","1"
"100","101021","1.1","0.75","1","bgm_M64","10500102","-30","-240","0","1","101021","240","0","1","-120","1050","2","0","0","1.2","2"
"100","101021","0.8","0.6","1","bgm_M64","10500103","-30","-10","-5","1","101021","200","5","1","65","1050","3","0","-10","0.9","3"
"100","101021","1","0.65","1","bgm_M64","10500104","-30","190","0","1","101021","200","0","1","-110","1050","4","0","0","1.1","4"
"200","101031","1.6","1.4","1","bgm_M55","10500105","-30","440","0","1","101031","220","0","1","0","1050","5","0","0","1.8","5"
"100","101041","0.7","0.58","1","bgm_M64","10510101","-30","-450","0","1","101041","210","10","1","-130","1051","1","0","-30","0.8","1"
"200","101041","0.7","0.65","1","bgm_M64","10510102","-30","-250","0","1","101041","200","10","1","-120","1051","2","0","0","1","2"
"100","101041","1","0.75","1","bgm_M64","10510103","-30","-35","-15","1","101041","200","10","1","70","1051","3","-10","-10","1.3","3"
"100","101041","1","1","1","bgm_M64","10510104","-30","150","0","1","101041","200","0","1","-110","1051","4","0","0","1.4","4"
"150","101042","1.35","1.1","1.3","bgm_M55","10510105","-30","450","0","1","101042","210","0","1","-55","1051","5","-50","0","1.8","5"
"250","101161","0.7","0.6","1","bgm_M64","10520101","-30","-480","0","1","101161","210","10","1","-120","1052","1","0","-30","0.8","1"
"100","101161","1.1","0.75","1","bgm_M64","10520102","-30","-260","0","1","101161","240","0","1","-100","1052","2","0","0","1.2","2"
"100","101161","1","0.65","1","bgm_M64","10520103","-30","-10","-5","1","101161","200","5","1","65","1052","3","0","-10","1.1","3"
"100","101161","1","0.8","1","bgm_M64","10520104","-30","240","0","1","101161","200","0","1","-50","1052","4","-30","0","1.3","4"
"270","101162","1","0.9","1.3","bgm_M55","10520105","-30","485","-40","1","101162","280","-10","1","-70","1052","5","-50","-45","1.15","5"
"120","101171","0.85","0.5","1","bgm_M64","10530101","-30","-480","0","1","101171","210","10","1","-120","1053","1","0","0","0.8","1"
"100","101171","1.1","0.75","1","bgm_M64","10530102","-30","-270","0","1","101171","200","10","1","-120","1053","2","0","0","1.2","2"
"100","101171","2.2","1.55","1","bgm_M64","10530103","-30","-25","-15","1","101171","200","0","1","65","1053","3","0","-10","2.3","3"
"100","101171","1","0.9","1","bgm_M64","10530104","-30","200","0","1","101171","200","0","1","-100","1053","4","-30","0","1.5","4"
"200","101172","1","1","1","bgm_M55","10530105","-30","475","-20","1","101172","250","10","1","-30","1053","5","-50","0","1.45","5"
"170","101191","0.9","0.575","1","bgm_M64","10540101","-30","-450","0","1","101191","210","10","1","-110","1054","1","-25","-30","1","1"
"200","101191","0.7","0.65","1","bgm_M64","10540102","-30","-250","0","1","101191","200","10","1","-120","1054","2","0","0","1","2"
"100","101191","1.1","0.8","1","bgm_M64","10540103","-30","-10","-15","1","101191","200","0","1","50","1054","3","0","-10","1.2","3"
"200","101191","1","1","1","bgm_M64","10540104","-30","190","0","1","101191","200","0","1","-90","1054","4","0","0","1.5","4"
"200","101192","1","1.1","1","bgm_M55","10540105","-30","485","0","1.2","101192","280","-10","1","-70","1054","5","-50","-45","1.3","5"
"120","101201","0.85","0.5","1","bgm_M64","10550101","-30","-480","0","1","101201","210","10","1","-120","1055","1","0","0","0.8","1"
"250","101201","1","0.7","1","bgm_M64","10550102","-30","-250","0","1","101201","240","0","1","-120","1055","2","-30","-30","1","2"
"100","101201","1","0.8","1","bgm_M64","10550103","-30","-10","-15","1","101201","200","0","1","65","1055","3","0","-10","1.1","3"
"100","101201","1","0.7","1","bgm_M64","10550104","-30","190","0","1","101201","200","0","1","-110","1055","4","43","0","1","4"
"100","101202","1","1","1","bgm_M55","10550105","-30","475","-20","1","101202","250","10","1","-30","1055","5","-50","-45","1.45","5"
"250","101291","0.7","0.6","1","bgm_M64","10560101","-30","-480","0","1","101291","210","10","1","-120","1056","1","0","-30","0.8","1"
"100","101291","1.1","0.75","1","bgm_M64","10560102","-30","-260","0","1","101291","240","0","1","-100","1056","2","0","0","1.2","2"
"100","101291","1","0.9","1","bgm_M64","10560103","-30","-35","-15","1","101291","200","0","1","50","1056","3","-30","-10","1.4","3"
"150","101291","1","0.9","1","bgm_M64","10560104","-30","190","0","1","101291","200","0","1","-120","1056","4","-30","0","1.1","4"
"100","101292","1","1.1","1","bgm_M55","10560105","-30","490","-20","1","101292","230","30","1","-15","1056","5","15","30","1.45","5"
"170","101301","0.9","0.575","1","bgm_M64","10570101","-30","-450","0","1","101301","210","10","1","-110","1057","1","-25","-30","1","1"
"100","101301","1.1","0.75","1","bgm_M64","10570102","-30","-270","0","1","101301","200","10","1","-120","1057","2","0","0","1.2","2"
"200","101301","1","0.93","1","bgm_M64","10570103","-30","-50","0","1","101301","200","-10","1","100","1057","3","-30","-10","1.4","3"
"100","101301","1","0.9","1","bgm_M64","10570104","-30","190","0","1","101301","200","0","1","-110","1057","4","0","0","1.2","4"
"100","101302","1.1","1","1","bgm_M55","10570105","-30","470","-20","1","101302","270","10","1","-55","1057","5","-15","-30","1.2","5"
"250","101441","0.7","0.6","1","bgm_M64","10580101","-30","-480","0","1","101441","210","10","1","-120","1058","1","0","-30","0.8","1"
"250","101441","1","0.7","1","bgm_M64","10580102","-30","-250","0","1","101441","240","0","1","-120","1058","2","-30","-30","1","2"
"100","101441","1","0.75","1","bgm_M64","10580103","-30","-5","-15","1","101441","200","10","1","70","1058","3","-10","-10","1.3","3"
"100","101441","1","0.8","1","bgm_M64","10580104","-30","210","0","1","101441","200","10","1","-100","1058","4","20","0","1.1","4"
"100","101442","1.1","0.95","1","bgm_M55","10580105","-30","470","-20","1","101442","230","10","1","-70","1058","5","-35","-30","1.2","5"
"170","101451","0.9","0.575","1","bgm_M64","10590101","-30","-450","0","1","101451","210","10","1","-110","1059","1","-25","-30","1","1"
"200","101451","0.7","0.65","1","bgm_M64","10590102","-30","-250","0","1","101451","200","10","1","-120","1059","2","0","0","1","2"
"150","101451","0.55","0.6","1","bgm_M64","10590103","-30","-10","-13","1.4","101451","200","0","1","0","1059","3","-50","-60","0.9","3"
"100","101451","0.7","0.7","1","bgm_M64","10590104","-30","200","0","1","101451","200","0","1","-120","1059","4","0","0","1","4"
"100","101452","1.4","1.25","1","bgm_M55","10590105","-30","510","0","1.2","101452","290","0","1","-70","1059","5","-35","-50","1.55","5"
"120","101561","0.85","0.5","1","bgm_M64","10600101","-30","-480","0","1","101561","210","10","1","-120","1060","1","0","0","0.8","1"
"100","101561","1.1","0.75","1","bgm_M64","10600102","-30","-270","0","1","101561","200","10","1","-120","1060","2","0","0","1.2","2"
"200","101561","1","0.9","1","bgm_M64","10600103","-30","-25","-15","1","101561","200","0","1","65","1060","3","-30","-10","1.4","3"
"100","101561","1","0.65","1","bgm_M64","10600104","-30","190","0","1","101561","200","0","1","-110","1060","4","0","0","1.1","4"
"400","101562","1.35","1.25","1","bgm_M55","10600105","-30","460","0","1.4","101562","290","0","1","-70","1060","5","-60","-50","1.55","5"
"250","101001","0.7","0.6","1","bgm_M64","10610101","-30","-480","0","1","101001","210","10","1","-120","1061","1","0","-30","0.8","1"
"100","101001","1.1","0.75","1","bgm_M64","10610102","-30","-260","0","1","101001","240","0","1","-100","1061","2","0","0","1.2","2"
"100","101001","1","1","1","bgm_M64","10610103","-30","-10","-15","1","101001","200","0","1","65","1061","3","-30","-10","1.4","3"
"100","101001","1","1","1","bgm_M64","10610104","-30","200","0","1","101001","200","0","1","-110","1061","4","0","0","1.4","4"
"200","101011","1","1.2","1","bgm_M55","10610105","-30","480","0","1.2","101011","250","0","1","-40","1061","5","0","0","1.3","5"
"120","101021","0.85","0.5","1","bgm_M64","10630101","-30","-480","0","1","101021","210","10","1","-120","1063","1","0","0","0.8","1"
"250","101021","1","0.7","1","bgm_M64","10630102","-30","-250","0","1","101021","240","0","1","-120","1063","2","-30","-30","1","2"
"100","101021","1","0.9","1","bgm_M64","10630103","-30","-10","0","1","101021","200","0","1","70","1063","3","0","0","1.3","3"
"100","101021","1","0.8","1","bgm_M64","10630104","-30","240","0","1","101021","200","0","1","-70","1063","4","-30","0","1.2","4"
"200","101031","1.6","1.4","1","bgm_M55","10630105","-30","470","0","1","101031","220","0","1","0","1063","5","0","0","1.8","5"
"170","101041","0.9","0.575","1","bgm_M64","10640101","-30","-450","0","1","101041","210","10","1","-110","1064","1","-25","-30","1","1"
"200","101041","0.7","0.65","1","bgm_M64","10640102","-30","-250","0","1","101041","200","10","1","-120","1064","2","0","0","1","2"
"100","101041","1","0.8","1","bgm_M64","10640103","-30","-10","-15","1","101041","200","0","1","65","1064","3","0","-10","1.1","3"
"100","101041","1","0.9","1","bgm_M64","10640104","-30","200","0","1","101041","200","0","1","-100","1064","4","-30","0","1.5","4"
"150","101042","1.35","1.1","1.3","bgm_M55","10640105","-30","450","0","1","101042","210","0","1","-55","1064","5","-50","0","1.8","5"
"250","101161","0.7","0.6","1","bgm_M64","10650101","-30","-480","0","1","101161","210","10","1","-120","1065","1","0","-30","0.8","1"
"100","101161","1.1","0.75","1","bgm_M64","10650102","-30","-260","0","1","101161","240","0","1","-100","1065","2","0","0","1.2","2"
"100","101161","1","0.65","1","bgm_M64","10650103","-30","-10","-5","1","101161","200","5","1","65","1065","3","0","-10","1.1","3"
"100","101161","0.85","0.8","1","bgm_M64","10650104","-30","200","0","1","101161","200","0","1","-100","1065","4","0","0","1","4"
"270","101162","1","0.9","1.3","bgm_M55","10650105","-30","485","-40","1","101162","280","-10","1","-70","1065","5","-50","-45","1.15","5"
"120","101171","0.85","0.5","1","bgm_M64","10660101","-30","-480","0","1","101171","210","10","1","-120","1066","1","0","0","0.8","1"
"250","101171","1","0.7","1","bgm_M64","10660102","-30","-250","0","1","101171","240","0","1","-120","1066","2","-30","-30","1","2"
"100","101171","1.1","0.8","1","bgm_M64","10660103","-30","0","-10","1","101171","200","0","1","65","1066","3","0","-10","1.15","3"
"100","101171","1.3","0.9","1","bgm_M64","10660104","-30","230","0","1","101171","200","0","1","5","1066","4","0","-10","1.35","4"
"200","101172","1","1","1","bgm_M55","10660105","-30","475","-20","1","101172","250","10","1","-30","1066","5","-50","0","1.45","5"
"250","101191","0.7","0.6","1","bgm_M64","10670101","-30","-480","0","1","101191","210","10","1","-50","1067","1","0","-30","0.8","1"
"100","101191","1.1","0.75","1","bgm_M64","10670102","-30","-270","0","1","101191","200","10","1","-120","1067","2","0","0","1.2","2"
"100","101191","1","0.9","1","bgm_M64","10670103","-30","-20","-15","1","101191","200","0","1","50","1067","3","-30","-10","1.4","3"
"200","101191","1","1","1","bgm_M64","10670104","-30","200","0","1","101191","200","0","1","-90","1067","4","0","0","1.5","4"
"200","101192","1","1.1","1","bgm_M55","10670105","-30","485","0","1.2","101192","280","-10","1","-70","1067","5","-50","-45","1.3","5"
"100","101201","1.1","0.8","1","bgm_M64","10680101","-30","-470","0","1","101201","210","10","1","0","1068","1","20","0","1.45","1"
"200","101201","0.7","0.65","1","bgm_M64","10680102","-30","-250","0","1","101201","200","10","1","-120","1068","2","0","0","1","2"
"100","101201","1","0.75","1","bgm_M64","10680103","-30","-5","-15","1","101201","200","10","1","70","1068","3","-10","-10","1.3","3"
"100","101201","1","0.7","1","bgm_M64","10680104","-30","190","0","1","101201","200","0","1","-110","1068","4","43","0","1","4"
"100","101202","1","1","1","bgm_M55","10680105","-30","475","-20","1","101202","250","10","1","-30","1068","5","-50","-45","1.45","5"
"170","101291","0.9","0.575","1","bgm_M64","10690101","-30","-450","0","1","101291","210","10","1","-110","1069","1","-25","-30","1","1"
"100","101291","1.1","0.75","1","bgm_M64","10690102","-30","-225","0","1","101291","240","0","1","-25","1069","2","0","0","1.2","2"
"100","101291","2.2","1.55","1","bgm_M64","10690103","-30","0","-15","1","101291","200","0","1","65","1069","3","0","-10","2.3","3"
"100","101291","1","0.65","1","bgm_M64","10690104","-30","190","0","1","101291","200","0","1","-110","1069","4","0","0","1.1","4"
"100","101292","1","1.1","1","bgm_M55","10690105","-30","490","-20","1","101292","230","30","1","-15","1069","5","15","30","1.45","5"
"250","101301","0.7","0.6","1","bgm_M64","10700101","-30","-480","0","1","101301","210","10","1","-50","1070","1","0","-30","0.8","1"
"200","101301","0.7","0.65","1","bgm_M64","10700102","-30","-250","0","1","101301","200","10","1","-120","1070","2","0","0","1","2"
"200","101301","1","0.93","1","bgm_M64","10700103","-30","-50","0","1","101301","200","-10","1","100","1070","3","-30","-10","1.4","3"
"150","101301","1","0.9","1","bgm_M64","10700104","-30","190","0","1","101301","200","0","1","-120","1070","4","-30","0","1.1","4"
"100","101302","1.1","1","1","bgm_M55","10700105","-30","470","-20","1","101302","270","10","1","-55","1070","5","-15","-30","1.2","5"
"100","101441","1.1","0.8","1","bgm_M64","10710101","-30","-470","0","1","101441","210","10","1","0","1071","1","20","0","1.45","1"
"250","101441","1","0.7","1","bgm_M64","10710102","-30","-250","0","1","101441","240","0","1","-120","1071","2","-30","-30","1","2"
"100","101441","1","0.8","1","bgm_M64","10710103","-30","-10","-15","1","101441","200","0","1","65","1071","3","0","-10","1.1","3"
"100","101441","0.7","0.7","1","bgm_M64","10710104","-30","200","0","1","101441","200","0","1","-120","1071","4","0","0","1","4"
"100","101442","1.1","0.95","1","bgm_M55","10710105","-30","470","-20","1","101442","230","10","1","-70","1071","5","-35","-30","1.2","5"
"170","101451","0.9","0.575","1","bgm_M64","10720101","-30","-450","0","1","101451","210","10","1","-110","1072","1","-25","-30","1","1"
"100","101451","1.1","0.75","1","bgm_M64","10720102","-30","-225","0","1","101451","240","0","1","-25","1072","2","0","0","1.2","2"
"100","101451","1","1","1","bgm_M64","10720103","-30","-10","-15","1","101451","200","0","1","65","1072","3","-30","-10","1.4","3"
"100","101451","1","0.8","1","bgm_M64","10720104","-30","210","0","1","101451","200","10","1","-100","1072","4","20","0","1.1","4"
"100","101452","1.4","1.25","1","bgm_M55","10720105","-30","510","0","1.2","101452","290","0","1","-70","1072","5","-35","-50","1.55","5"
"170","101561","0.9","0.575","1","bgm_M64","10730101","-30","-450","0","1","101561","210","10","1","0","1073","1","-25","-30","1","1"
"100","101561","1.1","0.75","1","bgm_M64","10730102","-30","-270","0","1","101561","200","10","1","-120","1073","2","0","0","1.2","2"
"100","101561","1","0.65","1","bgm_M64","10730103","-30","-10","-5","1","101561","200","5","1","65","1073","3","0","-10","1.1","3"
"100","101561","1","1","1","bgm_M64","10730104","-30","200","0","1","101561","200","0","1","-110","1073","4","0","0","1.4","4"
"400","101562","1.35","1.25","1","bgm_M55","10730105","-30","460","0","1.4","101562","290","0","1","-70","1073","5","-60","-50","1.55","5"
"250","101001","0.7","0.6","1","bgm_M64","10740101","-30","-480","0","1","101001","210","10","1","-50","1074","1","0","-30","0.8","1"
"200","101001","1.1","0.9","1","bgm_M64","10740102","-30","-260","0","1","101001","240","0","1","-110","1074","2","10","10","1.35","2"
"100","101001","1","0.75","1","bgm_M64","10740103","-30","-5","-15","1","101001","200","10","1","70","1074","3","-10","-10","1.15","3"
"100","101001","1","0.9","1","bgm_M64","10740104","-30","190","0","1","101001","200","0","1","-110","1074","4","0","0","1.2","4"
"200","101011","1","1.2","1","bgm_M55","10740105","-30","480","0","1.2","101011","250","0","1","-40","1074","5","0","0","1.3","5"
"100","101021","1.1","0.8","1","bgm_M64","10750101","-30","-470","0","1","101021","210","10","1","0","1075","1","20","0","1.45","1"
"200","101021","0.7","0.65","1","bgm_M64","10750102","-30","-250","0","1","101021","200","10","1","-120","1075","2","0","0","1","2"
"150","101021","0.55","0.6","1","bgm_M64","10750103","-30","-10","-13","1.4","101021","200","0","1","0","1075","3","-50","-60","0.9","3"
"100","101021","1","0.9","1","bgm_M64","10750104","-30","200","0","1","101021","200","0","1","-100","1075","4","-30","0","1.5","4"
"200","101031","1.6","1.4","1","bgm_M55","10750105","-30","470","0","1","101031","220","0","1","0","1075","5","0","0","1.8","5"
"170","101041","0.9","0.575","1","bgm_M64","10760101","-30","-480","0","1","101041","210","10","1","-110","1076","1","-25","-30","1","1"
"250","101041","1","0.7","1","bgm_M64","10760102","-30","-230","0","1","101041","240","0","1","-20","1076","2","-30","-30","1","2"
"100","101041","1","0.9","1","bgm_M64","10760103","-30","15","-15","1","101041","200","0","1","-120","1076","3","-30","-10","1.4","3"
"300","101041","1","0.8","1","bgm_M64","10760104","-30","200","0","1","101041","200","0","1","40","1076","4","-60","-50","1.3","4"
"150","101042","1.35","1.1","1.3","bgm_M55","10760105","-30","450","0","1","101042","210","0","1","-55","1076","5","-50","0","1.8","5"
"250","101161","0.7","0.6","1","bgm_M64","10770101","-30","-480","0","1","101161","210","10","1","-50","1077","1","0","-30","0.8","1"
"100","101161","1.1","0.75","1","bgm_M64","10770102","-30","-270","0","1","101161","200","10","1","-120","1077","2","0","0","1.2","2"
"100","101161","1","0.9","1","bgm_M64","10770103","-30","-10","0","1","101161","200","0","1","70","1077","3","0","0","1.3","3"
"200","101161","1","1","1","bgm_M64","10770104","-30","200","0","1","101161","200","0","1","-90","1077","4","0","0","1.5","4"
"270","101162","1","0.9","1.3","bgm_M55","10770105","-30","485","-40","1","101162","280","-10","1","-70","1077","5","-50","-45","1.15","5"
"170","101171","0.9","0.575","1","bgm_M64","10780101","-30","-450","0","1","101171","210","10","1","-90","1078","1","-25","-30","1","1"
"100","101171","1.1","0.75","1","bgm_M64","10780102","-30","-225","0","1","101171","240","0","1","20","1078","2","0","0","1.2","2"
"100","101171","1.1","0.8","1","bgm_M64","10780103","-30","0","-10","1","101171","200","0","1","-65","1078","3","0","-10","1.15","3"
"100","101171","0.9","0.65","1","bgm_M64","10780104","-30","230","0","1","101171","200","0","1","0","1078","4","0","-10","1","4"
"200","101172","1","1","1","bgm_M55","10780105","-30","475","-20","1","101172","250","10","1","-30","1078","5","-50","0","1.45","5"
"250","101191","0.7","0.6","1","bgm_M64","10790101","-30","-480","0","1","101191","210","10","1","-50","1079","1","0","-30","0.8","1"
"200","101191","1.1","0.9","1","bgm_M64","10790102","-30","-260","0","1","101191","240","0","1","-110","1079","2","10","10","1.35","2"
"100","101191","1","0.8","1","bgm_M64","10790103","-30","-10","-15","1","101191","200","0","1","65","1079","3","0","-10","1.1","3"
"100","101191","1.3","0.9","1","bgm_M64","10790104","-30","230","0","1","101191","200","0","1","5","1079","4","0","-10","1.35","4"
