7eaa81149c2b7f87b4e261f8b4ca1d6b3755e636e83eca06e374def37a5a162c,0dbee9d294b348b10b1a798518f9402b3286b6ddafefdcf2decb5145010bb92f,a0451eed5b4f63c4d6e150243f29ec61710d67a42fbce64bf988495b5df712b9,0f22b2b88bbd56ba0596decf8bd1a20030a1987593bff091548fd28bf6364b5f,c96f6261188e3d05111095dad9ec17a79f23ea4125f2cd84732df71c2b9ce3a2,8db7632423c9421aa5a62e52b91938d6fd063a78081d51c72aacc7cb08ca1c82,f9e54be707aa7912602b9d208cc1596f413b60200dff136c8190bf8023a91213,8201f16995cf4b959afa6b672c40f52d2ad2180dac6d06ae48cfcd72ff16adfc
"104013","10","105071","104552","106101","104284","104554","104074"
"104014","11","105072","104554","106101","105341","105551","105071"
"105011","12","105073","105551","106101","105282","105552","105072"
"105012","13","105074","105552","106101","105343","105553","105073"
"105013","14","105075","105553","106101","105284","105554","105074"
"105014","15","105076","105554","106101","105285","105555","105075"
"105015","16","105077","105555","106101","105286","105556","105076"
"105016","17","106071","105556","106101","105287","105557","105077"
"105017","18","106072","105557","106101","106341","106551","106071"
"106011","19","106073","106551","106101","106342","106552","106072"
"106012","20","107071","106552","106101","106283","106553","106073"
"106013","21","107072","106553","106101","107491","107551","107071"
"107011","22","107073","107551","106101","107492","107552","107072"
"107012","23","108071","107552","106101","107493","107553","107073"
"107013","24","108072","107553","106101","108401","108551","108071"
"108011","25","108073","108551","106101","108492","108552","108072"
"108012","26","108074","108552","106101","108403","108553","108073"
"108013","27","109071","108553","106101","108494","108554","108074"
"108014","28","109072","108554","106101","109341","109551","109071"
"109011","29","109073","109551","106101","109432","109552","109072"
"109012","30","109074","109552","106101","109493","109553","109073"
"109013","31","10007032","109553","106101","109434","109554","109074"
"109014","32","10007033","109554","106101","10034032","10055032","10007032"
"10001032","33","10007034","10055032","106101","10043033","10055033","10007033"
"10001033","34","10007035","10055033","106101","10034034","10055034","10007034"
"10001034","35","10007036","10055034","106101","10043035","10055035","10007035"
"10001035","36","10007037","10055035","106101","10034036","10055036","10007036"
"10001036","37","10007038","10055036","106101","10034037","10055037","10007037"
"10001037","38","999999","10055037","106101","999999","10055038","10007038"
"101551","1","101131","101551","106301","101281","101131","101131"
"102551","2","102131","101551","106301","102341","101131","102071"
"102552","3","103071","102551","106301","102342","102071","102131"
"103431","4","103131","102552","106301","103341","102131","103071"
"103342","5","103132","103551","106301","103342","103071","103131"
"103432","6","104131","103552","106301","103343","103131","103132"
"103553","7","104132","103582","106301","104341","103132","104131"
"104131","8","104133","103553","106301","104342","104551","104132"
"104132","9","104134","104551","106301","104343","104552","104133"
"104133","10","105131","104552","106301","104433","104554","104134"
"104134","11","105132","104553","106301","105341","105551","105131"
"105131","12","105133","105551","106301","105282","105552","105132"
"105132","13","105134","105552","106301","105343","105553","105133"
"105133","14","105135","105553","106301","105344","105554","105134"
"105134","15","105136","105554","106301","105345","105555","105135"
"105135","16","105137","105555","106301","105286","105556","105136"
"105136","17","106131","105556","106301","105287","105557","105137"
"105137","18","106132","105557","106301","106341","106551","106131"
"106131","19","106133","106551","106301","106282","106552","106132"
"106132","20","107131","106552","106301","106343","106553","106133"
"106133","21","107132","106553","106301","107491","107551","107131"
"107131","22","107133","107551","106301","107492","107552","107132"
"107132","23","108131","107552","106301","107343","107553","107133"
"107133","24","108132","107553","106301","108431","108551","108131"
"108131","25","108133","108551","106301","108342","108552","108132"
"108132","26","108134","108552","106301","108343","108553","108133"
"108133","27","109131","108553","106301","108434","108554","108134"
"108134","28","109132","108554","106301","109341","109551","109131"
"109131","29","109133","109551","106301","109432","109552","109132"
"109132","30","109134","109552","106301","109493","109553","109133"
"109133","31","10013032","109553","106301","109494","109554","109134"
"109134","32","10013033","109554","106301","10034032","10055032","10013032"
"10013032","33","10013034","10055032","106301","10043033","10055033","10013033"
"10013033","34","10013035","10055033","106301","10034034","10055034","10013034"
"10013034","35","10013036","10055034","106301","10043035","10055035","10013035"
"10013035","36","10013037","10055035","106301","10034036","10055036","10013036"
"10013036","37","10013038","10055036","106301","10034037","10055037","10013037"
"10013037","38","999999","10055037","106301","999999","10055038","10013038"
"101401","1","101011","101551","106401","101281","101011","101011"
"102493","2","102013","101551","106401","102281","101551","102011"
"102401","3","103011","102551","106401","102282","102011","102013"
"103431","4","103012","102552","106401","103281","102552","103011"
"103401","5","103013","103551","106401","103282","103071","103012"
"103401","6","104011","103552","106401","103283","103552","103013"
"103553","7","104012","103552","106401","104281","103013","104011"
"104011","8","104013","103553","106401","104282","104551","104012"
"104012","9","104014","104551","106401","104402","104552","104013"
"104013","10","105011","104552","106401","104284","104554","104014"
"104014","11","105012","104553","106401","105281","105551","105011"
"105011","12","105013","105551","106401","105282","105552","105012"
"105012","13","105014","105552","106401","105343","105553","105013"
"105013","14","105015","105553","106401","105284","105554","105014"
"105014","15","105016","105554","106401","105285","105555","105015"
"105015","16","105017","105555","106401","105286","105556","105016"
"105016","17","106011","105556","106401","105287","105557","105017"
"105017","18","106012","105557","106401","106281","106551","106011"
"106011","19","106013","106551","106401","106282","106552","106012"
"106012","20","107011","106552","106401","106283","106553","106013"
"106013","21","107012","106553","106401","107281","107551","107011"
"107011","22","107013","107551","106401","107492","107552","107012"
"107012","23","108011","107552","106401","107493","107553","107013"
"107013","24","108012","107553","106401","108431","108551","108011"
"108011","25","108013","108551","106401","108492","108552","108012"
"108012","26","108014","108552","106401","108343","108553","108013"
"108013","27","109011","108553","106401","108494","108554","108014"
"108014","28","109012","108554","106401","109341","109551","109011"
"109011","29","109013","109551","106401","109432","109552","109012"
"109012","30","109014","109552","106401","109493","109553","109013"
"109013","31","10001032","109553","106401","109434","109554","109014"
"109014","32","10001033","109554","106401","10034032","10055032","10001032"
"10001032","33","10001034","10055032","106401","10043033","10055033","10001033"
"10001033","34","10001035","10055033","106401","10034034","10055034","10001034"
"10001034","35","10001036","10055034","106401","10043035","10055035","10001035"
"10001035","36","10001037","10055035","106401","10034036","10055036","10001036"
"10001036","37","10001038","10055036","106401","10034037","10055037","10001037"
"10001037","38","999999","10055037","106401","999999","10055038","10001038"
"101431","1","101101","101551","106501","101281","101071","101071"
"102431","2","102101","101551","106501","102341","101551","102071"
"102432","3","103071","102551","106501","102342","102551","102101"
"103431","4","103101","102552","106501","103341","102552","103071"
"103432","5","103072","103551","106501","103342","103551","103101"
"103432","6","104101","103582","106501","103343","103342","103072"
"103553","7","104102","103552","106501","104341","103072","104101"
"104101","8","104103","103553","106501","104342","104551","104102"
"104102","9","104104","104551","106501","104343","104552","104103"
"104103","10","105101","104552","106501","104344","104554","104104"
"104104","11","105102","104553","106501","105341","105551","105101"
"105101","12","105103","105551","106501","105282","105552","105102"
"105102","13","105104","105552","106501","105343","105553","105103"
"105103","14","105105","105553","106501","105344","105554","105104"
"105104","15","105106","105554","106501","105285","105555","105105"
"105105","16","105107","105555","106501","105286","105556","105106"
"105106","17","106101","105556","106501","105287","105557","105107"
"105107","18","106102","105557","106501","106281","106551","106101"
"106101","19","106103","106551","106501","106282","106552","106102"
"106102","20","107101","106552","106501","106283","106553","106103"
"106103","21","107102","106553","106501","107341","107551","107101"
"107101","22","107103","107551","106501","107492","107552","107102"
"107102","23","108101","107552","106501","107493","107553","107103"
"107103","24","108102","107553","106501","108431","108551","108101"
"108101","25","108103","108551","106501","108342","108552","108102"
"108102","26","108104","108552","106501","108343","108553","108103"
"108103","27","109101","108553","106501","108434","108554","108104"
"108104","28","109102","108554","106501","109341","109551","109101"
"109101","29","109103","109551","106501","109432","109552","109102"
"109102","30","109104","109552","106501","109493","109553","109103"
"109103","31","10010032","109553","106501","109494","109554","109104"
"109104","32","10010033","109554","106501","10034032","10055032","10010032"
"10010032","33","10010034","10055032","106501","10043033","10055033","10010033"
"10010033","34","10010035","10055033","106501","10034034","10055034","10010034"
"10010034","35","10010036","10055034","106501","10043035","10055035","10010035"
"10010035","36","10010037","10055035","106501","10034036","10055036","10010036"
"10010036","37","10010038","10055036","106501","10034037","10055037","10010037"
"10010037","38","999999","10055037","106501","999999","10055038","10010038"
"101401","1","101191","101581","106601","101281","101551","101161"
"102493","2","102192","101551","106601","102311","101551","102162"
"102401","3","103191","102551","106601","102282","102191","102163"
"103581","4","103192","102552","106601","103311","102552","103161"
"103401","5","103193","103551","106601","103282","103191","103162"
"103401","6","104191","103552","106601","103283","103552","103193"
"103553","7","104192","103582","106601","104311","103193","104161"
"104401","8","104193","103553","106601","104282","104551","104162"
"104282","9","104194","104551","106601","104402","104552","104163"
"104283","10","105191","104552","106601","104433","104583","104164"
"104284","11","105192","104554","106601","105401","105551","105161"
"105281","12","105193","105551","106601","105431","105552","105162"
"105282","13","105194","105552","106601","105283","105553","105163"
"105283","14","105195","105553","106601","105284","105554","105164"
"105284","15","105196","105554","106601","105402","105555","105165"
"105402","16","105197","105555","106601","105346","105556","105166"
"105346","17","106191","105556","106601","105403","105557","105167"
"105403","18","106192","105557","106601","106401","106551","106161"
"106401","19","106193","106551","106601","106431","106552","106162"
"106431","20","107191","106552","106601","106491","106553","106163"
"106491","21","107192","106553","106601","107281","107551","107161"
"107281","22","107193","107551","106601","107282","107552","107162"
"107282","23","108191","107552","106601","107283","107553","107163"
"107283","24","108192","107553","106601","108431","108551","108161"
"108431","25","108193","108551","106601","108312","108552","108162"
"108312","26","108194","108552","106601","108313","108553","108163"
"108313","27","109191","108553","106601","108314","108554","108164"
"108314","28","109192","108554","106601","109401","109551","109161"
"109401","29","109193","109551","106601","109402","109552","109162"
"109402","30","109194","109552","106601","109343","109553","109163"
"109343","31","10019032","109553","106601","109434","109554","109164"
"109434","32","10019033","109554","106601","10034032","10055032","10016032"
"10034032","33","10019034","10055032","106601","10040033","10055033","10016033"
"10040033","34","10019035","10055033","106601","10034034","10055034","10016034"
"10034034","35","10019036","10055034","106601","10040035","10055035","10016035"
"10040035","36","10019037","10055035","106601","10040036","10055036","10019036"
"10040036","37","10019038","10055036","106601","10034037","10055037","10019037"
"10034037","38","999999","10055037","106601","999999","10055038","10019038"
"101521","1","101251","101611","106701","101371","101611","101251"
"102461","2","102222","101611","106701","102371","101611","102221"
"102521","3","103221","102611","106701","102372","102611","102222"
"103521","4","103252","102613","106701","103521","102613","103221"
"103522","5","103222","103611","106701","103371","103611","103252"
"103522","6","104221","103613","106701","103372","103371","103222"
"103614","7","104222","103613","106701","104371","103614","104221"
"104461","8","104223","103614","106701","104522","104611","104222"
"104522","9","104224","104611","106701","104462","104612","104223"
"104523","10","105221","104612","106701","104463","104613","104224"
"104463","11","105222","104613","106701","105521","105611","105221"
"105521","12","105223","105611","106701","105372","105612","105222"
"105522","13","105224","105612","106701","105373","105613","105223"
"105462","14","105225","105613","106701","105523","105614","105224"
"105523","15","105226","105614","106701","105375","105615","105225"
"105375","16","105227","105615","106701","105376","105616","105226"
"105376","17","106221","105616","106701","105377","105617","105227"
"105377","18","106222","105617","106701","106371","106611","106221"
"106371","19","106223","106611","106701","106372","106612","106222"
"106521","20","107221","106612","106701","106373","106613","106223"
"106373","21","107222","106613","106701","107371","107611","107221"
"107371","22","107223","107611","106701","107372","107612","107222"
"107372","23","108221","107612","106701","107373","107613","107223"
"107373","24","108222","107613","106701","108521","108611","108221"
"108521","25","108223","108611","106701","108462","108612","108222"
"108462","26","108224","108612","106701","108523","108613","108223"
"108523","27","109221","108613","106701","108524","108614","108224"
"108524","28","109222","108614","106701","109461","109611","109221"
"109461","29","109223","109611","106701","109522","109612","109222"
"109522","30","109224","109612","106701","109463","109613","109223"
"109463","31","10022032","109613","106701","109524","109614","109224"
"109524","32","10022033","109614","106701","10046032","10061032","10022032"
"10046032","33","10022034","10061032","106701","10046033","10061033","10022033"
"10046033","34","10022035","10061033","106701","10052034","10061034","10022034"
"10052034","35","10022036","10061034","106701","10052035","10061035","10022035"
"10052035","36","10022037","10061035","106701","10046036","10061036","10022036"
"10046036","37","10022038","10061036","106701","10046037","10061037","10022037"
"10046037","38","999999","10061037","106701","999999","10061038","10022038"
"101401","1","101011","101581","106801","101281","101071","101011"
"102493","2","102014","101551","106801","102311","101071","102011"
"102401","3","103011","102551","106801","102282","102071","102014"
"103581","4","103012","102552","106801","103311","102582","103011"
"103401","5","103013","103551","106801","103282","103071","103012"
"103401","6","104011","103552","106801","103283","103552","103013"
"103553","7","104012","103582","106801","104311","103072","104011"
"104401","8","104013","103553","106801","104312","104551","104012"
"104432","9","104014","104551","106801","104402","104552","104013"
"104402","10","105011","104552","106801","104284","104553","104014"
"104284","11","105012","104553","106801","105281","105551","105011"
"105281","12","105013","105551","106801","105342","105552","105012"
"105282","13","105014","105552","106801","105283","105553","105013"
"105283","14","105015","105553","106801","105284","105554","105014"
"105284","15","105016","105554","106801","105315","105555","105015"
"105315","16","105017","105555","106801","105316","105556","105016"
"105316","17","106011","105556","106801","105317","105557","105017"
"105317","18","106012","105557","106801","106311","106551","106011"
"106311","19","106013","106551","106801","106312","106552","106012"
"106312","20","107011","106552","106801","106313","106553","106013"
"106313","21","107012","106553","106801","107311","107551","107011"
"107311","22","107013","107551","106801","107342","107552","107012"
"107342","23","108011","107552","106801","107343","107553","107013"
"107343","24","108012","107553","106801","108431","108551","108011"
"108431","25","108013","108551","106801","108492","108552","108012"
"108492","26","108014","108552","106801","108343","108553","108013"
"108343","27","109011","108553","106801","108494","108554","108014"
"108494","28","109012","108554","106801","109401","109551","109011"
"109401","29","109013","109551","106801","109402","109552","109012"
"109402","30","109014","109552","106801","109343","109553","109013"
"109343","31","10001032","109553","106801","109494","109554","109014"
"109494","32","10001033","109554","106801","10040032","10055032","10001032"
"10040032","33","10001034","10055032","106801","10040033","10055033","10001033"
"10040033","34","10001035","10055033","106801","10049034","10055034","10001034"
"10049034","35","10001036","10055034","106801","10040035","10055035","10001035"
"10040035","36","10001037","10055035","106801","10040036","10055036","10001036"
"10040036","37","10001038","10055036","106801","10049037","10055037","10001037"
"10049037","38","999999","10055037","106801","999999","10055038","10001038"
"101401","1","101011","101581","106901","101281","101071","101011"
"102493","2","102014","101551","106901","102311","101071","102011"
"102401","3","103011","102551","106901","102282","102071","102014"
"103581","4","103012","102552","106901","103311","102582","103011"
"103401","5","103013","103551","106901","103282","103071","103012"
"103401","6","104011","103552","106901","103283","103552","103013"
"103553","7","104012","103582","106901","104311","103072","104011"
"104401","8","104013","103553","106901","104312","104551","104012"
"104432","9","104014","104551","106901","104402","104552","104013"
"104402","10","105011","104552","106901","104284","104553","104014"
"104284","11","105012","104553","106901","105281","105551","105011"
"105281","12","105013","105551","106901","105342","105552","105012"
"105282","13","105014","105552","106901","105283","105553","105013"
"105283","14","105015","105553","106901","105284","105554","105014"
"105284","15","105016","105554","106901","105315","105555","105015"
"105315","16","105017","105555","106901","105316","105556","105016"
"105316","17","106011","105556","106901","105317","105557","105017"
"105317","18","106012","105557","106901","106311","106551","106011"
"106311","19","106013","106551","106901","106312","106552","106012"
"106312","20","107011","106552","106901","106313","106553","106013"
"106313","21","107012","106553","106901","107311","107551","107011"
"107311","22","107013","107551","106901","107342","107552","107012"
"107342","23","108011","107552","106901","107343","107553","107013"
"107343","24","108012","107553","106901","108431","108551","108011"
"108431","25","108013","108551","106901","108492","108552","108012"
"108492","26","108014","108552","106901","108343","108553","108013"
"108343","27","109011","108553","106901","108494","108554","108014"
"108494","28","109012","108554","106901","109401","109551","109011"
"109401","29","109013","109551","106901","109402","109552","109012"
"109402","30","109014","109552","106901","109343","109553","109013"
"109343","31","10001032","109553","106901","109494","109554","109014"
"109494","32","10001033","109554","106901","10040032","10055032","10001032"
"10040032","33","10001034","10055032","106901","10040033","10055033","10001033"
"10040033","34","10001035","10055033","106901","10049034","10055034","10001034"
"10049034","35","10001036","10055034","106901","10040035","10055035","10001035"
"10040035","36","10001037","10055035","106901","10040036","10055036","10001036"
"10040036","37","10001038","10055036","106901","10049037","10055037","10001037"
"10049037","38","999999","10055037","106901","999999","10055038","10001038"
"101521","1","101251","101611","107001","101371","101611","101251"
"102461","2","102222","101611","107001","102371","101611","102221"
"102521","3","103221","102611","107001","102372","102611","102222"
"103521","4","103252","102613","107001","103521","102613","103221"
"103522","5","103222","103611","107001","103371","103611","103252"
"103522","6","104221","103613","107001","103372","103371","103222"
"103614","7","104222","103613","107001","104371","103222","104221"
"104221","8","104223","103614","107001","104522","104611","104222"
"104222","9","104224","104611","107001","104462","104612","104223"
"104223","10","105221","104612","107001","104463","104613","104224"
"104224","11","105222","104613","107001","105521","105611","105221"
"105221","12","105223","105611","107001","105372","105612","105222"
"105222","13","105224","105612","107001","105373","105613","105223"
"105223","14","105225","105613","107001","105523","105614","105224"
"105224","15","105226","105614","107001","105375","105615","105225"
"105225","16","105227","105615","107001","105376","105616","105226"
"105226","17","106221","105616","107001","105377","105617","105227"
"105227","18","106222","105617","107001","106371","106611","106221"
"106221","19","106223","106611","107001","106372","106612","106222"
"106222","20","107221","106612","107001","106373","106613","106223"
"106223","21","107222","106613","107001","107371","107611","107221"
"107221","22","107223","107611","107001","107372","107612","107222"
"107222","23","108221","107612","107001","107373","107613","107223"
"107223","24","108222","107613","107001","108521","108611","108221"
"108221","25","108223","108611","107001","108462","108612","108222"
"108222","26","108224","108612","107001","108523","108613","108223"
"108223","27","109221","108613","107001","108524","108614","108224"
"108224","28","109222","108614","107001","109461","109611","109221"
"109221","29","109223","109611","107001","109522","109612","109222"
"109222","30","109224","109612","107001","109463","109613","109223"
"109223","31","10022032","109613","107001","109524","109614","109224"
"109224","32","10022033","109614","107001","10046032","10061032","10022032"
"10022032","33","10022034","10061032","107001","10046033","10061033","10022033"
"10022033","34","10022035","10061033","107001","10052034","10061034","10022034"
"10022034","35","10022036","10061034","107001","10052035","10061035","10022035"
"10022035","36","10022037","10061035","107001","10046036","10061036","10022036"
"10022036","37","10022038","10061036","107001","10046037","10061037","10022037"
"10022037","38","999999","10061037","107001","999999","10061038","10022038"
"101401","1","101011","101551","107101","101281","101011","101011"
"102071","2","102013","101551","107101","102281","101551","102011"
"102401","3","103011","102551","107101","102282","102011","102013"
"103431","4","103012","102552","107101","103281","102552","103011"
"103401","5","103013","103551","107101","103282","103071","103012"
"103401","6","104011","103552","107101","103283","103552","103013"
"103013","7","104012","103552","107101","104281","103553","104011"
"104011","8","104013","103553","107101","104282","104551","104012"
"104012","9","104014","104551","107101","104402","104552","104013"
"104013","10","105011","104552","107101","104284","104553","104014"
"104014","11","105012","104553","107101","105281","105551","105011"
"105011","12","105013","105551","107101","105282","105552","105012"
"105012","13","105014","105552","107101","105283","105553","105013"
"105013","14","105015","105553","107101","105284","105554","105014"
"105014","15","105016","105554","107101","105285","105555","105015"
"105015","16","105017","105555","107101","105286","105556","105016"
"105016","17","106011","105556","107101","105287","105557","105017"
"105017","18","106012","105557","107101","106281","106551","106011"
"106011","19","106013","106551","107101","106282","106552","106012"
"106012","20","107011","106552","107101","106283","106553","106013"
"106013","21","107012","106553","107101","107281","107551","107011"
"107011","22","107013","107551","107101","107492","107552","107012"
"107012","23","108011","107552","107101","107493","107553","107013"
"107013","24","108012","107553","107101","108431","108551","108011"
"108011","25","108013","108551","107101","108492","108552","108012"
"108012","26","108014","108552","107101","108343","108553","108013"
"108013","27","109011","108553","107101","108494","108554","108014"
"108014","28","109012","108554","107101","109341","109551","109011"
"109011","29","109013","109551","107101","109432","109552","109012"
"109012","30","109014","109552","107101","109493","109553","109013"
"109013","31","10001032","109553","107101","109434","109554","109014"
"109014","32","10001033","109554","107101","10034032","10055032","10001032"
"10001032","33","10001034","10055032","107101","10043033","10055033","10001033"
"10001033","34","10001035","10055033","107101","10034034","10055034","10001034"
"10001034","35","10001036","10055034","107101","10043035","10055035","10001035"
"10001035","36","10001037","10055035","107101","10034036","10055036","10001036"
"10001036","37","10001038","10055036","107101","10034037","10055037","10001037"
"10001037","38","999999","10055037","107101","999999","10055038","10001038"
"101401","1","101011","101551","107501","101281","101011","101011"
"102071","2","102013","101551","107501","102281","101551","102011"
"102401","3","103011","102551","107501","102282","102011","102013"
"103431","4","103012","102552","107501","103281","102552","103011"
"103401","5","103013","103551","107501","103282","103071","103012"
"103401","6","104011","103552","107501","103283","103552","103013"
"103013","7","104012","103552","107501","104281","103553","104011"
"104011","8","104013","103553","107501","104282","104551","104012"
"104012","9","104014","104551","107501","104402","104552","104013"
"104013","10","105011","104552","107501","104284","104553","104014"
"104014","11","105012","104554","107501","105281","105551","105011"
"105011","12","105013","105551","107501","105282","105552","105012"
"105012","13","105014","105552","107501","105491","105553","105013"
"105013","14","105015","105553","107501","105284","105554","105014"
"105014","15","105016","105554","107501","105345","105555","105015"
"105015","16","105017","105555","107501","105286","105556","105016"
"105016","17","106011","105556","107501","105287","105557","105017"
"105017","18","106012","105557","107501","106341","106551","106011"
"106011","19","106013","106551","107501","106282","106552","106012"
"106012","20","107011","106552","107501","106283","106553","106013"
"106013","21","107012","106553","107501","107491","107551","107011"
"107011","22","107013","107551","107501","107282","107552","107012"
"107012","23","108011","107552","107501","107283","107553","107013"
"107013","24","108012","107553","107501","108431","108551","108011"
"108011","25","108013","108551","107501","108492","108552","108012"
"108012","26","108014","108552","107501","108343","108553","108013"
"108013","27","109011","108553","107501","108494","108554","108014"
"108014","28","109012","108554","107501","109341","109551","109011"
"109011","29","109013","109551","107501","109432","109552","109012"
"109012","30","109014","109552","107501","109493","109553","109013"
"109013","31","10001032","109553","107501","109494","109554","109014"
"109014","32","10001033","109554","107501","10034032","10055032","10001032"
"10001032","33","10001034","10055032","107501","10043033","10055033","10001033"
"10001033","34","10001035","10055033","107501","10034034","10055034","10001034"
"10001034","35","10001036","10055034","107501","10043035","10055035","10001035"
"10001035","36","10001037","10055035","107501","10034036","10055036","10001036"
"10001036","37","10001038","10055036","107501","10034037","10055037","10001037"
"10001037","38","999999","10055037","107501","999999","10055038","10001038"
"101431","1","101161","101581","107601","101281","101581","101161"
"102491","2","102163","101581","107601","102341","101581","102162"
"102432","3","103161","102581","107601","102342","102581","102163"
"103431","4","103162","102582","107601","103341","102582","103161"
"103432","5","103193","103581","107601","103342","103581","103162"
"103401","6","104161","103582","107601","103343","103582","103193"
"103583","7","104162","103582","107601","104341","103614","104161"
"104491","8","104163","103614","107601","104432","104581","104162"
"104432","9","104164","104581","107601","104343","104582","104163"
"104343","10","105161","104582","107601","104433","104583","104164"
"104344","11","105162","104583","107601","105401","105581","105161"
"105341","12","105163","105581","107601","105342","105582","105162"
"105342","13","105164","105582","107601","105283","105583","105163"
"105343","14","105165","105583","107601","105432","105584","105164"
"105344","15","105166","105584","107601","105345","105585","105165"
"105345","16","105167","105585","107601","105346","105586","105166"
"105346","17","106161","105586","107601","105347","105587","105167"
"105347","18","106162","105587","107601","106341","106581","106161"
"106341","19","106163","106581","107601","106342","106582","106162"
"106342","20","107161","106582","107601","106343","106583","106163"
"106343","21","107162","106583","107601","107341","107581","107161"
"107341","22","107163","107581","107601","107342","107582","107162"
"107342","23","108161","107582","107601","107343","107583","107163"
"107343","24","108162","107583","107601","108281","108581","108161"
"108281","25","108163","108581","107601","108282","108582","108162"
"108282","26","108164","108582","107601","108283","108583","108163"
"108283","27","109161","108583","107601","108284","108584","108164"
"108284","28","109162","108584","107601","109281","109581","109161"
"109281","29","109163","109581","107601","109282","109582","109162"
"109282","30","109164","109582","107601","109283","109583","109163"
"109283","31","10016032","109583","107601","109284","109584","109164"
"109284","32","10016033","109584","107601","10028032","10058032","10016032"
"10028032","33","10016034","10058032","107601","10028033","10058033","10016033"
"10028033","34","10016035","10058033","107601","10028034","10058034","10016034"
"10028034","35","10016036","10058034","107601","10028035","10058035","10016035"
"10028035","36","10016037","10058035","107601","10028036","10058036","10016036"
"10028036","37","10016038","10058036","107601","10028037","10058037","10016037"
"10028037","38","999999","10058037","107601","999999","10058038","10016038"
"101521","1","101251","101581","107701","101371","101611","101251"
"102461","2","102252","101581","107701","102371","101611","102251"
"102521","3","103251","102581","107701","102372","102612","102252"
"103521","4","103252","102582","107701","103521","102614","103251"
"103461","5","103222","103581","107701","103371","103612","103252"
"103522","6","104251","103582","107701","103372","103613","103222"
"103614","7","104252","103582","107701","104371","103222","104461"
"104461","8","104253","103614","107701","104372","104581","104252"
"104522","9","104254","104611","107701","104462","104582","104253"
"104523","10","105251","104612","107701","104373","104583","104254"
"104463","11","105252","104613","107701","105371","105581","105251"
"105521","12","105253","105611","107701","105522","105582","105252"
"105522","13","105254","105612","107701","105462","105583","105253"
"105462","14","105255","105613","107701","105374","105584","105254"
"105374","15","105256","105614","107701","105463","105585","105255"
"105463","16","105257","105615","107701","105524","105586","105256"
"105524","17","106251","105616","107701","105464","105587","105257"
"105464","18","106252","105617","107701","106461","106581","106251"
"106461","19","106253","106611","107701","106521","106582","106252"
"106372","20","107251","106612","107701","106462","106583","106253"
"106462","21","107252","106613","107701","107461","107581","107251"
"107461","22","107253","107611","107701","107462","107582","107252"
"107462","23","108251","107612","107701","107463","107583","107253"
"107463","24","108252","107613","107701","108371","108581","108251"
"108371","25","108253","108611","107701","108372","108582","108252"
"108372","26","108254","108612","107701","108373","108583","108253"
"108373","27","109251","108613","107701","108374","108584","108254"
"108374","28","109252","108614","107701","109371","109581","109251"
"109371","29","109253","109611","107701","109372","109582","109252"
"109372","30","109254","109612","107701","109373","109583","109253"
"109373","31","10025032","109613","107701","109374","109584","109254"
"109374","32","10025033","109614","107701","10037032","10058032","10025032"
"10037032","33","10025034","10061032","107701","10037033","10058033","10025033"
"10037033","34","10025035","10061033","107701","10037034","10058034","10025034"
"10037034","35","10025036","10061034","107701","10037035","10058035","10025035"
"10037035","36","10025037","10061035","107701","10037036","10058036","10025036"
"10037036","37","10025038","10061036","107701","10037037","10058037","10025037"
"10037037","38","999999","10061037","107701","999999","10058038","10025038"
"101521","1","101251","101611","107801","101371","101611","101251"
"102461","2","102222","101611","107801","102371","101611","102221"
"102521","3","103221","102611","107801","102372","102611","102222"
"103521","4","103252","102613","107801","103521","102613","103221"
"103522","5","103222","103611","107801","103371","103611","103252"
"103522","6","104221","103613","107801","103372","103371","103222"
"103614","7","104222","103613","107801","104371","103222","104221"
"104221","8","104223","103614","107801","104522","104611","104222"
"104222","9","104224","104611","107801","104523","104612","104223"
"104223","10","105221","104612","107801","104463","104613","104224"
"104224","11","105222","104613","107801","105521","105611","105221"
"105221","12","105223","105611","107801","105522","105612","105222"
"105222","13","105224","105612","107801","105373","105613","105223"
"105223","14","105225","105613","107801","105523","105614","105224"
"105224","15","105226","105614","107801","105375","105615","105225"
"105225","16","105227","105615","107801","105376","105616","105226"
"105226","17","106221","105616","107801","105377","105617","105227"
"105227","18","106222","105617","107801","106371","106611","106221"
"106221","19","106223","106611","107801","106372","106612","106222"
"106222","20","107221","106612","107801","106373","106613","106223"
"106223","21","107222","106613","107801","107371","107611","107221"
"107221","22","107223","107611","107801","107372","107612","107222"
"107222","23","108221","107612","107801","107373","107613","107223"
"107223","24","108222","107613","107801","108521","108611","108221"
"108221","25","108223","108611","107801","108462","108612","108222"
"108222","26","108224","108612","107801","108523","108613","108223"
"108223","27","109221","108613","107801","108524","108614","108224"
"108224","28","109222","108614","107801","109461","109611","109221"
"109221","29","109223","109611","107801","109522","109612","109222"
"109222","30","109224","109612","107801","109463","109613","109223"
"109223","31","10022032","109613","107801","109524","109614","109224"
"109224","32","10022033","109614","107801","10046032","10061032","10022032"
"10022032","33","10022034","10061032","107801","10046033","10061033","10022033"
"10022033","34","10022035","10061033","107801","10052034","10061034","10022034"
"10022034","35","10022036","10061034","107801","10052035","10061035","10022035"
"10022035","36","10022037","10061035","107801","10046036","10061036","10022036"
"10022036","37","10022038","10061036","107801","10046037","10061037","10022037"
"10022037","38","999999","10061037","107801","999999","10061038","10022038"
"101431","1","101071","101551","107901","101281","101551","101071"
