68c1bc32f4432935e6757ba4bfee072c179d3ca68527387c2e73e83148ffee90,45c1d32d1dd803cfe9678240963428abe4e30a5ed710c994d1bb3e84bf069d39,f304c5328204d23435ec71d3396b9336542e5e26f53bd14f9d094e50e9eb5a29,5896aca0ccbfaa53e139dd6fc06d653a73a056d6972fba2e92915af53a7ecbbb,b08cde881da6c63c5da632b18a3a653866834f73d9e8f9ee43bce177f0eda375,84a79c81311f8ec4dc6c749dcdb6e5b3e0c08b663b945718e5e20fb768e66772,d338b6a1bf641e6a25a14c07222d27ac0b9f0675c9e6c8cf7833dfa8ccb07166,387d9b72985a3c15d1328922bba715fe5126d6d27b7cdca0f2285dab2ea6b939,8c75cc19a5eb41d8cfbab92927da8b2f5f869b0aaf1835ed72064dd7c4e22731,90ef30e6c9557c10bba8f1beaf7879f00c48c40e8c2e8737a79a5e579cfcb088,801e0e960388c4fe0c7df32170b33ed970242472f2937619288a3480fa064efe
"","21","","0","","1070050","7","vo_omp_7007","","0","vo_omp_7007_007"
"","11","1","10","","1070051","7","112411","","1","小凜……！"
"","91","","","","1070052","7","0","","",""
"","4","","","","1070053","7","112611","","","0"
"","3","","1","","1070054","7","112411","0","","omp_psn_20"
"","3","","1","","1070055","7","112611","0","","omp_talk_joy1"
"","21","","0","","1070056","7","vo_omp_7007","","0","vo_omp_7007_008"
"","11","1","10","","1070057","7","112611","","1","嘿嘿，澀凜凜真是的，\n裝得那麼酷，卻很熱血呢♪\n我和島村村要給這樣的澀凜凜\n緊～緊地抱一個哦～！"
"","93","","","","1070058","7","10","","","1"
"","4","","1","","1070059","7","112611","","","0"
"","2","1","-205","","1070060","7","112611","","0","120"
"","2","1","-205","","1070061","7","112411","","0","420"
"","3","1","0","0.1","1070062","7","112611","0","omp_psn_13_loop","omp_psn_13"
"","3","1","0","0.1","1070063","7","112411","0","omp_psn_13_loop","omp_psn_13"
"","3","1","0","0","1070064","7","112511","0","omp_psn_15_loop","omp_psn_15"
"","93","","","","1070065","7","1","","","1"
"","3","1","0","","1070066","7","105831","0","omp_idle_surprise1","omp_surprise"
"","3","1","0","","1070067","7","105931","0","omp_idle_surprise1","omp_surprise"
"","3","1","0","0.2","1070068","7","106031","0","omp_idle_surprise2","omp_surprise"
"","91","","","","1070069","7","1070057","","",""
"","21","","0","","1070070","7","vo_omp_7007","","0","vo_omp_7007_009"
"","11","1","10","","1070071","7","112511","","1","等等，快、快住手啦……！"
"","91","","","","1070072","7","0","","",""
"","4","","1","","1070073","7","105831","","","1"
"","3","","1","","1070074","7","105831","0","","omp_talk_joy1"
"","21","","0","","1070075","7","vo_omp_7007","","0","vo_omp_7007_010"
"","11","1","10","","1070076","7","105831","","1","小凱留，\n我們也來抱抱吧♪"
"","91","","","","1070077","7","0","","",""
"","3","","1","","1070078","7","105831","0","","omp_idle_joy1"
"","3","","1","","1070079","7","106031","0","","omp_talk_tsun"
"","21","","0","","1070080","7","vo_omp_7007","","0","vo_omp_7007_011"
"","11","1","10","","1070081","7","106031","","1","啊！？為什麼啊，不要，我拒絕啦！\n喂，為什麼要靠過來啊！？\n可蘿仔，快救我啊！？"
"","93","","","","1070082","7","4","","","1"
"","3","","1","","1070083","7","105831","0","","omp_walk"
"","2","1","-205","","1070084","7","105831","","1","-120"
"","91","","","","1070085","7","0","","",""
"","3","","1","","1070086","7","105831","0.2","","omp_idle_joy1"
"","91","","","","1070087","7","1070081","","",""
"","3","","1","","1070088","7","105831","0","","omp_idle_joy1"
"","3","","1","","1070089","7","106031","0","","omp_idle_tsun"
"","3","","1","","1070090","7","105931","0","","omp_talk_normal"
"","21","","0","","1070091","7","vo_omp_7007","","0","vo_omp_7007_012"
"","11","1","10","","1070092","7","105931","","1","凱留小姐，\n您無處可逃了。\n雖然有些冒味，\n但在下也要加入了……♪"
"","91","","","","1070093","7","0","","",""
"","2","1","-205","","1070094","7","105831","","0","-120"
"","2","1","-205","","1070095","7","105931","","0","-440"
"","3","1","0","0.1","1070096","7","105831","0","omp_psn_14_loop","omp_psn_14"
"","3","1","0","0.1","1070097","7","105931","0","omp_psn_14_loop","omp_psn_14"
"","3","1","0","0","1070098","7","106031","0","omp_psn_15_loop","omp_psn_15"
"","21","","0","","1070099","7","vo_omp_7007","","0","vo_omp_7007_013"
"","11","1","10","","1070100","7","105831","","1","抱抱～♪"
"","91","","","","1070101","7","0","","",""
"","3","","1","","1070102","7","106031","0","","omp_psn_16_loop"
"","21","","0","","1070103","7","vo_omp_7007","","0","vo_omp_7007_014"
"","11","1","10","","1070104","7","106031","","1","喂，別鬧……呃唔！？\n貪吃佩可……妳的力道！\n是想把我絞成一半嗎！？\n等一下，搞什麼啦～！？"
"","91","","","","1070105","7","0","","",""
"","3","","1","","1070106","7","112611","0","","omp_psn_13_loop"
"","21","","0","","1070107","7","vo_omp_7007","","0","vo_omp_7007_015"
"","11","1","10","","1070108","7","112611","","1","哇～！\n凱留凱留～！"
"","91","","","","1070109","7","0","","",""
"","3","","1","","1070110","7","112611","0","","omp_psn_13_loop"
"","3","","1","","1070111","7","112411","0","","omp_psn_13_loop"
"","21","","0","","1070112","7","vo_omp_7007","","0","vo_omp_7007_016"
"","11","1","10","","1070113","7","112411","","1","哈哈哈♪\n【美食殿堂】的各位\n肢體接觸還真大膽呢！"
"","91","","","","1070114","7","0","","",""
"","3","","1","","1070115","7","112411","0","","omp_psn_13_loop"
"","3","","1","","1070116","7","112511","0","","omp_psn_15_loop"
"","21","","0","","1070117","7","vo_omp_7007","","0","vo_omp_7007_017"
"","11","1","10","","1070118","7","112511","","1","我倒覺得已經超越\n大膽的程度了……！？\n等等，快住手……呀啊啊！"
"","93","","","","1070119","7","5.5","","","1"
"","3","","1","","1070120","7","112511","0.1","","omp_psn_16_loop"
"","91","","","","1070121","7","1070118","","",""
"","93","","","","1070122","7","0.4","","",""
"omp_idle_normal","1","-195","1600","1","1080001","8","1","1.8","200","105831"
"omp_talk_normal","1","-185","1500","0","1080002","8","1","1.8","0","105931"
"omp_idle_normal","1","-205","1600","0","1080003","8","1","1.8","-200","106031"
"","31","1","0","","1080004","8","1","1","0","1"
"","93","","","","1080005","8","1","","",""
"","21","","0","","1080006","8","vo_omp_7008","","0","vo_omp_7008_000"
"","11","1","10","","1080007","8","105931","","1","繆思小鎮……雖然是初次造訪，\n不過是一座很棒的城市呢。"
"","91","","","","1080008","8","0","","",""
"","3","","1","","1080009","8","105931","0","","omp_idle_normal"
"","3","","1","","1080010","8","105831","0","","omp_talk_joy1"
"","21","","0","","1080011","8","vo_omp_7008","","0","vo_omp_7008_001"
"","11","1","10","","1080012","8","105831","","1","是的♪整座城市不僅充滿了活力，\n更重要的是有很多美味的特產品，\n太讚了吧☆"
"","91","","","","1080013","8","0","","",""
"","3","","1","","1080014","8","105831","0","","omp_idle_joy1"
"","3","","1","","1080015","8","106031","0","","omp_talk_sad"
"","21","","0","","1080016","8","vo_omp_7008","","0","vo_omp_7008_002"
"","11","1","10","","1080017","8","106031","","1","唉……妳的腦袋裡\n真的都只想著吃呢。"
"","91","","","","1080018","8","0","","",""
"","3","","1","","1080019","8","106031","0","","omp_idle_sad"
"","3","","1","","1080020","8","105931","0","","omp_talk_normal"
"","21","","0","","1080021","8","vo_omp_7008","","0","vo_omp_7008_003"
"","11","1","10","","1080022","8","105931","","1","呵呵，那麼等一下\n要不要來邊走邊吃呢？\n在下也覺得餓了。"
"","91","","","","1080023","8","0","","",""
"","3","","1","","1080024","8","105931","0","","omp_idle_normal"
"","3","","1","","1080025","8","106031","0","","omp_talk_surprise1"
"","21","","0","","1080026","8","vo_omp_7008","","0","vo_omp_7008_004"
"","11","1","10","","1080027","8","106031","","1","連可蘿仔也是！？"
"","91","","","","1080028","8","0","","",""
"","3","","1","","1080029","8","106031","0","","omp_idle_surprise1"
"","3","","1","","1080030","8","105831","0","","omp_talk_normal"
"","21","","0","","1080031","8","vo_omp_7008","","0","vo_omp_7008_005"
"","11","1","10","","1080032","8","105831","","1","小凱留打算怎麼做呢～？"
"","91","","","","1080033","8","0","","",""
"","4","","","","1080034","8","105931","","","1"
"","3","","1","","1080035","8","105831","0","","omp_idle_normal"
"","3","","1","","1080036","8","106031","0","","omp_talk_tsun"
"","21","","0","","1080037","8","vo_omp_7008","","0","vo_omp_7008_006"
"","11","1","10","","1080038","8","106031","","1","我也想吃\n美味的食物啊！\n……不要是魔物料理就好。"
"","91","","","","1080039","8","0","","",""
"","3","","1","","1080040","8","106031","0","","omp_idle_tsun"
"","3","","1","","1080041","8","105931","0","","omp_talk_normal"
"","21","","0","","1080042","8","vo_omp_7008","","0","vo_omp_7008_007"
"","11","1","10","","1080043","8","105931","","1","呵呵，我們都想著同一件事情，\n真不愧是【美食殿堂】呢♪"
"","91","","","","1080044","8","0","","",""
"","4","","","","1080045","8","105931","","","0"
"","3","","1","","1080046","8","105931","0","","omp_idle_normal"
"","3","","1","","1080047","8","105831","0","","omp_talk_joy1"
"","21","","0","","1080048","8","vo_omp_7008","","0","vo_omp_7008_008"
"","11","1","10","","1080049","8","105831","","1","欸嘿嘿～♪\n那麼，我們出發吧！\n小可蘿！小凱留！"
"","91","","","","1080050","8","0","","",""
"","93","","","","1080051","8","0.4","","",""
"omp_idle_normal","1","-270","1600","1","1090001","9","1","1.8","300","105831"
"omp_idle_normal","1","-285","1700","1","1090002","9","1","1.8","450","105931"
"omp_idle_normal","1","-230","1600","1","1090003","9","1","1.8","-310","106031"
"omp_idle_normal","1","-190","1500","1","1090004","9","1","1.8","-45","112511"
"omp_idle_normal","1","-240","1600","1","1090005","9","1","1.8","65","112411"
"omp_idle_normal","1","-192","1500","1","1090006","9","1","1.8","205","112611"
"","31","1","0","","1090007","9","1","1","0","1"
"","93","","","","1090008","9","0.2","","",""
"","3","","1","","1090009","9","112611","0.1","","omp_idle_normal"
"","3","","1","","1090010","9","106031","0","","omp_talk_sad"
"","3","","1","","1090011","9","112511","0.1","","omp_idle_normal"
"","3","","1","","1090012","9","105831","0.1","","omp_idle_normal"
"","93","","","","1090013","9","0.1","","",""
"","93","","","","1090014","9","1","","",""
"","21","","0","","1090015","9","vo_omp_7009","","0","vo_omp_7009_000"
"","11","1","10","","1090016","9","106031","","1","我實在不願想起在這裡發生的事，\n為什麼會做出那種事呢……\n唉。真的是糟透了！"
"","91","","","","1090017","9","0","","",""
"","3","","0","","1090018","9","106031","0","","omp_psn_17"
"","21","","0","","1090019","9","vo_omp_7009","","0","vo_omp_7009_001"
"","11","1","10","","1090020","9","106031","","1","……凱留凱留\n說笑的喵。"
"","93","","","","1090021","9","2","","","1"
"","3","","1","","1090022","9","106031","0.2","","omp_talk_sad"
"","91","","","","1090023","9","1090020","","",""
"","3","","1","","1090024","9","106031","0","","omp_idle_sad"
"","3","1","0","0.2","1090025","9","105831","0","omp_idle_joy1","omp_psn_17"
"","21","","0","","1090026","9","vo_omp_7009","","0","vo_omp_7009_002"
"","11","1","10","","1090027","9","105831","","1","凱留凱留♪"
"","91","","","","1090028","9","0","","",""
"","3","","1","0.2","1090029","9","105931","0","omp_idle_normal","omp_psn_17"
"","21","","0","","1090030","9","vo_omp_7009","","0","vo_omp_7009_003"
"","11","1","10","","1090031","9","105931","","1","凱留凱留喵。"
"","91","","","","1090032","9","0","","",""
"","4","","","","1090033","9","106031","","","0"
"","3","1","0","0","1090034","9","106031","0","omp_idle_surprise1","omp_surprise"
"","21","","0","","1090035","9","vo_omp_7009","","0","vo_omp_7009_004"
"","11","1","10","","1090036","9","106031","","1","妳、妳們幾個！？\n看、看到剛才的……！？"
"","91","","","","1090037","9","0","","",""
"","3","","1","0.2","1090038","9","112611","0","omp_idle_joy1","omp_psn_17_other"
"","21","","0","","1090039","9","vo_omp_7009","","0","vo_omp_7009_005"
"","11","1","10","","1090040","9","112611","","1","凱留凱留～♪\n華麗登場喵☆"
"","91","","","","1090041","9","0","","",""
"","3","","1","","1090042","9","106031","0","","omp_talk_anger2"
"","21","","0","","1090043","9","vo_omp_7009","","0","vo_omp_7009_006"
"","11","1","10","","1090044","9","106031","","1","宰了妳們！我要宰了妳們！\n我要宰了所有看到人，\n也要宰了做出那種事的我！\n我要讓大家都消失～！"
"","91","","","","1090045","9","0","","",""
"","3","","1","","1090046","9","106031","0","","omp_idle_anger2"
"","3","","1","","1090047","9","112411","0","","omp_talk_sad"
"","21","","0","","1090048","9","vo_omp_7009","","0","vo_omp_7009_007"
"","11","1","10","","1090049","9","112411","","1","凱、凱留。呃，那個……"
"","91","","","","1090050","9","0","","",""
"","3","","1","","1090051","9","112411","0","","omp_idle_sad"
"","3","","1","","1090052","9","112511","0","","omp_talk_normal"
"","21","","0","","1090053","9","vo_omp_7009","","0","vo_omp_7009_008"
"","11","1","10","","1090054","9","112511","","1","妳很辛苦呢。"
"","91","","","","1090055","9","0","","",""
"","3","","1","","1090056","9","112511","0","","omp_idle_normal"
"","3","","1","","1090057","9","106031","0","","omp_talk_tsun"
"","21","","0","","1090058","9","vo_omp_7009","","0","vo_omp_7009_009"
"","11","1","10","","1090059","9","106031","","1","我、我饒妳們一命……！\n可是她們不行！\n不讓她們從世上消失，\n我就無法放心……！"
"","91","","","","1090060","9","0","","",""
"","3","","1","","1090061","9","106031","0","","omp_idle_tsun"
"","3","","1","","1090062","9","112511","0","","omp_talk_normal"
"","21","","0","","1090063","9","vo_omp_7009","","0","vo_omp_7009_010"
"","11","1","10","","1090064","9","112511","","1","可是我覺得那個很可愛耶。"
"","91","","","","1090065","9","0","","",""
"","3","","1","","1090066","9","112511","0","","omp_idle_normal"
"","3","","1","","1090067","9","112411","0","","omp_talk_joy2"
"","21","","0","","1090068","9","vo_omp_7009","","0","vo_omp_7009_011"
"","11","1","10","","1090069","9","112411","","1","是啊！　非常棒喔！"
"","91","","","","1090070","9","0","","",""
"","3","","1","","1090071","9","112411","0","","omp_psn_20"
"","3","","1","","1090072","9","106031","0","","omp_talk_tsun"
"","21","","0","","1090073","9","vo_omp_7009","","0","vo_omp_7009_012"
"","11","1","10","","1090074","9","106031","","1","聽到那種話我才不覺得開心啦～！？"
"","91","","","","1090075","9","0","","",""
"","3","","1","","1090076","9","106031","0","","omp_idle_tsun"
"","3","1","0","0.2","1090077","9","105831","0","omp_idle_joy1","omp_psn_17"
"","3","1","0","0.2","1090078","9","105931","0","omp_idle_normal","omp_psn_17"
"","3","1","0","0.2","1090079","9","112611","0","omp_idle_joy1","omp_psn_17_other"
"","21","","0","","1090080","9","vo_omp_7009","","0","vo_omp_7009_013"
"","11","1","10","","1090081","9","105831","","1","凱留凱留♪"
"","91","","","","1090082","9","0","","",""
"","3","","1","","1090083","9","106031","0","","omp_talk_anger2"
"","21","","0","","1090084","9","vo_omp_7009","","0","vo_omp_7009_014"
"","11","1","10","","1090085","9","106031","","1","我一定要宰了妳們～～～～～～～！"
"","91","","","","1090086","9","0","","",""
"","93","","","","1090087","9","0.4","","",""
