bdc5082f286b623aa32f71f5e8197b7c42cb2e8574e14dc622d5bf3ba149d64e,630791eb9130072733d71a00f050785433ac0ae25acdcc7d9057c4a707d4b8dd,5e35254868dcd851af39a70336f6887050f8ccd4faeeb04a8b19ce02a9057a0e,1e41d0bf5764e28cb447b871e2ddb2d698a55e2016281dc6d9209d366bc90db6,257c320d0066dd0ea140d49bc55ef79abab8c3d0069f4a9258247d1aedd67a54
"2","1","22002","72018011","20018022"
"8","30","91002","72018012","20018023"
"2","1","22002","72018012","20018024"
"8","30","91002","72018013","20018025"
"2","1","22002","72018013","20018026"
"8","30","91002","72018014","20018027"
"2","1","22002","72018014","20018028"
"8","200","91002","72018015","20018029"
"2","1","22002","72018015","20018030"
"8","60","91002","72018016","20018031"
"2","2","22002","72018016","20018032"
"8","60","91002","72018017","20018033"
"2","2","22002","72018017","20018034"
"8","60","91002","72018018","20018035"
"2","2","22002","72018018","20018036"
"8","60","91002","72018019","20018037"
"2","2","22002","72018019","20018038"
"8","300","91002","72018020","20018039"
"2","2","22002","72018020","20018040"
"1","1","111201","72018021","20018041"
"2","10","31112","72018022","20018042"
"2","10","31036","72018022","20018043"
"2","10","31112","72018023","20018044"
"2","10","31036","72018023","20018045"
"8","30","91002","72019001","20019001"
"2","1","22002","72019001","20019002"
"8","30","91002","72019002","20019003"
"2","1","22002","72019002","20019004"
"8","30","91002","72019003","20019005"
"2","1","22002","72019003","20019006"
"8","30","91002","72019004","20019007"
"2","1","22002","72019004","20019008"
"8","30","91002","72019005","20019009"
"2","1","22002","72019005","20019010"
"8","30","91002","72019006","20019011"
"2","1","22002","72019006","20019012"
"8","30","91002","72019007","20019013"
"2","1","22002","72019007","20019014"
"8","30","91002","72019008","20019015"
"2","1","22002","72019008","20019016"
"8","30","91002","72019009","20019017"
"2","1","22002","72019009","20019018"
"8","30","91002","72019010","20019019"
"2","1","22002","72019010","20019020"
"8","30","91002","72019011","20019021"
"2","1","22002","72019011","20019022"
"8","30","91002","72019012","20019023"
"2","1","22002","72019012","20019024"
"8","30","91002","72019013","20019025"
"2","1","22002","72019013","20019026"
"8","30","91002","72019014","20019027"
"2","1","22002","72019014","20019028"
"8","200","91002","72019015","20019029"
"2","1","22002","72019015","20019030"
"8","60","91002","72019016","20019031"
"2","2","22002","72019016","20019032"
"8","60","91002","72019017","20019033"
"2","2","22002","72019017","20019034"
"8","60","91002","72019018","20019035"
"2","2","22002","72019018","20019036"
"8","60","91002","72019019","20019037"
"2","2","22002","72019019","20019038"
"8","300","91002","72019020","20019039"
"2","2","22002","72019020","20019040"
"2","5","31037","72019021","20019041"
"2","5","31005","72019021","20019042"
"2","5","31037","72019022","20019043"
"2","5","31005","72019022","20019044"
"2","10","31037","72019023","20019045"
"2","10","31005","72019023","20019046"
"8","30","91002","72020001","20020001"
"2","1","22002","72020001","20020002"
"8","30","91002","72020002","20020003"
"2","1","22002","72020002","20020004"
"8","30","91002","72020003","20020005"
"2","1","22002","72020003","20020006"
"8","30","91002","72020004","20020007"
"2","1","22002","72020004","20020008"
"8","30","91002","72020005","20020009"
"2","1","22002","72020005","20020010"
"8","30","91002","72020006","20020011"
"2","1","22002","72020006","20020012"
"8","30","91002","72020007","20020013"
"2","1","22002","72020007","20020014"
"8","30","91002","72020008","20020015"
"2","1","22002","72020008","20020016"
"8","30","91002","72020009","20020017"
"2","1","22002","72020009","20020018"
"8","30","91002","72020010","20020019"
"2","1","22002","72020010","20020020"
"8","30","91002","72020011","20020021"
"2","1","22002","72020011","20020022"
"8","30","91002","72020012","20020023"
"2","1","22002","72020012","20020024"
"8","30","91002","72020013","20020025"
"2","1","22002","72020013","20020026"
"8","30","91002","72020014","20020027"
"2","1","22002","72020014","20020028"
"8","200","91002","72020015","20020029"
"2","1","22002","72020015","20020030"
"8","60","91002","72020016","20020031"
"2","2","22002","72020016","20020032"
"8","60","91002","72020017","20020033"
"2","2","22002","72020017","20020034"
"8","60","91002","72020018","20020035"
"2","2","22002","72020018","20020036"
"8","60","91002","72020019","20020037"
"2","2","22002","72020019","20020038"
"8","300","91002","72020020","20020039"
"2","2","22002","72020020","20020040"
"1","1","111601","72020021","20020041"
"2","10","31116","72020022","20020042"
"2","10","31044","72020022","20020043"
"2","10","31116","72020023","20020044"
"2","10","31044","72020023","20020045"
"7","1","2205","72020024","20020046"
"8","30","91002","72021001","20021001"
"2","1","22002","72021001","20021002"
"8","30","91002","72021002","20021003"
"2","1","22002","72021002","20021004"
"8","30","91002","72021003","20021005"
"2","1","22002","72021003","20021006"
"8","30","91002","72021004","20021007"
"2","1","22002","72021004","20021008"
"8","30","91002","72021005","20021009"
"2","1","22002","72021005","20021010"
"8","30","91002","72021006","20021011"
"2","1","22002","72021006","20021012"
"8","30","91002","72021007","20021013"
"2","1","22002","72021007","20021014"
"8","30","91002","72021008","20021015"
"2","1","22002","72021008","20021016"
"8","30","91002","72021009","20021017"
"2","1","22002","72021009","20021018"
"8","30","91002","72021010","20021019"
"2","1","22002","72021010","20021020"
"8","30","91002","72021011","20021021"
"2","1","22002","72021011","20021022"
"8","30","91002","72021012","20021023"
"2","1","22002","72021012","20021024"
"8","30","91002","72021013","20021025"
"2","1","22002","72021013","20021026"
"8","30","91002","72021014","20021027"
"2","1","22002","72021014","20021028"
"8","200","91002","72021015","20021029"
"2","1","22002","72021015","20021030"
"8","60","91002","72021016","20021031"
"2","2","22002","72021016","20021032"
"8","60","91002","72021017","20021033"
"2","2","22002","72021017","20021034"
"8","60","91002","72021018","20021035"
"2","2","22002","72021018","20021036"
"8","60","91002","72021019","20021037"
"2","2","22002","72021019","20021038"
"8","300","91002","72021020","20021039"
"2","2","22002","72021020","20021040"
"1","1","112101","72021021","20021041"
"2","10","31121","72021022","20021042"
"2","10","31021","72021022","20021043"
"2","10","31121","72021023","20021044"
"2","10","31021","72021023","20021045"
"8","30","91002","72022001","20022001"
"2","1","22002","72022001","20022002"
"8","30","91002","72022002","20022003"
"2","1","22002","72022002","20022004"
"8","30","91002","72022003","20022005"
"2","1","22002","72022003","20022006"
"8","30","91002","72022004","20022007"
"2","1","22002","72022004","20022008"
"8","30","91002","72022005","20022009"
"2","1","22002","72022005","20022010"
"8","30","91002","72022006","20022011"
"2","1","22002","72022006","20022012"
"8","30","91002","72022007","20022013"
"2","1","22002","72022007","20022014"
"8","30","91002","72022008","20022015"
"2","1","22002","72022008","20022016"
"8","30","91002","72022009","20022017"
"2","1","22002","72022009","20022018"
"8","30","91002","72022010","20022019"
"2","1","22002","72022010","20022020"
"8","30","91002","72022011","20022021"
"2","1","22002","72022011","20022022"
"8","30","91002","72022012","20022023"
"2","1","22002","72022012","20022024"
"8","30","91002","72022013","20022025"
"2","1","22002","72022013","20022026"
"8","30","91002","72022014","20022027"
"2","1","22002","72022014","20022028"
"8","200","91002","72022015","20022029"
"2","1","22002","72022015","20022030"
"8","60","91002","72022016","20022031"
"2","2","22002","72022016","20022032"
"8","60","91002","72022017","20022033"
"2","2","22002","72022017","20022034"
"8","60","91002","72022018","20022035"
"2","2","22002","72022018","20022036"
"8","60","91002","72022019","20022037"
"2","2","22002","72022019","20022038"
"8","300","91002","72022020","20022039"
"2","2","22002","72022020","20022040"
"1","1","112301","72022021","20022041"
"7","1","2307","72022022","20022042"
"7","1","2308","72022023","20022043"
"2","10","31123","72022024","20022044"
"2","10","31049","72022024","20022045"
"2","10","31123","72022025","20022046"
"2","10","31049","72022025","20022047"
"8","30","91002","72023001","20023001"
"2","1","22002","72023001","20023002"
"8","30","91002","72023002","20023003"
"2","1","22002","72023002","20023004"
"8","30","91002","72023003","20023005"
"2","1","22002","72023003","20023006"
"8","30","91002","72023004","20023007"
"2","1","22002","72023004","20023008"
"8","30","91002","72023005","20023009"
"2","1","22002","72023005","20023010"
"8","30","91002","72023006","20023011"
"2","1","22002","72023006","20023012"
"8","30","91002","72023007","20023013"
"2","1","22002","72023007","20023014"
"8","30","91002","72023008","20023015"
"2","1","22002","72023008","20023016"
"8","30","91002","72023009","20023017"
"2","1","22002","72023009","20023018"
"8","30","91002","72023010","20023019"
"2","1","22002","72023010","20023020"
"8","30","91002","72023011","20023021"
"2","1","22002","72023011","20023022"
"8","30","91002","72023012","20023023"
"2","1","22002","72023012","20023024"
"8","30","91002","72023013","20023025"
"2","1","22002","72023013","20023026"
"8","30","91002","72023014","20023027"
"2","1","22002","72023014","20023028"
"8","200","91002","72023015","20023029"
"2","1","22002","72023015","20023030"
"8","60","91002","72023016","20023031"
"2","2","22002","72023016","20023032"
"8","60","91002","72023017","20023033"
"2","2","22002","72023017","20023034"
"8","60","91002","72023018","20023035"
"2","2","22002","72023018","20023036"
"8","60","91002","72023019","20023037"
"2","2","22002","72023019","20023038"
"8","300","91002","72023020","20023039"
"2","2","22002","72023020","20023040"
"2","5","31107","72023021","20023041"
"2","5","31046","72023021","20023042"
"2","5","31107","72023022","20023043"
"2","5","31046","72023022","20023044"
"2","10","31107","72023023","20023045"
"2","10","31046","72023023","20023046"
"8","30","91002","72024001","20024001"
"2","1","22002","72024001","20024002"
"8","30","91002","72024002","20024003"
"2","1","22002","72024002","20024004"
"8","30","91002","72024003","20024005"
"2","1","22002","72024003","20024006"
"8","30","91002","72024004","20024007"
"2","1","22002","72024004","20024008"
"8","30","91002","72024005","20024009"
"2","1","22002","72024005","20024010"
"8","30","91002","72024006","20024011"
"2","1","22002","72024006","20024012"
"8","30","91002","72024007","20024013"
"2","1","22002","72024007","20024014"
"8","30","91002","72024008","20024015"
"2","1","22002","72024008","20024016"
"8","30","91002","72024009","20024017"
"2","1","22002","72024009","20024018"
"8","30","91002","72024010","20024019"
"2","1","22002","72024010","20024020"
"8","30","91002","72024011","20024021"
"2","1","22002","72024011","20024022"
"8","30","91002","72024012","20024023"
"2","1","22002","72024012","20024024"
"8","30","91002","72024013","20024025"
"2","1","22002","72024013","20024026"
"8","30","91002","72024014","20024027"
"2","1","22002","72024014","20024028"
"8","200","91002","72024015","20024029"
"2","1","22002","72024015","20024030"
"8","60","91002","72024016","20024031"
"2","2","22002","72024016","20024032"
"8","60","91002","72024017","20024033"
"2","2","22002","72024017","20024034"
"8","60","91002","72024018","20024035"
"2","2","22002","72024018","20024036"
"8","60","91002","72024019","20024037"
"2","2","22002","72024019","20024038"
"8","300","91002","72024020","20024039"
"2","2","22002","72024020","20024040"
"2","5","31028","72024021","20024041"
"2","5","31033","72024021","20024042"
"2","5","31028","72024022","20024043"
"2","5","31033","72024022","20024044"
"2","10","31028","72024023","20024045"
"2","10","31033","72024023","20024046"
"8","30","91002","72025001","20025001"
"2","1","22002","72025001","20025002"
"8","30","91002","72025002","20025003"
"2","1","22002","72025002","20025004"
"8","30","91002","72025003","20025005"
"2","1","22002","72025003","20025006"
"8","30","91002","72025004","20025007"
"2","1","22002","72025004","20025008"
"8","30","91002","72025005","20025009"
"2","1","22002","72025005","20025010"
"8","30","91002","72025006","20025011"
"2","1","22002","72025006","20025012"
"8","30","91002","72025007","20025013"
"2","1","22002","72025007","20025014"
"8","30","91002","72025008","20025015"
"2","1","22002","72025008","20025016"
"8","30","91002","72025009","20025017"
"2","1","22002","72025009","20025018"
"8","30","91002","72025010","20025019"
"2","1","22002","72025010","20025020"
"8","30","91002","72025011","20025021"
"2","1","22002","72025011","20025022"
"8","30","91002","72025012","20025023"
"2","1","22002","72025012","20025024"
"8","30","91002","72025013","20025025"
"2","1","22002","72025013","20025026"
"8","30","91002","72025014","20025027"
"2","1","22002","72025014","20025028"
"8","200","91002","72025015","20025029"
"2","1","22002","72025015","20025030"
"8","60","91002","72025016","20025031"
"2","2","22002","72025016","20025032"
"8","60","91002","72025017","20025033"
"2","2","22002","72025017","20025034"
"8","60","91002","72025018","20025035"
"2","2","22002","72025018","20025036"
"8","60","91002","72025019","20025037"
"2","2","22002","72025019","20025038"
"8","300","91002","72025020","20025039"
"2","2","22002","72025020","20025040"
"1","1","113001","72025021","20025041"
"2","10","31130","72025022","20025042"
"2","10","31065","72025022","20025043"
"2","10","31130","72025023","20025044"
"2","10","31065","72025023","20025045"
"8","30","91002","72026001","20026001"
"2","1","22002","72026001","20026002"
"8","30","91002","72026002","20026003"
"2","1","22002","72026002","20026004"
"8","30","91002","72026003","20026005"
"2","1","22002","72026003","20026006"
"8","30","91002","72026004","20026007"
"2","1","22002","72026004","20026008"
"8","30","91002","72026005","20026009"
"2","1","22002","72026005","20026010"
"8","30","91002","72026006","20026011"
"2","1","22002","72026006","20026012"
"8","30","91002","72026007","20026013"
"2","1","22002","72026007","20026014"
"8","30","91002","72026008","20026015"
"2","1","22002","72026008","20026016"
"8","30","91002","72026009","20026017"
"2","1","22002","72026009","20026018"
"8","30","91002","72026010","20026019"
"2","1","22002","72026010","20026020"
"8","30","91002","72026011","20026021"
"2","1","22002","72026011","20026022"
"8","30","91002","72026012","20026023"
"2","1","22002","72026012","20026024"
"8","30","91002","72026013","20026025"
"2","1","22002","72026013","20026026"
"8","30","91002","72026014","20026027"
"2","1","22002","72026014","20026028"
"8","200","91002","72026015","20026029"
"2","1","22002","72026015","20026030"
"8","60","91002","72026016","20026031"
"2","2","22002","72026016","20026032"
"8","60","91002","72026017","20026033"
"2","2","22002","72026017","20026034"
"8","60","91002","72026018","20026035"
"2","2","22002","72026018","20026036"
"8","60","91002","72026019","20026037"
"2","2","22002","72026019","20026038"
"8","300","91002","72026020","20026039"
"2","2","22002","72026020","20026040"
"1","1","113201","72026021","20026041"
"2","10","31132","72026022","20026042"
"2","10","31027","72026022","20026043"
"2","10","31132","72026023","20026044"
"2","10","31027","72026023","20026045"
"8","30","91002","72027001","20027001"
"2","1","22002","72027001","20027002"
"8","30","91002","72027002","20027003"
"2","1","22002","72027002","20027004"
"8","30","91002","72027003","20027005"
"2","1","22002","72027003","20027006"
"8","30","91002","72027004","20027007"
"2","1","22002","72027004","20027008"
"8","30","91002","72027005","20027009"
"2","1","22002","72027005","20027010"
"8","30","91002","72027006","20027011"
"2","1","22002","72027006","20027012"
"8","30","91002","72027007","20027013"
"2","1","22002","72027007","20027014"
"8","30","91002","72027008","20027015"
"2","1","22002","72027008","20027016"
"8","30","91002","72027009","20027017"
"2","1","22002","72027009","20027018"
"8","30","91002","72027010","20027019"
"2","1","22002","72027010","20027020"
"8","30","91002","72027011","20027021"
"2","1","22002","72027011","20027022"
"8","30","91002","72027012","20027023"
"2","1","22002","72027012","20027024"
"8","30","91002","72027013","20027025"
"2","1","22002","72027013","20027026"
"8","30","91002","72027014","20027027"
"2","1","22002","72027014","20027028"
"8","200","91002","72027015","20027029"
"2","1","22002","72027015","20027030"
"8","60","91002","72027016","20027031"
"2","2","22002","72027016","20027032"
"8","60","91002","72027017","20027033"
"2","2","22002","72027017","20027034"
"8","60","91002","72027018","20027035"
"2","2","22002","72027018","20027036"
"8","60","91002","72027019","20027037"
"2","2","22002","72027019","20027038"
"8","300","91002","72027020","20027039"
"2","2","22002","72027020","20027040"
"1","1","113501","72027021","20027041"
"2","10","31135","72027022","20027042"
"2","10","31023","72027022","20027043"
"2","10","31135","72027023","20027044"
"2","10","31023","72027023","20027045"
"8","30","91002","72028001","20028001"
"2","1","22002","72028001","20028002"
"8","30","91002","72028002","20028003"
"2","1","22002","72028002","20028004"
"8","30","91002","72028003","20028005"
"2","1","22002","72028003","20028006"
"8","30","91002","72028004","20028007"
"2","1","22002","72028004","20028008"
"8","30","91002","72028005","20028009"
"2","1","22002","72028005","20028010"
"8","30","91002","72028006","20028011"
"2","1","22002","72028006","20028012"
"8","30","91002","72028007","20028013"
"2","1","22002","72028007","20028014"
"8","30","91002","72028008","20028015"
"2","1","22002","72028008","20028016"
"8","30","91002","72028009","20028017"
"2","1","22002","72028009","20028018"
"8","30","91002","72028010","20028019"
"2","1","22002","72028010","20028020"
"8","30","91002","72028011","20028021"
"2","1","22002","72028011","20028022"
"8","30","91002","72028012","20028023"
"2","1","22002","72028012","20028024"
"8","30","91002","72028013","20028025"
"2","1","22002","72028013","20028026"
"8","30","91002","72028014","20028027"
"2","1","22002","72028014","20028028"
"8","200","91002","72028015","20028029"
"2","1","22002","72028015","20028030"
"8","60","91002","72028016","20028031"
"2","2","22002","72028016","20028032"
"8","60","91002","72028017","20028033"
"2","2","22002","72028017","20028034"
"8","60","91002","72028018","20028035"
"2","2","22002","72028018","20028036"
"8","60","91002","72028019","20028037"
"2","2","22002","72028019","20028038"
"8","300","91002","72028020","20028039"
"2","2","22002","72028020","20028040"
"2","5","31016","72028021","20028041"
"2","5","31013","72028021","20028042"
"2","5","31016","72028022","20028043"
"2","5","31013","72028022","20028044"
"2","10","31016","72028023","20028045"
"2","10","31013","72028023","20028046"
"8","30","91002","72029001","20029001"
"2","1","22002","72029001","20029002"
"8","30","91002","72029002","20029003"
"2","1","22002","72029002","20029004"
"8","30","91002","72029003","20029005"
"2","1","22002","72029003","20029006"
"8","30","91002","72029004","20029007"
"2","1","22002","72029004","20029008"
"8","30","91002","72029005","20029009"
"2","1","22002","72029005","20029010"
"8","30","91002","72029006","20029011"
"2","1","22002","72029006","20029012"
"8","30","91002","72029007","20029013"
"2","1","22002","72029007","20029014"
"8","30","91002","72029008","20029015"
"2","1","22002","72029008","20029016"
"8","30","91002","72029009","20029017"
"2","1","22002","72029009","20029018"
"8","30","91002","72029010","20029019"
"2","1","22002","72029010","20029020"
"8","30","91002","72029011","20029021"
"2","1","22002","72029011","20029022"
"8","30","91002","72029012","20029023"
"2","1","22002","72029012","20029024"
"8","30","91002","72029013","20029025"
"2","1","22002","72029013","20029026"
"8","30","91002","72029014","20029027"
"2","1","22002","72029014","20029028"
"8","200","91002","72029015","20029029"
"2","1","22002","72029015","20029030"
"8","60","91002","72029016","20029031"
"2","2","22002","72029016","20029032"
"8","60","91002","72029017","20029033"
"2","2","22002","72029017","20029034"
"8","60","91002","72029018","20029035"
"2","2","22002","72029018","20029036"
"8","60","91002","72029019","20029037"
"2","2","22002","72029019","20029038"
"8","300","91002","72029020","20029039"
"2","2","22002","72029020","20029040"
"1","1","114101","72029021","20029041"
"2","10","31141","72029022","20029042"
"2","10","31054","72029022","20029043"
"2","10","31141","72029023","20029044"
"2","10","31054","72029023","20029045"
"8","30","91002","72030001","20030001"
"2","1","22002","72030001","20030002"
"8","30","91002","72030002","20030003"
"2","1","22002","72030002","20030004"
"8","30","91002","72030003","20030005"
"2","1","22002","72030003","20030006"
"8","30","91002","72030004","20030007"
"2","1","22002","72030004","20030008"
"8","30","91002","72030005","20030009"
"2","1","22002","72030005","20030010"
"8","30","91002","72030006","20030011"
"2","1","22002","72030006","20030012"
"8","30","91002","72030007","20030013"
"2","1","22002","72030007","20030014"
"8","30","91002","72030008","20030015"
"2","1","22002","72030008","20030016"
"8","30","91002","72030009","20030017"
"2","1","22002","72030009","20030018"
"8","30","91002","72030010","20030019"
"2","1","22002","72030010","20030020"
"8","30","91002","72030011","20030021"
"2","1","22002","72030011","20030022"
"8","30","91002","72030012","20030023"
"2","1","22002","72030012","20030024"
"8","30","91002","72030013","20030025"
"2","1","22002","72030013","20030026"
"8","30","91002","72030014","20030027"
"2","1","22002","72030014","20030028"
"8","200","91002","72030015","20030029"
"2","1","22002","72030015","20030030"
"8","60","91002","72030016","20030031"
"2","2","22002","72030016","20030032"
"8","60","91002","72030017","20030033"
"2","2","22002","72030017","20030034"
"8","60","91002","72030018","20030035"
"2","2","22002","72030018","20030036"
"8","60","91002","72030019","20030037"
"2","2","22002","72030019","20030038"
"8","300","91002","72030020","20030039"
"2","2","22002","72030020","20030040"
"2","5","31014","72030021","20030041"
"2","5","31037","72030021","20030042"
"7","1","2801","72030022","20030043"
"7","1","2802","72030023","20030044"
"2","5","31014","72030024","20030045"
"2","5","31037","72030024","20030046"
"2","10","31014","72030025","20030047"
"2","10","31037","72030025","20030048"
"8","30","91002","72031001","20031001"
"2","1","22002","72031001","20031002"
"8","30","91002","72031002","20031003"
"2","1","22002","72031002","20031004"
"8","30","91002","72031003","20031005"
"2","1","22002","72031003","20031006"
"8","30","91002","72031004","20031007"
"2","1","22002","72031004","20031008"
"8","30","91002","72031005","20031009"
"2","1","22002","72031005","20031010"
"8","30","91002","72031006","20031011"
"2","1","22002","72031006","20031012"
"8","30","91002","72031007","20031013"
"2","1","22002","72031007","20031014"
"8","30","91002","72031008","20031015"
"2","1","22002","72031008","20031016"
"8","30","91002","72031009","20031017"
"2","1","22002","72031009","20031018"
"8","30","91002","72031010","20031019"
"2","1","22002","72031010","20031020"
"8","30","91002","72031011","20031021"
"2","1","22002","72031011","20031022"
"8","30","91002","72031012","20031023"
"2","1","22002","72031012","20031024"
"8","30","91002","72031013","20031025"
"2","1","22002","72031013","20031026"
"8","30","91002","72031014","20031027"
"2","1","22002","72031014","20031028"
"8","200","91002","72031015","20031029"
"2","1","22002","72031015","20031030"
"8","60","91002","72031016","20031031"
"2","2","22002","72031016","20031032"
"8","60","91002","72031017","20031033"
"2","2","22002","72031017","20031034"
"8","60","91002","72031018","20031035"
"2","2","22002","72031018","20031036"
"8","60","91002","72031019","20031037"
"2","2","22002","72031019","20031038"
"8","300","91002","72031020","20031039"
"2","2","22002","72031020","20031040"
"1","1","114601","72031021","20031041"
"2","1","21001","72031022","20031042"
"2","10","31146","72031023","20031043"
"2","10","31048","72031023","20031044"
"2","10","31146","72031024","20031045"
"2","10","31048","72031024","20031046"
"8","30","91002","72032001","20032001"
"2","1","22002","72032001","20032002"
"8","30","91002","72032002","20032003"
"2","1","22002","72032002","20032004"
"8","30","91002","72032003","20032005"
"2","1","22002","72032003","20032006"
"8","30","91002","72032004","20032007"
"2","1","22002","72032004","20032008"
"8","30","91002","72032005","20032009"
"2","1","22002","72032005","20032010"
"8","30","91002","72032006","20032011"
"2","1","22002","72032006","20032012"
"8","30","91002","72032007","20032013"
"2","1","22002","72032007","20032014"
"8","30","91002","72032008","20032015"
"2","1","22002","72032008","20032016"
"8","30","91002","72032009","20032017"
"2","1","22002","72032009","20032018"
"8","30","91002","72032010","20032019"
"2","1","22002","72032010","20032020"
"8","30","91002","72032011","20032021"
"2","1","22002","72032011","20032022"
"8","30","91002","72032012","20032023"
"2","1","22002","72032012","20032024"
"8","30","91002","72032013","20032025"
"2","1","22002","72032013","20032026"
"8","30","91002","72032014","20032027"
"2","1","22002","72032014","20032028"
"8","200","91002","72032015","20032029"
"2","1","22002","72032015","20032030"
"8","60","91002","72032016","20032031"
"2","2","22002","72032016","20032032"
"8","60","91002","72032017","20032033"
"2","2","22002","72032017","20032034"
"8","60","91002","72032018","20032035"
"2","2","22002","72032018","20032036"
"8","60","91002","72032019","20032037"
"2","2","22002","72032019","20032038"
"8","300","91002","72032020","20032039"
"2","2","22002","72032020","20032040"
"1","1","114701","72032021","20032041"
"2","1","21002","72032022","20032042"
"2","10","31147","72032023","20032043"
"2","10","31060","72032023","20032044"
"2","10","31147","72032024","20032045"
"2","10","31060","72032024","20032046"
"8","30","91002","72033001","20033001"
"2","1","22002","72033001","20033002"
"8","30","91002","72033002","20033003"
"2","1","22002","72033002","20033004"
"8","30","91002","72033003","20033005"
"2","1","22002","72033003","20033006"
"8","30","91002","72033004","20033007"
"2","1","22002","72033004","20033008"
"8","30","91002","72033005","20033009"
"2","1","22002","72033005","20033010"
"8","30","91002","72033006","20033011"
"2","1","22002","72033006","20033012"
"8","30","91002","72033007","20033013"
"2","1","22002","72033007","20033014"
"8","30","91002","72033008","20033015"
"2","1","22002","72033008","20033016"
"8","30","91002","72033009","20033017"
"2","1","22002","72033009","20033018"
"8","30","91002","72033010","20033019"
"2","1","22002","72033010","20033020"
"8","30","91002","72033011","20033021"
"2","1","22002","72033011","20033022"
"8","30","91002","72033012","20033023"
"2","1","22002","72033012","20033024"
"8","30","91002","72033013","20033025"
"2","1","22002","72033013","20033026"
"8","30","91002","72033014","20033027"
"2","1","22002","72033014","20033028"
"8","200","91002","72033015","20033029"
"2","1","22002","72033015","20033030"
"8","60","91002","72033016","20033031"
"2","2","22002","72033016","20033032"
"8","60","91002","72033017","20033033"
"2","2","22002","72033017","20033034"
"8","60","91002","72033018","20033035"
"2","2","22002","72033018","20033036"
"8","60","91002","72033019","20033037"
"2","2","22002","72033019","20033038"
"8","300","91002","72033020","20033039"
"2","2","22002","72033020","20033040"
"1","1","115601","72033021","20033041"
"2","1","21003","72033022","20033042"
"2","10","31156","72033023","20033043"
"2","10","31003","72033023","20033044"
"2","10","31156","72033024","20033045"
"2","10","31003","72033024","20033046"
"8","30","91002","72034001","20034001"
"2","1","22002","72034001","20034002"
"8","30","91002","72034002","20034003"
"2","1","22002","72034002","20034004"
"8","30","91002","72034003","20034005"
"2","1","22002","72034003","20034006"
"8","30","91002","72034004","20034007"
"2","1","22002","72034004","20034008"
"8","30","91002","72034005","20034009"
"2","1","22002","72034005","20034010"
"8","30","91002","72034006","20034011"
"2","1","22002","72034006","20034012"
"8","30","91002","72034007","20034013"
"2","1","22002","72034007","20034014"
"8","30","91002","72034008","20034015"
"2","1","22002","72034008","20034016"
"8","30","91002","72034009","20034017"
"2","1","22002","72034009","20034018"
"8","30","91002","72034010","20034019"
"2","1","22002","72034010","20034020"
"8","30","91002","72034011","20034021"
"2","1","22002","72034011","20034022"
"8","30","91002","72034012","20034023"
"2","1","22002","72034012","20034024"
"8","30","91002","72034013","20034025"
"2","1","22002","72034013","20034026"
"8","30","91002","72034014","20034027"
"2","1","22002","72034014","20034028"
"8","200","91002","72034015","20034029"
"2","1","22002","72034015","20034030"
"8","60","91002","72034016","20034031"
"2","2","22002","72034016","20034032"
"8","60","91002","72034017","20034033"
"2","2","22002","72034017","20034034"
"8","60","91002","72034018","20034035"
"2","2","22002","72034018","20034036"
"8","60","91002","72034019","20034037"
"2","2","22002","72034019","20034038"
"8","300","91002","72034020","20034039"
"2","2","22002","72034020","20034040"
"2","5","31156","72034021","20034041"
"2","5","31003","72034021","20034042"
"7","1","2806","72034022","20034043"
"2","5","31156","72034023","20034044"
"2","5","31003","72034023","20034045"
"2","10","31156","72034024","20034046"
"2","10","31003","72034024","20034047"
"8","30","91002","72035001","20035001"
"2","1","22002","72035001","20035002"
"8","30","91002","72035002","20035003"
"2","1","22002","72035002","20035004"
"8","30","91002","72035003","20035005"
"2","1","22002","72035003","20035006"
"8","30","91002","72035004","20035007"
"2","1","22002","72035004","20035008"
"8","30","91002","72035005","20035009"
"2","1","22002","72035005","20035010"
"8","30","91002","72035006","20035011"
"2","1","22002","72035006","20035012"
"8","30","91002","72035007","20035013"
"2","1","22002","72035007","20035014"
"8","30","91002","72035008","20035015"
"2","1","22002","72035008","20035016"
"8","30","91002","72035009","20035017"
"2","1","22002","72035009","20035018"
"8","30","91002","72035010","20035019"
"2","1","22002","72035010","20035020"
"8","30","91002","72035011","20035021"
"2","1","22002","72035011","20035022"
"8","30","91002","72035012","20035023"
"2","1","22002","72035012","20035024"
"8","30","91002","72035013","20035025"
"2","1","22002","72035013","20035026"
"8","30","91002","72035014","20035027"
"2","1","22002","72035014","20035028"
"8","200","91002","72035015","20035029"
"2","1","22002","72035015","20035030"
"8","60","91002","72035016","20035031"
"2","2","22002","72035016","20035032"
"8","60","91002","72035017","20035033"
"2","2","22002","72035017","20035034"
"8","60","91002","72035018","20035035"
"2","2","22002","72035018","20035036"
"8","60","91002","72035019","20035037"
"2","2","22002","72035019","20035038"
"8","300","91002","72035020","20035039"
"2","2","22002","72035020","20035040"
"1","1","115801","72035021","20035041"
"2","1","21004","72035022","20035042"
"2","10","31158","72035023","20035043"
"2","10","31010","72035023","20035044"
"2","10","31158","72035024","20035045"
"2","10","31010","72035024","20035046"
"8","30","91002","72036001","20036001"
"2","1","22002","72036001","20036002"
"8","30","91002","72036002","20036003"
"2","1","22002","72036002","20036004"
"8","30","91002","72036003","20036005"
